channel,flight_id,window_id,sign,interval,axis,delta_rate,sign_aligned_delta_rate
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,1.0,early_100ms,q,0.022685466495591822,0.022685466495591822
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,1.0,early_100ms,r,0.011341604803699796,0.011341604803699796
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,1.0,early_100ms,p,0.3018435410586856,0.3018435410586856
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,1.0,early_100ms,q,-0.3278791134751068,-0.3278791134751068
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,1.0,early_100ms,r,-0.0260114230859861,-0.0260114230859861
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,-1.0,early_100ms,p,-0.18950229211937364,0.18950229211937364
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,-1.0,early_100ms,q,0.1223995745290771,-0.1223995745290771
common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,-1.0,early_100ms,r,0.009433943020120095,-0.009433943020120095
common,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:145,-1.0,early_100ms,p,0.3665546479065997,-0.3665546479065997
common,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:145,-1.0,early_100ms,q,0.39591016037395416,-0.39591016037395416
common,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:145,-1.0,early_100ms,r,-0.05448731188946916,0.05448731188946916
common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,-1.0,early_100ms,p,0.24932921625461546,-0.24932921625461546
common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,-1.0,early_100ms,q,0.6537563778495211,-0.6537563778495211
common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,-1.0,early_100ms,r,-0.020849691463803815,0.020849691463803815
common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,-1.0,early_100ms,p,0.6209256057948643,-0.6209256057948643
common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,-1.0,early_100ms,q,0.9544586042081898,-0.9544586042081898
common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,-1.0,early_100ms,r,0.09432513686058265,-0.09432513686058265
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,1.0,early_100ms,p,0.31656850224435923,0.31656850224435923
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,1.0,early_100ms,q,0.8277621507346246,0.8277621507346246
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,1.0,early_100ms,r,0.039551541879557645,0.039551541879557645
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,-1.0,early_100ms,p,-0.31469095185090445,0.31469095185090445
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,-1.0,early_100ms,q,0.13109729329039807,-0.13109729329039807
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,-1.0,early_100ms,r,0.13713281833697935,-0.13713281833697935
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,-1.0,early_100ms,p,0.33164394037925277,-0.33164394037925277
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,-1.0,early_100ms,q,0.6334158871452856,-0.6334158871452856
common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,-1.0,early_100ms,r,0.1231121758931816,-0.1231121758931816
common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:375,1.0,early_100ms,p,-0.06208916012673672,-0.06208916012673672
common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:375,1.0,early_100ms,q,-0.8204835213489001,-0.8204835213489001
common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:375,1.0,early_100ms,r,0.049090609451768484,0.049090609451768484
common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:25,1.0,early_100ms,p,-0.0662071576004799,-0.0662071576004799
common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:25,1.0,early_100ms,q,0.4679147772412035,0.4679147772412035
common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:25,1.0,early_100ms,r,0.15520368758016376,0.15520368758016376
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1265,1.0,early_100ms,p,0.05544119585585312,0.05544119585585312
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1265,1.0,early_100ms,q,-0.8665023261027988,-0.8665023261027988
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1265,1.0,early_100ms,r,-0.013113382152980805,-0.013113382152980805
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,1.0,early_100ms,p,-0.7532368173478231,-0.7532368173478231
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,1.0,early_100ms,q,-1.3293957496222046,-1.3293957496222046
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,1.0,early_100ms,r,0.06970808873382985,0.06970808873382985
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1645,1.0,early_100ms,p,0.07560504515810788,0.07560504515810788
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1645,1.0,early_100ms,q,-1.2624622109144918,-1.2624622109144918
common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1645,1.0,early_100ms,r,0.001396329661149373,0.001396329661149373
common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,-1.0,early_100ms,p,-0.635820246258773,0.635820246258773
common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,-1.0,early_100ms,q,0.10108469039408789,-0.10108469039408789
common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,-1.0,early_100ms,r,-0.08839649905633562,0.08839649905633562
common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,1.0,early_100ms,p,0.03893621170467981,0.03893621170467981
common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,1.0,early_100ms,q,-1.0058699831014337,-1.0058699831014337
common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,1.0,early_100ms,r,-0.03341035890807489,-0.03341035890807489
common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,-1.0,early_100ms,p,-0.025093437881247186,0.025093437881247186
common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,-1.0,early_100ms,q,0.7802130773229883,-0.7802130773229883
common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,-1.0,early_100ms,r,0.03206062569197407,-0.03206062569197407
common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,1.0,early_100ms,p,-0.038694390832056405,-0.038694390832056405
common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,1.0,early_100ms,q,0.4678102589188711,0.4678102589188711
common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,1.0,early_100ms,r,-0.05764591717407479,-0.05764591717407479
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:985,1.0,early_100ms,p,-0.3394991955171104,-0.3394991955171104
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:985,1.0,early_100ms,q,-0.8072425216745276,-0.8072425216745276
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:985,1.0,early_100ms,r,0.03037226710655463,0.03037226710655463
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1055,1.0,early_100ms,p,0.19568013743363372,0.19568013743363372
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1055,1.0,early_100ms,q,-0.6794319484018398,-0.6794319484018398
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1055,1.0,early_100ms,r,-0.04687675282870651,-0.04687675282870651
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,1.0,early_100ms,p,0.2232511312568826,0.2232511312568826
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,1.0,early_100ms,q,-0.6357798261616845,-0.6357798261616845
common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,1.0,early_100ms,r,0.019258225424658833,0.019258225424658833
common,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,1.0,early_100ms,p,-0.09951409202990137,-0.09951409202990137
common,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,1.0,early_100ms,q,0.25072455058437604,0.25072455058437604
common,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,1.0,early_100ms,r,0.10497626782217757,0.10497626782217757
common,9.12数据/log_7_2026-9-12-05-49-02.ulg,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:975,1.0,early_100ms,p,0.14974129514990955,0.14974129514990955
common,9.12数据/log_7_2026-9-12-05-49-02.ulg,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:975,1.0,early_100ms,q,-0.7905330526720467,-0.7905330526720467
common,9.12数据/log_7_2026-9-12-05-49-02.ulg,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:975,1.0,early_100ms,r,0.014464129641463692,0.014464129641463692
common,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:675,1.0,early_100ms,p,0.15906903953753584,0.15906903953753584
common,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:675,1.0,early_100ms,q,-0.7884209067948135,-0.7884209067948135
common,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:675,1.0,early_100ms,r,-0.16229159593379103,-0.16229159593379103
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:0:375,1.0,early_100ms,p,0.27604220346549896,0.27604220346549896
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:0:375,1.0,early_100ms,q,-0.9965180459146004,-0.9965180459146004
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:0:375,1.0,early_100ms,r,0.06840644995667476,0.06840644995667476
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,-1.0,early_100ms,p,0.9232605767707139,-0.9232605767707139
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,-1.0,early_100ms,q,0.8862960976507961,-0.8862960976507961
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,-1.0,early_100ms,r,0.2725724291234344,-0.2725724291234344
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,1.0,early_100ms,p,-0.08263989643989479,-0.08263989643989479
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,1.0,early_100ms,q,-1.3670055006637978,-1.3670055006637978
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,1.0,early_100ms,r,-0.0399853451525661,-0.0399853451525661
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,1.0,early_100ms,p,-0.5042156547014617,-0.5042156547014617
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,1.0,early_100ms,q,-1.1122198941629922,-1.1122198941629922
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,1.0,early_100ms,r,-0.009983812946881644,-0.009983812946881644
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,1.0,early_100ms,p,-0.6986442545993922,-0.6986442545993922
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,1.0,early_100ms,q,-1.1812041428226268,-1.1812041428226268
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,1.0,early_100ms,r,0.1006443055609736,0.1006443055609736
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,1.0,early_100ms,p,-0.2621763040435593,-0.2621763040435593
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,1.0,early_100ms,q,-0.9154470896806778,-0.9154470896806778
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,1.0,early_100ms,r,0.023162559537819417,0.023162559537819417
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,-1.0,early_100ms,p,0.2061286173654354,-0.2061286173654354
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,-1.0,early_100ms,q,0.4079483213278979,-0.4079483213278979
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,-1.0,early_100ms,r,0.05449264523724512,-0.05449264523724512
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,-1.0,early_100ms,p,-0.15346787114010388,0.15346787114010388
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,-1.0,early_100ms,q,1.1014830145921748,-1.1014830145921748
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,-1.0,early_100ms,r,0.09678929134478913,-0.09678929134478913
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,1.0,early_100ms,p,0.5269696638696336,0.5269696638696336
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,1.0,early_100ms,q,-0.6943676822081581,-0.6943676822081581
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,1.0,early_100ms,r,0.1531851841300491,0.1531851841300491
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,1.0,early_100ms,p,-0.3230904146149608,-0.3230904146149608
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,1.0,early_100ms,q,-0.6326216670274555,-0.6326216670274555
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,1.0,early_100ms,r,0.05425219872898925,0.05425219872898925
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,1.0,early_100ms,p,0.33635996748287456,0.33635996748287456
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,1.0,early_100ms,q,-0.6292593364033154,-0.6292593364033154
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,1.0,early_100ms,r,0.09010316313457811,0.09010316313457811
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2305,1.0,early_100ms,p,-0.3094541154115376,-0.3094541154115376
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2305,1.0,early_100ms,q,-1.2184254370141128,-1.2184254370141128
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2305,1.0,early_100ms,r,0.03951296172019051,0.03951296172019051
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:465,-1.0,early_100ms,p,0.6788328184795237,-0.6788328184795237
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:465,-1.0,early_100ms,q,1.0761734247371857,-1.0761734247371857
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:465,-1.0,early_100ms,r,0.039991583242547396,-0.039991583242547396
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1155,1.0,early_100ms,p,-0.04025101586776937,-0.04025101586776937
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1155,1.0,early_100ms,q,-0.865821518629743,-0.865821518629743
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1155,1.0,early_100ms,r,0.01047516203466813,0.01047516203466813
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,-1.0,early_100ms,p,-0.18177807427874554,0.18177807427874554
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,-1.0,early_100ms,q,0.7516801369414077,-0.7516801369414077
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,-1.0,early_100ms,r,-0.019234505745326733,0.019234505745326733
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,1.0,early_100ms,p,-0.28636287226206264,-0.28636287226206264
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,1.0,early_100ms,q,0.1792151210063443,0.1792151210063443
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,1.0,early_100ms,r,-0.08303621764947873,-0.08303621764947873
