experiment,horizon_s,metric,change_pct,ci95_low,ci95_high,improved_flights
R2,5.0,velocity_m_s,-1.4002651537743604,-2.2736313361157223,-0.6696635701293641,5
R2,5.0,attitude_deg,-1.615920746954158,-2.2041251203276713,-1.1141327766102216,5
R2,5.0,body_rate_rad_s,-0.09620205367153467,-0.29894748989671704,0.15924861503064935,3
R2,5.0,frequency_hz,0.8080390179473262,0.3672118644252098,1.3077866215465583,0
R2,5.0,phase_rad,1.5778230939181848,-0.3876807789292558,3.692044202514011,2
R3,0.2,position_m,-3.145597816125889,-3.3687789038463922,-2.9182447498439346,5
R3,0.2,velocity_m_s,-2.184019395307768,-2.3350350528231534,-2.0306020857994156,5
R3,0.2,attitude_deg,-0.7885993963283267,-1.2343866445297502,-0.30146044931737115,4
R3,0.2,body_rate_rad_s,-0.8910131146072864,-1.3741876856505963,-0.416445008103985,5
R3,0.2,frequency_hz,-0.6518218180799562,-0.9058992487312234,-0.49978274300645054,5
R3,0.2,phase_rad,-0.7543349578177594,-0.9999109954017649,-0.5388610395347326,5
R3,0.5,position_m,-2.1009232236063213,-2.6736113522529137,-1.5245039759261503,5
R3,0.5,velocity_m_s,0.35262387945191875,0.0923530107517001,0.6722903455560925,1
R3,0.5,attitude_deg,0.12451889480600276,-0.17249467932887175,0.31467443585571075,1
R3,0.5,body_rate_rad_s,-1.03305138308174,-1.2964269314102883,-0.792635396221486,5
R3,0.5,frequency_hz,-0.2027805835817631,-0.5878850143717806,0.12715576494857217,4
R3,0.5,phase_rad,-0.7119987653194104,-1.1175102179816188,-0.23940228480526793,4
R3,1.0,position_m,-0.47855681443336184,-1.0152644585270543,0.012178937759199648,3
R3,1.0,velocity_m_s,-0.018882501705796972,-0.29753891203994076,0.2658180711069047,3
R3,1.0,attitude_deg,0.3610978881822602,0.06277643666172672,0.6028529760215173,1
R3,1.0,body_rate_rad_s,0.07171118780702201,-0.10149947518612867,0.3088853202874531,2
R3,1.0,frequency_hz,0.08267015976053393,-0.04236432164838044,0.2667374422854252,3
R3,1.0,phase_rad,0.03534378317351372,-0.7036419634744995,0.8241912811338237,3
R3,2.0,position_m,-0.590115319440554,-0.9412255348671961,-0.2924801719069836,5
R3,2.0,velocity_m_s,-0.6371040607397238,-0.8760318300468195,-0.39260067065762794,5
R3,2.0,attitude_deg,-0.1377267237433033,-0.509323824199015,0.23362189635869335,2
R3,2.0,body_rate_rad_s,0.15956030298538426,-0.22714638405924026,0.39324182473008396,1
R3,2.0,frequency_hz,0.17527271136870137,0.05668642473302121,0.2964531342453558,0
R3,2.0,phase_rad,0.6795072910265931,-0.22521107336710422,1.710992478701101,2
R3,3.0,position_m,-0.8106478158026675,-1.0937601981494849,-0.5500403345763738,5
R3,3.0,velocity_m_s,-0.6744747375822868,-0.9267404545908353,-0.29883121893498066,5
R3,3.0,attitude_deg,-0.650221513356608,-1.0193344886831546,-0.2677825706912995,5
R3,3.0,body_rate_rad_s,-0.02719769408758843,-0.11463061388161666,0.05884219711455696,3
R3,3.0,frequency_hz,0.3447459311600065,0.13963762823132608,0.6537500501982318,0
R3,3.0,phase_rad,1.4212708103118477,0.6206694137942614,2.3533626471202718,0
R3,5.0,position_m,-1.0362358683927542,-1.2704940533297282,-0.7204846961629152,5
R3,5.0,velocity_m_s,-1.1760887833819011,-1.6219633364807917,-0.7277327400619704,5
R3,5.0,attitude_deg,-1.2621356329150846,-1.5818222631553747,-0.9006459042758319,5
R3,5.0,body_rate_rad_s,-0.1626642878349016,-0.29373715742280204,6.198433804005532e-05,4
R3,5.0,frequency_hz,0.4021818539665212,0.18967537103677934,0.6784438364898726,0
R3,5.0,phase_rad,0.8561717512491018,-0.5251398216864156,2.34199842673517,2
R3-high,0.2,position_m,-17.428369077873352,-18.768443451516468,-15.998323144426807,5
R3-high,0.2,velocity_m_s,-12.994791480438373,-14.043792112753982,-12.106770070922234,5
R3-high,0.2,attitude_deg,-0.5877815617427062,-2.5060323837295506,1.6726348453068196,3
R3-high,0.2,body_rate_rad_s,-3.8729914976437962,-5.286616930475397,-1.8533775094072502,5
R3-high,0.2,frequency_hz,-4.587209565961459,-5.504541567146948,-3.879988698722281,5
R3-high,0.2,phase_rad,-4.545129900500832,-5.560743818672376,-3.564496373462145,5
R3-high,0.5,position_m,-8.097045655951318,-10.436293494366177,-5.725348632932881,5
R3-high,0.5,velocity_m_s,2.8668551138829157,1.1690498541333305,4.065123710702401,1
R3-high,0.5,attitude_deg,1.2378270720060147,0.16264288527427784,1.9201695469509117,1
R3-high,0.5,body_rate_rad_s,-3.936028091354238,-4.334062835935737,-3.568484202305023,5
R3-high,0.5,frequency_hz,-0.8708258875747443,-2.25151801992427,0.3428975245166832,4
R3-high,0.5,phase_rad,-2.7034182459274914,-4.37671640462961,-0.9818685487735579,4
R3-high,1.0,position_m,-0.1272382905536773,-2.2505244471025865,1.9654129218915406,2
R3-high,1.0,velocity_m_s,1.3164836028916715,0.36568302806610165,2.6557894025739603,0
R3-high,1.0,attitude_deg,1.8378392906652774,1.0454543407695693,2.58943097453439,0
R3-high,1.0,body_rate_rad_s,-0.5550814983883878,-1.2714466671312485,0.3354300182045056,4
R3-high,1.0,frequency_hz,0.13963332439277387,-0.6666808401444846,0.735765777710351,1
R3-high,1.0,phase_rad,0.2738251983827267,-2.3868380957836943,2.9437969002141995,3
R3-high,2.0,position_m,-0.15567168528388686,-1.1885141075978156,0.8073973614136865,3
R3-high,2.0,velocity_m_s,-0.379789243564177,-1.3696456609861296,0.48257068652836965,3
R3-high,2.0,attitude_deg,1.284274988489842,-0.18285240868134434,2.7647246701913097,2
R3-high,2.0,body_rate_rad_s,0.8988612990757261,-0.047770366569310774,1.7307472943057123,1
R3-high,2.0,frequency_hz,-0.17556273113633614,-0.6957191500121751,0.4436597326640257,3
R3-high,2.0,phase_rad,1.585022146622972,-1.714065244845353,5.124216160756845,1
R3-high,3.0,position_m,-0.5989720998107906,-1.437368167890296,0.21087002696105195,4
R3-high,3.0,velocity_m_s,-0.06544987441376993,-1.215844456017301,1.1534893700838378,3
R3-high,3.0,attitude_deg,0.18733365451790718,-1.4118288502477405,1.8442302101904895,2
R3-high,3.0,body_rate_rad_s,0.5749419154817526,0.3255344267819371,0.7631211005425964,0
R3-high,3.0,frequency_hz,0.6716663694236846,0.14508026372395122,1.121627265133407,1
R3-high,3.0,phase_rad,2.782260316161733,-0.5800673100169074,6.23743737326572,1
R3-high,5.0,position_m,-1.0023424464494557,-2.1792109242525726,0.30241208686014875,3
R3-high,5.0,velocity_m_s,-1.1391633763910392,-2.9298307676125512,0.8082076459450471,2
R3-high,5.0,attitude_deg,-1.469863166945562,-3.100246699067133,0.3737137763925924,3
R3-high,5.0,body_rate_rad_s,0.3017104508991286,-0.30171061607817684,0.9150914097623142,2
R3-high,5.0,frequency_hz,1.0525319322988391,0.6623180102742987,1.5528607711685627,0
R3-high,5.0,phase_rad,2.3238674752074306,-0.7404069532936708,5.106654880297867,1
R3-max,0.2,position_m,-34.516057157042,-37.69516793407739,-31.14046188461048,5
R3-max,0.2,velocity_m_s,-31.325419875255566,-32.65261606608526,-30.100228506706284,5
R3-max,0.2,attitude_deg,0.3207304794697441,-1.8974616005884126,3.2243352551922344,2
R3-max,0.2,body_rate_rad_s,-6.845585976078805,-9.004838684386216,-3.711238251114668,5
R3-max,0.2,frequency_hz,-12.127867492839684,-13.062945565281336,-11.07399202084608,5
R3-max,0.2,phase_rad,-11.34462923218681,-13.251204139984926,-9.484422734891119,5
R3-max,0.5,position_m,-13.18513553906353,-16.606997005120416,-9.528697015040121,5
R3-max,0.5,velocity_m_s,-1.7595946914595095,-4.444414263984797,0.09780018734451001,4
R3-max,0.5,attitude_deg,0.5598694716594688,-1.0376583866466005,1.9510790703804126,1
R3-max,0.5,body_rate_rad_s,-7.559924233876902,-8.494507709608856,-6.077485248514714,5
R3-max,0.5,frequency_hz,-3.0667408650684402,-4.096256557886669,-1.7665757925803605,5
R3-max,0.5,phase_rad,-5.453957330657411,-7.295092886173227,-3.7370918685939234,5
R3-max,1.0,position_m,-1.2355059994547446,-4.142714965923444,1.7415438106220815,3
R3-max,1.0,velocity_m_s,-0.3417423128480812,-1.4535850409521656,1.0301239351971692,3
R3-max,1.0,attitude_deg,1.1589568568589614,0.10794367406705696,2.125473657315502,1
R3-max,1.0,body_rate_rad_s,-4.146524883512937,-4.984388283080843,-3.3404651532700447,5
R3-max,1.0,frequency_hz,-0.46790534018492647,-1.4567241507620121,0.40856790890606565,3
R3-max,1.0,phase_rad,-0.1956861139673305,-2.8711874738889587,3.1572608456009066,3
R3-max,2.0,position_m,1.2782003168037237,0.05730382833379899,2.690487066197631,1
R3-max,2.0,velocity_m_s,1.3683575680444315,-0.45878801709297035,3.0863053896065695,2
R3-max,2.0,attitude_deg,2.182491049250479,-0.5587849553840063,4.593641513889035,1
R3-max,2.0,body_rate_rad_s,-0.00463650706145069,-0.8569077199294561,0.7615640396196,2
R3-max,2.0,frequency_hz,-0.488878007050908,-1.2624480009378547,0.38634286757177616,3
R3-max,2.0,phase_rad,3.231920120601872,-0.5351642170887461,7.156159507738469,1
R3-max,3.0,position_m,1.4050539314138577,-0.06513792745136415,2.962702069791767,1
R3-max,3.0,velocity_m_s,2.229140808455754,-0.3652416019749971,4.668312553723575,1
R3-max,3.0,attitude_deg,1.8281776690285412,-1.4114512162383352,4.819181919923232,2
R3-max,3.0,body_rate_rad_s,2.32961176571449,0.9612188227186236,4.199435230839921,0
R3-max,3.0,frequency_hz,0.3435262233004499,-0.4648470471197985,1.339248682748484,2
R3-max,3.0,phase_rad,4.104583427896502,-0.675795859715389,9.572975739001421,1
R3-max,5.0,position_m,1.4968947794393506,-1.3673911070217193,4.272939541571885,2
R3-max,5.0,velocity_m_s,2.4428611631209574,-1.4133720568246577,6.721243337000127,2
R3-max,5.0,attitude_deg,-0.0662351467583644,-3.8923329228186088,4.181367995984653,2
R3-max,5.0,body_rate_rad_s,3.982166860849201,2.911686834328786,5.121865217497357,0
R3-max,5.0,frequency_hz,1.0802890887850802,-0.024688294348096385,2.2310398592072067,2
R3-max,5.0,phase_rad,2.7839129587682754,-0.0665635257526831,5.5830642800607215,1
Step5_S1,0.2,position_m,-43.7064162814961,-48.49270508420814,-38.562742702073436,5
Step5_S1,0.2,velocity_m_s,-35.322893100724826,-37.788385839977344,-32.92767988204868,5
Step5_S1,0.2,attitude_deg,0.47420529026707126,-1.964302945475993,3.7379415481325617,3
Step5_S1,0.2,body_rate_rad_s,-5.197406286225881,-7.982091745793252,-1.841228714698906,4
Step5_S1,0.2,frequency_hz,-20.04667250102078,-21.664834059924964,-18.692929131518387,5
Step5_S1,0.2,phase_rad,-19.614212871432702,-22.950970054803367,-16.335432679555637,5
Step5_S1,0.5,position_m,-15.209314417941966,-19.36041907451861,-10.31724386411298,5
Step5_S1,0.5,velocity_m_s,-6.547291111408471,-8.393717711861193,-4.233909657604307,5
Step5_S1,0.5,attitude_deg,-2.364573364440925,-3.4851911654272136,-1.0990406834784028,5
Step5_S1,0.5,body_rate_rad_s,-5.696340286685331,-7.3221453961607175,-4.209198181614848,5
Step5_S1,0.5,frequency_hz,-11.596870224650447,-14.042123238234494,-8.312863021418515,5
Step5_S1,0.5,phase_rad,-7.87775383763365,-9.951124458093474,-6.170447708249482,5
Step5_S1,1.0,position_m,-0.6663028761007217,-3.39058522539164,2.2703471776997164,3
Step5_S1,1.0,velocity_m_s,-1.40410930535807,-1.8581974126275602,-0.9720617491095984,5
Step5_S1,1.0,attitude_deg,-0.8453967661807393,-1.7445595818447068,-0.03096055547944232,4
Step5_S1,1.0,body_rate_rad_s,-4.575601281848007,-6.350878817931116,-2.8790669623084963,5
Step5_S1,1.0,frequency_hz,-10.243981777085553,-11.687167718426561,-8.87937326464594,5
Step5_S1,1.0,phase_rad,-2.2140797100811183,-4.165089755020088,-0.18843350929693692,4
Step5_S1,2.0,position_m,4.87945755544632,3.212892296919101,6.960594497205517,0
Step5_S1,2.0,velocity_m_s,6.10141899316643,4.98854989835904,7.57730347030201,0
Step5_S1,2.0,attitude_deg,4.59937824960559,2.544896331522306,6.056988393066831,0
Step5_S1,2.0,body_rate_rad_s,-0.6032431312294362,-2.95110207958198,1.3650057825458362,2
Step5_S1,2.0,frequency_hz,-6.049466502746936,-8.040199698649797,-3.9329411219276467,5
Step5_S1,2.0,phase_rad,-0.6051789142858977,-3.9771151399087823,3.2381237061634094,3
Step5_S1,3.0,position_m,6.618428130910381,5.272528513322339,8.277860162527606,0
Step5_S1,3.0,velocity_m_s,7.1600208950707955,5.764741762261938,8.195805340278195,0
Step5_S1,3.0,attitude_deg,6.0681726392488144,3.737338611788532,7.758748856001918,0
Step5_S1,3.0,body_rate_rad_s,1.326246631425021,-1.3199109717811353,4.2419053983676624,1
Step5_S1,3.0,frequency_hz,-0.9585350290809425,-3.475843570683723,1.5004185532260683,3
Step5_S1,3.0,phase_rad,-0.5914161929241324,-5.160326927072476,4.340169317848175,3
Step5_S1,5.0,position_m,7.005969850723437,5.2409789431017595,8.698811349060676,0
Step5_S1,5.0,velocity_m_s,7.041497570778832,4.591556517717743,10.338031885049826,0
Step5_S1,5.0,attitude_deg,4.584724761183168,2.159263511535303,7.445337944687536,0
Step5_S1,5.0,body_rate_rad_s,4.057885903215763,2.7048538700585434,6.07289342979731,0
Step5_S1,5.0,frequency_hz,6.613686120578732,3.2673450485611655,10.354756105035602,0
Step5_S1,5.0,phase_rad,1.8755629415075026,-0.46044251311637696,4.262035735712821,2
