experiment,partition,perturbation,step,actual_duration_s,amplification_median,amplification_p90,velocity_rmse,attitude_rmse,body_rate_rmse,nominal_velocity_rmse
R1,train,attitude_0_-1,5,0.09976108148694035,0.9642695886358457,0.9750485172886497,1.0952803153676474,4.259917976404727,1.1064673220713732,1.0969574131443778
R1,train,attitude_0_-1,6,0.11951449786623315,0.9439181006951318,0.9535493483839399,1.1891945743788979,4.951181904483145,1.039257299443665,1.190740315656034
R1,train,attitude_0_-1,7,0.1400955148041248,0.9175689435564902,0.9362830206298395,1.2276561925056981,5.585580740599566,1.0108646843111444,1.2286863351351145
R1,train,attitude_0_-1,8,0.15985106527805326,0.8981796585225554,0.9187898505522583,1.2239052548609846,6.079225501853109,0.9547990540312243,1.2246896083814838
R1,train,attitude_0_-1,9,0.17993723129232722,0.8811701074634225,0.916769015273477,1.1939858889226955,6.479072286893396,0.9381143249383865,1.1945383755718477
R1,train,attitude_0_-1,10,0.20002128159006433,0.8726777329961639,0.9269228407397309,1.1660757616835908,6.894243593576676,0.9349517880852518,1.1663856273438737
R1,train,attitude_0_-1,11,0.21977459862828252,0.8705908433842947,0.9381074335403912,1.1895225296625571,7.272786741818292,0.9403860860816062,1.1892545064488875
R1,train,attitude_0_-1,12,0.23936379800240196,0.8801217694672399,0.9474325841647399,1.2364658327206126,7.581814088836522,0.87778080205371,1.2354423880911545
R1,train,attitude_0_-1,13,0.2597764144341151,0.8910225647040366,0.9624479398174952,1.292160737548605,7.948999895282648,0.8554921250357791,1.2908457478397384
R1,train,attitude_0_-1,14,0.27986662884553276,0.9027838143725324,0.9728484941300393,1.3179757230192304,8.120135363540737,1.0113138835203526,1.3162071186826625
R1,train,attitude_0_-1,15,0.2996200790007909,0.9172144300553939,0.9766549180297253,1.3238445140785307,8.437987245956338,1.0085895504054398,1.3212079952942293
R1,train,attitude_0_-1,16,0.32019907732804614,0.9255505212554955,0.9770714741949581,1.310937394465764,8.750367402854621,0.9651625233211271,1.3079016430889647
R1,train,attitude_0_-1,17,0.33962389876445137,0.9218067077794254,0.9891987718466004,1.3134717405378749,9.007416375149287,0.8954349006452683,1.3102372995997387
R1,train,attitude_0_-1,18,0.35954357832670214,0.9219757656348634,1.0041652404199923,1.3243721300574676,9.184426689396076,0.9422477222010213,1.3201546866309426
R1,train,attitude_0_-1,19,0.37995829780896506,0.9203953398899591,1.0043740563800105,1.3338861171117782,9.4393487340025,0.8997602782734427,1.3286692855277578
R1,train,attitude_0_-1,20,0.40021076301733655,0.9301665178788208,1.0163462436360513,1.317699151300822,9.758788668825682,0.9353991997207589,1.3115498024534673
R1,train,attitude_1_+1,0,0.0,0.999999775884416,1.0000005378774013,0.0,2.000000106322312,0.0,0.0
R1,train,attitude_1_+1,1,0.019418666247899286,0.9989008251188747,0.9996960469746263,0.2604899670408405,2.051514307045158,0.6371448051288903,0.26056204965055446
R1,train,attitude_1_+1,2,0.03983761618534719,0.995777550341963,0.9985816695863947,0.523523220071353,2.2167905161572157,0.8275586137813374,0.5244199004630118
R1,train,attitude_1_+1,3,0.05942251582940416,0.9905528557928275,0.9993412495937906,0.7844704867101225,2.6412619132398514,1.0689945134218581,0.7864086495417898
R1,train,attitude_1_+1,4,0.07967704907059665,0.9846535359836246,1.0043867189104994,0.9590431089019409,3.1639348184035745,1.1764240431826738,0.9625758427736131
R1,train,attitude_1_+1,5,0.09976108148694035,0.983114982500308,1.0194945595942013,1.0926860672080747,3.790133993410696,1.1112576115933024,1.0969574131443778
R1,train,attitude_1_+1,6,0.11951449786623315,0.9912458958833702,1.0429477325105803,1.1863276181553761,4.569015439066847,1.0400174414314463,1.190740315656034
R1,train,attitude_1_+1,7,0.1400955148041248,1.0052310071380814,1.0728619784176692,1.2244053031601287,5.241854572646282,1.0136209701953482,1.2286863351351145
R1,train,attitude_1_+1,8,0.15985106527805326,1.0181524284791146,1.0981799797548923,1.2216998117224251,5.772617995709857,0.9605982224097109,1.2246896083814838
R1,train,attitude_1_+1,9,0.17993723129232722,1.0306648015269742,1.1157322864645394,1.1943797401108134,6.242146205920622,0.9374130045166162,1.1945383755718477
R1,train,attitude_1_+1,10,0.20002128159006433,1.0404309369151985,1.1256991472402034,1.1704850344323918,6.730643303049774,0.9310434836059652,1.1663856273438737
R1,train,attitude_1_+1,11,0.21977459862828252,1.0454732387316552,1.1264173779223738,1.1967013134335405,7.132090941171929,0.942211636764621,1.1892545064488875
R1,train,attitude_1_+1,12,0.23936379800240196,1.0484648829556362,1.1238463388851745,1.2443878738526741,7.453907976226465,0.881962764801509,1.2354423880911545
R1,train,attitude_1_+1,13,0.2597764144341151,1.0469217724554478,1.1238920509937658,1.3000900313178327,7.785320916698967,0.8628364274680149,1.2908457478397384
R1,train,attitude_1_+1,14,0.27986662884553276,1.032914623168322,1.1199520317945308,1.3239143315855169,7.940418434542556,1.0255928878236553,1.3162071186826625
R1,train,attitude_1_+1,15,0.2996200790007909,1.0201762295541221,1.1160848651010948,1.3273573141565904,8.177726361150942,1.0199260092915203,1.3212079952942293
R1,train,attitude_1_+1,16,0.32019907732804614,0.9971340099133793,1.1082456157388905,1.3130032725961513,8.444524405897438,0.9703103298609486,1.3079016430889647
R1,train,attitude_1_+1,17,0.33962389876445137,0.9825385572185762,1.122894871114863,1.3147129690973187,8.66650026564671,0.8987026756793672,1.3102372995997387
R1,train,attitude_1_+1,18,0.35954357832670214,0.9653072811417942,1.1019326233849671,1.3253612619022994,8.857808412216517,0.9434044686500268,1.3201546866309426
R1,train,attitude_1_+1,19,0.37995829780896506,0.9492828301315932,1.1074931551365426,1.3359657176304867,9.144615907916833,0.9026575502086687,1.3286692855277578
R1,train,attitude_1_+1,20,0.40021076301733655,0.943507745061053,1.14617792536204,1.320921633262396,9.471213483347116,0.9359867354556374,1.3115498024534673
R1,train,attitude_1_-1,0,0.0,1.0,1.0000005378774013,0.0,1.99999966646748,0.0,0.0
R1,train,attitude_1_-1,1,0.019418666247899286,0.9989177458454574,0.9997060873527842,0.2607246598460452,2.1504429278964254,0.63384587575331,0.26056204965055446
R1,train,attitude_1_-1,2,0.03983761618534719,0.9958741441586141,0.9987762168542389,0.5256390026650415,2.4506686216158933,0.8212368156119193,0.5244199004630118
R1,train,attitude_1_-1,3,0.05942251582940416,0.9906235269069434,0.9984551712803349,0.7889715215963269,2.9986383551382,1.0627130040649795,0.7864086495417898
R1,train,attitude_1_-1,4,0.07967704907059665,0.9855076404737804,1.0054197871649007,0.9673007968189049,3.595867800634451,1.1683746245696212,0.9625758427736131
R1,train,attitude_1_-1,5,0.09976108148694035,0.9844393188380354,1.0189590802296438,1.1030961868045135,4.270348945427798,1.103018260577588,1.0969574131443778
R1,train,attitude_1_-1,6,0.11951449786623315,0.9901670034625858,1.039643648751116,1.1977459726232356,4.969459243124436,1.0316206328924304,1.190740315656034
R1,train,attitude_1_-1,7,0.1400955148041248,1.0026760147766876,1.064163664140386,1.2363643536560696,5.735457898427061,1.001331196255156,1.2286863351351145
R1,train,attitude_1_-1,8,0.15985106527805326,1.014558884502034,1.0913171795800822,1.2317830483804284,6.271869135652484,0.9444654350701076,1.2246896083814838
R1,train,attitude_1_-1,9,0.17993723129232722,1.0293505503905214,1.110506075399953,1.1994180199793745,6.712062487336561,0.9310167983983589,1.1945383755718477
R1,train,attitude_1_-1,10,0.20002128159006433,1.0364636802020029,1.1272878727322304,1.1674843927826017,7.095300985657779,0.9327002464681963,1.1663856273438737
R1,train,attitude_1_-1,11,0.21977459862828252,1.0428473511405616,1.133154890015277,1.187134106041054,7.441043103156541,0.9416407481663015,1.1892545064488875
R1,train,attitude_1_-1,12,0.23936379800240196,1.0459063794500951,1.1278608615750096,1.2318058164838088,7.712654735175537,0.8820569987693158,1.2354423880911545
R1,train,attitude_1_-1,13,0.2597764144341151,1.038204535352366,1.1369356452100896,1.2868189686978402,7.989712776580343,0.8608296898644644,1.2908457478397384
R1,train,attitude_1_-1,14,0.27986662884553276,1.0296069759710742,1.1280519126397455,1.3137337417562303,8.159396289367026,1.0113773479841752,1.3162071186826625
R1,train,attitude_1_-1,15,0.2996200790007909,1.01238559833258,1.141662593988473,1.3204478270761177,8.450205709550017,1.004531868333076,1.3212079952942293
R1,train,attitude_1_-1,16,0.32019907732804614,0.995637253986456,1.1385300856495058,1.3086801557943026,8.78187699245947,0.9666424997511918,1.3079016430889647
R1,train,attitude_1_-1,17,0.33962389876445137,0.9827910607764111,1.1336376275124291,1.3122000296829486,9.045767556795736,0.8983911596281221,1.3102372995997387
R1,train,attitude_1_-1,18,0.35954357832670214,0.9659408932500121,1.1339443072774065,1.322133315960349,9.225333328600925,0.942026853025911,1.3201546866309426
R1,train,attitude_1_-1,19,0.37995829780896506,0.9546560759602418,1.1371152514390088,1.3290750785573475,9.498926897060846,0.8964229442759444,1.3286692855277578
R1,train,attitude_1_-1,20,0.40021076301733655,0.9444266936601435,1.147728342030263,1.3103612102688136,9.850744136126778,0.9270426798037207,1.3115498024534673
R1,train,attitude_2_+1,0,0.0,0.999999775884416,1.0000007470519463,0.0,1.9999999156129418,0.0,0.0
R1,train,attitude_2_+1,1,0.019418666247899286,0.9998709467762842,1.0000068056432305,0.2604850519042734,2.082201196830088,0.635142849464822,0.26056204965055446
R1,train,attitude_2_+1,2,0.03983761618534719,0.9997219846182004,1.0002472144300554,0.5245109615039937,2.3500344378967517,0.8238930554396299,0.5244199004630118
R1,train,attitude_2_+1,3,0.05942251582940416,0.9998564539685266,1.0017929022594585,0.7866391991504614,2.878210680161926,1.065081573886614,0.7864086495417898
R1,train,attitude_2_+1,4,0.07967704907059665,1.0006828428314762,1.004297722612142,0.9630784306778726,3.4734596312064303,1.1723205079882772,0.9625758427736131
R1,train,attitude_2_+1,5,0.09976108148694035,1.002141050877973,1.0075614282139107,1.0976898254682708,4.121280641308082,1.1075020108577927,1.0969574131443778
R1,train,attitude_2_+1,6,0.11951449786623315,1.003467292198163,1.0101745113346456,1.191604560229826,4.880624725284446,1.0368690608261923,1.190740315656034
R1,train,attitude_2_+1,7,0.1400955148041248,1.005543162793825,1.0104377574994676,1.2296745682188646,5.604374164593802,1.0092544135739676,1.2286863351351145
R1,train,attitude_2_+1,8,0.15985106527805326,1.0063778812859754,1.0127903809591403,1.2256563256903121,6.13616742063643,0.9533918055285814,1.2246896083814838
R1,train,attitude_2_+1,9,0.17993723129232722,1.0078752722070532,1.0145529006159444,1.1952238331582445,6.576435016834459,0.9344354893607607,1.1945383755718477
R1,train,attitude_2_+1,10,0.20002128159006433,1.0084077334817478,1.017541758336166,1.166608700771081,7.003972937633329,0.9321880161905733,1.1663856273438737
R1,train,attitude_2_+1,11,0.21977459862828252,1.0100400046317222,1.0253849446621273,1.1889669219262073,7.382988808107064,0.9421936276753834,1.1892545064488875
R1,train,attitude_2_+1,12,0.23936379800240196,1.0120793070346146,1.0311666934360282,1.2348583190568392,7.682245302619819,0.8829922879178093,1.2354423880911545
R1,train,attitude_2_+1,13,0.2597764144341151,1.0141101303979172,1.0367410157665313,1.290122924906382,8.000619943916249,0.8630629765807101,1.2908457478397384
R1,train,attitude_2_+1,14,0.27986662884553276,1.0170777942544236,1.041796831752696,1.315367304324874,8.184700201513676,1.0167097016647957,1.3162071186826625
R1,train,attitude_2_+1,15,0.2996200790007909,1.019433585214348,1.0480641045275083,1.3200912092135166,8.453878144943683,1.0098077506115921,1.3212079952942293
R1,train,attitude_2_+1,16,0.32019907732804614,1.0229826422480288,1.0535957776623999,1.3067002574591207,8.749823941315729,0.9667000989526786,1.3079016430889647
R1,train,attitude_2_+1,17,0.33962389876445137,1.0253438493345635,1.0578230980991263,1.3090027737108123,9.003953290068374,0.8968331151480361,1.3102372995997387
R1,train,attitude_2_+1,18,0.35954357832670214,1.028580078365749,1.0650504969763073,1.3189251005881444,9.199161685026095,0.9410999154154904,1.3201546866309426
R1,train,attitude_2_+1,19,0.37995829780896506,1.0344895207288238,1.071253089993613,1.3273097351772662,9.478849776338203,0.89701079784499,1.3286692855277578
R1,train,attitude_2_+1,20,0.40021076301733655,1.0397396523967295,1.0777635356474513,1.310135549064672,9.815272901883075,0.928704192413838,1.3115498024534673
R1,train,attitude_2_-1,0,0.0,1.000000224115584,1.0000008441686992,0.0,2.000000007007136,0.0,0.0
R1,train,attitude_2_-1,1,0.019418666247899286,0.9998747940938074,1.000012804470359,0.26065448654567364,2.1302275368431944,0.6356918437954753,0.26056204965055446
R1,train,attitude_2_-1,2,0.03983761618534719,0.9997409970902327,1.000316488557032,0.5243471611853523,2.357088442532449,0.8242643938338319,0.5244199004630118
R1,train,attitude_2_-1,3,0.05942251582940416,0.9999021361950402,1.0019680261767,0.7862087811398883,2.8288457631397916,1.0658549634111352,0.7864086495417898
R1,train,attitude_2_-1,4,0.07967704907059665,1.000803977304562,1.0043812056671362,0.9621257649022187,3.3702900142691434,1.171698835316139,0.9625758427736131
R1,train,attitude_2_-1,5,0.09976108148694035,1.0021405279416107,1.0078166734523886,1.0963088292029877,4.02900967006277,1.106168544050475,1.0969574131443778
R1,train,attitude_2_-1,6,0.11951449786623315,1.0037565507117538,1.0101810032160585,1.1900064751972708,4.7383965502901875,1.0349109679824828,1.190740315656034
R1,train,attitude_2_-1,7,0.1400955148041248,1.0052188301913574,1.0107532300658526,1.22788815914238,5.450292575707906,1.0064105247775876,1.2286863351351145
R1,train,attitude_2_-1,8,0.15985106527805326,1.0065240793518577,1.011754085440331,1.2239787183504018,5.981337767483834,0.9518122972968756,1.2246896083814838
R1,train,attitude_2_-1,9,0.17993723129232722,1.007814648941614,1.0150396198999698,1.1941931455869346,6.446829163689215,0.9333843193148434,1.1945383755718477
R1,train,attitude_2_-1,10,0.20002128159006433,1.009229341212241,1.0184239968026176,1.1666014047217907,6.886826371355803,0.9313837325006135,1.1663856273438737
R1,train,attitude_2_-1,11,0.21977459862828252,1.0111651022153825,1.0262860237786635,1.1900604614529136,7.257214208988212,0.9403829935863466,1.1892545064488875
R1,train,attitude_2_-1,12,0.23936379800240196,1.0134872758377254,1.0316111968145705,1.2366134621280431,7.558797031194754,0.8795843615828809,1.2354423880911545
R1,train,attitude_2_-1,13,0.2597764144341151,1.016832723863454,1.0370912187778978,1.2922150902914007,7.859407697477345,0.8593660691340379,1.2908457478397384
R1,train,attitude_2_-1,14,0.27986662884553276,1.0191960600480354,1.0423753487798775,1.3177565223044443,8.015986787827861,1.0188708623937404,1.3162071186826625
R1,train,attitude_2_-1,15,0.2996200790007909,1.0214769590503476,1.0485283524889903,1.3231116629485904,8.289730604066241,1.011741331091523,1.3212079952942293
R1,train,attitude_2_-1,16,0.32019907732804614,1.0243216581565,1.0541854481751387,1.3100199846999903,8.607391866386509,0.9673235162973935,1.3079016430889647
R1,train,attitude_2_-1,17,0.33962389876445137,1.027263996952028,1.0583536020977218,1.3125238998486621,8.851834910566653,0.8972425072897597,1.3102372995997387
R1,train,attitude_2_-1,18,0.35954357832670214,1.0304633589696661,1.0649289366836123,1.3226108390147826,9.039137506235884,0.9421701509471325,1.3201546866309426
R1,train,attitude_2_-1,19,0.37995829780896506,1.0341797556393084,1.071033934834659,1.3314416406328686,9.329684064665795,0.8999330895962039,1.3286692855277578
R1,train,attitude_2_-1,20,0.40021076301733655,1.0409333293490564,1.0784405440032272,1.3145687556240289,9.680172262344481,0.9310410875065285,1.3115498024534673
R1,train,rate_0_+1,0,0.0,0.9999998292452658,1.000000170754734,0.0,1.428636563053906e-06,0.08726645441105103,0.0
R1,train,rate_0_+1,1,0.019418666247899286,0.9211702658634136,0.9584970714709308,0.2606565106109972,0.6751097911375042,0.6257354593087708,0.26056204965055446
R1,train,rate_0_+1,2,0.03983761618534719,0.7582215416317971,0.8364917039666154,0.5249296602604293,1.2258481225243247,0.8183020772649593,0.5244199004630118
R1,train,rate_0_+1,3,0.05942251582940416,0.5723402431513265,0.6867994381486225,0.7874556000470903,2.0076651371139085,1.0624575530984697,0.7864086495417898
R1,train,rate_0_+1,4,0.07967704907059665,0.3964206264547236,0.561409622165877,0.9640497764641217,2.736043050204843,1.1704118071566338,0.9625758427736131
R1,train,rate_0_+1,5,0.09976108148694035,0.3564330693522061,0.45478569597836743,1.0987547215979157,3.518536403721144,1.10667595001033,1.0969574131443778
R1,train,rate_0_+1,6,0.11951449786623315,0.4203872913740001,0.47308677858045783,1.1925439173407768,4.347676452576143,1.036117064330655,1.190740315656034
R1,train,rate_0_+1,7,0.1400955148041248,0.4544535865580507,0.5304886035729062,1.230263186069942,5.137931259747032,1.0049868752233082,1.2286863351351145
R1,train,rate_0_+1,8,0.15985106527805326,0.45794411214624525,0.531939651691078,1.2259498977420367,5.707002335603398,0.9503210152471082,1.2246896083814838
R1,train,rate_0_+1,9,0.17993723129232722,0.42432338009679393,0.5140023535125017,1.1955216309329777,6.190435387245139,0.9318365535327409,1.1945383755718477
R1,train,rate_0_+1,10,0.20002128159006433,0.34501405994481543,0.47963868042107427,1.167190338665623,6.647740815008235,0.9322103177271679,1.1663856273438737
R1,train,rate_0_+1,11,0.21977459862828252,0.29383665696039835,0.46269248113971273,1.1899488968540888,7.038328008261072,0.9443855333715983,1.1892545064488875
R1,train,rate_0_+1,12,0.23936379800240196,0.32447941577292216,0.5035739093937814,1.2359259146038946,7.350657238524828,0.883304241696719,1.2354423880911545
R1,train,rate_0_+1,13,0.2597764144341151,0.32480959139587384,0.5241899181965295,1.2911025650546142,7.665237634966506,0.8602148176782706,1.2908457478397384
R1,train,rate_0_+1,14,0.27986662884553276,0.3464227117969152,0.542607690315116,1.3163287106987953,7.839760587609808,1.016340372448763,1.3162071186826625
R1,train,rate_0_+1,15,0.2996200790007909,0.36941979931879104,0.49338307475659343,1.3213570940685053,8.11145122216584,1.010815433088601,1.3212079952942293
R1,train,rate_0_+1,16,0.32019907732804614,0.3731221034660991,0.4600189998792764,1.3083111650886168,8.42366155186676,0.9676284194367267,1.3079016430889647
R1,train,rate_0_+1,17,0.33962389876445137,0.35088221714094076,0.49825933904598985,1.310992506238325,8.675850545751915,0.8971115410159602,1.3102372995997387
R1,train,rate_0_+1,18,0.35954357832670214,0.35637758473575615,0.55566954382702,1.3211535664105074,8.870059327201105,0.9423241804825294,1.3201546866309426
R1,train,rate_0_+1,19,0.37995829780896506,0.34163507988674857,0.5577919483337156,1.329620499985933,9.163077120235576,0.8974105350447747,1.3286692855277578
R1,train,rate_0_+1,20,0.40021076301733655,0.34144358912449435,0.5163900425742779,1.3123596215761189,9.515013009493854,0.927236023965214,1.3115498024534673
R1,train,rate_0_-1,0,0.0,0.9999998292452658,1.0,0.0,1.428636563053906e-06,0.08726645279675792,0.0
R1,train,rate_0_-1,1,0.019418666247899286,0.9211794012416942,0.9584183876894032,0.2604699873813577,0.6625223073816308,0.6547968415154799,0.26056204965055446
R1,train,rate_0_-1,2,0.03983761618534719,0.7569551391454716,0.8373777588202077,0.5239174262009254,1.2845812760921422,0.8348294144635009,0.5244199004630118
R1,train,rate_0_-1,3,0.05942251582940416,0.5720653280292359,0.6895079796248621,0.785379625036358,2.0949119859821552,1.0703457052821752,0.7864086495417898
R1,train,rate_0_-1,4,0.07967704907059665,0.3932162004237108,0.5523055218836705,0.9611451102146482,2.848694275500233,1.1739871142333431,0.9625758427736131
R1,train,rate_0_-1,5,0.09976108148694035,0.35730319278909584,0.4547121689898132,1.0952222600618653,3.609831330776684,1.1069418543548737,1.0969574131443778
R1,train,rate_0_-1,6,0.11951449786623315,0.41878300795734136,0.4699608783828434,1.1890102290989595,4.421622914453919,1.0357780867992095,1.190740315656034
R1,train,rate_0_-1,7,0.1400955148041248,0.4557667544972101,0.5264820059514855,1.2271879194110138,5.183070319375624,1.0111692886209356,1.2286863351351145
R1,train,rate_0_-1,8,0.15985106527805326,0.4586033321420344,0.5309416158827858,1.223504670829778,5.741800543842734,0.9556069744260414,1.2246896083814838
R1,train,rate_0_-1,9,0.17993723129232722,0.4223479826096548,0.5287148845023516,1.1936241889613388,6.209778030327956,0.9366058192325358,1.1945383755718477
R1,train,rate_0_-1,10,0.20002128159006433,0.3381933794803694,0.47787143295494655,1.1656446309192166,6.658579532479411,0.931770152336989,1.1663856273438737
R1,train,rate_0_-1,11,0.21977459862828252,0.29051168875919875,0.46872679122996846,1.188612522074026,7.047370585614667,0.9384530418863472,1.1892545064488875
R1,train,rate_0_-1,12,0.23936379800240196,0.3265716521869498,0.5133685247456907,1.2350049769206843,7.357812038525408,0.8797322584840904,1.2354423880911545
R1,train,rate_0_-1,13,0.2597764144341151,0.32116332681790183,0.5169727345670591,1.2906332384143278,7.683498384483316,0.8627251389091252,1.2908457478397384
R1,train,rate_0_-1,14,0.27986662884553276,0.35288871333404936,0.5486885054572359,1.3161365674683336,7.860476814554623,1.0196998005917421,1.3162071186826625
R1,train,rate_0_-1,15,0.2996200790007909,0.3710127702343079,0.4960150882298249,1.3211326631109628,8.147614436132802,1.0109420603100503,1.3212079952942293
R1,train,rate_0_-1,16,0.32019907732804614,0.3720982580797298,0.46304159773155745,1.3076005244490236,8.464844997584747,0.9666103290554502,1.3079016430889647
R1,train,rate_0_-1,17,0.33962389876445137,0.35140805634496414,0.501452418424914,1.309615899854686,8.722753285692637,0.8972455047666249,1.3102372995997387
R1,train,rate_0_-1,18,0.35954357832670214,0.35450128902748856,0.5582184723154496,1.319316593787247,8.918041436535725,0.941269742446813,1.3201546866309426
R1,train,rate_0_-1,19,0.37995829780896506,0.3442394951260622,0.5593530606846958,1.3278923249173045,9.205879691449127,0.8997413140982846,1.3286692855277578
R1,train,rate_0_-1,20,0.40021076301733655,0.3423009593171723,0.5083053053666677,1.310919778862207,9.553621810307677,0.9325361899159401,1.3115498024534673
R1,train,rate_1_+1,0,0.0,0.9999999146226328,1.000000170754734,0.0,1.428636563053906e-06,0.0872664562271298,0.0
R1,train,rate_1_+1,1,0.019418666247899286,0.9134743073035385,0.9487952058217803,0.26047280349628105,0.6628006645610083,0.6339894998353757,0.26056204965055446
R1,train,rate_1_+1,2,0.03983761618534719,0.7499275573040082,0.8198007189798839,0.5243976659836664,1.2342611833100137,0.8167711334122688,0.5244199004630118
R1,train,rate_1_+1,3,0.05942251582940416,0.5711074580033,0.6915678238658087,0.786715546425559,2.020099128841142,1.0599329931867383,0.7864086495417898
R1,train,rate_1_+1,4,0.07967704907059665,0.4186022640711719,0.5923503671995182,0.9634376610227485,2.7509732158599656,1.1682447911844869,0.9625758427736131
R1,train,rate_1_+1,5,0.09976108148694035,0.3572829156644075,0.5136873366410802,1.0984613741890439,3.5161538359479394,1.1045908472450956,1.0969574131443778
R1,train,rate_1_+1,6,0.11951449786623315,0.3661834634968213,0.46698042279896723,1.1926932444487364,4.342960779170188,1.0349436984002567,1.190740315656034
R1,train,rate_1_+1,7,0.1400955148041248,0.3860461237565427,0.45359347788632276,1.2308426566873296,5.110930004286238,1.0074987590020228,1.2286863351351145
R1,train,rate_1_+1,8,0.15985106527805326,0.38580042903834516,0.4490767761096368,1.2266523114697245,5.675955664937294,0.9520144071858382,1.2246896083814838
R1,train,rate_1_+1,9,0.17993723129232722,0.3683489110031448,0.443782235292169,1.1962008560809532,6.152746994160301,0.9325647655945951,1.1945383755718477
R1,train,rate_1_+1,10,0.20002128159006433,0.3332385359967201,0.4379259370123352,1.1678641752772898,6.6107312375154095,0.9310879475103735,1.1663856273438737
R1,train,rate_1_+1,11,0.21977459862828252,0.30812817721199526,0.4275858029732839,1.1908623104309757,7.002665343682767,0.9422229231736263,1.1892545064488875
R1,train,rate_1_+1,12,0.23936379800240196,0.3148541421598049,0.4173613381911917,1.237193122029067,7.315906527695263,0.882923643543451,1.2354423880911545
