mode,pattern,interval,axis,true_amplitude,pred_amplitude,ratio
Mission,sustained,late1s,q,0.7448458762674143,0.7104707018153711,0.9538492786933255
Mission,sustained,late1s,r,0.2792579099766719,0.22451975924328252,0.8039871073375792
Mission,sustained,late500,p,0.867458708385656,0.7450107849723081,0.8588429371569467
Mission,sustained,late500,q,0.7687322268862443,0.7245637674095758,0.942543765004398
Mission,sustained,late500,r,0.289788754917684,0.2542113980485887,0.8772300295806812
Other_or_transition,ALL,early,p,0.7435024614832185,0.4216233937133557,0.567077334044404
Other_or_transition,ALL,early,q,0.6563394030906873,0.6384646019826377,0.9727659180236969
Other_or_transition,ALL,early,r,0.07638406565064171,0.07590239027168533,0.9936940332403956
Other_or_transition,ALL,late1s,p,0.7344553063283931,0.5207271179298278,0.7089976931788929
Other_or_transition,ALL,late1s,q,0.6540050975493423,0.6466822028489811,0.9888030005762933
Other_or_transition,ALL,late1s,r,0.20375284066584745,0.10520518008413278,0.516337243399066
Other_or_transition,ALL,late500,p,0.6709652312997433,0.4352497860473405,0.64869201225853
Other_or_transition,ALL,late500,q,0.6106098361080086,0.6130690764022396,1.0040275150330138
Other_or_transition,ALL,late500,r,0.16887792272011692,0.11639768658018457,0.6892415817613509
Other_or_transition,lower_change,early,p,0.9535184410720129,0.662675616343339,0.6949793394643865
Other_or_transition,lower_change,early,q,0.7356016149188012,0.7589558119755834,1.0317484309212128
Other_or_transition,lower_change,early,r,0.0887650935542104,0.06943620059625354,0.7822466897288587
Other_or_transition,lower_change,late1s,p,0.6947529165822394,0.570742079960954,0.8215036833075232
Other_or_transition,lower_change,late1s,q,0.6736529904471623,0.6958719201660104,1.0329827522981816
Other_or_transition,lower_change,late1s,r,0.23735398977252864,0.16585560230237073,0.6987689672346382
Other_or_transition,lower_change,late500,p,0.6481901162061601,0.5391464581918075,0.8317721062262068
Other_or_transition,lower_change,late500,q,0.8227206529352418,0.7353563891121584,0.893810537621255
Other_or_transition,lower_change,late500,r,0.33377160318412286,0.21121230235492572,0.6328048891517349
Other_or_transition,multi_high,early,p,0.47295347646114144,0.2222083148897689,0.4698312327724815
Other_or_transition,multi_high,early,q,0.7722078924628297,0.788720145222315,1.0213831701548948
Other_or_transition,multi_high,early,r,0.0720984360132422,0.05830952587870116,0.8087488315001944
Other_or_transition,multi_high,late1s,p,0.9065431580667068,0.7545862867437058,0.8323776756011659
Other_or_transition,multi_high,late1s,q,0.659197356320204,0.6917624322035417,1.049401102069225
Other_or_transition,multi_high,late1s,r,0.134286391490614,0.08122670963093538,0.6048767021683858
Other_or_transition,multi_high,late500,p,0.9603451163656568,0.6055184923802708,0.6305217593772989
Other_or_transition,multi_high,late500,q,0.6331176664554294,0.6935744768442585,1.0954906387738355
Other_or_transition,multi_high,late500,r,0.060827503747329835,0.09714465381605776,1.5970514624368775
Other_or_transition,sustained,early,p,0.6946465844773617,0.40939528546260046,0.589357659867602
Other_or_transition,sustained,early,q,0.6990101519050563,0.6764134497303148,0.9676732846967139
Other_or_transition,sustained,early,r,0.07852155600513758,0.07314841034092315,0.9315710750324042
Other_or_transition,sustained,late1s,p,0.82249543855464,0.6219686121965075,0.7561970353166753
Other_or_transition,sustained,late1s,q,0.6600866667060177,0.6369598771578985,0.9649640104631606
Other_or_transition,sustained,late1s,r,0.20458465829396158,0.09503764771089056,0.4645394649990509
Other_or_transition,sustained,late500,p,0.7898123767259869,0.5240730665064145,0.6635412180787253
Other_or_transition,sustained,late500,q,0.5383351130548104,0.5809480723386833,1.0791569382165385
Other_or_transition,sustained,late500,r,0.07785612702958038,0.08248645378822282,1.0594728627701095
Stabilized,ALL,early,p,0.7969325507856525,0.63257605123185,0.7937636009574809
Stabilized,ALL,early,q,0.737046833923047,0.6994629896117677,0.9490075222069221
Stabilized,ALL,early,r,0.13861281622054422,0.09224098992491725,0.6654578735212648
Stabilized,ALL,late1s,p,0.8447380862455783,0.7041658336869588,0.8335907249270716
Stabilized,ALL,late1s,q,0.7863461424654398,0.7433113085653741,0.9452724041283675
Stabilized,ALL,late1s,r,0.28416592192439255,0.2294281078219926,0.8073737563895367
Stabilized,ALL,late500,p,0.862703537835633,0.7266262964812626,0.8422665082656743
Stabilized,ALL,late500,q,0.8001205844583392,0.7471879184421581,0.9338441391905757
Stabilized,ALL,late500,r,0.27700831128223097,0.24126088774125276,0.8709518014982706
Stabilized,lower_change,early,p,0.8347156401784009,0.6603989826834219,0.7911664175146845
Stabilized,lower_change,early,q,0.7782123521225609,0.741293141992271,0.9525589512559222
Stabilized,lower_change,early,r,0.13332721143280662,0.08326476326317532,0.6245143985865073
Stabilized,lower_change,late1s,p,0.8454821620682788,0.7069223094840016,0.8361173555154349
Stabilized,lower_change,late1s,q,0.790314854032096,0.7489318102475938,0.9476372694080458
Stabilized,lower_change,late1s,r,0.2598131296681003,0.20338121728946676,0.7827980731738894
Stabilized,lower_change,late500,p,0.8493136858624699,0.7276280397396285,0.8567247318059278
Stabilized,lower_change,late500,q,0.7783617331915694,0.7449282401885641,0.9570463300322901
Stabilized,lower_change,late500,r,0.2318051060180157,0.2057912846501528,0.8877771856939116
Stabilized,mixed_change,early,p,0.7544534417930545,0.6373623049551148,0.8448000494773306
Stabilized,mixed_change,early,q,0.6975227793624459,0.6321268544910825,0.9062454635085366
Stabilized,mixed_change,early,r,0.13930669634790163,0.09778796313261011,0.7019616837972849
Stabilized,mixed_change,late1s,p,0.8012696777914936,0.6434113009349786,0.8029897034271738
Stabilized,mixed_change,late1s,q,0.8054958673844901,0.7287172996825507,0.9046816118979659
Stabilized,mixed_change,late1s,r,0.31715503657342575,0.2503617252956694,0.7893985477910177
Stabilized,mixed_change,late500,p,0.8290848179978338,0.6730837386482621,0.8118394210542891
Stabilized,mixed_change,late500,q,0.8388083890233903,0.7183961448092626,0.8564484502183848
Stabilized,mixed_change,late500,r,0.32279782556902115,0.2802701951783269,0.8682530456463657
Stabilized,multi_high,early,p,0.8113468845839384,0.6666231406834061,0.8216253163099934
Stabilized,multi_high,early,q,0.7184799603665514,0.6613980239319607,0.920551804387879
Stabilized,multi_high,early,r,0.15718018364769812,0.10146599663081068,0.6455393693790015
Stabilized,multi_high,late1s,p,0.9285049797067032,0.7714484620737482,0.83085010736015
Stabilized,multi_high,late1s,q,0.8233720679641677,0.7590919230159932,0.9219306223162139
Stabilized,multi_high,late1s,r,0.34040128991766455,0.2781564861404298,0.8171428674894553
Stabilized,multi_high,late500,p,0.9369901100518714,0.7888562923875014,0.8419046091573268
Stabilized,multi_high,late500,q,0.860817665833138,0.7739689616044957,0.8991090591239362
Stabilized,multi_high,late500,r,0.3468143531033683,0.2963428904776078,0.8544712403793813
Stabilized,reversing,early,p,0.6549930718627603,0.46606562771318893,0.7115581030311156
Stabilized,reversing,early,q,0.6599460438998695,0.6222884386904602,0.9429383575255996
Stabilized,reversing,early,r,0.1266489455390605,0.08194693880158307,0.6470400401107909
Stabilized,reversing,late1s,p,0.859337460575945,0.6127491216154051,0.7130483072444305
Stabilized,reversing,late1s,q,0.7979328028559589,0.7955615003783749,0.9970281927637307
Stabilized,reversing,late1s,r,0.35563480744371695,0.26624077945635355,0.7486353244500372
Stabilized,reversing,late500,p,0.8558961295796047,0.5938856720186845,0.6938758705573147
Stabilized,reversing,late500,q,0.9315852483498225,0.7803168853937755,0.8376226295725502
Stabilized,reversing,late500,r,0.30066855363049416,0.2756564233070464,0.9168116185699077
Stabilized,sustained,early,p,0.7849561005339893,0.623303579942608,0.7940617055126873
Stabilized,sustained,early,q,0.7104188074565606,0.6719805204547115,0.9458934833954272
Stabilized,sustained,early,r,0.1435718870511441,0.0986469282709555,0.6870908385832866
Stabilized,sustained,late1s,p,0.8557872304813673,0.7161191893563631,0.8367958341158666
Stabilized,sustained,late1s,q,0.7609213265545601,0.7203500505130203,0.9466813787106665
Stabilized,sustained,late1s,r,0.2997469880218714,0.24610873447626644,0.8210549040056037
Stabilized,sustained,late500,p,0.8745246279013811,0.7438407865668006,0.8505658535332666
Stabilized,sustained,late500,q,0.7714055726871974,0.7269419156906224,0.9423602076898595
Stabilized,sustained,late500,r,0.29852019330071966,0.2638811150194643,0.8839640364082136
