seed,mode,pattern,step,elapsed_median_s,elapsed_p05_s,elapsed_p95_s,metric,value
17,ALL_original,ALL,8,0.15959800000000002,0.15744399999999997,0.16789549999999995,roll_deg,1.3045950655200755
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,position_m,0.06328857573399704
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,velocity_m_s,0.18573959042777372
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,attitude_deg,2.0019268186568073
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,body_rate_rad_s,0.5611328671301362
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,p_rad_s,0.49655039256157674
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,q_rad_s,0.21570060838392122
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,r_rad_s,0.14469474202662708
17,ALL_original,ALL,9,0.179566,0.17715104999999998,0.18784569999999998,roll_deg,1.395218825154899
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,position_m,0.07037190053473638
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,velocity_m_s,0.19133724995639803
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,attitude_deg,2.1539249500527444
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,body_rate_rad_s,0.5642465257049664
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,p_rad_s,0.4988074968435309
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,q_rad_s,0.21699200547669906
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,r_rad_s,0.14567064826532436
17,ALL_original,ALL,10,0.199567,0.19703705,0.20708195,roll_deg,1.4878671112182253
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,position_m,0.07770155003398903
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,velocity_m_s,0.19736139186480517
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,attitude_deg,2.282988430399964
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,body_rate_rad_s,0.5610298135989245
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,p_rad_s,0.4949113406682618
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,q_rad_s,0.21882620173691952
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,r_rad_s,0.14522014946468892
17,ALL_original,ALL,11,0.21950599999999998,0.21668815,0.226945,roll_deg,1.5725531511333943
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,position_m,0.08530393685415358
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,velocity_m_s,0.2079615421134925
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,attitude_deg,2.4106162229926387
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,body_rate_rad_s,0.5747331164642338
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,p_rad_s,0.5057027514639435
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,q_rad_s,0.2302312395186508
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,r_rad_s,0.14129460658868534
17,ALL_original,ALL,12,0.23947000000000002,0.23632904999999998,0.24926059999999997,roll_deg,1.6616672493675617
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,position_m,0.09268206942034994
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,velocity_m_s,0.22014097446346853
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,attitude_deg,2.5318639215970182
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,body_rate_rad_s,0.5625222739286946
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,p_rad_s,0.49122718730760784
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,q_rad_s,0.23288407327104702
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,r_rad_s,0.13894575884427862
17,ALL_original,ALL,13,0.259434,0.25610404999999997,0.26642879999999997,roll_deg,1.7470403359935178
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,position_m,0.1003459135142773
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,velocity_m_s,0.2328641600897038
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,attitude_deg,2.6645180956540515
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,body_rate_rad_s,0.5849007238354886
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,p_rad_s,0.5203028473417868
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,q_rad_s,0.224909238632996
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,r_rad_s,0.14061387118979884
17,ALL_original,ALL,14,0.279411,0.27588205,0.28594395,roll_deg,1.8321858780906912
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,position_m,0.10815637696211915
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,velocity_m_s,0.24266526366810695
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,attitude_deg,2.8207270369048896
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,body_rate_rad_s,0.5772461299038006
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,p_rad_s,0.5112978513682894
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,q_rad_s,0.222982787369539
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,r_rad_s,0.1434153943416762
17,ALL_original,ALL,15,0.29938200000000004,0.2954734,0.30921455,roll_deg,1.941534485254085
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,position_m,0.11624420403610036
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,velocity_m_s,0.25040039251756263
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,attitude_deg,2.979681951442315
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,body_rate_rad_s,0.5946578033632
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,p_rad_s,0.5292052367577822
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,q_rad_s,0.2276101786959207
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,r_rad_s,0.14400194373373584
17,ALL_original,ALL,16,0.31934049999999997,0.3152033,0.32913194999999995,roll_deg,2.068201817997043
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,position_m,0.12432424353726429
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,velocity_m_s,0.2593901036221203
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,attitude_deg,3.120882132226298
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,body_rate_rad_s,0.5662118271869743
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,p_rad_s,0.4944100942198238
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,q_rad_s,0.2321653281942999
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,r_rad_s,0.14564240090391747
17,ALL_original,ALL,17,0.33930099999999996,0.3350429999999999,0.3452249,roll_deg,2.171353152294319
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,position_m,0.1319596147292082
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,velocity_m_s,0.2704304179154941
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,attitude_deg,3.2408858962961724
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,body_rate_rad_s,0.5742909030909402
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,p_rad_s,0.5028544753551529
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,q_rad_s,0.23433309956595888
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,r_rad_s,0.14348152033860628
17,ALL_original,ALL,18,0.359274,0.35472705,0.3653485,roll_deg,2.2450434034348863
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,position_m,0.1401361674258082
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,velocity_m_s,0.2840009217693405
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,attitude_deg,3.3571140958002834
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,body_rate_rad_s,0.5620922156518597
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,p_rad_s,0.4924434600059609
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,q_rad_s,0.22895904048216567
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,r_rad_s,0.14212736351911207
17,ALL_original,ALL,19,0.37923049999999997,0.3744032,0.38910999999999996,roll_deg,2.3194051150481445
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,position_m,0.14817161873911727
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,velocity_m_s,0.2952467246621554
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,attitude_deg,3.465078736157689
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,body_rate_rad_s,0.565707105395916
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,p_rad_s,0.4981279610044408
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,q_rad_s,0.2282563368327875
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,r_rad_s,0.13763776506949937
17,ALL_original,ALL,20,0.39919599999999994,0.39418605000000007,0.40882065000000006,roll_deg,2.3957268664798224
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,position_m,0.1563504327143359
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,velocity_m_s,0.30661482598694234
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,attitude_deg,3.5878845319051282
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,body_rate_rad_s,0.55784798366853
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,p_rad_s,0.4878720052540153
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,q_rad_s,0.2295387671926896
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,r_rad_s,0.13945269352168904
17,ALL_original,ALL,21,0.4191645,0.41391105,0.42413675000000006,roll_deg,2.487544962515881
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,position_m,0.1649532052591063
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,velocity_m_s,0.317150267258028
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,attitude_deg,3.7069060143229065
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,body_rate_rad_s,0.5997414730942675
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,p_rad_s,0.5288782817158841
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,q_rad_s,0.23946418006524758
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,r_rad_s,0.1460342202567551
17,ALL_original,ALL,22,0.439145,0.4335862,0.44900795,roll_deg,2.587157841085908
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,position_m,0.17366315243571023
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,velocity_m_s,0.3291532708554142
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,attitude_deg,3.827040902062175
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,body_rate_rad_s,0.5795177104334149
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,p_rad_s,0.5059851593568644
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,q_rad_s,0.23711699051131732
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,r_rad_s,0.14852994507206474
17,ALL_original,ALL,23,0.4590989999999999,0.453314,0.46890295,roll_deg,2.6859899798012243
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,position_m,0.18284964256399688
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,velocity_m_s,0.34039591737364977
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,attitude_deg,3.937960729890286
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,body_rate_rad_s,0.58178461188981
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,p_rad_s,0.5090617000397271
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,q_rad_s,0.23523939207893324
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,r_rad_s,0.15106615933201328
17,ALL_original,ALL,24,0.479068,0.47306404999999996,0.48397775000000004,roll_deg,2.7835037520174857
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,position_m,0.191817561749146
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,velocity_m_s,0.351209718046929
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,attitude_deg,4.033739771723626
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,body_rate_rad_s,0.598711184001917
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,p_rad_s,0.5234362960146132
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,q_rad_s,0.24350756552482722
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,r_rad_s,0.15348245796622756
17,ALL_original,ALL,25,0.4990945,0.4927660499999999,0.50888,roll_deg,2.867455257834056
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,position_m,0.20111241440462962
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,velocity_m_s,0.36059496860070905
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,attitude_deg,4.143568660724327
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,body_rate_rad_s,0.5996268503420306
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,p_rad_s,0.5263458210813801
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,q_rad_s,0.24049818454728947
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,r_rad_s,0.15289727146029441
17,ALL_original,ALL,26,0.5190495,0.5124760999999999,0.528866,roll_deg,2.9597978902172533
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,position_m,0.210369635790147
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,velocity_m_s,0.36870439944344957
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,attitude_deg,4.262680947866917
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,body_rate_rad_s,0.5928473556462747
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,p_rad_s,0.5180008708314725
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,q_rad_s,0.240207990834182
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,r_rad_s,0.15398355850106263
17,ALL_original,ALL,27,0.5389805,0.53223,0.5487809000000001,roll_deg,3.0603139099791568
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,position_m,0.21952040881302157
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,velocity_m_s,0.37725627642336834
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,attitude_deg,4.386598347075079
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,body_rate_rad_s,0.5893262756572913
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,p_rad_s,0.5162800788049475
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,q_rad_s,0.2348127138511664
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,r_rad_s,0.15581529574717304
17,ALL_original,ALL,28,0.5590725000000001,0.55194805,0.5685948,roll_deg,3.1720405382347785
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,position_m,0.22907211181724346
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,velocity_m_s,0.3866295048896601
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,attitude_deg,4.506833802746165
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,body_rate_rad_s,0.5716902099217096
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,p_rad_s,0.49447810239171613
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,q_rad_s,0.23614400642893396
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,r_rad_s,0.15614022699834304
17,ALL_original,ALL,29,0.581194,0.57165005,0.58874895,roll_deg,3.2791755855174465
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,position_m,0.23906649977052627
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,velocity_m_s,0.39679105841368306
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,attitude_deg,4.622932290504686
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,body_rate_rad_s,0.588761995426294
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,p_rad_s,0.5148527938255719
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,q_rad_s,0.23552468135404436
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,r_rad_s,0.1583150421626491
17,ALL_original,ALL,30,0.5996504999999999,0.59136905,0.60875885,roll_deg,3.3854157961571367
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,position_m,0.24915822443804708
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,velocity_m_s,0.40692519684535466
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,attitude_deg,4.707948222800093
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,body_rate_rad_s,0.5916284119881996
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,p_rad_s,0.5145064965957665
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,q_rad_s,0.24306142947423287
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,r_rad_s,0.15761027497186253
17,ALL_original,ALL,31,0.620587,0.61117065,0.6286660000000001,roll_deg,3.4583426870069354
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,position_m,0.25896853923671204
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,velocity_m_s,0.41697220705277027
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,attitude_deg,4.797467054260831
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,body_rate_rad_s,0.6021465574798156
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,p_rad_s,0.5259154915195527
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,q_rad_s,0.24570947729260945
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,r_rad_s,0.15672829218094433
17,ALL_original,ALL,32,0.6405420000000001,0.6383652,0.6486289500000001,roll_deg,3.5368555112117797
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,position_m,0.2689306100164203
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,velocity_m_s,0.42862227500488215
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,attitude_deg,4.8923513976794375
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,body_rate_rad_s,0.5892781696646034
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,p_rad_s,0.509278339629812
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,q_rad_s,0.24797887424056175
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,r_rad_s,0.15871058738306565
17,ALL_original,ALL,33,0.6602054999999998,0.6505350500000001,0.6686848499999998,roll_deg,3.616555445972692
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,position_m,0.2791235524943323
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,velocity_m_s,0.4398660720241303
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,attitude_deg,4.9814606941310124
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,body_rate_rad_s,0.5862612441438549
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,p_rad_s,0.5026807616535984
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,q_rad_s,0.25427203469099696
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,r_rad_s,0.1573535440013144
17,ALL_original,ALL,34,0.6799499999999998,0.6783012499999999,0.6886289,roll_deg,3.689181180936166
17,ALL_original,ALL,35,0.6996994999999999,0.6984320499999999,0.7085309,position_m,0.28932839152588674
