mode,pattern,flight_id,cohort,n_origins
ALL_original,lower_change,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,111
ALL_original,lower_change,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,75
ALL_original,lower_change,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,130
ALL_original,lower_change,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,124
ALL_original,lower_change,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,43
ALL_original,lower_change,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,54
ALL_original,lower_change,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,57
ALL_original,lower_change,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,32
ALL_original,lower_change,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,62
ALL_original,lower_change,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,42
ALL_original,lower_change,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,48
ALL_original,lower_change,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,36
ALL_original,sustained,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,40
ALL_original,sustained,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,52
ALL_original,sustained,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,67
ALL_original,sustained,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,66
ALL_original,sustained,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,35
ALL_original,sustained,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,39
ALL_original,sustained,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,57
ALL_original,sustained,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,67
ALL_original,sustained,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,34
ALL_original,sustained,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,62
ALL_original,sustained,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,76
ALL_original,sustained,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,76
ALL_original,sustained,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,94
ALL_original,sustained,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,71
ALL_original,sustained,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,77
ALL_original,sustained,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,85
ALL_original,sustained,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,67
ALL_original,reversing,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,2
ALL_original,reversing,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,2
ALL_original,reversing,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,2
ALL_original,reversing,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,2
ALL_original,reversing,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1
ALL_original,reversing,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1
ALL_original,reversing,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1
ALL_original,reversing,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,6
ALL_original,reversing,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,6
ALL_original,reversing,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,2
ALL_original,reversing,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,5
ALL_original,reversing,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,2
ALL_original,reversing,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,2
ALL_original,mixed_change,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,15
ALL_original,mixed_change,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,15
ALL_original,mixed_change,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,13
ALL_original,mixed_change,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,10
ALL_original,mixed_change,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,5
ALL_original,mixed_change,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,5
ALL_original,mixed_change,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,7
ALL_original,mixed_change,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,4
ALL_original,mixed_change,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,5
ALL_original,mixed_change,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,19
ALL_original,mixed_change,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,9
ALL_original,mixed_change,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,9
ALL_original,mixed_change,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,22
ALL_original,mixed_change,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,3
ALL_original,mixed_change,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,12
ALL_original,mixed_change,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,13
ALL_original,mixed_change,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,9
ALL_original,multi_high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,27
ALL_original,multi_high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,19
ALL_original,multi_high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,32
ALL_original,multi_high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,21
ALL_original,multi_high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,13
ALL_original,multi_high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,14
ALL_original,multi_high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,24
ALL_original,multi_high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,20
ALL_original,multi_high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,10
ALL_original,multi_high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,42
ALL_original,multi_high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37
ALL_original,multi_high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,30
ALL_original,multi_high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,64
ALL_original,multi_high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,28
ALL_original,multi_high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,31
ALL_original,multi_high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,41
ALL_original,multi_high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,38
Stabilized,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168
Stabilized,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182
Stabilized,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,71
Stabilized,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,80
Stabilized,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150
Stabilized,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155
Stabilized,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,61
Stabilized,ALL,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124
Stabilized,ALL,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164
Stabilized,ALL,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30
Stabilized,ALL,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,37
Stabilized,ALL,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29
Stabilized,ALL,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,45
Stabilized,ALL,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42
Stabilized,ALL,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,33
Stabilized,ALL,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,40
Stabilized,ALL,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,34
Stabilized,lower_change,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,111
Stabilized,lower_change,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,113
Stabilized,lower_change,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,38
Stabilized,lower_change,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,45
Stabilized,lower_change,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,109
Stabilized,lower_change,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,111
Stabilized,lower_change,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,32
Stabilized,lower_change,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,76
Stabilized,lower_change,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,124
Stabilized,lower_change,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,11
Stabilized,lower_change,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,15
Stabilized,lower_change,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,8
Stabilized,lower_change,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,11
Stabilized,lower_change,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,11
Stabilized,lower_change,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,14
Stabilized,lower_change,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,15
Stabilized,lower_change,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,8
Stabilized,sustained,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,40
Stabilized,sustained,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,52
Stabilized,sustained,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,22
Stabilized,sustained,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,26
Stabilized,sustained,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,35
Stabilized,sustained,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,39
Stabilized,sustained,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,24
Stabilized,sustained,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,44
Stabilized,sustained,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,34
Stabilized,sustained,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,12
Stabilized,sustained,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,16
Stabilized,sustained,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,13
Stabilized,sustained,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,24
Stabilized,sustained,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,28
Stabilized,sustained,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,12
Stabilized,sustained,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,21
Stabilized,sustained,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,20
Stabilized,reversing,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,2
Stabilized,reversing,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,2
Stabilized,reversing,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1
Stabilized,reversing,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,2
Stabilized,reversing,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1
Stabilized,reversing,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1
Stabilized,reversing,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1
Stabilized,reversing,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1
Stabilized,reversing,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,4
Stabilized,reversing,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,2
Stabilized,reversing,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,2
Stabilized,reversing,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,2
Stabilized,reversing,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,2
Stabilized,mixed_change,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,15
Stabilized,mixed_change,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,15
Stabilized,mixed_change,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,10
Stabilized,mixed_change,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,7
Stabilized,mixed_change,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,5
Stabilized,mixed_change,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,5
Stabilized,mixed_change,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,4
Stabilized,mixed_change,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,4
Stabilized,mixed_change,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,5
Stabilized,mixed_change,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,6
Stabilized,mixed_change,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,2
Stabilized,mixed_change,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,6
Stabilized,mixed_change,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,8
Stabilized,mixed_change,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1
Stabilized,mixed_change,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,7
Stabilized,mixed_change,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,4
Stabilized,mixed_change,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,4
Stabilized,multi_high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,27
Stabilized,multi_high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,19
Stabilized,multi_high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,19
Stabilized,multi_high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,12
Stabilized,multi_high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,13
Stabilized,multi_high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,14
Stabilized,multi_high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,16
Stabilized,multi_high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,16
Stabilized,multi_high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,10
Stabilized,multi_high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,10
Stabilized,multi_high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,11
Stabilized,multi_high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,9
Stabilized,multi_high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,24
Stabilized,multi_high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,18
Stabilized,multi_high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,12
Stabilized,multi_high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,15
Stabilized,multi_high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,16
Mission,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,79
Mission,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,79
Mission,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,79
Mission,ALL,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,77
Mission,ALL,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,100
Mission,ALL,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,108
Mission,ALL,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,115
Mission,ALL,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,108
Mission,ALL,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,96
Mission,ALL,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,98
Mission,ALL,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,106
Mission,ALL,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,80
Mission,lower_change,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,34
Mission,lower_change,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,38
Mission,lower_change,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,43
Mission,lower_change,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,54
Mission,lower_change,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,32
Mission,lower_change,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,39
Mission,lower_change,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,49
Mission,lower_change,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,21
Mission,lower_change,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,51
Mission,lower_change,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,28
Mission,lower_change,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33
Mission,lower_change,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,28
Mission,sustained,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,41
Mission,sustained,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,38
Mission,sustained,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,33
Mission,sustained,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,23
Mission,sustained,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,50
Mission,sustained,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,60
Mission,sustained,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,63
Mission,sustained,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,70
Mission,sustained,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,43
Mission,sustained,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,65
Mission,sustained,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,64
Mission,sustained,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,47
Mission,reversing,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1
Mission,reversing,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,5
Mission,reversing,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,2
Mission,reversing,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,3
Mission,mixed_change,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,3
Mission,mixed_change,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,3
Mission,mixed_change,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,3
Mission,mixed_change,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,13
Mission,mixed_change,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,7
Mission,mixed_change,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,3
Mission,mixed_change,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,14
Mission,mixed_change,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,2
Mission,mixed_change,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,5
Mission,mixed_change,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,9
Mission,mixed_change,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,5
Mission,multi_high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,12
Mission,multi_high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,8
Mission,multi_high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,8
Mission,multi_high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,4
Mission,multi_high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,32
Mission,multi_high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,26
Mission,multi_high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,21
Mission,multi_high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,40
Mission,multi_high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,10
Mission,multi_high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,19
Mission,multi_high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,26
Mission,multi_high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,22
Other_or_transition,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,10
Other_or_transition,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,2
Other_or_transition,lower_change,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,6
Other_or_transition,sustained,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,4
Other_or_transition,sustained,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,2
Other_or_transition,multi_high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1
Other_or_transition,multi_high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1
