experiment,start_step,end_step,elapsed_s,signal,norm_median,variation_median,truth_variation_median,variation_ratio_median
A3_dynamic_delta,20,30,0.5987919999999999,angular_velocity_b,0.36390426754951477,0.2540205121040344,0.6327497852936758,0.39786195354413334
A3_dynamic_delta,20,30,0.5987919999999999,gru_hidden,2.014683246612549,0.867376446723938,,
A3_dynamic_delta,30,40,0.798395,angular_acceleration_b,4.268276214599609,4.22657585144043,28.423622029235652,0.15465781309485244
A3_dynamic_delta,30,40,0.798395,angular_velocity_b,0.30636996030807495,0.1891278326511383,0.6375359986779339,0.29607489858066294
A3_dynamic_delta,30,40,0.798395,gru_hidden,1.927286148071289,0.7423192262649536,,
A3_dynamic_delta,40,50,0.997981,angular_acceleration_b,3.292409896850586,3.2958011627197266,28.47340969569772,0.11410113227762786
A3_dynamic_delta,40,50,0.997981,angular_velocity_b,0.2630434036254883,0.14558948576450348,0.6408600990206579,0.22766896261251035
A3_dynamic_delta,40,50,0.997981,gru_hidden,1.8525516986846924,0.6791887879371643,,
A3_dynamic_delta,50,60,1.1975915,angular_acceleration_b,2.5830459594726562,2.5483813285827637,28.404138131417934,0.08934901124958614
A3_dynamic_delta,50,60,1.1975915,angular_velocity_b,0.22649642825126648,0.11217855662107468,0.639985296224117,0.17403553025991586
A3_dynamic_delta,50,60,1.1975915,gru_hidden,1.7997658252716064,0.6337928771972656,,
A3_dynamic_delta,60,70,1.3972149999999999,angular_acceleration_b,2.0921854972839355,2.0982561111450195,28.388951674900667,0.07510897309952552
A3_dynamic_delta,60,70,1.3972149999999999,angular_velocity_b,0.2035282850265503,0.09399779140949249,0.6412688158704121,0.14772032137169983
A3_dynamic_delta,60,70,1.3972149999999999,gru_hidden,1.7636566162109375,0.6197383999824524,,
A3_dynamic_delta,70,80,1.596826,angular_acceleration_b,1.7953104972839355,1.759213924407959,27.993781432430026,0.0663579135031887
A3_dynamic_delta,70,80,1.596826,angular_velocity_b,0.1868944764137268,0.08262434601783752,0.6308368779423108,0.12657368887208664
A3_dynamic_delta,70,80,1.596826,gru_hidden,1.7438489198684692,0.6057352423667908,,
A3_dynamic_delta,80,90,1.7964095000000002,angular_acceleration_b,1.6954267024993896,1.676673412322998,28.41948163800849,0.05918635225731754
A3_dynamic_delta,80,90,1.7964095000000002,angular_velocity_b,0.1706187129020691,0.07413406670093536,0.6357668155932259,0.1167221229724313
A3_dynamic_delta,80,90,1.7964095000000002,gru_hidden,1.7137272357940674,0.6002058982849121,,
A3_dynamic_delta,90,100,1.996114,angular_acceleration_b,1.627256989479065,1.5921428203582764,28.43998135763167,0.05596599388689223
A3_dynamic_delta,90,100,1.996114,angular_velocity_b,0.15893545746803284,0.070426806807518,0.6443639587793807,0.11429645791190807
A3_dynamic_delta,90,100,1.996114,gru_hidden,1.711465835571289,0.6010493040084839,,
A3_dynamic_delta,100,110,2.198139500000001,angular_acceleration_b,1.5802996158599854,1.5738136768341064,28.42363754783537,0.05546322090578912
A3_dynamic_delta,100,110,2.198139500000001,angular_velocity_b,0.15230026841163635,0.06839921325445175,0.6420470850541519,0.1063321372975396
A3_dynamic_delta,100,110,2.198139500000001,gru_hidden,1.6959092617034912,0.59557044506073,,
A3_dynamic_delta,110,120,2.3954715,angular_acceleration_b,1.5709559917449951,1.5442500114440918,28.334747378670706,0.054597176317671484
A3_dynamic_delta,110,120,2.3954715,angular_velocity_b,0.14544230699539185,0.06784975528717041,0.641465769171423,0.10901496701689528
A3_dynamic_delta,110,120,2.3954715,gru_hidden,1.6860530376434326,0.595839262008667,,
A3_dynamic_delta,120,130,2.60236,angular_acceleration_b,1.5538840293884277,1.5220228433609009,27.95483011227267,0.055175608557598524
A3_dynamic_delta,120,130,2.60236,angular_velocity_b,0.1426430344581604,0.06727774441242218,0.6303724730081302,0.1085049891842155
A3_dynamic_delta,120,130,2.60236,gru_hidden,1.6718590259552002,0.5965183973312378,,
A3_dynamic_delta,130,140,2.799681,angular_acceleration_b,1.5380160808563232,1.5053908824920654,28.351307576005283,0.05485507380551162
A3_dynamic_delta,130,140,2.799681,angular_velocity_b,0.14140623807907104,0.06663359701633453,0.6349170937442126,0.10628939190889021
A3_dynamic_delta,130,140,2.799681,gru_hidden,1.670792818069458,0.5951916575431824,,
A3_dynamic_delta,140,150,3.0037700000000003,angular_acceleration_b,1.5249518156051636,1.4852778911590576,28.2879501373258,0.05177415516213631
A3_dynamic_delta,140,150,3.0037700000000003,angular_velocity_b,0.13609343767166138,0.0670962929725647,0.6466287162767559,0.10587189700228271
A3_dynamic_delta,140,150,3.0037700000000003,gru_hidden,1.665040135383606,0.5943433046340942,,
A3_dynamic_delta,150,160,3.2033965,angular_acceleration_b,1.5260236263275146,1.475984811782837,28.25632621887349,0.0529571974118217
A3_dynamic_delta,150,160,3.2033965,angular_velocity_b,0.13799411058425903,0.06631744652986526,0.639985296224117,0.10346414245621097
A3_dynamic_delta,150,160,3.2033965,gru_hidden,1.662647008895874,0.5948863625526428,,
A3_dynamic_delta,160,170,3.4029420000000004,angular_acceleration_b,1.5447063446044922,1.515289306640625,28.334747378670706,0.05287806864505423
A3_dynamic_delta,160,170,3.4029420000000004,angular_velocity_b,0.13725528120994568,0.06544633209705353,0.641465769171423,0.10177913179017753
A3_dynamic_delta,160,170,3.4029420000000004,gru_hidden,1.6637122631072998,0.5925341844558716,,
A3_dynamic_delta,170,180,3.602533,angular_acceleration_b,1.5369091033935547,1.4783589839935303,27.88200789360553,0.05267077196830511
A3_dynamic_delta,170,180,3.602533,angular_velocity_b,0.13290730118751526,0.0664164200425148,0.6298384547660012,0.10408253396062903
A3_dynamic_delta,170,180,3.602533,gru_hidden,1.6586612462997437,0.5952805280685425,,
A3_dynamic_delta,180,190,3.8021995000000004,angular_acceleration_b,1.5280838012695312,1.4927301406860352,28.30164699283144,0.053401049248149965
A3_dynamic_delta,180,190,3.8021995000000004,angular_velocity_b,0.13106516003608704,0.06597685813903809,0.6326317269002845,0.10531652745658454
A3_dynamic_delta,180,190,3.8021995000000004,gru_hidden,1.6658293008804321,0.5919604897499084,,
A3_dynamic_delta,190,200,4.001841499999999,angular_acceleration_b,1.500488519668579,1.4655041694641113,28.2660357394924,0.052371594200048846
A3_dynamic_delta,190,200,4.001841499999999,angular_velocity_b,0.13308238983154297,0.06574635207653046,0.644527061900104,0.10621796061941188
A3_dynamic_delta,190,200,4.001841499999999,gru_hidden,1.6599328517913818,0.5905172824859619,,
A3_dynamic_delta,200,210,4.201353,angular_acceleration_b,1.491634488105774,1.4604995250701904,28.34756727036188,0.052730970936858565
A3_dynamic_delta,200,210,4.201353,angular_velocity_b,0.13270816206932068,0.064973384141922,0.639985296224117,0.10065877806733387
A3_dynamic_delta,200,210,4.201353,gru_hidden,1.6703641414642334,0.5917454957962036,,
A3_dynamic_delta,210,220,4.400984500000001,angular_acceleration_b,1.5189712047576904,1.480226993560791,28.280171408208687,0.05233476932682833
A3_dynamic_delta,210,220,4.400984500000001,angular_velocity_b,0.13202296197414398,0.06491247564554214,0.641465769171423,0.10166501220226026
A3_dynamic_delta,210,220,4.400984500000001,gru_hidden,1.6746840476989746,0.5928549766540527,,
A3_dynamic_delta,220,230,4.600636500000001,angular_acceleration_b,1.5081021785736084,1.4712135791778564,27.897244955559454,0.05212032223718499
A3_dynamic_delta,220,230,4.600636500000001,angular_velocity_b,0.12873564660549164,0.06523493677377701,0.6293659837160122,0.10268813832948703
A3_dynamic_delta,220,230,4.600636500000001,gru_hidden,1.6748509407043457,0.5928534269332886,,
A3_dynamic_delta,230,240,4.800267,angular_acceleration_b,1.4974758625030518,1.4349843263626099,28.18889070975961,0.051692285712993606
A3_dynamic_delta,230,240,4.800267,angular_velocity_b,0.13000641763210297,0.06489171087741852,0.6318637110202068,0.10331144183611644
A3_dynamic_delta,230,240,4.800267,gru_hidden,1.6822508573532104,0.5897760391235352,,
A3_dynamic_delta,240,250,4.9997975,angular_acceleration_b,1.4940654039382935,1.4586364030838013,28.243495139741924,0.05107503923086518
A3_dynamic_delta,240,250,4.9997975,angular_velocity_b,0.1293354332447052,0.06441150605678558,0.6416207283404468,0.10374879534879733
A3_dynamic_delta,240,250,4.9997975,gru_hidden,1.6919291019439697,0.5926566123962402,,
