experiment,horizon_s,target,pearson_abs_phase,frequency_integral_error_rms,measured_phase_frequency_residual_rms,integration_reconstruction_max_error
A0_baseline_retrain,5.0,body_rate_error,0.13760620305888258,1.8958542615799194,0.13146757881514962,8.487223033371016e-06
A0_baseline_retrain,5.0,angular_acceleration_rmse,0.2774919179213147,1.8958542615799194,0.13146757881514962,8.487223033371016e-06
A0_baseline_retrain,5.0,linear_acceleration_rmse,0.20637905113064242,1.8958542615799194,0.13146757881514962,8.487223033371016e-06
A1_longer_rollout,0.2,body_rate_error,0.0163135113444978,0.17124905658075845,0.10149706027087828,1.1961979707320047e-06
A1_longer_rollout,0.2,angular_acceleration_rmse,-0.16166227160029534,0.17124905658075845,0.10149706027087828,1.1961979707320047e-06
A1_longer_rollout,0.2,linear_acceleration_rmse,-0.3463271740734519,0.17124905658075845,0.10149706027087828,1.1961979707320047e-06
A1_longer_rollout,0.5,body_rate_error,-0.03988491307014749,0.3059062349339396,0.11364495878549202,1.830619331122385e-06
A1_longer_rollout,0.5,angular_acceleration_rmse,-0.10914523553403042,0.3059062349339396,0.11364495878549202,1.830619331122385e-06
A1_longer_rollout,0.5,linear_acceleration_rmse,-0.16038492392645515,0.3059062349339396,0.11364495878549202,1.830619331122385e-06
A1_longer_rollout,1.0,body_rate_error,0.11823089261831679,0.5664206581474287,0.14255208913203798,2.606615923994581e-06
A1_longer_rollout,1.0,angular_acceleration_rmse,0.006004866205449085,0.5664206581474287,0.14255208913203798,2.606615923994581e-06
A1_longer_rollout,1.0,linear_acceleration_rmse,-0.03297756778242388,0.5664206581474287,0.14255208913203798,2.606615923994581e-06
A1_longer_rollout,2.0,body_rate_error,0.08848172567559251,0.9079698211613411,0.1542589253679007,4.703128474815854e-06
A1_longer_rollout,2.0,angular_acceleration_rmse,0.17297434559855168,0.9079698211613411,0.1542589253679007,4.703128474815854e-06
A1_longer_rollout,2.0,linear_acceleration_rmse,0.10133466519079583,0.9079698211613411,0.1542589253679007,4.703128474815854e-06
A1_longer_rollout,3.0,body_rate_error,0.13182157762750707,1.132610128781285,0.1493749815677553,5.347561341295659e-06
A1_longer_rollout,3.0,angular_acceleration_rmse,0.25047133427428575,1.132610128781285,0.1493749815677553,5.347561341295659e-06
A1_longer_rollout,3.0,linear_acceleration_rmse,0.1573327966479868,1.132610128781285,0.1493749815677553,5.347561341295659e-06
A1_longer_rollout,5.0,body_rate_error,0.1586216516881373,1.7703773376459842,0.13146757881514962,9.161302876314892e-06
A1_longer_rollout,5.0,angular_acceleration_rmse,0.27306638569040265,1.7703773376459842,0.13146757881514962,9.161302876314892e-06
A1_longer_rollout,5.0,linear_acceleration_rmse,0.21645581459451282,1.7703773376459842,0.13146757881514962,9.161302876314892e-06
A2_multi_horizon,0.2,body_rate_error,0.05361178703975421,0.13580320118414152,0.10149706027087828,1.171992731252569e-06
A2_multi_horizon,0.2,angular_acceleration_rmse,-0.20253001192711037,0.13580320118414152,0.10149706027087828,1.171992731252569e-06
A2_multi_horizon,0.2,linear_acceleration_rmse,-0.19902431858297515,0.13580320118414152,0.10149706027087828,1.171992731252569e-06
A2_multi_horizon,0.5,body_rate_error,0.01257606682775915,0.2636452766610545,0.11364495878549202,1.9881400186716465e-06
A2_multi_horizon,0.5,angular_acceleration_rmse,-0.050843290315131656,0.2636452766610545,0.11364495878549202,1.9881400186716465e-06
A2_multi_horizon,0.5,linear_acceleration_rmse,-0.006115511477584004,0.2636452766610545,0.11364495878549202,1.9881400186716465e-06
A2_multi_horizon,1.0,body_rate_error,0.13373650432333342,0.5166423821907771,0.14255208913203798,2.970180754013896e-06
A2_multi_horizon,1.0,angular_acceleration_rmse,0.023521012634199517,0.5166423821907771,0.14255208913203798,2.970180754013896e-06
A2_multi_horizon,1.0,linear_acceleration_rmse,0.061985807981615515,0.5166423821907771,0.14255208913203798,2.970180754013896e-06
A2_multi_horizon,2.0,body_rate_error,0.05720155497549239,0.8578239353915406,0.1542589253679007,4.858305797245111e-06
A2_multi_horizon,2.0,angular_acceleration_rmse,0.16800452738072105,0.8578239353915406,0.1542589253679007,4.858305797245111e-06
A2_multi_horizon,2.0,linear_acceleration_rmse,0.11903558507887557,0.8578239353915406,0.1542589253679007,4.858305797245111e-06
A2_multi_horizon,3.0,body_rate_error,0.11361015523282601,1.1360468594926314,0.1493749815677553,5.816344974152177e-06
A2_multi_horizon,3.0,angular_acceleration_rmse,0.2608340263090893,1.1360468594926314,0.1493749815677553,5.816344974152177e-06
A2_multi_horizon,3.0,linear_acceleration_rmse,0.15603729367195207,1.1360468594926314,0.1493749815677553,5.816344974152177e-06
A2_multi_horizon,5.0,body_rate_error,0.16541100494831049,1.849017174169505,0.13146757881514962,8.168999828583878e-06
A2_multi_horizon,5.0,angular_acceleration_rmse,0.30309589568376416,1.849017174169505,0.13146757881514962,8.168999828583878e-06
A2_multi_horizon,5.0,linear_acceleration_rmse,0.19510546402001325,1.849017174169505,0.13146757881514962,8.168999828583878e-06
A3_dynamic_delta,0.2,body_rate_error,0.06670738508286926,0.14290050158603426,0.10149706027087828,1.1376071206992131e-06
A3_dynamic_delta,0.2,angular_acceleration_rmse,-0.21982808263581666,0.14290050158603426,0.10149706027087828,1.1376071206992131e-06
A3_dynamic_delta,0.2,linear_acceleration_rmse,-0.23016823979372192,0.14290050158603426,0.10149706027087828,1.1376071206992131e-06
A3_dynamic_delta,0.5,body_rate_error,0.012700947391650631,0.2670718042656149,0.11364495878549202,1.7702487002703438e-06
A3_dynamic_delta,0.5,angular_acceleration_rmse,-0.046843269975392905,0.2670718042656149,0.11364495878549202,1.7702487002703438e-06
A3_dynamic_delta,0.5,linear_acceleration_rmse,-0.03308719282435616,0.2670718042656149,0.11364495878549202,1.7702487002703438e-06
A3_dynamic_delta,1.0,body_rate_error,0.11104864401028319,0.5190950336293161,0.14255208913203798,2.905818626885992e-06
A3_dynamic_delta,1.0,angular_acceleration_rmse,0.02685184031278226,0.5190950336293161,0.14255208913203798,2.905818626885992e-06
A3_dynamic_delta,1.0,linear_acceleration_rmse,0.028532860385457322,0.5190950336293161,0.14255208913203798,2.905818626885992e-06
A3_dynamic_delta,2.0,body_rate_error,0.0823564342777163,0.8803399991428955,0.1542589253679007,4.841639353658778e-06
A3_dynamic_delta,2.0,angular_acceleration_rmse,0.19179149880816343,0.8803399991428955,0.1542589253679007,4.841639353658778e-06
A3_dynamic_delta,2.0,linear_acceleration_rmse,0.14999040684090223,0.8803399991428955,0.1542589253679007,4.841639353658778e-06
A3_dynamic_delta,3.0,body_rate_error,0.11738094357158545,1.216725187582642,0.1493749815677553,6.5159881974530265e-06
A3_dynamic_delta,3.0,angular_acceleration_rmse,0.3197105767664093,1.216725187582642,0.1493749815677553,6.5159881974530265e-06
A3_dynamic_delta,3.0,linear_acceleration_rmse,0.24598855294743285,1.216725187582642,0.1493749815677553,6.5159881974530265e-06
A3_dynamic_delta,5.0,body_rate_error,0.1519242136587379,2.0158354233560614,0.13146757881514962,7.531512541181229e-06
A3_dynamic_delta,5.0,angular_acceleration_rmse,0.32339843457427014,2.0158354233560614,0.13146757881514962,7.531512541181229e-06
A3_dynamic_delta,5.0,linear_acceleration_rmse,0.27904716609499,2.0158354233560614,0.13146757881514962,7.531512541181229e-06
