h0_rmse,h1_rmse,h2_rmse,h3_rmse,h4_rmse,h5_rmse,h6_rmse,h7_rmse,h8_rmse,h9_rmse,h10_rmse,h11_rmse,h12_rmse,h13_rmse,h14_rmse,h15_rmse,h16_rmse,h17_rmse,h18_rmse,h19_rmse,h20_rmse,h21_rmse,h22_rmse,h23_rmse,h24_rmse,h25_rmse,h26_rmse,h27_rmse,h28_rmse,h29_rmse,h30_rmse,h31_rmse,h32_rmse,h33_rmse,h34_rmse,h35_rmse,h36_rmse,h37_rmse,h38_rmse,h39_rmse,h40_rmse,h41_rmse,h42_rmse,h43_rmse,h44_rmse,h45_rmse,h46_rmse,h47_rmse,h48_rmse,h49_rmse,h50_rmse,h51_rmse,h52_rmse,h53_rmse,h54_rmse,h55_rmse,h56_rmse,h57_rmse,h58_rmse,h59_rmse,h60_rmse,h61_rmse,h62_rmse,h63_rmse,step
0.32612288,0.33404362,0.20976911,0.23344044,0.21568514,0.27277008,0.2510568,0.2201702,0.18649162,0.2687961,0.30437773,0.27029666,0.24421276,0.26645795,0.31750828,0.28279343,0.26620886,0.3599368,0.27897826,0.17808093,0.2864495,0.21340612,0.24227226,0.2820634,0.3866348,0.32114848,0.3278896,0.2392739,0.3823804,0.23720904,0.30324212,0.25114316,0.23996955,0.23851945,0.32833654,0.2309045,0.2028187,0.27310953,0.2689066,0.23150308,0.3074452,0.28525054,0.21929339,0.2944555,0.2604772,0.25376666,0.23094223,0.30330685,0.19824803,0.30374396,0.27913204,0.27598637,0.28357378,0.2184081,0.23292254,0.20557103,0.25817692,0.32962072,0.2514423,0.27760175,0.24120319,0.23234653,0.25145924,0.30235222,69
0.32935292,0.3367819,0.20850293,0.23351692,0.20885667,0.27719566,0.24668525,0.22022532,0.19004187,0.27663535,0.30429083,0.26974523,0.2476542,0.26940796,0.3215407,0.28525135,0.266748,0.3624242,0.27640218,0.17775004,0.29063308,0.21051748,0.2434177,0.28287342,0.3896139,0.32681876,0.3270558,0.24027672,0.3843559,0.23396643,0.30326778,0.24770974,0.24312335,0.24449748,0.3260243,0.22794685,0.19856705,0.273735,0.26337472,0.23251742,0.3114839,0.284992,0.2130885,0.30198583,0.25985956,0.24642664,0.23122977,0.3041292,0.19368345,0.2980701,0.28768227,0.27658755,0.28463125,0.21885553,0.23219456,0.21291889,0.2629314,0.33084857,0.248377,0.27990198,0.23924822,0.22937524,0.25243834,0.30280614,70
0.3336534,0.3392558,0.2056941,0.23237744,0.20660369,0.2825423,0.24338585,0.22381073,0.19211757,0.27497652,0.3047224,0.26793498,0.24777997,0.27034333,0.3233034,0.2838517,0.2662459,0.36192653,0.27691168,0.17908867,0.2938269,0.2100342,0.24457183,0.28078592,0.39327526,0.32704106,0.32515803,0.24193965,0.3858564,0.2318315,0.30558208,0.24617116,0.24619628,0.24598446,0.32635242,0.22468312,0.19675179,0.27475816,0.26298845,0.23708913,0.30892423,0.2808134,0.20965162,0.3068213,0.2569441,0.2417322,0.23567589,0.3055735,0.19474068,0.2966258,0.2948549,0.27524102,0.28536987,0.22190936,0.23268415,0.21530955,0.26500255,0.33275375,0.24654351,0.2848481,0.23952049,0.23151854,0.25121343,0.30265546,71
0.33483717,0.3400521,0.2116909,0.23172036,0.21030971,0.28878707,0.24104258,0.23093572,0.19277993,0.2671565,0.30601528,0.26706648,0.24351019,0.26920107,0.32296503,0.28009158,0.26782995,0.36084208,0.27812332,0.1848415,0.2918119,0.21363617,0.24406235,0.28181413,0.39679047,0.32527414,0.32568663,0.241994,0.38578525,0.22966692,0.3094636,0.24635072,0.2504334,0.24980591,0.3318755,0.22576468,0.20108421,0.27755255,0.26758856,0.24224678,0.30994108,0.279647,0.20957012,0.30548662,0.25323793,0.24270211,0.24014676,0.3039511,0.20127928,0.2974058,0.29968426,0.27611893,0.28829953,0.22582485,0.2339668,0.2156157,0.26100826,0.33269536,0.2464531,0.28898907,0.24134594,0.23854405,0.25326872,0.3028524,72
0.33208093,0.3394096,0.21784376,0.23291159,0.21322788,0.29334885,0.24068208,0.2377481,0.19306333,0.26616827,0.30557144,0.26667213,0.24264015,0.26762834,0.32334363,0.28107637,0.26760775,0.36004266,0.2775087,0.18564722,0.287848,0.21510871,0.24514097,0.28448585,0.40081558,0.32385066,0.32919943,0.23847185,0.3829898,0.23103152,0.31240496,0.24767737,0.25378212,0.25256008,0.33639318,0.22528706,0.20338172,0.27928454,0.26879153,0.24288392,0.31161147,0.28498068,0.21109912,0.30208573,0.25384846,0.24422598,0.23982045,0.2997915,0.20138802,0.29705364,0.30190897,0.2809137,0.29024065,0.2298079,0.23344438,0.21713513,0.25786406,0.33265904,0.24671622,0.29069012,0.24167952,0.24275616,0.25557938,0.30179188,73
0.3315958,0.34051648,0.22295327,0.23041911,0.21216355,0.2958133,0.24207495,0.23955183,0.19147864,0.27232522,0.3059883,0.2666153,0.24716754,0.2671441,0.3249506,0.28255484,0.2645456,0.35833845,0.27982393,0.18665068,0.28538853,0.21470663,0.24881552,0.28898776,0.40419984,0.3215082,0.33334967,0.23739839,0.3794766,0.23540112,0.31578174,0.24732125,0.2547741,0.25305694,0.33638898,0.2252329,0.20406164,0.2803071,0.26874232,0.24343869,0.30920434,0.29010203,0.2138944,0.30300027,0.25914583,0.24311103,0.23634693,0.30062056,0.19713245,0.298096,0.3036624,0.28193513,0.29213205,0.2312234,0.23530342,0.21571906,0.2615848,0.33210683,0.25076178,0.29143682,0.24285458,0.24047653,0.25849566,0.30145064,74
0.32917628,0.33930704,0.22494896,0.2306815,0.21191482,0.29669103,0.24676478,0.23739131,0.1870786,0.2802023,0.3062261,0.26913527,0.2540045,0.26989937,0.331848,0.28490508,0.26230493,0.35474202,0.28134125,0.1863388,0.28666317,0.21433297,0.25626785,0.291618,0.40406445,0.3210504,0.33538595,0.23227847,0.37668297,0.23891872,0.31799892,0.251786,0.25441232,0.25122908,0.33562616,0.22298807,0.20452772,0.2812865,0.26879194,0.24429807,0.3105997,0.29379022,0.2112247,0.3037298,0.26588088,0.24265596,0.23729257,0.30361843,0.19497985,0.30067834,0.30011338,0.28451243,0.2880355,0.23182322,0.2343153,0.21348447,0.2684602,0.33279264,0.2581271,0.29045475,0.24447912,0.23979883,0.2636842,0.30318215,75
0.32805255,0.3394666,0.22661027,0.2319583,0.21213275,0.29743287,0.25582716,0.23618802,0.18446848,0.27946886,0.30676335,0.272127,0.25365865,0.27286214,0.3362953,0.2846239,0.26065275,0.3547557,0.28364408,0.18781444,0.29164654,0.21506356,0.25896978,0.28757447,0.40294808,0.32307455,0.3328416,0.23305465,0.37371916,0.23886508,0.31707442,0.25741112,0.25439784,0.24794169,0.33523628,0.22069883,0.20996241,0.28231832,0.27151746,0.24361208,0.31383604,0.29387876,0.20899193,0.3011501,0.26824656,0.24194062,0.2394136,0.3039615,0.19764358,0.30444083,0.29464972,0.2857965,0.28501317,0.23296039,0.23195554,0.21345372,0.27075076,0.3363062,0.26492542,0.29129186,0.24697194,0.24043663,0.26410127,0.30511424,76
0.3276261,0.3412795,0.22690253,0.23647323,0.21207853,0.2981113,0.26494908,0.23908694,0.18458757,0.27904058,0.30571857,0.27330065,0.25095564,0.27600995,0.33624235,0.28681487,0.26372084,0.35754403,0.28465438,0.18542102,0.29253548,0.21439403,0.25833216,0.28320435,0.4054972,0.3234349,0.33231422,0.23619308,0.37152562,0.24192677,0.3163525,0.26416466,0.25389257,0.24356039,0.3324998,0.22236814,0.21119392,0.28483754,0.2702631,0.23978487,0.31590074,0.29532766,0.21434723,0.29915932,0.26608527,0.2466099,0.24732882,0.30088332,0.20018657,0.3092223,0.28796005,0.28704587,0.28297302,0.23251434,0.2319209,0.21277584,0.2692071,0.3408597,0.26705456,0.29432288,0.24653201,0.24517001,0.26373428,0.3046292,77
0.33638576,0.3461546,0.2270353,0.2347571,0.2122954,0.29750693,0.2666538,0.2392039,0.1851849,0.2799508,0.30492815,0.27258912,0.24982695,0.27707073,0.33641684,0.28373224,0.2661857,0.36280644,0.2849073,0.18256274,0.28541803,0.21378885,0.26285517,0.28531545,0.40925136,0.32537836,0.33383083,0.24037436,0.3720945,0.24168988,0.31421033,0.26297256,0.2540535,0.24096818,0.3285478,0.22571543,0.20841157,0.28737035,0.27154708,0.23910011,0.31265622,0.29615864,0.21640472,0.30484185,0.26613778,0.2515331,0.24774805,0.30266115,0.19232818,0.31565008,0.28714773,0.2882086,0.2896387,0.2307522,0.23280662,0.21050508,0.27073738,0.3423952,0.26378173,0.29605168,0.24860847,0.24580944,0.26229608,0.30660552,78
0.34993795,0.3491127,0.22428276,0.22950324,0.21665551,0.296223,0.2710507,0.2346477,0.18807767,0.2827111,0.30567256,0.27245444,0.25546348,0.2765943,0.3356833,0.28287795,0.2653137,0.36664274,0.28748882,0.1816059,0.28204328,0.215362,0.26896447,0.2901651,0.41037565,0.3277001,0.335268,0.24869028,0.37599343,0.24620236,0.31021574,0.2633794,0.25414237,0.24537998,0.32290307,0.23005848,0.20410484,0.28687656,0.2786163,0.2397661,0.30864727,0.29253447,0.22087686,0.31344706,0.27104434,0.25521854,0.2457648,0.31097963,0.18820763,0.3238001,0.29241294,0.28670517,0.295855,0.22594373,0.23720032,0.21364586,0.27674204,0.34514585,0.26633164,0.2918149,0.25362527,0.24402536,0.26526088,0.30948246,79
0.3565413,0.34962314,0.2205533,0.22717592,0.22103825,0.29436827,0.27262112,0.2319319,0.19031276,0.28217387,0.30803853,0.27195626,0.25603327,0.27691805,0.33488324,0.28148443,0.26500934,0.3681064,0.29032904,0.18044451,0.2859714,0.21933188,0.2666121,0.29401913,0.40882677,0.33000976,0.3354848,0.25211227,0.38387617,0.2480001,0.3077935,0.2624612,0.25212267,0.2478442,0.32069853,0.2345297,0.20160124,0.28505075,0.27998957,0.2367424,0.3054358,0.28467727,0.22233725,0.3176888,0.27323267,0.26217487,0.24736458,0.31521696,0.19336058,0.32211995,0.29588622,0.2820532,0.3004263,0.22058725,0.24105099,0.21062666,0.27893183,0.34875938,0.26846996,0.28703308,0.25897124,0.24023587,0.2669615,0.3125023,80
0.35652196,0.3501271,0.2177927,0.2338555,0.22221456,0.29301995,0.27070063,0.23188213,0.19273625,0.28118712,0.31107414,0.27081525,0.2556526,0.2789973,0.3355439,0.28207293,0.26653773,0.36879188,0.29303637,0.17963405,0.2902305,0.22312517,0.2642873,0.29509023,0.4092336,0.33094895,0.3353995,0.25445622,0.39380765,0.24952754,0.30775875,0.26272696,0.25199142,0.2500236,0.32133597,0.23729686,0.20230882,0.2840575,0.28040633,0.23342061,0.30523443,0.27792886,0.22257993,0.32127067,0.27485842,0.26854953,0.24906236,0.31625167,0.20060216,0.31976852,0.3005187,0.2795057,0.30076844,0.21697327,0.24414013,0.21236163,0.27971816,0.35152516,0.26596034,0.28552866,0.2623753,0.23960836,0.26787424,0.3141346,81
0.35503316,0.35069993,0.21890995,0.24330933,0.2208393,0.2939946,0.2654806,0.23293932,0.19565617,0.27438086,0.3139633,0.27421072,0.25464317,0.28085557,0.33995768,0.2796637,0.26668525,0.3693976,0.29265964,0.18180978,0.29539123,0.22088201,0.26143512,0.29317513,0.41003925,0.33262116,0.33398816,0.25294626,0.40035695,0.24846058,0.30756032,0.26356408,0.2542207,0.24814619,0.32432905,0.23613888,0.2054528,0.2856247,0.28132302,0.23510078,0.3108817,0.28016558,0.22234856,0.3258724,0.27359763,0.2683948,0.25351852,0.31476986,0.20104147,0.31776518,0.30322632,0.27762198,0.30335078,0.21803947,0.24747682,0.2150494,0.27550268,0.35412595,0.26328295,0.29282033,0.26018286,0.24148723,0.2684997,0.31690747,82
0.35345188,0.35184044,0.2194068,0.24556875,0.2207478,0.29557744,0.25719813,0.23530896,0.19637892,0.2692971,0.31785908,0.28017262,0.255279,0.28112745,0.34424362,0.28061923,0.26670426,0.36918086,0.28936765,0.18664041,0.29859942,0.21974757,0.2606898,0.29082352,0.41077635,0.33306977,0.33411932,0.25172883,0.40516868,0.24618776,0.31006968,0.26068145,0.25576094,0.24596111,0.33097255,0.23450655,0.20514466,0.28793573,0.27965304,0.24137498,0.32026035,0.28807577,0.21903305,0.32435906,0.26969212,0.2655256,0.25408992,0.3127303,0.2010609,0.3164848,0.30277964,0.27902988,0.3074357,0.22190295,0.24465798,0.21658565,0.26867226,0.35651678,0.2610777,0.29628792,0.25614566,0.24237584,0.26735067,0.31966195,83
0.349527,0.35106575,0.21992674,0.23870851,0.22254707,0.29861316,0.2526175,0.23661098,0.19693775,0.27271873,0.32035902,0.2793955,0.25613648,0.281963,0.34588906,0.28815752,0.2713025,0.36438894,0.2846817,0.18848127,0.29967153,0.22578229,0.26267886,0.29133174,0.4106631,0.32867903,0.33482623,0.25017434,0.40711647,0.24755816,0.3107931,0.2594982,0.25606534,0.24753751,0.33798498,0.23278975,0.20958935,0.29082993,0.27993742,0.24643363,0.32593414,0.29309392,0.21765766,0.31810278,0.2640711,0.26364586,0.2552342,0.3073513,0.20069003,0.31882638,0.30265582,0.28520894,0.30889478,0.22643755,0.24090634,0.21836148,0.26610747,0.35914296,0.25944555,0.29739025,0.252436,0.24506159,0.27025783,0.32004368,84
0.34845293,0.34937876,0.22066665,0.23329905,0.22251569,0.30303082,0.2509332,0.23923217,0.19902468,0.27825338,0.32040772,0.2775613,0.25802833,0.2820803,0.34496123,0.29550454,0.27465382,0.36132982,0.28341934,0.18645917,0.29941896,0.22754543,0.2667973,0.29373866,0.41162682,0.32427624,0.34019116,0.2489209,0.40502346,0.2523795,0.30974013,0.255317,0.2573828,0.2496211,0.34252065,0.23440899,0.20811768,0.29314038,0.27326873,0.25006658,0.32670328,0.29576007,0.21894908,0.3153148,0.2617009,0.26138413,0.25592625,0.3023969,0.19740881,0.32150882,0.30304933,0.29227456,0.30887583,0.2302219,0.23975152,0.21604344,0.26857343,0.36161143,0.25729823,0.29779974,0.2499596,0.24701577,0.27375257,0.31442946,85
0.34688273,0.3474585,0.22117914,0.23193964,0.2211021,0.30696237,0.2549953,0.24057265,0.195614,0.2864557,0.32026353,0.27419582,0.2617458,0.28105262,0.34644264,0.30066746,0.27392954,0.35608205,0.28608912,0.18501833,0.30462062,0.2259366,0.27290452,0.29584214,0.41145006,0.31810263,0.3459339,0.24754179,0.4013252,0.25363547,0.31074458,0.25513533,0.2574461,0.2479088,0.34221873,0.23457813,0.2024994,0.29568756,0.26902255,0.25213048,0.323198,0.2943753,0.22164619,0.3178386,0.2631426,0.2583128,0.2564722,0.30376068,0.19553204,0.32322505,0.29867494,0.29496697,0.30391717,0.23252447,0.23888358,0.21188232,0.2767713,0.36317724,0.25921723,0.29702646,0.2503565,0.24703075,0.27630538,0.30726773,86
0.34099984,0.3455324,0.22594476,0.23558012,0.22065964,0.30920357,0.26299167,0.24034989,0.19209124,0.2878479,0.32074055,0.27426624,0.26250032,0.2791093,0.35041952,0.2980106,0.2696156,0.35258842,0.29293486,0.18862836,0.31235388,0.22428744,0.27241278,0.2963386,0.41039443,0.3152634,0.3453751,0.24442564,0.39922082,0.25170237,0.3111886,0.2618908,0.25779173,0.24534456,0.3419425,0.23180349,0.20226444,0.2984355,0.27319038,0.2533713,0.31916285,0.2901096,0.22345296,0.31865397,0.2642264,0.25794426,0.25739348,0.3114851,0.20189017,0.32024357,0.29438046,0.29354167,0.29685628,0.23494197,0.24075261,0.20875919,0.281862,0.36335984,0.26385516,0.29871634,0.2549148,0.24624042,0.2796974,0.30431706,87
0.33287132,0.34347868,0.22764567,0.23680373,0.22201826,0.31275877,0.27042136,0.24175753,0.19439073,0.285233,0.32133645,0.2759721,0.26104975,0.2805961,0.35365066,0.29674116,0.26380974,0.35379764,0.30016604,0.19331439,0.31635863,0.22257455,0.26664066,0.2976783,0.41081083,0.32070753,0.34302735,0.24123295,0.39678785,0.24754213,0.30933267,0.26376724,0.2603896,0.25218382,0.34226817,0.23074919,0.20256726,0.30011857,0.27639353,0.25352654,0.32210982,0.2896065,0.22369625,0.31723583,0.25912353,0.26245317,0.2612806,0.316458,0.2079001,0.31333083,0.2966809,0.29454485,0.29252326,0.23860624,0.24475454,0.21305342,0.28183103,0.362166,0.26442644,0.30030316,0.2600592,0.24737686,0.28336054,0.30675945,88
0.33342895,0.3439518,0.2276736,0.23332037,0.22247623,0.31625322,0.27594027,0.24718353,0.19652764,0.28488156,0.32138467,0.2747216,0.2594348,0.28263375,0.35329148,0.29436922,0.26326165,0.35871553,0.30660847,0.19404852,0.31356928,0.22103752,0.26431274,0.30008557,0.4146346,0.32729656,0.3417051,0.24544671,0.39742678,0.24621013,0.31030446,0.26189762,0.2626787,0.2576286,0.34113702,0.23255998,0.2023493,0.3018435,0.27457637,0.25034824,0.32259935,0.29128647,0.22544841,0.31632593,0.25739604,0.26636294,0.2644325,0.31669202,0.20630056,0.31177542,0.3014498,0.29660195,0.2929217,0.24149625,0.25006318,0.2192297,0.28234988,0.35885873,0.26000792,0.30109823,0.26445624,0.25076023,0.2826005,0.31101397,89
0.33819953,0.34545252,0.2233892,0.22824956,0.22320592,0.31777638,0.27800032,0.25119266,0.19290914,0.28260556,0.31947392,0.27109802,0.2590483,0.2853556,0.3535703,0.28975752,0.26582623,0.36146393,0.30651668,0.18987826,0.30594575,0.22275174,0.26386705,0.3025104,0.41961578,0.32722446,0.34449816,0.24490891,0.39636055,0.24554805,0.314817,0.26300523,0.26446208,0.25586537,0.33859596,0.2364765,0.20021953,0.30233213,0.27222034,0.24475038,0.320269,0.29311132,0.22188304,0.31589016,0.26121318,0.26978692,0.26212612,0.31476998,0.20098555,0.3131685,0.30067793,0.29947323,0.29325148,0.24101028,0.2507408,0.22217432,0.28151527,0.3541426,0.25979558,0.29989418,0.26730734,0.25108412,0.28336263,0.31361952,90
0.34381762,0.3478751,0.22203073,0.23050444,0.22494283,0.31730804,0.27318513,0.25037575,0.19349705,0.28065783,0.31971675,0.27516958,0.25938365,0.28736284,0.35293284,0.2807498,0.26807413,0.36680242,0.2996297,0.18942386,0.29930168,0.22515866,0.26242417,0.30590436,0.42339233,0.33139846,0.344939,0.24559984,0.39650756,0.24896318,0.32037216,0.265239,0.26454937,0.2549246,0.3366008,0.24259783,0.2023095,0.30165648,0.2757924,0.23980029,0.31737345,0.29676667,0.21678598,0.31921345,0.26495332,0.2724479,0.25940537,0.31455684,0.19681044,0.3132278,0.30368456,0.2987947,0.2960312,0.23549388,0.2515455,0.21833849,0.2804105,0.34989074,0.2645053,0.29618704,0.26491508,0.2518802,0.28605974,0.31602594,91
0.3501929,0.35163856,0.22328041,0.23214562,0.22576328,0.31446534,0.26856524,0.24774846,0.19717444,0.2835837,0.32119963,0.2837452,0.25983045,0.28830132,0.35183665,0.28122663,0.26595867,0.36990967,0.29313058,0.19122005,0.298503,0.22759408,0.26638776,0.3078138,0.42545307,0.33692434,0.3444155,0.2506965,0.3995097,0.25449532,0.31972235,0.27004015,0.26285985,0.25665867,0.33626878,0.24616323,0.2053741,0.29995844,0.27569795,0.24207255,0.31787416,0.29985583,0.21513194,0.32658303,0.26840594,0.2712493,0.25958753,0.316337,0.19496822,0.31595916,0.30575216,0.30069917,0.30048275,0.23001298,0.24941638,0.21353164,0.2828531,0.3491698,0.2696899,0.2946089,0.25982866,0.25166368,0.28576544,0.3153187,92
0.35584864,0.35478386,0.22215594,0.23383419,0.22602645,0.31198746,0.26677305,0.24281506,0.20146987,0.29264304,0.32275668,0.28748593,0.26284093,0.28935626,0.35419333,0.287819,0.26384348,0.36827222,0.2925993,0.19173695,0.30018345,0.22868848,0.27110663,0.30809155,0.42683834,0.33981013,0.34272975,0.25625113,0.40318534,0.25909856,0.31537816,0.27282402,0.25998035,0.25845787,0.3339879,0.24492143,0.20452358,0.3004158,0.27423486,0.24516289,0.31928673,0.29969567,0.21917625,0.3322159,0.27165917,0.2694505,0.2596506,0.31492645,0.19540244,0.31888917,0.30995303,0.30309495,0.30090138,0.226247,0.25085717,0.2157163,0.28927776,0.35349157,0.27256605,0.29443756,0.25607648,0.25006145,0.28756967,0.31597814,93
0.35328236,0.35611692,0.21788894,0.23602581,0.22841337,0.31195587,0.26594415,0.2396052,0.20683627,0.28914958,0.32497227,0.2867957,0.26032743,0.28983486,0.35856727,0.28810343,0.26503405,0.3693938,0.2992633,0.19251928,0.3021453,0.22908509,0.26596057,0.30215535,0.42780063,0.33669895,0.34159902,0.25379598,0.40599722,0.26003084,0.3118974,0.27620757,0.25967813,0.25471848,0.33177412,0.24282816,0.20428677,0.30171487,0.2777989,0.24900097,0.31837937,0.29595393,0.22697976,0.33113566,0.270202,0.27079925,0.26030225,0.30911034,0.19807869,0.3169813,0.30987263,0.2996295,0.30096766,0.22396676,0.25566828,0.21748878,0.29020587,0.3582219,0.27454093,0.29514357,0.25347894,0.25046304,0.28645915,0.31854862,94
0.34771073,0.35863385,0.21698236,0.23940869,0.23046124,0.31240305,0.26176104,0.24131718,0.2082443,0.27767244,0.32677522,0.2834786,0.25363076,0.2894167,0.36250564,0.28548446,0.2691001,0.3690627,0.3017027,0.19415802,0.30301753,0.23343228,0.26275653,0.30015326,0.4266726,0.3301383,0.3446398,0.25161478,0.41043073,0.25896072,0.31317484,0.2770942,0.25907955,0.25191587,0.33197105,0.24483895,0.20590544,0.30468544,0.28056842,0.25072178,0.32085234,0.29407996,0.2308746,0.32721004,0.26412073,0.2721922,0.26444966,0.3039177,0.20275337,0.31654269,0.30723923,0.29503763,0.30156058,0.22312552,0.2574956,0.21716538,0.28481126,0.36201593,0.2741554,0.29459184,0.24899171,0.25432876,0.28538522,0.321588,95
0.3434976,0.3600594,0.21957804,0.24562639,0.22971135,0.3122865,0.25436902,0.24414438,0.2061319,0.27508637,0.32678813,0.280987,0.25428483,0.28831476,0.36599422,0.28381944,0.27513137,0.36979294,0.2966894,0.1939299,0.30495825,0.23799129,0.26615584,0.30418575,0.4265283,0.32542798,0.34778985,0.249848,0.41290247,0.26119515,0.31495583,0.27504775,0.26039982,0.25310254,0.33701232,0.25228456,0.2084668,0.30581245,0.27856606,0.252303,0.3269826,0.29526928,0.2295543,0.31998298,0.257791,0.27114758,0.26551452,0.3020664,0.20604268,0.31969902,0.30532584,0.2934499,0.3053954,0.2242006,0.2537497,0.21799809,0.28020644,0.3663079,0.27072254,0.29433432,0.24378556,0.25701877,0.2889123,0.32326543,96
0.3437599,0.36327997,0.22228946,0.24881876,0.22377272,0.31122863,0.24849111,0.24658966,0.20349748,0.2794567,0.32755813,0.2774684,0.25977758,0.28740206,0.36698753,0.2861173,0.27755764,0.36924654,0.2906414,0.19315015,0.3085728,0.23929496,0.27133477,0.30781084,0.43046123,0.3182792,0.35133475,0.2499124,0.41436523,0.26542807,0.31348735,0.26983792,0.26118198,0.2524858,0.3422564,0.26055315,0.20641044,0.3061113,0.27386138,0.25558546,0.32826316,0.29499853,0.22848569,0.31838018,0.25759858,0.26581228,0.2642147,0.30450362,0.20541053,0.32635978,0.30368882,0.2933353,0.30998543,0.22744693,0.24757634,0.21512465,0.27928826,0.37132126,0.26611972,0.29397216,0.24203852,0.25446224,0.28828958,0.32194844,97
0.34735468,0.36558875,0.22560678,0.24761693,0.21861792,0.3109281,0.25006673,0.2448078,0.20228295,0.281537,0.32860947,0.27521196,0.26572514,0.28771383,0.36529407,0.28722766,0.2755025,0.36739498,0.28529617,0.19417438,0.31428313,0.23518603,0.27060422,0.30688822,0.43479094,0.3138739,0.3504707,0.25162268,0.41551894,0.26684004,0.30648643,0.27089363,0.2616395,0.2507582,0.34409583,0.2604063,0.20729458,0.30698723,0.27333763,0.26083583,0.32740876,0.29446858,0.22814013,0.32096297,0.26041442,0.2625087,0.26475546,0.3078827,0.20361856,0.3273887,0.30429634,0.29219735,0.31039077,0.23330908,0.24610503,0.21138345,0.28257546,0.3742447,0.2670342,0.2966951,0.24406324,0.24997501,0.28703046,0.3178908,98
0.34415832,0.36485177,0.22397858,0.24946764,0.21726708,0.3120713,0.2560249,0.24237931,0.20125706,0.27929783,0.32970914,0.27230316,0.26554498,0.28742304,0.36310378,0.28765485,0.27398634,0.36344424,0.28535336,0.19326247,0.32220146,0.23374617,0.2700541,0.30216452,0.43482766,0.30923206,0.34976152,0.25180173,0.41677293,0.26321834,0.30106312,0.27505326,0.26105127,0.24851656,0.34550986,0.25584343,0.20913526,0.30975208,0.27526623,0.26281956,0.3290225,0.29023942,0.22901723,0.3215782,0.25851858,0.26342553,0.26952544,0.31137046,0.20105675,0.32613444,0.30087382,0.29405528,0.30584952,0.23881666,0.24794282,0.20740932,0.2828575,0.37460288,0.26930347,0.29905173,0.24859834,0.24879847,0.28517798,0.31419745,99
0.33848086,0.36165896,0.22662178,0.2499719,0.21906321,0.31483495,0.26305676,0.24315265,0.20108877,0.27879062,0.33096144,0.26918843,0.26445833,0.28794974,0.3627574,0.28836694,0.27239838,0.3632076,0.28852692,0.19514337,0.32907125,0.23195669,0.26984888,0.3021583,0.43494445,0.30765185,0.34879586,0.25077748,0.4165721,0.2604445,0.30218118,0.27710944,0.2617142,0.252894,0.34757158,0.2545193,0.21209419,0.31329635,0.27692854,0.26256686,0.32992277,0.28740206,0.23172165,0.3207428,0.25353944,0.26925752,0.27173853,0.31453136,0.19908422,0.3242158,0.29960737,0.29709983,0.30416104,0.24362318,0.2494604,0.20790538,0.2823088,0.37265328,0.27131033,0.29933718,0.25190392,0.2500639,0.28622323,0.31261072,100
0.3383558,0.35795665,0.22880827,0.24950904,0.21813573,0.3192145,0.26824802,0.24663092,0.20270747,0.28245234,0.32919702,0.2650991,0.2647742,0.28938276,0.3641001,0.2937392,0.27248892,0.3663892,0.29520422,0.1939439,0.3297747,0.2314663,0.2704381,0.30643538,0.43670276,0.31101772,0.34801266,0.25130537,0.4120755,0.2608152,0.3046057,0.274317,0.2635916,0.2617761,0.34693846,0.25582382,0.20774618,0.31520247,0.27035108,0.26406783,0.33085212,0.285626,0.2332795,0.31926104,0.253414,0.27371532,0.27178875,0.3166456,0.19570732,0.32411996,0.30444455,0.30192974,0.306346,0.24706762,0.25112548,0.21443889,0.28466722,0.3702523,0.26857898,0.30166408,0.25620824,0.24730699,0.28977704,0.31338856,101
0.3426714,0.35608798,0.23134714,0.24398561,0.21817397,0.32453734,0.2725047,0.25069937,0.20497364,0.28388882,0.32759672,0.26222554,0.26678377,0.29154626,0.36434737,0.2936855,0.272584,0.3703808,0.30033147,0.1940612,0.3263838,0.2296189,0.2694111,0.31131613,0.4412888,0.31587344,0.34647235,0.25279418,0.40991184,0.2615075,0.30974594,0.27225977,0.26584157,0.26615146,0.34411418,0.2597167,0.20649648,0.31447643,0.2716417,0.26158905,0.32640803,0.2821707,0.23247394,0.3193346,0.25682914,0.27662283,0.27067465,0.3179598,0.19763069,0.32517987,0.3096124,0.3010282,0.3099405,0.24822254,0.25227734,0.21999934,0.28243014,0.36655512,0.267712,0.30364305,0.26086038,0.24557053,0.29412282,0.3134943,102
0.3461003,0.35561278,0.23172645,0.2400174,0.2178244,0.32882544,0.2747854,0.25468922,0.20368348,0.28254807,0.3268608,0.26305452,0.27003288,0.2951166,0.36422113,0.2906645,0.27079287,0.37285304,0.29968107,0.19660081,0.32380086,0.22735825,0.26566428,0.31228572,0.44754714,0.32126856,0.3464422,0.2549013,0.41127712,0.26378664,0.31815514,0.27245027,0.26913244,0.26367077,0.34141424,0.26463524,0.20510308,0.3118269,0.2724355,0.25990638,0.32332358,0.27965432,0.230064,0.32509953,0.26209933,0.27806488,0.27085996,0.31959245,0.20163351,0.32446,0.31032297,0.2961176,0.31401557,0.24628566,0.24878141,0.22343677,0.2779016,0.36402687,0.26866508,0.30600324,0.26066154,0.24426314,0.29759127,0.31177205,103
