window_id,log_id,hidden_onset_s,physical_onset_s
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1725:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1775:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2.59462,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1825:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1.5966889999999996,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1875:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.5987579999999999,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1925:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:1975:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2025:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2075:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2125:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2175:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.8083249999999997,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2225:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.49896599999999997,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2275:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2325:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.5987589999999998,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2375:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.9979309999999995,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2425:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2475:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2525:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.199586,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2575:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2625:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2675:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2725:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.49896499999999994,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2775:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2825:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2875:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2925:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:2975:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3025:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.39917199999999997,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3075:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3125:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3175:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3225:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3275:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3325:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3375:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,3.1933770000000004,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3425:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2.3950329999999997,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3475:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3525:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3575:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.9979299999999998,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3625:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3675:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,4.600457999999998,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3725:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,3.402942,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3775:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3825:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3875:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2.1954459999999996,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3925:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:3975:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.39917099999999994,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4025:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4075:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.19958599999999999,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4125:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.6087379999999998,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4175:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4225:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4275:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:1:4325:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:25:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.49896499999999994
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:75:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:125:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.39917199999999997,0.5987579999999998
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:175:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:225:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:275:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:325:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:375:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:425:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:475:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:525:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.4989639999999999,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:575:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1.1975129999999996,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:625:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1.1975129999999998,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:675:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:725:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:775:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:825:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:875:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:925:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.488985
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:975:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1025:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.5987559999999998,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1075:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.4989629999999999,3.602515999999999
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1125:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1.1975129999999998,2.005833
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1175:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,1.0079059999999997
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1225:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.39917099999999994
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1275:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,3.802101999999999,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1325:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,3.203346,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1375:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,3.4029299999999996,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1425:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1475:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1525:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1575:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.39917099999999994
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1625:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.9979259999999996
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1675:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.5089419999999999
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1725:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.5987549999999999
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1775:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1825:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1875:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,1.0079049999999998
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1925:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.39916999999999997
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:1975:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2025:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2075:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2125:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2175:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.20956400000000003,0.8083199999999997
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2225:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,0.9979249999999996
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2275:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2325:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.9979259999999998
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2375:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,2.604582999999999
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2425:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,,0.0
validation:2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg:2:2475:5s,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0.0,3.2033389999999984
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:25:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:75:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,2.4054499999999983
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:275:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:325:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:375:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:425:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:475:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:525:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:575:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.5027729999999999,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:625:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:675:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:725:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:0:775:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:25:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2.1983519999999994,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:75:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:125:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:175:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
validation:2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg:1:225:5s,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0.0,0.0
