mode,horizon_s,n,knn_mean,knn_median,knn_p90,knn_p95,knn_max,mahalanobis_mean,mahalanobis_median,mahalanobis_p90,mahalanobis_p95,mahalanobis_max,knn_outside_train_p99_mean,knn_outside_train_p99_median,knn_outside_train_p99_p90,knn_outside_train_p99_p95,knn_outside_train_p99_max
teacher_fixed,4.6000000000000005,722,321.8393925459761,363.22216796875,493.9717559814453,498.71789093017577,500.00006103515625,10177.36559393069,11486.08056640625,15620.74677734375,15770.83486328125,15811.380859375,0.997229916897507,1.0,1.0,1.0,1.0
teacher_fixed,4.8,722,305.25776793174134,332.8318176269531,492.9685882568359,497.98546905517577,500.000244140625,9653.032388407108,10525.04541015625,15589.03154296875,15747.67578125,15811.3837890625,1.0,1.0,1.0,1.0,1.0
teacher_fixed,4.98,722,335.432872055764,369.8345031738281,494.09300537109374,498.6331817626953,499.9975280761719,10607.249466537769,11695.1826171875,15624.5814453125,15768.156787109376,15811.30078125,0.9986149584487535,1.0,1.0,1.0,1.0
teacher_fixed,5.0,722,332.3150831172011,376.0458068847656,495.880126953125,498.28227081298826,499.9620056152344,10508.674690687756,11891.60107421875,15681.09638671875,15757.054492187499,15810.1806640625,0.9986149584487535,1.0,1.0,1.0,1.0
teacher_native,0.0,722,0.5746176643632456,0.563544899225235,0.6880342662334442,0.7473080366849894,1.1065330505371094,1.0477870422882387,0.9957349300384521,1.2458424806594848,1.4611689329147333,3.218607187271118,0.04293628808864266,0.0,0.0,0.0,1.0
teacher_native,0.2,722,0.5718160290632222,0.5637582838535309,0.688023966550827,0.7460333228111263,1.0657795667648315,1.0394686761820415,0.9858830571174622,1.270074152946472,1.436474061012268,3.0999677181243896,0.04155124653739612,0.0,0.0,0.0,1.0
teacher_native,0.4,722,0.566774385994161,0.5577949583530426,0.6839731454849243,0.7342330664396285,1.1749305725097656,1.0314594312387821,0.9866143465042114,1.271638524532318,1.4467213451862322,3.3410918712615967,0.0332409972299169,0.0,0.0,0.0,1.0
teacher_native,0.5,722,0.5683848339022032,0.5590019524097443,0.6819256842136383,0.7435495316982268,1.0757611989974976,1.0404222190710317,0.9888684451580048,1.2575859427452087,1.4247330725193017,3.2116358280181885,0.04016620498614958,0.0,0.0,0.0,1.0
teacher_native,0.6,722,0.5669964367828211,0.5556389391422272,0.6849391162395477,0.7331245601177214,1.2681697607040405,1.0359572457804904,0.9892735779285431,1.2456501364707946,1.403807872533798,3.477940797805786,0.030470914127423823,0.0,0.0,0.0,1.0
teacher_native,0.8,722,0.5689851939265418,0.5580708980560303,0.6836125612258911,0.7398549109697339,1.171021580696106,1.0404766082268342,0.9916009604930878,1.245939290523529,1.4120568990707385,3.340463638305664,0.036011080332409975,0.0,0.0,0.0,1.0
teacher_native,1.0,722,0.5711219147714551,0.5609695315361023,0.6878509402275085,0.7221624851226806,1.1073747873306274,1.0401805410589868,0.9946499764919281,1.2303420424461364,1.4357649803161618,3.2256507873535156,0.036011080332409975,0.0,0.0,0.0,1.0
teacher_native,1.2,722,0.5699856329987915,0.5634490847587585,0.67573002576828,0.7405331879854199,1.0657217502593994,1.0344092138421173,0.9825854003429413,1.2609894394874572,1.4290575087070465,3.0999319553375244,0.04016620498614958,0.0,0.0,0.0,1.0
teacher_native,1.4000000000000001,722,0.5661790666900514,0.5571730732917786,0.6839667081832885,0.7342366337776183,1.174945592880249,1.0296814039638498,0.9862078726291656,1.270991599559784,1.446694868803023,3.341090202331543,0.03185595567867036,0.0,0.0,0.0,1.0
teacher_native,1.6,722,0.5663200216032461,0.5556398630142212,0.6846290349960327,0.7323900431394577,1.2681719064712524,1.0341149494258322,0.9892676472663879,1.238862359523773,1.4077483534812925,3.477940797805786,0.030470914127423823,0.0,0.0,0.0,1.0
teacher_native,1.8,722,0.5699505992956109,0.5593142509460449,0.6861947894096374,0.7340812861919402,1.1710216999053955,1.0406569765049996,0.991986870765686,1.24593847990036,1.4206030845642084,3.3404641151428223,0.036011080332409975,0.0,0.0,0.0,1.0
teacher_native,2.0,722,0.5713130975776762,0.5609695315361023,0.6861995458602905,0.7238176405429839,1.1073747873306274,1.0389438692552562,0.9897023439407349,1.228739869594574,1.4305101811885834,3.2256507873535156,0.036011080332409975,0.0,0.0,0.0,1.0
teacher_native,2.2,722,0.5700378560375969,0.5634078979492188,0.6785706639289856,0.7354740083217617,1.0657217502593994,1.0337074196734917,0.9823442995548248,1.2584399938583373,1.4290575087070465,3.0999319553375244,0.038781163434903045,0.0,0.0,0.0,1.0
teacher_native,2.4,722,0.5669916270512293,0.5577895641326904,0.6843325614929199,0.7368185788393019,1.174945592880249,1.0307343070526862,0.9865681529045105,1.270991599559784,1.4480315566062927,3.341090202331543,0.03185595567867036,0.0,0.0,0.0,1.0
teacher_native,2.6,722,0.5671293321904053,0.5559001564979553,0.6869375526905059,0.7360274940729139,1.2681719064712524,1.035493959185159,0.98963463306427,1.2490211963653564,1.409634006023407,3.477940797805786,0.03185595567867036,0.0,0.0,0.0,1.0
teacher_native,2.8000000000000003,722,0.5706099550809887,0.5593142509460449,0.687998753786087,0.738768622279167,1.1710216999053955,1.0430669203359335,0.991986870765686,1.2541521072387694,1.4358711719512929,3.3404641151428223,0.037396121883656507,0.0,0.0,0.0,1.0
teacher_native,3.0,722,0.571884518969092,0.5614980757236481,0.6878509402275085,0.7238176405429839,1.1073747873306274,1.0406752264235488,0.9906622767448425,1.2267171502113343,1.4357650935649868,3.2256507873535156,0.037396121883656507,0.0,0.0,0.0,1.0
teacher_native,3.2,722,0.5704955148647366,0.5634490847587585,0.6811133265495299,0.7354740083217617,1.0657217502593994,1.035120664293416,0.9817102253437042,1.2584399938583373,1.434933346509933,3.0999319553375244,0.038781163434903045,0.0,0.0,0.0,1.0
teacher_native,3.4,722,0.5668885177027155,0.5565035939216614,0.684685742855072,0.7374276131391525,1.174945592880249,1.0308197899373284,0.9860624670982361,1.2704548478126525,1.4480315566062927,3.341090202331543,0.03185595567867036,0.0,0.0,0.0,1.0
teacher_native,3.6,722,0.5672470585873913,0.5560512542724609,0.6869375526905059,0.7374675422906875,1.2681719064712524,1.0364644652093216,0.9890149831771851,1.2504018545150757,1.4142953455448148,3.477940797805786,0.0332409972299169,0.0,0.0,0.0,1.0
teacher_native,3.8000000000000003,722,0.5701025338879583,0.5582649409770966,0.6884329378604889,0.738768622279167,1.1710216999053955,1.044220457859647,0.9909524619579315,1.2541521072387694,1.4406175434589383,3.3404641151428223,0.037396121883656507,0.0,0.0,0.0,1.0
teacher_native,4.0,722,0.5718553174400594,0.5605690479278564,0.6901339590549469,0.7277172476053235,1.1073747873306274,1.042299745733388,0.9888700842857361,1.228739869594574,1.4454752087593072,3.3409948348999023,0.038781163434903045,0.0,0.0,0.0,1.0
teacher_native,4.2,722,0.5701704192029472,0.5626102685928345,0.6862732350826263,0.7354740083217617,1.0657217502593994,1.0364814460112448,0.9814068675041199,1.2572542667388915,1.4416460990905757,3.3521647453308105,0.04016620498614958,0.0,0.0,0.0,1.0
teacher_native,4.4,722,0.5673745949017374,0.5565035939216614,0.6859724044799804,0.7375680387020112,1.174945592880249,1.0326394148150309,0.9860624670982361,1.2677690625190734,1.446694868803023,3.341090202331543,0.0332409972299169,0.0,0.0,0.0,1.0
teacher_native,4.6000000000000005,722,0.5679907030180881,0.5560512542724609,0.6906073093414307,0.7407779604196546,1.2681719064712524,1.0380873514179378,0.9878048896789551,1.2494238495826722,1.41612035036087,3.477940797805786,0.03462603878116344,0.0,0.0,0.0,1.0
teacher_native,4.8,722,0.5701952994777886,0.5576931834220886,0.6904550373554229,0.7424351662397383,1.1710216999053955,1.044631083173435,0.990442305803299,1.24593847990036,1.4360166847705833,3.3404641151428223,0.04016620498614958,0.0,0.0,0.0,1.0
teacher_native,4.98,722,0.5714510891823887,0.5590242445468903,0.6895485699176789,0.7505837738513946,1.135894536972046,1.0437942545995158,0.9923172891139984,1.2479645490646363,1.4458634912967676,3.4347736835479736,0.0443213296398892,0.0,0.0,0.0,1.0
teacher_native,5.0,722,0.5722009349727895,0.5605187118053436,0.6885913133621215,0.7277172476053235,1.1678358316421509,1.0435080861781112,0.9888700842857361,1.2267171502113343,1.4357650935649868,3.3409948348999023,0.04016620498614958,0.0,0.0,0.0,1.0
