mode,horizon_s,n,l2_mean,l2_median,l2_p90,l2_p95,l2_max,dimension_rmse_mean,dimension_rmse_median,dimension_rmse_p90,dimension_rmse_p95,dimension_rmse_max,cosine_mean,cosine_median,cosine_p90,cosine_p95,cosine_max
B,4.8,722,0.11414825079260894,0.09483253955841064,0.2197205439209938,0.26898887455463405,0.5487362146377563,0.014268531349076118,0.01185406744480133,0.027465067990124225,0.033623609319329256,0.06859202682971954,0.9984625577101086,0.9992411732673645,0.9999158561229706,0.9999604672193527,0.999998152256012
B,4.98,722,0.1152060216014116,0.09519140422344208,0.2253826007246971,0.27882867604494094,0.8311170935630798,0.01440075270017645,0.01189892552793026,0.028172825090587137,0.03485358450561762,0.10388963669538498,0.9983084767313876,0.9992885887622833,0.9999203860759736,0.999967947602272,0.9999993443489075
B,5.0,722,0.11601430928486804,0.09523167088627815,0.2303481325507164,0.2815623104572295,0.7943205237388611,0.014501788660608505,0.011903958860784769,0.02879351656883955,0.03519528880715369,0.09929006546735764,0.9982931309294503,0.9992685914039612,0.9999191641807557,0.9999670445919037,0.9999993443489075
D,0.0,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000112274676,1.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
D,0.2,722,1.3825794426605642,1.3521652221679688,1.872760033607483,2.0592564463615415,3.4958994388580322,0.17282243033257053,0.1690206527709961,0.23409500420093537,0.2574070557951927,0.43698742985725403,0.8110061291930294,0.8404995799064636,0.9398670554161072,0.9521365731954574,0.9860185384750366
D,0.4,722,1.5595428433444691,1.5222113132476807,2.2108211040496824,2.418485391139984,3.848956346511841,0.19494285541805864,0.19027641415596008,0.2763526380062103,0.302310673892498,0.4811195433139801,0.7592052085082617,0.7946809530258179,0.9283577680587769,0.9420434862375259,0.9793720245361328
D,0.5,722,1.6183672324442138,1.539631724357605,2.2551972627639767,2.4558697581291193,3.371691942214966,0.20229590405552672,0.19245396554470062,0.2818996578454971,0.3069837197661399,0.4214614927768707,0.7414966147816082,0.7833982110023499,0.9045223414897918,0.9288551419973373,0.9733513593673706
D,0.6,722,1.68087733369785,1.6030521392822266,2.3631826639175415,2.659647965431212,3.8928585052490234,0.21010966671223125,0.20038151741027832,0.2953978329896927,0.3324559956789015,0.48660731315612793,0.7292443658650912,0.766651451587677,0.9030124962329864,0.9249942570924758,0.9799408912658691
D,0.8,722,1.8127992445412104,1.7546080946922302,2.479538893699646,2.7895466923713657,3.9037275314331055,0.2265999055676513,0.21932601183652878,0.30994236171245576,0.3486933365464207,0.4879659414291382,0.6786946932787793,0.7070223391056061,0.8717196702957153,0.8990904867649077,0.9619852900505066
D,1.0,722,1.896626422527424,1.8453582525253296,2.565119004249573,2.8397528290748597,4.601848602294922,0.237078302815928,0.2306697815656662,0.3206398755311966,0.35496910363435746,0.5752310752868652,0.6338358085113138,0.660244345664978,0.8572502076625824,0.888213837146759,0.9785972833633423
D,1.2,722,2.012046510988325,1.9566686153411865,2.7249271869659424,2.97817553281784,5.172170162200928,0.25150581387354065,0.24458357691764832,0.3406158983707428,0.37227194160223,0.646521270275116,0.5858593655219998,0.6116770505905151,0.8390356540679932,0.8759321033954618,0.9673033952713013
D,1.4000000000000001,722,2.0828419269947465,2.051175355911255,2.852578330039978,3.1970271229743954,4.4330363273620605,0.2603552408743433,0.25639691948890686,0.35657229125499723,0.3996283903717994,0.5541295409202576,0.5518215586421812,0.5768382847309113,0.8214490652084351,0.8640377849340438,0.9504653215408325
D,1.6,722,2.1527825425536347,2.0904884338378906,2.9964630365371705,3.2598088145256043,4.814384937286377,0.26909781781920433,0.26131105422973633,0.3745578795671463,0.40747610181570054,0.6017981171607971,0.5194628444749222,0.5506434738636017,0.8065970599651336,0.845082888007164,0.9579916596412659
D,1.8,722,2.1920115148591863,2.104185104370117,3.0371203660964965,3.3539661407470702,4.758663177490234,0.2740014393573983,0.26302313804626465,0.37964004576206206,0.4192457675933838,0.5948328971862793,0.49945904076479275,0.5165037512779236,0.8035016596317291,0.850216519832611,0.9432949423789978
D,2.0,722,2.2195369692060094,2.1442315578460693,3.1317030191421504,3.415062010288238,4.648265361785889,0.2774421211507512,0.26802894473075867,0.3914628773927688,0.42688275128602976,0.5810331702232361,0.48338230578354596,0.4971480667591095,0.7899947822093963,0.8432621270418167,0.9461754560470581
D,2.2,722,2.2579207426953514,2.17332661151886,3.1198714971542354,3.467217540740966,5.331087112426758,0.2822400928369189,0.2716658264398575,0.3899839371442794,0.43340219259262075,0.6663858890533447,0.45869238561482384,0.4739125072956085,0.779091066122055,0.8315523445606231,0.9479845762252808
D,2.4,722,2.2706037056413053,2.1943957805633545,3.1764779090881348,3.474009346961975,5.206457614898682,0.28382546320516316,0.2742994725704193,0.39705973863601685,0.43425116837024685,0.6508072018623352,0.444306402639315,0.46781639754772186,0.7674140274524689,0.8240242600440979,0.9552462697029114
D,2.6,722,2.307815872070862,2.219411015510559,3.2523527860641477,3.4939610719680783,5.334754467010498,0.28847698400885774,0.2774263769388199,0.40654409825801846,0.4367451339960098,0.6668443083763123,0.4302812143054164,0.44009681046009064,0.7626446127891541,0.8276147037744521,0.9574361443519592
D,2.8000000000000003,722,2.3234828322547956,2.248200535774231,3.2245496988296507,3.5278469085693356,5.161001205444336,0.29043535403184945,0.28102506697177887,0.40306871235370634,0.44098086357116695,0.645125150680542,0.4252025885546162,0.44371460378170013,0.7610111832618713,0.8235445022583008,0.9372131824493408
D,3.0,722,2.3204286816707937,2.225989818572998,3.2561635494232175,3.6395755529403675,5.1075358390808105,0.2900535852088492,0.27824872732162476,0.4070204436779022,0.45494694411754594,0.6384419798851013,0.425793360866196,0.4350198954343796,0.7607596337795257,0.8141785264015198,0.9333243370056152
D,3.2,722,2.354404164731007,2.267049551010132,3.339557862281799,3.6190269589424124,5.208553791046143,0.2943005205913759,0.2833811938762665,0.41744473278522487,0.45237836986780156,0.6510692238807678,0.405298588111817,0.42592254281044006,0.7562289416790008,0.8126072525978089,0.9316158294677734
D,3.4,722,2.3365220957515644,2.2456682920455933,3.250487232208252,3.6163298606872543,5.205465316772461,0.29206526196894556,0.28070853650569916,0.4063109040260315,0.4520412325859068,0.6506831645965576,0.4069250952579801,0.418871745467186,0.7402224361896514,0.8117651253938675,0.9377725124359131
D,3.6,722,2.370830678543556,2.3001348972320557,3.304357647895813,3.6436696767807004,5.190201759338379,0.2963538348179445,0.28751686215400696,0.4130447059869766,0.45545870959758755,0.6487752199172974,0.39546374168725545,0.4192209243774414,0.7439901649951934,0.7992317169904709,0.9386681318283081
D,3.8000000000000003,722,2.3774654670435305,2.2897067070007324,3.328993511199951,3.713826787471771,5.154753684997559,0.2971831833804413,0.28621333837509155,0.41612418889999386,0.46422834843397137,0.6443442106246948,0.3969383748429453,0.42106619477272034,0.7552531480789184,0.8244452774524684,0.9178597927093506
D,4.0,722,2.3910751469908,2.2992446422576904,3.3599679231643678,3.705091404914856,5.229500770568848,0.29888439337385,0.2874055802822113,0.41999599039554597,0.463136425614357,0.653687596321106,0.3921406314914035,0.40509186685085297,0.7391106426715851,0.8052963137626648,0.9489374160766602
D,4.2,722,2.4009544679332637,2.3282488584518433,3.3209612607955927,3.694637143611908,5.025578022003174,0.30011930849165797,0.2910311073064804,0.4151201575994491,0.4618296429514885,0.6281972527503967,0.38282125905172903,0.395736962556839,0.735978364944458,0.8034737080335616,0.933100700378418
D,4.4,722,2.3895596700857222,2.317141056060791,3.289928698539734,3.6759960532188396,5.0791497230529785,0.2986949587607153,0.2896426320075989,0.4112410873174667,0.45949950665235495,0.6348937153816223,0.38349621667342204,0.39255422353744507,0.7380992531776427,0.791762563586235,0.9366836547851562
D,4.6000000000000005,722,2.424155927513445,2.3148739337921143,3.3553911447525024,3.635534799098967,5.152778148651123,0.3030194909391806,0.2893592417240143,0.4194238930940628,0.45444184988737085,0.6440972685813904,0.37546681558666234,0.3859042227268219,0.7261963963508606,0.7906186759471893,0.9445371031761169
D,4.8,722,2.40902051569022,2.3246806859970093,3.3748007535934446,3.713624536991119,5.211824893951416,0.3011275644612775,0.29058508574962616,0.42185009419918057,0.46420306712388987,0.651478111743927,0.3820704787581323,0.4072638154029846,0.7368777096271515,0.823801988363266,0.9336791038513184
D,4.98,722,2.426377146528038,2.3559651374816895,3.367001843452453,3.745493233203887,5.012720584869385,0.30329714331600477,0.2944956421852112,0.4208752304315566,0.4681866541504859,0.6265900731086731,0.37243184064827095,0.37257665395736694,0.7351434350013732,0.7792457818984985,0.9245516061782837
D,5.0,722,2.4261927221620514,2.33438503742218,3.3887091875076294,3.7324584484100343,5.081971168518066,0.3032740902702564,0.2917981296777725,0.4235886484384537,0.4665573060512543,0.6352463960647583,0.3746073112537352,0.37788616120815277,0.7438152134418486,0.7934952318668361,0.9167156219482422
R13,0.0,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000112274676,1.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
R13,0.2,722,1.4831899307936514,1.4439928531646729,2.032796812057495,2.240085923671722,3.294498920440674,0.18539874134920642,0.1804991066455841,0.25409960150718686,0.28001074045896523,0.41181236505508423,0.7802447792029117,0.8044345676898956,0.9313483774662018,0.9482292324304581,0.9792612195014954
R13,0.4,722,1.6783225937563298,1.5755727291107178,2.4751061677932733,2.7929185867309565,4.343210220336914,0.20979032421954122,0.19694659113883972,0.30938827097415916,0.34911482334136956,0.5429012775421143,0.7157624831005229,0.7809001207351685,0.917422640323639,0.9372964411973953,0.9840964674949646
R13,0.5,722,1.7854607438776962,1.7100764513015747,2.536500334739685,2.790657472610473,4.102224349975586,0.22318259298471202,0.21375955641269684,0.31706254184246063,0.3488321840763091,0.5127780437469482,0.6751051912731761,0.7256209850311279,0.8955817878246307,0.9174096524715423,0.9759867191314697
R13,0.6,722,1.8281403921977966,1.7470732927322388,2.558548355102539,2.922020411491394,4.032683372497559,0.22851754902472457,0.21838416159152985,0.31981854438781737,0.36525255143642427,0.5040854215621948,0.6731240583965529,0.7099065780639648,0.8846700608730316,0.9188345521688459,0.9761373400688171
R13,0.8,722,1.9465912101671636,1.877196192741394,2.739974212646484,2.9750691890716534,4.034567356109619,0.24332390127089545,0.23464952409267426,0.3424967765808105,0.3718836486339567,0.5043209195137024,0.6172009790724514,0.6697424054145813,0.8652939915657043,0.8948090463876724,0.942574679851532
R13,1.0,722,2.027623356626965,1.9809595942497253,2.8465143203735352,3.1211446762084956,4.34475040435791,0.25345291957837063,0.24761994928121567,0.3558142900466919,0.39014308452606195,0.5430938005447388,0.5754148159292204,0.6213386058807373,0.845396763086319,0.8868603497743607,0.9715887904167175
R13,1.2,722,2.120165519354416,2.05951988697052,2.9710439205169674,3.320122444629669,4.904850006103516,0.265020689919302,0.257439985871315,0.3713804900646209,0.41501530557870864,0.6131062507629395,0.5429988412190212,0.5856162905693054,0.8346300303936005,0.878228884935379,0.9498921632766724
R13,1.4000000000000001,722,2.137467986576445,2.0276453495025635,3.0635746479034425,3.3305668473243712,4.709066867828369,0.2671834983220556,0.25345566868782043,0.3829468309879303,0.4163208559155464,0.5886333584785461,0.5340720819016864,0.5786812007427216,0.8372376978397369,0.8762954622507095,0.9456549286842346
R13,1.6,722,2.1831189216504137,2.1066418886184692,3.166362428665161,3.4305397033691403,5.3292717933654785,0.2728898652063017,0.26333023607730865,0.39579530358314513,0.42881746292114253,0.6661589741706848,0.5174465929769132,0.5666147768497467,0.8126364648342133,0.8555061131715774,0.9428032040596008
R13,1.8,722,2.212452194284534,2.097131133079529,3.128205895423889,3.4244621753692615,5.202921390533447,0.27655652428556676,0.2621413916349411,0.39102573692798615,0.4280577719211577,0.6503651738166809,0.5035576636517947,0.5480681657791138,0.8088053047657013,0.8500101029872893,0.9508794546127319
R13,2.0,722,2.2556902206505436,2.141835927963257,3.186714696884155,3.5307011246681212,5.073615074157715,0.28196127758131795,0.2677294909954071,0.3983393371105194,0.44133764058351516,0.6342018842697144,0.4804879607729057,0.523101270198822,0.8024410724639892,0.8407901585102079,0.9246589541435242
R13,2.2,722,2.3074457557908055,2.229755997657776,3.224455142021179,3.7038045883178707,5.780792713165283,0.2884307194738507,0.278719499707222,0.4030568927526474,0.46297557353973384,0.7225990891456604,0.4528625231129539,0.4906578063964844,0.7857350885868072,0.8389597833156586,0.961381196975708
R13,2.4,722,2.3496354308980325,2.255306601524353,3.3685713768005368,3.68085606098175,5.77086067199707,0.29370442886225406,0.28191332519054413,0.4210714221000671,0.4601070076227188,0.7213575839996338,0.42517958441749215,0.4729340970516205,0.7672735750675201,0.8275182157754897,0.9656581282615662
R13,2.6,722,2.399015708560759,2.2916572093963623,3.351167035102844,3.782762837409971,6.139552593231201,0.29987696357009486,0.2864571511745453,0.4188958793878555,0.4728453546762464,0.7674440741539001,0.40210340626620356,0.43513040244579315,0.7745054721832274,0.825158655643463,0.9174367785453796
R13,2.8000000000000003,722,2.433994906017985,2.3461239337921143,3.5005713939666747,3.8527639389038075,6.124312400817871,0.3042493632522481,0.2932654917240143,0.43757142424583434,0.48159549236297594,0.7655390501022339,0.3828313948089641,0.41477082669734955,0.7626564204692841,0.8254481345415116,0.9419179558753967
R13,3.0,722,2.4325318296034912,2.3232051134109497,3.4709864854812618,3.9057639479637136,5.763562202453613,0.3040664787004364,0.2904006391763687,0.4338733106851577,0.4882204934954642,0.7204452753067017,0.38334868056893123,0.42706604301929474,0.7584517121315001,0.8221867144107818,0.9011780619621277
R13,3.2,722,2.4690543472601765,2.359530210494995,3.5512945652008057,3.9132533788681028,6.049996376037598,0.30863179340752206,0.2949412763118744,0.4439118206501007,0.48915667235851285,0.7562495470046997,0.3597250202873211,0.4130774885416031,0.7437264740467071,0.8015257745981216,0.9105331301689148
R13,3.4,722,2.4669195661254206,2.3605971336364746,3.546832799911499,3.857607173919677,5.885830402374268,0.3083649457656776,0.2950746417045593,0.4433540999889374,0.48220089673995964,0.7357288002967834,0.3536415929498778,0.39453183114528656,0.7225480914115905,0.7987653374671935,0.9088298678398132
R13,3.6,722,2.4982783640850945,2.416327476501465,3.48408899307251,3.8684289932250953,5.718501091003418,0.3122847955106368,0.3020409345626831,0.43551112413406373,0.4835536241531369,0.7148126363754272,0.33939265260160734,0.37240125238895416,0.73143413066864,0.7944446712732313,0.9262531399726868
R13,3.8000000000000003,722,2.4985748947987596,2.4073606729507446,3.5312808036804197,4.039230358600613,5.783102035522461,0.31232186184984495,0.3009200841188431,0.44141010046005247,0.5049037948250766,0.7228877544403076,0.34416100104351355,0.3634347766637802,0.7439281344413756,0.7861237972974776,0.9273989796638489
R13,4.0,722,2.5242398695767423,2.4317662715911865,3.5957077026367186,3.9990589976310726,5.537069797515869,0.3155299836970928,0.3039707839488983,0.4494634628295898,0.4998823747038841,0.6921337246894836,0.3324803002818792,0.3704194873571396,0.7260994613170624,0.7870000958442687,0.933481752872467
R13,4.2,722,2.5341843776920827,2.4182711839675903,3.5713767290115355,3.9604848504066457,5.5778398513793945,0.31677304721151034,0.3022838979959488,0.44642209112644193,0.4950606063008307,0.6972299814224243,0.32084268898606977,0.3519238978624344,0.7039385139942169,0.782211023569107,0.9430685639381409
R13,4.4,722,2.5285144010739313,2.4468915462493896,3.536383557319641,3.9417227506637564,5.351635932922363,0.3160643001342414,0.3058614432811737,0.4420479446649551,0.49271534383296955,0.6689544916152954,0.32000746089743237,0.3352646976709366,0.7076263666152954,0.769485333561897,0.9661862850189209
R13,4.6000000000000005,722,2.56361830795901,2.441648483276367,3.61075177192688,3.974987816810608,5.396646022796631,0.3204522884948762,0.3052060604095459,0.45134397149086,0.496873477101326,0.6745807528495789,0.3086409133796418,0.3329429030418396,0.7075121223926544,0.7688633829355238,0.9646415114402771
R13,4.8,722,2.5477506634766374,2.44097101688385,3.6377568721771234,4.005007779598234,5.4511027336120605,0.31846883293457967,0.30512137711048126,0.4547196090221404,0.5006259724497792,0.6813878417015076,0.3159455379030675,0.3503250926733017,0.7260287582874299,0.7838876485824584,0.9175889492034912
R13,4.98,722,2.559717080929933,2.441023588180542,3.6791619539260862,4.111587762832639,5.44514799118042,0.3199646351162416,0.30512794852256775,0.4598952442407608,0.5139484703540799,0.6806434988975525,0.3102681137026387,0.3403235822916031,0.7000271379947662,0.7668325275182721,0.8946157097816467
R13,5.0,722,2.558000172769594,2.4460549354553223,3.645700359344482,4.102106475830078,5.37330436706543,0.31975002159619925,0.3057568669319153,0.45571254491806024,0.5127633094787597,0.6716630458831787,0.31381002722219037,0.3311499208211899,0.6982827246189117,0.7804059088230133,0.9153566956520081
R26,0.0,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000112274676,1.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
R26,0.2,722,1.3784629218383508,1.344898760318756,1.880022585391998,2.088564956188201,3.521348714828491,0.17230786522979386,0.1681123450398445,0.23500282317399976,0.2610706195235251,0.4401685893535614,0.8114417787303327,0.8409930169582367,0.9387885928153992,0.9522980481386184,0.9850970506668091
R26,0.4,722,1.553186768970331,1.5208203792572021,2.2271771907806395,2.4262615919113153,3.8256990909576416,0.19414834612129137,0.19010254740715027,0.27839714884757993,0.3032826989889144,0.4782123863697052,0.7605066712832187,0.7993634343147278,0.9292086899280548,0.945254784822464,0.9784765243530273
R26,0.5,722,1.6014867916992166,1.529861867427826,2.219238781929016,2.4632665395736684,3.389188289642334,0.20018584896240207,0.19123273342847824,0.277404847741127,0.30790831744670855,0.42364853620529175,0.7470214006870242,0.7877430319786072,0.9073221385478973,0.932524660229683,0.9724872708320618
R26,0.6,722,1.670039775546568,1.5939279198646545,2.3779043197631835,2.6755671977996824,3.8456594944000244,0.208754971943321,0.19924098998308182,0.29723803997039794,0.3344458997249603,0.48070743680000305,0.732967590276117,0.7687014043331146,0.9082055270671844,0.926189762353897,0.9811702370643616
R26,0.8,722,1.7985787335525258,1.7235705256462097,2.4898792028427126,2.8133244991302466,3.9858357906341553,0.22482234169406573,0.21544631570577621,0.3112349003553391,0.35166556239128083,0.4982294738292694,0.6842014620240541,0.7156683802604675,0.8720047295093536,0.8981731563806533,0.9643590450286865
R26,1.0,722,1.8757640730971445,1.8060492277145386,2.585051131248474,2.8476834297180162,4.602540969848633,0.23447050913714307,0.22575615346431732,0.32313139140605923,0.35596042871475203,0.5753176212310791,0.6425546137016225,0.6696872115135193,0.8590086579322815,0.8929675251245497,0.979509711265564
R26,1.2,722,1.9875160593570433,1.937979280948639,2.7342516660690306,2.962336993217468,4.8879899978637695,0.24843950741963042,0.24224741011857986,0.3417814582586288,0.3702921241521835,0.6109987497329712,0.596289376122619,0.6256285607814789,0.8418336987495422,0.8766750514507293,0.9794568419456482
R26,1.4000000000000001,722,2.060752043185802,2.0193064212799072,2.864969134330749,3.172865808010101,4.379497528076172,0.25759400539822525,0.2524133026599884,0.35812114179134363,0.3966082260012626,0.5474371910095215,0.5616510427180276,0.5926334857940674,0.818590986728668,0.8755707770586012,0.9515537619590759
R26,1.6,722,2.127013530840174,2.063536047935486,3.003410887718201,3.254483079910276,4.859809875488281,0.26587669135502173,0.25794200599193573,0.3754263609647751,0.4068103849887845,0.6074762344360352,0.5321600190318677,0.5627362430095673,0.8106617093086242,0.8535642802715299,0.9698767066001892
R26,1.8,722,2.1686207757762266,2.0825538635253906,3.0517933368682857,3.313863551616666,4.800730228424072,0.2710775969720283,0.26031923294067383,0.3814741671085357,0.41423294395208327,0.600091278553009,0.5101651457649329,0.5299841463565826,0.806098860502243,0.849259540438652,0.9531564116477966
R26,2.0,722,2.197560650902772,2.133082389831543,3.1334616899490353,3.44460117816925,4.7271409034729,0.2746950813628465,0.26663529872894287,0.3916827112436294,0.43057514727115626,0.5908926129341125,0.4927496166398021,0.5004258453845978,0.7992578923702239,0.8404835790395736,0.9502609968185425
R26,2.2,722,2.2268569313423123,2.137444019317627,3.0963168144226074,3.503270089626312,5.328237056732178,0.27835711641778904,0.26718050241470337,0.3870396018028259,0.437908761203289,0.6660296320915222,0.4726445002473602,0.5094042420387268,0.7845351457595825,0.8400635570287703,0.9434681534767151
R26,2.4,722,2.2411490646590817,2.181625485420227,3.155172252655029,3.4259256720542903,5.197734355926514,0.2801436330823852,0.2727031856775284,0.39439653158187865,0.4282407090067863,0.6497167944908142,0.45861756450166397,0.4857410341501236,0.7815137684345245,0.8346740573644638,0.9462138414382935
