mode,horizon_s,target,rmse,normalized_rmse,r2
teacher,1.6,recent_command_mean,0.24088109282437112,0.8551676439540666,-0.2244354824318422
teacher,1.6,within_log_phase,0.6338351579321106,0.8965170946542222,0.19603274931080483
teacher,1.8,phase_relative,0.10678552819513698,0.15101754482329244,0.9771045141884636
teacher,1.8,frequency,0.0681184225659366,0.12487027585810455,0.9772172877303191
teacher,1.8,body_rate,0.15466077964436117,0.24996945764537712,0.8876406771673644
teacher,1.8,recent_delta_omega,0.3631795019279737,0.5825675586576086,0.5475387383241315
teacher,1.8,recent_command_mean,0.24093976434701447,0.8550081955395485,-0.23973277311438324
teacher,1.8,within_log_phase,0.6307711142833606,0.8921894001265902,0.2040510517465135
teacher,2.0,phase_relative,0.10438332341970333,0.14762031419213564,0.9779829894778385
teacher,2.0,frequency,0.06322733096561312,0.1159042438454216,0.9806582134284791
teacher,2.0,body_rate,0.15038161539077816,0.2434634077494281,0.8914329242773512
teacher,2.0,recent_delta_omega,0.3492982724261212,0.5731235620127693,0.5633224622030966
teacher,2.0,recent_command_mean,0.24101771484532275,0.8534026007439419,-0.24136384793507437
teacher,2.0,within_log_phase,0.6274433782081752,0.8874832346423428,0.2115139322232653
teacher,2.2,phase_relative,0.10551193279978373,0.14921640891138283,0.9774014185152771
teacher,2.2,frequency,0.06845784549738852,0.12549248396989604,0.9763356308739655
teacher,2.2,body_rate,0.1412132903797788,0.23063903433389293,0.8999791715294496
teacher,2.2,recent_delta_omega,0.341875783365183,0.5645617852901794,0.5585318008778168
teacher,2.2,recent_command_mean,0.24044646678375484,0.8530871791029375,-0.2238026990284505
teacher,2.2,within_log_phase,0.6299318279725904,0.8910191823967586,0.20621516446915167
teacher,2.4,phase_relative,0.10675961814611004,0.15098090247992968,0.9768606205819534
teacher,2.4,frequency,0.06835223550825026,0.12529888658492574,0.97678596123358
teacher,2.4,body_rate,0.1509249295096811,0.24426309099465796,0.8873075078581271
teacher,2.4,recent_delta_omega,0.3463181090037323,0.560222159320584,0.56808354141195
teacher,2.4,recent_command_mean,0.24347014268302855,0.863532978992438,-0.25473900649016157
teacher,2.4,within_log_phase,0.6323811252849508,0.8944776595848106,0.1995348195982385
teacher,2.6,phase_relative,0.10234165339329508,0.14473295670148345,0.9788360945864317
teacher,2.6,frequency,0.06947325873121672,0.12735387367684886,0.9763566178342004
teacher,2.6,body_rate,0.14559989702086512,0.23940935610722,0.8986673018235463
teacher,2.6,recent_delta_omega,0.3427405020644354,0.56495433724294,0.5678478392503234
teacher,2.6,recent_command_mean,0.23863163838757182,0.846779672539558,-0.22024451525567534
teacher,2.6,within_log_phase,0.638016046687675,0.9024329191733232,0.18545693393287432
teacher,2.8000000000000003,phase_relative,0.11374133696482541,0.16085454409101257,0.9740223936106255
teacher,2.8000000000000003,frequency,0.06938136506446524,0.127185420164794,0.9772268241026851
teacher,2.8000000000000003,body_rate,0.1529274656447775,0.24719125423492233,0.8904852408767908
teacher,2.8000000000000003,recent_delta_omega,0.35798814792330147,0.5717479326331005,0.5562945234825036
teacher,2.8000000000000003,recent_command_mean,0.24114632347782378,0.854890049044661,-0.26870197101810667
teacher,2.8000000000000003,within_log_phase,0.6335075564831961,0.8960562074067387,0.1971560227586534
teacher,3.0,phase_relative,0.10730506249261454,0.15175227728547758,0.9769474213666973
teacher,3.0,frequency,0.06640050514841958,0.12172110102776922,0.9792144795447743
teacher,3.0,body_rate,0.1472301363321099,0.23964988266077902,0.895202303076952
teacher,3.0,recent_delta_omega,0.3430528737873191,0.5657585097574553,0.580000442098607
teacher,3.0,recent_command_mean,0.2403379326551677,0.8506676485673504,-0.26499147780975085
teacher,3.0,within_log_phase,0.631196924744175,0.8927953975368267,0.20222376180638202
teacher,3.2,phase_relative,0.10929294812982952,0.15456357216218697,0.9761037032925906
teacher,3.2,frequency,0.0688780688765475,0.12626281022380795,0.9766986170503436
teacher,3.2,body_rate,0.1426865662242434,0.2329952609255511,0.897851808108042
teacher,3.2,recent_delta_omega,0.3484230604848795,0.568778406992828,0.5431436156839804
teacher,3.2,recent_command_mean,0.23868066444823285,0.8468739029273366,-0.23826564389615656
teacher,3.2,within_log_phase,0.6293474141808825,0.8901958651069336,0.20769845582566882
teacher,3.4,phase_relative,0.10865717334298107,0.15366445082062322,0.9763327973348879
teacher,3.4,frequency,0.06841657819275142,0.1254168354225597,0.9774927176754491
teacher,3.4,body_rate,0.15004466893959528,0.24224268782700184,0.8871817951706923
teacher,3.4,recent_delta_omega,0.34567824584552076,0.5539015648755924,0.5646178910411721
teacher,3.4,recent_command_mean,0.242073626834998,0.8580090482592044,-0.27501743259347955
teacher,3.4,within_log_phase,0.6320286381593847,0.8939800462482798,0.20023496036497734
teacher,3.6,phase_relative,0.1070376177691407,0.15137405332388273,0.9770388165525404
teacher,3.6,frequency,0.07020621024820545,0.12869747287761435,0.9763455426668168
teacher,3.6,body_rate,0.14894025232479688,0.24493890700289941,0.8936909310025123
teacher,3.6,recent_delta_omega,0.3444358786838578,0.5693857407656107,0.556971756073437
teacher,3.6,recent_command_mean,0.23779297569039493,0.8438001441329257,-0.24574765621468253
teacher,3.6,within_log_phase,0.6360971857412837,0.89972035526363,0.19006331543334365
teacher,3.8000000000000003,phase_relative,0.10820586276273664,0.1530262012662759,0.9765630707682518
teacher,3.8000000000000003,frequency,0.06903947591457868,0.1265586911412629,0.9778087002839795
teacher,3.8000000000000003,body_rate,0.15082215764273255,0.24505557074672993,0.8918534037110541
teacher,3.8000000000000003,recent_delta_omega,0.35654694921603525,0.5772852202050389,0.5580431607937945
teacher,3.8000000000000003,recent_command_mean,0.2378325500308662,0.8443339485899737,-0.2678803433023216
teacher,3.8000000000000003,within_log_phase,0.631152002000341,0.8927151323560272,0.2031826179689007
teacher,4.0,phase_relative,0.10712027388400368,0.15149094672453556,0.9770477056343889
teacher,4.0,frequency,0.06768854132970882,0.12408224544677159,0.9788481601909071
teacher,4.0,body_rate,0.14839513115176295,0.24095970193688726,0.8950556159362538
teacher,4.0,recent_delta_omega,0.3451085793983214,0.5623504400141429,0.5804743968021973
teacher,4.0,recent_command_mean,0.2396914668752088,0.8469743524862589,-0.29176636582977333
teacher,4.0,within_log_phase,0.6320114746101443,0.8939569782242348,0.2004192079448398
teacher,4.2,phase_relative,0.11051321583082363,0.15628929132419309,0.9755469669910724
teacher,4.2,frequency,0.06920046750641254,0.12685381048968394,0.9769796937223595
teacher,4.2,body_rate,0.14526029419461423,0.23589797005949983,0.8938373961638495
teacher,4.2,recent_delta_omega,0.350496099392242,0.568903017632265,0.5378824217739477
teacher,4.2,recent_command_mean,0.23739253009276978,0.8409948480807298,-0.25788658466444714
teacher,4.2,within_log_phase,0.6288725549514359,0.8895188706785238,0.20901695443955726
teacher,4.4,phase_relative,0.10925417109303312,0.15450873314990235,0.9760844421942487
teacher,4.4,frequency,0.06759802542586245,0.12391631756034849,0.9784274814757761
teacher,4.4,body_rate,0.15207048803298176,0.2452570299283074,0.8853703459319808
teacher,4.4,recent_delta_omega,0.34704325834429456,0.5575962485918787,0.560661476259869
teacher,4.4,recent_command_mean,0.23981370438659502,0.8499432698219268,-0.28503237223632505
teacher,4.4,within_log_phase,0.628741624104844,0.8893233744624327,0.20817798971024792
teacher,4.6000000000000005,phase_relative,0.10885855469422978,0.15394924706364227,0.9762827001641831
teacher,4.6000000000000005,frequency,0.07137723824822724,0.1308441254848256,0.9763865036418388
teacher,4.6000000000000005,body_rate,0.15043699272754565,0.24777645875343177,0.8922028517278473
teacher,4.6000000000000005,recent_delta_omega,0.34248147046843513,0.5672067805823913,0.563122396058908
teacher,4.6000000000000005,recent_command_mean,0.23649931294039733,0.8390631174998375,-0.25955354243942463
teacher,4.6000000000000005,within_log_phase,0.6365183969719147,0.9003226799580677,0.18874677897304837
teacher,4.8,phase_relative,0.10955638033207987,0.15493612156175116,0.9759087186749679
teacher,4.8,frequency,0.06893233487121944,0.1263622871269591,0.9795144113698258
teacher,4.8,body_rate,0.1539711304571236,0.24895130401788038,0.8855760348093128
teacher,4.8,recent_delta_omega,0.3562199291433252,0.5751795111157998,0.5558295325695876
teacher,4.8,recent_command_mean,0.23792227641432892,0.8428947337631736,-0.28829704286138735
teacher,4.8,within_log_phase,0.6319218487343417,0.8938037077640805,0.20131491754072084
teacher,4.98,phase_relative,0.10714612628838543,0.1515275075460579,0.9769233457534701
teacher,4.98,frequency,0.07330179291554298,0.13437209432437258,0.9764973838728918
teacher,4.98,body_rate,0.1492277659437287,0.24281950948357955,0.8909676864913276
teacher,4.98,recent_delta_omega,0.34938050227157585,0.5794835580602276,0.5334316915536645
teacher,4.98,recent_command_mean,0.23954914609355188,0.8473121415890291,-0.3026695187661961
teacher,4.98,within_log_phase,0.6304590562209424,0.8917605952636491,0.20448310237936929
teacher,5.0,phase_relative,0.10630102350719066,0.15033235171083884,0.977294998106607
teacher,5.0,frequency,0.0710909628957981,0.13031934406912857,0.9776464295975177
teacher,5.0,body_rate,0.15338518177331598,0.2491774807268609,0.8889924194589993
teacher,5.0,recent_delta_omega,0.3547528807366182,0.5808733565317342,0.5509557557274181
teacher,5.0,recent_command_mean,0.23832617920961596,0.8436499372828973,-0.28945087873984
teacher,5.0,within_log_phase,0.6304188066258879,0.8917116947379902,0.20441453113786556
B,0.0,phase_relative,0.10795458108958642,0.1526708353100492,-16828652638960.36
B,0.0,frequency,0.06507228489338353,0.11928629377006839,0.9785188889043599
B,0.0,body_rate,0.13575090456239594,0.22407050974940795,0.91316783179067
B,0.0,recent_delta_omega,0.3293214756975644,0.5539263205617425,0.6177755708839565
B,0.0,recent_command_mean,0.24502385606730015,0.8702826753055707,-0.24771576444121646
B,0.0,within_log_phase,0.6258422053245009,0.8852117574807375,0.21588448917164527
B,0.2,phase_relative,0.10721542084978138,0.15162550485625992,0.9051615283137152
B,0.2,frequency,0.07179772514181332,0.13161493479630057,0.9723582229958865
B,0.2,body_rate,0.1411014756614018,0.23485255785197695,0.902674952715589
B,0.2,recent_delta_omega,0.35500114908773633,0.5878338922766516,0.5273697587234965
B,0.2,recent_command_mean,0.23855602308259471,0.852754701723143,-0.1702600165861523
B,0.2,within_log_phase,0.6276439259160584,0.8877820162278024,0.21207278458910184
B,0.4,phase_relative,0.10831504324111092,0.1531806057821817,0.9641534487197743
B,0.4,frequency,0.06654185756770613,0.12198021911836264,0.9769795884956626
B,0.4,body_rate,0.15970854368407067,0.2538666887486093,0.8766688357354128
B,0.4,recent_delta_omega,0.3578121436941318,0.5797065988247387,0.5419320191851745
B,0.4,recent_command_mean,0.24058471872926404,0.8593129819670233,-0.18739722032670958
B,0.4,within_log_phase,0.6267156047183728,0.8864740461106649,0.21373419026957885
B,0.5,phase_relative,0.10649646457250042,0.15060874712077485,0.971759627922341
B,0.5,frequency,0.06762279336094906,0.123961720533145,0.9766935933311268
B,0.5,body_rate,0.14384322690496038,0.23595274257827467,0.9029898510023163
B,0.5,recent_delta_omega,0.3532695746760706,0.5751998691815563,0.5511161829246062
B,0.5,recent_command_mean,0.2421544492574916,0.8629551190239705,-0.20672964990652143
B,0.5,within_log_phase,0.6289575154441582,0.8896382191215315,0.20880709626538485
B,0.6,phase_relative,0.10310740496512107,0.14581589297830191,0.9763860836418379
B,0.6,frequency,0.06836854107111853,0.12532877688562105,0.9759085444520696
B,0.6,body_rate,0.14923257880402632,0.24333033591871472,0.8936117899265927
B,0.6,recent_delta_omega,0.342900326957173,0.5662214549965212,0.5644751301440609
B,0.6,recent_command_mean,0.24177314403446198,0.8630357031372874,-0.21141116277300553
B,0.6,within_log_phase,0.6316697285123156,0.8934463332967344,0.20150960851180766
B,0.8,phase_relative,0.11166631114775492,0.15792001438801487,0.9745202022716872
B,0.8,frequency,0.06816102900152503,0.12494837921347962,0.976798167522713
B,0.8,body_rate,0.1518209522972991,0.24668700325587012,0.890576946395651
B,0.8,recent_delta_omega,0.35301960808050725,0.5732657474640324,0.565378464583272
B,0.8,recent_command_mean,0.24281362521236596,0.8658179061489336,-0.23695721442137319
B,0.8,within_log_phase,0.6330074407887235,0.8953585557752461,0.19839078424260093
B,1.0,phase_relative,0.10015060963416517,0.14163435284853862,0.9798463900560686
B,1.0,frequency,0.0663407082936428,0.12161148531046169,0.9779667657516798
B,1.0,body_rate,0.14712208231708207,0.23940808026168256,0.8961159748562825
B,1.0,recent_delta_omega,0.34446451164500536,0.5724887356668334,0.5796166850019908
B,1.0,recent_command_mean,0.24129666329338167,0.8606386539773524,-0.2260074504872991
B,1.0,within_log_phase,0.6262477884794279,0.8857908043653272,0.2147260515781737
B,1.2,phase_relative,0.10411794376262708,0.14724501067549742,0.9783052535026565
B,1.2,frequency,0.06714506789409784,0.12308598518016595,0.9767021541091637
B,1.2,body_rate,0.14159321298140273,0.23182119639461285,0.9003961118922219
B,1.2,recent_delta_omega,0.3471145065928882,0.5707323090700337,0.5464261406877615
B,1.2,recent_command_mean,0.23853085369783253,0.853385833002393,-0.19114931126747958
B,1.2,within_log_phase,0.6222242593611459,0.8801118804509114,0.2256476268719403
B,1.4000000000000001,phase_relative,0.10524721625101746,0.14884204317152597,0.9778458203302997
B,1.4000000000000001,frequency,0.06633229820972383,0.12159606848988079,0.9775255188914427
B,1.4000000000000001,body_rate,0.15060874217206957,0.24329390272415108,0.8888723792523465
B,1.4000000000000001,recent_delta_omega,0.34292685223836594,0.5574163185572328,0.579834067573239
B,1.4000000000000001,recent_command_mean,0.24303455203785848,0.8628104939196811,-0.23663931733342025
B,1.4000000000000001,within_log_phase,0.628868883209305,0.889511506017368,0.20824192435065936
B,1.6,phase_relative,0.10459764004831269,0.14792340368014426,0.9781023421414855
B,1.6,frequency,0.06868893723277557,0.12591610635660616,0.9763104290117401
B,1.6,body_rate,0.14631981311644876,0.23978173295523358,0.8977078380623432
B,1.6,recent_delta_omega,0.34078361951522557,0.5670437912174114,0.5694837289262948
B,1.6,recent_command_mean,0.24082239761166904,0.8550910556710969,-0.2238388416230337
B,1.6,within_log_phase,0.6320263852525742,0.8939577358319292,0.2006147579498625
B,1.8,phase_relative,0.10618833529087096,0.15017298650427247,0.9773598819155419
B,1.8,frequency,0.06753829180004918,0.12380681775027745,0.9776036933666711
B,1.8,body_rate,0.1560549044543501,0.252149007105351,0.8856059154657039
B,1.8,recent_delta_omega,0.36360576226361824,0.5835687240919208,0.5464760160564341
B,1.8,recent_command_mean,0.24079796003498258,0.8547923211131987,-0.23827392118619284
B,1.8,within_log_phase,0.6299202322014598,0.8909861776340293,0.20619700258976592
B,2.0,phase_relative,0.10452547336650263,0.14782134457823032,0.977922982806139
B,2.0,frequency,0.06292450145708939,0.11534911642404409,0.9808430460585356
B,2.0,body_rate,0.15195835707206518,0.24587876534851694,0.8891443512961339
B,2.0,recent_delta_omega,0.3506764931509796,0.5752767134783991,0.5598696803732013
B,2.0,recent_command_mean,0.24083745652223873,0.8528844774595716,-0.23950769816776973
B,2.0,within_log_phase,0.6269076346217632,0.8867254351533975,0.2128598576843489
B,2.2,phase_relative,0.10528825282369525,0.14890007765015342,0.9774971326590415
B,2.2,frequency,0.06781075573911756,0.12430628097845073,0.9767808858701064
B,2.2,body_rate,0.14239337984111256,0.232376003806589,0.8983004808648609
B,2.2,recent_delta_omega,0.3423540995964255,0.565505430305498,0.5572956260284245
B,2.2,recent_command_mean,0.2397948949655644,0.8511182924355506,-0.21717906298295464
B,2.2,within_log_phase,0.6275386051181918,0.8876341210808155,0.21223516621938465
B,2.4,phase_relative,0.10648385665680243,0.15059091683509634,0.9769800048360816
B,2.4,frequency,0.06707467501630182,0.12295694552044212,0.9776456310988193
B,2.4,body_rate,0.15230349331089024,0.2466056755499788,0.8852394161309725
B,2.4,recent_delta_omega,0.34680403513670127,0.5619639189844423,0.5668706291664376
B,2.4,recent_command_mean,0.24358402241008306,0.8638110430582842,-0.25591305396263575
B,2.4,within_log_phase,0.6318150291250653,0.8936762029866849,0.2009673020843462
B,2.6,phase_relative,0.1019732601577065,0.14421196998251123,0.9789881852901142
B,2.6,frequency,0.06896208016880569,0.1264168142779876,0.9767032699550888
B,2.6,body_rate,0.14771507923892893,0.24230064331123904,0.8957017228356202
B,2.6,recent_delta_omega,0.34419189947576945,0.5670929341721125,0.5641800347616146
B,2.6,recent_command_mean,0.23868090491294608,0.8470523960887418,-0.22074841669563172
B,2.6,within_log_phase,0.6362053182324131,0.8998711885366298,0.19007381892875952
B,2.8000000000000003,phase_relative,0.11344375182824236,0.16043369514769368,0.9741581478914906
B,2.8000000000000003,frequency,0.06906225773799916,0.1266004533029206,0.9774358247594813
B,2.8000000000000003,body_rate,0.1541226728748876,0.24913406321178921,0.8887667225067919
B,2.8000000000000003,recent_delta_omega,0.3581713136745812,0.5724315259978902,0.5558403607462759
B,2.8000000000000003,recent_command_mean,0.24093742590736786,0.8542816001564858,-0.26650484885206027
B,2.8000000000000003,within_log_phase,0.6321720203545882,0.8941666016381533,0.20053750388666647
B,3.0,phase_relative,0.10737244968251719,0.15184757716499914,0.9769184584037574
B,3.0,frequency,0.06569893522889199,0.120435028536875,0.9796513876228471
B,3.0,body_rate,0.14860240375937048,0.2419483739169943,0.8932396524046148
B,3.0,recent_delta_omega,0.3437860139154091,0.567565907908935,0.5782033572735108
B,3.0,recent_command_mean,0.24000188210535883,0.8496153775491646,-0.26145642298197447
B,3.0,within_log_phase,0.6303372984399802,0.8915799130213227,0.20439526304302003
B,3.2,phase_relative,0.10892828852713092,0.15404786559757508,0.9762628988657989
B,3.2,frequency,0.0678549787744952,0.1243873477797488,0.9773856968014558
B,3.2,body_rate,0.14362402712228556,0.23466029093412852,0.8965051570105473
B,3.2,recent_delta_omega,0.34820172328439475,0.5688698717692697,0.5437238711627939
B,3.2,recent_command_mean,0.23820254505840122,0.8454677914245061,-0.23330968454778778
B,3.2,within_log_phase,0.6273381133110093,0.8873544177088104,0.21274950020060246
B,3.4,phase_relative,0.1084609173909179,0.15338690298676902,0.9764182152510195
B,3.4,frequency,0.06726191235309013,0.12330017686689705,0.9782460171779273
B,3.4,body_rate,0.15107745348104423,0.24403233406710173,0.8856233539119825
B,3.4,recent_delta_omega,0.34537181074008,0.5549121366624087,0.5653894595673203
B,3.4,recent_command_mean,0.24218467391371193,0.8584546539500046,-0.27618748517898495
B,3.4,within_log_phase,0.6311726775788613,0.8927680041362313,0.20239974768394697
B,3.6,phase_relative,0.10664259343374906,0.1508154045417436,0.9772079811789558
B,3.6,frequency,0.06976439866883141,0.12788757253471758,0.9766423235169167
B,3.6,body_rate,0.15126455785008072,0.24805538329453333,0.8903470023269499
B,3.6,recent_delta_omega,0.3467630356587315,0.5721530053134372,0.5509649533034339
B,3.6,recent_command_mean,0.2380098284319315,0.8446519060000738,-0.24802078451958143
B,3.6,within_log_phase,0.634190944496848,0.8970237264645968,0.19491044047727757
B,3.8000000000000003,phase_relative,0.1080679014477028,0.1528310945001331,0.9766227963362781
B,3.8000000000000003,frequency,0.06880479704520791,0.12612849305310211,0.9779593091301906
B,3.8000000000000003,body_rate,0.1521414257628464,0.24719459519785245,0.8899531742228396
B,3.8000000000000003,recent_delta_omega,0.35660442975695955,0.578036748779189,0.5579006495986842
B,3.8000000000000003,recent_command_mean,0.23759493837229903,0.843774259635724,-0.26534820327755204
B,3.8000000000000003,within_log_phase,0.6297252173935666,0.8906970861984717,0.20678112275449234
B,4.0,phase_relative,0.10660711817955273,0.15076523495527192,0.9772670831449224
B,4.0,frequency,0.06667399783359221,0.1222224500866031,0.9794774732032748
B,4.0,body_rate,0.1501564349677393,0.24379942916379563,0.8925496594316733
B,4.0,recent_delta_omega,0.3468791497786935,0.564872259801731,0.5761586242709349
B,4.0,recent_command_mean,0.23918948243295984,0.8454695761747331,-0.28636135406089847
B,4.0,within_log_phase,0.631479616621558,0.8932048215333067,0.20176438762091242
B,4.2,phase_relative,0.11012094111403808,0.15573453109004462,0.9757202545427979
B,4.2,frequency,0.06853099968723224,0.12562658548783887,0.9774229510461231
B,4.2,body_rate,0.14632277527332505,0.2378222494241686,0.8922787008449938
B,4.2,recent_delta_omega,0.35058417478984394,0.5695660771519061,0.5376501435639016
B,4.2,recent_command_mean,0.2369389224393477,0.8396860949899312,-0.2530840591147958
B,4.2,within_log_phase,0.6269723798655905,0.8868309143128649,0.2137897356784325
B,4.4,phase_relative,0.10863455392266332,0.15363246212908938,0.976354939325573
B,4.4,frequency,0.06629973444388348,0.12153637470558144,0.9792481696623531
B,4.4,body_rate,0.1537002261972743,0.2478109106704906,0.8829002101559515
B,4.4,recent_delta_omega,0.34773880745102886,0.5591266927780414,0.5588986542725194
B,4.4,recent_command_mean,0.23990422239813394,0.8503011872860007,-0.286002629776013
B,4.4,within_log_phase,0.6272412768393395,0.8871995992873047,0.21195248304268022
B,4.6000000000000005,phase_relative,0.10816685224053225,0.15297103205575502,0.9765831486444735
B,4.6000000000000005,frequency,0.07102031681831301,0.13018984026015062,0.9766220714672147
B,4.6000000000000005,body_rate,0.1525475624328759,0.2506903595765762,0.8891569339462709
B,4.6000000000000005,recent_delta_omega,0.34405103141007437,0.5698364025854021,0.5591088808975555
B,4.6000000000000005,recent_command_mean,0.23676847151961103,0.8399940848430275,-0.26242215593273777
B,4.6000000000000005,within_log_phase,0.6349169881906117,0.8980568530470132,0.19282368792943783
B,4.8,phase_relative,0.10907207485794393,0.1542512101801748,0.9761212439628292
B,4.8,frequency,0.0691693105815224,0.1267966956350034,0.9793733184711243
B,4.8,body_rate,0.15560548376333908,0.251438152367809,0.883133996408958
B,4.8,recent_delta_omega,0.35662557700938735,0.5762919361316938,0.5548173523050313
B,4.8,recent_command_mean,0.2375623514701343,0.8419921645718083,-0.2844021615857124
B,4.8,within_log_phase,0.6302548409645157,0.8914456128972765,0.20552321673963103
B,4.98,phase_relative,0.10651324721897627,0.15063248136743973,0.9771951539681101
B,4.98,frequency,0.07255927139160426,0.13301095200732818,0.9769711188358425
B,4.98,body_rate,0.15031182315860767,0.24502473059175517,0.8893778136649315
B,4.98,recent_delta_omega,0.3494281639799313,0.5797447223527463,0.5333043864562614
B,4.98,recent_command_mean,0.23917313907519347,0.8460652155529251,-0.29858327196822554
B,4.98,within_log_phase,0.6296835539066056,0.8906638482037371,0.20643896537058803
B,5.0,phase_relative,0.10551993158235853,0.14922772089837616,0.9776274415102894
B,5.0,frequency,0.07042526014740788,0.12909902095095124,0.9780631115457988
B,5.0,body_rate,0.1548317306360549,0.2518259074641576,0.8868887601806019
B,5.0,recent_delta_omega,0.3558642242937467,0.5824284348543011,0.5481378837017807
B,5.0,recent_command_mean,0.23799363872465115,0.8425707187925455,-0.28585500463285185
B,5.0,within_log_phase,0.6298986951834362,0.8909766500275285,0.20572674583251915
D,0.0,phase_relative,0.10795458108958642,0.1526708353100492,-16828652638960.36
D,0.0,frequency,0.06507228489338353,0.11928629377006839,0.9785188889043599
D,0.0,body_rate,0.13575090456239594,0.22407050974940795,0.91316783179067
