mode,horizon_s,n,knn_mean,knn_median,knn_p90,knn_p95,knn_max,mahalanobis_mean,mahalanobis_median,mahalanobis_p90,mahalanobis_p95,mahalanobis_max,knn_outside_train_p99_mean,knn_outside_train_p99_median,knn_outside_train_p99_p90,knn_outside_train_p99_p95,knn_outside_train_p99_max,knn_outside_leave_log_p99_mean,knn_outside_leave_log_p99_median,knn_outside_leave_log_p99_p90,knn_outside_leave_log_p99_p95,knn_outside_leave_log_p99_max,mahalanobis_outside_train_p99_mean,mahalanobis_outside_train_p99_median,mahalanobis_outside_train_p99_p90,mahalanobis_outside_train_p99_p95,mahalanobis_outside_train_p99_max
R13,4.6000000000000005,722,0.3653755106465308,0.3642140030860901,0.4264301627874374,0.44693862944841384,0.5975228548049927,0.5214922560631734,0.4923388659954071,0.6554013729095458,0.7594818085432045,1.3155485391616821,0.5277008310249307,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,4.8,722,0.366923047792053,0.36187300086021423,0.4306143045425415,0.45302229970693575,0.605057418346405,0.521170975139927,0.4902230501174927,0.6519337773323058,0.7411508977413175,1.3640515804290771,0.5249307479224377,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,4.98,722,0.3686635949316117,0.3638855963945389,0.4347090393304825,0.45339054018259045,0.5915517807006836,0.5251995189285674,0.49284587800502777,0.669867843389511,0.7569725573062893,1.3978174924850464,0.5457063711911357,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R13,5.0,722,0.36854706040049523,0.3629979193210602,0.4338138699531555,0.45225751996040325,0.5859453082084656,0.5255663321041334,0.49262329936027527,0.6717216551303863,0.7579641103744506,1.4212170839309692,0.5318559556786704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,0.0,722,0.4536190280623713,0.4472828060388565,0.5489193856716156,0.5896943807601929,0.826601505279541,0.8354674052251013,0.7835484147071838,1.1228649139404296,1.2847844064235687,2.4495444297790527,0.9182825484764543,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.0110803324099723,0.0,0.0,0.0,1.0
R26,0.2,722,0.42232466392074597,0.4136766940355301,0.508058887720108,0.5449778378009795,0.6625529527664185,0.70293142421589,0.6501773297786713,0.9262513399124146,1.0644277930259698,2.2364611625671387,0.8545706371191135,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004155124653739612,0.0,0.0,0.0,1.0
R26,0.4,722,0.40886263912569454,0.39942608773708344,0.4941300600767135,0.5226801484823227,0.695229709148407,0.6437327320638456,0.6011984348297119,0.8526233375072478,0.9625440746545791,2.2292208671569824,0.7922437673130194,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R26,0.5,722,0.40148465871976025,0.3938504159450531,0.48664316236972804,0.5176153421401978,0.6983316540718079,0.6228428971734403,0.5778272747993469,0.8189800202846527,0.9465033560991286,2.1670806407928467,0.739612188365651,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R26,0.6,722,0.4005580763655026,0.3936409652233124,0.47795836031436917,0.5141065299510955,0.6867289543151855,0.6066248406994046,0.5684488415718079,0.785770159959793,0.9167618125677103,2.217158317565918,0.7659279778393352,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R26,0.8,722,0.38842123722105476,0.38159653544425964,0.4579338103532791,0.5045579135417938,0.7017220258712769,0.576479251736419,0.5367323458194733,0.7310540854930878,0.8555249631404876,2.1351430416107178,0.6814404432132964,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R26,1.0,722,0.3799700260657683,0.3742605894804001,0.44670719504356377,0.48362430334091155,0.725042998790741,0.5528436184672437,0.5149691998958588,0.691498202085495,0.7824621140956877,1.9944123029708862,0.6246537396121884,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R26,1.2,722,0.37631748494926914,0.3716864734888077,0.4435437500476837,0.4669958338141441,0.7356314063072205,0.5366408871564178,0.5036070346832275,0.665989178419113,0.7534086138010023,1.8474351167678833,0.6149584487534626,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.0,0.0,0.0,1.0
R26,1.4000000000000001,722,0.3735677259987081,0.37008674442768097,0.4369240492582321,0.4592562958598137,0.7048137784004211,0.5268458968797218,0.49850624799728394,0.6481930136680603,0.707030254602432,1.7387691736221313,0.5997229916897507,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,1.6,722,0.37085001833138376,0.369582861661911,0.4379852771759033,0.4604016900062561,0.7281382083892822,0.5191713893925384,0.49476759135723114,0.6228629410266876,0.6967219293117521,1.6187833547592163,0.5817174515235457,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,1.8,722,0.3689614134399514,0.36672888696193695,0.4331300318241119,0.4526436462998389,0.7513019442558289,0.5104480654083791,0.4900425225496292,0.6215421915054321,0.6656735211610794,1.4395630359649658,0.5554016620498615,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,2.0,722,0.36732312822275875,0.3646833896636963,0.4301815748214722,0.45053494125604626,0.7506319880485535,0.5031707437910201,0.4853971302509308,0.6045668303966523,0.6502614289522168,1.2526774406433105,0.5346260387811634,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,2.2,722,0.3637742994564722,0.3614215701818466,0.42649648487567904,0.44944195747375487,0.6813987493515015,0.4988305194308553,0.4865444600582123,0.5968101263046265,0.6365575790405273,1.075041651725769,0.5221606648199446,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,2.4,722,0.36272795845101746,0.36049532890319824,0.42300009131431576,0.44727322906255723,0.6084761023521423,0.4974050903667043,0.4833654463291168,0.5899595022201538,0.6327524483203886,1.027076005935669,0.5110803324099723,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,2.6,722,0.3599012128162582,0.3602228909730911,0.4204856067895889,0.44132808893918984,0.5553942322731018,0.49348664444734514,0.4794486463069916,0.5784372389316559,0.6266974270343779,0.9825555682182312,0.5083102493074793,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,2.8000000000000003,722,0.36042515991302077,0.35997653007507324,0.4197261333465576,0.4424579739570617,0.5362491607666016,0.4917254542462383,0.47632651031017303,0.5835378646850586,0.6229157894849777,0.9624925255775452,0.5083102493074793,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,3.0,722,0.35841729147282336,0.3588578999042511,0.4191148579120636,0.4361975535750388,0.54362952709198,0.4915609498846234,0.47436967492103577,0.5809379696846008,0.6163516283035279,0.927710235118866,0.49445983379501385,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,3.2,722,0.35727213354074394,0.3543110638856888,0.41747730374336245,0.4370357543230057,0.5284873843193054,0.49127222102269574,0.47819143533706665,0.5824784398078918,0.6186242997646331,0.8807539343833923,0.46537396121883656,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,3.4,722,0.35662996416029175,0.3576655834913254,0.4182527869939804,0.43330096602439877,0.5377815961837769,0.493362759866873,0.481670618057251,0.5793890237808228,0.6124200642108916,0.87945556640625,0.48476454293628807,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,3.6,722,0.35534371167338785,0.3556606024503708,0.4163267433643341,0.42969374656677245,0.5421522259712219,0.49232726480161715,0.4812926650047302,0.5825265288352965,0.613544937968254,0.8207069039344788,0.4792243767313019,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,3.8000000000000003,722,0.35530292513132755,0.35287001729011536,0.4178730249404907,0.437913279235363,0.5442928671836853,0.49325463530759733,0.4821377992630005,0.5791755080223083,0.6116145491600037,0.8869220018386841,0.4404432132963989,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,4.0,722,0.3532477723759627,0.3511640131473541,0.4170180708169937,0.4332493588328361,0.5311576724052429,0.49506293022566555,0.4844994395971298,0.579798287153244,0.6166272610425949,0.8125547766685486,0.4445983379501385,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,4.2,722,0.3543613070513733,0.35230663418769836,0.41641917228698727,0.4354059725999832,0.5154914855957031,0.49586377451789676,0.4843098968267441,0.5814584493637085,0.608481878042221,0.8768165707588196,0.4487534626038781,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,4.4,722,0.3535036674785812,0.3531036078929901,0.4160676509141922,0.43883693218231196,0.5248734951019287,0.5005960492133433,0.48736754059791565,0.5901167690753937,0.6189056247472763,0.8479673862457275,0.4473684210526316,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,4.6000000000000005,722,0.3525910267910799,0.3490476757287979,0.4188583076000213,0.43995344042778,0.5126882195472717,0.5015822032729674,0.4905252158641815,0.5912515997886658,0.6162797778844832,0.8585615158081055,0.4224376731301939,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,4.8,722,0.35219273220881864,0.3498857319355011,0.42221606373786924,0.43944149911403657,0.4930690824985504,0.5041930778700229,0.4920673370361328,0.5894990503787995,0.6271786868572234,0.9394071698188782,0.4293628808864266,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,4.98,722,0.3523521117267516,0.34997303783893585,0.41762718856334685,0.43942028135061256,0.4946019649505615,0.5038219237921971,0.4927503764629364,0.5908715903759002,0.6208290308713913,1.0703856945037842,0.4404432132963989,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R26,5.0,722,0.3523310389049826,0.3497393727302551,0.4201886475086212,0.44214052855968466,0.491110622882843,0.504999488427038,0.49425049126148224,0.5922119855880738,0.6178033351898193,1.08249032497406,0.4293628808864266,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teacher,0.0,722,0.4536190280623713,0.4472828060388565,0.5489193856716156,0.5896943807601929,0.826601505279541,0.8354674052251013,0.7835484147071838,1.1228649139404296,1.2847844064235687,2.4495444297790527,0.9182825484764543,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.0110803324099723,0.0,0.0,0.0,1.0
teacher,0.2,722,0.4523244561663625,0.44351616501808167,0.5414811611175537,0.576651632785797,0.8045162558555603,0.8166806684223898,0.757594108581543,1.097700309753418,1.2531310856342308,2.2401323318481445,0.9279778393351801,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,0.4,722,0.45560951407101014,0.4428323209285736,0.5453910708427429,0.5875901877880095,0.772932231426239,0.8293248283318205,0.7766690254211426,1.0973047733306884,1.216323858499527,2.290588855743408,0.9501385041551247,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00554016620498615,0.0,0.0,0.0,1.0
teacher,0.5,722,0.4538107939539193,0.4422159045934677,0.5428129017353058,0.5898762881755826,0.9143494963645935,0.8221978520835206,0.7717505097389221,1.1004788517951964,1.245924711227417,2.5337536334991455,0.9404432132963989,1.0,1.0,1.0,1.0,0.002770083102493075,0.0,0.0,0.0,1.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,0.6,722,0.4554659402271387,0.4431969225406647,0.5517975032329558,0.5910486072301864,0.7808149456977844,0.8356761477495495,0.7842650413513184,1.1075631618499755,1.2510089874267574,2.5195775032043457,0.9307479224376731,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,0.8,722,0.45556829609699195,0.4481278955936432,0.5485674381256104,0.5926106929779053,0.8725553750991821,0.8304742483055823,0.7781430184841156,1.1113017439842223,1.2266199290752404,2.5334739685058594,0.9404432132963989,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,1.0,722,0.45407948252897185,0.4457155615091324,0.5494303226470947,0.5839262127876281,0.8369762301445007,0.825225752393955,0.7728489339351654,1.0921964168548584,1.2229189276695251,2.4482693672180176,0.925207756232687,1.0,1.0,1.0,1.0,0.002770083102493075,0.0,0.0,0.0,1.0,0.006925207756232687,0.0,0.0,0.0,1.0
teacher,1.2,722,0.4518977614568541,0.442849263548851,0.5382040083408356,0.5803579092025756,0.7987329363822937,0.8327458055478384,0.7788250744342804,1.1179672241210936,1.2469484090805054,2.231445074081421,0.9362880886426593,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,1.4000000000000001,722,0.4545691931759552,0.44286850094795227,0.5442133367061615,0.5943828165531156,0.798968493938446,0.8247872339638976,0.7778218984603882,1.0835415244102478,1.2186003386974333,2.4598779678344727,0.9390581717451524,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,1.6,722,0.4525735576397164,0.44016650319099426,0.5500227570533752,0.5871191173791885,0.7559616565704346,0.82969069480896,0.7795857191085815,1.0952272415161133,1.2648209512233728,2.588251829147339,0.9321329639889196,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,1.8,722,0.45520007750664393,0.44538159668445587,0.5465203881263733,0.5910199344158171,0.8855165839195251,0.8346112740337023,0.7885122001171112,1.1049376487731932,1.1934600353240965,2.561751365661621,0.9293628808864266,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,2.0,722,0.4547695039547051,0.4473017752170563,0.5523830235004424,0.585077890753746,0.8498655557632446,0.8300960483313268,0.7883857190608978,1.0792313575744628,1.2364846467971797,2.43215012550354,0.9321329639889196,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.006925207756232687,0.0,0.0,0.0,1.0
teacher,2.2,722,0.4512661280229151,0.44073592126369476,0.5327077507972717,0.5751209050416947,0.8001481294631958,0.8274894701807123,0.7793990969657898,1.1110726475715635,1.249896699190139,2.2590324878692627,0.9335180055401662,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,2.4,722,0.4530898673960377,0.4419116675853729,0.5471843540668487,0.5784257799386978,0.7849364280700684,0.8203835670224847,0.7674551904201508,1.0968897104263304,1.2235693335533142,2.2791430950164795,0.9390581717451524,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006925207756232687,0.0,0.0,0.0,1.0
teacher,2.6,722,0.45277135784110867,0.43891873955726624,0.5519972741603851,0.5879817217588424,0.7847908139228821,0.8301810629232438,0.7872782051563263,1.0850689768791197,1.241018688678741,2.4878201484680176,0.9335180055401662,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,2.8000000000000003,722,0.45503893911508314,0.44683146476745605,0.5498722910881042,0.5857785522937774,0.8763584494590759,0.8386344364805565,0.7883662581443787,1.0998215436935423,1.2270474970340728,2.473964214324951,0.925207756232687,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,3.0,722,0.4542617354944472,0.4465527832508087,0.5457216382026673,0.5822616696357724,0.8122312426567078,0.832300498751392,0.7833331823348999,1.093322217464447,1.2492642998695365,2.4247608184814453,0.925207756232687,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,3.2,722,0.45213859216658364,0.44614577293395996,0.5386801719665527,0.5762788861989975,0.806182861328125,0.8287083620509943,0.7688016891479492,1.1194952249526975,1.2611567676067352,2.266043186187744,0.9376731301939059,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,3.4,722,0.4525011966515776,0.44114528596401215,0.5465238034725188,0.5839292258024216,0.7996333241462708,0.8221912442234415,0.7741323709487915,1.1014260053634644,1.2214341104030602,2.445983648300171,0.9570637119113573,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006925207756232687,0.0,0.0,0.0,1.0
teacher,3.6,722,0.4523835315103346,0.43877749145030975,0.5524779319763183,0.587171447277069,0.7856360077857971,0.8259172393344446,0.7728223204612732,1.0968677878379818,1.2495606660842893,2.4943957328796387,0.925207756232687,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008310249307479225,0.0,0.0,0.0,1.0
teacher,3.8000000000000003,722,0.4548280439300881,0.4472617655992508,0.5466589152812957,0.5789060115814209,0.8918733596801758,0.8347708257198995,0.7806359827518463,1.098085105419159,1.229011750221252,2.491450309753418,0.9376731301939059,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.012465373961218837,0.0,0.0,0.0,1.0
teacher,4.0,722,0.45366997079836036,0.4490675628185272,0.5421640515327454,0.5792898952960968,0.8590185046195984,0.8308079700473273,0.7782281339168549,1.083881950378418,1.244983214139938,2.414870023727417,0.9279778393351801,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,4.2,722,0.45175102600760736,0.4442634880542755,0.5393368124961853,0.5846317827701568,0.7903412580490112,0.8302592755272118,0.7773858606815338,1.1115216970443724,1.2713699817657467,2.2213804721832275,0.9293628808864266,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009695290858725761,0.0,0.0,0.0,1.0
teacher,4.4,722,0.45167935914114904,0.44291356205940247,0.5403482794761657,0.5836635053157806,0.7978355288505554,0.8247446061996873,0.772949606180191,1.1044623851776123,1.240463227033615,2.3980026245117188,0.9376731301939059,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006925207756232687,0.0,0.0,0.0,1.0
teacher,4.6000000000000005,722,0.4516924577158904,0.4416074901819229,0.5490820050239563,0.5878759294748305,0.7386037707328796,0.8255490271008246,0.7715641558170319,1.0789082407951354,1.2505384325981135,2.5627596378326416,0.9293628808864266,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0110803324099723,0.0,0.0,0.0,1.0
teacher,4.8,722,0.4537581217338504,0.44363895058631897,0.5504214525222778,0.5782499581575393,0.8470916152000427,0.8329674790192839,0.7794970870018005,1.0989578366279602,1.2465114414691925,2.470728635787964,0.9321329639889196,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.012465373961218837,0.0,0.0,0.0,1.0
teacher,4.98,722,0.45315142524869817,0.44213829934597015,0.5494790315628052,0.5846766412258148,0.8189889788627625,0.8307385594891049,0.7741954028606415,1.0967350721359252,1.239421665668487,2.4301793575286865,0.9293628808864266,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012465373961218837,0.0,0.0,0.0,1.0
teacher,5.0,722,0.4536840783179302,0.446526363492012,0.5487663149833679,0.5882077515125272,0.8503883481025696,0.8328758291590577,0.7768620252609253,1.092858016490936,1.2453893184661864,2.4980814456939697,0.9321329639889196,1.0,1.0,1.0,1.0,0.0013850415512465374,0.0,0.0,0.0,1.0,0.012465373961218837,0.0,0.0,0.0,1.0
