mode,horizon_s,metric,change_pct,ci95_low,ci95_high,improved_flights
C_native,2.0,velocity_m_s,41.841550080824774,31.874415788511758,51.96588805503535,0
C_native,2.0,attitude_deg,104.87521879062047,97.24997060643699,111.19380118947228,0
C_native,2.0,body_rate_rad_s,33.115850143219674,28.225366541177287,38.183171256902384,0
C_native,3.0,velocity_m_s,25.657044155568176,19.982475670099763,32.16599598131013,0
C_native,3.0,attitude_deg,101.9428794068146,92.25559972941939,111.15277949522894,0
C_native,3.0,body_rate_rad_s,35.88740472774019,28.952869062211573,43.73873967187467,0
C_native,5.0,velocity_m_s,32.21252848984908,29.32796068165404,34.60127806676483,0
C_native,5.0,attitude_deg,89.50065420984328,82.83955196050037,96.8821244346951,0
C_native,5.0,body_rate_rad_s,35.97354183300061,27.95278948315214,44.32461126673177,0
R13,0.2,velocity_m_s,2.1120905597901363,1.02355485038097,3.9763626736416313,0
R13,0.2,attitude_deg,3.272621025018041,2.266698029385905,4.633458832585656,0
R13,0.2,body_rate_rad_s,2.096890496881998,1.6254418884088961,2.5306786422513383,0
R13,0.5,velocity_m_s,-0.1285715787011199,-1.5118729796522734,1.4923600464400888,3
R13,0.5,attitude_deg,2.4221276910948886,1.3808990633575213,3.584994192636759,0
R13,0.5,body_rate_rad_s,6.942319405435793,4.2305600630077045,8.961644804878999,0
R13,1.0,velocity_m_s,0.04811730082210364,-2.427173355223844,2.9288648428912545,2
R13,1.0,attitude_deg,5.0831213528179875,3.9735502828046165,6.308262733325742,0
R13,1.0,body_rate_rad_s,8.239916639363365,5.726149533204183,10.70271241652081,0
R13,2.0,velocity_m_s,6.828246265135496,2.297656385459046,11.686550531314953,1
R13,2.0,attitude_deg,12.275688770683747,8.355245658217015,16.389548949515387,0
R13,2.0,body_rate_rad_s,1.9882022409929423,0.5340817313298052,3.2976110765027045,1
R13,3.0,velocity_m_s,9.783311117118366,2.146703689486107,17.08364966686844,1
R13,3.0,attitude_deg,14.57331163293869,8.229705605272564,21.147962109560336,0
R13,3.0,body_rate_rad_s,2.740833522631325,1.8402860571641755,3.5803498673006473,0
R13,5.0,velocity_m_s,15.090730421788145,4.267939482091254,27.99855982324111,1
R13,5.0,attitude_deg,15.875676438390851,4.696287673726429,29.065767526140164,1
R13,5.0,body_rate_rad_s,2.0317891297655377,0.9251263937518628,3.0701976080675486,0
R26,0.2,velocity_m_s,0.2909574074517751,0.14521184958977695,0.5047839560831768,0
R26,0.2,attitude_deg,-0.5309318580696831,-0.6877208963805947,-0.3663915904377091,5
R26,0.2,body_rate_rad_s,0.38833414324424,0.10692663763975929,0.7545538618192404,1
R26,0.5,velocity_m_s,-0.1211334102448891,-0.39906596741166034,0.22817825009109338,4
R26,0.5,attitude_deg,-0.5463222869226403,-0.7519099931605155,-0.32364781476482696,5
R26,0.5,body_rate_rad_s,0.450390551864821,-0.1575655094780637,1.0765934596086657,2
R26,1.0,velocity_m_s,0.6896833356899945,0.38922027594017194,0.9068072120091308,0
R26,1.0,attitude_deg,0.41126173139212074,-0.5590997869083447,1.3106477566459995,1
R26,1.0,body_rate_rad_s,0.8647696212460421,0.2784615674334301,1.3902196789007615,1
R26,2.0,velocity_m_s,3.0339359777194597,2.1944937367685213,3.863781143952494,0
R26,2.0,attitude_deg,3.0546509894674,1.8241021863133478,4.403527910765237,0
R26,2.0,body_rate_rad_s,1.1374156375842714,0.5419264513883748,1.8372559300407598,0
R26,3.0,velocity_m_s,3.099705374826711,2.0098391971603347,4.3058451731841085,0
R26,3.0,attitude_deg,3.8554467540811155,2.714690916024698,5.242742753861718,0
R26,3.0,body_rate_rad_s,0.8627865745360452,-0.40607460078160296,2.0358201398754217,1
R26,5.0,velocity_m_s,3.2332876728910165,2.0041249486600687,4.60905084183183,0
R26,5.0,attitude_deg,4.283580263958076,2.9779668969783124,5.524926636269556,0
R26,5.0,body_rate_rad_s,1.2637366434660846,0.6494908073650718,1.7958126920318818,0
