cohort,horizon_s,metric,mean,std,min,max,n_seeds,history_steps,coefficient_of_variation
ALL,1.0,body_rate_rmse_rad_s,0.6450947140022298,0.0049649807123347215,0.642099304068539,0.6508258186632591,3,5,0.007696514332804717
ALL,1.0,position_rmse_m,0.4926913522687566,0.009588357894306928,0.4852563992362961,0.503513595646971,3,5,0.019461185689893346
ALL,1.0,velocity_rmse_m_s,0.6996483713243394,0.023818734880276658,0.6854222357851345,0.7271463583239028,3,5,0.034043865256473085
Sep17,0.1,attitude_error_deg,1.58788509613422,0.025018249365767593,1.5600368342640154,1.608462687404675,3,5,0.015755705136773237
Sep17,0.1,body_rate_rmse_rad_s,0.5592492680600133,0.005872917770872762,0.5546323881551587,0.5658593911831943,3,5,0.010501431304944572
Sep17,0.1,position_rmse_m,0.0193330204009652,5.836867179552282e-05,0.0192726500956777,0.0193891568835709,3,5,0.0030191180987223683
Sep17,0.1,velocity_rmse_m_s,0.19558507262555902,0.003988368528445634,0.192815491343745,0.200156420681807,3,5,0.02039198838083738
Sep17,0.2,attitude_error_deg,2.576819839724266,0.013858006980328312,2.5657923128041498,2.592375495186652,3,5,0.005377949504537809
Sep17,0.2,body_rate_rmse_rad_s,0.568451335706472,0.0040746373816016,0.5648769994692494,0.572888175529088,3,5,0.007167961662958599
Sep17,0.2,position_rmse_m,0.04295246860746587,0.0005149662797450962,0.0424763081088424,0.0434990025063548,3,5,0.011989212644592592
Sep17,0.2,velocity_rmse_m_s,0.25661984039061697,0.005506716436060677,0.2505185641001577,0.2612212030851431,3,5,0.021458654278946485
Sep17,0.5,attitude_error_deg,4.914059082040236,0.08294749711648441,4.829588841766188,4.995394984252847,3,5,0.016879629595752843
Sep17,0.5,body_rate_rmse_rad_s,0.5844522814159879,0.0025640835748771663,0.5818428471677376,0.5869684704782935,3,5,0.004387156413633985
Sep17,0.5,position_rmse_m,0.13298325886179072,0.0010996918478910365,0.131716297031778,0.1336904144080222,3,5,0.00826940065466394
Sep17,0.5,velocity_rmse_m_s,0.39140924501451324,0.009829559528904344,0.3844219328528627,0.4026490835163129,3,5,0.025113253338049972
Sep17,1.0,attitude_error_deg,7.836625435329796,0.2688604728877944,7.576295394737277,8.113273070141469,3,5,0.03430819491202079
Sep17,1.0,body_rate_rmse_rad_s,0.6335579779757663,0.004965932441046941,0.6291757916676126,0.6389518538854347,3,5,0.007838165745956227
Sep17,1.0,position_rmse_m,0.37839485485878716,0.005173848290032341,0.374009447953535,0.3841010837254092,3,5,0.013673146512425929
Sep17,1.0,velocity_rmse_m_s,0.7286013830908898,0.016917160765693384,0.7126798544881379,0.7463636280756182,3,5,0.02321867780970578
Sep7,0.1,attitude_error_deg,1.4464006306276966,0.028546351456384008,1.4139220211177213,1.4675132427498936,3,5,0.019736130399774305
Sep7,0.1,body_rate_rmse_rad_s,0.6035596702391762,0.01058295369463748,0.5914144063839324,0.6108020599698168,3,5,0.017534229366988206
Sep7,0.1,position_rmse_m,0.0512744651418059,0.0002501073061553785,0.0509969622468343,0.0514824825409136,3,5,0.004877814043767706
Sep7,0.1,velocity_rmse_m_s,0.18989201937220757,0.0023670723463288033,0.1872957751953967,0.1919301878264147,3,5,0.012465359808982293
Sep7,0.2,attitude_error_deg,2.205919218435026,0.05377108855831844,2.14438390959765,2.2438551564323084,3,5,0.024375819435702623
Sep7,0.2,body_rate_rmse_rad_s,0.6245584425366811,0.0067615187604184905,0.6201632671699712,0.6323444075399198,3,5,0.010826078553923923
Sep7,0.2,position_rmse_m,0.10029122985898253,0.0005379766353445221,0.0996834693190785,0.1007064169336604,3,5,0.00536414436338013
Sep7,0.2,velocity_rmse_m_s,0.2227622545481446,0.009747460305220076,0.2130659176962924,0.2325600463075579,3,5,0.04375723492739835
Sep7,0.5,attitude_error_deg,3.911402789453691,0.06269247846331549,3.851589287363281,3.976623922578067,3,5,0.01602813155227918
Sep7,0.5,body_rate_rmse_rad_s,0.6532117909717347,0.011081166946777367,0.6461465433342132,0.6659831359015435,3,5,0.016964125724510788
Sep7,0.5,position_rmse_m,0.25656461730320285,0.00202244687409407,0.2542826069272902,0.2581352884564196,3,5,0.007882797306005697
Sep7,0.5,velocity_rmse_m_s,0.3816509333407181,0.005829050214585258,0.3761045541930666,0.3877265591617754,3,5,0.015273250253999471
Sep7,1.0,attitude_error_deg,6.2058881233109515,0.024318977788429823,6.190100800364357,6.233893547668418,3,5,0.003918694198994876
Sep7,1.0,body_rate_rmse_rad_s,0.6553495904701975,0.005506135613029169,0.6505908735745723,0.6613804540213253,3,5,0.0084018296388629
Sep7,1.0,position_rmse_m,0.5942882388553961,0.014284810183357198,0.5814185026486327,0.6096580506883592,3,5,0.024036838102113305
Sep7,1.0,velocity_rmse_m_s,0.6739123608651832,0.03176350577814753,0.6504795004462627,0.7100643407668226,3,5,0.04713299179936224
ALL,0.1,attitude_error_deg,1.4226896200954444,0.007565903023688518,1.4167665321716212,1.431212698076748,3,13,0.0053180278514866385
ALL,0.1,body_rate_rmse_rad_s,0.5516835584846302,0.0027322183662578095,0.5489200440989458,0.5543833666556227,3,13,0.004952510047177576
ALL,0.1,position_rmse_m,0.03551983919759367,8.173440868748331e-05,0.0354254903230337,0.0355690705659477,3,13,0.0023010917429215306
ALL,0.1,velocity_rmse_m_s,0.15268459413242777,0.0032512095523073896,0.149305276096526,0.1557904172518113,3,13,0.021293631952726818
ALL,0.2,attitude_error_deg,2.236382718245668,0.016815799907460294,2.2188454335167687,2.252369660948901,3,13,0.007519195963315017
ALL,0.2,body_rate_rmse_rad_s,0.5729155704203867,0.004195214822933844,0.5685123616112161,0.5768660720625751,3,13,0.0073225707932069875
ALL,0.2,position_rmse_m,0.07088941306544307,0.00019448232369960025,0.0706746772021383,0.0710536998515258,3,13,0.0027434607692415195
ALL,0.2,velocity_rmse_m_s,0.2023800130256865,0.004907532226200477,0.1967133153565556,0.205229965962034,3,13,0.024249095317419523
ALL,0.5,attitude_error_deg,4.134350150147228,0.02737927855861154,4.112643481666991,4.165109270028885,3,13,0.0066223898712682895
ALL,0.5,body_rate_rmse_rad_s,0.5998379052499208,0.00620195254683937,0.592804799520293,0.6045231254070617,3,13,0.010339380843655327
ALL,0.5,position_rmse_m,0.19377628547941195,0.0014321011321451298,0.1924699155443271,0.1953075147779657,3,13,0.007390487069158344
ALL,0.5,velocity_rmse_m_s,0.36469800158380616,0.00518733911366255,0.3597758966262528,0.3701150901195779,3,13,0.014223656535366344
ALL,1.0,attitude_error_deg,6.771603325734431,0.17485032250405283,6.578007032079942,6.918030008629193,3,13,0.025821111204131112
ALL,1.0,body_rate_rmse_rad_s,0.6241935459632085,0.006606749018446165,0.6179703532661356,0.6311265343466013,3,13,0.010584455832927792
ALL,1.0,position_rmse_m,0.48364760984732663,0.01274161125288458,0.4737406451037554,0.4980211609288862,3,13,0.026344824193190435
ALL,1.0,velocity_rmse_m_s,0.673120233573043,0.02943748356950104,0.6437623258376095,0.702636652822454,3,13,0.04373287579433112
Sep17,0.1,attitude_error_deg,1.5025349048773171,0.020333875474486195,1.489354323532244,1.5259528721086169,3,13,0.013533046991774522
Sep17,0.1,body_rate_rmse_rad_s,0.5343927818833959,0.00086447680097882,0.5334325387346964,0.5351090601027132,3,13,0.0016176805344040898
Sep17,0.1,position_rmse_m,0.018985682143600333,0.0001221264421766631,0.018900697771382,0.0191256325783995,3,13,0.006432554872295137
Sep17,0.1,velocity_rmse_m_s,0.1594258940000528,0.002958397927847237,0.1560482547205667,0.1615571873370313,3,13,0.018556571041378367
Sep17,0.2,attitude_error_deg,2.424208413301074,0.029384843950586607,2.394076044110576,2.452783828045594,3,13,0.012121418187214732
Sep17,0.2,body_rate_rmse_rad_s,0.5425986143487815,0.002267821901752495,0.5399800084380432,0.5439218274174783,3,13,0.004179557119721546
Sep17,0.2,position_rmse_m,0.0407533157416074,0.0002706810074400267,0.0404919911119955,0.0410324714443382,3,13,0.006641938269667539
Sep17,0.2,velocity_rmse_m_s,0.22459473217348033,0.00402974542588007,0.2217459687600193,0.2292053747700307,3,13,0.017942297162906896
Sep17,0.5,attitude_error_deg,4.6185260022751216,0.07826795201018945,4.540217506898731,4.696753347815723,3,13,0.016946521892836384
Sep17,0.5,body_rate_rmse_rad_s,0.5628384537500294,0.004202128702284237,0.5582613285187674,0.5665217669145292,3,13,0.007465958792059555
Sep17,0.5,position_rmse_m,0.12944887854209694,0.0004936692832383804,0.1289365782236694,0.1299215250038597,3,13,0.0038136234844076966
Sep17,0.5,velocity_rmse_m_s,0.37663523870557364,0.0033111978878069006,0.3728356441302006,0.3789042815068599,3,13,0.00879152439157547
Sep17,1.0,attitude_error_deg,7.577311084217961,0.36949334698020236,7.155815842634713,7.845344431457289,3,13,0.04876312228354777
Sep17,1.0,body_rate_rmse_rad_s,0.618797206954523,0.00711179443570581,0.6137721965017782,0.6269346186297254,3,13,0.011492932346458496
Sep17,1.0,position_rmse_m,0.37449157819098833,0.004230116251656535,0.3712080317410989,0.3792650642916757,3,13,0.011295624516018362
Sep17,1.0,velocity_rmse_m_s,0.7091304599578262,0.01384829596943216,0.694212685239034,0.7215763603848324,3,13,0.019528558920252494
Sep7,0.1,attitude_error_deg,1.351716033622669,0.004476233048758319,1.3469992100484207,1.3559048398574076,3,13,0.0033115187934567754
Sep7,0.1,body_rate_rmse_rad_s,0.5670531376857273,0.004646170882055574,0.5626867155338341,0.5719359176270399,3,13,0.008193537030793363
Sep7,0.1,position_rmse_m,0.050216867690032196,0.00012688274564991373,0.0501141948133908,0.050358718996995,3,13,0.0025266957396289243
Sep7,0.1,velocity_rmse_m_s,0.14669232758342773,0.0037119282565859883,0.143311517319601,0.1506643993982824,3,13,0.02530417451093288
Sep7,0.2,attitude_error_deg,2.0694265448630853,0.005727782139385069,2.0630848907667176,2.074223734640729,3,13,0.0027678112826005252
Sep7,0.2,body_rate_rmse_rad_s,0.5998639758173689,0.006156343111871633,0.593874453320703,0.606174574170799,3,13,0.010262898523757922
Sep7,0.2,position_rmse_m,0.09767705513107473,0.0004846132389009036,0.0972872927876047,0.0982196631755527,3,13,0.004961382570866738
Sep7,0.2,velocity_rmse_m_s,0.18263359600542536,0.007634171948911168,0.17446206788681,0.1895829552701612,3,13,0.04180047984536418
Sep7,0.5,attitude_error_deg,3.7039716149224353,0.024939059900443077,3.6868004068657214,3.732577681461001,3,13,0.006733059130358731
Sep7,0.5,body_rate_rmse_rad_s,0.6327263065831575,0.008694099028213432,0.6235101070772044,0.6407816672650796,3,13,0.01374069473286676
Sep7,0.5,position_rmse_m,0.2509562027570252,0.0031430553403069173,0.2480684849136313,0.254303902826229,3,13,0.012524318210815498
Sep7,0.5,velocity_rmse_m_s,0.35408712414223503,0.012400125100279503,0.3434293243121126,0.3676968198879132,3,13,0.035019983091219196
Sep7,1.0,attitude_error_deg,6.055418651526847,0.0435226810329031,6.0081062324339545,6.093750521670885,3,13,0.007187394222846846
Sep7,1.0,body_rate_rmse_rad_s,0.6289902917487068,0.006690260404859822,0.6217020481677866,0.6348526816504909,3,13,0.010636508214236007
Sep7,1.0,position_rmse_m,0.5806751935418496,0.020706851804132297,0.5632864287158134,0.6035821357175178,3,13,0.03565995591757605
Sep7,1.0,velocity_rmse_m_s,0.6411111434532357,0.04349567047654394,0.5989175619252323,0.6858013572114511,3,13,0.06784419662753316
ALL,0.1,attitude_error_deg,1.4073877652708784,0.020646258362099334,1.3845081999116715,1.4246294529035894,3,26,0.014669914625927967
ALL,0.1,body_rate_rmse_rad_s,0.545328817446893,0.0026433547186964926,0.5437161480655596,0.5483794331513228,3,26,0.0048472676193275195
ALL,0.1,position_rmse_m,0.03533975990047313,0.00015990873590760428,0.0351697173340374,0.0354871105348791,3,26,0.004524895934719223
ALL,0.1,velocity_rmse_m_s,0.14492896236407943,0.004558853008184936,0.1403585536276246,0.149476171094933,3,26,0.03145577622181918
ALL,0.2,attitude_error_deg,2.196485009819066,0.038513408516639334,2.153924950052745,2.2289348033561684,3,26,0.01753410942686645
ALL,0.2,body_rate_rmse_rad_s,0.5662829067172568,0.0028450703929824867,0.5642465257049663,0.5695336495342366,3,26,0.00502411490658506
ALL,0.2,position_rmse_m,0.07037587473612027,0.0004976476671810821,0.0698802260714745,0.07087549760215,3,26,0.007071282155242122
ALL,0.2,velocity_rmse_m_s,0.19543232868331298,0.003772095483271475,0.191337249956398,0.1987649563706585,3,26,0.0193012870935184
ALL,0.5,attitude_error_deg,4.078397323464926,0.04607174281450127,4.033739771723627,4.125763726825424,3,26,0.01129653125001554
ALL,0.5,body_rate_rmse_rad_s,0.5965765681119546,0.0028140650971415606,0.5933875807324946,0.5987111840019169,3,26,0.004717022503997288
ALL,0.5,position_rmse_m,0.19239547622942152,0.001856813530197203,0.1908963429723978,0.1944725239667208,3,26,0.009651024891994084
ALL,0.5,velocity_rmse_m_s,0.3572876015314527,0.007164943745699898,0.3512097180469291,0.3651877075519981,3,26,0.02005371503233972
ALL,1.0,attitude_error_deg,6.692491015924361,0.1321126322577559,6.542445487935679,6.791357065137423,3,26,0.019740427285356413
ALL,1.0,body_rate_rmse_rad_s,0.6210730627049943,0.010836732534806002,0.6121323463723045,0.6331251400447657,3,26,0.017448402105234084
ALL,1.0,position_rmse_m,0.474013589738189,0.0063451990926995895,0.4697262323362134,0.4813027010164039,3,26,0.013386112191855556
ALL,1.0,velocity_rmse_m_s,0.6477484181435842,0.007016072072846807,0.6397393092867328,0.6528093336943108,3,26,0.010831476969028395
Sep17,0.1,attitude_error_deg,1.4698279819084552,0.012525797846849184,1.4554005293162402,1.4779260556898175,3,26,0.008521948147010665
Sep17,0.1,body_rate_rmse_rad_s,0.52739142123691,0.002736794588936501,0.5247899582661589,0.5302459665563373,3,26,0.005189304335891165
Sep17,0.1,position_rmse_m,0.018780423278594135,0.0002883024207852256,0.0185192758039819,0.0190897979756526,3,26,0.015351220603948355
Sep17,0.1,velocity_rmse_m_s,0.15328337006033144,0.004828245157538859,0.149156333146514,0.15859305949784,3,26,0.03149881918461533
Sep17,0.2,attitude_error_deg,2.376163835792054,0.05667804461582944,2.315408116422238,2.4276119983785844,3,26,0.023852751128558766
Sep17,0.2,body_rate_rmse_rad_s,0.5370344702811892,0.000709160550089447,0.5362156869348987,0.5374540629190477,3,26,0.0013205121632474228
Sep17,0.2,position_rmse_m,0.040375887611762834,0.0008328714661951388,0.0396870254977687,0.0413015041986294,3,26,0.020627941958915492
Sep17,0.2,velocity_rmse_m_s,0.22052783181036184,0.0008974636379996549,0.219564263597577,0.2213399085234147,3,26,0.004069616205048483
Sep17,0.5,attitude_error_deg,4.56950906185081,0.10540376893244352,4.4925398588152055,4.689643898170552,3,26,0.02306676001858093
Sep17,0.5,body_rate_rmse_rad_s,0.5609187370666632,0.004592958152190303,0.5558534135091175,0.5648123314414162,3,26,0.00818827728274737
Sep17,0.5,position_rmse_m,0.1292848576220216,0.00401823799393514,0.1268940372396516,0.1339239896370967,3,26,0.03108049981911182
Sep17,0.5,velocity_rmse_m_s,0.3736101737272393,0.014307360556249909,0.3610422881382361,0.3891804912154968,3,26,0.03829489013512584
Sep17,1.0,attitude_error_deg,7.565419632078857,0.3508166860743171,7.172736071181631,7.847912808215363,3,26,0.0463710809360509
Sep17,1.0,body_rate_rmse_rad_s,0.6173651306076728,0.01607850137069214,0.6074177776532983,0.635914735532969,3,26,0.02604374716606696
Sep17,1.0,position_rmse_m,0.3681691488196273,0.014146390467115686,0.3575994088262163,0.3842396949936463,3,26,0.038423617276107665
Sep17,1.0,velocity_rmse_m_s,0.6881681494601164,0.011886375648105635,0.6744544644740484,0.6955118791321241,3,26,0.01727248733820472
Sep7,0.1,attitude_error_deg,1.3518853504819213,0.028822407939506318,1.3214927959964995,1.3788268681785063,3,26,0.021320157015705273
Sep7,0.1,body_rate_rmse_rad_s,0.5612731696335446,0.0029278176189401896,0.5587820108887416,0.5644980701246431,3,26,0.005216386204335694
Sep7,0.1,position_rmse_m,0.05005917023103227,8.744334916527555e-05,0.0499701098051978,0.0501449014114852,3,26,0.0017467998123362498
Sep7,0.1,velocity_rmse_m_s,0.13750282218963325,0.0045176450632156044,0.1325383051663896,0.141372270292349,3,26,0.03285492611188168
Sep7,0.2,attitude_error_deg,2.0367704978430776,0.022973567441240322,2.0103843577243063,2.052332852225132,3,26,0.011279408978856053
Sep7,0.2,body_rate_rmse_rad_s,0.5922815168826502,0.005015444449187387,0.5891628268339152,0.5980669726850055,3,26,0.008468007706175146
Sep7,0.2,position_rmse_m,0.09704252995777136,0.00028348760185256384,0.0967186265814352,0.097245471553266,3,26,0.0029212717555480586
Sep7,0.2,velocity_rmse_m_s,0.1731252147926029,0.0063277079110039955,0.1662465711642388,0.1786983322348752,3,26,0.036549892045386556
Sep7,0.5,attitude_error_deg,3.641853556010805,0.05666260393713822,3.59586985452981,3.7051539056506297,3,26,0.01555872663897145
Sep7,0.5,body_rate_rmse_rad_s,0.6282724179299914,0.002589991378642911,0.6267512849310521,0.6312629331152156,3,26,0.00412240185105741
Sep7,0.5,position_rmse_m,0.2484938038804437,0.0008251530470098932,0.2477872814015057,0.2494006868689943,3,26,0.003320618197011037
Sep7,0.5,velocity_rmse_m_s,0.3427786484685312,0.0009654691087388179,0.3420055009220494,0.3438607887399991,3,26,0.0028165964042753174
Sep7,1.0,attitude_error_deg,5.9165544682314755,0.06500476713780902,5.852196404623697,5.982187191717056,3,26,0.01098692955280773
Sep7,1.0,body_rate_rmse_rad_s,0.6243690023470577,0.007323327960054259,0.6163230741225322,0.6306454996108073,3,26,0.011729166458496865
Sep7,1.0,position_rmse_m,0.568097537221355,0.0034957879998853453,0.5648888009559414,0.5718228821159352,3,26,0.006153499656033955
Sep7,1.0,velocity_rmse_m_s,0.6118197680844445,0.0035172979400426357,0.6088813935646745,0.6157170927344298,3,26,0.005748911891250254
