reference_history_steps,history_steps,cohort,flight_id,horizon_s,metric,reference_error,error,delta
1,5,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,position_rmse_m,0.42473131869334485,0.42508764896802753,0.0003563302746826813
1,5,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,position_rmse_m,0.8521138172983184,0.8695705728219317,0.017456755523613365
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,position_rmse_m,0.04449444881311967,0.038965067862612834,-0.005529380950506833
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,position_rmse_m,0.0803309838052913,0.07034283542898119,-0.00998814837631011
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,position_rmse_m,0.21046383188899273,0.2014856117589173,-0.008978220130075432
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,position_rmse_m,0.47282089100025854,0.4662385023501336,-0.0065823886501249484
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,position_rmse_m,0.12986059354360138,0.12790881029841675,-0.001951783245184635
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,position_rmse_m,0.26730800766466295,0.2652177463379121,-0.0020902613267508308
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,position_rmse_m,0.6643543899373924,0.6670286717575947,0.002674281820202351
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,position_rmse_m,1.3790389806420105,1.3925829200476116,0.013543939405601169
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,velocity_rmse_m_s,0.548119623072806,0.20393298679271096,-0.34418663628009505
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,velocity_rmse_m_s,0.38931173087117105,0.24256460578198855,-0.1467471250891825
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,velocity_rmse_m_s,0.4693099175308582,0.4115990797017768,-0.05771083782908143
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,velocity_rmse_m_s,0.8058144007734055,0.8130401033960503,0.00722570262264477
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,velocity_rmse_m_s,0.5013557275043499,0.18101646987845854,-0.3203392576258913
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,velocity_rmse_m_s,0.3400017861376579,0.24204409584939626,-0.09795769028826165
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,velocity_rmse_m_s,0.3880870478206702,0.37799489944896675,-0.010092148371703469
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,velocity_rmse_m_s,0.6400522672279901,0.6818139666027982,0.041761699374808114
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,velocity_rmse_m_s,0.5020078960401134,0.18259194665992853,-0.3194159493801849
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,velocity_rmse_m_s,0.3291340989183719,0.23359669393432958,-0.09553740498404234
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,velocity_rmse_m_s,0.4020582664963151,0.3908738626222557,-0.01118440387405939
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,velocity_rmse_m_s,0.7206275008585618,0.7177393074095096,-0.002888193449052112
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,velocity_rmse_m_s,0.5086619769680545,0.22071271359602754,-0.287949263372027
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,velocity_rmse_m_s,0.39979084377424506,0.27129078516007454,-0.12850005861417052
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,velocity_rmse_m_s,0.43665622249770725,0.4253238810050996,-0.011332341492607645
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,velocity_rmse_m_s,0.7557604716632854,0.7792000374446976,0.023439565781412153
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,velocity_rmse_m_s,0.44406602009404944,0.20007588463431758,-0.24399013545973186
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,velocity_rmse_m_s,0.29308815020669005,0.23855788876942466,-0.05453026143726539
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,velocity_rmse_m_s,0.3665781239217807,0.365364055769898,-0.0012140681518826857
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,velocity_rmse_m_s,0.6440345148590875,0.6931181139167104,0.04908359905762294
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,velocity_rmse_m_s,0.4794969582580288,0.1584901446711961,-0.3210068135868327
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,velocity_rmse_m_s,0.32772593665236266,0.22194547428695213,-0.10578046236541053
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,velocity_rmse_m_s,0.3278200811978422,0.33434966788966514,0.006529586691822964
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,velocity_rmse_m_s,0.6303686186540021,0.6712388784616059,0.04087025980760384
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,velocity_rmse_m_s,0.46827771662674156,0.19626500826751866,-0.27201270835922287
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,velocity_rmse_m_s,0.335201251345526,0.26327738492407154,-0.07192386642145443
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,velocity_rmse_m_s,0.3739485279396028,0.3923056758437015,0.018357147904098703
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,velocity_rmse_m_s,0.6155581161129103,0.6985130154690813,0.08295489935617095
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,velocity_rmse_m_s,0.48805090550031704,0.22159542650431416,-0.26645547899600286
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,velocity_rmse_m_s,0.4363964760706842,0.3396817944186982,-0.09671468165198599
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,velocity_rmse_m_s,0.41952052840940296,0.43346283783474243,0.013942309425339472
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,velocity_rmse_m_s,0.761777208078585,0.7741476420266649,0.012370433948079906
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,velocity_rmse_m_s,0.4859575749215567,0.16614648746213248,-0.3198110874594242
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,velocity_rmse_m_s,0.33143468230055645,0.20071156474386018,-0.13072311755669627
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,velocity_rmse_m_s,0.4429549296038388,0.4232976990823267,-0.019657230521512137
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,velocity_rmse_m_s,0.6316708098292604,0.6630500854239811,0.03137927559472076
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,velocity_rmse_m_s,0.4550514398356784,0.1908390024102634,-0.264212437425415
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,velocity_rmse_m_s,0.3525269953803582,0.22967311247786215,-0.12285388290249605
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,velocity_rmse_m_s,0.35215559043633,0.35764981723079065,0.005494226794460655
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,velocity_rmse_m_s,0.6144271767753873,0.6860268107812146,0.07159963400582736
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,velocity_rmse_m_s,0.4567050000642714,0.20092269541944727,-0.2557823046448241
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,velocity_rmse_m_s,0.3271135413564538,0.23504757295337173,-0.0920659684030821
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,velocity_rmse_m_s,0.3528487424207256,0.3430105718535279,-0.009838170567197713
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,velocity_rmse_m_s,0.642300740750794,0.694476894278433,0.052176153527638935
1,5,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,velocity_rmse_m_s,0.46921018888379157,0.20361570723387468,-0.2655944816499169
1,5,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,velocity_rmse_m_s,0.34403472782138333,0.2550840328176924,-0.08895069500369096
1,5,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,velocity_rmse_m_s,0.4541128232995791,0.4738542380513991,0.019741414751820008
1,5,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,velocity_rmse_m_s,0.7545140156478686,0.8050247244558161,0.0505107088079475
1,5,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,velocity_rmse_m_s,0.5317243497898785,0.2954473372149327,-0.23627701257494577
1,5,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,velocity_rmse_m_s,0.4089692031731056,0.2657775749790047,-0.14319162819410086
1,5,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,velocity_rmse_m_s,0.3825681589299473,0.3518428672643102,-0.03072529166563709
1,5,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,velocity_rmse_m_s,0.5822627779219635,0.6357982461152637,0.05353546819330024
1,5,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,velocity_rmse_m_s,0.390955709400522,0.16355154252597154,-0.22740416687455045
1,5,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,velocity_rmse_m_s,0.28674118651281794,0.19348878535006805,-0.09325240116274988
1,5,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,velocity_rmse_m_s,0.3472889096088736,0.3064059087339282,-0.0408830008749454
1,5,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,velocity_rmse_m_s,0.6132179139153876,0.6056332148091879,-0.007584699106199744
1,5,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,velocity_rmse_m_s,0.39251324071078836,0.16033769847744808,-0.23217554223334028
1,5,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,velocity_rmse_m_s,0.3308663666110969,0.22030554944438022,-0.1105608171667167
1,5,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,velocity_rmse_m_s,0.3412134247111678,0.32725535950100504,-0.01395806521016274
1,5,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,velocity_rmse_m_s,0.6166590803896089,0.6522801979052896,0.035621117515680645
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,velocity_rmse_m_s,0.3604944900114296,0.15048551087523612,-0.21000897913619346
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,velocity_rmse_m_s,0.28585062721496585,0.19422750688828763,-0.09162312032667821
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,velocity_rmse_m_s,0.4676882998991984,0.4566959493912382,-0.010992350507960214
1,5,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,velocity_rmse_m_s,0.5404916757023147,0.5545739194678735,0.014082243765558777
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,velocity_rmse_m_s,0.41230960342250683,0.17768219273056154,-0.2346274106919453
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,velocity_rmse_m_s,0.30428083362979563,0.21054459127877426,-0.09373624235102138
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,velocity_rmse_m_s,0.3959237444445431,0.3948459889579368,-0.0010777554866062689
1,5,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,velocity_rmse_m_s,0.7289417319914261,0.7683471545495908,0.039405422558164704
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,attitude_error_deg,2.29872115729219,1.666857101316699,-0.6318640559754909
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,attitude_error_deg,3.260498490072081,2.6899811289578017,-0.5705173611142791
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,attitude_error_deg,5.673979624268118,5.136839635978293,-0.5371399882898249
1,5,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,attitude_error_deg,8.700738616318327,8.607801387120444,-0.09293722919788294
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,attitude_error_deg,2.192899850475128,1.5488226196123345,-0.6440772308627933
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,attitude_error_deg,2.9610441846053916,2.3881066546367524,-0.5729375299686392
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,attitude_error_deg,5.302232526254738,4.841795645187398,-0.4604368810673396
1,5,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,attitude_error_deg,7.307360816458863,7.267024022544888,-0.04033679391397538
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,attitude_error_deg,1.9198834088599135,1.5194478214423388,-0.4004355874175747
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,attitude_error_deg,2.8776336575129897,2.332644525273414,-0.5449891322395759
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,attitude_error_deg,5.045304303965221,4.562096879443433,-0.48320742452178767
1,5,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,attitude_error_deg,7.007940441169602,6.954663405157253,-0.05327703601234912
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,attitude_error_deg,2.3481160852284737,1.721323562133238,-0.6267925230952358
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,attitude_error_deg,3.4846635355030924,2.8032793454528218,-0.6813841900502706
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,attitude_error_deg,5.988941536712758,5.578536457346879,-0.4104050793658791
1,5,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,attitude_error_deg,8.622738760433526,8.445927636692192,-0.17681112374133434
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,attitude_error_deg,1.9330536406301366,1.4782744946930935,-0.45477914593704316
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,attitude_error_deg,3.086191893618189,2.717435651744443,-0.3687562418737462
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,attitude_error_deg,5.219693136299328,5.057191880029383,-0.1625012562699446
1,5,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,attitude_error_deg,8.077752479981712,7.844297582217158,-0.23345489776455342
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,attitude_error_deg,2.1614022179379133,1.522500386002683,-0.6389018319352304
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,attitude_error_deg,2.9389990525216336,2.3894974712328456,-0.549501581288788
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,attitude_error_deg,5.055234748210627,4.549773946090402,-0.5054608021202256
1,5,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,attitude_error_deg,8.17197946753226,7.730452763145688,-0.4415267043865727
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,attitude_error_deg,2.1230810899323114,1.6409994025926766,-0.48208168733963475
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,attitude_error_deg,3.209254026541307,2.7113901807989915,-0.49786384574231546
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,attitude_error_deg,5.087252844499399,4.745812049277165,-0.34144079522223336
1,5,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,attitude_error_deg,7.779295762538907,7.609396915155965,-0.16989884738294236
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,attitude_error_deg,2.0955008124142895,1.6048553812806965,-0.49064543113359305
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,attitude_error_deg,3.098577949196064,2.58222375969706,-0.5163541894990042
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,attitude_error_deg,5.308800431563058,4.840426162968935,-0.4683742685941228
1,5,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,attitude_error_deg,8.369205166422132,8.233439770604777,-0.13576539581735503
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,attitude_error_deg,1.8599290394847265,1.5721691916929579,-0.28775984779176866
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,attitude_error_deg,2.5902594120676428,2.3963632304438978,-0.193896181623745
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,attitude_error_deg,4.416339850747497,4.383153823640982,-0.03318602710651497
1,5,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,attitude_error_deg,7.189831467404872,7.259295506132762,0.0694640387278902
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,attitude_error_deg,1.799630952706566,1.5535559038819546,-0.2460750488246113
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,attitude_error_deg,2.588637425978758,2.389553266834341,-0.1990841591444168
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,attitude_error_deg,3.9970371314966577,4.0895669962755745,0.09252986477891678
1,5,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,attitude_error_deg,5.769638179524606,5.984227353579098,0.21458917405449185
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,attitude_error_deg,1.7545341900401794,1.5733621773822495,-0.18117201265792993
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,attitude_error_deg,2.6467803753713413,2.412893351556709,-0.23388702381463222
1,5,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,attitude_error_deg,4.1371930315637515,4.1614314124684695,0.02423838090471797
