model,seed,cohort,log_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows,history_steps
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.6390106236058646,0.6088564593149568,6.02121344250586,0.6557896553662966,0.6088564593149568,0.6557896553662966,0.3837308423974704,0.3479552154230747,0.3199749938703883,0.5696105226238096,0.2858355362659012,0.15460262225868376,182,1
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,0.035918513486601626,0.4578977822915413,1.7185074735871564,0.6520904497481025,0.4578977822915413,0.6520904497481025,0.11218773894351276,0.10877115392125487,0.43041041615287695,0.5397725501566809,0.3211682171801835,0.17526701065328434,160,1
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,0.06516107555791259,0.31862457102514025,2.642262761460221,0.7601562941838687,0.31862457102514025,0.7601562941838687,0.1341072037902683,0.12179279179532519,0.2621133171344231,0.6596702339466978,0.3465018286057803,0.15036374830693647,160,1
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.13682743378646908,0.3504165492968214,4.19324728955116,0.8150530177269361,0.3504165492968214,0.8150530177269361,0.19152851863441106,0.17312939033463595,0.23692783452595215,0.7456903789109407,0.28356998301672,0.16686924593027952,160,1
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.3769581799091031,0.6880032518328055,6.359044602219885,0.7154599417085538,0.6880032518328055,0.7154599417085538,0.3752115902391143,0.469371789075942,0.3350445652482654,0.6286699535679936,0.30017812216718903,0.1629420530207105,160,1
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,0.03711701318304064,0.47791927895777436,1.8534582928174619,0.6874728190861483,0.47791927895777436,0.6874728190861483,0.11699283214579288,0.123147849689083,0.4467148100779515,0.5705981866199805,0.3530381220814562,0.14966853632425503,161,1
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,0.07283571423717282,0.351252956515552,2.6527179684157627,0.7319233583348553,0.351252956515552,0.7319233583348553,0.13191182318463204,0.13411863050613326,0.2966312581576357,0.5962006187571639,0.3918871238453138,0.16334352400384766,161,1
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.16306990385873457,0.5313471091857377,4.641986361350017,0.7001895597505807,0.5313471091857377,0.7001895597505807,0.2993297464692561,0.29998602217157005,0.32053055988527734,0.585892083986148,0.3443468990111373,0.16858558256118567,161,1
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.4504309269612271,0.8037478010115641,7.610229465427883,0.6767372358028986,0.8037478010115641,0.6767372358028986,0.4845594637207239,0.5120291086880955,0.38605549549991347,0.5914509341163726,0.27850799160280854,0.17490676793191312,161,1
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.03896844252528387,0.5298154496705567,1.6337150161030116,0.6899338771533104,0.5298154496705567,0.6899338771533104,0.17449055301253477,0.24381407611045694,0.43682050536736283,0.5105152840876491,0.43834155278574954,0.15244534318267697,150,1
