reference_history_steps,history_steps,cohort,horizon_s,metric,n_seeds,seeds_improved,mean_paired_difference,min_paired_difference,max_paired_difference
5,26,ALL,0.2,position_rmse_m,3,3,-0.0029324086515602984,-0.0033634941592634027,-0.0024285151786548886
5,26,ALL,0.5,position_rmse_m,3,3,-0.006013207689587398,-0.007686092208051193,-0.0037165339737094127
5,26,ALL,1.0,position_rmse_m,3,3,-0.01867776253056756,-0.03250175978502118,-0.008001360906598809
5,26,Sep17,0.1,position_rmse_m,3,3,-0.0005525971223710678,-0.0008698810795890015,-0.00018285212002510168
5,26,Sep17,0.2,position_rmse_m,3,3,-0.002576580995703031,-0.0038119770085860982,-0.0011748039102129973
5,26,Sep17,0.5,position_rmse_m,3,2,-0.0036984012397691113,-0.006796377168370615,0.002207692605318695
5,26,Sep17,1.0,position_rmse_m,3,2,-0.010225706039159824,-0.026501674899192862,0.010230247040111273
5,26,Sep7,0.1,position_rmse_m,3,3,-0.0012152949107736334,-0.001419983064499801,-0.0010268524416365
5,26,Sep7,0.2,position_rmse_m,3,3,-0.003248699901211169,-0.0035429251950475082,-0.002964842737643303
5,26,Sep7,0.5,position_rmse_m,3,3,-0.008070813422759171,-0.008982513155067706,-0.006495325525784523
5,26,Sep7,1.0,position_rmse_m,3,3,-0.026190701634040987,-0.03783516857242397,-0.0165297016926913
5,26,ALL,0.1,velocity_rmse_m_s,3,3,-0.047642140892058205,-0.05006561535430501,-0.043326072272521804
5,26,ALL,0.2,velocity_rmse_m_s,3,3,-0.04326290743775976,-0.045823187668189796,-0.039353442518183984
5,26,ALL,0.5,velocity_rmse_m_s,3,3,-0.028955478479286645,-0.036248680885476336,-0.01748703614380842
5,26,ALL,1.0,velocity_rmse_m_s,3,3,-0.0518999531807551,-0.08740704903717,-0.03261290209082368
5,26,Sep17,0.1,velocity_rmse_m_s,3,3,-0.04230170256522756,-0.04805570314516669,-0.03519024635328499
5,26,Sep17,0.2,velocity_rmse_m_s,3,3,-0.036092008580255124,-0.04054187977504933,-0.030954300502580717
5,26,Sep17,0.5,velocity_rmse_m_s,3,2,-0.01779907128727389,-0.032041341688327674,0.004758558362634113
5,26,Sep17,1.0,velocity_rmse_m_s,3,3,-0.0404332336307733,-0.07190916360156974,-0.018141749713960986
5,26,Sep7,0.1,velocity_rmse_m_s,3,3,-0.052389197182574336,-0.054757470029007105,-0.05055791753406569
5,26,Sep7,0.2,velocity_rmse_m_s,3,3,-0.0496370397555417,-0.0538617140726827,-0.04681934653205361
5,26,Sep7,0.5,velocity_rmse_m_s,3,3,-0.03887228487218691,-0.04525690341823041,-0.0340990532710172
5,26,Sep7,1.0,velocity_rmse_m_s,3,3,-0.0620925927807389,-0.10118294720214804,-0.03961868249203371
5,26,ALL,0.1,attitude_error_deg,3,3,-0.10559379030106457,-0.1209623700469693,-0.09286814089976692
5,26,ALL,0.2,attitude_error_deg,3,3,-0.18397567745795484,-0.2012694515625375,-0.1588302440502587
5,26,ALL,0.5,attitude_error_deg,3,3,-0.3048437213236112,-0.35611102005827444,-0.2560894370916893
5,26,ALL,1.0,attitude_error_deg,3,3,-0.28080290127781077,-0.3533421381372204,-0.1658999896957738
5,26,Sep17,0.1,attitude_error_deg,3,3,-0.11805711422576477,-0.15306215808843482,-0.0821107785741979
5,26,Sep17,0.2,attitude_error_deg,3,3,-0.20065600393221242,-0.2568835947597585,-0.13818031442556533
5,26,Sep17,0.5,attitude_error_deg,3,3,-0.34455002018942604,-0.46905155568617474,-0.2275495219311212
5,26,Sep17,1.0,attitude_error_deg,3,2,-0.2712058032509385,-0.43766305330189237,0.02760496710472271
5,26,Sep7,0.1,attitude_error_deg,3,3,-0.09451528014577537,-0.10243024074471707,-0.08868637457138728
5,26,Sep7,0.2,attitude_error_deg,3,3,-0.16914872059194788,-0.19626087285251392,-0.13399955187334367
5,26,Sep7,0.5,attitude_error_deg,3,3,-0.2695492334428861,-0.2814582505677503,-0.25571943283347087
5,26,Sep7,1.0,attitude_error_deg,3,3,-0.2893336550794749,-0.3379043957406598,-0.25170635595136215
5,26,ALL,0.1,body_rate_rmse_rad_s,3,3,-0.037378898825618255,-0.04065312516794761,-0.03144900276966711
5,26,ALL,0.2,body_rate_rmse_rad_s,3,3,-0.031872191428737685,-0.034831354706468254,-0.029077655104122857
5,26,ALL,0.5,body_rate_rmse_rad_s,3,3,-0.02427780659825222,-0.031168824336208822,-0.019166195758700155
5,26,ALL,1.0,body_rate_rmse_rad_s,3,3,-0.024021651297235547,-0.029966957696234475,-0.017700678618493337
5,26,Sep17,0.1,body_rate_rmse_rad_s,3,3,-0.031857846823103254,-0.035613424626857015,-0.029842429888999766
5,26,Sep17,0.2,body_rate_rmse_rad_s,3,3,-0.031416865425282735,-0.035454514539466686,-0.02742293655020167
5,26,Sep17,0.5,body_rate_rmse_rad_s,3,3,-0.023533544349324753,-0.025989433658620054,-0.022156139036877298
5,26,Sep17,1.0,body_rate_rmse_rad_s,3,3,-0.016192847368093417,-0.025128510720953123,-0.003037118352465784
5,26,Sep7,0.1,body_rate_rmse_rad_s,3,3,-0.042286500605631584,-0.05026263208256776,-0.032632395495190814
5,26,Sep7,0.2,body_rate_rmse_rad_s,3,3,-0.03227692565403103,-0.0342774348549143,-0.030548516040941553
5,26,Sep7,0.5,body_rate_rmse_rad_s,3,3,-0.024939373041743245,-0.039180100157836795,-0.016242760564231906
5,26,Sep7,1.0,body_rate_rmse_rad_s,3,3,-0.030980588123139752,-0.03426779945204017,-0.027939010506861095
