model,seed,cohort,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_flights,n_windows,history_steps
B2_StandardGRU,23,ALL,0.1,0.0479052905943417,0.4624820149849665,1.895377615714654,0.6848644631406773,0.4624820149849665,0.6848644631406773,0.12463585358093898,0.1165903771527697,0.42792073348942194,0.5444930446448122,0.38256596593394526,0.15209757875307162,17,2582,1
B2_StandardGRU,23,ALL,0.2,0.09230229881699789,0.33974768951212536,2.7257097031066038,0.686168764104715,0.33974768951212536,0.686168764104715,0.12746762091686342,0.12400102031407867,0.28724941833220236,0.5443871557687343,0.3783933117257309,0.16331178757886683,17,2582,1
B2_StandardGRU,23,ALL,0.5,0.20862448530639827,0.3835855498849149,4.575094852746895,0.6471455614521242,0.3835855498849149,0.6471455614521242,0.19502009425253072,0.1833333060667716,0.2718097558934847,0.5443472591288969,0.3082159387725114,0.16000380750268178,17,2582,1
B2_StandardGRU,23,ALL,1.0,0.47223113559986357,0.6394208030419317,6.825817398500842,0.638416328362789,0.6394208030419317,0.638416328362789,0.3744887041907472,0.3977554296602688,0.32878263684129766,0.5349501982416471,0.29989884333058703,0.1698677278573452,17,2582,1
B2_StandardGRU,23,Sep17,0.1,0.03466612922912522,0.4892251489411984,2.131903846581628,0.6766504278993264,0.4892251489411984,0.6766504278993264,0.12945227438426224,0.11516197088930463,0.45698714023124615,0.5087396957774736,0.4169398793977481,0.15618563659162216,8,1101,1
B2_StandardGRU,23,Sep17,0.2,0.06845395768822578,0.35358634229323577,3.105106929529665,0.6838072932127857,0.35358634229323577,0.6838072932127857,0.13604048186541862,0.12255167173692352,0.3007013253292122,0.5040240883818329,0.4243436660028353,0.18081200956043236,8,1101,1
B2_StandardGRU,23,Sep17,0.5,0.14731617055638854,0.38405050357570275,5.334324413023443,0.62050597925525,0.38405050357570275,0.62050597925525,0.18626833278273786,0.1700780743691031,0.2887003952379281,0.5049542218912938,0.31702893660085374,0.1707252801732408,8,1101,1
B2_StandardGRU,23,Sep17,1.0,0.3626835666437087,0.6656736684845999,7.819831438534304,0.6253947759549934,0.6656736684845999,0.6253947759549934,0.385014607716614,0.4094758115559597,0.3528876258901823,0.506505765333372,0.3125692865568411,0.18942141145082253,8,1101,1
B2_StandardGRU,23,Sep7,0.1,0.05967343403008967,0.4387103403572048,1.6851320771662333,0.6921658277996557,0.4387103403572048,0.6921658277996557,0.12035459064465165,0.11786007160918308,0.40208392749668925,0.5762737991935576,0.35201137618834266,0.14846374956324893,9,1481,1
B2_StandardGRU,23,Sep7,0.2,0.11350082426479531,0.327446664817805,2.388467724063883,0.6882678493419855,0.327446664817805,0.6882678493419855,0.11984730007370323,0.12528933016043878,0.27529216766819364,0.5802654378904243,0.33754855236830467,0.14775603470636414,9,1481,1
B2_StandardGRU,23,Sep7,0.5,0.2631207650841847,0.3831722577153256,3.900224132501075,0.6708251900715679,0.3831722577153256,0.6708251900715679,0.2027994377812355,0.19511573424247697,0.2567958542539795,0.5793632922289884,0.3003821629250961,0.150473609573296,9,1481,1
B2_StandardGRU,23,Sep7,1.0,0.569606752449779,0.6160849226484489,5.942249362915543,0.649991041614163,0.6160849226484489,0.649991041614163,0.3651323455010878,0.3873373124196546,0.30735597990895575,0.5602341386045584,0.28863622712947234,0.1524866757742542,9,1481,1
B2_StandardGRU,42,ALL,0.1,0.04807111546635156,0.46663907618289274,1.8992053121539745,0.6871793378952343,0.46663907618289274,0.6871793378952343,0.12358507812938935,0.11818393406110846,0.4322812110378269,0.5434148005612867,0.3875628155699782,0.15507864891060633,17,2582,1
B2_StandardGRU,42,ALL,0.2,0.09317234883003349,0.34638911653820065,2.71776906138869,0.6864009176836442,0.34638911653820065,0.6864009176836442,0.13038351200146103,0.12716381024687273,0.2928468852068622,0.5450625752016407,0.37625721872673673,0.16701747838781708,17,2582,1
B2_StandardGRU,42,ALL,0.5,0.21292362018501912,0.3984943049248912,4.523912986099733,0.6399980026602649,0.3984943049248912,0.6399980026602649,0.20725808886764613,0.19966014330254817,0.27200103901275363,0.5434281151420247,0.2930106818583099,0.1615861958682692,17,2582,1
B2_StandardGRU,42,ALL,1.0,0.4919829661789695,0.6744222995235544,6.859411875029065,0.6419538082411659,0.6744222995235544,0.6419538082411659,0.40264524351213643,0.40716974597680944,0.3507880280725264,0.5413608707050459,0.289218440017657,0.18243852105556482,17,2582,1
B2_StandardGRU,42,Sep17,0.1,0.03481595898611287,0.4982917491304291,2.1345841803670402,0.6811618867003224,0.4982917491304291,0.6811618867003224,0.12990653748489053,0.11817579623781273,0.465764754223033,0.5161131580062815,0.41359798979824736,0.16038724322455514,8,1101,1
B2_StandardGRU,42,Sep17,0.2,0.06933347795877064,0.3646242894540189,3.099896847376658,0.6763901640521683,0.3646242894540189,0.6763901640521683,0.13945286527555834,0.12601379033664561,0.3110935404944945,0.5007559021125535,0.4132355408787627,0.18588106012108582,8,1101,1
B2_StandardGRU,42,Sep17,0.5,0.15235090666278134,0.41295414352941,5.338296239891681,0.6147791257881089,0.41295414352941,0.6147791257881089,0.20339275964353482,0.19369613381237866,0.3006215066842105,0.5039567203286173,0.30440495426354625,0.17384777288844966,8,1101,1
B2_StandardGRU,42,Sep17,1.0,0.386816351287066,0.714316813533249,7.975132722508787,0.6367881618928889,0.714316813533249,0.6367881618928889,0.4356767304189853,0.41686923777016927,0.3765159504587355,0.5224504874409526,0.29744972982986234,0.20729485186429242,8,1101,1
B2_StandardGRU,42,Sep7,0.1,0.059853476782119275,0.4385033668961938,1.6899796515201384,0.6925281834018227,0.4385033668961938,0.6925281834018227,0.11796600314672162,0.11819116768181576,0.40251806153986597,0.5676829272768468,0.3644204384781834,0.1503598984093185,9,1481,1
B2_StandardGRU,42,Sep7,0.2,0.11436245627115604,0.3301800739463622,2.3780999182882727,0.6952993653560671,0.3301800739463622,0.6952993653560671,0.12232186464670788,0.12818605016707457,0.2766276360623002,0.5844462846141626,0.34338759903604704,0.15024985018046708,9,1481,1
B2_StandardGRU,42,Sep7,0.5,0.26676603220478606,0.38564111505420784,3.8000167605068893,0.6624147821021812,0.38564111505420784,0.6624147821021812,0.2106939370668562,0.20496148507158773,0.2465606233047919,0.578513799420609,0.28288243972032207,0.15068701629477543,9,1481,1
B2_StandardGRU,42,Sep7,1.0,0.5854644016384394,0.6389605092927146,5.867660010602645,0.6465454938840788,0.6389605092927146,0.6465454938840788,0.37328392181715964,0.398547975493823,0.3279187637292294,0.5581701002731287,0.2819017379623634,0.1603440047811403,9,1481,1
B2_StandardGRU,17,ALL,0.1,0.03628197585460032,0.18989328867697242,1.5054705699586408,0.5753398738934639,0.18989328867697242,0.5753398738934639,0.07504660663507774,0.07437107241380339,0.155037673132355,0.4967313453778646,0.2514305363702539,0.14022501604516796,17,2582,5
B2_StandardGRU,17,ALL,0.2,0.07337711715149894,0.230690692474582,2.345752286813813,0.5959540901805882,0.230690692474582,0.5959540901805882,0.10105826947824842,0.09980601056760803,0.1791442484713642,0.5109053884006268,0.25708391165144273,0.16315685334582689,17,2582,5
B2_StandardGRU,17,ALL,0.5,0.19950365395719713,0.3874583989324054,4.389850791781901,0.6178773797606171,0.3874583989324054,0.6178773797606171,0.21209507158656127,0.2019802511151432,0.24903716416172525,0.5314352237718735,0.26768045929799544,0.15993497584619057,17,2582,5
B2_StandardGRU,17,ALL,1.0,0.503513595646971,0.7271463583239028,7.097012632837202,0.6423590192748915,0.7271463583239028,0.6423590192748915,0.4472977030139166,0.43208739098321874,0.37210710075406517,0.5310223375638146,0.31515223914654583,0.1694762005279387,17,2582,5
B2_StandardGRU,17,Sep17,0.1,0.019337254223647092,0.19281549134374504,1.608462687404675,0.5572560248416868,0.19281549134374504,0.5572560248416868,0.0744510234083804,0.06932982071179086,0.16356104785674125,0.4688373301479506,0.26350109929555854,0.14202877923974627,8,1101,5
B2_StandardGRU,17,Sep17,0.2,0.042882095207200426,0.2505185641001577,2.5722917111819967,0.5675888321210786,0.2505185641001577,0.5675888321210786,0.10769724430477173,0.1006999795984092,0.19999406527161923,0.4726361925166927,0.26992301993990064,0.15957438783852365,8,1101,5
B2_StandardGRU,17,Sep17,0.5,0.1335430651455719,0.3871567186743642,4.995394984252847,0.5845455266019327,0.3871567186743642,0.5845455266019327,0.19398137876601776,0.18315398381190157,0.2790490849955996,0.48685389662762824,0.27766723037688473,0.16342784858668094,8,1101,5
B2_StandardGRU,17,Sep17,1.0,0.38410108372540924,0.7463636280756182,8.113273070141469,0.6291757916676126,0.7463636280756182,0.6291757916676126,0.4480575573296467,0.4281328611229313,0.41337119253691995,0.4979762197651326,0.336107271531789,0.1846520945601489,8,1101,5
B2_StandardGRU,17,Sep7,0.1,0.05134395063766987,0.18729577519539672,1.4139220211177213,0.5914144063839324,0.18729577519539672,0.5914144063839324,0.0755760139476976,0.07885218503781452,0.14746134004401165,0.5215260255822326,0.2407011471033165,0.13862167098332057,9,1481,5
B2_StandardGRU,17,Sep7,0.2,0.10048380332420874,0.21306591769629246,2.14438390959765,0.6211676529001524,0.21306591769629246,0.6211676529001524,0.09515695852133882,0.09901137142911809,0.1606110779822486,0.5449224514085682,0.24567137095059127,0.1663412671300964,9,1481,5
B2_StandardGRU,17,Sep7,0.5,0.2581352884564196,0.38772655916177545,3.8515892873632813,0.6475056936794475,0.38772655916177545,0.6475056936794475,0.2281961318714888,0.21871471094024686,0.22235990119828136,0.5710630701223138,0.2588033294500939,0.15683020007686585,9,1481,5
B2_StandardGRU,17,Sep7,1.0,0.6096580506883592,0.7100643407668226,6.193670021900076,0.6540774438146949,0.7100643407668226,0.6540774438146949,0.4466222769554898,0.4356025286368075,0.3354279080581943,0.5603966644959765,0.29652554369299633,0.15598651694375187,9,1481,5
B2_StandardGRU,23,ALL,0.1,0.03632491433139086,0.19280224336745486,1.527580312860047,0.5843692732335072,0.19280224336745486,0.5843692732335072,0.07906369711503207,0.0767568225349891,0.15565330724509585,0.4988428994868632,0.2664990806417974,0.14193808722431803,17,2582,5
B2_StandardGRU,23,ALL,0.2,0.07330401278080492,0.24458814403884835,2.407864727610823,0.6043650042407048,0.24458814403884835,0.6043650042407048,0.10427938471813224,0.10337559065893688,0.1936514226723385,0.5203398975530865,0.2606763912262832,0.15928681854537513,17,2582,5
B2_StandardGRU,23,ALL,0.5,0.19818905794043024,0.38267474369580656,4.3780191786665945,0.6287997639376611,0.38267474369580656,0.6287997639376611,0.20456895011667167,0.2021074369466237,0.24863805492309227,0.5426256244066352,0.27321856166122654,0.1556269624452525,17,2582,5
B2_StandardGRU,23,ALL,1.0,0.4893040619230027,0.6854222357851345,6.865612063936117,0.6508258186632591,0.6854222357851345,0.6508258186632591,0.4103722832587212,0.43384113098145866,0.33124547061730214,0.535105875839136,0.3286437679082562,0.16255962794739623,17,2582,5
B2_StandardGRU,23,Sep17,0.1,0.019272650095677725,0.19378330585112508,1.5951557667339693,0.5546323881551587,0.19378330585112508,0.5546323881551587,0.07960946597209193,0.07106077951274334,0.16100208464785254,0.4630296532528184,0.2665099974915286,0.1447200194354646,8,1101,5
B2_StandardGRU,23,Sep17,0.2,0.042476308108842495,0.25811975398655007,2.592375495186652,0.572888175529088,0.25811975398655007,0.572888175529088,0.11565691489408471,0.1051715234347761,0.20256844578554764,0.48161296085096744,0.26742440489618224,0.15616270453231199,8,1101,5
B2_StandardGRU,23,Sep17,0.5,0.13171629703177806,0.3844219328528627,4.829588841766188,0.5869684704782935,0.3844219328528627,0.5869684704782935,0.1943799997644535,0.18627523726748074,0.27132207137416225,0.48952169457712924,0.28024311548351444,0.16062126130809032,8,1101,5
B2_StandardGRU,23,Sep17,1.0,0.374009447953535,0.7126798544881379,7.5762953947372775,0.6389518538854347,0.7126798544881379,0.6389518538854347,0.4182100408168467,0.43748991063215514,0.37157312804588083,0.5027660856752557,0.350961014877106,0.1766679000222205,8,1101,5
B2_StandardGRU,23,Sep7,0.1,0.05148248254091364,0.1919301878264147,1.4675132427498936,0.6108020599698168,0.1919301878264147,0.6108020599698168,0.07857856924208999,0.08181997188809643,0.15089883844264546,0.5306768961393475,0.26648937677536966,0.13946525859218772,9,1481,5
B2_StandardGRU,23,Sep7,0.2,0.10070641693366042,0.23256004630755792,2.2438551564323084,0.6323444075399198,0.23256004630755792,0.6323444075399198,0.09416602456173002,0.10177920596930203,0.18572517990504153,0.5547638412883035,0.2546781568530397,0.16206380877920906,9,1481,5
B2_StandardGRU,23,Sep7,0.5,0.25727595652589885,0.3811216866673122,3.976623922578067,0.6659831359015435,0.3811216866673122,0.6659831359015435,0.21362579487419894,0.21618050332808408,0.2284744847443634,0.5898291175884184,0.26697451381919296,0.15118758567828555,9,1481,5
B2_StandardGRU,23,Sep7,1.0,0.5917881632291961,0.6611932413824647,6.233893547668418,0.6613804540213253,0.6611932413824647,0.6613804540213253,0.4034053876514985,0.43059777129195065,0.2953986640141211,0.5638523559848073,0.30880621504705646,0.15001894165866353,9,1481,5
B2_StandardGRU,42,ALL,0.1,0.03612270089941627,0.19501777772398576,1.5058937838971411,0.5884140016905628,0.19501777772398576,0.5884140016905628,0.07900431199632542,0.07778240566308081,0.15716727236401123,0.5108046569339785,0.253466441428065,0.14054951666405976,17,2582,5
B2_StandardGRU,42,ALL,0.2,0.07324372023073798,0.240806871849788,2.387765047406427,0.5941462000166904,0.240806871849788,0.5941462000166904,0.10683657081740022,0.10862027215314625,0.18385867828296942,0.5120302994628363,0.25075467251447014,0.16175191748867995,17,2582,5
B2_StandardGRU,42,ALL,0.5,0.19753333985939941,0.3885960974040061,4.381853163917113,0.6158859804323423,0.3885960974040061,0.6158859804323423,0.20803513179175775,0.20388319699412816,0.25286459923763,0.5323874895278483,0.2639609823642187,0.15432548330191223,17,2582,5
B2_StandardGRU,42,ALL,1.0,0.4852563992362961,0.6863765198639806,6.957257054833197,0.642099304068539,0.6863765198639806,0.642099304068539,0.4106410869929491,0.4285994016540358,0.3408362435439276,0.5265892037139954,0.32411438627472444,0.165165036922367,17,2582,5
B2_StandardGRU,42,Sep17,0.1,0.01938915688357091,0.20015642068180703,1.5600368342640154,0.5658593911831943,0.20015642068180703,0.5658593911831943,0.08198734747797205,0.07108683371036943,0.16750683442504435,0.4805456359148812,0.2637561686576773,0.13677231086894498,8,1101,5
B2_StandardGRU,42,Sep17,0.2,0.04349900250635483,0.2612212030851431,2.5657923128041498,0.5648769994692494,0.2612212030851431,0.5648769994692494,0.1195353825692489,0.10629040867593191,0.2035967576532942,0.4739994473720573,0.26581099673777986,0.152448756593911,8,1101,5
B2_StandardGRU,42,Sep17,0.5,0.13369041440802223,0.4026490835163129,4.917193420101674,0.5818428471677376,0.4026490835163129,0.5818428471677376,0.20056452975859798,0.1981137048227737,0.2838420509223251,0.4832868778572259,0.2798490463906037,0.16163352612312268,8,1101,5
B2_StandardGRU,42,Sep17,1.0,0.37707403289741726,0.7267606667089133,7.82030784111064,0.6325462883742514,0.7267606667089133,0.6325462883742514,0.43066608195176737,0.44781059085813285,0.3723775346928352,0.49770237516691457,0.34590700315345896,0.17814638907864783,8,1101,5
B2_StandardGRU,42,Sep7,0.1,0.05099696224683438,0.1904500950948113,1.457766628015475,0.6084625443637793,0.1904500950948113,0.6084625443637793,0.07635272490152842,0.08373402517660204,0.14797655053198178,0.5377015645065093,0.24432001722396526,0.14390703292638396,9,1481,5
B2_StandardGRU,42,Sep7,0.2,0.09968346931907855,0.2226607996405835,2.229518589275118,0.6201632671699712,0.2226607996405835,0.6201632671699712,0.09554873814909029,0.11069126191067008,0.1663137188426807,0.5458355013213065,0.23737127320486154,0.1700213938395857,9,1481,5
B2_StandardGRU,42,Sep7,0.5,0.2542826069272902,0.37610455419306665,3.905995158419726,0.6461465433342132,0.37610455419306665,0.6461465433342132,0.21467566693234424,0.20901163447977653,0.2253290866290121,0.5760324776795125,0.24983825878520977,0.14782944523861408,9,1481,5
B2_StandardGRU,42,Sep7,1.0,0.5814185026486327,0.6504795004462627,6.190100800364357,0.6505908735745723,0.6504795004462627,0.6505908735745723,0.39284109147399954,0.41152278902817174,0.3127995403004542,0.5522663846447338,0.3047431712714048,0.15362605722789513,9,1481,5
B2_StandardGRU,17,ALL,0.1,0.03556907056594774,0.14930527609652605,1.4312126980767481,0.5543833666556227,0.14930527609652605,0.5543833666556227,0.06382185816887888,0.06709159687784436,0.11308130404795864,0.4833251650883914,0.22845385104738303,0.14081707208824787,17,2582,13
B2_StandardGRU,17,ALL,0.2,0.07105369985152582,0.1967133153565556,2.237933060271335,0.5733682775873689,0.1967133153565556,0.5733682775873689,0.09043386413963683,0.09043296353710951,0.14645511383151338,0.5050225313061066,0.224153909738074,0.14719997985507557,17,2582,13
B2_StandardGRU,17,ALL,0.5,0.1953075147779657,0.3701150901195779,4.125297698745809,0.6045231254070617,0.3701150901195779,0.6045231254070617,0.20150481977979476,0.1919876999997261,0.2384070919946828,0.5311560183230754,0.2422890145466931,0.15120893603213637,17,2582,13
B2_StandardGRU,17,ALL,1.0,0.49802116092888626,0.702636652822454,6.918030008629193,0.6234837502768887,0.702636652822454,0.6234837502768887,0.433951931357472,0.4302189105785353,0.34183746320738284,0.5251204400364062,0.28787187952674415,0.16721427445193282,17,2582,13
B2_StandardGRU,17,Sep17,0.1,0.01893071608101956,0.1560482547205667,1.5259528721086169,0.5346367468127783,0.1560482547205667,0.5346367468127783,0.06294297738829872,0.06388260876959093,0.12739636887585465,0.4550246861249593,0.24345781372835662,0.1344328659086982,8,1101,13
B2_StandardGRU,17,Sep17,0.2,0.04049199111199558,0.22174596876001934,2.4257653677470516,0.5439218274174783,0.22174596876001934,0.5439218274174783,0.09984170428973294,0.0934433906247244,0.172258707324673,0.4632912501303476,0.24094380439121496,0.15047640735656545,8,1101,13
B2_StandardGRU,17,Sep17,0.5,0.12893657822366947,0.3728356441302006,4.6186071521109096,0.5637322658167915,0.3728356441302006,0.5637322658167915,0.18629180245923876,0.1749846570093237,0.2695126269309065,0.4828384132388395,0.23934153695327437,0.16396932557035684,8,1101,13
B2_StandardGRU,17,Sep17,1.0,0.3792650642916757,0.7215763603848324,7.845344431457289,0.6156848057320653,0.7215763603848324,0.6156848057320653,0.43451249670944436,0.42530003841259967,0.38659041829945234,0.5020257621593519,0.30173402694375545,0.18612806372156865,8,1101,13
B2_StandardGRU,17,Sep7,0.1,0.050358718996995004,0.14331151731960104,1.3469992100484207,0.5719359176270399,0.14331151731960104,0.5719359176270399,0.06460308552939459,0.0699440307518474,0.10035680197871774,0.50848114638922,0.21511699533096207,0.14649192202562533,9,1481,13
B2_StandardGRU,17,Sep7,0.2,0.0982196631755527,0.17446206788681,2.070971009181809,0.5995428999606048,0.17446206788681,0.5995428999606048,0.0820713395617736,0.08775702834811851,0.12351858628203817,0.5421170034623368,0.20922955893528206,0.1442875998537512,9,1481,13
B2_StandardGRU,17,Sep7,0.5,0.25430390282622906,0.3676968198879132,3.6868004068657214,0.6407816672650796,0.3676968198879132,0.6407816672650796,0.21502750184251115,0.20710151599119495,0.2107577276069284,0.5741050006201739,0.24490899462973204,0.13986636755371815,9,1481,13
B2_StandardGRU,17,Sep7,1.0,0.6035821357175178,0.6858013572114511,6.093750521670885,0.630416145427843,0.6858013572114511,0.630416145427843,0.43345365104460765,0.4345912413927003,0.30205705868109883,0.5456490425937879,0.275549970711623,0.15040201732336764,9,1481,13
B2_StandardGRU,23,ALL,0.1,0.03556495670379962,0.15579041725181134,1.4167665321716212,0.5489200440989458,0.15579041725181134,0.5489200440989458,0.06721633499641604,0.06708474748363276,0.11976204081743112,0.47920082298318223,0.2261890608754161,0.13778412962831355,17,2582,13
B2_StandardGRU,23,ALL,0.2,0.07093986214266516,0.20522996596203405,2.2188454335167687,0.5768660720625751,0.20522996596203405,0.5768660720625751,0.09434750772093438,0.09134159927566034,0.15529885287622006,0.5063884217009962,0.23157633918385928,0.14480803934724193,17,2582,13
B2_StandardGRU,23,ALL,0.5,0.1924699155443271,0.35977589662625287,4.112643481666991,0.6021857908224076,0.35977589662625287,0.6021857908224076,0.1961077919781158,0.1905218662699441,0.2310467764895859,0.5256680324269181,0.24802235133354322,0.1515818237902847,17,2582,13
B2_StandardGRU,23,ALL,1.0,0.4737406451037554,0.6437623258376095,6.578007032079942,0.6311265343466013,0.6437623258376095,0.6311265343466013,0.3888802162735009,0.41059348374628607,0.30281137005533765,0.5221827798918375,0.3101316779969204,0.1631725907686722,17,2582,13
B2_StandardGRU,23,Sep17,0.1,0.019125632578399533,0.16155718733703134,1.489354323532244,0.5334325387346964,0.16155718733703134,0.5334325387346964,0.06794025688828571,0.06341088797099827,0.13157407930402482,0.4560366371058015,0.23842856972031443,0.1351051527848171,8,1101,13
B2_StandardGRU,23,Sep17,0.2,0.041032471444338296,0.22283285299039096,2.3940760441105757,0.5438940071908233,0.22283285299039096,0.5438940071908233,0.10535891248510944,0.09354808450557238,0.1704478618172498,0.4613624535856605,0.24536408497776677,0.14937427765111927,8,1101,13
B2_StandardGRU,23,Sep17,0.5,0.12992152500385976,0.37816579047966065,4.540217506898731,0.5665217669145292,0.37816579047966065,0.5665217669145292,0.1980792687149677,0.19091331114616103,0.25691308358712855,0.4805514484502352,0.2542543485079507,0.15833549132175198,8,1101,13
B2_StandardGRU,23,Sep17,1.0,0.37300163854019036,0.694212685239034,7.155815842634713,0.6269346186297254,0.694212685239034,0.6269346186297254,0.41058525479301616,0.4315176273350085,0.3539186522348615,0.4988000809508468,0.33414021693370044,0.1754681632015907,8,1101,13
B2_StandardGRU,23,Sep7,0.1,0.050177689259710806,0.15066439939828247,1.3522440509621787,0.5626867155338341,0.15066439939828247,0.5626867155338341,0.06657284887030965,0.0703504003837523,0.10926245105157005,0.49979121042974295,0.2153094974577287,0.14016544237808815,9,1481,13
B2_StandardGRU,23,Sep7,0.2,0.09752420943006682,0.18958295527016122,2.0630848907667176,0.606174574170799,0.18958295527016122,0.606174574170799,0.08455959237500099,0.08938027907129406,0.14183306715086028,0.5464115044701835,0.2193205651448304,0.14074916085490652,9,1481,13
B2_StandardGRU,23,Sep7,0.5,0.24806848491363137,0.34342932431211265,3.7325776814610006,0.6338871454071885,0.34342932431211265,0.6338871454071885,0.1943553682120252,0.19017391526886238,0.20805450351399246,0.5657716626284139,0.24248279828962552,0.14557856376231376,9,1481,13
B2_StandardGRU,23,Sep7,1.0,0.5632864287158134,0.5989175619252323,6.064399200475702,0.6348526816504909,0.5989175619252323,0.6348526816504909,0.36958684870059844,0.39199424500075497,0.25738267478464977,0.5429674011727179,0.2887907544975603,0.1522431930505224,9,1481,13
B2_StandardGRU,42,ALL,0.1,0.03542549032303373,0.15295808904894603,1.4200896300379644,0.5517472646993222,0.15295808904894603,0.5517472646993222,0.06784075253510592,0.06768259942835957,0.1156547330501179,0.4808894265263876,0.23083291877135226,0.13483713794102387,17,2582,13
B2_StandardGRU,42,ALL,0.2,0.07067467720213833,0.20519675775846996,2.252369660948901,0.5685123616112161,0.20519675775846996,0.5685123616112161,0.09569014460604727,0.09336043946775237,0.15307616164224694,0.5007635353070098,0.22304465531767256,0.14431129351237992,17,2582,13
B2_StandardGRU,42,ALL,0.5,0.193551426115943,0.3642030180055879,4.165109270028885,0.592804799520293,0.3642030180055879,0.592804799520293,0.2014508022994426,0.19400577299579264,0.2296116412379298,0.5204083114821672,0.23844279613930966,0.14787715907464638,17,2582,13
B2_StandardGRU,42,ALL,1.0,0.4791810235093383,0.6729617220590655,6.818772936494157,0.6179703532661356,0.6729617220590655,0.6179703532661356,0.40632748886265313,0.42898045300095455,0.31723117523453365,0.5180050478687248,0.28989729355317656,0.1641340994721024,17,2582,13
B2_StandardGRU,42,Sep17,0.1,0.018900697771382032,0.16067223994256047,1.492297518991091,0.5351090601027132,0.16067223994256047,0.5351090601027132,0.06856019361893849,0.06499950847205958,0.12964395428023048,0.4551420062963082,0.2453228915347291,0.13294715026868326,8,1101,13
