steps,variant,log_id,n,finite,rmse
5,iv_manual,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,True,0.4322186661498861
5,iv_manual,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,True,0.4413696755632917
5,iv_manual,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,True,0.39825300964625293
5,iv_manual,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,True,0.3876242410374899
5,iv_manual,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,True,0.40633214698701076
5,iv_manual,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,True,0.4276232404945195
5,iv_manual,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,True,0.41641636796580916
5,iv_manual,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,True,0.4260758151575221
5,iv_manual,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,True,0.3860932584295881
5,iv_manual,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,True,0.36587312003703093
5,iv_manual,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,True,0.509054070622983
5,iv_manual,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,True,0.4557018360119312
5,iv_manual,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,True,0.43248120465213447
5,iv_manual,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,True,0.4769647814039704
5,iv_manual,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,True,0.5104421230501329
5,iv_manual,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,True,0.47745506862522685
5,iv_manual,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,True,0.41943858691715463
5,iv_manual,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,True,0.4713489578961924
5,iv_manual,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,True,0.39305543351439426
5,iv_manual,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,True,0.39318155027597873
5,iv_manual,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,True,0.41716153603319095
5,iv_manual,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,True,0.45533476758094044
5,iv_manual,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,True,0.4267198473127476
5,iv_manual,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,True,0.4813870897457887
5,iv_manual,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,True,0.44596829425022094
5,iv_manual,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,True,0.6199911244474592
5,iv_manual,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,True,0.47704808062325976
5,iv_manual,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,True,0.47236215412176524
5,iv_attitude,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,True,0.3475299946880763
5,iv_attitude,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,True,0.34973138672708065
5,iv_attitude,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,True,0.34894793221209175
5,iv_attitude,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,True,0.3918980554946396
5,iv_attitude,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,True,0.4651862403884583
5,iv_attitude,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,True,0.4242502924470947
5,iv_attitude,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,True,0.3823255532965496
5,iv_attitude,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,True,0.41169425886175387
5,iv_attitude,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,True,0.41228668922427136
5,iv_attitude,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,True,0.3895235624563983
5,iv_attitude,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,True,0.4167464320577293
5,iv_attitude,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,True,0.45473434386455786
5,iv_attitude,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,True,0.3929681460652467
5,iv_attitude,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,True,0.4316014626951784
5,iv_attitude,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,True,0.4452898673703281
5,iv_attitude,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,True,0.40929622363180945
5,iv_attitude,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,True,0.3873244617669032
5,iv_attitude,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,True,0.4158860201204833
5,iv_attitude,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,True,0.43015020304215823
5,iv_attitude,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,True,0.42441602864199574
5,iv_attitude,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,True,0.4208999355150228
5,iv_attitude,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,True,0.3883519113183095
5,iv_attitude,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,True,0.37136533875913125
5,iv_attitude,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,True,0.5228340077980357
5,iv_attitude,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,True,0.4586224760761175
5,iv_attitude,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,True,0.43409490389483385
5,iv_attitude,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,True,0.4736304864150408
5,iv_attitude,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,True,0.5238558578505301
5,iv_attitude,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,True,0.4924246407263014
5,iv_attitude,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,True,0.41996180243769876
5,iv_attitude,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,True,0.4815655964382402
5,iv_attitude,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,True,0.40406840698318486
5,iv_attitude,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,True,0.3950052939953579
5,iv_attitude,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,True,0.4193354510417779
5,iv_attitude,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,True,0.45913376288605884
5,iv_attitude,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,True,0.4317695079770124
5,iv_attitude,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,True,0.4936871181946025
5,iv_attitude,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,True,0.4474355132797883
5,iv_attitude,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,True,0.6162712684247794
5,iv_attitude,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,True,0.4775835922917189
5,iv_attitude,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,True,0.489039028802851
10,no_common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,True,0.44259142786783023
10,no_common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,True,0.38666303521944223
10,no_common,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,True,0.41960546702284546
10,no_common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,True,0.44358245588514617
10,no_common,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,True,0.4359468192722854
10,no_common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,True,0.44123523596165204
10,no_common,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,True,0.5069761468724286
10,no_common,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,True,0.44849475848536546
10,no_common,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,True,0.49286577655710934
10,no_common,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,True,0.44190602608411944
10,no_common,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,True,0.4654149717820001
10,no_common,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,True,0.4751149926792047
10,no_common,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,True,0.44342674125571296
10,no_common,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,True,0.4879952135750638
10,no_common,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,True,0.4845711385290431
10,no_common,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,True,0.42798066675826096
10,no_common,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,True,0.4464090552536258
10,no_common,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,True,0.4357679657648675
10,no_common,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,True,0.4525576202484602
10,no_common,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,True,0.4993049606054022
10,no_common,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,True,0.47114722478579885
10,no_common,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,True,0.4852664414534803
10,no_common,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,True,0.42982923981036947
10,no_common,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,True,0.5475668248946074
10,no_common,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,True,0.48396329169887053
10,no_common,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,True,0.44665115326683774
10,no_common,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,True,0.6010706063500525
10,no_common,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,True,0.5584135744400933
10,no_common,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,True,0.5119056204016962
10,no_common,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,True,0.47694522595690353
10,no_common,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,True,0.494552407094458
10,no_common,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,True,0.48071281504363994
10,no_common,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,True,0.4932057943575299
10,no_common,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,True,0.5436430429600088
10,no_common,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,True,0.4756307975789199
10,no_common,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,True,0.4821637797979332
10,no_common,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,True,0.5301584835790905
10,no_common,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,True,0.512843747147825
10,no_common,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,True,0.6340537382660338
10,no_common,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,True,0.4777326177425653
10,no_common,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,True,0.4721032903244295
10,direct,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,True,0.4437846817532046
10,direct,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,True,0.388583910876218
10,direct,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,True,0.4265337324026041
10,direct,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,True,0.45323468831781577
10,direct,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,True,0.43991354258565624
10,direct,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,True,0.44359924542039103
10,direct,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,True,0.5040404732422835
10,direct,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,True,0.4412550245949761
10,direct,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,True,0.5039855461336322
10,direct,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,True,0.4473859786573727
10,direct,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,True,0.46293210583570743
10,direct,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,True,0.4710114499937187
10,direct,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,True,0.436865468911853
10,direct,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,True,0.4879147447845359
10,direct,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,True,0.472513537816977
10,direct,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,True,0.4264283967295664
10,direct,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,True,0.44938447099349577
10,direct,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,True,0.43695470757390015
10,direct,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,True,0.44815390084695544
10,direct,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,True,0.48864528771644195
10,direct,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,True,0.46241689354888404
10,direct,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,True,0.48536323639194345
10,direct,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,True,0.42544947976776165
10,direct,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,True,0.5313683152286826
10,direct,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,True,0.4884308794662227
10,direct,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,True,0.4468891814919904
10,direct,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,True,0.5772365427137424
10,direct,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,True,0.5193222738200716
10,direct,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,True,0.5081745935193148
10,direct,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,True,0.47207674318710197
10,direct,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,True,0.4806875937290589
10,direct,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,True,0.4828508974799651
10,direct,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,True,0.515484982809103
10,direct,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,True,0.5338414425777794
10,direct,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,True,0.4641755887214201
10,direct,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,True,0.4839313699773901
10,direct,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,True,0.527193211743731
10,direct,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,True,0.5058945481928006
10,direct,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,True,0.6315725194224519
10,direct,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,True,0.47742930761963465
10,direct,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,True,0.4606309474653921
10,iv_manual,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,True,0.4429621532984051
10,iv_manual,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,True,0.38666493724934187
10,iv_manual,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,True,0.4249794638610658
10,iv_manual,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,True,0.442708371089322
10,iv_manual,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,True,0.43583384865662
10,iv_manual,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,True,0.441524251434115
10,iv_manual,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,True,0.507670741306965
10,iv_manual,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,True,0.4512702856004161
10,iv_manual,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,True,0.5016374393978721
10,iv_manual,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,True,0.44195324917827195
10,iv_manual,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,True,0.46619912969422767
10,iv_manual,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,True,0.4750147933279858
10,iv_manual,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,True,0.44454035992910595
10,iv_manual,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,True,0.4872830535092762
10,iv_manual,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,True,0.47406771797952196
10,iv_manual,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,True,0.4283967422840748
10,iv_manual,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,True,0.44637593284548355
10,iv_manual,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,True,0.43581530858546974
10,iv_manual,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,True,0.45318478489959946
10,iv_manual,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,True,0.499096203645571
10,iv_manual,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,True,0.4722664070927107
10,iv_manual,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,True,0.48523507106525826
10,iv_manual,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,True,0.4257495418039365
10,iv_manual,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,True,0.5530563638337587
10,iv_manual,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,True,0.4837720834841946
10,iv_manual,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,True,0.446627134057132
10,iv_manual,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,True,0.6038335573107649
10,iv_manual,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,True,0.557627398986134
10,iv_manual,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,True,0.5137767388433127
10,iv_manual,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,True,0.4789019938591584
10,iv_manual,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,True,0.48216529891928483
10,iv_manual,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,True,0.4808717572662323
10,iv_manual,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,True,0.5111521300083317
10,iv_manual,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,True,0.5448067337981859
10,iv_manual,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,True,0.4773967393492205
10,iv_manual,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,True,0.4821612252166684
10,iv_manual,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,True,0.5307520560941045
10,iv_manual,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,True,0.5141117282808984
10,iv_manual,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,True,0.630885938495642
10,iv_manual,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,True,0.47856170825206434
10,iv_manual,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,True,0.4736465879917201
10,iv_attitude,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,True,0.4435592611935205
10,iv_attitude,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,True,0.39082918720120763
10,iv_attitude,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,True,0.43229814163070174
10,iv_attitude,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,True,0.4544266966054413
10,iv_attitude,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,True,0.44059287088714794
10,iv_attitude,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,True,0.4432358720484064
10,iv_attitude,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,True,0.5040085671845934
10,iv_attitude,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,True,0.44168710809599554
10,iv_attitude,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,True,0.5124287430211656
10,iv_attitude,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,True,0.4519373208201027
