group,axis,cohort,zero_lag_correlation_mean,zero_lag_correlation_std,best_correlation_mean,best_correlation_std,median_alignment_lag_s_mean,median_alignment_lag_s_std,bound_fraction_mean,bound_fraction_std
common_high,r,Sep17,0.6183697375088785,0.01710558211295828,0.748189021195426,0.010177824643705797,0.03039125677083333,0.003619225019618518,0.20491862586702703,0.01995844930814065
common_high,r,Sep7,0.49643760422306754,0.00512718359039584,0.6341790254870884,0.002799967706613644,-0.032192417592592594,0.0029496327887287284,0.1549714972621575,0.013868150118915025
common_high,vx,ALL,0.8358309144863189,0.004695980031511373,0.8486873271532468,0.005042108775580346,-0.00019562573529411772,0.000338833712797432,0.049219338803415606,0.01182332911209353
common_high,vx,Sep17,0.8722241384994259,0.002638744946375661,0.8850277013640299,0.003595235507370207,-0.0004157046875000001,0.0007200216396945429,0.06267474473021954,0.009841799568848121
common_high,vx,Sep7,0.8034813820302235,0.011182104044647272,0.8163847722992174,0.012089330253548091,0.0,0.0,0.03725897797958989,0.015012251204022099
common_high,vy,ALL,0.8653568610248062,0.004363404106283103,0.8861085809369742,0.0036134660709144,-0.0003913438725490196,0.0006778274704856612,0.07678953791560107,0.0055121378621251545
common_high,vy,Sep17,0.8579623509227582,0.0057525173257243455,0.8792753398964223,0.006408241856257998,-0.0008316057291666666,0.00144038337478203,0.08867425640681455,0.010047911050978143
common_high,vy,Sep7,0.8719297588932933,0.011949378431513497,0.8921825729730205,0.008133674906415951,0.0,0.0,0.06622534370118911,0.01115618038084862
common_high,vz,ALL,0.9226782079959058,0.002175641143036038,0.932155103207689,0.002345728490425763,0.0,0.0,0.021101320216835986,0.0026847660662331348
common_high,vz,Sep17,0.9194953817371369,0.005794135690180298,0.9285830634633294,0.004567501833278118,0.0,0.0,0.021423772986272988,0.004090702380314153
common_high,vz,Sep7,0.9255073868925896,0.00159239718021974,0.9353302496471197,0.00048253188183632566,0.0,0.0,0.02081469553289199,0.0020986924685290047
differential_high,p,ALL,0.6931079796172357,0.007383628507401663,0.7631760076473793,0.0023402797057277603,0.010759281862745098,0.002376385192527193,0.021219283247048245,0.0031591064566677454
differential_high,p,Sep17,0.7137361560407092,0.00820189317209955,0.7661234859893278,0.004829872924083363,0.004989675520833333,0.00498959765807266,0.017752373474417577,0.009658328520482904
differential_high,p,Sep7,0.6747718227963704,0.007131678623183191,0.7605560268989805,0.0013689349491883295,0.015887820833333333,0.0006437968373168647,0.02430098082271995,0.0037864198964653968
differential_high,q,ALL,0.8312315315844279,0.00845863358177102,0.8428719659279981,0.005038850298829623,-0.00019566887254901963,0.00033890842871462116,0.0018985371926548396,0.003288362877737364
differential_high,q,Sep17,0.850894232221408,0.014730288119444594,0.8664109250398554,0.010074953356046218,-0.0004157963541666667,0.00072018041101857,0.004034391534391534,0.006987771115191898
differential_high,q,Sep7,0.8137535754626676,0.0034165838146334527,0.8219484467174581,0.003338959337873977,0.0,0.0,0.0,0.0
differential_high,r,ALL,0.5754310529114888,0.008121881337228682,0.6867228283942272,0.005045908914391947,-0.0007912683823529408,0.0006614965998677323,0.16272890474438037,0.006630205907322453
differential_high,r,Sep17,0.6531316415518399,0.012906147490941652,0.753334763031203,0.006664889248928779,0.026638922395833334,0.004398785025125839,0.15806084855150812,0.019221431530195232
differential_high,r,Sep7,0.5063638630089544,0.003876552928736258,0.6275122198280267,0.004746271247414948,-0.025173660185185187,0.004198950261250209,0.16687828802693347,0.004621148925856509
differential_high,vx,ALL,0.8033644547434969,0.012683926764082728,0.8181927987936198,0.013274501661707825,0.0,0.0,0.04568112725770607,0.005728214564738853
differential_high,vx,Sep17,0.8127498603975477,0.01580008641072314,0.8310993572419062,0.014395361232942588,0.0,0.0,0.07039992736681867,0.00971928840457603
differential_high,vx,Sep7,0.7950218719398965,0.015028793458994579,0.806720302395143,0.016125948480223574,0.0,0.0,0.023708860494050413,0.0037943361975447884
differential_high,vy,ALL,0.8785818096219788,0.004892489894852214,0.8974911560940516,0.004276999038618542,0.00019564436274509806,0.00033886597648894546,0.06010101393762623,0.00277823880907524
differential_high,vy,Sep17,0.8691400070047814,0.0036621433622424115,0.8904784346313303,0.0019933600389168667,0.0,0.0,0.07622694208075023,0.00706575323611689
differential_high,vy,Sep7,0.8869745230594877,0.007463605051444961,0.9037246862831374,0.007039250308837502,0.000369550462962963,0.0006400801778124525,0.04576685558818267,0.009273167092011743
differential_high,vz,ALL,0.9337085852485004,0.0033490738665404537,0.9409768367967546,0.0027414259399499413,0.0,0.0,0.015576642641191485,0.0009687197092666727
differential_high,vz,Sep17,0.9156626190701059,0.008042854812309862,0.92439439232857,0.0061054788568804304,0.0,0.0,0.019814380764047058,0.0023436982940969317
differential_high,vz,Sep7,0.9497494440737401,0.0010839992038901454,0.9557167874351409,0.00037617825153337065,0.0,0.0,0.01180976430976431,0.0020046884346862017
drive_high,p,ALL,0.7370894933300383,0.009240684430429712,0.8016091226995216,0.002004953001372893,0.007284250781249999,0.001440392397673253,0.0037535975418561776,0.00238357869592701
drive_high,p,Sep17,0.7419531503366983,0.0075783942559532694,0.7843412341230792,0.002792263147388029,0.003326291145833333,0.0028806526328360497,0.005254942831460103,0.0029067356408682588
drive_high,p,Sep7,0.7322258363233782,0.011843608974306334,0.8188770112759638,0.001693908349808154,0.011242210416666667,1.740651181739468e-07,0.0022522522522522522,0.0019505076661811684
drive_high,q,ALL,0.8620929479693907,0.009645110055839397,0.869778676884438,0.007046510850846551,0.0,0.0,0.0004006410256410257,0.0006939306120067617
drive_high,q,Sep17,0.8857299047596512,0.011640182778648377,0.8938845705115567,0.007196482820610899,0.0,0.0,0.0008012820512820514,0.0013878612240135234
drive_high,q,Sep7,0.8384559911791305,0.012434697340540646,0.8456727832573193,0.00983611456980012,0.0,0.0,0.0,0.0
drive_high,r,ALL,0.5429004093304175,0.005602036640859248,0.714636174031659,0.0033428755936156375,-0.0023039544270833344,0.001278659306376426,0.1573605564189747,0.033755265313571925
drive_high,r,Sep17,0.6279043062211661,0.011792599636304702,0.7628002090161498,0.0032530116433565773,0.03791271822916666,0.0039577165127592205,0.13108203783858027,0.013739822610200346
drive_high,r,Sep7,0.457896512439669,0.01685591264256674,0.6664721390471685,0.00649758505386019,-0.04252062708333334,0.0024484445686671756,0.18363907499936913,0.07505308290976996
drive_high,vx,ALL,0.8632216266936877,0.00976806091158764,0.8760968203983239,0.016429530738039353,0.00020792395833333334,0.00036013485994416765,0.028383688188386786,0.007263781940320114
drive_high,vx,Sep17,0.8880716376016036,0.00641547861587803,0.8980122572263879,0.005748892577395907,0.0,0.0,0.03235693652515725,0.0037224663551913176
drive_high,vx,Sep7,0.838371615785772,0.019692737039139402,0.85418138357026,0.0334796280829266,0.0004158479166666667,0.0007202697198883353,0.02441043985161632,0.01821429952978003
drive_high,vy,ALL,0.8296105604149057,0.004508648646092065,0.8589296171372488,0.004436062860148372,-0.0006235562499999999,0.0006236679702532036,0.06789925934683981,0.008391039857544875
drive_high,vy,Sep17,0.8580026902199586,0.012409347679527984,0.8776097815573257,0.012210063635648688,0.0,0.0,0.07530078356359156,0.016991908138347476
drive_high,vy,Sep7,0.8012184306098525,0.012329608627050088,0.8402494527171719,0.01116002264411498,-0.0012471124999999998,0.0012473359405064072,0.06049773513008807,0.004700185933530458
drive_high,vz,ALL,0.9472241273832083,0.003744624532865341,0.9494534487805576,0.003439266953017136,0.0,0.0,0.00546571255864019,0.0015237360399442035
drive_high,vz,Sep17,0.9338231515882541,0.0069006026497618654,0.9374554005206696,0.006286833779291834,0.0,0.0,0.01093142511728038,0.003047472079888407
drive_high,vz,Sep7,0.9606251031781623,0.0023492813590384057,0.9614514970404455,0.0022561105338776677,0.0,0.0,0.0,0.0
high,p,ALL,0.6857922271735442,0.009289726036070294,0.7582010371814216,0.0028544154578186327,0.00978595318627451,0.0008975321845676294,0.027127948551814902,0.006767858167141654
high,p,Sep17,0.7087989122866315,0.0097495566903847,0.7597551880774972,0.004768368351168524,0.003742293229166667,0.0012473625002743423,0.022705370204770408,0.014154069053780907
high,p,Sep7,0.6653418404063552,0.009616626887562768,0.7568195697182434,0.003158074072807214,0.01515809537037037,0.0006442355389750705,0.031059129304743336,0.001887628486250331
high,q,ALL,0.8287257071471522,0.007561129433321324,0.8428283587564787,0.004203161968513018,0.0,0.0,0.002445568949296659,0.0033956063482944213
high,q,Sep17,0.8510930064363338,0.01392680569482506,0.8680174209995424,0.009363805473932672,0.0,0.0,0.0051968340172554,0.007215663490125645
high,q,Sep7,0.8088436633345463,0.0029445574853980876,0.8204380812070885,0.0010827547207264878,0.0,0.0,0.0,0.0
high,r,ALL,0.5896778066026515,0.010067592457188846,0.7015866112307441,0.006488969899799305,-0.0013787725490196088,0.00033753458363943226,0.16766851022214416,0.006479682440005763
high,r,Sep17,0.660400953169728,0.013515598996440352,0.761706213931609,0.007108756729582004,0.026638774479166665,0.0038348986377857034,0.17216092623871418,0.017988214046858946
high,r,Sep7,0.5268127874319167,0.007304401089960267,0.648146964385531,0.006247080942058273,-0.026283258796296297,0.0028289545748810875,0.1636752515407486,0.009171978532387517
high,vx,ALL,0.8268916973425823,0.008581433045948498,0.8412704622479938,0.009355113159938097,0.0,0.0,0.04551464810240217,0.008068881618174364
high,vx,Sep17,0.838499145246804,0.011074562740209768,0.8545981606940355,0.011065586378449004,0.0,0.0,0.06329751920768083,0.010211342117078134
high,vx,Sep7,0.8165739658721632,0.012561494679141505,0.8294236191848458,0.012689487933077725,0.0,0.0,0.029707651564376714,0.011228279754776185
high,vy,ALL,0.8750565032173059,0.0035649811070539283,0.8973058451925491,0.00361451600621634,0.0005869573529411764,0.0005869511030410038,0.07003311188158919,0.008612029630094966
high,vy,Sep17,0.8696700453756753,0.003783067738058729,0.8914370425127661,0.0023803547123884806,0.0,0.0,0.07566778433264071,0.009993500033543752
high,vy,Sep7,0.8798444657431999,0.006501506412737399,0.9025225586856894,0.006353443840590638,0.0011086972222222222,0.0011086854168552295,0.06502451414732117,0.01978599081595051
high,vz,ALL,0.9280527581051756,0.0027327243587274342,0.9373767780895809,0.0022206198177009643,0.0,0.0,0.018688394127896305,0.0014935362919671995
high,vz,Sep17,0.9181708764564106,0.007059190506086053,0.9274539736758435,0.005295937679281788,0.0,0.0,0.019779125400567525,0.003910704778781409
high,vz,Sep7,0.9368366529040779,0.0023823710252438655,0.9461970486795698,0.0006030703586860621,0.0,0.0,0.017718855218855217,0.0007775761201207083
low,p,ALL,0.7264087695429996,0.007882171413321483,0.7900852846103202,0.000804016046770827,0.01076169975490196,0.003232958668087021,0.004525117513732315,0.0013836405060374817
low,p,Sep17,0.7368810820567289,0.0064007612434230435,0.7892896410142082,0.0036694147958295613,0.008731719270833334,0.005437327463786605,0.005634920634920635,0.0005498573992282145
low,p,Sep7,0.7171000473085734,0.011568676770754467,0.7907925233624198,0.001862780737827508,0.012566126851851852,0.001280174828891604,0.0035386258504538077,0.0023346578296428206
low,q,ALL,0.8912906244998343,0.005800733404453878,0.8952717357207759,0.003087456943359822,0.0,0.0,0.00021547080370609784,0.00037320637956666185
low,q,Sep17,0.9270433531320478,0.009656040584513833,0.931239226382652,0.005102344895231649,0.0,0.0,0.0,0.0
low,q,Sep7,0.8595104212712,0.0028401013839627243,0.8633006329102191,0.0018063876932837193,0.0,0.0,0.000407000407000407,0.0007049453836259166
low,r,ALL,0.4926938848801902,0.005097893871860887,0.6740550390956185,0.0018059622229385536,-0.008461309313725488,0.0003669503464157081,0.1841263303075977,0.003452546459544094
low,r,Sep17,0.5527706214251754,0.005902494003954438,0.6968470578812598,0.0044631111125412225,0.032891876041666664,0.0007110097095494318,0.14067324045972493,0.004222222359660856
low,r,Sep7,0.4392923412846479,0.014575694244178072,0.6537954668417151,0.004766556167970513,-0.0452196962962963,0.0013247100431631896,0.22275129906126237,0.010236011036932714
low,vx,ALL,0.803799808272552,0.008869458056559563,0.8148797971578091,0.007668243924655,0.0,0.0,0.016532439735826705,0.0054742054713329425
low,vx,Sep17,0.8192211064701872,0.010457670686216886,0.829448459170632,0.00944011665064792,0.0,0.0,0.010720059953806085,0.00605394075470447
low,vx,Sep7,0.7900919876524317,0.007462685301725899,0.801929875368633,0.006158607546832657,0.0,0.0,0.021698999542067252,0.004971039520974419
low,vy,ALL,0.8452383395853277,0.014539721578621101,0.8574626981446328,0.013511535222186191,0.0,0.0,0.03940604414273969,0.004373673819875446
low,vy,Sep17,0.8580860547816443,0.020272225913915986,0.8702061954649739,0.018985305951657223,0.0,0.0,0.051971817361750106,0.006351104008572803
low,vy,Sep7,0.8338181482997129,0.009710100199656638,0.8461351449709964,0.008830334181446197,0.0,0.0,0.028236467948063764,0.003173120435059148
low,vz,ALL,0.9565211393637543,0.005634530123717686,0.9573831614648666,0.004947348637882553,0.0,0.0,0.0,0.0
low,vz,Sep17,0.9444358644771512,0.011088526763219558,0.9458872468987662,0.009680991171898417,0.0,0.0,0.0,0.0
low,vz,Sep7,0.9672636059296237,0.001644162017121613,0.9676017521902892,0.0015223825873255216,0.0,0.0,0.0,0.0
middle,p,ALL,0.725817164962595,0.006943695554259048,0.785557731317588,0.0012653808628412546,0.009783226470588236,0.002443866243957357,0.00959972153507077,0.0020433362699309606
middle,p,Sep17,0.7369678320495843,0.007927259556270662,0.7804186999690325,0.0014503915376080357,0.004989486458333332,0.004321022025044396,0.0060311285490032,0.0019077588582558614
middle,p,Sep7,0.7159054608852712,0.006919106111784191,0.7901257591829708,0.0012439241952679164,0.014044328703703703,0.0012799643403193194,0.012771804189353054,0.0024600823511091163
middle,q,ALL,0.8598807779884455,0.006544403881553702,0.8654892254782706,0.004144901884786957,0.0,0.0,0.004594910919415666,0.0009009757549450139
middle,q,Sep17,0.8955355669483708,0.009872748212278676,0.9005809903484202,0.006486566064780474,0.0,0.0,0.0,0.0
middle,q,Sep7,0.8281876322462897,0.003993140225169761,0.8342965455936932,0.002278144652046875,0.0,0.0,0.00867927618111848,0.0017018430926739154
middle,r,ALL,0.5550535237482662,0.006345421783441224,0.7046060100576521,0.0005400362901977817,-0.0007751367647058821,0.0012083466036573165,0.1628427603801593,0.009737902518826835
middle,r,Sep17,0.6293547426892304,0.007599524614301838,0.7629437593252731,0.0032237848722818426,0.03664361614583333,0.00467421305000549,0.1433642175634452,0.007840946493379915
middle,r,Sep7,0.48900799580074256,0.008569081650084756,0.6527502329308781,0.0038621957457472267,-0.034036250462962964,0.003367601814849889,0.18015702066168296,0.015702351894624746
middle,vx,ALL,0.8438972794745571,0.002522377379305343,0.8526798823139154,0.00246291438399969,0.0,0.0,0.01657008726669155,0.0010831313221320751
middle,vx,Sep17,0.8571393445287451,0.004269043294694898,0.86798569618588,0.0035105055402896335,0.0,0.0,0.0205215147874481,0.0015698617234205597
middle,vx,Sep7,0.8321265549819455,0.0037301779268457506,0.8390747144277246,0.0037768674460057178,0.0,0.0,0.013057707248241282,0.002730503330485502
middle,vy,ALL,0.8565405457690156,0.000758187106850559,0.8723536069562012,0.0008338616600349751,0.0,0.0,0.05077415761613013,0.003471354269027792
middle,vy,Sep17,0.8569747313422077,0.0030553907787227524,0.8758208260989306,0.0024083923265472767,0.0,0.0,0.06540269215705971,0.00551145201472889
middle,vy,Sep7,0.8561546030372892,0.004147204335247319,0.869271634384886,0.0030287439561095977,0.0,0.0,0.0377710158019705,0.0029313202484000113
middle,vz,ALL,0.9527301150228488,0.0033610622639099618,0.9542253361157614,0.002385590159499503,0.0,0.0,0.000713071142559377,0.000793636921938545
middle,vz,Sep17,0.9438618217102364,0.005828881092459502,0.9453897367436817,0.004800890591521313,0.0,0.0,0.0,0.0
middle,vz,Sep7,0.9606130424118374,0.0012452840943485326,0.9620792022242767,0.0006279229294102369,0.0,0.0,0.001346912158167712,0.0014990919636616962
rudder_high,p,ALL,0.719237425396194,0.005138933601479488,0.7776535033247969,0.002747171873984516,0.008408960784313725,0.0008982778032269822,0.013373199690335241,0.002129798451291455
rudder_high,p,Sep17,0.7220492801213111,0.010309245300253657,0.7663642859510692,0.007261607559532193,0.0033265765624999996,0.0007201123026651516,0.012592479983784334,0.006228747353507938
rudder_high,p,Sep7,0.7167379989738677,0.0019372912342280402,0.7876883632125548,0.003448200136543413,0.012926635648148147,0.001690762777397678,0.014067172762824938,0.002789131735215584
rudder_high,q,ALL,0.815191656894925,0.009004127094853289,0.8291476049567815,0.005239450475857117,0.0,0.0,0.0046531804843825296,0.0048292848763259255
rudder_high,q,Sep17,0.8439445649420243,0.015613329312239023,0.8595891542014478,0.01124735390119016,0.0,0.0,0.005761599511599512,0.00812332499314666
rudder_high,q,Sep7,0.7896335164086142,0.004509731521991406,0.8020884500726337,0.0005833248682463447,0.0,0.0,0.003667919126856325,0.003246599984187521
rudder_high,r,ALL,0.625826000195917,0.007817182647425827,0.7329797979897051,0.004501319811333066,0.0007595426470588228,0.0028972488909975933,0.14739420468320724,0.007180977745316798
rudder_high,r,Sep17,0.6915090172267094,0.008424822846177177,0.7904862753016694,0.0040672419399605305,0.026623078124999994,0.0007116306654311156,0.15638187988731467,0.005820326334162445
rudder_high,r,Sep7,0.567441096168546,0.008223034312715675,0.6818629292679589,0.005382854917689903,-0.022230266666666665,0.005864508781500352,0.13940516005733397,0.00841253330133903
rudder_high,vx,ALL,0.875198097238073,0.006356203172653462,0.8868600576738118,0.007194294046795995,0.0,0.0,0.04587944341780659,0.006812859696706672
rudder_high,vx,Sep17,0.8625577399630354,0.006957798634066558,0.8772989322231629,0.00596587668831014,0.0,0.0,0.06937512134523004,0.003784488360135888
rudder_high,vx,Sep7,0.8864339703714398,0.009319553109050166,0.8953588358521664,0.010244843286572125,0.0,0.0,0.024994396371207966,0.012762095275061945
rudder_high,vy,ALL,0.9007961039288306,0.007031014966038359,0.9151208390595663,0.007105363013766191,0.0,0.0,0.053923389249476206,0.014464677372988434
rudder_high,vy,Sep17,0.8940581720319777,0.006192971041976123,0.9120881375074427,0.004912408599104871,0.0,0.0,0.07233375813538857,0.013919628295646554
rudder_high,vy,Sep7,0.9067853767260333,0.008938191974945482,0.9178165737725653,0.009759685663610847,0.0,0.0,0.03755861690644299,0.021660546238321463
rudder_high,vz,ALL,0.9233079876242073,0.004856285861958915,0.9339407793419104,0.0030569372648563083,0.0,0.0,0.021487810842030792,0.004187877429999098
rudder_high,vz,Sep17,0.9132029781277723,0.006965744430698292,0.9228493300651328,0.004878447055290765,0.0,0.0,0.021221997784497782,0.003701203830340296
rudder_high,vz,Sep7,0.9322902182877049,0.0035450534142048976,0.9437998453657127,0.0016578150376527767,0.0,0.0,0.021724089115393464,0.005193341235051028
