seed,group,step,condition,flight_id,cohort,axis,rmse
17,ALL,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q,0.20133472545885614
17,ALL,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r,0.14705422594639422
17,ALL,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vx,0.24719770244257697
17,ALL,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vy,0.24062876351891213
17,ALL,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vz,0.2537969111473864
17,ALL,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p,0.5496792660975701
17,ALL,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q,0.3125923838282643
17,ALL,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,r,0.15513354272253846
17,ALL,25,local100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vx,0.13906199698518965
17,ALL,25,local100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vy,0.1622883152932163
17,ALL,25,local100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vz,0.1408633745102737
17,ALL,25,local100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p,0.5311794766969008
17,ALL,25,local100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q,0.24842242541040285
17,ALL,25,local100ms,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,r,0.13602698795215395
17,ALL,25,autonomous,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vx,0.16838571267349994
17,ALL,25,autonomous,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vy,0.18619172187403976
17,ALL,25,autonomous,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vz,0.18626885613596503
17,ALL,25,autonomous,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,p,0.5240440381469167
17,ALL,25,autonomous,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,q,0.257296785722174
17,ALL,25,autonomous,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,r,0.1346592794163592
17,ALL,25,local100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vx,0.041457987937392776
17,ALL,25,local100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vy,0.039736871811044745
17,ALL,25,local100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vz,0.08305681430350462
17,ALL,25,local100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,p,0.5203088558936215
17,ALL,25,local100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,q,0.20496896470430287
17,ALL,25,local100ms,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,r,0.14944124498359734
17,ALL,25,autonomous,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vx,0.13793513227273557
17,ALL,25,autonomous,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vy,0.14294986695556142
17,ALL,25,autonomous,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vz,0.18242632803446496
17,ALL,25,autonomous,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,p,0.548473250747946
17,ALL,25,autonomous,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,q,0.25477579894277286
17,ALL,25,autonomous,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,r,0.11921878897789825
17,ALL,25,local100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vx,0.0427871496147699
17,ALL,25,local100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vy,0.042849456086339076
17,ALL,25,local100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vz,0.08106948809050825
17,ALL,25,local100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,p,0.5359557712970009
17,ALL,25,local100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,q,0.22135914498503592
17,ALL,25,local100ms,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,r,0.1244007128986306
17,ALL,25,autonomous,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vx,0.16602647138294827
17,ALL,25,autonomous,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vy,0.14929793592233784
17,ALL,25,autonomous,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vz,0.1744575223460114
17,ALL,25,autonomous,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,p,0.5566122874894515
17,ALL,25,autonomous,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,q,0.21202668802888686
17,ALL,25,autonomous,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,r,0.12825351518964426
17,ALL,25,local100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vx,0.04442486336138769
17,ALL,25,local100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vy,0.048520151123243316
17,ALL,25,local100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vz,0.08849274485294564
17,ALL,25,local100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,p,0.5370848978391674
17,ALL,25,local100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,q,0.19827847817933664
17,ALL,25,local100ms,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,r,0.13601199258592403
17,ALL,25,autonomous,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,vx,0.2353780765489992
17,ALL,25,autonomous,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,vy,0.3404945291425832
17,ALL,25,autonomous,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,vz,0.1919138875884662
17,ALL,25,autonomous,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,p,0.5225230811708107
17,ALL,25,autonomous,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,q,0.2605438391914989
17,ALL,25,autonomous,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,r,0.13992628241798274
17,ALL,25,local100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,vx,0.1311894055379973
17,ALL,25,local100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,vy,0.19365079106848568
17,ALL,25,local100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,vz,0.1229890967566192
17,ALL,25,local100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,p,0.5233270318408706
17,ALL,25,local100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,q,0.2305264285941425
17,ALL,25,local100ms,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,r,0.13677024402665622
17,ALL,25,autonomous,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,vx,0.2191605468648924
17,ALL,25,autonomous,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,vy,0.21929485672673724
17,ALL,25,autonomous,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,vz,0.1839927821072
17,ALL,25,autonomous,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,p,0.5339794428610245
17,ALL,25,autonomous,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,q,0.22147203971927565
17,ALL,25,autonomous,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,r,0.12899567072266752
17,ALL,25,local100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,vx,0.054850962847468245
17,ALL,25,local100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,vy,0.052916179996883334
17,ALL,25,local100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,vz,0.09206358828081807
17,ALL,25,local100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,p,0.5256411598236925
17,ALL,25,local100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,q,0.1988091061844014
17,ALL,25,local100ms,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,r,0.1198989058615591
17,ALL,25,autonomous,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,vx,0.17334710967730507
17,ALL,25,autonomous,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,vy,0.19697926537580177
17,ALL,25,autonomous,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,vz,0.2803313057141465
17,ALL,25,autonomous,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,p,0.5312025042737144
17,ALL,25,autonomous,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,q,0.22902360120620688
17,ALL,25,autonomous,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,r,0.18106533733854127
17,ALL,25,local100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,vx,0.06152488964118918
17,ALL,25,local100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,vy,0.06057263332477815
17,ALL,25,local100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,vz,0.10171167136593663
17,ALL,25,local100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,p,0.49810852117156973
17,ALL,25,local100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,q,0.18637868521241843
17,ALL,25,local100ms,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,r,0.13051930267174977
17,ALL,25,autonomous,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,vx,0.15521319268172257
17,ALL,25,autonomous,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,vy,0.198612286353168
17,ALL,25,autonomous,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,vz,0.2556409785333728
17,ALL,25,autonomous,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,p,0.5039272661737739
17,ALL,25,autonomous,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,q,0.23697534938989445
17,ALL,25,autonomous,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,r,0.17021477805162188
17,ALL,25,local100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,vx,0.05488421033062619
17,ALL,25,local100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,vy,0.05909257169899508
17,ALL,25,local100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,vz,0.11680730541810604
17,ALL,25,local100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,p,0.44123980622523823
17,ALL,25,local100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,q,0.21689470954366077
17,ALL,25,local100ms,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,r,0.1257009738810987
17,ALL,25,autonomous,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,vx,0.20730934967552994
17,ALL,25,autonomous,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,vy,0.1750409222581548
17,ALL,25,autonomous,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,vz,0.25203493377002234
17,ALL,25,autonomous,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,p,0.49086082810331866
17,ALL,25,autonomous,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,q,0.22971113722570416
17,ALL,25,autonomous,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,r,0.15805225635160028
17,ALL,25,local100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,vx,0.05819011505764205
17,ALL,25,local100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,vy,0.07220938961459505
17,ALL,25,local100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,vz,0.11266982754948242
17,ALL,25,local100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,p,0.45832786205170184
17,ALL,25,local100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,q,0.2241566835672375
17,ALL,25,local100ms,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,r,0.11222495841331527
17,ALL,25,autonomous,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,vx,0.19666061697464454
17,ALL,25,autonomous,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,vy,0.1781379184273175
17,ALL,25,autonomous,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,vz,0.2883622129268224
17,ALL,25,autonomous,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,p,0.4809149258192525
17,ALL,25,autonomous,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,q,0.25723817475887983
17,ALL,25,autonomous,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,r,0.16230573750506744
17,ALL,25,local100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,vx,0.0608839995346195
17,ALL,25,local100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,vy,0.05362632590043993
17,ALL,25,local100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,vz,0.11522042645686648
17,ALL,25,local100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,p,0.4236052901002215
17,ALL,25,local100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,q,0.23811220437364
17,ALL,25,local100ms,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,r,0.12080235098856487
17,ALL,25,autonomous,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,vx,0.13937157526689914
17,ALL,25,autonomous,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,vy,0.13928298893215443
17,ALL,25,autonomous,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,vz,0.27165119979576546
17,ALL,25,autonomous,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,p,0.41307225929621033
17,ALL,25,autonomous,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,q,0.23302411489313357
17,ALL,25,autonomous,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,r,0.15451914497769928
17,ALL,25,local100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,vx,0.056088141990534815
17,ALL,25,local100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,vy,0.049634951823993724
17,ALL,25,local100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,vz,0.10668141969389297
17,ALL,25,local100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,p,0.389382451542515
17,ALL,25,local100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,q,0.2054716330861839
17,ALL,25,local100ms,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,r,0.12827361177408225
17,ALL,25,autonomous,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,vx,0.144165603581032
17,ALL,25,autonomous,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,vy,0.13336489514873556
17,ALL,25,autonomous,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,vz,0.2249220849346807
17,ALL,25,autonomous,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,p,0.413277501487292
17,ALL,25,autonomous,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,q,0.22191354353377718
17,ALL,25,autonomous,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,r,0.15281793676342115
17,ALL,25,local100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,vx,0.060605201409840416
17,ALL,25,local100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,vy,0.04803924663462681
17,ALL,25,local100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,vz,0.10132795340636239
17,ALL,25,local100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,p,0.404346872776884
17,ALL,25,local100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,q,0.19350483396621332
17,ALL,25,local100ms,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,r,0.12376197351054952
17,ALL,25,autonomous,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,vx,0.19416253439898823
17,ALL,25,autonomous,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,vy,0.17978360272821495
17,ALL,25,autonomous,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,vz,0.24330413787280167
17,ALL,25,autonomous,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,p,0.48414559852552336
17,ALL,25,autonomous,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,q,0.2203287119442763
17,ALL,25,autonomous,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,r,0.1810639260122255
17,ALL,25,local100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,vx,0.056994522231701206
17,ALL,25,local100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,vy,0.05065670898380184
17,ALL,25,local100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,vz,0.10836078200985504
17,ALL,25,local100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,p,0.45030734537310496
17,ALL,25,local100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,q,0.2070321337976558
17,ALL,25,local100ms,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,r,0.13551680749549908
17,ALL,25,autonomous,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,vx,0.24331011002123834
17,ALL,25,autonomous,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,vy,0.1971468537033689
17,ALL,25,autonomous,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,vz,0.23162528865273194
17,ALL,25,autonomous,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,p,0.5441541429280213
17,ALL,25,autonomous,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,q,0.24117189951452267
17,ALL,25,autonomous,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,r,0.17596363190783706
17,ALL,25,local100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,vx,0.05742999942318798
17,ALL,25,local100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,vy,0.059850267085904275
17,ALL,25,local100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,vz,0.10287707648135058
17,ALL,25,local100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,p,0.5213344216379322
17,ALL,25,local100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,q,0.2121211578748838
17,ALL,25,local100ms,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,r,0.12933752571292703
17,low,25,autonomous,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vx,0.139529167639287
17,low,25,autonomous,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vy,0.1232834089279916
17,low,25,autonomous,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vz,0.19118615252366652
17,low,25,autonomous,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,p,0.5884817249425823
17,low,25,autonomous,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,q,0.21815685616637384
17,low,25,autonomous,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,r,0.1577565052559487
17,low,25,local100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vx,0.04266544293064707
17,low,25,local100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vy,0.03716115962572756
17,low,25,local100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vz,0.09432906578577012
17,low,25,local100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,p,0.5565484966018248
17,low,25,local100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,q,0.18120123859406384
17,low,25,local100ms,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,r,0.16146043207512423
17,low,25,autonomous,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vx,0.16292374027809153
17,low,25,autonomous,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vy,0.14410545378949516
17,low,25,autonomous,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vz,0.21767073548904955
17,low,25,autonomous,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,p,0.567498516140746
17,low,25,autonomous,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,q,0.25792755583477833
17,low,25,autonomous,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,r,0.15150348130313998
17,low,25,local100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vx,0.051908103797805694
17,low,25,local100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vy,0.04084853197714855
17,low,25,local100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vz,0.09492327910634984
17,low,25,local100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,p,0.5266396017157848
17,low,25,local100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,q,0.20540705698170764
17,low,25,local100ms,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,r,0.15332386050503272
17,low,25,autonomous,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vx,0.13217019922659098
17,low,25,autonomous,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vy,0.17934880105431286
17,low,25,autonomous,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vz,0.19832754017232476
17,low,25,autonomous,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,p,0.6754514998879263
17,low,25,autonomous,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q,0.2343257766357291
17,low,25,autonomous,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r,0.11450917496636519
17,low,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vx,0.043783626322671416
17,low,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vy,0.04155195027561641
17,low,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vz,0.08592372693570514
17,low,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,p,0.6585287022061954
17,low,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q,0.21179944584294663
17,low,25,local100ms,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r,0.1475405589787042
17,low,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vx,0.220455281204238
17,low,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vy,0.14999858361293533
17,low,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vz,0.17829554555367294
17,low,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p,0.5120583509097006
17,low,25,autonomous,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q,0.26789674816720865
