group,step,condition,metric,cohort,value_mean,value_std
drive_high,21,autonomous,position_rmse_m,ALL,0.14603320462376707,0.001276888873040117
drive_high,21,autonomous,position_rmse_m,Sep17,0.10863033796346039,0.004270588073806009
drive_high,21,autonomous,position_rmse_m,Sep7,0.18343607128407377,0.003710619425531498
drive_high,21,autonomous,velocity_rmse_m_s,ALL,0.3651708748957366,0.005464281184262999
drive_high,21,autonomous,velocity_rmse_m_s,Sep17,0.3919533643859206,0.017681648448508034
drive_high,21,autonomous,velocity_rmse_m_s,Sep7,0.33838838540555266,0.006854751272752826
drive_high,22,autonomous,attitude_error_deg,ALL,3.8717398009214428,0.07005250751205733
drive_high,22,autonomous,attitude_error_deg,Sep17,4.345332626968082,0.034238381285716143
drive_high,22,autonomous,attitude_error_deg,Sep7,3.398146974874803,0.15821451638872122
drive_high,22,autonomous,body_rate_rmse_rad_s,ALL,0.5618126804397643,0.0035676228525207904
drive_high,22,autonomous,body_rate_rmse_rad_s,Sep17,0.5550013483850528,0.005439939904376909
drive_high,22,autonomous,body_rate_rmse_rad_s,Sep7,0.5686240124944758,0.0016958439686428916
drive_high,22,autonomous,position_rmse_m,ALL,0.1535374913249216,0.0013683136416746142
drive_high,22,autonomous,position_rmse_m,Sep17,0.1158764373554061,0.004735059538959624
drive_high,22,autonomous,position_rmse_m,Sep7,0.19119854529443703,0.003857974736598087
drive_high,22,autonomous,velocity_rmse_m_s,ALL,0.371231866509447,0.00707690360414985
drive_high,22,autonomous,velocity_rmse_m_s,Sep17,0.3998223145113206,0.018946723436897243
drive_high,22,autonomous,velocity_rmse_m_s,Sep7,0.34264141850757346,0.005053783059661521
drive_high,23,autonomous,attitude_error_deg,ALL,3.9607420571475305,0.05972324547317327
drive_high,23,autonomous,attitude_error_deg,Sep17,4.473191488453239,0.034315023015751574
drive_high,23,autonomous,attitude_error_deg,Sep7,3.4482926258418214,0.14792242746392795
drive_high,23,autonomous,body_rate_rmse_rad_s,ALL,0.5473203832641901,0.009256552265873066
drive_high,23,autonomous,body_rate_rmse_rad_s,Sep17,0.5492849979058395,0.0040919028275887325
drive_high,23,autonomous,body_rate_rmse_rad_s,Sep7,0.5453557686225406,0.01584440905271712
drive_high,23,autonomous,position_rmse_m,ALL,0.1612210765201444,0.0014702517014554717
drive_high,23,autonomous,position_rmse_m,Sep17,0.1230868904376811,0.005138315204341133
drive_high,23,autonomous,position_rmse_m,Sep7,0.1993552626026077,0.004002701188498057
drive_high,23,autonomous,velocity_rmse_m_s,ALL,0.3781179965628052,0.008786753423450585
drive_high,23,autonomous,velocity_rmse_m_s,Sep17,0.4038736506366485,0.019071692060716662
drive_high,23,autonomous,velocity_rmse_m_s,Sep7,0.3523623424889621,0.0026497749097737075
drive_high,24,autonomous,attitude_error_deg,ALL,3.992192164155394,0.029357462700659014
drive_high,24,autonomous,attitude_error_deg,Sep17,4.580738370495056,0.04423467466804369
drive_high,24,autonomous,attitude_error_deg,Sep7,3.403645957815731,0.1029441021760264
drive_high,24,autonomous,body_rate_rmse_rad_s,ALL,0.5811479336171947,0.009184215007433277
drive_high,24,autonomous,body_rate_rmse_rad_s,Sep17,0.5909544106553125,0.0045795110071793895
drive_high,24,autonomous,body_rate_rmse_rad_s,Sep7,0.571341456579077,0.01772306439890776
drive_high,24,autonomous,position_rmse_m,ALL,0.17002291791490445,0.0015124518293217451
drive_high,24,autonomous,position_rmse_m,Sep17,0.13092622073733742,0.005609742058618763
drive_high,24,autonomous,position_rmse_m,Sep7,0.20911961509247148,0.00408330877042243
drive_high,24,autonomous,velocity_rmse_m_s,ALL,0.38785447051905503,0.011399652903138135
drive_high,24,autonomous,velocity_rmse_m_s,Sep17,0.4083471569373562,0.0214437348843996
drive_high,24,autonomous,velocity_rmse_m_s,Sep7,0.36736178410075376,0.004079040443554897
drive_high,25,autonomous,attitude_error_deg,ALL,4.039750343295856,0.017607365749400753
drive_high,25,autonomous,attitude_error_deg,Sep17,4.700238106397746,0.061910148184110246
drive_high,25,autonomous,attitude_error_deg,Sep7,3.3792625801939677,0.09179617760981111
drive_high,25,autonomous,body_rate_rmse_rad_s,ALL,0.5645284093310203,0.0034732524950415226
drive_high,25,autonomous,body_rate_rmse_rad_s,Sep17,0.5660134158895801,0.005128824241245323
drive_high,25,autonomous,body_rate_rmse_rad_s,Sep7,0.5630434027724608,0.007971256952521938
drive_high,25,autonomous,position_rmse_m,ALL,0.178774712557309,0.0016280562314478835
drive_high,25,autonomous,position_rmse_m,Sep17,0.13879970981479584,0.006010351843339087
drive_high,25,autonomous,position_rmse_m,Sep7,0.21874971529982212,0.004128443583091899
drive_high,25,autonomous,velocity_rmse_m_s,ALL,0.3952600599342185,0.01189434921182014
drive_high,25,autonomous,velocity_rmse_m_s,Sep17,0.4150044153205151,0.02266995275312724
drive_high,25,autonomous,velocity_rmse_m_s,Sep7,0.3755157045479219,0.0059043260231519505
drive_high,25,local100ms,attitude_error_deg,ALL,1.3052759732117742,0.024565856173543975
drive_high,25,local100ms,attitude_error_deg,Sep17,1.4059093277483175,0.0040979356544963525
drive_high,25,local100ms,attitude_error_deg,Sep7,1.204642618675231,0.04929341594630574
drive_high,25,local100ms,body_rate_rmse_rad_s,ALL,0.5255098534309542,0.009606809986024848
drive_high,25,local100ms,body_rate_rmse_rad_s,Sep17,0.5137567738269054,0.008283471402466444
drive_high,25,local100ms,body_rate_rmse_rad_s,Sep7,0.537262933035003,0.012841915129425965
drive_high,25,local100ms,position_rmse_m,ALL,0.024448995911380767,4.606609094999609e-06
drive_high,25,local100ms,position_rmse_m,Sep17,0.017574422405489065,0.00031169511758355586
drive_high,25,local100ms,position_rmse_m,Sep7,0.03132356941727247,0.0003036051487778468
drive_high,25,local100ms,velocity_rmse_m_s,ALL,0.12710004753859638,0.004864595394805408
drive_high,25,local100ms,velocity_rmse_m_s,Sep17,0.1402765559167012,0.005414047642500522
drive_high,25,local100ms,velocity_rmse_m_s,Sep7,0.11392353916049153,0.005843335190943997
drive_high,26,autonomous,attitude_error_deg,ALL,4.117087379656356,0.020001153609717534
drive_high,26,autonomous,attitude_error_deg,Sep17,4.845464405902028,0.07453061827722954
drive_high,26,autonomous,attitude_error_deg,Sep7,3.3887103534106835,0.09107829481315761
drive_high,26,autonomous,body_rate_rmse_rad_s,ALL,0.5381777485913101,0.006788170007682297
drive_high,26,autonomous,body_rate_rmse_rad_s,Sep17,0.5787646902027112,0.0035249940690281014
drive_high,26,autonomous,body_rate_rmse_rad_s,Sep7,0.49759080697990904,0.011478958717722783
drive_high,26,autonomous,position_rmse_m,ALL,0.18756598238455172,0.0017152936405742942
drive_high,26,autonomous,position_rmse_m,Sep17,0.14660452811308822,0.00645168820675777
drive_high,26,autonomous,position_rmse_m,Sep7,0.2285274366560152,0.004260024718090563
drive_high,26,autonomous,velocity_rmse_m_s,ALL,0.4035121146275183,0.011232697250180787
drive_high,26,autonomous,velocity_rmse_m_s,Sep17,0.4202168285502405,0.022146774059478014
drive_high,26,autonomous,velocity_rmse_m_s,Sep7,0.38680740070479613,0.006704295949433668
drive_high,27,autonomous,attitude_error_deg,ALL,4.1976861070674785,0.02312254770927592
drive_high,27,autonomous,attitude_error_deg,Sep17,4.957475665002804,0.08287915626821714
drive_high,27,autonomous,attitude_error_deg,Sep7,3.4378965491321534,0.09596582303179398
drive_high,27,autonomous,body_rate_rmse_rad_s,ALL,0.554426840324531,0.00879343843162042
drive_high,27,autonomous,body_rate_rmse_rad_s,Sep17,0.5433367721575901,0.007675441737162935
drive_high,27,autonomous,body_rate_rmse_rad_s,Sep7,0.565516908491472,0.01250207582679611
drive_high,27,autonomous,position_rmse_m,ALL,0.1968173759934477,0.0018081946688764865
drive_high,27,autonomous,position_rmse_m,Sep17,0.1547477547601781,0.006917263109957893
drive_high,27,autonomous,position_rmse_m,Sep7,0.23888699722671733,0.0043577250112926
drive_high,27,autonomous,velocity_rmse_m_s,ALL,0.4095946438328102,0.00969068680755651
drive_high,27,autonomous,velocity_rmse_m_s,Sep17,0.4250486329356838,0.02120891340691472
drive_high,27,autonomous,velocity_rmse_m_s,Sep7,0.3941406547299366,0.008225209882565974
drive_high,28,autonomous,attitude_error_deg,ALL,4.300728565050168,0.02772301642988278
drive_high,28,autonomous,attitude_error_deg,Sep17,5.0978642871776545,0.0787535565388929
drive_high,28,autonomous,attitude_error_deg,Sep7,3.503592842922681,0.11465865740573933
drive_high,28,autonomous,body_rate_rmse_rad_s,ALL,0.6299712457305093,0.0019742859701274125
drive_high,28,autonomous,body_rate_rmse_rad_s,Sep17,0.554936375531589,0.0008682717175223091
drive_high,28,autonomous,body_rate_rmse_rad_s,Sep7,0.7050061159294296,0.00406421518352122
drive_high,28,autonomous,position_rmse_m,ALL,0.20543709373916333,0.001955177974061388
drive_high,28,autonomous,position_rmse_m,Sep17,0.16258740823507767,0.007483546273271446
drive_high,28,autonomous,position_rmse_m,Sep7,0.24828677924324896,0.004466455880210328
drive_high,28,autonomous,velocity_rmse_m_s,ALL,0.41358076886074163,0.008588113710674215
drive_high,28,autonomous,velocity_rmse_m_s,Sep17,0.4266218961073116,0.020820162076534223
drive_high,28,autonomous,velocity_rmse_m_s,Sep7,0.40053964161417177,0.0098668762337682
drive_high,29,autonomous,attitude_error_deg,ALL,4.448379696277526,0.022212889914961263
drive_high,29,autonomous,attitude_error_deg,Sep17,5.230660291552131,0.0777467937358658
drive_high,29,autonomous,attitude_error_deg,Sep7,3.666099101002922,0.07478182601890705
drive_high,29,autonomous,body_rate_rmse_rad_s,ALL,0.5525234699252257,0.0029961388245766988
drive_high,29,autonomous,body_rate_rmse_rad_s,Sep17,0.5715270857762548,0.002416879646884951
drive_high,29,autonomous,body_rate_rmse_rad_s,Sep7,0.5335198540741964,0.006421065831060405
drive_high,29,autonomous,position_rmse_m,ALL,0.21350536595452874,0.00213312654574921
drive_high,29,autonomous,position_rmse_m,Sep17,0.17060520020061531,0.008145968033362807
drive_high,29,autonomous,position_rmse_m,Sep7,0.2564055317084421,0.004571609003485442
drive_high,29,autonomous,velocity_rmse_m_s,ALL,0.41848126373508565,0.009872782542130655
drive_high,29,autonomous,velocity_rmse_m_s,Sep17,0.42870084383328927,0.02358124108744465
drive_high,29,autonomous,velocity_rmse_m_s,Sep7,0.40826168363688203,0.011385183712544095
drive_high,30,autonomous,attitude_error_deg,ALL,4.576780742118528,0.02834927571880083
drive_high,30,autonomous,attitude_error_deg,Sep17,5.334959315120589,0.07537004798510469
drive_high,30,autonomous,attitude_error_deg,Sep7,3.818602169116467,0.06211406267900877
drive_high,30,autonomous,body_rate_rmse_rad_s,ALL,0.5739809110012252,0.0012224016358394051
drive_high,30,autonomous,body_rate_rmse_rad_s,Sep17,0.5692909729394895,0.005631764255379167
drive_high,30,autonomous,body_rate_rmse_rad_s,Sep7,0.5786708490629607,0.004454967377625481
drive_high,30,autonomous,position_rmse_m,ALL,0.22257881341477578,0.0022822246817799465
drive_high,30,autonomous,position_rmse_m,Sep17,0.17889598735012247,0.008789440421915685
drive_high,30,autonomous,position_rmse_m,Sep7,0.2662616394794291,0.004717495970757884
drive_high,30,autonomous,velocity_rmse_m_s,ALL,0.4297233758952994,0.01259303320369532
drive_high,30,autonomous,velocity_rmse_m_s,Sep17,0.433859169276161,0.028801940601097517
drive_high,30,autonomous,velocity_rmse_m_s,Sep7,0.42558758251443773,0.010709885258457747
drive_high,30,local100ms,attitude_error_deg,ALL,1.477001326362622,0.019053532206664434
drive_high,30,local100ms,attitude_error_deg,Sep17,1.4338635938907336,0.022879586543416614
drive_high,30,local100ms,attitude_error_deg,Sep7,1.5201390588345103,0.02516151760311866
drive_high,30,local100ms,body_rate_rmse_rad_s,ALL,0.5252900186450064,0.001102214366209375
drive_high,30,local100ms,body_rate_rmse_rad_s,Sep17,0.5126647683223106,0.003675825622229419
drive_high,30,local100ms,body_rate_rmse_rad_s,Sep7,0.5379152689677021,0.00515270455651983
drive_high,30,local100ms,position_rmse_m,ALL,0.02613155528270937,5.3422231193922125e-05
drive_high,30,local100ms,position_rmse_m,Sep17,0.01748470586644329,0.00023520507547733054
drive_high,30,local100ms,position_rmse_m,Sep7,0.03477840469897545,0.00013584324455762176
drive_high,30,local100ms,velocity_rmse_m_s,ALL,0.12623938583649064,0.005405724026080314
drive_high,30,local100ms,velocity_rmse_m_s,Sep17,0.14260751531934548,0.00496604251511884
drive_high,30,local100ms,velocity_rmse_m_s,Sep7,0.10987125635363577,0.00683479456602414
drive_high,31,autonomous,attitude_error_deg,ALL,4.654188692303962,0.02886430293239554
drive_high,31,autonomous,attitude_error_deg,Sep17,5.4309923871092325,0.07736490126682931
drive_high,31,autonomous,attitude_error_deg,Sep7,3.877384997498691,0.07987668816827787
drive_high,31,autonomous,body_rate_rmse_rad_s,ALL,0.5723829053570516,0.006204156907700046
drive_high,31,autonomous,body_rate_rmse_rad_s,Sep17,0.5788794657261406,0.003047479172517829
drive_high,31,autonomous,body_rate_rmse_rad_s,Sep7,0.5658863449879626,0.009367881941299463
drive_high,31,autonomous,position_rmse_m,ALL,0.23171981486957413,0.0025127786363361155
drive_high,31,autonomous,position_rmse_m,Sep17,0.1871507027015864,0.009484660429073222
drive_high,31,autonomous,position_rmse_m,Sep7,0.27628892703756186,0.004840989466636
drive_high,31,autonomous,velocity_rmse_m_s,ALL,0.43744445936259096,0.014350358765640387
drive_high,31,autonomous,velocity_rmse_m_s,Sep17,0.44218394628058993,0.03241084836292366
drive_high,31,autonomous,velocity_rmse_m_s,Sep7,0.43270497244459194,0.009486968252205415
drive_high,32,autonomous,attitude_error_deg,ALL,4.744825014769725,0.024319920425082017
drive_high,32,autonomous,attitude_error_deg,Sep17,5.538822557207527,0.07309167796651424
drive_high,32,autonomous,attitude_error_deg,Sep7,3.950827472331922,0.061177337174612566
drive_high,32,autonomous,body_rate_rmse_rad_s,ALL,0.5909215791511211,0.00678859999601977
drive_high,32,autonomous,body_rate_rmse_rad_s,Sep17,0.5720455477308725,0.007297349235413922
drive_high,32,autonomous,body_rate_rmse_rad_s,Sep7,0.6097976105713697,0.006408078295415111
drive_high,32,autonomous,position_rmse_m,ALL,0.24019398256748412,0.0028299921444758414
drive_high,32,autonomous,position_rmse_m,Sep17,0.19542862875114317,0.010311410527324583
drive_high,32,autonomous,position_rmse_m,Sep7,0.28495933638382503,0.004938857844903983
drive_high,32,autonomous,velocity_rmse_m_s,ALL,0.44537462562713026,0.014960199997655407
drive_high,32,autonomous,velocity_rmse_m_s,Sep17,0.4511315142659322,0.03368751039766631
drive_high,32,autonomous,velocity_rmse_m_s,Sep7,0.43961773698832846,0.007411648775887208
drive_high,33,autonomous,attitude_error_deg,ALL,4.840169732485335,0.03238272321181386
drive_high,33,autonomous,attitude_error_deg,Sep17,5.614194510141189,0.07085207834059716
drive_high,33,autonomous,attitude_error_deg,Sep7,4.06614495482948,0.039358097501489574
drive_high,33,autonomous,body_rate_rmse_rad_s,ALL,0.5580345911251458,0.002366646821955952
drive_high,33,autonomous,body_rate_rmse_rad_s,Sep17,0.5722104117974599,0.005961714158311173
drive_high,33,autonomous,body_rate_rmse_rad_s,Sep7,0.5438587704528316,0.010078882347339002
drive_high,33,autonomous,position_rmse_m,ALL,0.24904782340909112,0.003115609917463107
drive_high,33,autonomous,position_rmse_m,Sep17,0.20399572592977924,0.011055222753431295
drive_high,33,autonomous,position_rmse_m,Sep7,0.294099920888403,0.005062217961021648
drive_high,33,autonomous,velocity_rmse_m_s,ALL,0.45281207268575446,0.013041029710955339
drive_high,33,autonomous,velocity_rmse_m_s,Sep17,0.4627580035157506,0.030437464594399995
drive_high,33,autonomous,velocity_rmse_m_s,Sep7,0.4428661418557583,0.006113358911248066
drive_high,34,autonomous,attitude_error_deg,ALL,4.909337379611146,0.04456976500305225
drive_high,34,autonomous,attitude_error_deg,Sep17,5.711427920998067,0.08277516434181909
drive_high,34,autonomous,attitude_error_deg,Sep7,4.107246838224225,0.01994184955495412
drive_high,34,autonomous,body_rate_rmse_rad_s,ALL,0.5564629984936986,0.005516245325001795
drive_high,34,autonomous,body_rate_rmse_rad_s,Sep17,0.5488585132699284,0.005278981842013167
drive_high,34,autonomous,body_rate_rmse_rad_s,Sep7,0.564067483717469,0.016025449694028655
drive_high,34,autonomous,position_rmse_m,ALL,0.2575543928503394,0.0034234841691989605
drive_high,34,autonomous,position_rmse_m,Sep17,0.21284019544887642,0.011826315711601353
drive_high,34,autonomous,position_rmse_m,Sep7,0.30226859025180236,0.005200881727909243
drive_high,34,autonomous,velocity_rmse_m_s,ALL,0.4619329890840967,0.010452345042072136
drive_high,34,autonomous,velocity_rmse_m_s,Sep17,0.4764939323360536,0.023337872235834126
drive_high,34,autonomous,velocity_rmse_m_s,Sep7,0.4473720458321399,0.006978980053484047
drive_high,35,autonomous,attitude_error_deg,ALL,5.029660082628347,0.06779289868983472
drive_high,35,autonomous,attitude_error_deg,Sep17,5.819808881185442,0.10270376272782944
drive_high,35,autonomous,attitude_error_deg,Sep7,4.239511284071249,0.03358629730435709
drive_high,35,autonomous,body_rate_rmse_rad_s,ALL,0.5339267487858841,0.011202748394873159
drive_high,35,autonomous,body_rate_rmse_rad_s,Sep17,0.5503922697555876,0.012590630140524068
drive_high,35,autonomous,body_rate_rmse_rad_s,Sep7,0.5174612278161806,0.010797402768389213
drive_high,35,autonomous,position_rmse_m,ALL,0.26644113488485077,0.0036866780672280145
drive_high,35,autonomous,position_rmse_m,Sep17,0.22121050690884683,0.012529714865204794
drive_high,35,autonomous,position_rmse_m,Sep7,0.31167176286085474,0.005332925477325293
drive_high,35,autonomous,velocity_rmse_m_s,ALL,0.4721063696597749,0.009463856594239657
drive_high,35,autonomous,velocity_rmse_m_s,Sep17,0.49134581796329685,0.016931681424971066
drive_high,35,autonomous,velocity_rmse_m_s,Sep7,0.452866921356253,0.010387170795655428
drive_high,35,local100ms,attitude_error_deg,ALL,1.3345727135270453,0.01765588110224144
drive_high,35,local100ms,attitude_error_deg,Sep17,1.3084485067882314,0.004860311708157692
drive_high,35,local100ms,attitude_error_deg,Sep7,1.3606969202658592,0.031478668133655074
drive_high,35,local100ms,body_rate_rmse_rad_s,ALL,0.49490000224045566,0.0014359200011923947
drive_high,35,local100ms,body_rate_rmse_rad_s,Sep17,0.4975134670527031,0.001993405403563893
drive_high,35,local100ms,body_rate_rmse_rad_s,Sep7,0.4922865374282081,0.004584781505942571
drive_high,35,local100ms,position_rmse_m,ALL,0.03092061393909649,0.00011883268870248479
drive_high,35,local100ms,position_rmse_m,Sep17,0.01901984321982052,0.0002268782115359309
drive_high,35,local100ms,position_rmse_m,Sep7,0.04282138465837246,1.7352163276109852e-05
drive_high,35,local100ms,velocity_rmse_m_s,ALL,0.13798283123237978,0.0017853361881211259
drive_high,35,local100ms,velocity_rmse_m_s,Sep17,0.16600379252436906,0.00198393480899793
drive_high,35,local100ms,velocity_rmse_m_s,Sep7,0.10996186994039053,0.0016785434274346465
drive_high,36,autonomous,attitude_error_deg,ALL,5.124210692825146,0.08046219812273524
drive_high,36,autonomous,attitude_error_deg,Sep17,5.91813745786645,0.1170252357398968
drive_high,36,autonomous,attitude_error_deg,Sep7,4.330283927783841,0.04833372349202437
drive_high,36,autonomous,body_rate_rmse_rad_s,ALL,0.5766186451341536,0.01092307720786185
drive_high,36,autonomous,body_rate_rmse_rad_s,Sep17,0.5711837431660416,0.0153263189096783
drive_high,36,autonomous,body_rate_rmse_rad_s,Sep7,0.5820535471022655,0.008400555094509215
drive_high,36,autonomous,position_rmse_m,ALL,0.2752797200179802,0.0038500931408443503
drive_high,36,autonomous,position_rmse_m,Sep17,0.2299769447156135,0.013141264143865565
drive_high,36,autonomous,position_rmse_m,Sep7,0.3205824953203469,0.005538079127638262
drive_high,36,autonomous,velocity_rmse_m_s,ALL,0.48096930435114355,0.010921245967187248
drive_high,36,autonomous,velocity_rmse_m_s,Sep17,0.5054981867966396,0.015229292578329461
drive_high,36,autonomous,velocity_rmse_m_s,Sep7,0.4564404219056473,0.012838489725065847
drive_high,37,autonomous,attitude_error_deg,ALL,5.212480936177852,0.08908137336635394
drive_high,37,autonomous,attitude_error_deg,Sep17,6.033298049124862,0.13329636871811934
drive_high,37,autonomous,attitude_error_deg,Sep7,4.391663823230842,0.05171878218904634
drive_high,37,autonomous,body_rate_rmse_rad_s,ALL,0.5476311713157977,0.008025325611320704
drive_high,37,autonomous,body_rate_rmse_rad_s,Sep17,0.5719416801231327,0.009138642205955429
drive_high,37,autonomous,body_rate_rmse_rad_s,Sep7,0.5233206625084628,0.011359676355593177
drive_high,37,autonomous,position_rmse_m,ALL,0.28508635375411806,0.004011963557528591
drive_high,37,autonomous,position_rmse_m,Sep17,0.23899198173056055,0.013622129281938603
drive_high,37,autonomous,position_rmse_m,Sep7,0.3311807257776756,0.005657727664810275
drive_high,37,autonomous,velocity_rmse_m_s,ALL,0.49185840227532535,0.012591031364115607
drive_high,37,autonomous,velocity_rmse_m_s,Sep17,0.5174861240786996,0.015156286695823107
drive_high,37,autonomous,velocity_rmse_m_s,Sep7,0.4662306804719511,0.01528172612213321
drive_high,38,autonomous,attitude_error_deg,ALL,5.312316161002872,0.0995282695162042
drive_high,38,autonomous,attitude_error_deg,Sep17,6.131980976855612,0.15908565042635786
drive_high,38,autonomous,attitude_error_deg,Sep7,4.492651345150133,0.04562130149547431
drive_high,38,autonomous,body_rate_rmse_rad_s,ALL,0.6054457472712336,0.012974488806239942
drive_high,38,autonomous,body_rate_rmse_rad_s,Sep17,0.5424804605413344,0.012573482844434759
drive_high,38,autonomous,body_rate_rmse_rad_s,Sep7,0.6684110340011328,0.014550564231279626
drive_high,38,autonomous,position_rmse_m,ALL,0.2946807771666892,0.004058691340231007
drive_high,38,autonomous,position_rmse_m,Sep17,0.2479525024415299,0.01398379858028556
drive_high,38,autonomous,position_rmse_m,Sep7,0.3414090518918485,0.005881450958610281
drive_high,38,autonomous,velocity_rmse_m_s,ALL,0.5058226780107699,0.01428349732041777
drive_high,38,autonomous,velocity_rmse_m_s,Sep17,0.5284315200700838,0.015988667448507087
drive_high,38,autonomous,velocity_rmse_m_s,Sep7,0.483213835951456,0.016714860379001224
drive_high,39,autonomous,attitude_error_deg,ALL,5.372887416568705,0.10422364384603364
drive_high,39,autonomous,attitude_error_deg,Sep17,6.224097035927689,0.1735733408789411
drive_high,39,autonomous,attitude_error_deg,Sep7,4.521677797209722,0.041023932777969584
drive_high,39,autonomous,body_rate_rmse_rad_s,ALL,0.5639592685794409,0.0041825382291971296
drive_high,39,autonomous,body_rate_rmse_rad_s,Sep17,0.5804756650350767,0.009193537941933802
drive_high,39,autonomous,body_rate_rmse_rad_s,Sep7,0.5474428721238048,0.001791293781059574
drive_high,39,autonomous,position_rmse_m,ALL,0.3042954355842483,0.004180976673521803
drive_high,39,autonomous,position_rmse_m,Sep17,0.2576264784245776,0.014449138205461265
drive_high,39,autonomous,position_rmse_m,Sep7,0.350964392743919,0.006087696461544388
drive_high,39,autonomous,velocity_rmse_m_s,ALL,0.5148030834251366,0.01524972843742451
drive_high,39,autonomous,velocity_rmse_m_s,Sep17,0.5391924167213303,0.017764689853607917
drive_high,39,autonomous,velocity_rmse_m_s,Sep7,0.4904137501289427,0.017885177135890863
drive_high,40,autonomous,attitude_error_deg,ALL,5.470376909427366,0.10693158045616229
drive_high,40,autonomous,attitude_error_deg,Sep17,6.321215782701898,0.1826409332794226
drive_high,40,autonomous,attitude_error_deg,Sep7,4.619538036152835,0.03756282280637573
drive_high,40,autonomous,body_rate_rmse_rad_s,ALL,0.5620747104073262,0.00989150013173444
drive_high,40,autonomous,body_rate_rmse_rad_s,Sep17,0.5759227616047186,0.004841527334699538
drive_high,40,autonomous,body_rate_rmse_rad_s,Sep7,0.5482266592099335,0.016367560766762854
drive_high,40,autonomous,position_rmse_m,ALL,0.3145965045351657,0.004351023943226882
drive_high,40,autonomous,position_rmse_m,Sep17,0.26747643901086743,0.014953895050640952
drive_high,40,autonomous,position_rmse_m,Sep7,0.36171657005946395,0.00626033293408504
drive_high,40,autonomous,velocity_rmse_m_s,ALL,0.5253500021473919,0.016301116603721133
drive_high,40,autonomous,velocity_rmse_m_s,Sep17,0.5510909865656295,0.02012110867619811
drive_high,40,autonomous,velocity_rmse_m_s,Sep7,0.4996090177291543,0.019648165354763478
drive_high,40,local100ms,attitude_error_deg,ALL,1.3949963915919026,0.03257037379911021
drive_high,40,local100ms,attitude_error_deg,Sep17,1.4077748457511203,0.0248353827324706
drive_high,40,local100ms,attitude_error_deg,Sep7,1.3822179374326848,0.04338438166959847
drive_high,40,local100ms,body_rate_rmse_rad_s,ALL,0.49837622201031495,0.0027610864501056197
drive_high,40,local100ms,body_rate_rmse_rad_s,Sep17,0.5105207363331782,0.00440001175526035
drive_high,40,local100ms,body_rate_rmse_rad_s,Sep7,0.48623170768745183,0.008308854365298688
drive_high,40,local100ms,position_rmse_m,ALL,0.026443286283925383,0.0003998594332145743
drive_high,40,local100ms,position_rmse_m,Sep17,0.016841642176350508,0.0003817937660648255
drive_high,40,local100ms,position_rmse_m,Sep7,0.03604493039150026,0.0010360027045555897
drive_high,40,local100ms,velocity_rmse_m_s,ALL,0.14713396277539562,0.030951328846592883
drive_high,40,local100ms,velocity_rmse_m_s,Sep17,0.14500621248023723,0.0038801804016418
drive_high,40,local100ms,velocity_rmse_m_s,Sep7,0.149261713070554,0.061542425420415166
drive_high,41,autonomous,attitude_error_deg,ALL,5.598166871716015,0.10494286173556357
drive_high,41,autonomous,attitude_error_deg,Sep17,6.428623406419174,0.20188871610242903
drive_high,41,autonomous,attitude_error_deg,Sep7,4.767710337012857,0.02709356243879185
drive_high,41,autonomous,body_rate_rmse_rad_s,ALL,0.564145036545383,0.007101301997566616
drive_high,41,autonomous,body_rate_rmse_rad_s,Sep17,0.5814139649602215,0.001141969856112928
drive_high,41,autonomous,body_rate_rmse_rad_s,Sep7,0.5468761081305444,0.013495776754229112
drive_high,41,autonomous,position_rmse_m,ALL,0.3250166151220207,0.004569879812052474
drive_high,41,autonomous,position_rmse_m,Sep17,0.2778095694643682,0.015637197161347385
drive_high,41,autonomous,position_rmse_m,Sep7,0.37222366077967317,0.006544676745914685
drive_high,41,autonomous,velocity_rmse_m_s,ALL,0.5383503689342964,0.017332757799116392
drive_high,41,autonomous,velocity_rmse_m_s,Sep17,0.5662375900938692,0.023982815142963444
drive_high,41,autonomous,velocity_rmse_m_s,Sep7,0.5104631477747238,0.0187461880838627
drive_high,42,autonomous,attitude_error_deg,ALL,5.6968058037639056,0.1148453763778666
drive_high,42,autonomous,attitude_error_deg,Sep17,6.545498197246523,0.21787756942684003
drive_high,42,autonomous,attitude_error_deg,Sep7,4.848113410281289,0.042102690001104115
drive_high,42,autonomous,body_rate_rmse_rad_s,ALL,0.56916550606,0.008305549675099595
drive_high,42,autonomous,body_rate_rmse_rad_s,Sep17,0.5945638394577545,0.004764856833781834
drive_high,42,autonomous,body_rate_rmse_rad_s,Sep7,0.5437671726622456,0.011846659147267388
drive_high,42,autonomous,position_rmse_m,ALL,0.33502184880453645,0.004820897027867778
drive_high,42,autonomous,position_rmse_m,Sep17,0.28783898638609634,0.0163119764751672
drive_high,42,autonomous,position_rmse_m,Sep7,0.3822047112229765,0.00679446371147126
drive_high,42,autonomous,velocity_rmse_m_s,ALL,0.5481838590679117,0.018344419695868055
drive_high,42,autonomous,velocity_rmse_m_s,Sep17,0.582072359100402,0.027166478695754007
drive_high,42,autonomous,velocity_rmse_m_s,Sep7,0.5142953590354211,0.017895043373366264
drive_high,43,autonomous,attitude_error_deg,ALL,5.824160012509426,0.13129181882216398
drive_high,43,autonomous,attitude_error_deg,Sep17,6.666869778648131,0.2287249087610883
