group,step,metric,cohort,autonomous,local100ms,local_gain_pct
ALL,50,body_rate_rmse_rad_s,Sep7,0.6243690023470578,0.5842245177264761,6.429608848241199
ALL,50,position_rmse_m,ALL,0.474013589738189,0.032655694690039754,93.1108104499543
ALL,50,position_rmse_m,Sep17,0.3681691488196273,0.018245519594926422,95.04425624650445
ALL,50,position_rmse_m,Sep7,0.5680975372213551,0.045464739219029375,91.99701877930966
ALL,50,velocity_rmse_m_s,ALL,0.6477484181435841,0.13212657790302282,79.60217667814747
ALL,50,velocity_rmse_m_s,Sep17,0.6881681494601164,0.14730067302715655,78.59524984660838
ALL,50,velocity_rmse_m_s,Sep7,0.6118197680844443,0.11863849334823733,80.60891466130877
high,5,attitude_error_deg,ALL,1.601493871522064,1.6014938706315984,5.560217837640255e-08
high,5,attitude_error_deg,Sep17,1.7948372345284724,1.7948372326362338,1.0542675133094543e-07
high,5,attitude_error_deg,Sep7,1.4296331044052561,1.4296331044052561,0.0
high,5,body_rate_rmse_rad_s,ALL,0.6205551139481141,0.6205551138755562,1.1692427958401943e-08
high,5,body_rate_rmse_rad_s,Sep17,0.6275765364589717,0.6275765363047859,2.4568441664258656e-08
high,5,body_rate_rmse_rad_s,Sep7,0.6143138494940187,0.6143138494940187,0.0
high,5,position_rmse_m,ALL,0.039222991711452604,0.039222991711452604,0.0
high,5,position_rmse_m,Sep17,0.021211394032685182,0.021211394032685182,0.0
high,5,position_rmse_m,Sep7,0.055233300759245874,0.055233300759245874,0.0
high,5,velocity_rmse_m_s,ALL,0.2091030157529056,0.20910301601032621,-1.2310707795242892e-07
high,5,velocity_rmse_m_s,Sep17,0.20883248060192705,0.20883248114894584,-2.619414325769906e-07
high,5,velocity_rmse_m_s,Sep7,0.20934349144266431,0.20934349144266431,0.0
high,10,attitude_error_deg,ALL,2.749382054709997,1.6077102503583613,41.52466923961423
high,10,attitude_error_deg,Sep17,3.114173144886355,1.7493959003776254,43.82470662396436
high,10,attitude_error_deg,Sep7,2.4251233078865675,1.4817674503412377,38.89929450092335
high,10,body_rate_rmse_rad_s,ALL,0.5932157785122897,0.5752583404558456,3.0271342582085574
high,10,body_rate_rmse_rad_s,Sep17,0.6086982476129711,0.5849106312129845,3.9079488881840025
high,10,body_rate_rmse_rad_s,Sep7,0.5794535837561285,0.5666785264494998,2.2046731032049887
high,10,position_rmse_m,ALL,0.08338965115903636,0.0393242951887002,52.84271532242895
high,10,position_rmse_m,Sep17,0.04871447126436391,0.021586914023270908,55.68685554211818
high,10,position_rmse_m,Sep7,0.11421203328763412,0.05509085622463736,51.76440289273607
high,10,velocity_rmse_m_s,ALL,0.2796795709029425,0.19428611934245707,30.53260246531185
high,10,velocity_rmse_m_s,Sep17,0.3115698799077044,0.22109853873422117,29.037255205889398
high,10,velocity_rmse_m_s,Sep7,0.2513326295653764,0.170452857660889,32.18037070807355
high,25,attitude_error_deg,ALL,5.062935710283232,1.5516604832427092,69.35255409048231
high,25,attitude_error_deg,Sep17,5.771197760658232,1.5635597680280717,72.9075343997614
high,25,attitude_error_deg,Sep7,4.4333694432832305,1.5410833412112759,65.23900475864713
high,25,body_rate_rmse_rad_s,ALL,0.6687925217397872,0.6206656025988346,7.196091100982395
high,25,body_rate_rmse_rad_s,Sep17,0.6269487031941505,0.571142522928776,8.90123545691309
high,25,body_rate_rmse_rad_s,Sep7,0.7059870271136863,0.6646861178611089,5.850094642876022
high,25,position_rmse_m,ALL,0.2268758693142784,0.035565071753221565,84.3239953809476
high,25,position_rmse_m,Sep17,0.16795584145766385,0.02023210792745096,87.95391231894081
high,25,position_rmse_m,Sep7,0.27924922740904684,0.04919437293168433,82.38334501831085
high,25,velocity_rmse_m_s,ALL,0.5080968531719824,0.18959355494631702,62.68554828420818
high,25,velocity_rmse_m_s,Sep17,0.506142872395544,0.17060522282629562,66.29307017229517
high,25,velocity_rmse_m_s,Sep7,0.509833724973261,0.2064720723863361,59.50207640791811
high,50,attitude_error_deg,ALL,7.757304177573739,1.5649620375272881,79.82595497477625
high,50,attitude_error_deg,Sep17,8.58517229514974,1.701257232768789,80.18377297180245
high,50,attitude_error_deg,Sep7,7.021421406395071,1.4438107528681758,79.43705883322768
high,50,body_rate_rmse_rad_s,ALL,0.6609362764215075,0.5813381082332537,12.04324395979903
high,50,body_rate_rmse_rad_s,Sep17,0.6613716505270159,0.5542416692573844,16.198151400088687
high,50,body_rate_rmse_rad_s,Sep7,0.660549277216611,0.6054238317673597,8.345394863126057
high,50,position_rmse_m,ALL,0.548856031940546,0.028247083362720565,94.85346216149806
high,50,position_rmse_m,Sep17,0.467404851299219,0.02126902337850184,95.44955014493719
high,50,position_rmse_m,Sep7,0.6212570813995033,0.03444980334869276,94.45482323177906
high,50,velocity_rmse_m_s,ALL,0.811047486580898,0.1595896809831355,80.32301639255283
high,50,velocity_rmse_m_s,Sep17,0.8640209884646474,0.1892176022645348,78.10034654357509
high,50,velocity_rmse_m_s,Sep7,0.7639599293508983,0.13325375095522496,82.55749472770849
low,5,attitude_error_deg,ALL,1.2895437747983263,1.28954377481482,-1.2790333776002078e-09
low,5,attitude_error_deg,Sep17,1.292662440820073,1.292662440855122,-2.7113693105186285e-09
low,5,attitude_error_deg,Sep7,1.2867716272234404,1.2867716272234404,0.0
low,5,body_rate_rmse_rad_s,ALL,0.5092733988138424,0.5092733989148629,-1.9836206939840414e-08
low,5,body_rate_rmse_rad_s,Sep17,0.45970584697162603,0.4597058471862945,-4.669691523330249e-08
low,5,body_rate_rmse_rad_s,Sep7,0.5533334448958125,0.5533334448958125,0.0
low,5,position_rmse_m,ALL,0.0336437232294672,0.0336437232294672,0.0
low,5,position_rmse_m,Sep17,0.018199672157056142,0.018199672157056142,0.0
low,5,position_rmse_m,Sep7,0.04737176862716591,0.04737176862716591,0.0
low,5,velocity_rmse_m_s,ALL,0.11643985063905149,0.11643985091423004,-2.3632677739254385e-07
low,5,velocity_rmse_m_s,Sep17,0.12387248323668493,0.12387248382143932,-4.720615768748515e-07
low,5,velocity_rmse_m_s,Sep7,0.10983306610782177,0.10983306610782177,0.0
low,10,attitude_error_deg,ALL,1.8485137629463653,1.2606824534886318,31.800212756911424
low,10,attitude_error_deg,Sep17,1.7935611134767921,1.2320991671697807,31.304310853318267
low,10,attitude_error_deg,Sep7,1.8973605624748746,1.2860898191053884,32.21689938427719
low,10,body_rate_rmse_rad_s,ALL,0.5498629727099352,0.5372976538401434,2.2851727600178533
low,10,body_rate_rmse_rad_s,Sep17,0.5160407074774773,0.5085984257449939,1.4421888863890107
low,10,body_rate_rmse_rad_s,Sep7,0.5799272084721201,0.5628080788136096,2.9519445558715285
low,10,position_rmse_m,ALL,0.06705885750447795,0.033175631725284566,50.5275917904369
low,10,position_rmse_m,Sep17,0.037756224949562385,0.01844317595938287,51.15195975227752
low,10,position_rmse_m,Sep7,0.0931056419977362,0.04627114796164163,50.302530578365285
low,10,velocity_rmse_m_s,ALL,0.15757126758903517,0.11472394505308094,27.19234489355331
low,10,velocity_rmse_m_s,Sep17,0.17265404104799498,0.12187021166462396,29.413634963373923
low,10,velocity_rmse_m_s,Sep7,0.14416435784773754,0.1083717080650427,24.827669138926872
low,25,attitude_error_deg,ALL,3.4052980405246838,1.3339881460294531,60.826097153483985
low,25,attitude_error_deg,Sep17,3.4612998319076085,1.352705083189415,60.91915901882716
low,25,attitude_error_deg,Sep7,3.355518670406528,1.3173508685539315,60.74076773370086
low,25,body_rate_rmse_rad_s,ALL,0.5585118319023715,0.529846108960088,5.132518472284457
low,25,body_rate_rmse_rad_s,Sep17,0.4989256438884084,0.4633905700470718,7.122318581260276
low,25,body_rate_rmse_rad_s,Sep7,0.6114773323592279,0.5889176991049914,3.6893654204966113
low,25,position_rmse_m,ALL,0.1829775615797006,0.03558150180310661,80.55417205480236
low,25,position_rmse_m,Sep17,0.1168505530588047,0.020174836438332133,82.7344964056959
low,25,position_rmse_m,Sep7,0.24175712470938593,0.04927631546068393,79.61742988136605
low,25,velocity_rmse_m_s,ALL,0.2929112071847979,0.11464066958507528,60.86163083792543
low,25,velocity_rmse_m_s,Sep17,0.30333724106868504,0.12252812084412013,59.60663438078283
low,25,velocity_rmse_m_s,Sep7,0.2836436215102316,0.10762960179925762,62.05463700322441
low,50,attitude_error_deg,ALL,5.8444201185858295,1.3506256176568785,76.8903400123178
low,50,attitude_error_deg,Sep17,6.190522400985855,1.3887212208263584,77.5669785056395
low,50,attitude_error_deg,Sep7,5.536773645341363,1.3167628592840075,76.21786723407176
low,50,body_rate_rmse_rad_s,ALL,0.6004440546722493,0.5469279581264653,8.912753174814187
low,50,body_rate_rmse_rad_s,Sep17,0.6002660688403264,0.5247511152153045,12.580246917989504
low,50,body_rate_rmse_rad_s,Sep7,0.6006022643006249,0.5666407073808303,5.654583563607004
low,50,position_rmse_m,ALL,0.45424179181932,0.03377624642788126,92.5642582791422
low,50,position_rmse_m,Sep17,0.32979993254440504,0.01780943484707218,94.5999276865606
low,50,position_rmse_m,Sep7,0.5648567778414667,0.047968967833044884,91.50776449627591
low,50,velocity_rmse_m_s,ALL,0.5815518981699324,0.12306899916007245,78.83783037294617
low,50,velocity_rmse_m_s,Sep17,0.5986117429426633,0.13375804447117481,77.65529225777543
low,50,velocity_rmse_m_s,Sep7,0.5663875917052826,0.11356762555020368,79.94877938475423
