group,step,metric,cohort,seed,autonomous,local100ms,local_gain_pct
ALL,5,velocity_rmse_m_s,ALL,42,0.14495216236968075,0.14495216243444922,-4.468265068109531e-08
ALL,5,velocity_rmse_m_s,Sep17,17,0.14915633314651408,0.1491563329412376,1.376250581655445e-07
ALL,5,velocity_rmse_m_s,Sep17,23,0.15859305949784006,0.15859306052696145,-6.489069587712687e-07
ALL,5,velocity_rmse_m_s,Sep17,42,0.1521007175366403,0.1521007176742733,-9.048805986495125e-08
ALL,5,velocity_rmse_m_s,Sep7,17,0.13253830516638956,0.13253830516638956,0.0
ALL,5,velocity_rmse_m_s,Sep7,23,0.14137227029234903,0.14137227029234903,0.0
ALL,5,velocity_rmse_m_s,Sep7,42,0.13859789111016116,0.13859789111016116,0.0
ALL,10,attitude_error_deg,ALL,17,2.153924950052745,1.3564271044548661,37.02533115549591
ALL,10,attitude_error_deg,ALL,23,2.2065952760482856,1.3956027926581431,36.75311427488056
ALL,10,attitude_error_deg,ALL,42,2.2289348033561684,1.386770160321143,37.7832784416554
ALL,10,attitude_error_deg,Sep17,17,2.315408116422238,1.401875877177659,39.454480303721425
ALL,10,attitude_error_deg,Sep17,23,2.3854713925753384,1.4338028662385338,39.89435921549199
ALL,10,attitude_error_deg,Sep17,42,2.4276119983785844,1.4419862244086712,40.600630357248946
ALL,10,attitude_error_deg,Sep7,17,2.0103843577243063,1.3160281953679391,34.538478161576876
ALL,10,attitude_error_deg,Sep7,23,2.0475942835797944,1.361647171697796,33.500147826295056
ALL,10,attitude_error_deg,Sep7,42,2.052332852225132,1.3376892144655623,34.82103972485533
ALL,10,body_rate_rmse_rad_s,ALL,17,0.5642465257049663,0.5510404668090715,2.3404767764223617
ALL,10,body_rate_rmse_rad_s,ALL,23,0.5695336495342367,0.5462521779682216,4.0878131757543485
ALL,10,body_rate_rmse_rad_s,ALL,42,0.5650685449125676,0.5527370520439279,2.1823003562422336
ALL,10,body_rate_rmse_rad_s,Sep17,17,0.5362156869348988,0.517640262874458,3.464170204833283
ALL,10,body_rate_rmse_rad_s,Sep17,23,0.5374336609896214,0.5149626922736623,4.18116138735736
ALL,10,body_rate_rmse_rad_s,Sep17,42,0.5374540629190477,0.5252944960784731,2.2624383513882034
ALL,10,body_rate_rmse_rad_s,Sep7,17,0.5891628268339152,0.5807295369731724,1.4314022332437661
ALL,10,body_rate_rmse_rad_s,Sep7,23,0.5980669726850056,0.5740650541411632,4.013249291477593
ALL,10,body_rate_rmse_rad_s,Sep7,42,0.5896147511290296,0.577130435124332,2.1173683292000165
ALL,10,position_rmse_m,ALL,17,0.07037190053473638,0.033560440271167315,52.30988503060039
ALL,10,position_rmse_m,ALL,23,0.07087549760215012,0.03350436810562357,52.72785484527284
ALL,10,position_rmse_m,ALL,42,0.06988022607147458,0.03342270352844831,52.17144332895682
ALL,10,position_rmse_m,Sep17,17,0.04013913313889044,0.018531135440785385,53.83274627116763
ALL,10,position_rmse_m,Sep17,23,0.04130150419862946,0.018763555420010812,54.56931706464711
ALL,10,position_rmse_m,Sep17,42,0.039687025497768806,0.018310893950808368,53.86176282765812
ALL,10,position_rmse_m,Sep7,17,0.0972454715532661,0.04691982234261792,51.751149340750906
ALL,10,position_rmse_m,Sep7,23,0.09716349173861293,0.04660731271505715,52.03207307489617
ALL,10,position_rmse_m,Sep7,42,0.09671862658143528,0.04685542315301715,51.554912627335796
ALL,10,velocity_rmse_m_s,ALL,17,0.191337249956398,0.1350777600710341,29.403312683852384
ALL,10,velocity_rmse_m_s,ALL,23,0.19876495637065858,0.13550569058769668,31.82616641184751
ALL,10,velocity_rmse_m_s,ALL,42,0.19619477972288252,0.1390167957337719,29.143478776485434
ALL,10,velocity_rmse_m_s,Sep17,17,0.21956426359757703,0.15191147609984867,30.81229449147704
ALL,10,velocity_rmse_m_s,Sep17,23,0.22133990852341479,0.15150162837558828,31.552502489824853
ALL,10,velocity_rmse_m_s,Sep17,42,0.2206793233100938,0.15446405759591472,30.005197007575926
ALL,10,velocity_rmse_m_s,Sep7,17,0.16624657116423888,0.12011445693431,27.749212454044475
ALL,10,velocity_rmse_m_s,Sep7,23,0.17869833223487525,0.12128707922068194,32.127469963588595
ALL,10,velocity_rmse_m_s,Sep7,42,0.1744307409786947,0.1252858963007561,28.17441719400897
ALL,15,attitude_error_deg,ALL,17,2.820727036904889,1.3884557866801226,50.77666968429391
ALL,15,attitude_error_deg,ALL,23,2.842324475380089,1.4169455970263878,50.14835184019913
ALL,15,attitude_error_deg,ALL,42,2.8564642288221296,1.3898381732286036,51.34410719360882
ALL,15,attitude_error_deg,Sep17,17,3.132800350467918,1.4481203389129902,53.775530614432625
ALL,15,attitude_error_deg,Sep17,23,3.1581028774739557,1.45853694438859,53.81604080120349
ALL,15,attitude_error_deg,Sep17,42,3.2117545883510954,1.423697557023557,55.672280746877405
ALL,15,attitude_error_deg,Sep7,17,2.5433285359599744,1.3354206291397959,47.49319208044257
ALL,15,attitude_error_deg,Sep7,23,2.561632562407763,1.3799755104822078,46.1290611802216
ALL,15,attitude_error_deg,Sep7,42,2.540650575907493,1.359740943188645,46.4806000446181
ALL,15,body_rate_rmse_rad_s,ALL,17,0.5772461299038006,0.5584019033567366,3.264504614384251
ALL,15,body_rate_rmse_rad_s,ALL,23,0.5752775565676435,0.5579294943805012,3.0155986426184156
ALL,15,body_rate_rmse_rad_s,ALL,42,0.5763138392340018,0.56265526011355,2.3699897851847256
ALL,15,body_rate_rmse_rad_s,Sep17,17,0.5655283327899332,0.5341908929714492,5.541267873156126
ALL,15,body_rate_rmse_rad_s,Sep17,23,0.5655124066426116,0.5315936880369074,5.997873469669052
ALL,15,body_rate_rmse_rad_s,Sep17,42,0.5650735854675963,0.5381066830722044,4.772281538001265
ALL,15,body_rate_rmse_rad_s,Sep7,17,0.5876619495605717,0.579922801476992,1.3169387756628914
ALL,15,body_rate_rmse_rad_s,Sep7,23,0.5839576898343384,0.5813391000192512,0.44842115459256754
ALL,15,body_rate_rmse_rad_s,Sep7,42,0.5863051759152511,0.584476217483635,0.3119464925004337
ALL,15,position_rmse_m,ALL,17,0.10815637696211915,0.03407998091494463,68.49008641729849
ALL,15,position_rmse_m,ALL,23,0.10895734657010353,0.034083255224674994,68.71871764723483
ALL,15,position_rmse_m,ALL,42,0.10730756671827421,0.034086986359364004,68.23431245174338
ALL,15,position_rmse_m,Sep17,17,0.0652563876854737,0.019527100335041913,70.0763388418622
ALL,15,position_rmse_m,Sep17,23,0.06747541016068898,0.019694578087278713,70.81221434537832
ALL,15,position_rmse_m,Sep17,42,0.06459098460313653,0.019439945237621284,69.90300526139173
ALL,15,position_rmse_m,Sep7,17,0.14628970076358178,0.04701587476374704,67.86111768747875
ALL,15,position_rmse_m,Sep7,23,0.14583017893402758,0.04687319045791614,67.85768844244429
ALL,15,position_rmse_m,Sep7,42,0.14527786193172992,0.047106578467579756,67.57484048759167
ALL,15,velocity_rmse_m_s,ALL,17,0.242665263668107,0.14468995887925287,40.37467221631475
ALL,15,velocity_rmse_m_s,ALL,23,0.2458704579751443,0.14735162085331174,40.06940806682521
ALL,15,velocity_rmse_m_s,ALL,42,0.24437027591769198,0.14854336859003142,39.213814760325704
ALL,15,velocity_rmse_m_s,Sep17,17,0.280643667474302,0.17949494690601456,36.04168997597262
ALL,15,velocity_rmse_m_s,Sep17,23,0.28736771969707864,0.17876421463006043,37.79252074015127
ALL,15,velocity_rmse_m_s,Sep17,42,0.28180265826770134,0.17868774091223116,36.591179795584154
ALL,15,velocity_rmse_m_s,Sep7,17,0.20890668250704472,0.11375219174435361,45.54880180028818
ALL,15,velocity_rmse_m_s,Sep7,23,0.2089840031112027,0.1194293152739796,42.85241286605562
ALL,15,velocity_rmse_m_s,Sep7,42,0.21109704716212807,0.12174837097029835,42.32587683863128
ALL,20,attitude_error_deg,ALL,17,3.465078736157689,1.3910193163049007,59.85605458860781
ALL,20,attitude_error_deg,ALL,23,3.525198847619504,1.4523904998881574,58.79975676070224
ALL,20,attitude_error_deg,ALL,42,3.5350317003986644,1.4189247440099744,59.86104611593853
ALL,20,attitude_error_deg,Sep17,17,3.8550614403156556,1.4223716594841462,63.103787539954716
ALL,20,attitude_error_deg,Sep17,23,3.8908050116841233,1.4784270013822356,62.00202793657082
ALL,20,attitude_error_deg,Sep17,42,3.9702993243188067,1.4444155824999705,63.61947892309625
ALL,20,attitude_error_deg,Sep7,17,3.1184274435728296,1.3631505668122383,56.28724440513337
ALL,20,attitude_error_deg,Sep7,23,3.200215590673176,1.4292469430045323,55.339041932987854
ALL,20,attitude_error_deg,Sep7,42,3.148127145802982,1.3962662209077559,55.64771827055241
ALL,20,body_rate_rmse_rad_s,ALL,17,0.5657071053959161,0.5375050897524216,4.985268060891152
ALL,20,body_rate_rmse_rad_s,ALL,23,0.5655846747549119,0.535163314259679,5.3787455447613715
ALL,20,body_rate_rmse_rad_s,ALL,42,0.5643617674817829,0.5400831527190318,4.301959516337143
ALL,20,body_rate_rmse_rad_s,Sep17,17,0.5495369472898364,0.5055779622653508,7.999277435535333
ALL,20,body_rate_rmse_rad_s,Sep17,23,0.5475974470080642,0.5038480776138751,7.9893304165723915
ALL,20,body_rate_rmse_rad_s,Sep17,42,0.545339439968855,0.5080788561581389,6.832548882370248
ALL,20,body_rate_rmse_rad_s,Sep7,17,0.5800805792679868,0.5658847586298179,2.447215291379496
ALL,20,body_rate_rmse_rad_s,Sep7,23,0.5815733216409988,0.5629990801670602,3.1937918715955735
ALL,20,body_rate_rmse_rad_s,Sep7,42,0.5812705030488299,0.5685314163287144,2.191593527161196
ALL,20,position_rmse_m,ALL,17,0.1481716187391173,0.033465974469303,77.41404544670202
ALL,20,position_rmse_m,ALL,23,0.14954639992953464,0.03357083621759363,77.55155842373202
ALL,20,position_rmse_m,ALL,42,0.14721136465950202,0.03332692547857186,77.36117346941481
ALL,20,position_rmse_m,Sep17,17,0.09437578648565124,0.019250611504528406,79.6021710426167
ALL,20,position_rmse_m,Sep17,23,0.09834561868144526,0.019724837437694886,79.9433490762956
ALL,20,position_rmse_m,Sep17,42,0.09374578808775853,0.019111162685805795,79.6138439116697
ALL,20,position_rmse_m,Sep7,17,0.19599013629775378,0.04610185266021375,76.4774628299791
ALL,20,position_rmse_m,Sep7,23,0.1950582054833919,0.04587839068861474,76.47964074368508
ALL,20,position_rmse_m,Sep7,42,0.1947363216121629,0.045963159072141706,76.39723360715317
ALL,20,velocity_rmse_m_s,ALL,17,0.29524672466215535,0.14499877736903208,50.888946343113155
ALL,20,velocity_rmse_m_s,ALL,23,0.3082860887413833,0.1547289122904585,49.809959663714075
ALL,20,velocity_rmse_m_s,ALL,42,0.30078251234814857,0.14861676663881923,50.58995768118365
ALL,20,velocity_rmse_m_s,Sep17,17,0.32888690931708947,0.16813615069933946,48.8772140403939
ALL,20,velocity_rmse_m_s,Sep17,23,0.34707062953813206,0.182830675566,47.3217668088758
ALL,20,velocity_rmse_m_s,Sep17,42,0.33482923966456785,0.17044330253243406,49.09545453581525
ALL,20,velocity_rmse_m_s,Sep7,17,0.265344338302214,0.1244322232976477,53.10537843248587
ALL,20,velocity_rmse_m_s,Sep7,23,0.2738109413664955,0.12974956715664385,52.61344688816716
ALL,20,velocity_rmse_m_s,Sep7,42,0.2705187547335537,0.1292154014000505,52.23421698531746
ALL,25,attitude_error_deg,ALL,17,4.033739771723627,1.367197521376306,66.105956289984
ALL,25,attitude_error_deg,ALL,23,4.075688471845725,1.4175824328890232,65.21857735983797
ALL,25,attitude_error_deg,ALL,42,4.125763726825424,1.3940541605638468,66.21100351675969
ALL,25,attitude_error_deg,Sep17,17,4.526343428566672,1.4011516970233444,69.04451199658445
ALL,25,attitude_error_deg,Sep17,23,4.4925398588152055,1.4285060331378758,68.202707643542
ALL,25,attitude_error_deg,Sep17,42,4.689643898170552,1.4205824642511817,69.708095217947
ALL,25,attitude_error_deg,Sep7,17,3.59586985452981,1.3370160319122717,62.81800827057191
ALL,25,attitude_error_deg,Sep7,23,3.7051539056506297,1.407872566001154,62.00231888197556
ALL,25,attitude_error_deg,Sep7,42,3.6245369078519767,1.3704734461751045,62.189005629762136
ALL,25,body_rate_rmse_rad_s,ALL,17,0.5987111840019169,0.560045217790422,6.458200087902663
ALL,25,body_rate_rmse_rad_s,ALL,23,0.5976309396014523,0.5565707481353965,6.8704929322163215
ALL,25,body_rate_rmse_rad_s,ALL,42,0.5933875807324948,0.5563845382240628,6.235897701592336
ALL,25,body_rate_rmse_rad_s,Sep17,17,0.5620904662494559,0.511645224384321,8.974577028806475
ALL,25,body_rate_rmse_rad_s,Sep17,23,0.5648123314414162,0.5085274588809555,9.965234366753318
ALL,25,body_rate_rmse_rad_s,Sep17,42,0.5558534135091175,0.5040793986361134,9.314328852665202
ALL,25,body_rate_rmse_rad_s,Sep7,17,0.6312629331152158,0.6030674341514008,4.466522186669998
ALL,25,body_rate_rmse_rad_s,Sep7,23,0.6268030357437067,0.599275894139344,4.391673306384274
ALL,25,body_rate_rmse_rad_s,Sep7,42,0.6267512849310521,0.6028779956355732,3.809053107582412
ALL,25,position_rmse_m,ALL,17,0.19181756174914597,0.034683991543753824,81.9182397964621
ALL,25,position_rmse_m,ALL,23,0.19447252396672085,0.03480802853393589,82.10131291354432
ALL,25,position_rmse_m,ALL,42,0.19089634297239788,0.03458791999941493,81.88130822159538
ALL,25,position_rmse_m,Sep17,17,0.12703654598931657,0.018509477512672127,85.42980103203631
ALL,25,position_rmse_m,Sep17,23,0.13392398963709679,0.01893390015768252,85.86220421823676
ALL,25,position_rmse_m,Sep17,42,0.12689403723965165,0.0183730269557048,85.52096902630217
ALL,25,position_rmse_m,Sep7,17,0.2494006868689943,0.049061337349159774,80.32830704474732
ALL,25,position_rmse_m,Sep7,23,0.24829344337083115,0.04891836486838334,80.29816486320873
ALL,25,position_rmse_m,Sep7,42,0.24778728140150566,0.0490011582604906,80.2245062848521
ALL,25,velocity_rmse_m_s,ALL,17,0.35120971804692896,0.14177658050101463,59.63193123201952
ALL,25,velocity_rmse_m_s,ALL,23,0.36518770755199803,0.14522859901639887,60.231794221682506
ALL,25,velocity_rmse_m_s,ALL,42,0.35546537899543085,0.14595399561279723,58.940025038367146
ALL,25,velocity_rmse_m_s,Sep17,17,0.361042288138236,0.13558428601001504,62.4464251240003
ALL,25,velocity_rmse_m_s,Sep17,23,0.3891804912154968,0.1433274600668214,63.17198233159683
ALL,25,velocity_rmse_m_s,Sep17,42,0.37060774182798517,0.14146930215431747,61.8277531234144
ALL,25,velocity_rmse_m_s,Sep7,17,0.34246965574354493,0.147280842270792,56.99448409494072
ALL,25,velocity_rmse_m_s,Sep7,23,0.3438607887399991,0.14691850030491221,57.27384304466288
ALL,25,velocity_rmse_m_s,Sep7,42,0.3420055009220493,0.14994038979811253,56.158485932573555
ALL,30,attitude_error_deg,ALL,17,4.622932290504687,1.4126197668031946,69.4432088113283
ALL,30,attitude_error_deg,ALL,23,4.6224841711230695,1.4626097854009872,68.35879299407888
ALL,30,attitude_error_deg,ALL,42,4.689828961867923,1.4487613502299053,69.10843951859441
ALL,30,attitude_error_deg,Sep17,17,5.214200466034479,1.4568054308499239,72.06080893246019
ALL,30,attitude_error_deg,Sep17,23,5.135375246124956,1.490732168555026,70.97130984381519
ALL,30,attitude_error_deg,Sep17,42,5.356603346719266,1.4864795189418456,72.24958760755987
ALL,30,attitude_error_deg,Sep7,17,4.097360578922649,1.3733436209838794,66.48223668552541
ALL,30,attitude_error_deg,Sep7,23,4.166580993343615,1.4376121114862856,65.49659987930237
ALL,30,attitude_error_deg,Sep7,42,4.09714061977784,1.415234089152625,65.45800546066287
ALL,30,body_rate_rmse_rad_s,ALL,17,0.5887619954262939,0.5528815934274015,6.094211630102444
ALL,30,body_rate_rmse_rad_s,ALL,23,0.5902586689841607,0.5501360794563983,6.797458747503638
ALL,30,body_rate_rmse_rad_s,ALL,42,0.5916154746576966,0.5558521837958722,6.04502288965932
ALL,30,body_rate_rmse_rad_s,Sep17,17,0.5710582384051704,0.5258613031515531,7.914592980891339
ALL,30,body_rate_rmse_rad_s,Sep17,23,0.574559869429328,0.5219261235563937,9.160706946903884
ALL,30,body_rate_rmse_rad_s,Sep17,42,0.5725290837699915,0.5279730789135604,7.782312919902434
ALL,30,body_rate_rmse_rad_s,Sep7,17,0.6044986683339593,0.5768996292281555,4.565607924640865
ALL,30,body_rate_rmse_rad_s,Sep7,23,0.6042131574773454,0.5752115958119579,4.799889129603218
ALL,30,body_rate_rmse_rad_s,Sep7,42,0.6085811554467679,0.580633610357927,4.592246217075883
ALL,30,position_rmse_m,ALL,17,0.23906649977052621,0.03358219810261961,85.95277960950015
ALL,30,position_rmse_m,ALL,23,0.243134739230693,0.033635215710038,86.16601814431628
ALL,30,position_rmse_m,ALL,42,0.23800199886395326,0.03348968834123502,85.9288205556717
ALL,30,position_rmse_m,Sep17,17,0.16222540333164767,0.01808121173938667,88.85426612105744
ALL,30,position_rmse_m,Sep17,23,0.17302283634487606,0.01839390657315189,89.3690873634227
ALL,30,position_rmse_m,Sep17,42,0.1627733512931683,0.018003440560949085,88.93956509593306
ALL,30,position_rmse_m,Sep7,17,0.30736969660508495,0.04736085264771556,84.5915673630749
ALL,30,position_rmse_m,Sep7,23,0.30545643068475253,0.04718304605393676,84.55326478209516
ALL,30,position_rmse_m,Sep7,42,0.3048719078157622,0.04725524192371141,84.49996844174035
ALL,30,velocity_rmse_m_s,ALL,17,0.396791058413683,0.12579188045559642,68.29770283672839
ALL,30,velocity_rmse_m_s,ALL,23,0.41219991736929124,0.12890894946570391,68.72659502495388
ALL,30,velocity_rmse_m_s,ALL,42,0.4028409697395511,0.13102800111404808,67.47401308293898
ALL,30,velocity_rmse_m_s,Sep17,17,0.4073673906186507,0.14043223155562434,65.52688438258247
ALL,30,velocity_rmse_m_s,Sep17,23,0.44288870010492054,0.14365955638079317,67.56305673485005
ALL,30,velocity_rmse_m_s,Sep17,42,0.4213012681060687,0.1427587527409257,66.11480582940375
ALL,30,velocity_rmse_m_s,Sep7,17,0.38738987423148946,0.1127782350333494,70.88766575092322
ALL,30,velocity_rmse_m_s,Sep7,23,0.38492099938206514,0.11579729887451344,69.91660650876173
ALL,30,velocity_rmse_m_s,Sep7,42,0.3864318156359799,0.12060066633460131,68.79121711649965
ALL,35,attitude_error_deg,ALL,17,5.083022326051458,1.3886356634249217,72.68090568267034
ALL,35,attitude_error_deg,ALL,23,5.057028313127237,1.4106943435489456,72.10428227409744
ALL,35,attitude_error_deg,ALL,42,5.162912899969874,1.3925902647461734,73.02704322681292
ALL,35,attitude_error_deg,Sep17,17,5.720056376971301,1.3943199447906054,75.62401744143507
ALL,35,attitude_error_deg,Sep17,23,5.569291402848728,1.3868403449045617,75.09844171207878
ALL,35,attitude_error_deg,Sep17,42,5.858105842159343,1.386572384050822,76.33070447324454
ALL,35,attitude_error_deg,Sep7,17,4.516769836344932,1.383582968877647,69.36786643976367
ALL,35,attitude_error_deg,Sep7,23,4.601683344485911,1.4318978978995094,68.88317185893898
ALL,35,attitude_error_deg,Sep7,42,4.5449636180236785,1.3979394920309303,69.2420091882098
ALL,35,body_rate_rmse_rad_s,ALL,17,0.5824592173469955,0.5408320882088988,7.14678863315122
ALL,35,body_rate_rmse_rad_s,ALL,23,0.592296599324951,0.5376874024535653,9.219907210952192
ALL,35,body_rate_rmse_rad_s,ALL,42,0.5806023555480283,0.5396647149247448,7.050891239434027
ALL,35,body_rate_rmse_rad_s,Sep17,17,0.5656998202231958,0.5131307049551057,9.292757994398691
ALL,35,body_rate_rmse_rad_s,Sep17,23,0.5828542794737533,0.5123111650391983,12.103044777889757
ALL,35,body_rate_rmse_rad_s,Sep17,42,0.5644899904327979,0.5103998353744224,9.58212828838724
ALL,35,body_rate_rmse_rad_s,Sep7,17,0.5973564592348175,0.5654555399900483,5.34034892426419
ALL,35,body_rate_rmse_rad_s,Sep7,23,0.6006897725260159,0.5602440579330027,6.733211791326356
ALL,35,body_rate_rmse_rad_s,Sep7,42,0.5949244578726778,0.5656779411916981,4.916005098455513
ALL,35,position_rmse_m,ALL,17,0.28932839152588674,0.03371907055939229,88.34574430059851
ALL,35,position_rmse_m,ALL,23,0.295061434294564,0.0336827577048807,88.58449333258011
ALL,35,position_rmse_m,ALL,42,0.2881156958818263,0.033547329794358476,88.35629912779265
ALL,35,position_rmse_m,Sep17,17,0.20176591942478553,0.018928390644653566,90.61863832176587
ALL,35,position_rmse_m,Sep17,23,0.21710537275143205,0.01911224787340769,91.19678724151629
ALL,35,position_rmse_m,Sep17,42,0.2031371381081734,0.01864599810020106,90.82098021373531
ALL,35,position_rmse_m,Sep7,17,0.36716170006019894,0.046866341594715616,87.23550370666887
ALL,35,position_rmse_m,Sep7,23,0.36435571122179244,0.04663432199952339,87.2008807428475
ALL,35,position_rmse_m,Sep7,42,0.3636521916806288,0.04679295796694285,87.13249664447562
ALL,35,velocity_rmse_m_s,ALL,17,0.45169899137734393,0.135690752546715,69.95991686123546
ALL,35,velocity_rmse_m_s,ALL,23,0.4642039958695065,0.13857244528658688,70.1483730171204
ALL,35,velocity_rmse_m_s,ALL,42,0.4610102831764165,0.14124389628021947,69.36209420166684
ALL,35,velocity_rmse_m_s,Sep17,17,0.47183679351100083,0.1487232371978166,68.47994068221195
ALL,35,velocity_rmse_m_s,Sep17,23,0.49616234514959867,0.153331758981065,69.09645391674499
ALL,35,velocity_rmse_m_s,Sep17,42,0.48856240508098286,0.15236623437490213,68.81335264639402
ALL,35,velocity_rmse_m_s,Sep7,17,0.43379872281409343,0.12410632174573578,71.39080517788382
ALL,35,velocity_rmse_m_s,Sep7,23,0.4357965742872023,0.1254530553359397,71.21293219407856
ALL,35,velocity_rmse_m_s,Sep7,42,0.4365195081501353,0.13135737352939048,69.90801760818172
ALL,40,attitude_error_deg,ALL,17,5.618128004429899,1.3754151458851394,75.51826614130859
ALL,40,attitude_error_deg,ALL,23,5.520125370326729,1.4068760722153397,74.51369347917421
ALL,40,attitude_error_deg,ALL,42,5.655956643311518,1.3798458604880688,75.60366976787537
ALL,40,attitude_error_deg,Sep17,17,6.356436602443916,1.40241601164057,77.9370723039797
ALL,40,attitude_error_deg,Sep17,23,6.072446840296786,1.4262238410395347,76.51319346963885
ALL,40,attitude_error_deg,Sep17,42,6.4819671725137535,1.4031958958102995,78.35231406662416
ALL,40,attitude_error_deg,Sep7,17,4.961853695084105,1.3514143763247566,72.76392132110519
ALL,40,attitude_error_deg,Sep7,23,5.029172952575565,1.3896780554827217,72.36766226599877
ALL,40,attitude_error_deg,Sep7,42,4.921725061798418,1.3590902735349746,72.38589607363485
ALL,40,body_rate_rmse_rad_s,ALL,17,0.6083863440122023,0.5598845280636383,7.972206547027815
ALL,40,body_rate_rmse_rad_s,ALL,23,0.6124654095337146,0.5549533229591102,9.390258727981045
ALL,40,body_rate_rmse_rad_s,ALL,42,0.6056905113383058,0.558785537087306,7.744049704090732
ALL,40,body_rate_rmse_rad_s,Sep17,17,0.5896014231029538,0.5285810920897956,10.349420578400311
ALL,40,body_rate_rmse_rad_s,Sep17,23,0.5989839689251567,0.52409306695234,12.502989371686226
ALL,40,body_rate_rmse_rad_s,Sep17,42,0.5875104976217378,0.525449622514456,10.563364460466028
ALL,40,body_rate_rmse_rad_s,Sep7,17,0.6250840514870899,0.5877098044848317,5.979075440069859
ALL,40,body_rate_rmse_rad_s,Sep7,23,0.6244489122968773,0.5823846616317947,6.736219702963349
ALL,40,body_rate_rmse_rad_s,Sep7,42,0.6218505235308107,0.5884174611520616,5.3763824445976525
ALL,40,position_rmse_m,ALL,17,0.34370147328484796,0.032511750019596976,90.54070100169388
ALL,40,position_rmse_m,ALL,23,0.350797422280396,0.0326388278952016,90.69581877682297
ALL,40,position_rmse_m,ALL,42,0.3424133291140325,0.032468868531685464,90.51763883850664
ALL,40,position_rmse_m,Sep17,17,0.24660096372090043,0.017947063341162278,92.72222497821438
ALL,40,position_rmse_m,Sep17,23,0.265403515044641,0.0184458378962298,93.04988937575781
ALL,40,position_rmse_m,Sep17,42,0.24903796722763794,0.017901971287810653,92.81154938457756
ALL,40,position_rmse_m,Sep7,17,0.43001303734169016,0.04545813817820559,89.42866047522081
ALL,40,position_rmse_m,Sep7,23,0.42670311760106716,0.045254819005398766,89.3943078598014
ALL,40,position_rmse_m,Sep7,42,0.42541365079082766,0.04541722163735197,89.32398583051506
ALL,40,velocity_rmse_m_s,ALL,17,0.5113901166242396,0.12956831590256365,74.66350801656806
ALL,40,velocity_rmse_m_s,ALL,23,0.5286298434358901,0.133573262422887,74.73217524861776
ALL,40,velocity_rmse_m_s,ALL,42,0.5222700765705728,0.1386317989839693,73.45591769410201
ALL,40,velocity_rmse_m_s,Sep17,17,0.5299467212384902,0.1400646903647676,73.57004303424405
