seed,group,flight_id,cohort,n_origins,step,condition,metric,value
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,4,autonomous,body_rate_rmse_rad_s,0.6254698115729228
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,autonomous,position_rmse_m,0.015249058942216545
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,autonomous,velocity_rmse_m_s,0.11923349609670053
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,autonomous,attitude_error_deg,1.3165172441700257
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,autonomous,body_rate_rmse_rad_s,0.5445551940421942
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,local100ms,position_rmse_m,0.015249058942216545
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,local100ms,velocity_rmse_m_s,0.11923349609670053
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,local100ms,attitude_error_deg,1.3165172441700257
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,5,local100ms,body_rate_rmse_rad_s,0.5445551940421942
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,6,autonomous,position_rmse_m,0.017999394137455257
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,6,autonomous,velocity_rmse_m_s,0.12863945902460816
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,6,autonomous,attitude_error_deg,1.5147960129787663
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,6,autonomous,body_rate_rmse_rad_s,0.6255397353032687
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,7,autonomous,position_rmse_m,0.02073468771942179
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,7,autonomous,velocity_rmse_m_s,0.13986791712666743
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,7,autonomous,attitude_error_deg,1.6921541598113166
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,7,autonomous,body_rate_rmse_rad_s,0.5834103284050377
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,8,autonomous,position_rmse_m,0.023425306953126713
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,8,autonomous,velocity_rmse_m_s,0.1433002114248124
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,8,autonomous,attitude_error_deg,1.8364427046655054
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,8,autonomous,body_rate_rmse_rad_s,0.5743984186499221
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,9,autonomous,position_rmse_m,0.02617148830949701
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,9,autonomous,velocity_rmse_m_s,0.1480673944084058
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,9,autonomous,attitude_error_deg,1.998287170150402
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,9,autonomous,body_rate_rmse_rad_s,0.6099281135805463
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,autonomous,position_rmse_m,0.029079090523895845
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,autonomous,velocity_rmse_m_s,0.15533909426952716
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,autonomous,attitude_error_deg,2.167284647283829
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,autonomous,body_rate_rmse_rad_s,0.5543507125138373
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,local100ms,position_rmse_m,0.012613219960517565
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,local100ms,velocity_rmse_m_s,0.12500630092217893
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,local100ms,attitude_error_deg,1.3139107316990646
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,10,local100ms,body_rate_rmse_rad_s,0.555921334021374
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,11,autonomous,position_rmse_m,0.03224010656291025
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,11,autonomous,velocity_rmse_m_s,0.15987796421933942
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,11,autonomous,attitude_error_deg,2.2664649506207915
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,11,autonomous,body_rate_rmse_rad_s,0.5755020235622034
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,12,autonomous,position_rmse_m,0.03567600296066357
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,12,autonomous,velocity_rmse_m_s,0.1626872672067274
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,12,autonomous,attitude_error_deg,2.3545726156322866
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,12,autonomous,body_rate_rmse_rad_s,0.5342105226941996
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,13,autonomous,position_rmse_m,0.03920443589101539
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,13,autonomous,velocity_rmse_m_s,0.1713622559480558
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,13,autonomous,attitude_error_deg,2.453103153821622
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,13,autonomous,body_rate_rmse_rad_s,0.5934159024280701
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,14,autonomous,position_rmse_m,0.042972877873597555
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,14,autonomous,velocity_rmse_m_s,0.1816403700968153
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,14,autonomous,attitude_error_deg,2.62616664766554
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,14,autonomous,body_rate_rmse_rad_s,0.6485786290900565
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,autonomous,position_rmse_m,0.04678904296567849
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,autonomous,velocity_rmse_m_s,0.1920911885991311
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,autonomous,attitude_error_deg,2.8214146582318977
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,autonomous,body_rate_rmse_rad_s,0.5995795246700437
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,local100ms,position_rmse_m,0.015078032302223076
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,local100ms,velocity_rmse_m_s,0.11693956055519487
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,local100ms,attitude_error_deg,1.393293420981364
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,15,local100ms,body_rate_rmse_rad_s,0.5787323631395449
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,16,autonomous,position_rmse_m,0.05069166001716913
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,16,autonomous,velocity_rmse_m_s,0.20679644188501317
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,16,autonomous,attitude_error_deg,3.011108990780328
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,16,autonomous,body_rate_rmse_rad_s,0.6905074017622097
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,17,autonomous,position_rmse_m,0.05461913701741817
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,17,autonomous,velocity_rmse_m_s,0.22460165693531828
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,17,autonomous,attitude_error_deg,3.170102359930274
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,17,autonomous,body_rate_rmse_rad_s,0.6137439611407163
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,18,autonomous,position_rmse_m,0.05852923700483829
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,18,autonomous,velocity_rmse_m_s,0.24895391462155267
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,18,autonomous,attitude_error_deg,3.3509452196817384
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,18,autonomous,body_rate_rmse_rad_s,0.6737924363875337
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,19,autonomous,position_rmse_m,0.06251740665039027
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,19,autonomous,velocity_rmse_m_s,0.2797608333802274
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,19,autonomous,attitude_error_deg,3.501302452713232
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,19,autonomous,body_rate_rmse_rad_s,0.6287227608362466
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,autonomous,position_rmse_m,0.06664606791196778
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,autonomous,velocity_rmse_m_s,0.30749085262959475
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,autonomous,attitude_error_deg,3.623245108406981
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,autonomous,body_rate_rmse_rad_s,0.5793114295177315
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,local100ms,position_rmse_m,0.015431143787255137
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,local100ms,velocity_rmse_m_s,0.22666329182083386
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,local100ms,attitude_error_deg,1.4313410971445502
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,20,local100ms,body_rate_rmse_rad_s,0.5570344566775182
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,21,autonomous,position_rmse_m,0.07074062616201757
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,21,autonomous,velocity_rmse_m_s,0.329243205705995
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,21,autonomous,attitude_error_deg,3.687059031785723
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,21,autonomous,body_rate_rmse_rad_s,0.5945318206400346
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,22,autonomous,position_rmse_m,0.07523662379400321
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,22,autonomous,velocity_rmse_m_s,0.33214117873527
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,22,autonomous,attitude_error_deg,3.7765262774967057
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,22,autonomous,body_rate_rmse_rad_s,0.7112150686074641
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,23,autonomous,position_rmse_m,0.08026049838269086
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,23,autonomous,velocity_rmse_m_s,0.33613342126867496
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,23,autonomous,attitude_error_deg,3.8831609612547524
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,23,autonomous,body_rate_rmse_rad_s,0.6136800648229842
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,24,autonomous,position_rmse_m,0.08556048153248745
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,24,autonomous,velocity_rmse_m_s,0.341949847591742
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,24,autonomous,attitude_error_deg,4.031286755522116
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,24,autonomous,body_rate_rmse_rad_s,0.6248597979723244
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,autonomous,position_rmse_m,0.0912461856784584
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,autonomous,velocity_rmse_m_s,0.3472380413831715
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,autonomous,attitude_error_deg,4.1365446757764675
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,autonomous,body_rate_rmse_rad_s,0.6545154805428602
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,local100ms,position_rmse_m,0.014807459857433888
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,local100ms,velocity_rmse_m_s,0.12878080637099246
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,local100ms,attitude_error_deg,1.6049916193288984
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,25,local100ms,body_rate_rmse_rad_s,0.6209295182466806
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,26,autonomous,position_rmse_m,0.09701177600624418
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,26,autonomous,velocity_rmse_m_s,0.34997866411925665
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,26,autonomous,attitude_error_deg,4.2370393921769445
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,26,autonomous,body_rate_rmse_rad_s,0.661468734726739
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,27,autonomous,position_rmse_m,0.10299086214271137
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,27,autonomous,velocity_rmse_m_s,0.35325042345167246
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,27,autonomous,attitude_error_deg,4.381170390263589
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,27,autonomous,body_rate_rmse_rad_s,0.6017460278097571
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,28,autonomous,position_rmse_m,0.10893196317566566
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,28,autonomous,velocity_rmse_m_s,0.3550866308232113
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,28,autonomous,attitude_error_deg,4.50878117135467
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,28,autonomous,body_rate_rmse_rad_s,0.6594262798907758
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,29,autonomous,position_rmse_m,0.11501749870729665
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,29,autonomous,velocity_rmse_m_s,0.3634808373453043
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,29,autonomous,attitude_error_deg,4.640380476577842
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,29,autonomous,body_rate_rmse_rad_s,0.626896843543426
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,autonomous,position_rmse_m,0.12133860377424044
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,autonomous,velocity_rmse_m_s,0.37703121969701225
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,autonomous,attitude_error_deg,4.725722897071406
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,autonomous,body_rate_rmse_rad_s,0.6536209261322978
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,local100ms,position_rmse_m,0.01101247527788694
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,local100ms,velocity_rmse_m_s,0.11081503052408206
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,local100ms,attitude_error_deg,1.339102216607036
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,30,local100ms,body_rate_rmse_rad_s,0.589452341123343
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,31,autonomous,position_rmse_m,0.12783347870653577
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,31,autonomous,velocity_rmse_m_s,0.39040849196235355
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,31,autonomous,attitude_error_deg,4.8359673797105565
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,31,autonomous,body_rate_rmse_rad_s,0.6545417426361525
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,32,autonomous,position_rmse_m,0.13450718215782942
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,32,autonomous,velocity_rmse_m_s,0.40166118841783155
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,32,autonomous,attitude_error_deg,4.9265296424864635
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,32,autonomous,body_rate_rmse_rad_s,0.6751179844491868
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,33,autonomous,position_rmse_m,0.14145279975031083
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,33,autonomous,velocity_rmse_m_s,0.4109631667087153
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,33,autonomous,attitude_error_deg,5.06724371730809
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,33,autonomous,body_rate_rmse_rad_s,0.6118138759934824
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,34,autonomous,position_rmse_m,0.14854481774315575
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,34,autonomous,velocity_rmse_m_s,0.4198710153113622
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,34,autonomous,attitude_error_deg,5.150077555952783
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,34,autonomous,body_rate_rmse_rad_s,0.6044667056286603
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,autonomous,position_rmse_m,0.15589916690487948
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,autonomous,velocity_rmse_m_s,0.4251626609218972
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,autonomous,attitude_error_deg,5.207202525687082
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,autonomous,body_rate_rmse_rad_s,0.6272674149178037
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,local100ms,position_rmse_m,0.015032467434876177
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,local100ms,velocity_rmse_m_s,0.12025211835559271
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,local100ms,attitude_error_deg,1.3980643587354626
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,35,local100ms,body_rate_rmse_rad_s,0.5840105794335412
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,36,autonomous,position_rmse_m,0.1633929168174551
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,36,autonomous,velocity_rmse_m_s,0.43208035260566546
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,36,autonomous,attitude_error_deg,5.298392336434939
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,36,autonomous,body_rate_rmse_rad_s,0.5716974750473681
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,37,autonomous,position_rmse_m,0.17108228447411866
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,37,autonomous,velocity_rmse_m_s,0.4408838639247067
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,37,autonomous,attitude_error_deg,5.378528678150296
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,37,autonomous,body_rate_rmse_rad_s,0.5699331883119216
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,38,autonomous,position_rmse_m,0.17906177009128713
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,38,autonomous,velocity_rmse_m_s,0.4487772285948482
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,38,autonomous,attitude_error_deg,5.4912003150877995
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,38,autonomous,body_rate_rmse_rad_s,0.5919586683006599
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,39,autonomous,position_rmse_m,0.18711309181223879
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,39,autonomous,velocity_rmse_m_s,0.4582092279880466
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,39,autonomous,attitude_error_deg,5.6532416819635625
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,39,autonomous,body_rate_rmse_rad_s,0.6085652579723938
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,autonomous,position_rmse_m,0.19541384912326895
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,autonomous,velocity_rmse_m_s,0.4642304166519639
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,autonomous,attitude_error_deg,5.779873589184923
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,autonomous,body_rate_rmse_rad_s,0.651534534805694
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,local100ms,position_rmse_m,0.011846926630869501
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,local100ms,velocity_rmse_m_s,0.10451860189383258
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,local100ms,attitude_error_deg,1.3785347136815123
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,40,local100ms,body_rate_rmse_rad_s,0.6123697713952072
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,41,autonomous,position_rmse_m,0.20477316772263934
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,41,autonomous,velocity_rmse_m_s,0.47006460403837125
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,41,autonomous,attitude_error_deg,5.911445233730577
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,41,autonomous,body_rate_rmse_rad_s,0.6844302888381999
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,42,autonomous,position_rmse_m,0.21386395354262625
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,42,autonomous,velocity_rmse_m_s,0.47974156687862063
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,42,autonomous,attitude_error_deg,6.07138656218932
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,42,autonomous,body_rate_rmse_rad_s,0.6925949127583786
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,43,autonomous,position_rmse_m,0.22279565335087792
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,43,autonomous,velocity_rmse_m_s,0.4945026199331465
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,43,autonomous,attitude_error_deg,6.2387530728618295
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,43,autonomous,body_rate_rmse_rad_s,0.67078667327318
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,44,autonomous,position_rmse_m,0.23229881612933306
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,44,autonomous,velocity_rmse_m_s,0.5156976515039865
