group,interval,axis,cohort,seed,n_origins,n_direction,n_flights,n_direction_flights
low,extended,vx,Sep17,23,201,174,8,8
low,extended,vx,Sep17,42,201,174,8,8
low,extended,vx,Sep7,17,687,596,9,9
low,extended,vx,Sep7,23,687,596,9,9
low,extended,vx,Sep7,42,687,596,9,9
low,extended,vy,ALL,17,888,784,17,17
low,extended,vy,ALL,23,888,784,17,17
low,extended,vy,ALL,42,888,784,17,17
low,extended,vy,Sep17,17,201,180,8,8
low,extended,vy,Sep17,23,201,180,8,8
low,extended,vy,Sep17,42,201,180,8,8
low,extended,vy,Sep7,17,687,604,9,9
low,extended,vy,Sep7,23,687,604,9,9
low,extended,vy,Sep7,42,687,604,9,9
low,extended,vz,ALL,17,888,649,17,17
low,extended,vz,ALL,23,888,649,17,17
low,extended,vz,ALL,42,888,649,17,17
low,extended,vz,Sep17,17,201,143,8,8
low,extended,vz,Sep17,23,201,143,8,8
low,extended,vz,Sep17,42,201,143,8,8
low,extended,vz,Sep7,17,687,506,9,9
low,extended,vz,Sep7,23,687,506,9,9
low,extended,vz,Sep7,42,687,506,9,9
low,late,p,ALL,17,888,670,17,17
low,late,p,ALL,23,888,670,17,17
low,late,p,ALL,42,888,670,17,17
low,late,p,Sep17,17,201,151,8,8
low,late,p,Sep17,23,201,151,8,8
low,late,p,Sep17,42,201,151,8,8
low,late,p,Sep7,17,687,519,9,9
low,late,p,Sep7,23,687,519,9,9
low,late,p,Sep7,42,687,519,9,9
low,late,q,ALL,17,888,665,17,17
low,late,q,ALL,23,888,665,17,17
low,late,q,ALL,42,888,665,17,17
low,late,q,Sep17,17,201,156,8,8
low,late,q,Sep17,23,201,156,8,8
low,late,q,Sep17,42,201,156,8,8
low,late,q,Sep7,17,687,509,9,9
low,late,q,Sep7,23,687,509,9,9
low,late,q,Sep7,42,687,509,9,9
low,late,r,ALL,17,888,677,17,17
low,late,r,ALL,23,888,677,17,17
low,late,r,ALL,42,888,677,17,17
low,late,r,Sep17,17,201,168,8,8
low,late,r,Sep17,23,201,168,8,8
low,late,r,Sep17,42,201,168,8,8
low,late,r,Sep7,17,687,509,9,9
low,late,r,Sep7,23,687,509,9,9
low,late,r,Sep7,42,687,509,9,9
low,late,vx,ALL,17,888,706,17,17
low,late,vx,ALL,23,888,706,17,17
low,late,vx,ALL,42,888,706,17,17
low,late,vx,Sep17,17,201,159,8,8
low,late,vx,Sep17,23,201,159,8,8
low,late,vx,Sep17,42,201,159,8,8
low,late,vx,Sep7,17,687,547,9,9
low,late,vx,Sep7,23,687,547,9,9
low,late,vx,Sep7,42,687,547,9,9
low,late,vy,ALL,17,888,704,17,17
low,late,vy,ALL,23,888,704,17,17
low,late,vy,ALL,42,888,704,17,17
low,late,vy,Sep17,17,201,160,8,8
low,late,vy,Sep17,23,201,160,8,8
low,late,vy,Sep17,42,201,160,8,8
low,late,vy,Sep7,17,687,544,9,9
low,late,vy,Sep7,23,687,544,9,9
low,late,vy,Sep7,42,687,544,9,9
low,late,vz,ALL,17,888,718,17,17
low,late,vz,ALL,23,888,718,17,17
low,late,vz,ALL,42,888,718,17,17
low,late,vz,Sep17,17,201,161,8,8
low,late,vz,Sep17,23,201,161,8,8
low,late,vz,Sep17,42,201,161,8,8
low,late,vz,Sep7,17,687,557,9,9
low,late,vz,Sep7,23,687,557,9,9
low,late,vz,Sep7,42,687,557,9,9
low,middle,p,ALL,17,888,658,17,17
low,middle,p,ALL,23,888,658,17,17
low,middle,p,ALL,42,888,658,17,17
low,middle,p,Sep17,17,201,140,8,8
low,middle,p,Sep17,23,201,140,8,8
low,middle,p,Sep17,42,201,140,8,8
low,middle,p,Sep7,17,687,518,9,9
low,middle,p,Sep7,23,687,518,9,9
low,middle,p,Sep7,42,687,518,9,9
low,middle,q,ALL,17,888,638,17,17
low,middle,q,ALL,23,888,638,17,17
low,middle,q,ALL,42,888,638,17,17
low,middle,q,Sep17,17,201,152,8,8
low,middle,q,Sep17,23,201,152,8,8
low,middle,q,Sep17,42,201,152,8,8
low,middle,q,Sep7,17,687,486,9,9
low,middle,q,Sep7,23,687,486,9,9
low,middle,q,Sep7,42,687,486,9,9
low,middle,r,ALL,17,888,597,17,17
low,middle,r,ALL,23,888,597,17,17
low,middle,r,ALL,42,888,597,17,17
low,middle,r,Sep17,17,201,147,8,8
low,middle,r,Sep17,23,201,147,8,8
low,middle,r,Sep17,42,201,147,8,8
low,middle,r,Sep7,17,687,450,9,9
low,middle,r,Sep7,23,687,450,9,9
low,middle,r,Sep7,42,687,450,9,9
low,middle,vx,ALL,17,888,578,17,17
low,middle,vx,ALL,23,888,578,17,17
low,middle,vx,ALL,42,888,578,17,17
low,middle,vx,Sep17,17,201,133,8,8
low,middle,vx,Sep17,23,201,133,8,8
low,middle,vx,Sep17,42,201,133,8,8
low,middle,vx,Sep7,17,687,445,9,9
low,middle,vx,Sep7,23,687,445,9,9
low,middle,vx,Sep7,42,687,445,9,9
low,middle,vy,ALL,17,888,541,17,17
low,middle,vy,ALL,23,888,541,17,17
low,middle,vy,ALL,42,888,541,17,17
low,middle,vy,Sep17,17,201,129,8,8
low,middle,vy,Sep17,23,201,129,8,8
low,middle,vy,Sep17,42,201,129,8,8
low,middle,vy,Sep7,17,687,412,9,9
low,middle,vy,Sep7,23,687,412,9,9
low,middle,vy,Sep7,42,687,412,9,9
low,middle,vz,ALL,17,888,702,17,17
low,middle,vz,ALL,23,888,702,17,17
low,middle,vz,ALL,42,888,702,17,17
low,middle,vz,Sep17,17,201,159,8,8
low,middle,vz,Sep17,23,201,159,8,8
low,middle,vz,Sep17,42,201,159,8,8
low,middle,vz,Sep7,17,687,543,9,9
low,middle,vz,Sep7,23,687,543,9,9
low,middle,vz,Sep7,42,687,543,9,9
middle,early,p,ALL,17,1240,998,17,17
middle,early,p,ALL,23,1240,998,17,17
middle,early,p,ALL,42,1240,998,17,17
middle,early,p,Sep17,17,631,500,8,8
middle,early,p,Sep17,23,631,500,8,8
middle,early,p,Sep17,42,631,500,8,8
middle,early,p,Sep7,17,609,498,9,9
middle,early,p,Sep7,23,609,498,9,9
middle,early,p,Sep7,42,609,498,9,9
middle,early,q,ALL,17,1240,1024,17,17
middle,early,q,ALL,23,1240,1024,17,17
middle,early,q,ALL,42,1240,1024,17,17
middle,early,q,Sep17,17,631,516,8,8
middle,early,q,Sep17,23,631,516,8,8
middle,early,q,Sep17,42,631,516,8,8
middle,early,q,Sep7,17,609,508,9,9
middle,early,q,Sep7,23,609,508,9,9
middle,early,q,Sep7,42,609,508,9,9
middle,early,r,ALL,17,1240,734,17,17
middle,early,r,ALL,23,1240,734,17,17
middle,early,r,ALL,42,1240,734,17,17
middle,early,r,Sep17,17,631,378,8,8
middle,early,r,Sep17,23,631,378,8,8
middle,early,r,Sep17,42,631,378,8,8
middle,early,r,Sep7,17,609,356,9,9
middle,early,r,Sep7,23,609,356,9,9
middle,early,r,Sep7,42,609,356,9,9
middle,early,vx,ALL,17,1240,464,17,17
middle,early,vx,ALL,23,1240,464,17,17
middle,early,vx,ALL,42,1240,464,17,17
middle,early,vx,Sep17,17,631,220,8,8
middle,early,vx,Sep17,23,631,220,8,8
middle,early,vx,Sep17,42,631,220,8,8
middle,early,vx,Sep7,17,609,244,9,9
middle,early,vx,Sep7,23,609,244,9,9
middle,early,vx,Sep7,42,609,244,9,9
middle,early,vy,ALL,17,1240,349,17,17
middle,early,vy,ALL,23,1240,349,17,17
middle,early,vy,ALL,42,1240,349,17,17
middle,early,vy,Sep17,17,631,163,8,8
middle,early,vy,Sep17,23,631,163,8,8
middle,early,vy,Sep17,42,631,163,8,8
middle,early,vy,Sep7,17,609,186,9,9
middle,early,vy,Sep7,23,609,186,9,9
middle,early,vy,Sep7,42,609,186,9,9
middle,early,vz,ALL,17,1240,982,17,17
middle,early,vz,ALL,23,1240,982,17,17
middle,early,vz,ALL,42,1240,982,17,17
middle,early,vz,Sep17,17,631,495,8,8
middle,early,vz,Sep17,23,631,495,8,8
middle,early,vz,Sep17,42,631,495,8,8
middle,early,vz,Sep7,17,609,487,9,9
middle,early,vz,Sep7,23,609,487,9,9
middle,early,vz,Sep7,42,609,487,9,9
middle,extended,p,ALL,17,1240,903,17,17
middle,extended,p,ALL,23,1240,903,17,17
middle,extended,p,ALL,42,1240,903,17,17
middle,extended,p,Sep17,17,631,457,8,8
middle,extended,p,Sep17,23,631,457,8,8
middle,extended,p,Sep17,42,631,457,8,8
middle,extended,p,Sep7,17,609,446,9,9
middle,extended,p,Sep7,23,609,446,9,9
middle,extended,p,Sep7,42,609,446,9,9
middle,extended,q,ALL,17,1240,936,17,17
middle,extended,q,ALL,23,1240,936,17,17
middle,extended,q,ALL,42,1240,936,17,17
middle,extended,q,Sep17,17,631,487,8,8
middle,extended,q,Sep17,23,631,487,8,8
middle,extended,q,Sep17,42,631,487,8,8
middle,extended,q,Sep7,17,609,449,9,9
middle,extended,q,Sep7,23,609,449,9,9
middle,extended,q,Sep7,42,609,449,9,9
middle,extended,r,ALL,17,1240,952,17,17
middle,extended,r,ALL,23,1240,952,17,17
middle,extended,r,ALL,42,1240,952,17,17
middle,extended,r,Sep17,17,631,503,8,8
middle,extended,r,Sep17,23,631,503,8,8
middle,extended,r,Sep17,42,631,503,8,8
middle,extended,r,Sep7,17,609,449,9,9
middle,extended,r,Sep7,23,609,449,9,9
middle,extended,r,Sep7,42,609,449,9,9
middle,extended,vx,ALL,17,1240,1126,17,17
middle,extended,vx,ALL,23,1240,1126,17,17
middle,extended,vx,ALL,42,1240,1126,17,17
middle,extended,vx,Sep17,17,631,571,8,8
middle,extended,vx,Sep17,23,631,571,8,8
middle,extended,vx,Sep17,42,631,571,8,8
middle,extended,vx,Sep7,17,609,555,9,9
middle,extended,vx,Sep7,23,609,555,9,9
middle,extended,vx,Sep7,42,609,555,9,9
middle,extended,vy,ALL,17,1240,1115,17,17
middle,extended,vy,ALL,23,1240,1115,17,17
middle,extended,vy,ALL,42,1240,1115,17,17
middle,extended,vy,Sep17,17,631,568,8,8
middle,extended,vy,Sep17,23,631,568,8,8
middle,extended,vy,Sep17,42,631,568,8,8
middle,extended,vy,Sep7,17,609,547,9,9
middle,extended,vy,Sep7,23,609,547,9,9
middle,extended,vy,Sep7,42,609,547,9,9
middle,extended,vz,ALL,17,1240,931,17,17
middle,extended,vz,ALL,23,1240,931,17,17
middle,extended,vz,ALL,42,1240,931,17,17
middle,extended,vz,Sep17,17,631,484,8,8
middle,extended,vz,Sep17,23,631,484,8,8
middle,extended,vz,Sep17,42,631,484,8,8
middle,extended,vz,Sep7,17,609,447,9,9
middle,extended,vz,Sep7,23,609,447,9,9
middle,extended,vz,Sep7,42,609,447,9,9
middle,late,p,ALL,17,1240,973,17,17
middle,late,p,ALL,23,1240,973,17,17
middle,late,p,ALL,42,1240,973,17,17
middle,late,p,Sep17,17,631,490,8,8
middle,late,p,Sep17,23,631,490,8,8
middle,late,p,Sep17,42,631,490,8,8
middle,late,p,Sep7,17,609,483,9,9
middle,late,p,Sep7,23,609,483,9,9
middle,late,p,Sep7,42,609,483,9,9
middle,late,q,ALL,17,1240,931,17,17
middle,late,q,ALL,23,1240,931,17,17
middle,late,q,ALL,42,1240,931,17,17
middle,late,q,Sep17,17,631,491,8,8
middle,late,q,Sep17,23,631,491,8,8
middle,late,q,Sep17,42,631,491,8,8
middle,late,q,Sep7,17,609,440,9,9
middle,late,q,Sep7,23,609,440,9,9
middle,late,q,Sep7,42,609,440,9,9
middle,late,r,ALL,17,1240,969,17,17
middle,late,r,ALL,23,1240,969,17,17
middle,late,r,ALL,42,1240,969,17,17
middle,late,r,Sep17,17,631,515,8,8
middle,late,r,Sep17,23,631,515,8,8
middle,late,r,Sep17,42,631,515,8,8
middle,late,r,Sep7,17,609,454,9,9
middle,late,r,Sep7,23,609,454,9,9
middle,late,r,Sep7,42,609,454,9,9
middle,late,vx,ALL,17,1240,1035,17,17
middle,late,vx,ALL,23,1240,1035,17,17
middle,late,vx,ALL,42,1240,1035,17,17
middle,late,vx,Sep17,17,631,521,8,8
middle,late,vx,Sep17,23,631,521,8,8
middle,late,vx,Sep17,42,631,521,8,8
middle,late,vx,Sep7,17,609,514,9,9
middle,late,vx,Sep7,23,609,514,9,9
middle,late,vx,Sep7,42,609,514,9,9
middle,late,vy,ALL,17,1240,1037,17,17
middle,late,vy,ALL,23,1240,1037,17,17
middle,late,vy,ALL,42,1240,1037,17,17
middle,late,vy,Sep17,17,631,538,8,8
middle,late,vy,Sep17,23,631,538,8,8
middle,late,vy,Sep17,42,631,538,8,8
middle,late,vy,Sep7,17,609,499,9,9
middle,late,vy,Sep7,23,609,499,9,9
middle,late,vy,Sep7,42,609,499,9,9
middle,late,vz,ALL,17,1240,979,17,17
middle,late,vz,ALL,23,1240,979,17,17
middle,late,vz,ALL,42,1240,979,17,17
middle,late,vz,Sep17,17,631,489,8,8
middle,late,vz,Sep17,23,631,489,8,8
middle,late,vz,Sep17,42,631,489,8,8
middle,late,vz,Sep7,17,609,490,9,9
middle,late,vz,Sep7,23,609,490,9,9
middle,late,vz,Sep7,42,609,490,9,9
middle,middle,p,ALL,17,1240,957,17,17
middle,middle,p,ALL,23,1240,957,17,17
middle,middle,p,ALL,42,1240,957,17,17
middle,middle,p,Sep17,17,631,492,8,8
middle,middle,p,Sep17,23,631,492,8,8
middle,middle,p,Sep17,42,631,492,8,8
middle,middle,p,Sep7,17,609,465,9,9
middle,middle,p,Sep7,23,609,465,9,9
middle,middle,p,Sep7,42,609,465,9,9
middle,middle,q,ALL,17,1240,908,17,17
middle,middle,q,ALL,23,1240,908,17,17
middle,middle,q,ALL,42,1240,908,17,17
middle,middle,q,Sep17,17,631,482,8,8
middle,middle,q,Sep17,23,631,482,8,8
middle,middle,q,Sep17,42,631,482,8,8
middle,middle,q,Sep7,17,609,426,9,9
middle,middle,q,Sep7,23,609,426,9,9
middle,middle,q,Sep7,42,609,426,9,9
middle,middle,r,ALL,17,1240,838,17,17
middle,middle,r,ALL,23,1240,838,17,17
middle,middle,r,ALL,42,1240,838,17,17
middle,middle,r,Sep17,17,631,466,8,8
middle,middle,r,Sep17,23,631,466,8,8
middle,middle,r,Sep17,42,631,466,8,8
middle,middle,r,Sep7,17,609,372,9,9
middle,middle,r,Sep7,23,609,372,9,9
middle,middle,r,Sep7,42,609,372,9,9
middle,middle,vx,ALL,17,1240,845,17,17
middle,middle,vx,ALL,23,1240,845,17,17
middle,middle,vx,ALL,42,1240,845,17,17
middle,middle,vx,Sep17,17,631,434,8,8
middle,middle,vx,Sep17,23,631,434,8,8
middle,middle,vx,Sep17,42,631,434,8,8
middle,middle,vx,Sep7,17,609,411,9,9
middle,middle,vx,Sep7,23,609,411,9,9
middle,middle,vx,Sep7,42,609,411,9,9
middle,middle,vy,ALL,17,1240,854,17,17
middle,middle,vy,ALL,23,1240,854,17,17
middle,middle,vy,ALL,42,1240,854,17,17
middle,middle,vy,Sep17,17,631,448,8,8
middle,middle,vy,Sep17,23,631,448,8,8
middle,middle,vy,Sep17,42,631,448,8,8
middle,middle,vy,Sep7,17,609,406,9,9
middle,middle,vy,Sep7,23,609,406,9,9
middle,middle,vy,Sep7,42,609,406,9,9
middle,middle,vz,ALL,17,1240,923,17,17
middle,middle,vz,ALL,23,1240,923,17,17
middle,middle,vz,ALL,42,1240,923,17,17
middle,middle,vz,Sep17,17,631,463,8,8
middle,middle,vz,Sep17,23,631,463,8,8
middle,middle,vz,Sep17,42,631,463,8,8
middle,middle,vz,Sep7,17,609,460,9,9
middle,middle,vz,Sep7,23,609,460,9,9
middle,middle,vz,Sep7,42,609,460,9,9
rudder_high,early,p,ALL,17,459,364,17,17
rudder_high,early,p,ALL,23,459,364,17,17
rudder_high,early,p,ALL,42,459,364,17,17
rudder_high,early,p,Sep17,17,261,208,8,8
rudder_high,early,p,Sep17,23,261,208,8,8
rudder_high,early,p,Sep17,42,261,208,8,8
rudder_high,early,p,Sep7,17,198,156,9,9
rudder_high,early,p,Sep7,23,198,156,9,9
rudder_high,early,p,Sep7,42,198,156,9,9
rudder_high,early,q,ALL,17,459,375,17,17
rudder_high,early,q,ALL,23,459,375,17,17
rudder_high,early,q,ALL,42,459,375,17,17
rudder_high,early,q,Sep17,17,261,212,8,8
rudder_high,early,q,Sep17,23,261,212,8,8
rudder_high,early,q,Sep17,42,261,212,8,8
rudder_high,early,q,Sep7,17,198,163,9,9
rudder_high,early,q,Sep7,23,198,163,9,9
rudder_high,early,q,Sep7,42,198,163,9,9
rudder_high,early,r,ALL,17,459,306,17,17
rudder_high,early,r,ALL,23,459,306,17,17
rudder_high,early,r,ALL,42,459,306,17,17
rudder_high,early,r,Sep17,17,261,169,8,8
rudder_high,early,r,Sep17,23,261,169,8,8
rudder_high,early,r,Sep17,42,261,169,8,8
rudder_high,early,r,Sep7,17,198,137,9,9
rudder_high,early,r,Sep7,23,198,137,9,9
rudder_high,early,r,Sep7,42,198,137,9,9
rudder_high,early,vx,ALL,17,459,226,17,17
rudder_high,early,vx,ALL,23,459,226,17,17
rudder_high,early,vx,ALL,42,459,226,17,17
rudder_high,early,vx,Sep17,17,261,126,8,8
rudder_high,early,vx,Sep17,23,261,126,8,8
rudder_high,early,vx,Sep17,42,261,126,8,8
rudder_high,early,vx,Sep7,17,198,100,9,9
rudder_high,early,vx,Sep7,23,198,100,9,9
rudder_high,early,vx,Sep7,42,198,100,9,9
rudder_high,early,vy,ALL,17,459,191,17,17
rudder_high,early,vy,ALL,23,459,191,17,17
rudder_high,early,vy,ALL,42,459,191,17,17
rudder_high,early,vy,Sep17,17,261,109,8,8
rudder_high,early,vy,Sep17,23,261,109,8,8
rudder_high,early,vy,Sep17,42,261,109,8,8
rudder_high,early,vy,Sep7,17,198,82,9,9
rudder_high,early,vy,Sep7,23,198,82,9,9
rudder_high,early,vy,Sep7,42,198,82,9,9
rudder_high,early,vz,ALL,17,459,359,17,17
rudder_high,early,vz,ALL,23,459,359,17,17
rudder_high,early,vz,ALL,42,459,359,17,17
rudder_high,early,vz,Sep17,17,261,203,8,8
rudder_high,early,vz,Sep17,23,261,203,8,8
rudder_high,early,vz,Sep17,42,261,203,8,8
rudder_high,early,vz,Sep7,17,198,156,9,9
rudder_high,early,vz,Sep7,23,198,156,9,9
rudder_high,early,vz,Sep7,42,198,156,9,9
rudder_high,extended,p,ALL,17,459,356,17,17
rudder_high,extended,p,ALL,23,459,356,17,17
rudder_high,extended,p,ALL,42,459,356,17,17
rudder_high,extended,p,Sep17,17,261,204,8,8
rudder_high,extended,p,Sep17,23,261,204,8,8
rudder_high,extended,p,Sep17,42,261,204,8,8
rudder_high,extended,p,Sep7,17,198,152,9,9
rudder_high,extended,p,Sep7,23,198,152,9,9
rudder_high,extended,p,Sep7,42,198,152,9,9
rudder_high,extended,q,ALL,17,459,357,17,17
rudder_high,extended,q,ALL,23,459,357,17,17
rudder_high,extended,q,ALL,42,459,357,17,17
rudder_high,extended,q,Sep17,17,261,212,8,8
rudder_high,extended,q,Sep17,23,261,212,8,8
rudder_high,extended,q,Sep17,42,261,212,8,8
rudder_high,extended,q,Sep7,17,198,145,9,9
rudder_high,extended,q,Sep7,23,198,145,9,9
rudder_high,extended,q,Sep7,42,198,145,9,9
rudder_high,extended,r,ALL,17,459,374,17,17
rudder_high,extended,r,ALL,23,459,374,17,17
rudder_high,extended,r,ALL,42,459,374,17,17
rudder_high,extended,r,Sep17,17,261,218,8,8
rudder_high,extended,r,Sep17,23,261,218,8,8
rudder_high,extended,r,Sep17,42,261,218,8,8
rudder_high,extended,r,Sep7,17,198,156,9,9
rudder_high,extended,r,Sep7,23,198,156,9,9
rudder_high,extended,r,Sep7,42,198,156,9,9
rudder_high,extended,vx,ALL,17,459,428,17,17
rudder_high,extended,vx,ALL,23,459,428,17,17
rudder_high,extended,vx,ALL,42,459,428,17,17
rudder_high,extended,vx,Sep17,17,261,246,8,8
rudder_high,extended,vx,Sep17,23,261,246,8,8
rudder_high,extended,vx,Sep17,42,261,246,8,8
rudder_high,extended,vx,Sep7,17,198,182,9,9
rudder_high,extended,vx,Sep7,23,198,182,9,9
rudder_high,extended,vx,Sep7,42,198,182,9,9
rudder_high,extended,vy,ALL,17,459,431,17,17
rudder_high,extended,vy,ALL,23,459,431,17,17
rudder_high,extended,vy,ALL,42,459,431,17,17
rudder_high,extended,vy,Sep17,17,261,246,8,8
rudder_high,extended,vy,Sep17,23,261,246,8,8
rudder_high,extended,vy,Sep17,42,261,246,8,8
rudder_high,extended,vy,Sep7,17,198,185,9,9
rudder_high,extended,vy,Sep7,23,198,185,9,9
rudder_high,extended,vy,Sep7,42,198,185,9,9
rudder_high,extended,vz,ALL,17,459,348,17,17
rudder_high,extended,vz,ALL,23,459,348,17,17
rudder_high,extended,vz,ALL,42,459,348,17,17
rudder_high,extended,vz,Sep17,17,261,202,8,8
rudder_high,extended,vz,Sep17,23,261,202,8,8
rudder_high,extended,vz,Sep17,42,261,202,8,8
rudder_high,extended,vz,Sep7,17,198,146,9,9
rudder_high,extended,vz,Sep7,23,198,146,9,9
rudder_high,extended,vz,Sep7,42,198,146,9,9
rudder_high,late,p,ALL,17,459,379,17,17
rudder_high,late,p,ALL,23,459,379,17,17
rudder_high,late,p,ALL,42,459,379,17,17
rudder_high,late,p,Sep17,17,261,207,8,8
rudder_high,late,p,Sep17,23,261,207,8,8
rudder_high,late,p,Sep17,42,261,207,8,8
rudder_high,late,p,Sep7,17,198,172,9,9
rudder_high,late,p,Sep7,23,198,172,9,9
rudder_high,late,p,Sep7,42,198,172,9,9
rudder_high,late,q,ALL,17,459,350,17,17
rudder_high,late,q,ALL,23,459,350,17,17
rudder_high,late,q,ALL,42,459,350,17,17
rudder_high,late,q,Sep17,17,261,207,8,8
rudder_high,late,q,Sep17,23,261,207,8,8
rudder_high,late,q,Sep17,42,261,207,8,8
rudder_high,late,q,Sep7,17,198,143,9,9
rudder_high,late,q,Sep7,23,198,143,9,9
rudder_high,late,q,Sep7,42,198,143,9,9
rudder_high,late,r,ALL,17,459,384,17,17
rudder_high,late,r,ALL,23,459,384,17,17
rudder_high,late,r,ALL,42,459,384,17,17
rudder_high,late,r,Sep17,17,261,229,8,8
rudder_high,late,r,Sep17,23,261,229,8,8
rudder_high,late,r,Sep17,42,261,229,8,8
rudder_high,late,r,Sep7,17,198,155,9,9
rudder_high,late,r,Sep7,23,198,155,9,9
rudder_high,late,r,Sep7,42,198,155,9,9
rudder_high,late,vx,ALL,17,459,403,17,17
rudder_high,late,vx,ALL,23,459,403,17,17
rudder_high,late,vx,ALL,42,459,403,17,17
rudder_high,late,vx,Sep17,17,261,228,8,8
rudder_high,late,vx,Sep17,23,261,228,8,8
rudder_high,late,vx,Sep17,42,261,228,8,8
rudder_high,late,vx,Sep7,17,198,175,9,9
rudder_high,late,vx,Sep7,23,198,175,9,9
rudder_high,late,vx,Sep7,42,198,175,9,9
rudder_high,late,vy,ALL,17,459,419,17,17
rudder_high,late,vy,ALL,23,459,419,17,17
rudder_high,late,vy,ALL,42,459,419,17,17
rudder_high,late,vy,Sep17,17,261,237,8,8
rudder_high,late,vy,Sep17,23,261,237,8,8
rudder_high,late,vy,Sep17,42,261,237,8,8
rudder_high,late,vy,Sep7,17,198,182,9,9
rudder_high,late,vy,Sep7,23,198,182,9,9
rudder_high,late,vy,Sep7,42,198,182,9,9
rudder_high,late,vz,ALL,17,459,358,17,17
rudder_high,late,vz,ALL,23,459,358,17,17
rudder_high,late,vz,ALL,42,459,358,17,17
rudder_high,late,vz,Sep17,17,261,208,8,8
rudder_high,late,vz,Sep17,23,261,208,8,8
rudder_high,late,vz,Sep17,42,261,208,8,8
rudder_high,late,vz,Sep7,17,198,150,9,9
rudder_high,late,vz,Sep7,23,198,150,9,9
rudder_high,late,vz,Sep7,42,198,150,9,9
rudder_high,middle,p,ALL,17,459,364,17,17
rudder_high,middle,p,ALL,23,459,364,17,17
rudder_high,middle,p,ALL,42,459,364,17,17
rudder_high,middle,p,Sep17,17,261,202,8,8
rudder_high,middle,p,Sep17,23,261,202,8,8
rudder_high,middle,p,Sep17,42,261,202,8,8
rudder_high,middle,p,Sep7,17,198,162,9,9
rudder_high,middle,p,Sep7,23,198,162,9,9
rudder_high,middle,p,Sep7,42,198,162,9,9
rudder_high,middle,q,ALL,17,459,343,17,17
rudder_high,middle,q,ALL,23,459,343,17,17
rudder_high,middle,q,ALL,42,459,343,17,17
rudder_high,middle,q,Sep17,17,261,202,8,8
rudder_high,middle,q,Sep17,23,261,202,8,8
rudder_high,middle,q,Sep17,42,261,202,8,8
rudder_high,middle,q,Sep7,17,198,141,9,9
rudder_high,middle,q,Sep7,23,198,141,9,9
rudder_high,middle,q,Sep7,42,198,141,9,9
rudder_high,middle,r,ALL,17,459,351,17,17
rudder_high,middle,r,ALL,23,459,351,17,17
rudder_high,middle,r,ALL,42,459,351,17,17
rudder_high,middle,r,Sep17,17,261,208,8,8
rudder_high,middle,r,Sep17,23,261,208,8,8
rudder_high,middle,r,Sep17,42,261,208,8,8
rudder_high,middle,r,Sep7,17,198,143,9,9
rudder_high,middle,r,Sep7,23,198,143,9,9
rudder_high,middle,r,Sep7,42,198,143,9,9
rudder_high,middle,vx,ALL,17,459,363,17,17
rudder_high,middle,vx,ALL,23,459,363,17,17
rudder_high,middle,vx,ALL,42,459,363,17,17
rudder_high,middle,vx,Sep17,17,261,207,8,8
rudder_high,middle,vx,Sep17,23,261,207,8,8
rudder_high,middle,vx,Sep17,42,261,207,8,8
rudder_high,middle,vx,Sep7,17,198,156,9,9
rudder_high,middle,vx,Sep7,23,198,156,9,9
rudder_high,middle,vx,Sep7,42,198,156,9,9
rudder_high,middle,vy,ALL,17,459,376,17,17
rudder_high,middle,vy,ALL,23,459,376,17,17
rudder_high,middle,vy,ALL,42,459,376,17,17
rudder_high,middle,vy,Sep17,17,261,215,8,8
rudder_high,middle,vy,Sep17,23,261,215,8,8
rudder_high,middle,vy,Sep17,42,261,215,8,8
rudder_high,middle,vy,Sep7,17,198,161,9,9
rudder_high,middle,vy,Sep7,23,198,161,9,9
rudder_high,middle,vy,Sep7,42,198,161,9,9
rudder_high,middle,vz,ALL,17,459,325,17,17
rudder_high,middle,vz,ALL,23,459,325,17,17
rudder_high,middle,vz,ALL,42,459,325,17,17
rudder_high,middle,vz,Sep17,17,261,190,8,8
rudder_high,middle,vz,Sep17,23,261,190,8,8
rudder_high,middle,vz,Sep17,42,261,190,8,8
rudder_high,middle,vz,Sep7,17,198,135,9,9
rudder_high,middle,vz,Sep7,23,198,135,9,9
rudder_high,middle,vz,Sep7,42,198,135,9,9
