group,step,condition,cohort,axis,mean,std
low,25,local100ms,Sep17,p,0.40737987446469365,0.006440229198368509
low,25,local100ms,Sep17,q,0.18155800635973085,0.008852494384725644
low,25,local100ms,Sep17,r,0.12073057647762903,0.00744388272695942
low,25,local100ms,Sep17,vx,0.05241961949562437,0.001556665422936211
low,25,local100ms,Sep17,vy,0.04826658996304576,0.001342850239489845
low,25,local100ms,Sep17,vz,0.09913681503825451,0.00625954390423732
low,25,local100ms,Sep7,p,0.5327403974841695,0.003539563914896164
low,25,local100ms,Sep7,q,0.20915888219445708,0.0025220843054559548
low,25,local100ms,Sep7,r,0.13543520654707705,0.0021158556438309996
low,25,local100ms,Sep7,vx,0.04489844949240477,0.0003681424200616637
low,25,local100ms,Sep7,vy,0.04276388673258185,0.0006754818021393895
low,25,local100ms,Sep7,vz,0.08749955117937876,0.005023522774279878
low,50,autonomous,ALL,p,0.5023486561741056,0.004916037287858469
low,50,autonomous,ALL,q,0.282915319479179,0.029734966200274233
low,50,autonomous,ALL,r,0.15238987173792642,0.0026286396200547544
low,50,autonomous,ALL,vx,0.34993648793004883,0.00639580266379103
low,50,autonomous,ALL,vy,0.35657458254412483,0.00981211535354154
low,50,autonomous,ALL,vz,0.2891348060176287,0.02109039876791535
low,50,autonomous,Sep17,p,0.4881029626067908,0.004623524996500282
low,50,autonomous,Sep17,q,0.29991308219177554,0.04320443939121809
low,50,autonomous,Sep17,r,0.16231880133199514,0.00789703536405402
low,50,autonomous,Sep17,vx,0.3339872989670129,0.01430709592213382
low,50,autonomous,Sep17,vy,0.36531145239218116,0.00873813309933549
low,50,autonomous,Sep17,vz,0.32957880146887447,0.04733254344152021
low,50,autonomous,Sep7,p,0.5150114949006075,0.007263009960310427
low,50,autonomous,Sep7,q,0.26780619706798214,0.023770871101161977
low,50,autonomous,Sep7,r,0.14356415654319865,0.0023684431100387845
low,50,autonomous,Sep7,vx,0.36411354478608077,0.002282454851701729
low,50,autonomous,Sep7,vy,0.3488084760125192,0.0110258503214765
low,50,autonomous,Sep7,vz,0.2531845878387437,0.005560403921376292
low,50,local100ms,ALL,p,0.4886708019593191,0.0057027778492700805
low,50,local100ms,ALL,q,0.20186397454010355,0.0032829511919187917
low,50,local100ms,ALL,r,0.13021704051435157,0.001804265687899344
low,50,local100ms,ALL,vx,0.050033902034344525,0.0008341326830261667
low,50,local100ms,ALL,vy,0.04824971443721687,5.652716335902009e-05
low,50,local100ms,ALL,vz,0.10079179783762214,0.005646407887318785
low,50,local100ms,Sep17,p,0.46273446091284937,0.0061649522467692956
low,50,local100ms,Sep17,q,0.2039951298257251,0.007676309362001626
low,50,local100ms,Sep17,r,0.1261850058693587,0.004139822197228801
low,50,local100ms,Sep17,vx,0.05479397584455378,0.0016027220978681227
low,50,local100ms,Sep17,vy,0.050638278580296826,0.0016686992046578706
low,50,local100ms,Sep17,vz,0.10992716922431096,0.006739691446213439
low,50,local100ms,Sep7,p,0.5117253273339589,0.005585944900793008
low,50,local100ms,Sep7,q,0.19996961428621773,0.0037497111286304697
low,50,local100ms,Sep7,r,0.1338010713099008,0.0015460579170462254
low,50,local100ms,Sep7,vx,0.04580272531415852,0.0002755234815360629
low,50,local100ms,Sep7,vy,0.04612654631003468,0.00138450573950186
low,50,local100ms,Sep7,vz,0.09267146771612095,0.006422929713198088
middle,25,autonomous,ALL,p,0.5010135859609272,0.0031471615940450396
middle,25,autonomous,ALL,q,0.23593462734072204,0.010770630319513521
middle,25,autonomous,ALL,r,0.14910491076515006,0.0032703951903006513
middle,25,autonomous,ALL,vx,0.1736475859198395,0.002346799305274889
middle,25,autonomous,ALL,vy,0.16345067795898485,0.0003219539344776286
middle,25,autonomous,ALL,vz,0.21269502965634732,0.00406151328995966
middle,25,autonomous,Sep17,p,0.46394616870631916,0.004953193288494257
middle,25,autonomous,Sep17,q,0.23330446264329996,0.01677011660355342
middle,25,autonomous,Sep17,r,0.15965687528522923,0.004403280300104654
middle,25,autonomous,Sep17,vx,0.16316935042088646,0.005224379084634508
middle,25,autonomous,Sep17,vy,0.14835442097124332,0.0015148722414366354
middle,25,autonomous,Sep17,vz,0.23149139376218564,0.004034998709166896
middle,25,autonomous,Sep7,p,0.5339624012983565,0.0021176801921571472
middle,25,autonomous,Sep7,q,0.23827255151620838,0.008138294612562515
middle,25,autonomous,Sep7,r,0.13972538674730192,0.0031522545288338246
middle,25,autonomous,Sep7,vx,0.18296157303002003,0.0015052172962127742
middle,25,autonomous,Sep7,vy,0.17686957305919956,0.000843965547901839
middle,25,autonomous,Sep7,vz,0.1959871504511577,0.00476248738882787
middle,25,local100ms,ALL,p,0.4798037385827594,0.0030399519095474924
middle,25,local100ms,ALL,q,0.19941909382379275,0.0036716548664589535
middle,25,local100ms,ALL,r,0.12964679092664944,0.0014484435235148985
middle,25,local100ms,ALL,vx,0.05747616190871588,0.00016252210527311302
middle,25,local100ms,ALL,vy,0.056408853715330824,0.0007114120531083795
middle,25,local100ms,ALL,vz,0.10505556119525968,0.0033158038550618286
middle,25,local100ms,Sep17,p,0.43100300034728384,0.0030987464063536732
middle,25,local100ms,Sep17,q,0.18875835675796773,0.006520403575236172
middle,25,local100ms,Sep17,r,0.1284590115371573,0.005496021030319745
middle,25,local100ms,Sep17,vx,0.05379700141238083,0.0005999152022773306
middle,25,local100ms,Sep17,vy,0.048447514605699515,0.0011949869432314507
middle,25,local100ms,Sep17,vz,0.10918446633925934,0.0029985292852752242
middle,25,local100ms,Sep7,p,0.5231821725698486,0.0029876947301079064
middle,25,local100ms,Sep7,q,0.2088953045489705,0.0032025368640675924
middle,25,local100ms,Sep7,r,0.13070259482842025,0.0032427005081738665
middle,25,local100ms,Sep7,vx,0.060746526794347035,0.00023900288220590911
middle,25,local100ms,Sep7,vy,0.06348559959055865,0.00031180650377278995
middle,25,local100ms,Sep7,vz,0.1013854232894822,0.003958473181492361
middle,50,autonomous,ALL,p,0.5105195828438475,0.0030410506667172352
middle,50,autonomous,ALL,q,0.29073730840470624,0.027885736640032237
middle,50,autonomous,ALL,r,0.16396168911403639,0.003511100885205344
middle,50,autonomous,ALL,vx,0.3772744751422982,0.0019676260908586445
middle,50,autonomous,ALL,vy,0.38778794373326636,0.0058718375192077735
middle,50,autonomous,ALL,vz,0.29383410750992195,0.0047846482339723275
middle,50,autonomous,Sep17,p,0.4871408805464963,0.0038014163845239255
middle,50,autonomous,Sep17,q,0.29401747570678066,0.03877476963915606
middle,50,autonomous,Sep17,r,0.17700122902157525,0.007296753400595047
middle,50,autonomous,Sep17,vx,0.378748175562533,0.003670203714516549
middle,50,autonomous,Sep17,vy,0.38141184305184034,0.01560970661376413
middle,50,autonomous,Sep17,vz,0.31931708471211817,0.012536347932676753
middle,50,autonomous,Sep7,p,0.5313006515526042,0.0023685252333703988
middle,50,autonomous,Sep7,q,0.2878216041361957,0.019954169662619318
middle,50,autonomous,Sep7,r,0.15237098697400184,0.0027401988644976034
middle,50,autonomous,Sep7,vx,0.3759645192132006,0.003850640312268431
middle,50,autonomous,Sep7,vy,0.3934555887834228,0.0035708846061949617
middle,50,autonomous,Sep7,vz,0.2711825722190809,0.005983055336933609
middle,50,local100ms,ALL,p,0.4881818964360325,0.003639751728157284
middle,50,local100ms,ALL,q,0.20264709473102913,0.003902151477003053
middle,50,local100ms,ALL,r,0.13315910840284287,0.0024646054724348485
middle,50,local100ms,ALL,vx,0.04995925873863546,0.0005919773868850748
middle,50,local100ms,ALL,vy,0.047786896627585985,0.0004977968605816904
middle,50,local100ms,ALL,vz,0.10187794991732245,0.005663959560313353
middle,50,local100ms,Sep17,p,0.4530544066125559,0.007596795399184422
middle,50,local100ms,Sep17,q,0.19207947869476363,0.005622630531943116
middle,50,local100ms,Sep17,r,0.12907824016616248,0.0063222095141039
middle,50,local100ms,Sep17,vx,0.05279157423763322,0.001008096946033487
middle,50,local100ms,Sep17,vy,0.049504641855524834,0.0017397998367915952
middle,50,local100ms,Sep17,vz,0.10407314018660681,0.004813966868135887
middle,50,local100ms,Sep7,p,0.5194063318346783,0.0004006166541422651
middle,50,local100ms,Sep7,q,0.21204053120770952,0.00277495975759399
middle,50,local100ms,Sep7,r,0.13678654683544764,0.0038500262897475162
middle,50,local100ms,Sep7,vx,0.04744164496174857,0.0005916405464195887
middle,50,local100ms,Sep7,vy,0.04626001198052925,0.0009110719321481875
middle,50,local100ms,Sep7,vz,0.09992666967795856,0.006627145802365792
rudder_high,25,autonomous,ALL,p,0.5549526854674451,0.004000030859759864
rudder_high,25,autonomous,ALL,q,0.3094816371043522,0.005633208522158859
rudder_high,25,autonomous,ALL,r,0.18613266107892923,0.0031487793649908192
rudder_high,25,autonomous,ALL,vx,0.28400125643543256,0.011968513790474034
rudder_high,25,autonomous,ALL,vy,0.30427693995079647,0.004643528045916052
rudder_high,25,autonomous,ALL,vz,0.3016234648196898,0.0076586851779688785
rudder_high,25,autonomous,Sep17,p,0.5111476955606307,0.008185816707164284
rudder_high,25,autonomous,Sep17,q,0.29557081022050236,0.008445620720156847
rudder_high,25,autonomous,Sep17,r,0.1961864523383081,0.0021926513588273865
rudder_high,25,autonomous,Sep17,vx,0.2685948415460833,0.02676588051197557
rudder_high,25,autonomous,Sep17,vy,0.2702026911850562,0.019843046548583893
rudder_high,25,autonomous,Sep17,vz,0.32005963539815546,0.00933387164738514
rudder_high,25,autonomous,Sep7,p,0.5938904542735025,0.005222965105661471
rudder_high,25,autonomous,Sep7,q,0.32184681655666314,0.013693078136264376
rudder_high,25,autonomous,Sep7,r,0.17719595773725916,0.004965681689874821
rudder_high,25,autonomous,Sep7,vx,0.2976958474481874,0.0063611334501131565
rudder_high,25,autonomous,Sep7,vy,0.33456516107589884,0.009268279743829435
rudder_high,25,autonomous,Sep7,vz,0.2852357576388315,0.007328497563642925
rudder_high,25,local100ms,ALL,p,0.5181888909545777,0.00254978879222713
rudder_high,25,local100ms,ALL,q,0.271419541238942,0.012854192180591067
rudder_high,25,local100ms,ALL,r,0.1604086577599743,0.001130734571640528
rudder_high,25,local100ms,ALL,vx,0.09750302291956514,0.0032666004979741924
rudder_high,25,local100ms,ALL,vy,0.12027215901961681,0.0014687665315799114
rudder_high,25,local100ms,ALL,vz,0.14335658910023283,0.0036060958563674025
rudder_high,25,local100ms,Sep17,p,0.46986219975379256,0.002475387244983121
rudder_high,25,local100ms,Sep17,q,0.26495037661799936,0.011187719252964577
rudder_high,25,local100ms,Sep17,r,0.14825184249573284,0.0066577385172100325
rudder_high,25,local100ms,Sep17,vx,0.0689380507979702,0.0033881734069913867
rudder_high,25,local100ms,Sep17,vy,0.08270989229325765,0.007520205294491468
rudder_high,25,local100ms,Sep17,vz,0.12872951553209588,0.010277459354623809
rudder_high,25,local100ms,Sep7,p,0.5611459497997199,0.0028603560572240416
rudder_high,25,local100ms,Sep7,q,0.27716990979089107,0.015424686621861423
rudder_high,25,local100ms,Sep7,r,0.17121471577263336,0.003788443034717297
rudder_high,25,local100ms,Sep7,vx,0.12289410924987175,0.004223243245912653
rudder_high,25,local100ms,Sep7,vy,0.1536608405541583,0.006478455005484029
rudder_high,25,local100ms,Sep7,vz,0.1563584322719101,0.002958021152161461
rudder_high,50,autonomous,ALL,p,0.5304044186535516,0.003902073454490923
rudder_high,50,autonomous,ALL,q,0.3526211440093375,0.020857103759605637
rudder_high,50,autonomous,ALL,r,0.18441077271513054,0.0019751990952719626
rudder_high,50,autonomous,ALL,vx,0.4618698493834477,0.007748503274906191
rudder_high,50,autonomous,ALL,vy,0.5716279174892628,0.016391029553001202
rudder_high,50,autonomous,ALL,vz,0.3775007336775915,0.019638556230414914
rudder_high,50,autonomous,Sep17,p,0.517076366072111,0.001722804482097691
rudder_high,50,autonomous,Sep17,q,0.37627967533646584,0.02942453864839782
rudder_high,50,autonomous,Sep17,r,0.21187994118521938,0.002847703842457104
rudder_high,50,autonomous,Sep17,vx,0.49809310727579986,0.03356200032727159
rudder_high,50,autonomous,Sep17,vy,0.577406790685783,0.0286315713070877
rudder_high,50,autonomous,Sep17,vz,0.4519657869434312,0.00935757462550207
rudder_high,50,autonomous,Sep7,p,0.5422515765037211,0.006741570359049198
rudder_high,50,autonomous,Sep7,q,0.33159133838522337,0.018951255206707783
rudder_high,50,autonomous,Sep7,r,0.15999373407505155,0.0029878191779545743
rudder_high,50,autonomous,Sep7,vx,0.42967139792357917,0.015807627373119904
rudder_high,50,autonomous,Sep7,vy,0.5664911413145781,0.006796531170167152
rudder_high,50,autonomous,Sep7,vz,0.3113095752190674,0.028930260094657732
rudder_high,50,local100ms,ALL,p,0.49166524741220247,0.003983973687806013
rudder_high,50,local100ms,ALL,q,0.2569981324519399,0.004556188135696786
rudder_high,50,local100ms,ALL,r,0.14116723172107712,0.002261579023455408
rudder_high,50,local100ms,ALL,vx,0.06985237289552444,0.0014180236581021967
rudder_high,50,local100ms,ALL,vy,0.07075700166076761,0.0020948506676815607
rudder_high,50,local100ms,ALL,vz,0.12686129851639158,0.005593854940658757
rudder_high,50,local100ms,Sep17,p,0.4644773339228491,0.004817658454181198
rudder_high,50,local100ms,Sep17,q,0.24796117194429787,0.006212691483920704
rudder_high,50,local100ms,Sep17,r,0.14035484285391875,0.005787427656343619
rudder_high,50,local100ms,Sep17,vx,0.07502447274741149,0.002651120544293643
rudder_high,50,local100ms,Sep17,vy,0.09169849024641209,0.001975213111867764
rudder_high,50,local100ms,Sep17,vz,0.14079094570858017,0.0068315780914434965
rudder_high,50,local100ms,Sep7,p,0.515832281624961,0.0033061318238913596
rudder_high,50,local100ms,Sep7,q,0.26503098623651056,0.006450907495236494
rudder_high,50,local100ms,Sep7,r,0.1418893551585512,0.004100315114953858
rudder_high,50,local100ms,Sep7,vx,0.06525495080495818,0.0009008082007068144
rudder_high,50,local100ms,Sep7,vy,0.05214234514019472,0.0032774987193717655
rudder_high,50,local100ms,Sep7,vz,0.1144793899011129,0.007349146894600473
