group,interval,axis,cohort,seed,waveform_rmse,true_amplitude,pred_amplitude,mean_change_bias,direction_agreement
ALL,extended,p,Sep17,23,0.48187810027198985,0.7859702609880198,0.660608365613873,-0.047244144469368234,0.9850646542610828
ALL,extended,p,Sep17,42,0.4890694105866874,0.7859702609880198,0.6727025866917746,-0.06841303585975743,0.9827579992758564
ALL,extended,p,Sep7,17,0.5343701871024346,0.9019332481285977,0.7342135882100019,-0.007073754589467328,0.9908549387434338
ALL,extended,p,Sep7,23,0.5338891921897088,0.9019332481285977,0.7319908066058205,0.00024892090461337934,0.9907008419706604
ALL,extended,p,Sep7,42,0.5404770016785116,0.9019332481285977,0.7483171118504878,-0.01861035433555161,0.990746545212979
ALL,extended,q,ALL,17,0.26343232292045166,0.7316595247001968,0.704365437352755,0.01655635678443799,0.9989183932682385
ALL,extended,q,ALL,23,0.28816490380633425,0.7316595247001968,0.6978544379557514,0.022590610797131767,1.0
ALL,extended,q,ALL,42,0.25055005484485515,0.7316595247001968,0.6997649171402744,0.014753849461020577,0.9989358846537312
ALL,extended,q,Sep17,17,0.26461120369137137,0.8094904250969891,0.7595074177294127,0.018438720466969715,0.9987980769230769
ALL,extended,q,Sep17,23,0.31150886883635315,0.8094904250969891,0.7506667588649991,0.029079899270295743,1.0
ALL,extended,q,Sep17,42,0.2621081572989619,0.8094904250969891,0.757225933044503,0.02187845313936295,0.9987980769230769
ALL,extended,q,Sep7,17,0.2623844289018564,0.6624765021252703,0.6553503436846151,0.014883144622187573,0.9990253411306043
ALL,extended,q,Sep7,23,0.26741471266853956,0.6624765021252703,0.6509101527030867,0.016822354376541563,1.0
ALL,extended,q,Sep7,42,0.24027618599676026,0.6624765021252703,0.6486884585587379,0.008420868413605133,0.9990583804143126
ALL,extended,r,ALL,17,0.1640020856230042,0.27867930663269513,0.23300634854823307,-0.034521170245893094,0.9087640395111085
ALL,extended,r,ALL,23,0.15896777691115752,0.27867930663269513,0.22880217248557552,-0.008142532456251354,0.9251138511311897
ALL,extended,r,ALL,42,0.16223239013297358,0.27867930663269513,0.23155840037727388,-0.03495569483424993,0.9133457387384226
ALL,extended,r,Sep17,17,0.18062397057941626,0.32733241084937736,0.27224674317037006,-0.05844104962970864,0.8957544078657841
ALL,extended,r,Sep17,23,0.17131162798721356,0.32733241084937736,0.26625372112286727,-0.019268796968283174,0.9328384453969017
ALL,extended,r,Sep17,42,0.1797359450167898,0.32733241084937736,0.2713487529142282,-0.05455833261448107,0.8964837596573888
ALL,extended,r,Sep7,17,0.14922707677286018,0.23543210288453315,0.19812599777300016,-0.013259055238057049,0.9203281565291745
ALL,extended,r,Sep7,23,0.1479954648435522,0.23543210288453315,0.19551190703020507,0.001747480443332486,0.9182475451172234
ALL,extended,r,Sep7,42,0.14667367468069248,0.23543210288453315,0.19618919812220334,-0.017531127918488907,0.9283341645882304
ALL,extended,vx,ALL,17,0.2869832510021541,1.0247394620693075,1.0491276461857755,0.046439213164837026,0.9164532403745496
ALL,extended,vx,ALL,23,0.29852190266366946,1.0247394620693075,1.06288460111174,0.037061946521691466,0.9121736140325791
ALL,extended,vx,ALL,42,0.29632360617957254,1.0247394620693075,1.0744909995266878,0.026995271113396085,0.9194700894638258
ALL,extended,vx,Sep17,17,0.2917276574537938,1.071018492248532,1.089706721564212,0.07856762561174979,0.931730757768543
ALL,extended,vx,Sep17,23,0.3105857111290563,1.071018492248532,1.0989076117137213,0.057077200421294945,0.9187964594469853
ALL,extended,vx,Sep17,42,0.3119244187,1.071018492248532,1.112251647484166,0.040708915317632315,0.9299666193624471
ALL,extended,vx,Sep7,17,0.2827660008229189,0.983602546354441,1.0130573569604988,0.01788062432313679,0.9028732249132221
ALL,extended,vx,Sep7,23,0.28779851736110335,0.983602546354441,1.0308641472433127,0.01927060972204393,0.9062866403308847
ALL,extended,vx,Sep7,42,0.28245621727252596,0.983602546354441,1.0409259791200407,0.014805365154074998,0.9101398406650512
ALL,extended,vy,ALL,17,0.3047598176938654,1.1105352495448308,1.1357823754884935,-0.015643641688186563,0.9475426627053063
ALL,extended,vy,ALL,23,0.30918608564336236,1.1105352495448308,1.165986167580118,-0.018494989751732548,0.9458309884472073
ALL,extended,vy,ALL,42,0.31221163022895504,1.1105352495448308,1.1689307051082827,-0.016053929577778108,0.9496719004850979
ALL,extended,vy,Sep17,17,0.30540431435455,1.1879594012332915,1.2254806430958276,-0.036558454522860794,0.9592647331816094
ALL,extended,vy,Sep17,23,0.31119322380956155,1.1879594012332915,1.2509719663794043,-0.04151737836010696,0.9551410568308084
ALL,extended,vy,Sep17,42,0.32038669577190027,1.1879594012332915,1.253742862303321,-0.03537815544779284,0.9579498258837542
ALL,extended,vy,Sep7,17,0.30418693177325684,1.0417137813773105,1.056050582059752,0.00294730305374609,0.9371230445041481
ALL,extended,vy,Sep7,23,0.30740196282896304,1.0417137813773105,1.0904432353140858,0.001969355677933601,0.9375553721062286
ALL,extended,vy,Sep7,42,0.30494490530189255,1.0417137813773105,1.0935421209349154,0.0011231600844572047,0.9423137445751811
ALL,extended,vz,ALL,17,0.2724806946808729,0.7618932142634782,0.7247446127661491,-0.039195249547186395,0.965857304787528
ALL,extended,vz,ALL,23,0.2817762947395108,0.7618932142634782,0.7469234138510106,-0.06173120015605852,0.9624087499591127
ALL,extended,vz,ALL,42,0.2714786251382623,0.7618932142634782,0.7417181860047343,-0.008281628178721348,0.9636359635369691
ALL,extended,vz,Sep17,17,0.30893007266876993,0.8459650569457602,0.7935051803586987,-0.05716906587589683,0.9588019235588859
ALL,extended,vz,Sep17,23,0.33321369741838214,0.8459650569457602,0.8246271930998883,-0.12117569650681141,0.9455746655040068
ALL,extended,vz,Sep17,42,0.3047167635446873,0.8459650569457602,0.8086920579076319,-0.0364303168977369,0.9533249803012361
ALL,extended,vz,Sep7,17,0.24008124758051988,0.6871626874347831,0.6636241082394383,-0.023218523921665995,0.9721287547685432
ALL,extended,vz,Sep7,23,0.2360541590249586,0.6871626874347831,0.6778533878520082,-0.008891647844278172,0.9773723805858737
ALL,extended,vz,Sep7,42,0.24193361322144005,0.6871626874347831,0.6821858554243809,0.016739428460403587,0.972801281968732
ALL,late,p,ALL,17,0.5091582205840849,0.8607228190780544,0.723248735608044,-0.027902972149284434,0.972341942505666
ALL,late,p,ALL,23,0.502382999031857,0.8607228190780544,0.7204142521530009,-0.016683416954761325,0.974400554532353
ALL,late,p,ALL,42,0.5088453058253046,0.8607228190780544,0.7364933788850174,-0.04018050997576341,0.9714857370208337
ALL,late,p,Sep17,17,0.4847015170509261,0.7903252659850722,0.6731401212977166,-0.05624535684668468,0.9703926818511421
ALL,late,p,Sep17,23,0.4722224982023491,0.7903252659850722,0.671233664859022,-0.04268553506161604,0.9726889956831755
ALL,late,p,Sep17,42,0.4794872782116373,0.7903252659850722,0.6856835528463014,-0.0679516158763907,0.9679324026878071
ALL,late,p,Sep7,17,0.5308975126135594,0.9232984218273719,0.7677897261061128,-0.002709741307150884,0.9740746186430206
ALL,late,p,Sep7,23,0.5291923331025307,0.9232984218273719,0.7641303297476487,0.006429576917998423,0.9759219401760666
ALL,late,p,Sep7,42,0.534941330370787,0.9232984218273719,0.7816576686972092,-0.015495082508539156,0.9746442564279685
ALL,late,q,ALL,17,0.23387128868418078,0.7668881383157454,0.7314524640635978,0.01274675368549882,0.9922235900578764
ALL,late,q,ALL,23,0.24595886224887362,0.7668881383157454,0.722219197555285,0.023312056453650993,0.9923367708973285
ALL,late,q,ALL,42,0.22670345072969028,0.7668881383157454,0.7275739765442096,0.00971062846554151,0.9943618304140358
ALL,late,q,Sep17,17,0.23344483398505106,0.8404030772029646,0.7782404778811776,0.015325798636484901,0.9905464990877397
ALL,late,q,Sep17,23,0.25718996528549987,0.8404030772029646,0.7663415567840793,0.03372058217903184,0.9909011395697775
ALL,late,q,Sep17,42,0.23298560276081037,0.8404030772029646,0.7752850182226831,0.01719441053023788,0.9930947972052456
ALL,late,q,Sep7,17,0.23425035952785164,0.7015415259715507,0.6898631184479712,0.010454269284622304,0.9937143375868867
ALL,late,q,Sep7,23,0.23597565954965033,0.7015415259715507,0.6829993226852454,0.014060033586645794,0.9936128876329293
ALL,late,q,Sep7,42,0.22111931559091685,0.7015415259715507,0.6851641617188999,0.00305837774136696,0.9954880821551827
ALL,late,r,ALL,17,0.14551113680337419,0.26924766882938944,0.23900877662613548,-0.013364759995765318,0.9105594018305228
ALL,late,r,ALL,23,0.14511662788358537,0.26924766882938944,0.23548775859071136,0.009233424269961597,0.9146889223048248
ALL,late,r,ALL,42,0.1435783357749733,0.26924766882938944,0.23489960280836553,-0.007146174955098912,0.9117148256481974
ALL,late,r,Sep17,17,0.1561630121212563,0.3255817127408155,0.2816776988362236,-0.028778741761929037,0.911229047959168
ALL,late,r,Sep17,23,0.15291717720767442,0.3255817127408155,0.2778660977394688,0.0038121769812637747,0.9241323447673305
ALL,late,r,Sep17,42,0.15569744147020825,0.3255817127408155,0.2776383738285684,-0.018933754897060937,0.9131855495212521
ALL,late,r,Sep7,17,0.13604280318747897,0.219172963130344,0.2010808457727238,0.0003365571297135482,0.9099641608272824
ALL,late,r,Sep7,23,0.13818280626217286,0.219172963130344,0.19781812379181582,0.014052310748804106,0.9062947690048195
ALL,late,r,Sep7,42,0.13280579737920892,0.219172963130344,0.1969095841237408,0.0033316738822006644,0.9104075155388155
ALL,late,vx,ALL,17,0.1564375448318635,0.5867914117646685,0.5909583347767606,0.026458232198622374,0.9465630149046097
ALL,late,vx,ALL,23,0.16455946106256356,0.5867914117646685,0.5981533829697296,0.025294970645514888,0.9467770525540814
ALL,late,vx,ALL,42,0.16120764828311587,0.5867914117646685,0.6041039846746648,0.018096240089244545,0.9472448185606895
ALL,late,vx,Sep17,17,0.16287549250480998,0.6210085135095613,0.6234730863051654,0.043798079074358655,0.9513867244485094
ALL,late,vx,Sep17,23,0.17654011132762337,0.6210085135095613,0.6346071329265045,0.03893462235651052,0.9450506952377306
ALL,late,vx,Sep17,42,0.17129093855456867,0.6210085135095613,0.6395404935790285,0.02840775883052556,0.9525951369622392
ALL,late,vx,Sep7,17,0.1507149246781333,0.5563762102136528,0.5620563334181787,0.011045034975745674,0.9422752730878103
ALL,late,vx,Sep7,23,0.15390999416028814,0.5563762102136528,0.5657500496748187,0.01317083579129655,0.9483115923908377
ALL,late,vx,Sep7,42,0.15224472359738003,0.5563762102136528,0.5726048656485634,0.008930445652550308,0.9424889799815342
ALL,late,vy,ALL,17,0.15104888185853477,0.6280036987248162,0.6263814346737654,-0.001796395812415535,0.9752447902587148
ALL,late,vy,ALL,23,0.16012930265167238,0.6280036987248162,0.6409866821872356,-0.002886064195438418,0.9806357231679823
ALL,late,vy,ALL,42,0.15668926355600368,0.6280036987248162,0.6400010860968507,-0.0018466147697750546,0.9756005298753765
ALL,late,vy,Sep17,17,0.1496985258083061,0.6740974111972365,0.6764936740415168,-0.007674186750190537,0.9794048190435026
ALL,late,vy,Sep17,23,0.16503961446798623,0.6740974111972365,0.6931537744721802,-0.01083750574356914,0.9863425078979773
ALL,late,vy,Sep17,42,0.15900870823142083,0.6740974111972365,0.6888170692147402,-0.005876878954875776,0.9859088525913869
ALL,late,vy,Sep7,17,0.15224919834762696,0.5870315098604425,0.5818372219024308,0.0034283072433844665,0.971546986894459
ALL,late,vy,Sep7,23,0.15576458103717117,0.5870315098604425,0.5946159334895073,0.004181883847344446,0.9755630256302091
ALL,late,vy,Sep7,42,0.1546275349556329,0.5870315098604425,0.5966091011031711,0.0017358422836478084,0.9664375763500337
ALL,late,vz,ALL,17,0.2072320458621366,0.7253524219678341,0.7058763567760441,-0.0005018085597682661,0.9855551737870407
ALL,late,vz,ALL,23,0.21105785151847767,0.7253524219678341,0.7187348894197062,-0.016563148639059815,0.9856197614352223
ALL,late,vz,ALL,42,0.20744293383563736,0.7253524219678341,0.7216129878613726,0.011241844000334515,0.9871272543568601
ALL,late,vz,Sep17,17,0.24094120190941853,0.7606162057049113,0.7221141628633531,-0.007057366059666913,0.9778433403398287
ALL,late,vz,Sep17,23,0.2453219450117255,0.7606162057049113,0.7400520458407216,-0.05625948952024471,0.9789084263152322
ALL,late,vz,Sep17,42,0.2373811379045389,0.7606162057049113,0.7348269488371579,-0.002424907693936413,0.9802370418537247
ALL,late,vz,Sep7,17,0.177268351597886,0.6940068364237655,0.6914427513651026,0.005325353662363865,0.9924101368512294
ALL,late,vz,Sep7,23,0.1806008795244796,0.6940068364237655,0.6997863059343592,0.0187224876997712,0.9915853926529912
ALL,late,vz,Sep7,42,0.18083119688550264,0.6940068364237655,0.709867244771786,0.02339006772857534,0.9932518876929802
ALL,middle,p,ALL,17,0.503388741357007,0.8299131429136913,0.6931566470669537,-0.038306607678947516,0.9640932731793681
ALL,middle,p,ALL,23,0.498117915200314,0.8299131429136913,0.6927027814827384,-0.014208576456309196,0.9698919218907001
ALL,middle,p,ALL,42,0.5034551788346969,0.8299131429136913,0.6977739764718764,-0.04298706398917747,0.9606979612666615
ALL,middle,p,Sep17,17,0.47381738611264546,0.7712093547407394,0.6509656534070792,-0.05162984966450456,0.9561571320394395
ALL,middle,p,Sep17,23,0.4639257641945876,0.7712093547407394,0.6518439156416572,-0.021835052301268094,0.9668807595539505
ALL,middle,p,Sep17,42,0.46966118833717846,0.7712093547407394,0.650927640982914,-0.054880343974478774,0.9526062142291837
ALL,middle,p,Sep7,17,0.529674390463106,0.8820942879563153,0.7306597525423976,-0.026463725914007925,0.9711476208593047
ALL,middle,p,Sep7,23,0.5285109383165154,0.8820942879563153,0.7290217733414772,-0.00742948681634573,0.9725685106344772
ALL,middle,p,Sep7,42,0.5334942814991578,0.8820942879563153,0.7394151635731763,-0.03241525955779853,0.9678906252999752
ALL,middle,q,ALL,17,0.22015588597221533,0.7065156054403517,0.6701781063051034,-0.003259881642809322,0.9977433803710163
ALL,middle,q,ALL,23,0.2293807184132315,0.7065156054403517,0.6677744942447127,0.020362196973205217,0.9973015873015872
ALL,middle,q,ALL,42,0.21821351014132112,0.7065156054403517,0.678733642645153,0.006817390178212104,0.9967415994737976
ALL,middle,q,Sep17,17,0.22529564421417292,0.7884965011014462,0.7261104730299082,0.009562760446722522,0.9952046832884097
ALL,middle,q,Sep17,23,0.24370195464262467,0.7884965011014462,0.721886525150066,0.04479395313072882,0.9963839285714285
ALL,middle,q,Sep17,42,0.22649388236681134,0.7884965011014462,0.7353389845519548,0.020576336681925756,0.9963839285714285
ALL,middle,q,Sep7,17,0.21558721197936415,0.6336436981860456,0.620460446994166,-0.014657785722393183,1.0
ALL,middle,q,Sep7,23,0.21665073065377086,0.6336436981860456,0.6196749112177318,-0.0013549196112602052,0.9981172839506173
ALL,middle,q,Sep7,42,0.2108531792742187,0.6336436981860456,0.6284177831724402,-0.005412784491755588,0.9970595291647923
ALL,middle,r,ALL,17,0.14345763194171957,0.20464186495742265,0.17663343868225106,0.0003743170422535781,0.890745127695736
ALL,middle,r,ALL,23,0.14227882164748087,0.20464186495742265,0.17574315546199257,0.009932317887438943,0.8884332461744551
ALL,middle,r,ALL,42,0.14074180341450737,0.20464186495742265,0.17347953599236876,0.004927379189020945,0.8933812863308832
ALL,middle,r,Sep17,17,0.14984868066086518,0.2434559634759164,0.20129275626209972,-0.015051931764962102,0.9039079448502001
ALL,middle,r,Sep17,23,0.1485056369039489,0.2434559634759164,0.20146664910063608,0.004094803073869634,0.9081155012335644
ALL,middle,r,Sep17,42,0.15027630808462197,0.2434559634759164,0.19998753260999813,-0.006524373454635059,0.9046626113127847
ALL,middle,r,Sep7,17,0.13777669974692347,0.17014044405209486,0.15471404527794114,0.014086538204223072,0.8790448457806568
ALL,middle,r,Sep7,23,0.13674387475284264,0.17014044405209486,0.1528778277831983,0.015121219943944997,0.8709379083441354
ALL,middle,r,Sep7,42,0.13226668815218331,0.17014044405209486,0.14991687233225376,0.015106714872270725,0.8833534419025262
ALL,middle,vx,ALL,17,0.09506406457634918,0.33143984446338354,0.3305598743621173,0.01402708492171861,0.9781904888644526
ALL,middle,vx,ALL,23,0.09734938718417806,0.33143984446338354,0.3353158878853915,0.0145733469853486,0.9746583745335987
ALL,middle,vx,ALL,42,0.09559156008132569,0.33143984446338354,0.3388240733551881,0.010409574295777473,0.9782320332083674
ALL,middle,vx,Sep17,17,0.10931900727181255,0.35756357213105394,0.35167869121643425,0.022069516137672895,0.9831562257075108
ALL,middle,vx,Sep17,23,0.11184408119839022,0.35756357213105394,0.36103305679287084,0.021419714970800436,0.979931736675997
ALL,middle,vx,Sep17,42,0.10927222852992843,0.35756357213105394,0.36333374094834586,0.016657381135754316,0.9825520118077533
ALL,middle,vx,Sep7,17,0.08239300440260397,0.3082187532032321,0.31178759271383555,0.006878257174203693,0.9737765005595117
ALL,middle,vx,Sep7,23,0.08446521472710058,0.3082187532032321,0.3124561821898544,0.008487686553835857,0.9699709415181336
ALL,middle,vx,Sep7,42,0.08343096590478992,0.3082187532032321,0.3170377021612701,0.004855968215798055,0.9743920522311355
ALL,middle,vy,ALL,17,0.0954368898064252,0.3518432883624753,0.34303130036816487,0.00044796367534138737,0.9922200604524084
ALL,middle,vy,ALL,23,0.09926619265780075,0.3518432883624753,0.3508588706979725,-0.0001593774590962165,0.9939031324319413
ALL,middle,vy,ALL,42,0.10008500859388242,0.3518432883624753,0.3512311766103285,-0.0001598022304392179,0.9932408802864133
ALL,middle,vy,Sep17,17,0.1017986076445884,0.38033074635836195,0.36852735227736044,-0.0004560703766476476,0.9892192477360049
ALL,middle,vy,Sep17,23,0.10733784068827573,0.38033074635836195,0.3797045240034026,-0.0032387409035884,0.9950732084047275
ALL,middle,vy,Sep17,42,0.10866816135320266,0.38033074635836195,0.37720228500976605,-0.0004368558106576984,0.9948955683903438
ALL,middle,vy,Sep7,17,0.08978202950583572,0.3265211034772426,0.32036814311554657,0.0012515494993316405,0.9948874495336558
ALL,middle,vy,Sep7,23,0.09209139440848962,0.3265211034772426,0.3252182899820346,0.002577834491563502,0.9928630649005756
ALL,middle,vy,Sep7,42,0.09245553947448665,0.3265211034772426,0.3281457469219396,8.646761864387588e-05,0.9917700464162527
ALL,middle,vz,ALL,17,0.1461881491579274,0.6055038277812613,0.6021986597635149,0.012929368812369554,0.9945197048955634
ALL,middle,vz,ALL,23,0.15034351024022827,0.6055038277812613,0.6082179867231238,0.005677789544154309,0.9925971111001121
ALL,middle,vz,ALL,42,0.14735150432243932,0.6055038277812613,0.613596117592488,0.020936790985356116,0.9935697483025071
ALL,middle,vz,Sep17,17,0.17335509880653432,0.6242276057207019,0.6091565817983174,0.013718916281774234,0.9925520380724526
ALL,middle,vz,Sep17,23,0.17378037373368985,0.6242276057207019,0.6178499917833168,-0.015062490588265401,0.989113143896793
ALL,middle,vz,Sep17,42,0.17004262398413958,0.6242276057207019,0.6174832467094565,0.016642745726632678,0.99243105073122
ALL,middle,vz,Sep7,17,0.12203974947027679,0.5888604696128696,0.5960138401770236,0.012227548839565394,0.9962687420716618
ALL,middle,vz,Sep7,23,0.1295107426904846,0.5888604696128696,0.5996562044473968,0.02411359410630516,0.9956939708363957
ALL,middle,vz,Sep7,42,0.12718162017870574,0.5888604696128696,0.6101408917107383,0.0247537201042214,0.994581923921429
common_high,early,p,ALL,17,0.4954448975079164,0.7919128820839921,0.6366914822462532,-0.03709415733500194,0.9581098270868091
common_high,early,p,ALL,23,0.4892746477799611,0.7919128820839921,0.6463565263126448,-0.021890002674299157,0.9527749658695951
common_high,early,p,ALL,42,0.5008117191229278,0.7919128820839921,0.6423002483009647,-0.023886532463663637,0.9505269155397033
common_high,early,p,Sep17,17,0.45662890671712253,0.7354288592734497,0.6144221656901461,-0.07216179563302316,0.9668545946806817
common_high,early,p,Sep17,23,0.44650596174435664,0.7354288592734497,0.622479004667682,-0.058617335005628386,0.9630361305361306
common_high,early,p,Sep17,42,0.4645456310813174,0.7354288592734497,0.6184436379675631,-0.04470653574438419,0.9620469023729893
common_high,early,p,Sep7,17,0.5299480004330666,0.8421209023600298,0.6564864302961261,-0.00592292329231641,0.9503367003367003
common_high,early,p,Sep7,23,0.5272912575893874,0.8421209023600298,0.6675809899970563,0.01075651495354905,0.9436539306104523
common_high,early,p,Sep7,42,0.5330482418265814,0.8421209023600298,0.6635061241528771,-0.005379862880800919,0.9402869272434491
common_high,early,q,ALL,17,0.25534072965146715,0.7657040379695613,0.6985744439622713,-0.006249880384657163,0.988955584127441
common_high,early,q,ALL,23,0.259641424756978,0.7657040379695613,0.690762139885202,0.009632371828157812,0.9825789596054774
common_high,early,q,ALL,42,0.2581157201527302,0.7657040379695613,0.700172534569114,0.02124684740252724,0.9835452144459715
