log_id,topic,rows,median_dt_s,dt_p95_s,nonpositive_dt,sample_timestamp,fields,roll_finite_fraction,roll_std,pitch_finite_fraction,pitch_std,yaw_finite_fraction,yaw_std,throttle_finite_fraction,throttle_std,valid_fraction
2026.9.6/log_20_2026-9-6-18-58-10.ulg,input_rc,335,0.5003074999999999,0.5037932,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
2026.9.6/log_20_2026-9-6-18-58-10.ulg,vehicle_attitude_setpoint,6708,0.01996,0.025218699999999997,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
2026.9.6/log_20_2026-9-6-18-58-10.ulg,vehicle_rates_setpoint,6708,0.019961,0.02521,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.46653616428375244,1.0,0.29817995429039,1.0,0.1703311651945114,,,
2026.9.6/log_24_2026-9-6-06-28-38.ulg,manual_control_setpoint,998,0.200734,0.22991459999999997,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.19459202885627747,1.0,0.2989717721939087,1.0,0.013443384319543839,1.0,0.5725733637809753,1.0
2026.9.6/log_24_2026-9-6-06-28-38.ulg,input_rc,399,0.5003055000000001,0.5038406,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
2026.9.6/log_24_2026-9-6-06-28-38.ulg,vehicle_attitude_setpoint,8128,0.019714,0.025248999999999997,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
2026.9.6/log_24_2026-9-6-06-28-38.ulg,vehicle_rates_setpoint,8128,0.019717,0.024957999999999998,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.5490950345993042,1.0,0.32080408930778503,1.0,0.17410637438297272,,,
2026.9.6/log_28_2026-9-6-07-01-38.ulg,manual_control_setpoint,1061,0.20066049999999996,0.2263691,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.22495713829994202,1.0,0.22365900874137878,1.0,0.04383869096636772,1.0,0.6143555641174316,1.0
2026.9.6/log_28_2026-9-6-07-01-38.ulg,input_rc,424,0.500361,0.5033647,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
2026.9.6/log_28_2026-9-6-07-01-38.ulg,vehicle_attitude_setpoint,8549,0.019961,0.025227,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
2026.9.6/log_28_2026-9-6-07-01-38.ulg,vehicle_rates_setpoint,8549,0.019962,0.025214999999999998,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.5316303372383118,1.0,0.38380104303359985,1.0,0.20319828391075134,,,
9.11数据/log_13_2026-9-11-18-28-08.ulg,manual_control_setpoint,702,0.20039099999999999,0.224624,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.31562313437461853,1.0,0.2153162807226181,1.0,0.0009539941092953086,1.0,0.6052190065383911,1.0
9.11数据/log_13_2026-9-11-18-28-08.ulg,input_rc,280,0.500332,0.5028292,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.11数据/log_13_2026-9-11-18-28-08.ulg,vehicle_attitude_setpoint,5257,0.019958999999999998,0.025209,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.11数据/log_13_2026-9-11-18-28-08.ulg,vehicle_rates_setpoint,5269,0.01996,0.025210999999999997,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.48962968587875366,1.0,0.2951182425022125,1.0,0.17532408237457275,,,
9.11数据/log_14_2026-9-11-18-34-58.ulg,manual_control_setpoint,815,0.20030549999999997,0.21898884999999985,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.30069661140441895,1.0,0.15384028851985931,1.0,0.001581117045134306,1.0,0.5513681173324585,1.0
9.11数据/log_14_2026-9-11-18-34-58.ulg,input_rc,325,0.5003835,0.5034457,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.11数据/log_14_2026-9-11-18-34-58.ulg,vehicle_attitude_setpoint,6745,0.019714,0.02497085,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.11数据/log_14_2026-9-11-18-34-58.ulg,vehicle_rates_setpoint,6768,0.019722,0.024926,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.42533940076828003,1.0,0.33006834983825684,1.0,0.16589580476284027,,,
9.11数据/log_15_2026-9-11-18-40-48.ulg,manual_control_setpoint,602,0.200433,0.22380699999999998,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.3415123224258423,1.0,0.11107984930276871,1.0,0.0009893361711874604,1.0,0.5711844563484192,1.0
9.11数据/log_15_2026-9-11-18-40-48.ulg,input_rc,240,0.50025,0.5029135,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.11数据/log_15_2026-9-11-18-40-48.ulg,vehicle_attitude_setpoint,4929,0.01996,0.02521365,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.11数据/log_15_2026-9-11-18-40-48.ulg,vehicle_rates_setpoint,4929,0.019961,0.025200999999999998,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.5115395784378052,1.0,0.3427630066871643,1.0,0.26762062311172485,,,
9.12数据/log_10_2026-9-12-06-13-40.ulg,manual_control_setpoint,1234,0.200508,0.22785099999999997,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.3010629415512085,1.0,0.20715811848640442,1.0,0.0008528213365934789,1.0,0.6948824524879456,1.0
9.12数据/log_10_2026-9-12-06-13-40.ulg,input_rc,493,0.5003949999999999,0.5030247999999999,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_10_2026-9-12-06-13-40.ulg,vehicle_attitude_setpoint,9916,0.019712,0.025025199999999994,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_10_2026-9-12-06-13-40.ulg,vehicle_rates_setpoint,9916,0.019715999999999997,0.0249,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.458793580532074,1.0,0.30059120059013367,1.0,0.19444751739501953,,,
9.12数据/log_11_2026-9-12-06-21-12.ulg,manual_control_setpoint,1073,0.20005449999999997,0.27475684999999994,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.25883275270462036,1.0,0.25125885009765625,1.0,0.0009468156495131552,1.0,0.6902146935462952,1.0
9.12数据/log_11_2026-9-12-06-21-12.ulg,input_rc,428,0.500352,0.5029775,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_11_2026-9-12-06-21-12.ulg,vehicle_attitude_setpoint,8352,0.019712,0.029567,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_11_2026-9-12-06-21-12.ulg,vehicle_rates_setpoint,8352,0.019715,0.024943999999999997,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.5098754167556763,1.0,0.35228821635246277,1.0,0.21444888412952423,,,
9.12数据/log_12_2026-9-12-06-29-44.ulg,manual_control_setpoint,1019,0.201749,0.24023604999999998,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.2153502255678177,1.0,0.11064069718122482,1.0,0.006762668490409851,1.0,0.7332023978233337,1.0
9.12数据/log_12_2026-9-12-06-29-44.ulg,input_rc,407,0.5004295,0.50270175,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_12_2026-9-12-06-29-44.ulg,vehicle_attitude_setpoint,8023,0.019712,0.029567999999999997,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_12_2026-9-12-06-29-44.ulg,vehicle_rates_setpoint,8023,0.019715,0.024952949999999998,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.5437312126159668,1.0,0.3380390703678131,1.0,0.20913589000701904,,,
9.12数据/log_2_2026-9-12-18-32-54.ulg,manual_control_setpoint,1073,0.2007125,0.23660854999999997,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.23291561007499695,1.0,0.12104444950819016,1.0,0.0010336374398320913,1.0,0.6945632696151733,1.0
9.12数据/log_2_2026-9-12-18-32-54.ulg,input_rc,428,0.500267,0.5036634999999999,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_2_2026-9-12-18-32-54.ulg,vehicle_attitude_setpoint,8630,0.019958999999999998,0.025364400000000002,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_2_2026-9-12-18-32-54.ulg,vehicle_rates_setpoint,8629,0.01996,0.02525165,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.3867781162261963,1.0,0.24092410504817963,1.0,0.15980473160743713,,,
9.12数据/log_3_2026-9-12-18-40-02.ulg,manual_control_setpoint,1053,0.2007965,0.23264319999999997,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.23995666205883026,1.0,0.1365801841020584,1.0,0.0007973236497491598,1.0,0.6430217027664185,1.0
9.12数据/log_3_2026-9-12-18-40-02.ulg,input_rc,421,0.500262,0.50343045,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_3_2026-9-12-18-40-02.ulg,vehicle_attitude_setpoint,9089,0.019714,0.029571,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_3_2026-9-12-18-40-02.ulg,vehicle_rates_setpoint,9088,0.019717,0.024957999999999998,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.3737231194972992,1.0,0.2946473956108093,1.0,0.1828322857618332,,,
9.12数据/log_7_2026-9-12-05-49-02.ulg,manual_control_setpoint,960,0.200263,0.2288131,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.19656281173229218,1.0,0.1467389166355133,1.0,0.001153143122792244,1.0,0.7035160660743713,1.0
9.12数据/log_7_2026-9-12-05-49-02.ulg,input_rc,383,0.500212,0.5034394,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_7_2026-9-12-05-49-02.ulg,vehicle_attitude_setpoint,7145,0.019958,0.02993204999999999,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_7_2026-9-12-05-49-02.ulg,vehicle_rates_setpoint,7144,0.019958999999999998,0.025207,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.41298797726631165,1.0,0.2879982888698578,1.0,0.17573323845863342,,,
9.12数据/log_8_2026-9-12-05-55-30.ulg,manual_control_setpoint,1073,0.20040799999999998,0.2245949,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.3009594678878784,1.0,0.1744740903377533,1.0,0.0013297002296894789,1.0,0.5714583992958069,1.0
9.12数据/log_8_2026-9-12-05-55-30.ulg,input_rc,428,0.500216,0.50354,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_8_2026-9-12-05-55-30.ulg,vehicle_attitude_setpoint,9022,0.019957,0.025296,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_8_2026-9-12-05-55-30.ulg,vehicle_rates_setpoint,9022,0.019958,0.025238,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.4626757800579071,1.0,0.28552308678627014,1.0,0.2046174705028534,,,
9.12数据/log_9_2026-9-12-06-03-32.ulg,manual_control_setpoint,1420,0.200349,0.2303299999999998,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.33121395111083984,1.0,0.20717385411262512,1.0,0.0010663580615073442,1.0,0.6568714380264282,1.0
9.12数据/log_9_2026-9-12-06-03-32.ulg,input_rc,567,0.5002985,0.50365825,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.12数据/log_9_2026-9-12-06-03-32.ulg,vehicle_attitude_setpoint,11952,0.019958,0.025221999999999998,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.12数据/log_9_2026-9-12-06-03-32.ulg,vehicle_rates_setpoint,11951,0.019958,0.025202,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.4427697956562042,1.0,0.3135268986225128,1.0,0.1716276854276657,,,
9.13数据/log_1_2026-9-13-06-11-06.ulg,manual_control_setpoint,1200,0.200173,0.24072929999999995,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.1687742918729782,1.0,0.07282086461782455,1.0,0.0009531397372484207,1.0,0.7268291711807251,1.0
9.13数据/log_1_2026-9-13-06-11-06.ulg,input_rc,480,0.500381,0.5035216,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.13数据/log_1_2026-9-13-06-11-06.ulg,vehicle_attitude_setpoint,8853,0.019958999999999998,0.025321249999999993,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.13数据/log_1_2026-9-13-06-11-06.ulg,vehicle_rates_setpoint,8852,0.01996,0.025244,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.3560892641544342,1.0,0.31268563866615295,1.0,0.19475194811820984,,,
9.13数据/log_2_2026-9-13-06-20-06.ulg,manual_control_setpoint,1105,0.2005485,0.24656789999999998,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.2045183926820755,1.0,0.07553277164697647,1.0,0.0011797572951763868,1.0,0.6775922179222107,1.0
9.13数据/log_2_2026-9-13-06-20-06.ulg,input_rc,441,0.5003385,0.50299865,0,False,"timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr",,,,,,,,,
9.13数据/log_2_2026-9-13-06-20-06.ulg,vehicle_attitude_setpoint,8134,0.019712999999999998,0.029568999999999998,0,False,"timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]",,,,,,,,,
9.13数据/log_2_2026-9-13-06-20-06.ulg,vehicle_rates_setpoint,8133,0.019715999999999997,0.024912,0,False,"timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral",1.0,0.3961508572101593,1.0,0.277273565530777,1.0,0.15413139760494232,,,
9.13数据/log_3_2026-9-13-06-31-26.ulg,manual_control_setpoint,1177,0.20051999999999998,0.25188699999999997,0,True,"timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving",1.0,0.16462361812591553,1.0,0.050814371556043625,1.0,0.0006856107502244413,1.0,0.715861439704895,1.0
