condition,metric,horizon,kind,group,cohort,seed,value
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,ALL,23,0.14506663601952488
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,ALL,42,0.14810803805043798
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep17,17,0.17020897516001537
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep17,23,0.1608173190024031
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep17,42,0.16944499777829514
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep7,17,0.1319665765647645
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep7,23,0.13106602892363314
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep7,42,0.12914185162567607
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,ALL,17,0.17176762715425886
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,ALL,23,0.1671858986441547
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,ALL,42,0.17319118306298786
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep17,17,0.19136800290981593
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep17,23,0.18514435479368985
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep17,42,0.1921105808300434
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep7,17,0.15434507092709704
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep7,23,0.1512228265112346
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep7,42,0.15637394060338294
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,ALL,17,0.13335424896874315
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,ALL,23,0.12837406176715918
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,ALL,42,0.1313321697826503
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep17,17,0.14408629283404117
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep17,23,0.13355720656098385
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep17,42,0.1429586752814044
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep7,17,0.1238146544218116
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep7,23,0.12376682195042615
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep7,42,0.12099749822820222
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,ALL,17,0.15022880993549909
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,ALL,23,0.14445269311243825
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,ALL,42,0.14728683273700902
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep17,17,0.16687318001639567
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep17,23,0.15617593716176734
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep17,42,0.16587798483213673
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep7,17,0.13543381430803544
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep7,23,0.13403203173525688
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep7,42,0.1307613642080066
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,ALL,17,0.1355960893241807
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,ALL,23,0.1347774307307225
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,ALL,42,0.13215144559156933
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep17,17,0.15067760673434735
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep17,23,0.14628931404573467
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep17,42,0.14883405509551872
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep7,17,0.12219029607069924
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep7,23,0.12454464556182275
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep7,42,0.11732245936583653
synchronized_lowpass,r_rad_s,500ms,endpoint,high,ALL,17,0.1638434994163592
synchronized_lowpass,r_rad_s,500ms,endpoint,high,ALL,23,0.16263481383590336
synchronized_lowpass,r_rad_s,500ms,endpoint,high,ALL,42,0.16282612210786782
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep17,17,0.16930654172593132
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep17,23,0.17089310899532012
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep17,42,0.17426714434000373
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep7,17,0.15898746180785067
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep7,23,0.1552941070275329
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep7,42,0.15265632456819145
synchronized_lowpass,r_rad_s,500ms,endpoint,low,ALL,17,0.11782140728910315
synchronized_lowpass,r_rad_s,500ms,endpoint,low,ALL,23,0.11741377693966602
synchronized_lowpass,r_rad_s,500ms,endpoint,low,ALL,42,0.11271571859882959
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep17,17,0.12527379854455012
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep17,23,0.11795932948473967
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep17,42,0.12023459765951303
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep7,17,0.11119705950648358
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep7,23,0.11692884134404499
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep7,42,0.10603227054488877
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,ALL,17,0.13467155975687653
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,ALL,23,0.13250860563026934
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,ALL,42,0.13005918550939022
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep17,17,0.1487329584033229
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep17,23,0.14254367272646157
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep17,42,0.14377419823769216
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep7,17,0.12217253873781307
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep7,23,0.1235885459892096
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep7,42,0.11786806308423298
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,ALL,17,0.347043713953598
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,ALL,23,0.3471468729086822
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,ALL,42,0.34991788246027494
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep17,17,0.3521602909044714
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep17,23,0.353622754405405
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep17,42,0.35517842238164127
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep7,17,0.34249564555282164
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep7,23,0.3413905338004842
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep7,42,0.345241846974616
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,ALL,17,0.4095278513289551
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,ALL,23,0.41239151487849063
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,ALL,42,0.4128373592215259
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep17,17,0.42722568666522154
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep17,23,0.4371729056685797
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep17,42,0.4384892013261513
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep7,17,0.3937964421411626
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep7,23,0.390363611953967
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep7,42,0.3900357217951922
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,ALL,17,0.31212743917726476
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,ALL,23,0.31186889200776274
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,ALL,42,0.3147163919951906
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep17,17,0.2989659009605612
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep17,23,0.3000038023208574
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep17,42,0.29865701495389824
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep7,17,0.3238265842587791
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep7,23,0.32241563839612297
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep7,42,0.3289913938096727
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,ALL,17,0.3411107114821371
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,ALL,23,0.3397794751461814
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,ALL,42,0.3418474111914769
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep17,17,0.33349489532938775
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep17,23,0.33064862577804105
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep17,42,0.3332084263436142
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep7,17,0.3478803258401365
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep7,23,0.34789578569563945
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep7,42,0.34952650883402153
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,ALL,17,0.32219728465508146
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,ALL,23,0.322059981011063
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,ALL,42,0.32550875584578526
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep17,17,0.3218951884539124
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep17,23,0.32173413119266203
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep17,42,0.32373624212642554
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep7,17,0.3224658146116763
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep7,23,0.32234962529408606
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep7,42,0.3270843235963272
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,ALL,17,0.3803382427092748
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,ALL,23,0.37035909642481246
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,ALL,42,0.387279273899137
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep17,17,0.38717065857224753
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep17,23,0.3840782548880851
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep17,42,0.3969531598763534
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep7,17,0.37426498416441023
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep7,23,0.35816428890190344
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep7,42,0.3786802641416113
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,ALL,17,0.2904430452036248
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,ALL,23,0.29893947518041264
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,ALL,42,0.29222925352228757
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep17,17,0.27112156533575216
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep17,23,0.28725051943751484
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep17,42,0.2701423191762255
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep7,17,0.30761769397506716
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep7,23,0.30932965806298834
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep7,42,0.3118620840521205
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,ALL,17,0.3132827100168203
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,ALL,23,0.3149185471215552
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,ALL,42,0.3146225432923762
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep17,17,0.30748167455813075
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep17,23,0.3050029107477831
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep17,42,0.30622690687174536
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep7,17,0.31843918598009985
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep7,23,0.3237324461204637
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep7,42,0.3220853312218258
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,ALL,17,0.3887424600565772
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,ALL,23,0.39164186125465444
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,ALL,42,0.3892173340100882
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep17,17,0.4124919482695681
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep17,23,0.4177850184179098
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep17,42,0.41435279841769096
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep7,17,0.36763180386725197
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep7,23,0.3684034993317608
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep7,42,0.36687469898110797
synchronized_lowpass,rate_rad_s,1s,endpoint,high,ALL,17,0.43620485837815925
synchronized_lowpass,rate_rad_s,1s,endpoint,high,ALL,23,0.43838044518166724
synchronized_lowpass,rate_rad_s,1s,endpoint,high,ALL,42,0.44241320683820273
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep17,17,0.4782278306939164
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep17,23,0.4901045886740498
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep17,42,0.48203231531108076
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep7,17,0.39885110520859735
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep7,23,0.3924034287439937
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep7,42,0.40719622152897783
synchronized_lowpass,rate_rad_s,1s,endpoint,low,ALL,17,0.3621348658827416
synchronized_lowpass,rate_rad_s,1s,endpoint,low,ALL,23,0.3677625907771998
synchronized_lowpass,rate_rad_s,1s,endpoint,low,ALL,42,0.36140080571471256
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep17,17,0.37577496623722106
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep17,23,0.3812734634549669
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep17,42,0.3715160274284315
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep7,17,0.3500103322343153
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep7,23,0.35575292617474014
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep7,42,0.3524094975247401
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,ALL,17,0.38356375904384543
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,ALL,23,0.3846269609573841
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,ALL,42,0.3805019605967991
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep17,17,0.39296518992358287
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep17,23,0.39672144425912587
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep17,42,0.3941189641083337
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep7,17,0.3752069315951899
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep7,23,0.3738763091336135
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep7,42,0.368397957475435
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,ALL,17,0.3446056831210067
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,ALL,23,0.3462505214245739
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,ALL,42,0.3512251953999901
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep17,17,0.34484903644531734
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep17,23,0.35005392716902417
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep17,42,0.34888679420782737
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep7,17,0.34438936905495277
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep7,23,0.34286971631839597
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep7,42,0.35330377423746806
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,ALL,17,0.4127260066140282
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,ALL,23,0.4157931120905509
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,ALL,42,0.417611817122033
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep17,17,0.4355442268179688
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep17,23,0.45648833254072846
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep17,42,0.44465254800685505
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep7,17,0.3924431442105255
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep7,23,0.37961958280150426
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep7,42,0.3935756118910801
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,ALL,17,0.30401574690674193
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,ALL,23,0.3065683833784216
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,ALL,42,0.3146266117286968
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep17,17,0.27341895208372513
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep17,23,0.2801962233765053
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep17,42,0.28233781116081275
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep7,17,0.33121289786053465
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep7,23,0.33001030338012505
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep7,42,0.3433277677890382
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,ALL,17,0.3326616754783479
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,ALL,23,0.33193463009250596
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,ALL,42,0.33618458573211346
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep17,17,0.3212063986453555
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep17,23,0.3165897165415949
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep17,42,0.3196584963852921
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep7,17,0.34284414377434114
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep7,23,0.3455745532488713
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep7,42,0.3508744429292881
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,ALL,17,0.3831008177771097
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,ALL,23,0.38184827173371055
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,ALL,42,0.3863277809671817
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep17,17,0.3979864745806659
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep17,23,0.39773022133859876
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep17,42,0.40197754280929976
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep7,17,0.36986912284061524
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep7,23,0.3677309831960322
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep7,42,0.3724168815519655
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,ALL,17,0.43972681452708196
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,ALL,23,0.4398035166731873
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,ALL,42,0.4464209513882041
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep17,17,0.4672979828761205
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep17,23,0.4705282937771685
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep17,42,0.47367135115973086
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep7,17,0.4152191093279365
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep7,23,0.41249260369187063
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep7,42,0.42219837381351366
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,ALL,17,0.3511988724999199
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,ALL,23,0.3508016892655421
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,ALL,42,0.3547361883280431
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep17,17,0.3519124591574193
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep17,23,0.35172104957898664
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep17,42,0.354197172880468
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep7,17,0.3505645732488093
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep7,23,0.34998448009803584
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep7,42,0.355215313170332
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,ALL,17,0.37856260457073004
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,ALL,23,0.3762083542734215
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,ALL,42,0.37975027573282016
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep17,17,0.37987942557592885
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep17,23,0.37842490514431704
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep17,42,0.38293125087666
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep7,17,0.3773920970105533
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep7,23,0.3742380868326254
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep7,42,0.3769227422716292
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,ALL,17,0.36814698622155584
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,ALL,23,0.3640738597504846
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,ALL,42,0.3699275019430819
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep17,17,0.3767816041792483
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep17,23,0.3743321820736555
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep17,42,0.3794766637763979
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep7,17,0.36047177025916244
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep7,23,0.3549553510187772
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep7,42,0.3614393580912454
synchronized_lowpass,rate_rad_s,500ms,endpoint,high,ALL,17,0.427557396741553
