condition,metric,horizon,kind,group,cohort,seed,value
synchronized,q_rad_s,500_1000ms,interval,high,Sep7,23,0.2682549325073762
synchronized,q_rad_s,500_1000ms,interval,high,Sep7,42,0.2683901581187163
synchronized,q_rad_s,500_1000ms,interval,low,ALL,17,0.21241321480772393
synchronized,q_rad_s,500_1000ms,interval,low,ALL,23,0.22948706779406414
synchronized,q_rad_s,500_1000ms,interval,low,ALL,42,0.20664870561333323
synchronized,q_rad_s,500_1000ms,interval,low,Sep17,17,0.20550936232304196
synchronized,q_rad_s,500_1000ms,interval,low,Sep17,23,0.23945571536812704
synchronized,q_rad_s,500_1000ms,interval,low,Sep17,42,0.20112892208190905
synchronized,q_rad_s,500_1000ms,interval,low,Sep7,17,0.2185499725718857
synchronized,q_rad_s,500_1000ms,interval,low,Sep7,23,0.2206260477282305
synchronized,q_rad_s,500_1000ms,interval,low,Sep7,42,0.211555179863488
synchronized,q_rad_s,500_1000ms,interval,middle,ALL,17,0.22678259044308224
synchronized,q_rad_s,500_1000ms,interval,middle,ALL,23,0.24138833812571783
synchronized,q_rad_s,500_1000ms,interval,middle,ALL,42,0.2233445659824158
synchronized,q_rad_s,500_1000ms,interval,middle,Sep17,17,0.22105493540018623
synchronized,q_rad_s,500_1000ms,interval,middle,Sep17,23,0.2495268546121012
synchronized,q_rad_s,500_1000ms,interval,middle,Sep17,42,0.22107422870805019
synchronized,q_rad_s,500_1000ms,interval,middle,Sep7,17,0.23187383937010095
synchronized,q_rad_s,500_1000ms,interval,middle,Sep7,23,0.23415410124893266
synchronized,q_rad_s,500_1000ms,interval,middle,Sep7,42,0.22536264355962965
synchronized,q_rad_s,500ms,endpoint,ALL,ALL,17,0.2183374554104728
synchronized,q_rad_s,500ms,endpoint,ALL,ALL,23,0.2185317016909997
synchronized,q_rad_s,500ms,endpoint,ALL,ALL,42,0.2164908091456538
synchronized,q_rad_s,500ms,endpoint,ALL,Sep17,17,0.2091211031535848
synchronized,q_rad_s,500ms,endpoint,ALL,Sep17,23,0.22203622748585225
synchronized,q_rad_s,500ms,endpoint,ALL,Sep17,42,0.21396760655337768
synchronized,q_rad_s,500ms,endpoint,ALL,Sep7,17,0.22652976852770662
synchronized,q_rad_s,500ms,endpoint,ALL,Sep7,23,0.21541656765113076
synchronized,q_rad_s,500ms,endpoint,ALL,Sep7,42,0.21873365589434368
synchronized,q_rad_s,500ms,endpoint,high,ALL,17,0.26999827627916373
synchronized,q_rad_s,500ms,endpoint,high,ALL,23,0.2676260270369917
synchronized,q_rad_s,500ms,endpoint,high,ALL,42,0.2611107596800125
synchronized,q_rad_s,500ms,endpoint,high,Sep17,17,0.2663944938565575
synchronized,q_rad_s,500ms,endpoint,high,Sep17,23,0.27551785136828066
synchronized,q_rad_s,500ms,endpoint,high,Sep17,42,0.2682196108161767
synchronized,q_rad_s,500ms,endpoint,high,Sep7,17,0.2732016384325916
synchronized,q_rad_s,500ms,endpoint,high,Sep7,23,0.260611072075846
synchronized,q_rad_s,500ms,endpoint,high,Sep7,42,0.254791780892311
synchronized,q_rad_s,500ms,endpoint,low,ALL,17,0.1847761364307787
synchronized,q_rad_s,500ms,endpoint,low,ALL,23,0.18633600874126416
synchronized,q_rad_s,500ms,endpoint,low,ALL,42,0.18195410883111499
synchronized,q_rad_s,500ms,endpoint,low,Sep17,17,0.16305454951026552
synchronized,q_rad_s,500ms,endpoint,low,Sep17,23,0.17889041405448147
synchronized,q_rad_s,500ms,endpoint,low,Sep17,42,0.16452466267151938
synchronized,q_rad_s,500ms,endpoint,low,Sep7,17,0.20408421369345706
synchronized,q_rad_s,500ms,endpoint,low,Sep7,23,0.1929543151295154
synchronized,q_rad_s,500ms,endpoint,low,Sep7,42,0.19744694986186662
synchronized,q_rad_s,500ms,endpoint,middle,ALL,17,0.20964457462874342
synchronized,q_rad_s,500ms,endpoint,middle,ALL,23,0.2113368405727904
synchronized,q_rad_s,500ms,endpoint,middle,ALL,42,0.2097366315088781
synchronized,q_rad_s,500ms,endpoint,middle,Sep17,17,0.19672456512462047
synchronized,q_rad_s,500ms,endpoint,middle,Sep17,23,0.20885832245773706
synchronized,q_rad_s,500ms,endpoint,middle,Sep17,42,0.2015411735438658
synchronized,q_rad_s,500ms,endpoint,middle,Sep7,17,0.22112902752129715
synchronized,q_rad_s,500ms,endpoint,middle,Sep7,23,0.21353996778617113
synchronized,q_rad_s,500ms,endpoint,middle,Sep7,42,0.21702148303333346
synchronized,r_rad_s,0_500ms,interval,ALL,ALL,17,0.13780386374538273
synchronized,r_rad_s,0_500ms,interval,ALL,ALL,23,0.13749369343597065
synchronized,r_rad_s,0_500ms,interval,ALL,ALL,42,0.135668177476856
synchronized,r_rad_s,0_500ms,interval,ALL,Sep17,17,0.1462496640118169
synchronized,r_rad_s,0_500ms,interval,ALL,Sep17,23,0.14531849365464553
synchronized,r_rad_s,0_500ms,interval,ALL,Sep17,42,0.1460560880763337
synchronized,r_rad_s,0_500ms,interval,ALL,Sep7,17,0.13029648573077457
synchronized,r_rad_s,0_500ms,interval,ALL,Sep7,23,0.13053831546381522
synchronized,r_rad_s,0_500ms,interval,ALL,Sep7,42,0.12643447916620917
synchronized,r_rad_s,0_500ms,interval,high,ALL,17,0.16201517438412322
synchronized,r_rad_s,0_500ms,interval,high,ALL,23,0.1612519939812317
synchronized,r_rad_s,0_500ms,interval,high,ALL,42,0.16111485995475472
synchronized,r_rad_s,0_500ms,interval,high,Sep17,17,0.17146259752162787
synchronized,r_rad_s,0_500ms,interval,high,Sep17,23,0.17116240149362652
synchronized,r_rad_s,0_500ms,interval,high,Sep17,42,0.17803250575719648
synchronized,r_rad_s,0_500ms,interval,high,Sep7,17,0.15361746492856354
synchronized,r_rad_s,0_500ms,interval,high,Sep7,23,0.15244274285910298
synchronized,r_rad_s,0_500ms,interval,high,Sep7,42,0.14607695257480655
synchronized,r_rad_s,0_500ms,interval,low,ALL,17,0.12446937230876319
synchronized,r_rad_s,0_500ms,interval,low,ALL,23,0.12478179497812819
synchronized,r_rad_s,0_500ms,interval,low,ALL,42,0.1207008366168357
synchronized,r_rad_s,0_500ms,interval,low,Sep17,17,0.12469898959988159
synchronized,r_rad_s,0_500ms,interval,low,Sep17,23,0.12484434157548066
synchronized,r_rad_s,0_500ms,interval,low,Sep17,42,0.12079335106005533
synchronized,r_rad_s,0_500ms,interval,low,Sep7,17,0.12426526804999126
synchronized,r_rad_s,0_500ms,interval,low,Sep7,23,0.12472619800270375
synchronized,r_rad_s,0_500ms,interval,low,Sep7,42,0.12061860155619603
synchronized,r_rad_s,0_500ms,interval,middle,ALL,17,0.1346921456429815
synchronized,r_rad_s,0_500ms,interval,middle,ALL,23,0.1342719053928565
synchronized,r_rad_s,0_500ms,interval,middle,ALL,42,0.13159997314164443
synchronized,r_rad_s,0_500ms,interval,middle,Sep17,17,0.14110759189466396
synchronized,r_rad_s,0_500ms,interval,middle,Sep17,23,0.13991683081259929
synchronized,r_rad_s,0_500ms,interval,middle,Sep17,42,0.13845635241183657
synchronized,r_rad_s,0_500ms,interval,middle,Sep7,17,0.1289895267525971
synchronized,r_rad_s,0_500ms,interval,middle,Sep7,23,0.12925419390864062
synchronized,r_rad_s,0_500ms,interval,middle,Sep7,42,0.12550541379036256
synchronized,r_rad_s,100ms,endpoint,ALL,ALL,17,0.13462383844128098
synchronized,r_rad_s,100ms,endpoint,ALL,ALL,23,0.13702283728233478
synchronized,r_rad_s,100ms,endpoint,ALL,ALL,42,0.1326253848622374
synchronized,r_rad_s,100ms,endpoint,ALL,Sep17,17,0.13205325590035033
synchronized,r_rad_s,100ms,endpoint,ALL,Sep17,23,0.1418234623189452
synchronized,r_rad_s,100ms,endpoint,ALL,Sep17,42,0.13346354937759214
synchronized,r_rad_s,100ms,endpoint,ALL,Sep7,17,0.13690880069988595
synchronized,r_rad_s,100ms,endpoint,ALL,Sep7,23,0.13275561502756997
synchronized,r_rad_s,100ms,endpoint,ALL,Sep7,42,0.13188034973747767
synchronized,r_rad_s,100ms,endpoint,high,ALL,17,0.1505436133138781
synchronized,r_rad_s,100ms,endpoint,high,ALL,23,0.15256604285376932
synchronized,r_rad_s,100ms,endpoint,high,ALL,42,0.14976357655036743
synchronized,r_rad_s,100ms,endpoint,high,Sep17,17,0.1509980258338791
synchronized,r_rad_s,100ms,endpoint,high,Sep17,23,0.15544507168284227
synchronized,r_rad_s,100ms,endpoint,high,Sep17,42,0.15684745838493058
synchronized,r_rad_s,100ms,endpoint,high,Sep7,17,0.15013969107387726
synchronized,r_rad_s,100ms,endpoint,high,Sep7,23,0.15000690611681555
synchronized,r_rad_s,100ms,endpoint,high,Sep7,42,0.1434667926974224
synchronized,r_rad_s,100ms,endpoint,low,ALL,17,0.12497177370903717
synchronized,r_rad_s,100ms,endpoint,low,ALL,23,0.12456215033146104
synchronized,r_rad_s,100ms,endpoint,low,ALL,42,0.1214258096434951
synchronized,r_rad_s,100ms,endpoint,low,Sep17,17,0.11530040308935348
synchronized,r_rad_s,100ms,endpoint,low,Sep17,23,0.12192514161527494
synchronized,r_rad_s,100ms,endpoint,low,Sep17,42,0.11426550126913815
synchronized,r_rad_s,100ms,endpoint,low,Sep7,17,0.13356854759320044
synchronized,r_rad_s,100ms,endpoint,low,Sep7,23,0.12690615807918204
synchronized,r_rad_s,100ms,endpoint,low,Sep7,42,0.12779052819847905
synchronized,r_rad_s,100ms,endpoint,middle,ALL,17,0.13007691664275112
synchronized,r_rad_s,100ms,endpoint,middle,ALL,23,0.13314111901301307
synchronized,r_rad_s,100ms,endpoint,middle,ALL,42,0.1275795718485704
synchronized,r_rad_s,100ms,endpoint,middle,Sep17,17,0.12697714605458038
synchronized,r_rad_s,100ms,endpoint,middle,Sep17,23,0.1390627851272222
synchronized,r_rad_s,100ms,endpoint,middle,Sep17,42,0.12734107247116352
synchronized,r_rad_s,100ms,endpoint,middle,Sep7,17,0.13283226827668068
synchronized,r_rad_s,100ms,endpoint,middle,Sep7,23,0.1278774158003827
synchronized,r_rad_s,100ms,endpoint,middle,Sep7,42,0.12779157129515434
synchronized,r_rad_s,1s,endpoint,ALL,ALL,17,0.1670860741168073
synchronized,r_rad_s,1s,endpoint,ALL,ALL,23,0.16206283375325375
synchronized,r_rad_s,1s,endpoint,ALL,ALL,42,0.16703354957091135
synchronized,r_rad_s,1s,endpoint,ALL,Sep17,17,0.187936416562075
synchronized,r_rad_s,1s,endpoint,ALL,Sep17,23,0.17841134032416806
synchronized,r_rad_s,1s,endpoint,ALL,Sep17,42,0.19195065020110944
synchronized,r_rad_s,1s,endpoint,ALL,Sep7,17,0.14855243638768043
synchronized,r_rad_s,1s,endpoint,ALL,Sep7,23,0.14753082791244107
synchronized,r_rad_s,1s,endpoint,ALL,Sep7,42,0.14488501567740195
synchronized,r_rad_s,1s,endpoint,high,ALL,17,0.17982810522356413
synchronized,r_rad_s,1s,endpoint,high,ALL,23,0.18017478249758
synchronized,r_rad_s,1s,endpoint,high,ALL,42,0.18096299699615612
synchronized,r_rad_s,1s,endpoint,high,Sep17,17,0.20912287290113757
synchronized,r_rad_s,1s,endpoint,high,Sep17,23,0.20651827048125126
synchronized,r_rad_s,1s,endpoint,high,Sep17,42,0.21230327612388336
synchronized,r_rad_s,1s,endpoint,high,Sep7,17,0.15378831173238774
synchronized,r_rad_s,1s,endpoint,high,Sep7,23,0.15675834873431668
synchronized,r_rad_s,1s,endpoint,high,Sep7,42,0.153104971104843
synchronized,r_rad_s,1s,endpoint,low,ALL,17,0.15331488764183618
synchronized,r_rad_s,1s,endpoint,low,ALL,23,0.14756672793155942
synchronized,r_rad_s,1s,endpoint,low,ALL,42,0.15342759951016569
synchronized,r_rad_s,1s,endpoint,low,Sep17,17,0.16793470477452327
synchronized,r_rad_s,1s,endpoint,low,Sep17,23,0.15456964507112747
synchronized,r_rad_s,1s,endpoint,low,Sep17,42,0.17142222775828414
synchronized,r_rad_s,1s,endpoint,low,Sep7,17,0.1403194946350032
synchronized,r_rad_s,1s,endpoint,low,Sep7,23,0.14134191269638785
synchronized,r_rad_s,1s,endpoint,low,Sep7,42,0.13743237440072703
synchronized,r_rad_s,1s,endpoint,middle,ALL,17,0.16748427929809376
synchronized,r_rad_s,1s,endpoint,middle,ALL,23,0.16069185448903583
synchronized,r_rad_s,1s,endpoint,middle,ALL,42,0.1667051898661561
synchronized,r_rad_s,1s,endpoint,middle,Sep17,17,0.17979742501973814
synchronized,r_rad_s,1s,endpoint,middle,Sep17,23,0.17039662819398865
synchronized,r_rad_s,1s,endpoint,middle,Sep17,42,0.18434337971264797
synchronized,r_rad_s,1s,endpoint,middle,Sep7,17,0.1565392608788543
synchronized,r_rad_s,1s,endpoint,middle,Sep7,23,0.15206538897352223
synchronized,r_rad_s,1s,endpoint,middle,Sep7,42,0.15102679889149662
synchronized,r_rad_s,200ms,endpoint,ALL,ALL,17,0.14410711024208372
synchronized,r_rad_s,200ms,endpoint,ALL,ALL,23,0.142654238821364
synchronized,r_rad_s,200ms,endpoint,ALL,ALL,42,0.1416023034474557
synchronized,r_rad_s,200ms,endpoint,ALL,Sep17,17,0.15200039604445878
synchronized,r_rad_s,200ms,endpoint,ALL,Sep17,23,0.14856237581323153
synchronized,r_rad_s,200ms,endpoint,ALL,Sep17,42,0.15262583168859156
synchronized,r_rad_s,200ms,endpoint,ALL,Sep7,17,0.13709085619552816
synchronized,r_rad_s,200ms,endpoint,ALL,Sep7,23,0.13740256149525953
synchronized,r_rad_s,200ms,endpoint,ALL,Sep7,42,0.13180361167755714
synchronized,r_rad_s,200ms,endpoint,high,ALL,17,0.17592737360180832
synchronized,r_rad_s,200ms,endpoint,high,ALL,23,0.16959103582680055
synchronized,r_rad_s,200ms,endpoint,high,ALL,42,0.17401297154858236
synchronized,r_rad_s,200ms,endpoint,high,Sep17,17,0.19178766309630277
synchronized,r_rad_s,200ms,endpoint,high,Sep17,23,0.1858673204110788
synchronized,r_rad_s,200ms,endpoint,high,Sep17,42,0.19987923356828513
synchronized,r_rad_s,200ms,endpoint,high,Sep7,17,0.16182933849559103
synchronized,r_rad_s,200ms,endpoint,high,Sep7,23,0.1551232273074421
synchronized,r_rad_s,200ms,endpoint,high,Sep7,42,0.1510207386421799
synchronized,r_rad_s,200ms,endpoint,low,ALL,17,0.1278827869270918
synchronized,r_rad_s,200ms,endpoint,low,ALL,23,0.12904683454891744
synchronized,r_rad_s,200ms,endpoint,low,ALL,42,0.12477644593037632
synchronized,r_rad_s,200ms,endpoint,low,Sep17,17,0.12107196253735103
synchronized,r_rad_s,200ms,endpoint,low,Sep17,23,0.1195344996704044
synchronized,r_rad_s,200ms,endpoint,low,Sep17,42,0.11757367800608504
synchronized,r_rad_s,200ms,endpoint,low,Sep7,17,0.13393685305130584
synchronized,r_rad_s,200ms,endpoint,low,Sep7,23,0.1375022433298179
synchronized,r_rad_s,200ms,endpoint,low,Sep7,42,0.1311789063075241
synchronized,r_rad_s,200ms,endpoint,middle,ALL,17,0.13602635078284409
synchronized,r_rad_s,200ms,endpoint,middle,ALL,23,0.13515812730387713
synchronized,r_rad_s,200ms,endpoint,middle,ALL,42,0.13253890588101364
synchronized,r_rad_s,200ms,endpoint,middle,Sep17,17,0.13895771688879344
synchronized,r_rad_s,200ms,endpoint,middle,Sep17,23,0.13699327289631466
synchronized,r_rad_s,200ms,endpoint,middle,Sep17,42,0.13832745461341542
synchronized,r_rad_s,200ms,endpoint,middle,Sep7,17,0.13342069202200021
synchronized,r_rad_s,200ms,endpoint,middle,Sep7,23,0.13352688677726604
synchronized,r_rad_s,200ms,endpoint,middle,Sep7,42,0.1273935292299898
synchronized,r_rad_s,500_1000ms,interval,ALL,ALL,17,0.16254522790728393
synchronized,r_rad_s,500_1000ms,interval,ALL,ALL,23,0.1574602826591502
synchronized,r_rad_s,500_1000ms,interval,ALL,ALL,42,0.1607687422393945
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep17,17,0.1807037549456831
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep17,23,0.1713574124791001
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep17,42,0.1798265702070256
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep7,17,0.14640431498426246
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep7,23,0.14510727837475032
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep7,42,0.1438284507126113
synchronized,r_rad_s,500_1000ms,interval,high,ALL,17,0.18216130001120295
synchronized,r_rad_s,500_1000ms,interval,high,ALL,23,0.17756005517242213
synchronized,r_rad_s,500_1000ms,interval,high,ALL,42,0.18342764448237983
synchronized,r_rad_s,500_1000ms,interval,high,Sep17,17,0.2019669371762766
synchronized,r_rad_s,500_1000ms,interval,high,Sep17,23,0.1956911465505092
synchronized,r_rad_s,500_1000ms,interval,high,Sep17,42,0.2023168498657798
synchronized,r_rad_s,500_1000ms,interval,high,Sep7,17,0.16455628919780416
synchronized,r_rad_s,500_1000ms,interval,high,Sep7,23,0.16144352950301138
synchronized,r_rad_s,500_1000ms,interval,high,Sep7,42,0.16663723969713543
synchronized,r_rad_s,500_1000ms,interval,low,ALL,17,0.1474558735317718
synchronized,r_rad_s,500_1000ms,interval,low,ALL,23,0.14241498982608466
synchronized,r_rad_s,500_1000ms,interval,low,ALL,42,0.14561334789293237
synchronized,r_rad_s,500_1000ms,interval,low,Sep17,17,0.15662828993360106
synchronized,r_rad_s,500_1000ms,interval,low,Sep17,23,0.14641834685297592
synchronized,r_rad_s,500_1000ms,interval,low,Sep17,42,0.15547917834933156
synchronized,r_rad_s,500_1000ms,interval,low,Sep7,17,0.13930261450792358
synchronized,r_rad_s,500_1000ms,interval,low,Sep7,23,0.13885645024662577
synchronized,r_rad_s,500_1000ms,interval,low,Sep7,42,0.1368437208205775
synchronized,r_rad_s,500_1000ms,interval,middle,ALL,17,0.1627787893656232
synchronized,r_rad_s,500_1000ms,interval,middle,ALL,23,0.1567825360876287
synchronized,r_rad_s,500_1000ms,interval,middle,ALL,42,0.1600143370714465
synchronized,r_rad_s,500_1000ms,interval,middle,Sep17,17,0.17672587224074038
synchronized,r_rad_s,500_1000ms,interval,middle,Sep17,23,0.16617560802593098
synchronized,r_rad_s,500_1000ms,interval,middle,Sep17,42,0.1757626686518748
synchronized,r_rad_s,500_1000ms,interval,middle,Sep7,17,0.150381382365519
synchronized,r_rad_s,500_1000ms,interval,middle,Sep7,23,0.14843313880913778
synchronized,r_rad_s,500_1000ms,interval,middle,Sep7,42,0.14601582011106579
synchronized,r_rad_s,500ms,endpoint,ALL,ALL,17,0.15145963411266436
synchronized,r_rad_s,500ms,endpoint,ALL,ALL,23,0.14856136090244262
synchronized,r_rad_s,500ms,endpoint,ALL,ALL,42,0.14652931900328278
synchronized,r_rad_s,500ms,endpoint,ALL,Sep17,17,0.16630452145431687
synchronized,r_rad_s,500ms,endpoint,ALL,Sep17,23,0.16062215075714345
synchronized,r_rad_s,500ms,endpoint,ALL,Sep17,42,0.16137120221698015
synchronized,r_rad_s,500ms,endpoint,ALL,Sep7,17,0.13826417869786212
synchronized,r_rad_s,500ms,endpoint,ALL,Sep7,23,0.13784065880937524
synchronized,r_rad_s,500ms,endpoint,ALL,Sep7,42,0.13333653392444067
synchronized,r_rad_s,500ms,endpoint,high,ALL,17,0.18346836307056358
synchronized,r_rad_s,500ms,endpoint,high,ALL,23,0.1802332570816901
synchronized,r_rad_s,500ms,endpoint,high,ALL,42,0.18141615022860114
synchronized,r_rad_s,500ms,endpoint,high,Sep17,17,0.18581316346089258
synchronized,r_rad_s,500ms,endpoint,high,Sep17,23,0.1860833527847364
synchronized,r_rad_s,500ms,endpoint,high,Sep17,42,0.1862220888731148
synchronized,r_rad_s,500ms,endpoint,high,Sep7,17,0.18138409605693778
synchronized,r_rad_s,500ms,endpoint,high,Sep7,23,0.1750331720123156
synchronized,r_rad_s,500ms,endpoint,high,Sep7,42,0.17714420476681123
synchronized,r_rad_s,500ms,endpoint,low,ALL,17,0.13432162475317144
synchronized,r_rad_s,500ms,endpoint,low,ALL,23,0.13104714870834933
synchronized,r_rad_s,500ms,endpoint,low,ALL,42,0.12732027086816156
synchronized,r_rad_s,500ms,endpoint,low,Sep17,17,0.14427448422578806
synchronized,r_rad_s,500ms,endpoint,low,Sep17,23,0.13500293745680575
synchronized,r_rad_s,500ms,endpoint,low,Sep17,42,0.1356055168379466
synchronized,r_rad_s,500ms,endpoint,low,Sep7,17,0.12547463855529
synchronized,r_rad_s,500ms,endpoint,low,Sep7,23,0.12753089204305476
synchronized,r_rad_s,500ms,endpoint,low,Sep7,42,0.1199556077839082
synchronized,r_rad_s,500ms,endpoint,middle,ALL,17,0.1503843501895286
synchronized,r_rad_s,500ms,endpoint,middle,ALL,23,0.1461897990171431
synchronized,r_rad_s,500ms,endpoint,middle,ALL,42,0.14401001925181672
synchronized,r_rad_s,500ms,endpoint,middle,Sep17,17,0.1638318311277951
synchronized,r_rad_s,500ms,endpoint,middle,Sep17,23,0.1561633872422822
synchronized,r_rad_s,500ms,endpoint,middle,Sep17,42,0.15678767394236173
synchronized,r_rad_s,500ms,endpoint,middle,Sep7,17,0.1384310337999584
synchronized,r_rad_s,500ms,endpoint,middle,Sep7,23,0.13732438726146393
synchronized,r_rad_s,500ms,endpoint,middle,Sep7,42,0.13265210397133229
synchronized,rate_rad_s,0_500ms,interval,ALL,ALL,17,0.5354801711500691
synchronized,rate_rad_s,0_500ms,interval,ALL,ALL,23,0.5319594330778623
synchronized,rate_rad_s,0_500ms,interval,ALL,ALL,42,0.5363176898657733
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep17,17,0.5183055631133855
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep17,23,0.5136433253655027
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep17,42,0.5162025709708195
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep7,17,0.5507464894048991
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep7,23,0.5482404177110709
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep7,42,0.5541977955501769
synchronized,rate_rad_s,0_500ms,interval,high,ALL,17,0.5956172408152933
synchronized,rate_rad_s,0_500ms,interval,high,ALL,23,0.5945294340057828
synchronized,rate_rad_s,0_500ms,interval,high,ALL,42,0.597155506294929
synchronized,rate_rad_s,0_500ms,interval,high,Sep17,17,0.5923777780467795
synchronized,rate_rad_s,0_500ms,interval,high,Sep17,23,0.5970230091008653
synchronized,rate_rad_s,0_500ms,interval,high,Sep17,42,0.5991374872512452
synchronized,rate_rad_s,0_500ms,interval,high,Sep7,17,0.5984967632761945
synchronized,rate_rad_s,0_500ms,interval,high,Sep7,23,0.5923129228101538
synchronized,rate_rad_s,0_500ms,interval,high,Sep7,42,0.5953937454448701
synchronized,rate_rad_s,0_500ms,interval,low,ALL,17,0.5119253291514869
synchronized,rate_rad_s,0_500ms,interval,low,ALL,23,0.5079062612702909
synchronized,rate_rad_s,0_500ms,interval,low,ALL,42,0.5121738511716323
synchronized,rate_rad_s,0_500ms,interval,low,Sep17,17,0.484145041425198
synchronized,rate_rad_s,0_500ms,interval,low,Sep17,23,0.47892039930591496
synchronized,rate_rad_s,0_500ms,interval,low,Sep17,42,0.477876100742144
synchronized,rate_rad_s,0_500ms,interval,low,Sep7,17,0.5366189182415214
synchronized,rate_rad_s,0_500ms,interval,low,Sep7,23,0.5336714719052918
synchronized,rate_rad_s,0_500ms,interval,low,Sep7,42,0.5426607404422885
synchronized,rate_rad_s,0_500ms,interval,middle,ALL,17,0.5256119987868849
synchronized,rate_rad_s,0_500ms,interval,middle,ALL,23,0.5210168784341442
synchronized,rate_rad_s,0_500ms,interval,middle,ALL,42,0.5242120099569889
synchronized,rate_rad_s,0_500ms,interval,middle,Sep17,17,0.49615635050171536
synchronized,rate_rad_s,0_500ms,interval,middle,Sep17,23,0.4870957894692314
synchronized,rate_rad_s,0_500ms,interval,middle,Sep17,42,0.4910008695775838
synchronized,rate_rad_s,0_500ms,interval,middle,Sep7,17,0.5517947972625913
synchronized,rate_rad_s,0_500ms,interval,middle,Sep7,23,0.5511689575140668
synchronized,rate_rad_s,0_500ms,interval,middle,Sep7,42,0.5537330236275712
synchronized,rate_rad_s,100ms,endpoint,ALL,ALL,17,0.5149472400160815
synchronized,rate_rad_s,100ms,endpoint,ALL,ALL,23,0.5147807676021122
synchronized,rate_rad_s,100ms,endpoint,ALL,ALL,42,0.5208506340880582
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep17,17,0.4998439386773141
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep17,23,0.4998440149914888
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep17,42,0.5051073344974141
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep7,17,0.5283723967616525
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep7,23,0.5280578810337774
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep7,42,0.5348446781686308
synchronized,rate_rad_s,100ms,endpoint,high,ALL,17,0.5749559148451733
synchronized,rate_rad_s,100ms,endpoint,high,ALL,23,0.5754922959183958
synchronized,rate_rad_s,100ms,endpoint,high,ALL,42,0.5863385841644004
synchronized,rate_rad_s,100ms,endpoint,high,Sep17,17,0.5819606032424425
synchronized,rate_rad_s,100ms,endpoint,high,Sep17,23,0.5864554249503781
synchronized,rate_rad_s,100ms,endpoint,high,Sep17,42,0.6039116460039875
synchronized,rate_rad_s,100ms,endpoint,high,Sep7,17,0.5687295251587118
synchronized,rate_rad_s,100ms,endpoint,high,Sep7,23,0.5657472923344117
synchronized,rate_rad_s,100ms,endpoint,high,Sep7,42,0.570718084751434
synchronized,rate_rad_s,100ms,endpoint,low,ALL,17,0.4821073863569432
synchronized,rate_rad_s,100ms,endpoint,low,ALL,23,0.4841655731791975
synchronized,rate_rad_s,100ms,endpoint,low,ALL,42,0.4841565298780621
synchronized,rate_rad_s,100ms,endpoint,low,Sep17,17,0.4369893389668513
synchronized,rate_rad_s,100ms,endpoint,low,Sep17,23,0.44079188536162206
synchronized,rate_rad_s,100ms,endpoint,low,Sep17,42,0.43272578285033036
synchronized,rate_rad_s,100ms,endpoint,low,Sep7,17,0.5222123173703581
synchronized,rate_rad_s,100ms,endpoint,low,Sep7,23,0.5227199623503755
synchronized,rate_rad_s,100ms,endpoint,low,Sep7,42,0.5298727494582682
synchronized,rate_rad_s,100ms,endpoint,middle,ALL,17,0.4991984758000858
synchronized,rate_rad_s,100ms,endpoint,middle,ALL,23,0.49948405526801537
synchronized,rate_rad_s,100ms,endpoint,middle,ALL,42,0.5030059497142473
synchronized,rate_rad_s,100ms,endpoint,middle,Sep17,17,0.478228813753737
synchronized,rate_rad_s,100ms,endpoint,middle,Sep17,23,0.47645141807332003
synchronized,rate_rad_s,100ms,endpoint,middle,Sep17,42,0.48053479067951327
synchronized,rate_rad_s,100ms,endpoint,middle,Sep7,17,0.5178381753968402
synchronized,rate_rad_s,100ms,endpoint,middle,Sep7,23,0.5199575105521891
synchronized,rate_rad_s,100ms,endpoint,middle,Sep7,42,0.5229803133006775
synchronized,rate_rad_s,1s,endpoint,ALL,ALL,17,0.5834520730744432
synchronized,rate_rad_s,1s,endpoint,ALL,ALL,23,0.5911345674175105
synchronized,rate_rad_s,1s,endpoint,ALL,ALL,42,0.5820522295744013
synchronized,rate_rad_s,1s,endpoint,ALL,Sep17,17,0.57637556408914
synchronized,rate_rad_s,1s,endpoint,ALL,Sep17,23,0.5897323248331008
synchronized,rate_rad_s,1s,endpoint,ALL,Sep17,42,0.573745336102656
synchronized,rate_rad_s,1s,endpoint,ALL,Sep7,17,0.5897423032836016
synchronized,rate_rad_s,1s,endpoint,ALL,Sep7,23,0.5923810052703192
