condition,metric,horizon,kind,group,cohort,mean,std
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,ALL,0.12998200120037484,0.00121505422504181
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep17,0.137616859386813,0.0013355652325793435
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep7,0.12319546059020754,0.0031104675792587994
synchronized_lowpass,r_rad_s,200ms,endpoint,high,ALL,0.1628573940922359,0.0033403965694952797
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep17,0.17761537404498093,0.0059002698827562445
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep7,0.14973918968979585,0.005913968068906625
synchronized_lowpass,r_rad_s,200ms,endpoint,low,ALL,0.11437254524677988,0.0022747188510942973
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep17,0.10715057111375435,0.002444117169202059
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep7,0.12079207780946925,0.002883254369606012
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,ALL,0.12046647295381215,0.002423991926063315
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep17,0.12675930552274617,0.0020336422905980482
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep7,0.1148728440036486,0.0036213970845586064
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,ALL,0.14771255783436024,0.0024720228802490047
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep17,0.16682376398023788,0.005215740725320083
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,Sep7,0.13072481903802458,0.001442943479456071
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,ALL,0.17071490295380046,0.0031379979954491953
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep17,0.18954097951118307,0.0038256485949125685
synchronized_lowpass,r_rad_s,500_1000ms,interval,high,Sep7,0.15398061268057153,0.002594824937770884
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,ALL,0.13102016017285087,0.0025047112883844623
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep17,0.14020072489214316,0.0057810148069859495
synchronized_lowpass,r_rad_s,500_1000ms,interval,low,Sep7,0.12285965820014666,0.0016128551724081763
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,ALL,0.1473227785949821,0.0028882261800178806
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep17,0.16297570067009992,0.005909753902713
synchronized_lowpass,r_rad_s,500_1000ms,interval,middle,Sep7,0.13340907008376632,0.0023977089895848066
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,ALL,0.13417498854882418,0.0017996096932536628
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep17,0.14860032529186692,0.0022034632731382695
synchronized_lowpass,r_rad_s,500ms,endpoint,ALL,Sep7,0.12135246699945285,0.0036832677783243902
synchronized_lowpass,r_rad_s,500ms,endpoint,high,ALL,0.16310147845337677,0.00064968919173672
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep17,0.17148893168708504,0.002533406418974653
synchronized_lowpass,r_rad_s,500ms,endpoint,high,Sep7,0.15564596446785836,0.003180200847522734
synchronized_lowpass,r_rad_s,500ms,endpoint,low,ALL,0.11598363427586626,0.002837427581386357
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep17,0.12115590856293428,0.0037432572369933722
synchronized_lowpass,r_rad_s,500ms,endpoint,low,Sep7,0.11138605713180579,0.005450743423794511
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,ALL,0.13241311696551203,0.0023076693033321624
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep17,0.14501694312249222,0.003276450126886221
synchronized_lowpass,r_rad_s,500ms,endpoint,middle,Sep7,0.12120971593708522,0.002979303941482564
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,ALL,0.3480361564408517,0.0016304386071343776
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep17,0.35365382256383926,0.001509305577483355
synchronized_lowpass,rate_rad_s,0_500ms,interval,ALL,Sep7,0.3430426754426406,0.001983074523707293
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,ALL,0.4115855751429905,0.0017959300559015575
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep17,0.43429593121998417,0.006158281181681191
synchronized_lowpass,rate_rad_s,0_500ms,interval,high,Sep7,0.3913985919634406,0.002083060751672045
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,ALL,0.3129042410600727,0.001574684069409113
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep17,0.2992089060784389,0.0007055123446377593
synchronized_lowpass,rate_rad_s,0_500ms,interval,low,Sep7,0.3250778721548582,0.003461853674530858
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,ALL,0.3409125326065985,0.0010481154620987116
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep17,0.33245064915034767,0.0015671573934059764
synchronized_lowpass,rate_rad_s,0_500ms,interval,middle,Sep7,0.3484342067899325,0.0009459929008316549
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,ALL,0.3232553405039766,0.0019527220999643587
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep17,0.32245518725766664,0.0011123448399343234
synchronized_lowpass,rate_rad_s,100ms,endpoint,ALL,Sep7,0.3239665878340299,0.002700663289270135
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,ALL,0.3793255376777414,0.008505426506138884
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep17,0.3894006911122287,0.006720906074426627
synchronized_lowpass,rate_rad_s,100ms,endpoint,high,Sep7,0.370369845735975,0.010798397452473286
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,ALL,0.2938705913021083,0.004479712364450972
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep17,0.27617146798316417,0.009607224708850596
synchronized_lowpass,rate_rad_s,100ms,endpoint,low,Sep7,0.309603145363392,0.002135370754496464
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,ALL,0.3142746001435839,0.0008716588119215649
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep17,0.3062371640592197,0.0012394137381413267
synchronized_lowpass,rate_rad_s,100ms,endpoint,middle,Sep7,0.3214189877741298,0.0027088117175445878
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,ALL,0.3898672184404399,0.001555118695297304
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep17,0.4148765883683896,0.002685128457477657
synchronized_lowpass,rate_rad_s,1s,endpoint,ALL,Sep7,0.3676366673933736,0.0007644117793792892
synchronized_lowpass,rate_rad_s,1s,endpoint,high,ALL,0.43899950346600974,0.003150130556007288
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep17,0.4834549115596823,0.006064831415181072
synchronized_lowpass,rate_rad_s,1s,endpoint,high,Sep7,0.39948358516052296,0.0074166503734543485
synchronized_lowpass,rate_rad_s,1s,endpoint,low,ALL,0.363766087458218,0.0034804798759001912
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep17,0.3761881523735398,0.004891822926110184
synchronized_lowpass,rate_rad_s,1s,endpoint,low,Sep7,0.35272425197793184,0.002884206834730138
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,ALL,0.3828975601993429,0.0021416752015697787
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep17,0.39460186609701414,0.0019241251015266877
synchronized_lowpass,rate_rad_s,1s,endpoint,middle,Sep7,0.3724937327347462,0.0036089015316162236
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,ALL,0.34736046664852355,0.003446515559667401
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep17,0.3479299192740563,0.0027311955423571952
synchronized_lowpass,rate_rad_s,200ms,endpoint,ALL,Sep7,0.3468542865369389,0.005636865690203091
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,ALL,0.41537697860887074,0.0024693443230874262
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep17,0.4455617024551841,0.010501609995125545
synchronized_lowpass,rate_rad_s,200ms,endpoint,high,Sep7,0.3885461129677033,0.007751311267645048
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,ALL,0.3084035806712868,0.00553837294656604
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep17,0.2786509955403477,0.004655889668845708
synchronized_lowpass,rate_rad_s,200ms,endpoint,low,Sep7,0.3348503230098993,0.007366265054869369
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,ALL,0.3335936304343224,0.002273089475720656
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep17,0.31915153719074746,0.002349722138997687
synchronized_lowpass,rate_rad_s,200ms,endpoint,middle,Sep7,0.3464310466508335,0.004083088517310035
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,ALL,0.38375895682600064,0.0023111384638192047
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep17,0.3992314129095214,0.0023816671683633155
synchronized_lowpass,rate_rad_s,500_1000ms,interval,ALL,Sep7,0.37000566252953765,0.0023459311936889536
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,ALL,0.4419837608628245,0.0038429110871439015
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep17,0.4704992092710066,0.0031867836843762305
synchronized_lowpass,rate_rad_s,500_1000ms,interval,high,Sep7,0.41663669561110694,0.005005762336170144
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,ALL,0.3522455833645017,0.0021660501941853823
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep17,0.3526102272056246,0.0013776635430528539
synchronized_lowpass,rate_rad_s,500_1000ms,interval,low,Sep7,0.35192145550572573,0.0028672723539816926
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,ALL,0.3781737448589906,0.0018026954298210802
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep17,0.38041186053230197,0.002299870257629217
synchronized_lowpass,rate_rad_s,500_1000ms,interval,middle,Sep7,0.37618430870493597,0.0017017368039543353
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,ALL,0.36738278263837415,0.0030007144261241384
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep17,0.37686348334310055,0.0025732180524719803
synchronized_lowpass,rate_rad_s,500ms,endpoint,ALL,Sep7,0.3589554931230617,0.003497843506226498
synchronized_lowpass,rate_rad_s,500ms,endpoint,high,ALL,0.42669127125852874,0.0033618417119616116
synchronized_lowpass,rate_rad_s,500ms,endpoint,high,Sep17,0.44072323152743936,0.006407595721420202
synchronized_lowpass,rate_rad_s,500ms,endpoint,high,Sep7,0.4142184176861637,0.005593082573912052
synchronized_lowpass,rate_rad_s,500ms,endpoint,low,ALL,0.33535839137091966,0.002794161277133997
synchronized_lowpass,rate_rad_s,500ms,endpoint,low,Sep17,0.3281395564395034,0.003332278772776387
synchronized_lowpass,rate_rad_s,500ms,endpoint,low,Sep7,0.34177513353217853,0.0033387456588830394
synchronized_lowpass,rate_rad_s,500ms,endpoint,middle,ALL,0.35917554289851533,0.003469401699782668
synchronized_lowpass,rate_rad_s,500ms,endpoint,middle,Sep17,0.35886895089826015,0.002729449919102826
synchronized_lowpass,rate_rad_s,500ms,endpoint,middle,Sep7,0.35944806912096433,0.004150853773799586
