model,seed,flight_id,cohort,horizon_s,n_windows,metric,value
B2_StandardGRU,42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,delta_omega_rmse_rad_s,0.6611257531811762
B2_StandardGRU,42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,delta_omega_rmse_rad_s,0.6171677206092125
B2_StandardGRU,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,delta_omega_rmse_rad_s,0.6056462302335865
B2_StandardGRU,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,delta_omega_rmse_rad_s,0.5769891421954801
B2_StandardGRU,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,delta_omega_rmse_rad_s,0.6106643856461941
B2_StandardGRU,42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,delta_omega_rmse_rad_s,0.5797177574763934
B2_StandardGRU,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,delta_omega_rmse_rad_s,0.5402132062168389
B2_StandardGRU,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,delta_omega_rmse_rad_s,0.6483647037301845
B2_StandardGRU,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,delta_omega_rmse_rad_s,0.7490378161965617
B2_StandardGRU,42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,delta_omega_rmse_rad_s,0.6530316529784579
B2_StandardGRU,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,delta_omega_rmse_rad_s,0.5476413019531
B2_StandardGRU,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,delta_omega_rmse_rad_s,0.5634197399131794
B2_StandardGRU,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,delta_omega_rmse_rad_s,0.6352492593171818
B2_StandardGRU,42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,delta_omega_rmse_rad_s,0.6440741633819678
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,delta_omega_rmse_rad_s,0.5407381136437887
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,delta_omega_rmse_rad_s,0.6383190811741031
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,delta_omega_rmse_rad_s,0.5923878200656783
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,delta_omega_rmse_rad_s,0.6136344478774937
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,delta_omega_rmse_rad_s,0.5383523602244054
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,delta_omega_rmse_rad_s,0.6037287330722884
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,delta_omega_rmse_rad_s,0.6083040182310151
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,delta_omega_rmse_rad_s,0.5981962975608573
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,delta_omega_rmse_rad_s,0.5543989269227464
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,delta_omega_rmse_rad_s,0.594800737415926
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,delta_omega_rmse_rad_s,0.6008072006879432
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,delta_omega_rmse_rad_s,0.6234862069308917
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,delta_omega_rmse_rad_s,0.6126936616487727
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,delta_omega_rmse_rad_s,0.5477626819294313
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,delta_omega_rmse_rad_s,0.6002356506515469
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,delta_omega_rmse_rad_s,0.5637150453241199
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,delta_omega_rmse_rad_s,0.5720765288425828
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,delta_omega_rmse_rad_s,0.5645971989209042
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,delta_omega_rmse_rad_s,0.5829496604021719
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,delta_omega_rmse_rad_s,0.6538843749633954
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,velocity_x_rmse_m_s,0.23252890829008788
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,velocity_x_rmse_m_s,0.3668440320333301
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,velocity_x_rmse_m_s,0.8249227011525201
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,velocity_x_rmse_m_s,1.539609882502072
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,velocity_x_rmse_m_s,0.1728807527556353
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,velocity_x_rmse_m_s,0.3611541770902255
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,velocity_x_rmse_m_s,0.728026090175989
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,velocity_x_rmse_m_s,1.38298757035969
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,velocity_x_rmse_m_s,0.22990831832381595
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,velocity_x_rmse_m_s,0.3435502752698508
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,velocity_x_rmse_m_s,0.7304072828962269
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,velocity_x_rmse_m_s,1.3809526601260629
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,velocity_x_rmse_m_s,0.20279285590694315
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,velocity_x_rmse_m_s,0.3370399337337769
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,velocity_x_rmse_m_s,0.7966844529976093
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,velocity_x_rmse_m_s,1.5477063486240583
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,velocity_x_rmse_m_s,0.20087313781555363
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,velocity_x_rmse_m_s,0.33376239457799145
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,velocity_x_rmse_m_s,0.6644868966497831
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,velocity_x_rmse_m_s,1.2275787348864657
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,velocity_x_rmse_m_s,0.19399718572960076
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,velocity_x_rmse_m_s,0.35778392303255857
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,velocity_x_rmse_m_s,0.7411018600870889
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,velocity_x_rmse_m_s,1.301068091336886
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,velocity_x_rmse_m_s,0.19837513742051768
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,velocity_x_rmse_m_s,0.2719548001504535
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,velocity_x_rmse_m_s,0.630318246851368
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,velocity_x_rmse_m_s,1.223659619698933
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,velocity_x_rmse_m_s,0.21208020559361437
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,velocity_x_rmse_m_s,0.3174152865682637
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,velocity_x_rmse_m_s,0.7148563941163824
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,velocity_x_rmse_m_s,1.1771132398338267
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,velocity_x_rmse_m_s,0.1775447304455309
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,velocity_x_rmse_m_s,0.28917356179681397
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,velocity_x_rmse_m_s,0.6663385771334474
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,velocity_x_rmse_m_s,1.2561192987378322
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,velocity_x_rmse_m_s,0.17546620359365717
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,velocity_x_rmse_m_s,0.24435522202624982
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,velocity_x_rmse_m_s,0.5666395131222195
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,velocity_x_rmse_m_s,1.0831575499750858
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,velocity_x_rmse_m_s,0.20648121131274094
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,velocity_x_rmse_m_s,0.2607285078726311
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,velocity_x_rmse_m_s,0.6124427401274357
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,velocity_x_rmse_m_s,1.1683832797966565
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,velocity_x_rmse_m_s,0.20125721692432474
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,velocity_x_rmse_m_s,0.27668978560453644
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,velocity_x_rmse_m_s,0.6805855386366351
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,velocity_x_rmse_m_s,1.270607392689285
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,velocity_x_rmse_m_s,0.2413015881818618
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,velocity_x_rmse_m_s,0.29045861397194167
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,velocity_x_rmse_m_s,0.5906467512911837
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,velocity_x_rmse_m_s,1.149471248306714
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,velocity_x_rmse_m_s,0.18545420142651134
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,velocity_x_rmse_m_s,0.3095529722814066
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,velocity_x_rmse_m_s,0.6832437604581132
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,velocity_x_rmse_m_s,1.3185389948339519
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,velocity_x_rmse_m_s,0.20821283185600853
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,velocity_x_rmse_m_s,0.3310556871281845
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,velocity_x_rmse_m_s,0.7047067645502743
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,velocity_x_rmse_m_s,1.3735684900141143
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,velocity_x_rmse_m_s,0.19195894677171405
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,velocity_x_rmse_m_s,0.2947683258350719
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,velocity_x_rmse_m_s,0.6747534996424641
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,velocity_x_rmse_m_s,1.2158034091108831
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,velocity_x_rmse_m_s,0.23084818017312406
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,velocity_x_rmse_m_s,0.32563563626691366
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,velocity_x_rmse_m_s,0.7620843167654588
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,velocity_x_rmse_m_s,1.471151101051653
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,velocity_x_rmse_m_s,0.16959736625848823
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,velocity_x_rmse_m_s,0.17768587595427573
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,velocity_x_rmse_m_s,0.271160735940627
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,velocity_x_rmse_m_s,0.6081791295625842
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,velocity_x_rmse_m_s,0.13055846801146404
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,velocity_x_rmse_m_s,0.14770360676341962
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,velocity_x_rmse_m_s,0.22709220813861086
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,velocity_x_rmse_m_s,0.5261109947418394
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,velocity_x_rmse_m_s,0.15674492191118009
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,velocity_x_rmse_m_s,0.14786684880761344
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,velocity_x_rmse_m_s,0.25452592297223314
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,velocity_x_rmse_m_s,0.5514133716927019
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,velocity_x_rmse_m_s,0.14436912430680138
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,velocity_x_rmse_m_s,0.17165810629698625
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,velocity_x_rmse_m_s,0.29721586026473873
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,velocity_x_rmse_m_s,0.6741985193549773
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,velocity_x_rmse_m_s,0.13520582679570012
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,velocity_x_rmse_m_s,0.15574963384401738
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,velocity_x_rmse_m_s,0.23947739330979087
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,velocity_x_rmse_m_s,0.48999166214721473
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,velocity_x_rmse_m_s,0.13231924207990822
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,velocity_x_rmse_m_s,0.1522255508372568
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,velocity_x_rmse_m_s,0.22096598659499955
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,velocity_x_rmse_m_s,0.4929288554485972
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,velocity_x_rmse_m_s,0.12160445193680432
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,velocity_x_rmse_m_s,0.1459050362428905
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,velocity_x_rmse_m_s,0.259137020218221
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,velocity_x_rmse_m_s,0.5998960974565363
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,velocity_x_rmse_m_s,0.1724439263754549
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,velocity_x_rmse_m_s,0.2358042195183404
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,velocity_x_rmse_m_s,0.364100559682552
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,velocity_x_rmse_m_s,0.5637264362476769
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,velocity_x_rmse_m_s,0.13829142196564304
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,velocity_x_rmse_m_s,0.15662374208105082
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,velocity_x_rmse_m_s,0.26088596355653815
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,velocity_x_rmse_m_s,0.3978664329428777
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,velocity_x_rmse_m_s,0.12359257179426615
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,velocity_x_rmse_m_s,0.1484293219535771
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,velocity_x_rmse_m_s,0.22588505778905135
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,velocity_x_rmse_m_s,0.4588584661055222
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,velocity_x_rmse_m_s,0.12601882643377252
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,velocity_x_rmse_m_s,0.1453695100847366
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,velocity_x_rmse_m_s,0.23676166929815484
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,velocity_x_rmse_m_s,0.47748267566647357
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,velocity_x_rmse_m_s,0.13458962933461327
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,velocity_x_rmse_m_s,0.15852670287316153
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,velocity_x_rmse_m_s,0.3192773194590065
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,velocity_x_rmse_m_s,0.5693504525029148
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,velocity_x_rmse_m_s,0.18723993097095398
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,velocity_x_rmse_m_s,0.16711162996418363
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,velocity_x_rmse_m_s,0.23772732200668545
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,velocity_x_rmse_m_s,0.4259668154135518
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,velocity_x_rmse_m_s,0.10632661356959608
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,velocity_x_rmse_m_s,0.12106398902373894
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,velocity_x_rmse_m_s,0.19351956746879084
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,velocity_x_rmse_m_s,0.404824827321873
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,velocity_x_rmse_m_s,0.13023533938369056
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,velocity_x_rmse_m_s,0.13857994453015574
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,velocity_x_rmse_m_s,0.23678488559047034
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,velocity_x_rmse_m_s,0.4846259430973729
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,velocity_x_rmse_m_s,0.11058127035290777
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,velocity_x_rmse_m_s,0.10760771984462474
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,velocity_x_rmse_m_s,0.25130241296157635
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,velocity_x_rmse_m_s,0.34040845641168727
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,velocity_x_rmse_m_s,0.1436828458103479
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,velocity_x_rmse_m_s,0.16480678181248745
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,velocity_x_rmse_m_s,0.2742415914639175
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,velocity_x_rmse_m_s,0.478692932346028
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,velocity_x_rmse_m_s,0.1700793533127114
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,velocity_x_rmse_m_s,0.169708733961512
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,velocity_x_rmse_m_s,0.25383317924914356
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,velocity_x_rmse_m_s,0.5901412683245599
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,velocity_x_rmse_m_s,0.13108996877902798
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,velocity_x_rmse_m_s,0.15131067439142687
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,velocity_x_rmse_m_s,0.2263280592385001
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,velocity_x_rmse_m_s,0.5175600237997438
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,velocity_x_rmse_m_s,0.15168756134918746
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,velocity_x_rmse_m_s,0.1503124469069206
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,velocity_x_rmse_m_s,0.2449750123809441
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,velocity_x_rmse_m_s,0.5071723006683351
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,velocity_x_rmse_m_s,0.14109345403537576
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,velocity_x_rmse_m_s,0.16769885650537406
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,velocity_x_rmse_m_s,0.28366604402335166
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,velocity_x_rmse_m_s,0.6392356489117469
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,velocity_x_rmse_m_s,0.1353199066882442
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,velocity_x_rmse_m_s,0.14957669874607826
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,velocity_x_rmse_m_s,0.2581603717843999
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,velocity_x_rmse_m_s,0.49687703404767286
B1_MLP,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,velocity_x_rmse_m_s,0.1310312283578364
B1_MLP,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,velocity_x_rmse_m_s,0.1448675232860808
