scope,model,evaluation_target,signal,rmse,r2,pred_std,truth_std
fit,B2,D1_lp12,angular,22.19500725475396,0.12490462275080803,34.99733690634369,25.35659215404002
fit,B2,D1_lp12,linear,2.99556371048664,0.9269558475496756,11.365408346103811,11.09589953334897
fit,B2,increment10,angular,34.56324296494585,-29.47057691651458,34.99733690634369,6.255147368023859
fit,B2,increment10,linear,12.600475051792571,-11.747758643780447,11.365408346103811,3.6070591545604804
fit,B2,increment2,angular,22.62945329879018,0.41110913227737583,34.99733690634369,30.26237509283251
fit,B2,increment2,linear,4.294931202555428,0.8529503281576098,11.365408346103811,11.200584299250549
fit,B2,increment5,angular,32.83785698504961,-3.778019963252833,34.99733690634369,15.125451012511329
fit,B2,increment5,linear,10.267513746857466,-0.43773267924755904,11.365408346103811,8.58395202644089
fit,B3,D0_raw,angular,28.733175030112633,0.4897056567852702,27.976128301415585,40.76067007200082
fit,B3,D0_raw,linear,4.703441835018802,0.8418635009868185,10.956704490737705,11.8237122783464
fit,B3,D1_lp12,angular,18.373530892232388,0.43348701023375696,27.976128301415585,25.35659215404002
fit,B3,D1_lp12,linear,4.001895771849294,0.8699201732692021,10.956704490737705,11.09589953334897
fit,B3,increment10,angular,26.786857755374662,-17.23972953103653,27.976128301415585,6.255147368023859
fit,B3,increment10,linear,11.762853124649771,-10.104792124350357,10.956704490737705,3.6070591545604804
fit,B3,increment2,angular,11.534607482604498,0.8389041819572108,27.976128301415585,30.26237509283251
fit,B3,increment2,linear,2.6282807212115475,0.9446066322330172,10.956704490737705,11.200584299250549
fit,B3,increment5,angular,24.030138519084158,-1.5165060548627503,27.976128301415585,15.125451012511329
fit,B3,increment5,linear,7.922845582670799,0.1435386191394085,10.956704490737705,8.58395202644089
train_temporal_holdout,B0,D0_raw,angular,22.879912506920252,0.5476602329813014,27.907588035701007,34.79737161692834
train_temporal_holdout,B0,D0_raw,linear,3.9187889974711427,0.8421496020375395,9.336566553287561,9.906055896706974
train_temporal_holdout,B0,D1_lp12,angular,18.130121605813713,0.33404084805615475,27.907588035701007,23.3884470137723
train_temporal_holdout,B0,D1_lp12,linear,3.543730333352212,0.8583954574148481,9.336566553287561,9.491724473178687
train_temporal_holdout,B0,increment10,angular,26.852078003119914,-13.690950779341518,27.907588035701007,6.961107848742114
train_temporal_holdout,B0,increment10,linear,10.630891678283357,-5.683465439639956,9.336566553287561,4.147680410188116
train_temporal_holdout,B0,increment2,angular,17.70780567900977,0.5139637926863028,27.907588035701007,26.231098784850445
train_temporal_holdout,B0,increment2,linear,3.961110212001109,0.8245056305039529,9.336566553287561,9.510324514196675
train_temporal_holdout,B0,increment5,angular,25.90771451250567,-2.591635479527384,27.907588035701007,13.845572405546246
train_temporal_holdout,B0,increment5,linear,7.777011351750318,-0.0015091271981094985,9.336566553287561,7.7954080227755
train_temporal_holdout,B1,D0_raw,angular,26.850170471759256,0.3888918362631322,23.3760273063621,34.79737161692834
train_temporal_holdout,B1,D0_raw,linear,4.982142549835154,0.7459408815267418,9.236217626027175,9.906055896706974
train_temporal_holdout,B1,D1_lp12,angular,17.95690780062535,0.37336917646194756,23.3760273063621,23.3884470137723
train_temporal_holdout,B1,D1_lp12,linear,4.580790811173813,0.7653897984827527,9.236217626027175,9.491724473178687
train_temporal_holdout,B1,increment10,angular,21.534314234939693,-8.368372732893524,23.3760273063621,6.961107848742114
train_temporal_holdout,B1,increment10,linear,9.907846239964698,-4.813944152435495,9.236217626027175,4.147680410188116
train_temporal_holdout,B1,increment2,angular,13.75308058377309,0.6997578180967328,23.3760273063621,26.231098784850445
train_temporal_holdout,B1,increment2,linear,3.709218866611254,0.8454938418469903,9.236217626027175,9.510324514196675
train_temporal_holdout,B1,increment5,angular,19.368164517837087,-1.0148318157420504,23.3760273063621,13.845572405546246
train_temporal_holdout,B1,increment5,linear,6.068997879441971,0.38853626792970986,9.236217626027175,7.7954080227755
train_temporal_holdout,B2,D0_raw,angular,22.81186199901557,0.5537829987696569,28.874710056328727,34.79737161692834
train_temporal_holdout,B2,D0_raw,linear,4.021050205400067,0.8320894506938215,9.583636844554976,9.906055896706974
train_temporal_holdout,B2,D1_lp12,angular,18.99473478658401,0.27711699342378493,28.874710056328727,23.3884470137723
train_temporal_holdout,B2,D1_lp12,linear,3.68377827394963,0.8452155072020011,9.583636844554976,9.491724473178687
train_temporal_holdout,B2,increment10,angular,27.800746951511197,-14.888400015367283,28.874710056328727,6.961107848742114
train_temporal_holdout,B2,increment10,linear,10.873087868095324,-5.9982955683294215,9.583636844554976,4.147680410188116
train_temporal_holdout,B2,increment2,angular,18.55743920522033,0.4688123726201693,28.874710056328727,26.231098784850445
train_temporal_holdout,B2,increment2,linear,4.031954659415596,0.8182290523934821,9.583636844554976,9.510324514196675
train_temporal_holdout,B2,increment5,angular,26.956855587972537,-2.940527417473193,28.874710056328727,13.845572405546246
train_temporal_holdout,B2,increment5,linear,7.900758328685375,-0.033169934780632654,9.583636844554976,7.7954080227755
train_temporal_holdout,B3,D0_raw,angular,27.012894784741462,0.38141708775270167,23.68779034209264,34.79737161692834
train_temporal_holdout,B3,D0_raw,linear,4.881451954524117,0.7536298298860723,9.313578254784876,9.906055896706974
train_temporal_holdout,B3,D1_lp12,angular,18.22098545748119,0.35491525095901466,23.68779034209264,23.3884470137723
train_temporal_holdout,B3,D1_lp12,linear,4.483782068647736,0.7725788105039568,9.313578254784876,9.491724473178687
train_temporal_holdout,B3,increment10,angular,22.07508056029412,-8.860447621406097,23.68779034209264,6.961107848742114
train_temporal_holdout,B3,increment10,linear,9.988860137442847,-4.9126379396352675,9.313578254784876,4.147680410188116
train_temporal_holdout,B3,increment2,angular,14.07665104336196,0.6869357173772571,23.68779034209264,26.231098784850445
train_temporal_holdout,B3,increment2,linear,3.6108059397522427,0.8516532866136306,9.313578254784876,9.510324514196675
train_temporal_holdout,B3,increment5,angular,19.93628862740333,-1.1439184597980347,23.68779034209264,13.845572405546246
train_temporal_holdout,B3,increment5,linear,6.147107631154652,0.3724590914765419,9.313578254784876,7.7954080227755
validation_unknown_offset,B0,D0_raw,angular,23.129341287685477,0.4108427765101227,22.954733917302136,30.18966258752
validation_unknown_offset,B0,D0_raw,linear,4.395206831968392,0.8348731991221502,10.27856819114485,10.844753814507188
validation_unknown_offset,B0,D1_lp12,angular,17.92882695756657,0.2281203133931266,22.954733917302136,20.46869925721289
validation_unknown_offset,B0,D1_lp12,linear,4.0275948882718335,0.8467560171198952,10.27856819114485,10.316973231748864
validation_unknown_offset,B0,increment10,angular,22.578792839977698,-15.6569183669809,22.954733917302136,5.566987756047112
validation_unknown_offset,B0,increment10,linear,11.998854828593748,-8.062713071115791,10.27856819114485,3.9921130072799778
validation_unknown_offset,B0,increment2,angular,18.149709140095414,0.36068849414108217,22.954733917302136,22.720513290382556
validation_unknown_offset,B0,increment2,linear,4.9326596552206565,0.7748559660889639,10.27856819114485,10.402279017097278
validation_unknown_offset,B0,increment5,angular,22.12783558291619,-2.8093472407637834,22.954733917302136,11.359792291687608
validation_unknown_offset,B0,increment5,linear,9.431114366160221,-0.2726311666274711,10.27856819114485,8.361313730432785
validation_unknown_offset,B1,D0_raw,angular,24.177207691464968,0.3566529343920016,19.35727407917851,30.18966258752
validation_unknown_offset,B1,D0_raw,linear,4.774577552697912,0.8053488832988894,9.84412679582363,10.844753814507188
validation_unknown_offset,B1,D1_lp12,angular,16.751742818867708,0.32619872922375454,19.35727407917851,20.46869925721289
validation_unknown_offset,B1,D1_lp12,linear,4.283631074651538,0.8267489886798545,9.84412679582363,10.316973231748864
validation_unknown_offset,B1,increment10,angular,18.414491795948003,-10.061355939521377,19.35727407917851,5.566987756047112
validation_unknown_offset,B1,increment10,linear,11.099388341254095,-6.755064241929398,9.84412679582363,3.9921130072799778
validation_unknown_offset,B1,increment2,angular,14.493104534442413,0.5900832261394652,19.35727407917851,22.720513290382556
validation_unknown_offset,B1,increment2,linear,3.9039226716345103,0.8583242141886843,9.84412679582363,10.402279017097278
validation_unknown_offset,B1,increment5,angular,17.212334372117546,-1.3029060370319645,19.35727407917851,11.359792291687608
validation_unknown_offset,B1,increment5,linear,7.520750208384992,0.19066438764225113,9.84412679582363,8.361313730432785
validation_unknown_offset,B2,D0_raw,angular,25.57978258265821,0.2801941025092229,22.07503936804259,30.18966258752
validation_unknown_offset,B2,D0_raw,linear,5.450191313146266,0.7467599197300482,9.18320197543909,10.844753814507188
validation_unknown_offset,B2,D1_lp12,angular,20.496525987679707,-0.0070572378988703,22.07503936804259,20.46869925721289
validation_unknown_offset,B2,D1_lp12,linear,5.060432534817026,0.7587842091110254,9.18320197543909,10.316973231748864
validation_unknown_offset,B2,increment10,angular,21.787209155766035,-14.537921906261861,22.07503936804259,5.566987756047112
validation_unknown_offset,B2,increment10,linear,10.794682096972577,-6.339509693960788,9.18320197543909,3.9921130072799778
validation_unknown_offset,B2,increment2,angular,19.85501929686494,0.23355465892462487,22.07503936804259,22.720513290382556
validation_unknown_offset,B2,increment2,linear,5.5906977961436715,0.7095523322332283,9.18320197543909,10.402279017097278
validation_unknown_offset,B2,increment5,angular,22.046234518513348,-2.779901827273314,22.07503936804259,11.359792291687608
validation_unknown_offset,B2,increment5,linear,8.869712798581935,-0.12993663583289755,9.18320197543909,8.361313730432785
validation_unknown_offset,B3,D0_raw,angular,24.82951312660515,0.3225922213673217,18.31972307574422,30.18966258752
validation_unknown_offset,B3,D0_raw,linear,5.910047259630322,0.7004640630367935,8.706043634434376,10.844753814507188
validation_unknown_offset,B3,D1_lp12,angular,17.068885341043558,0.3031890920448018,18.31972307574422,20.46869925721289
validation_unknown_offset,B3,D1_lp12,linear,5.43251301533749,0.7199021732793831,8.706043634434376,10.316973231748864
validation_unknown_offset,B3,increment10,angular,17.4490438843223,-8.915878062927435,18.31972307574422,5.566987756047112
validation_unknown_offset,B3,increment10,linear,9.834396687546297,-5.092372833155838,8.706043634434376,3.9921130072799778
validation_unknown_offset,B3,increment2,angular,15.63154546111745,0.5245835909667664,18.31972307574422,22.720513290382556
validation_unknown_offset,B3,increment2,linear,5.027018441066137,0.7658517788089363,8.706043634434376,10.402279017097278
validation_unknown_offset,B3,increment5,angular,17.094308042467198,-1.2667608185367136,18.31972307574422,11.359792291687608
validation_unknown_offset,B3,increment5,linear,7.063879572805474,0.2836801338105525,8.706043634434376,8.361313730432785
