split,log_id,signal,axis,count,mean,std,min,p1,median,p99,max,rmse
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,published_angular_derivative,1,5556.0,-0.03690774366259575,24.181978225708008,-75.72952270507812,-48.791497802734376,1.9243133068084717,46.572652626037595,88.72219848632812,
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,published_angular_derivative,2,5556.0,0.008888491429388523,5.3087077140808105,-22.90006446838379,-12.114259529113768,-0.11011859774589539,12.981833887100196,23.69670867919922,
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular_velocity,0,5556.0,-0.037917327135801315,0.5898153185844421,-2.3530642986297607,-1.5733494222164155,-0.006631272379308939,1.2304579079151143,1.758847951889038,
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular_velocity,1,5556.0,0.040990088135004044,0.6160805225372314,-2.1194911003112793,-1.3211883306503296,0.08762286603450775,1.2150847494602193,1.7236995697021484,
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular_velocity,2,5556.0,0.13600757718086243,0.25960367918014526,-1.1336396932601929,-0.43552170544862745,0.1317731887102127,0.7854520410299292,1.1989938020706177,
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,published_vs_D0,vector,,,,,,,,,49.285324471370906
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,published_angular_derivative,0,6038.0,0.11840531975030899,32.53837966918945,-152.40060424804688,-91.21965919494629,1.7272956371307373,87.02646049499515,144.09776306152344,
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,published_angular_derivative,1,6038.0,0.008472735993564129,21.943700790405273,-58.68999099731445,-44.83435005187988,1.649336338043213,40.36206901550293,55.333595275878906,
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,published_angular_derivative,2,6038.0,0.04913736879825592,4.999721527099609,-18.126794815063477,-11.483431615829467,-0.05345536023378372,12.850678462982183,21.792417526245117,
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular_velocity,0,6038.0,-0.04319397360086441,0.8143824934959412,-3.0084104537963867,-2.0693855929374694,0.00623177457600832,1.7698785424232493,2.7487454414367676,
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular_velocity,1,6038.0,0.060473475605249405,0.5636954307556152,-1.9213811159133911,-1.133541352748871,0.07845182716846466,1.223928419351578,1.6848875284194946,
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular_velocity,2,6038.0,0.17681005597114563,0.2668307423591614,-0.9136526584625244,-0.4770998817682266,0.18283399939537048,0.7886793392896653,1.1470087766647339,
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,published_vs_D0,vector,,,,,,,,,51.31453669438803
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,published_angular_derivative,0,7841.0,-0.14309200644493103,23.308923721313477,-81.277587890625,-51.03993453979492,-1.7396953105926514,65.66230316162118,147.57693481445312,
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,published_angular_derivative,1,7841.0,0.018797054886817932,18.486305236816406,-54.068546295166016,-38.528839874267575,0.8519521951675415,34.63488082885744,48.566978454589844,
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,published_angular_derivative,2,7841.0,-0.024038095027208328,4.371104717254639,-18.119213104248047,-11.024024391174317,0.14944729208946228,10.273123359680175,18.392414093017578,
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular_velocity,0,7841.0,-0.03438413515686989,0.5262150764465332,-1.9724469184875488,-1.1957034111022948,-0.05100147798657417,1.3892066240310705,2.856492042541504,
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular_velocity,1,7841.0,0.052907489240169525,0.5028671622276306,-1.2935861349105835,-0.9321628212928772,0.042557477951049805,1.1403415918350224,1.5638422966003418,
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular_velocity,2,7841.0,0.09858208894729614,0.2731468677520752,-1.1172187328338623,-0.6887549996376038,0.09920237958431244,0.7694982290267947,1.2835689783096313,
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,published_vs_D0,vector,,,,,,,,,39.632886697476195
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,published_angular_derivative,0,7391.0,0.02015414461493492,22.680177688598633,-77.99018096923828,-48.65074119567871,-1.6264766454696655,58.605836868286346,139.48883056640625,
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,published_angular_derivative,1,7391.0,0.01402139849960804,18.36054229736328,-49.65253829956055,-37.62437210083008,0.6196100115776062,34.54199943542481,44.49337387084961,
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,published_angular_derivative,2,7391.0,0.00033588174846954644,4.012503147125244,-14.050538063049316,-9.795244503021241,0.262592613697052,9.006606006622324,17.67950439453125,
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular_velocity,0,7391.0,-0.022910552099347115,0.48595404624938965,-1.7583377361297607,-1.1449855804443358,-0.01590712182223797,1.1782229185104385,2.2352423667907715,
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular_velocity,1,7391.0,0.02759631536900997,0.4682156443595886,-1.5088800191879272,-0.8927684605121613,0.005325036123394966,0.9450469315052042,1.4802777767181396,
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular_velocity,2,7391.0,0.09257757663726807,0.23410466313362122,-0.8586891889572144,-0.48902885913848876,0.10140522569417953,0.6115088999271394,0.9095308780670166,
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,published_vs_D0,vector,,,,,,,,,37.37835322982637
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,published_angular_derivative,0,9475.0,0.032405003905296326,23.00534439086914,-116.44121551513672,-50.28668212890625,-1.9074733257293701,62.339679260253945,167.75254821777344,
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,published_angular_derivative,1,9475.0,0.003580454271286726,17.927833557128906,-49.281982421875,-36.88536125183106,0.40846899151802063,33.15341339111328,45.299285888671875,
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,published_angular_derivative,2,9475.0,0.0019557515624910593,4.090001106262207,-15.588228225708008,-9.950614223480224,0.18330582976341248,9.345213775634768,18.73822784423828,
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular_velocity,0,9475.0,-0.03235108032822609,0.5311243534088135,-2.1585538387298584,-1.25934063911438,-0.03008502535521984,1.2582250475883494,2.031712055206299,
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular_velocity,1,9475.0,0.05378950387239456,0.48821327090263367,-1.4619193077087402,-0.9436473441123963,0.03800375759601593,1.0636226558685307,1.4945460557937622,
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular_velocity,2,9475.0,0.10629057139158249,0.2803095281124115,-0.9464185237884521,-0.5951486706733704,0.11645105481147766,0.789385781288147,1.1533539295196533,
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,published_vs_D0,vector,,,,,,,,,38.323785743888976
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,published_angular_derivative,0,7586.0,-0.08881878852844238,23.96785545349121,-114.05226135253906,-57.615018081665035,-1.611021876335144,66.72693786621092,135.88487243652344,
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,published_angular_derivative,1,7586.0,-0.003228195244446397,18.856727600097656,-51.388065338134766,-38.99500427246094,1.1391398906707764,33.70564441680905,41.6884765625,
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,published_angular_derivative,2,7586.0,0.019632160663604736,4.354897499084473,-16.112863540649414,-10.236280345916748,0.25355207920074463,9.662549591064446,17.58432960510254,
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular_velocity,0,7586.0,-0.04323761910200119,0.5584769248962402,-2.089832305908203,-1.3374585509300232,-0.061175428330898285,1.2884769797325126,2.330839157104492,
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular_velocity,1,7586.0,0.056283481419086456,0.5002927184104919,-1.6236323118209839,-0.9830452859401703,0.03664615750312805,1.0920288145542143,1.7896397113800049,
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular_velocity,2,7586.0,0.10807695984840393,0.2938808798789978,-1.1715283393859863,-0.6729157775640487,0.12701253592967987,0.7317368894815444,1.1593090295791626,
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,published_vs_D0,vector,,,,,,,,,40.57828461198999
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,published_angular_derivative,0,7792.0,0.13463811576366425,26.705158233642578,-110.26692199707031,-59.32504077911377,-1.0413093566894531,87.16481079101567,177.59344482421875,
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,published_angular_derivative,1,7792.0,-0.013428503647446632,18.551164627075195,-46.63014221191406,-38.45193180084229,0.9132345914840698,33.892376976013196,42.01533889770508,
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,published_angular_derivative,2,7792.0,0.013777161948382854,4.5780158042907715,-17.527177810668945,-10.100325574874878,-0.2121536284685135,11.98894473075868,23.106571197509766,
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular_velocity,0,7792.0,-0.03400519862771034,0.6320309638977051,-2.5292234420776367,-1.5204657065868379,0.013897470198571682,1.3751358520984651,2.0804412364959717,
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular_velocity,1,7792.0,0.05411726236343384,0.4972774386405945,-1.6063765287399292,-0.9218606734275818,0.04471095651388168,1.0718312036991122,1.715114712715149,
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular_velocity,2,7792.0,0.13647454977035522,0.2881591320037842,-0.9871435165405273,-0.5381355714797974,0.13488994538784027,0.8277603244781496,1.3360987901687622,
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,published_vs_D0,vector,,,,,,,,,43.20828445750044
