point_index,role
19289,fit
19291,fit
19293,fit
19295,fit
19297,fit
19299,fit
19301,fit
19303,fit
19305,fit
19307,fit
19309,fit
19311,fit
19313,fit
19315,fit
19317,fit
19319,fit
19321,fit
19323,fit
19325,fit
19327,fit
19329,fit
19331,fit
19333,fit
19335,fit
19337,fit
19339,fit
19341,fit
19343,fit
19345,fit
19347,fit
19349,fit
19351,fit
19353,fit
19355,fit
19357,fit
19359,fit
19361,fit
19363,fit
19365,fit
19367,fit
19369,fit
19371,fit
19373,fit
19375,fit
19377,fit
19379,fit
19381,fit
19383,fit
19385,fit
19387,fit
19389,fit
19391,fit
19393,fit
19395,fit
19397,fit
19399,fit
19401,fit
19403,fit
19405,fit
19407,fit
19409,fit
19411,fit
19413,fit
19415,fit
19417,fit
19419,fit
19421,fit
19423,fit
19425,fit
19427,fit
19429,fit
19431,fit
19433,fit
19435,fit
19437,fit
19439,fit
19441,fit
19443,fit
19445,fit
19447,fit
19449,fit
19451,fit
19453,fit
19455,fit
19457,fit
19459,fit
19461,fit
19463,fit
19465,fit
19467,fit
19469,fit
19471,fit
19473,fit
19475,fit
19477,fit
19479,fit
19481,fit
19483,fit
19485,fit
19487,fit
19489,fit
19491,fit
19493,fit
19495,fit
19497,fit
19499,fit
19501,fit
19503,fit
19505,fit
19507,fit
19509,fit
19511,fit
19513,fit
19515,fit
19517,fit
19519,fit
19521,fit
19523,fit
19525,fit
19527,fit
19529,fit
19531,fit
19533,fit
19535,fit
19537,fit
19539,fit
19541,fit
19543,fit
19545,fit
19547,fit
19549,fit
19551,fit
19553,fit
19555,fit
19557,fit
19559,fit
19561,fit
19563,fit
19565,fit
19567,fit
19569,fit
19571,fit
19573,fit
19575,fit
19577,fit
19579,fit
19581,fit
19583,fit
19585,fit
19587,fit
19589,fit
19591,fit
19593,fit
19595,fit
19597,fit
19599,fit
19601,fit
19603,fit
19605,fit
19607,fit
19609,fit
19611,fit
19613,fit
19615,fit
19617,fit
19619,fit
19621,fit
19623,fit
19625,fit
19627,fit
19629,fit
19631,fit
19633,fit
19635,fit
19637,fit
19639,fit
19641,fit
19643,fit
19645,fit
19647,fit
19649,fit
19651,fit
19653,fit
19655,fit
19657,fit
19659,fit
19661,fit
19663,fit
19665,fit
19667,fit
19669,fit
19671,fit
19673,fit
19675,fit
19677,fit
19679,fit
19681,fit
19683,fit
19685,fit
19687,fit
19689,fit
19691,fit
19693,fit
19695,fit
19697,fit
19699,fit
19701,fit
19703,fit
19705,fit
19707,fit
19709,fit
19711,fit
19713,fit
19715,fit
19717,fit
19719,fit
19721,fit
19723,fit
19725,fit
19727,fit
19729,fit
19731,fit
19733,fit
19735,fit
19737,fit
19739,fit
19741,fit
19743,fit
19745,fit
19747,fit
19749,fit
19751,fit
19753,fit
19755,fit
19757,fit
19759,fit
19761,fit
19763,fit
19765,fit
19767,fit
19769,fit
19771,fit
19773,fit
19775,fit
19777,fit
19779,fit
19781,fit
19783,fit
19785,fit
19787,fit
19789,fit
19791,fit
19793,fit
19795,fit
19797,fit
19799,fit
19801,fit
19803,fit
19805,fit
19807,fit
19809,fit
19811,fit
19813,fit
19815,fit
19817,fit
19819,fit
19821,fit
19823,fit
19825,fit
19827,fit
19829,fit
19831,fit
19833,fit
19835,fit
19837,fit
19839,fit
19841,fit
19843,fit
19845,fit
19847,fit
19849,fit
19851,fit
19853,fit
19855,fit
19857,fit
19859,fit
19861,fit
19863,fit
19865,fit
19867,fit
19869,fit
19871,fit
19873,fit
19875,fit
19877,fit
19879,fit
19881,fit
19883,fit
19885,fit
19887,fit
19889,fit
19891,fit
19893,fit
19895,fit
19897,fit
19899,fit
19901,fit
19903,fit
19905,fit
19907,fit
19909,fit
19911,fit
19913,fit
19915,fit
19917,fit
19919,fit
19921,fit
19923,fit
19925,fit
19927,fit
19929,fit
19931,fit
19933,fit
19935,fit
19937,fit
19939,fit
19941,fit
19943,fit
19945,fit
19947,fit
19949,fit
19951,fit
19953,fit
19955,fit
19957,fit
19959,fit
19961,fit
19963,fit
19965,fit
19967,fit
19969,fit
19971,fit
19973,fit
19975,fit
19977,fit
19979,fit
19981,fit
19983,fit
19985,fit
19987,fit
19989,fit
19991,fit
19993,fit
19995,fit
19997,fit
19999,fit
20001,fit
20003,fit
20005,fit
20007,fit
20009,fit
20011,fit
20013,fit
20015,fit
20017,fit
20019,fit
20021,fit
20023,fit
20025,fit
20027,fit
20029,fit
20031,fit
20033,fit
20035,fit
20037,fit
20039,fit
20041,fit
20043,fit
20045,fit
20047,fit
20049,fit
20051,fit
20053,fit
20055,fit
20057,fit
20059,fit
20061,fit
20063,fit
20065,fit
20067,fit
20069,fit
20071,fit
20073,fit
20075,fit
20077,fit
20079,fit
20081,fit
20083,fit
20085,fit
20087,fit
20089,fit
20091,fit
20093,fit
20095,fit
20097,fit
20099,fit
20101,fit
20103,fit
20105,fit
20107,fit
20109,fit
20111,fit
20113,fit
20115,fit
20117,fit
20119,fit
20121,fit
20123,fit
20125,fit
20127,fit
20129,fit
20131,fit
20133,fit
20135,fit
20137,fit
20139,fit
20141,fit
20143,fit
20145,fit
20147,fit
20149,fit
20151,fit
20153,fit
20155,fit
20157,fit
20159,fit
20161,fit
20163,fit
20165,fit
20167,fit
20169,fit
20171,fit
20173,fit
20175,fit
20177,fit
20179,fit
20181,fit
20183,fit
20185,fit
20187,fit
20189,fit
20191,fit
20193,fit
20195,fit
20197,fit
20199,fit
20201,fit
20203,fit
20205,fit
20207,fit
20209,fit
20211,fit
20213,fit
20215,fit
20217,fit
20219,fit
20221,fit
20223,fit
20225,fit
20227,fit
20229,fit
20231,fit
20233,fit
20235,fit
20237,fit
20239,fit
20241,fit
20243,fit
20245,fit
20247,fit
20249,fit
20251,fit
20253,fit
20255,fit
20257,fit
20259,fit
20261,fit
20263,fit
20265,fit
20267,fit
20269,fit
20271,fit
20273,fit
20275,fit
20277,fit
20279,fit
20281,fit
20283,fit
20285,fit
20287,fit
20289,fit
20291,fit
20293,fit
20295,fit
20297,fit
20299,fit
20301,fit
20303,fit
20305,fit
20307,fit
20309,fit
20311,fit
20313,fit
20315,fit
20317,fit
20319,fit
20321,fit
20323,fit
20325,fit
20327,fit
20329,fit
20331,fit
20333,fit
20335,fit
20337,fit
20339,fit
20341,fit
20343,fit
20345,fit
20347,fit
20349,fit
20351,fit
20353,fit
20355,fit
20357,fit
20359,fit
20361,fit
20363,fit
20365,fit
20367,fit
20369,fit
20371,fit
20373,fit
20375,fit
20377,fit
20379,fit
20381,fit
20383,fit
20385,fit
20387,fit
20389,fit
20391,fit
20393,fit
20395,fit
20397,fit
20399,fit
20401,fit
20403,fit
20405,fit
20407,fit
20409,fit
20411,fit
20413,fit
20415,fit
20417,fit
20419,fit
20421,fit
20423,fit
20425,fit
20427,fit
20429,fit
20431,fit
20433,fit
20435,fit
20437,fit
20439,fit
20441,fit
20443,fit
20445,fit
20447,fit
20449,fit
20451,fit
20453,fit
20455,fit
20457,fit
20459,fit
20461,fit
20463,fit
20465,fit
20467,fit
20469,fit
20471,fit
20473,fit
20475,fit
20477,fit
20479,fit
20481,fit
20483,fit
20485,fit
20487,fit
20489,fit
20491,fit
20493,fit
20495,fit
20497,fit
20499,fit
20501,fit
20503,fit
20505,fit
20507,fit
20509,fit
20511,fit
20513,fit
20515,fit
20517,fit
20519,fit
20521,fit
20523,fit
20525,fit
20527,fit
20529,fit
20531,fit
20533,fit
20535,fit
20537,fit
20539,fit
20541,fit
20543,fit
20545,fit
20547,fit
20549,fit
20551,fit
20553,fit
20555,fit
20557,fit
20559,fit
20561,fit
20563,fit
20565,fit
20567,fit
20569,fit
20571,fit
20573,fit
20575,fit
20577,fit
20579,fit
20581,fit
20583,fit
20585,fit
20587,fit
20589,fit
20591,fit
20593,fit
20595,fit
20597,fit
20599,fit
20601,fit
20603,fit
20605,fit
20607,fit
20609,fit
20611,fit
20613,fit
20615,fit
20617,fit
20619,fit
20621,fit
20623,fit
20625,fit
20627,fit
20629,fit
20631,fit
20633,fit
20635,fit
20637,fit
20639,fit
20641,fit
20643,fit
20645,fit
20647,fit
20649,fit
20651,fit
20653,fit
20655,fit
20657,fit
20659,fit
20661,fit
20663,fit
20665,fit
20667,fit
20669,fit
20671,fit
20673,fit
20675,fit
20677,fit
20679,fit
20681,fit
20683,fit
20685,fit
20687,fit
20689,fit
20691,fit
20693,fit
20695,fit
20697,fit
20699,fit
20701,fit
20703,fit
20705,fit
20707,fit
20709,fit
20711,fit
20713,fit
20715,fit
20717,fit
20719,fit
20721,fit
20723,fit
20725,fit
20727,fit
20729,fit
20731,fit
20733,fit
20735,fit
20737,fit
20739,fit
20741,fit
20743,fit
20745,fit
20747,fit
20749,fit
20751,fit
20753,fit
20755,fit
20757,fit
20759,fit
20761,fit
20763,fit
20765,fit
20767,fit
20769,fit
20771,fit
20773,fit
20775,fit
20777,fit
20779,fit
20781,fit
20783,fit
20785,fit
20787,fit
20789,fit
20791,fit
20793,fit
20795,fit
20797,fit
20799,fit
20801,fit
20803,fit
20805,fit
20807,fit
20809,fit
20811,fit
20813,fit
20815,fit
20817,fit
20819,fit
20821,fit
20823,fit
20825,fit
20827,fit
20829,fit
20831,fit
20833,fit
20835,fit
20837,fit
20839,fit
20841,fit
20843,fit
20845,fit
20847,fit
20849,fit
20851,fit
20853,fit
20855,fit
20857,fit
20859,fit
20861,fit
20863,fit
20865,fit
20867,fit
20869,fit
20871,fit
20873,fit
20875,fit
20877,fit
20879,fit
20881,fit
20883,fit
20885,fit
20887,fit
20889,fit
20891,fit
20893,fit
20895,fit
20897,fit
20899,fit
20901,fit
20903,fit
20905,fit
20907,fit
20909,fit
20911,fit
20913,fit
20915,fit
20917,fit
20919,fit
20921,fit
20923,fit
20925,fit
20927,fit
20929,fit
20931,fit
20933,fit
20935,fit
20937,fit
20939,fit
20941,fit
20943,fit
20945,fit
20947,fit
20949,fit
20951,fit
20953,fit
20955,fit
20957,fit
20959,fit
20961,fit
20963,fit
20965,fit
20967,fit
20969,fit
20971,fit
20973,fit
20975,fit
20977,fit
20979,fit
20981,fit
20983,fit
20985,fit
20987,fit
20989,fit
20991,fit
20993,fit
20995,fit
20997,fit
20999,fit
21001,fit
21003,fit
21005,fit
21007,fit
21009,fit
21011,fit
21013,fit
21015,fit
21017,fit
21019,fit
21021,fit
21023,fit
21025,fit
21027,fit
21029,fit
21031,fit
21033,fit
21035,fit
21037,fit
21039,fit
21041,fit
21043,fit
21045,fit
21047,fit
21049,fit
21051,fit
21053,fit
21055,fit
21057,fit
21059,fit
21061,fit
21063,fit
21065,fit
21067,fit
21069,fit
21071,fit
21073,fit
21075,fit
21077,fit
21079,fit
21081,fit
21083,fit
21085,fit
21087,fit
21089,fit
21091,fit
21093,fit
21095,fit
21097,fit
21099,fit
21101,fit
21103,fit
21105,fit
21107,fit
21109,fit
21111,fit
21113,fit
21115,fit
21117,fit
21119,fit
21121,fit
21123,fit
21125,fit
21127,fit
21129,fit
21131,fit
21133,fit
21135,fit
21137,fit
21139,fit
21141,fit
21143,fit
21145,fit
21147,fit
21149,fit
21151,fit
21153,fit
21155,fit
21157,fit
21159,fit
21161,fit
21163,fit
21165,fit
21167,fit
21169,fit
21171,fit
21173,fit
21175,fit
21177,fit
21179,fit
21181,fit
21183,fit
21185,fit
21187,fit
21189,fit
21191,fit
21193,fit
21195,fit
21197,fit
21199,fit
21201,fit
21203,fit
21205,fit
21207,fit
21209,fit
21211,fit
21213,fit
21215,fit
21217,fit
21219,fit
21221,fit
21223,fit
21225,fit
21227,fit
21229,fit
21231,fit
21233,fit
21235,fit
21237,fit
21239,fit
21241,fit
21243,fit
21245,fit
21247,fit
21249,fit
21251,fit
21253,fit
21255,fit
21257,fit
21259,fit
21261,fit
21263,fit
21265,fit
21267,fit
21269,fit
21271,fit
21273,fit
21275,fit
21277,fit
21279,fit
21281,fit
21283,fit
21285,fit
21287,fit
21289,fit
21291,fit
21293,fit
21295,fit
21297,fit
21299,fit
21301,fit
21303,fit
21305,fit
21307,fit
21309,fit
21311,fit
21313,fit
21315,fit
21317,fit
21319,fit
21321,fit
21323,fit
21325,fit
21327,fit
21329,fit
21331,fit
21333,fit
21335,fit
21337,fit
21339,fit
21341,fit
21343,fit
21345,fit
21347,fit
21349,fit
21351,fit
21353,fit
21355,fit
21357,fit
21359,fit
21361,fit
21363,fit
21365,fit
21367,fit
21369,fit
21371,fit
21373,fit
21375,fit
21377,fit
21379,fit
21381,fit
21383,fit
21385,fit
21387,fit
21389,fit
21391,fit
21393,fit
21395,fit
21397,fit
21399,fit
21401,fit
21403,fit
21405,fit
21407,fit
21409,fit
21411,fit
21413,fit
21415,fit
21417,fit
21419,fit
21421,fit
21423,fit
21425,fit
21427,fit
21429,fit
21431,fit
21433,fit
21435,fit
21437,fit
21439,fit
21441,fit
21443,fit
21445,fit
21447,fit
21449,fit
21451,fit
21453,fit
21455,fit
21457,fit
21459,fit
21461,fit
21463,fit
21465,fit
21467,fit
21469,fit
21471,fit
21473,fit
21475,fit
21477,fit
21479,fit
21481,fit
21483,fit
21485,fit
21487,fit
21489,fit
21491,fit
21493,fit
21495,fit
21497,fit
21499,fit
21501,fit
21503,fit
21505,fit
21507,fit
21509,fit
21511,fit
21513,fit
21515,fit
21517,fit
21519,fit
21521,fit
21523,fit
21525,fit
21527,fit
21529,fit
21531,fit
21533,fit
21535,fit
21537,fit
21539,fit
21541,fit
21543,fit
21545,fit
21547,fit
21549,fit
21551,fit
21553,fit
21555,fit
21557,fit
21559,fit
21561,fit
21563,fit
21565,fit
21567,fit
21569,fit
21571,fit
21573,fit
21575,fit
21577,fit
21579,fit
21581,fit
21583,fit
21585,fit
21587,fit
21589,fit
21591,fit
21593,fit
21595,fit
21597,fit
21599,fit
21601,fit
21603,fit
21605,fit
21607,fit
21609,fit
21611,fit
21613,fit
21615,fit
21617,fit
21619,fit
21621,fit
21623,fit
21625,fit
21627,fit
21629,fit
21631,fit
21633,fit
21635,fit
21637,fit
21639,fit
21641,fit
21643,fit
21645,fit
21647,fit
21649,fit
21651,fit
21653,fit
21655,fit
21657,fit
21659,fit
21661,fit
21663,fit
21665,fit
21667,fit
21669,fit
21671,fit
21673,fit
21675,fit
21677,fit
21679,fit
21681,fit
21683,fit
21685,fit
21687,fit
21689,fit
21691,fit
21693,fit
21695,fit
21697,fit
21699,fit
21701,fit
21703,fit
21705,fit
21707,fit
21709,fit
21711,fit
21713,fit
21715,fit
21717,fit
21719,fit
21721,fit
21723,fit
21725,fit
21727,fit
21729,fit
21731,fit
21733,fit
21735,fit
21737,fit
21739,fit
21741,fit
21743,fit
21745,fit
21747,fit
21749,fit
21751,fit
21753,fit
21755,fit
21757,fit
21759,fit
21761,fit
21763,fit
21765,fit
21767,fit
21769,fit
21771,fit
21773,fit
21775,fit
21777,fit
21779,fit
21781,fit
21783,fit
21785,fit
21787,fit
21789,fit
21791,fit
21793,fit
21795,fit
21797,fit
21799,fit
21801,fit
21803,fit
21805,fit
21807,fit
21809,fit
21811,fit
21813,fit
21815,fit
21817,fit
21819,fit
21821,fit
21823,fit
21825,fit
21827,fit
21829,fit
21831,fit
21833,fit
21835,fit
21837,fit
21839,fit
21841,fit
21843,fit
21845,fit
21847,fit
21849,fit
21851,fit
21853,fit
21855,fit
21857,fit
21859,fit
21861,fit
21863,fit
21865,fit
21867,fit
21869,fit
21871,fit
21873,fit
21875,fit
21877,fit
21879,fit
21881,fit
21883,fit
21885,fit
21887,fit
21889,fit
21891,fit
21893,fit
21895,fit
21897,fit
21899,fit
21901,fit
21903,fit
21905,fit
21907,fit
21909,fit
21911,fit
21913,fit
21915,fit
21917,fit
21919,fit
21921,fit
21923,fit
21925,fit
21927,fit
21929,fit
21931,fit
21933,fit
21935,fit
21937,fit
21939,fit
21941,fit
21943,fit
21945,fit
21947,fit
21949,fit
21951,fit
21953,fit
21955,fit
21957,fit
21959,fit
21961,fit
21963,fit
21965,fit
21967,fit
21969,fit
21971,fit
21973,fit
21975,fit
21977,fit
21979,fit
21981,fit
21983,fit
21985,fit
21987,fit
21989,fit
21991,fit
21993,fit
21995,fit
21997,fit
21999,fit
22001,fit
22003,fit
22005,fit
22007,fit
22009,fit
22011,fit
22013,fit
22015,fit
22017,fit
22019,fit
22021,fit
22023,fit
22025,fit
22027,fit
22029,fit
22031,fit
22033,fit
22035,fit
22037,fit
22039,fit
22041,fit
22043,fit
22045,fit
22047,fit
22049,fit
22051,fit
22053,fit
22055,fit
22057,fit
22059,fit
22061,fit
22063,fit
22065,fit
22067,fit
22069,fit
22071,fit
22073,fit
22075,fit
22077,fit
22079,fit
22081,fit
22083,fit
22085,fit
22087,fit
22089,fit
22091,fit
22093,fit
22095,fit
22097,fit
22099,fit
22101,fit
22103,fit
22105,fit
22107,fit
22109,fit
22111,fit
22113,fit
22115,fit
22117,fit
22119,fit
22121,fit
22123,fit
22125,fit
22127,fit
22129,fit
22131,fit
22133,fit
22135,fit
22137,fit
22139,fit
22141,fit
22143,fit
22145,fit
22147,fit
22149,fit
22151,fit
22153,fit
22155,fit
22157,fit
22159,fit
22161,fit
22163,fit
22165,fit
22167,fit
22169,fit
22171,fit
22173,fit
22175,fit
22177,fit
22179,fit
22181,fit
22183,fit
22185,fit
22187,fit
22189,fit
22191,fit
22193,fit
22195,fit
22197,fit
22199,fit
22201,fit
22203,fit
22205,fit
22207,fit
22209,fit
22211,fit
22213,fit
22215,fit
22217,fit
22219,fit
22221,fit
22223,fit
22225,fit
22227,fit
22229,fit
22231,fit
22233,fit
22235,fit
22237,fit
22239,fit
22241,fit
22243,fit
22245,fit
22247,fit
22249,fit
22251,fit
22253,fit
22255,fit
22257,fit
22259,fit
22261,fit
22263,fit
22265,fit
22267,fit
22269,fit
22271,fit
22273,fit
22275,fit
22277,fit
22279,fit
22281,fit
22283,fit
22285,fit
22287,fit
22289,fit
22291,fit
22293,fit
22295,fit
22297,fit
22299,fit
22301,fit
22303,fit
22305,fit
22307,fit
22309,fit
22311,fit
22313,fit
22315,fit
22317,fit
24906,fit
24908,fit
24910,fit
24912,fit
24914,fit
24916,fit
24918,fit
24920,fit
24922,fit
24924,fit
24926,fit
24928,fit
24930,fit
24932,fit
24934,fit
24936,fit
24938,fit
24940,fit
24942,fit
24944,fit
24946,fit
24948,fit
24950,fit
24952,fit
24954,fit
24956,fit
24958,fit
24960,fit
24962,fit
24964,fit
24966,fit
24968,fit
24970,fit
24972,fit
24974,fit
24976,fit
24978,fit
24980,fit
24982,fit
24984,fit
24986,fit
24988,fit
24990,fit
24992,fit
24994,fit
24996,fit
24998,fit
25000,fit
25002,fit
25004,fit
25006,fit
25008,fit
25010,fit
25012,fit
25014,fit
25016,fit
25018,fit
25020,fit
25022,fit
25024,fit
25026,fit
25028,fit
25030,fit
25032,fit
25034,fit
25036,fit
25038,fit
25040,fit
25042,fit
25044,fit
25046,fit
25048,fit
25050,fit
25052,fit
25054,fit
25056,fit
25058,fit
25060,fit
25062,fit
25064,fit
25066,fit
25068,fit
25070,fit
25072,fit
25074,fit
25076,fit
25078,fit
25080,fit
25082,fit
25084,fit
25086,fit
25088,fit
25090,fit
25092,fit
25094,fit
25096,fit
25098,fit
25100,fit
25102,fit
25104,fit
25106,fit
25108,fit
25110,fit
25112,fit
25114,fit
25116,fit
25118,fit
25120,fit
25122,fit
25124,fit
25126,fit
25128,fit
25130,fit
25132,fit
25134,fit
25136,fit
25138,fit
25140,fit
25142,fit
25144,fit
25146,fit
25148,fit
25150,fit
25152,fit
25154,fit
25156,fit
25158,fit
25160,fit
25162,fit
25164,fit
25166,fit
25168,fit
25170,fit
25172,fit
25174,fit
25176,fit
25178,fit
25180,fit
25182,fit
25184,fit
25186,fit
25188,fit
25190,fit
25192,fit
25194,fit
25196,fit
25198,fit
25200,fit
25202,fit
25204,fit
25206,fit
25208,fit
25210,fit
25212,fit
25214,fit
25216,fit
25218,fit
25220,fit
25222,fit
25224,fit
25226,fit
25228,fit
25230,fit
25232,fit
25234,fit
25236,fit
25238,fit
25240,fit
25242,fit
25244,fit
25246,fit
25248,fit
25250,fit
25252,fit
25254,fit
25256,fit
25258,fit
25260,fit
25262,fit
25264,fit
25266,fit
25268,fit
25270,fit
25272,fit
25274,fit
25276,fit
25278,fit
25280,fit
25282,fit
25284,fit
25286,fit
25288,fit
25290,fit
25292,fit
25294,fit
25296,fit
25298,fit
25300,fit
25302,fit
25304,fit
25306,fit
25308,fit
25310,fit
25312,fit
25314,fit
25316,fit
25318,fit
25320,fit
25322,fit
25324,fit
25326,fit
25328,fit
25330,fit
25332,fit
25334,fit
25336,fit
25338,fit
25340,fit
25342,fit
25344,fit
25346,fit
25348,fit
25350,fit
25352,fit
25354,fit
25356,fit
25358,fit
25360,fit
25362,fit
25364,fit
25366,fit
25368,fit
25370,fit
25372,fit
25374,fit
25376,fit
25378,fit
25380,fit
25382,fit
25384,fit
25386,fit
25388,fit
25390,fit
25392,fit
25394,fit
25396,fit
25398,fit
25400,fit
25402,fit
25404,fit
25406,fit
25408,fit
25410,fit
25412,fit
25414,fit
25416,fit
25418,fit
25420,fit
25422,fit
25424,fit
25426,fit
25428,fit
25430,fit
25432,fit
25434,fit
25436,fit
25438,fit
25440,fit
25442,fit
25444,fit
25446,fit
25448,fit
25450,fit
25452,fit
25454,fit
25456,fit
25458,fit
25460,fit
25462,fit
25464,fit
25466,fit
25468,fit
25470,fit
25472,fit
25474,fit
25476,fit
25478,fit
25480,fit
25482,fit
25484,fit
25486,fit
25488,fit
25490,fit
25492,fit
25494,fit
25496,fit
25498,fit
25500,fit
25502,fit
25504,fit
25506,fit
25508,fit
25510,fit
25512,fit
25514,fit
25516,fit
25518,fit
25520,fit
25522,fit
25524,fit
25526,fit
25528,fit
25530,fit
25532,fit
25534,fit
25536,fit
25538,fit
25540,fit
25542,fit
25544,fit
25546,fit
25548,fit
25550,fit
25552,fit
25554,fit
25556,fit
25558,fit
25560,fit
25562,fit
25564,fit
25566,fit
25568,fit
25570,fit
25572,fit
25574,fit
25576,fit
25578,fit
25580,fit
25582,fit
25584,fit
25586,fit
25588,fit
25590,fit
25592,fit
25594,fit
25596,fit
25598,fit
25600,fit
25602,fit
25604,fit
25606,fit
25608,fit
25610,fit
25612,fit
25614,fit
25616,fit
25618,fit
25620,fit
25622,fit
25624,fit
25626,fit
25628,fit
25630,fit
25632,fit
25634,fit
25636,fit
25638,fit
25640,fit
25642,fit
25644,fit
25646,fit
25648,fit
25650,fit
25652,fit
25654,fit
25656,fit
25658,fit
25660,fit
25662,fit
25664,fit
25666,fit
25668,fit
25670,fit
25672,fit
25674,fit
25676,fit
25678,fit
25680,fit
25682,fit
25684,fit
25686,fit
25688,fit
25690,fit
25692,fit
25694,fit
25696,fit
25698,fit
25700,fit
25702,fit
25704,fit
25706,fit
25708,fit
25710,fit
25712,fit
25714,fit
25716,fit
25718,fit
25720,fit
25722,fit
25724,fit
25726,fit
25728,fit
25730,fit
25732,fit
25734,fit
25736,fit
25738,fit
25740,fit
25742,fit
25744,fit
25746,fit
25748,fit
25750,fit
25752,fit
25754,fit
25756,fit
25758,fit
25760,fit
25762,fit
25764,fit
25766,fit
25768,fit
25770,fit
25772,fit
25774,fit
25776,fit
25778,fit
25780,fit
25782,fit
25784,fit
25786,fit
25788,fit
25790,fit
25792,fit
25794,fit
25796,fit
25798,fit
25800,fit
25802,fit
25804,fit
25806,fit
25808,fit
25810,fit
25812,fit
25814,fit
25816,fit
25818,fit
25820,fit
25822,fit
25824,fit
25826,fit
25828,fit
25830,fit
25832,fit
25834,fit
25836,fit
25838,fit
25840,fit
25842,fit
25844,fit
25846,fit
25848,fit
25850,fit
25852,fit
25854,fit
25856,fit
25858,fit
25860,fit
25862,fit
25864,fit
25866,fit
25868,fit
25870,fit
25872,fit
25874,fit
25876,fit
25878,fit
25880,fit
25882,fit
25884,fit
25886,fit
25888,fit
25890,fit
25892,fit
25894,fit
25896,fit
25898,fit
25900,fit
25902,fit
25904,fit
25906,fit
25908,fit
25910,fit
25912,fit
25914,fit
25916,fit
25918,fit
25920,fit
25922,fit
25924,fit
25926,fit
25928,fit
25930,fit
25932,fit
25934,fit
25936,fit
25938,fit
25940,fit
25942,fit
25944,fit
25946,fit
25948,fit
25950,fit
25952,fit
25954,fit
25956,fit
25958,fit
25960,fit
25962,fit
25964,fit
25966,fit
25968,fit
25970,fit
25972,fit
25974,fit
25976,fit
25978,fit
25980,fit
25982,fit
25984,fit
25986,fit
25988,fit
25990,fit
25992,fit
25994,fit
25996,fit
25998,fit
26000,fit
26002,fit
26004,fit
26006,fit
26008,fit
26010,fit
26012,fit
26014,fit
26016,fit
26018,fit
26020,fit
26022,fit
26024,fit
26026,fit
26028,fit
26030,fit
26032,fit
26034,fit
26036,fit
26038,fit
26040,fit
26042,fit
26044,fit
26046,fit
26048,fit
26050,fit
26052,fit
26054,fit
26056,fit
26058,fit
26060,fit
26062,fit
26064,fit
26066,fit
26068,fit
26070,fit
26072,fit
26074,fit
26076,fit
26078,fit
26080,fit
26082,fit
26084,fit
26086,fit
26088,fit
26090,fit
26092,fit
26094,fit
26096,fit
26098,fit
26100,fit
26102,fit
26104,fit
26106,fit
26108,fit
26110,fit
26112,fit
26114,fit
26116,fit
26118,fit
26120,fit
26122,fit
26124,fit
26126,fit
26128,fit
26130,fit
26132,fit
26134,fit
26136,fit
26138,fit
26140,fit
26142,fit
26144,fit
26146,fit
26148,fit
26150,fit
26152,fit
26154,fit
26156,fit
26158,fit
26160,fit
26162,fit
26164,fit
26166,fit
26168,fit
26170,fit
26172,fit
26174,fit
26176,fit
26178,fit
26180,fit
26182,fit
26184,fit
26186,fit
26188,fit
26190,fit
26192,fit
26194,fit
26196,fit
26198,fit
26200,fit
26202,fit
26204,fit
26206,fit
26208,fit
26210,fit
26212,fit
26214,fit
26216,fit
26218,fit
26220,fit
26222,fit
26224,fit
26226,fit
26228,fit
26230,fit
26232,fit
26234,fit
26236,fit
26238,fit
26240,fit
26242,fit
26244,fit
26246,fit
26248,fit
26250,fit
26252,fit
26254,fit
26256,fit
26258,fit
26260,fit
26262,fit
26264,fit
26266,fit
26268,fit
26270,fit
26272,fit
26274,fit
26276,fit
26278,fit
26280,fit
26282,fit
26284,fit
26286,fit
26288,fit
26290,fit
26292,fit
26294,fit
26296,fit
26298,fit
26300,fit
26302,fit
26304,fit
26306,fit
26308,fit
26310,fit
26312,fit
26314,fit
26316,fit
26318,fit
26320,fit
26322,fit
26324,fit
26326,fit
26328,fit
26330,fit
26332,fit
26334,fit
26336,fit
26338,fit
26340,fit
26342,fit
26344,fit
26346,fit
26348,fit
26350,fit
26352,fit
26354,fit
26356,fit
26358,fit
26360,fit
26362,fit
26364,fit
26366,fit
26368,fit
26370,fit
26372,fit
26374,fit
26376,fit
26378,fit
26380,fit
26382,fit
26384,fit
26386,fit
26388,fit
26390,fit
26392,fit
26394,fit
26396,fit
26398,fit
26400,fit
26402,fit
26404,fit
26406,fit
26408,fit
26410,fit
26412,fit
26414,fit
26416,fit
26418,fit
26420,fit
26422,fit
26424,fit
26426,fit
26428,fit
26430,fit
26432,fit
26434,fit
26436,fit
26438,fit
26440,fit
26442,fit
26444,fit
26446,fit
26448,fit
26450,fit
26452,fit
26454,fit
26456,fit
26458,fit
26460,fit
26462,fit
26464,fit
26466,fit
26468,fit
26470,fit
26472,fit
26474,fit
26476,fit
26478,fit
26480,fit
26482,fit
26484,fit
26486,fit
26488,fit
26490,fit
26492,fit
26494,fit
26496,fit
26498,fit
26500,fit
26502,fit
26504,fit
26506,fit
26508,fit
26510,fit
26512,fit
26514,fit
26516,fit
26518,fit
26520,fit
26522,fit
26524,fit
26526,fit
26528,fit
26530,fit
26532,fit
26534,fit
26536,fit
26538,fit
