steps,fold,channel,axis,gain,bin_start,bin_stop
1,1,common,vx,-0.0682865171116385,,
1,1,common,vy,0.061551607442347396,,
1,1,common,vz,-0.15028973866052825,,
1,1,common,p,-0.28147180924406356,,
1,1,common,q,0.813166662749095,,
1,1,common,r,0.0188022105893918,,
1,1,common,vx,-0.0682865171116385,0.0,1.0
1,1,common,vy,0.061551607442347396,0.0,1.0
1,1,common,vz,-0.15028973866052825,0.0,1.0
1,1,common,p,-0.28147180924406356,0.0,1.0
1,1,common,q,0.813166662749095,0.0,1.0
1,1,common,r,0.0188022105893918,0.0,1.0
1,1,differential,vx,0.0064426893930442175,,
1,1,differential,vy,0.0021170147936113762,,
1,1,differential,vz,0.05593709222583888,,
1,1,differential,p,-0.00896511647410997,,
1,1,differential,q,-0.17779087513605746,,
1,1,differential,r,-0.07399081691448701,,
1,1,differential,vx,0.0064426893930442175,0.0,1.0
1,1,differential,vy,0.0021170147936113762,0.0,1.0
1,1,differential,vz,0.05593709222583888,0.0,1.0
1,1,differential,p,-0.00896511647410997,0.0,1.0
1,1,differential,q,-0.17779087513605746,0.0,1.0
1,1,differential,r,-0.07399081691448701,0.0,1.0
1,1,rudder,vx,-0.005356787224774704,,
1,1,rudder,vy,-0.054200425405217474,,
1,1,rudder,vz,-0.0014418686816383137,,
1,1,rudder,p,0.36698811683974625,,
1,1,rudder,q,0.21858861112282696,,
1,1,rudder,r,-0.043397309907535396,,
1,1,rudder,vx,-0.005356787224774704,0.0,1.0
1,1,rudder,vy,-0.054200425405217474,0.0,1.0
1,1,rudder,vz,-0.0014418686816383137,0.0,1.0
1,1,rudder,p,0.36698811683974625,0.0,1.0
1,1,rudder,q,0.21858861112282696,0.0,1.0
1,1,rudder,r,-0.043397309907535396,0.0,1.0
1,2,drive,vx,-7.401840812364687e-05,,
1,2,drive,vy,5.532840445198914e-05,,
1,2,drive,vz,-0.035179879431429854,,
1,2,drive,p,-0.2272127716231092,,
1,2,drive,q,0.70182357188641,,
1,2,drive,r,-0.01781724881838777,,
1,2,drive,vx,-7.401840812364687e-05,0.0,1.0
1,2,drive,vy,5.532840445198914e-05,0.0,1.0
1,2,drive,vz,-0.035179879431429854,0.0,1.0
1,2,drive,p,-0.2272127716231092,0.0,1.0
1,2,drive,q,0.70182357188641,0.0,1.0
1,2,drive,r,-0.01781724881838777,0.0,1.0
1,2,common,vx,-0.07068430693264703,,
1,2,common,vy,0.04806864658155108,,
1,2,common,vz,-0.12183891923702306,,
1,2,common,p,-0.31238183365857913,,
1,2,common,q,0.8371995963480221,,
1,2,common,r,-0.009885912729948411,,
1,2,common,vx,-0.07068430693264703,0.0,1.0
1,2,common,vy,0.04806864658155108,0.0,1.0
1,2,common,vz,-0.12183891923702306,0.0,1.0
1,2,common,p,-0.31238183365857913,0.0,1.0
1,2,common,q,0.8371995963480221,0.0,1.0
1,2,common,r,-0.009885912729948411,0.0,1.0
1,2,differential,vx,-0.007518895747511927,,
1,2,differential,vy,0.008149992936251332,,
1,2,differential,vz,0.04455921785191205,,
1,2,differential,p,0.10982301900662311,,
1,2,differential,q,-0.1412587296231717,,
1,2,differential,r,-0.05883587850666394,,
1,2,differential,vx,-0.007518895747511927,0.0,1.0
1,2,differential,vy,0.008149992936251332,0.0,1.0
1,2,differential,vz,0.04455921785191205,0.0,1.0
1,2,differential,p,0.10982301900662311,0.0,1.0
1,2,differential,q,-0.1412587296231717,0.0,1.0
1,2,differential,r,-0.05883587850666394,0.0,1.0
1,2,rudder,vx,0.0033967437848111907,,
1,2,rudder,vy,-0.09977985339045495,,
1,2,rudder,vz,0.01710538315899804,,
1,2,rudder,p,0.3219518184196906,,
1,2,rudder,q,0.24997687545307673,,
1,2,rudder,r,-0.04553267941632688,,
1,2,rudder,vx,0.0033967437848111907,0.0,1.0
1,2,rudder,vy,-0.09977985339045495,0.0,1.0
1,2,rudder,vz,0.01710538315899804,0.0,1.0
1,2,rudder,p,0.3219518184196906,0.0,1.0
1,2,rudder,q,0.24997687545307673,0.0,1.0
1,2,rudder,r,-0.04553267941632688,0.0,1.0
1,3,drive,vx,-0.01026595129110614,,
1,3,drive,vy,-0.0018172483872203843,,
1,3,drive,vz,-0.023416673011697885,,
1,3,drive,p,-0.21812476239047437,,
1,3,drive,q,0.6307235042602706,,
1,3,drive,r,-0.027186670030590266,,
1,3,drive,vx,-0.01026595129110614,0.0,1.0
1,3,drive,vy,-0.0018172483872203843,0.0,1.0
1,3,drive,vz,-0.023416673011697885,0.0,1.0
1,3,drive,p,-0.21812476239047437,0.0,1.0
1,3,drive,q,0.6307235042602706,0.0,1.0
1,3,drive,r,-0.027186670030590266,0.0,1.0
1,3,common,vx,-0.044017808107063246,,
1,3,common,vy,0.022073799678865684,,
1,3,common,vz,-0.14637318987924502,,
1,3,common,p,-0.30095277706640017,,
1,3,common,q,0.8683846055433788,,
1,3,common,r,0.002613513788788895,,
1,3,common,vx,-0.044017808107063246,0.0,1.0
1,3,common,vy,0.022073799678865684,0.0,1.0
1,3,common,vz,-0.14637318987924502,0.0,1.0
1,3,common,p,-0.30095277706640017,0.0,1.0
1,3,common,q,0.8683846055433788,0.0,1.0
1,3,common,r,0.002613513788788895,0.0,1.0
1,3,differential,vx,0.0002310529621913594,,
1,3,differential,vy,0.005043542778575763,,
1,3,differential,vz,0.05557485040393438,,
1,3,differential,p,0.046614246034712654,,
1,3,differential,q,-0.1317714918496079,,
1,3,differential,r,-0.060139052754246136,,
1,3,differential,vx,0.0002310529621913594,0.0,1.0
1,3,differential,vy,0.005043542778575763,0.0,1.0
1,3,differential,vz,0.05557485040393438,0.0,1.0
1,3,differential,p,0.046614246034712654,0.0,1.0
1,3,differential,q,-0.1317714918496079,0.0,1.0
1,3,differential,r,-0.060139052754246136,0.0,1.0
1,3,rudder,vx,-0.005100892095179024,,
1,3,rudder,vy,-0.03982128887151716,,
1,3,rudder,vz,-0.012439475861984262,,
1,3,rudder,p,0.3732182484868007,,
1,3,rudder,q,0.20114706137199423,,
1,3,rudder,r,-0.03512552081058264,,
1,3,rudder,vx,-0.005100892095179024,0.0,1.0
1,3,rudder,vy,-0.03982128887151716,0.0,1.0
1,3,rudder,vz,-0.012439475861984262,0.0,1.0
1,3,rudder,p,0.3732182484868007,0.0,1.0
1,3,rudder,q,0.20114706137199423,0.0,1.0
1,3,rudder,r,-0.03512552081058264,0.0,1.0
1,4,drive,vx,-0.008053071973803219,,
1,4,drive,vy,0.0006472532976478012,,
1,4,drive,vz,-0.017738965507677118,,
1,4,drive,p,-0.24276290845236076,,
1,4,drive,q,0.6497133026759728,,
1,4,drive,r,-0.044694128304754055,,
1,4,drive,vx,-0.008053071973803219,0.0,1.0
1,4,drive,vy,0.0006472532976478012,0.0,1.0
1,4,drive,vz,-0.017738965507677118,0.0,1.0
1,4,drive,p,-0.24276290845236076,0.0,1.0
1,4,drive,q,0.6497133026759728,0.0,1.0
1,4,drive,r,-0.044694128304754055,0.0,1.0
1,4,common,vx,-0.07062489050906996,,
1,4,common,vy,0.027399322990739466,,
1,4,common,vz,-0.10507939290405602,,
1,4,common,p,-0.3806328062726775,,
1,4,common,q,0.9484446426587773,,
1,4,common,r,-0.012665788961348866,,
1,4,common,vx,-0.07062489050906996,0.0,1.0
1,4,common,vy,0.027399322990739466,0.0,1.0
1,4,common,vz,-0.10507939290405602,0.0,1.0
1,4,common,p,-0.3806328062726775,0.0,1.0
1,4,common,q,0.9484446426587773,0.0,1.0
1,4,common,r,-0.012665788961348866,0.0,1.0
1,4,differential,vx,-0.000458344196997212,,
1,4,differential,vy,0.012008923751508045,,
1,4,differential,vz,0.0502278933781747,,
1,4,differential,p,0.08066770165948182,,
1,4,differential,q,-0.1407842392440667,,
1,4,differential,r,-0.0681026129686197,,
1,4,differential,vx,-0.000458344196997212,0.0,1.0
1,4,differential,vy,0.012008923751508045,0.0,1.0
1,4,differential,vz,0.0502278933781747,0.0,1.0
1,4,differential,p,0.08066770165948182,0.0,1.0
1,4,differential,q,-0.1407842392440667,0.0,1.0
1,4,differential,r,-0.0681026129686197,0.0,1.0
1,4,rudder,vx,-0.02940351851169327,,
1,4,rudder,vy,-0.015750235540341235,,
1,4,rudder,vz,-0.004280708919834329,,
1,4,rudder,p,0.4003775577866395,,
1,4,rudder,q,0.23112148105047123,,
1,4,rudder,r,-0.04512958751449765,,
1,4,rudder,vx,-0.02940351851169327,0.0,1.0
1,4,rudder,vy,-0.015750235540341235,0.0,1.0
1,4,rudder,vz,-0.004280708919834329,0.0,1.0
1,4,rudder,p,0.4003775577866395,0.0,1.0
1,4,rudder,q,0.23112148105047123,0.0,1.0
1,4,rudder,r,-0.04512958751449765,0.0,1.0
5,0,drive,vx,-0.18380054418418496,,
5,0,drive,vy,-0.10489296358866193,,
5,0,drive,vz,1.3707131423670824,,
5,0,drive,p,-0.39863206439529514,,
5,0,drive,q,-1.310580093151596,,
5,0,drive,r,0.013674427135087527,,
5,0,drive,vx,0.010206626656981873,0.0,1.0
5,0,drive,vy,-0.01410313283326487,0.0,1.0
5,0,drive,vz,0.38676999263835343,0.0,1.0
5,0,drive,p,-0.21515740528329136,0.0,1.0
5,0,drive,q,-0.5863389724599328,0.0,1.0
5,0,drive,r,-0.05008187258006931,0.0,1.0
5,0,drive,vx,-0.018783329847189625,1.0,2.0
5,0,drive,vy,-0.03163267023992674,1.0,2.0
5,0,drive,vz,0.3593418479691137,1.0,2.0
5,0,drive,p,-0.15003026252481988,1.0,2.0
5,0,drive,q,-0.43581362529228623,1.0,2.0
5,0,drive,r,0.0315571529365373,1.0,2.0
5,0,drive,vx,-0.1752238409939772,2.0,5.0
5,0,drive,vy,-0.05915716051547031,2.0,5.0
5,0,drive,vz,0.6246013017596154,2.0,5.0
5,0,drive,p,-0.0334443965871839,2.0,5.0
5,0,drive,q,-0.288427495399377,2.0,5.0
5,0,drive,r,0.03219914677861954,2.0,5.0
5,0,common,vx,-0.27596519592818086,,
5,0,common,vy,0.09449109802974298,,
5,0,common,vz,0.4060504009385233,,
5,0,common,p,0.9994915834123675,,
5,0,common,q,0.6590979808332493,,
5,0,common,r,0.3800673177216699,,
5,0,common,vx,-0.11401931597810747,0.0,1.0
5,0,common,vy,0.024742939830041305,0.0,1.0
5,0,common,vz,-0.8539663420600498,0.0,1.0
5,0,common,p,-0.4423434757393099,0.0,1.0
5,0,common,q,1.3759487315983883,0.0,1.0
5,0,common,r,-0.12025541245042497,0.0,1.0
5,0,common,vx,-0.11802760956409397,1.0,2.0
5,0,common,vy,0.0254843516586138,1.0,2.0
5,0,common,vz,-0.7856335447395534,1.0,2.0
5,0,common,p,0.8228270259986766,1.0,2.0
5,0,common,q,2.4582953653022583,1.0,2.0
5,0,common,r,-0.005964715545832854,1.0,2.0
5,0,common,vx,-0.04391827038597942,2.0,5.0
5,0,common,vy,0.04426380654108788,2.0,5.0
5,0,common,vz,2.0456502877381264,2.0,5.0
5,0,common,p,0.6190080331530008,2.0,5.0
5,0,common,q,-3.1751461160673973,2.0,5.0
5,0,common,r,0.5062874457179277,2.0,5.0
5,0,differential,vx,-0.04905219688910058,,
5,0,differential,vy,0.05515225975948042,,
5,0,differential,vz,-0.2515686918840301,,
5,0,differential,p,0.07115181713166563,,
5,0,differential,q,0.3729034252723289,,
5,0,differential,r,-0.2121514505877238,,
5,0,differential,vx,-0.022123849153506566,0.0,1.0
5,0,differential,vy,-0.06311632028988878,0.0,1.0
5,0,differential,vz,0.19448657551958756,0.0,1.0
5,0,differential,p,-0.5119128806260439,0.0,1.0
5,0,differential,q,-0.024236544855044832,0.0,1.0
5,0,differential,r,-0.09583680093476804,0.0,1.0
5,0,differential,vx,-0.028337843474658942,1.0,2.0
5,0,differential,vy,-0.022036632023185242,1.0,2.0
5,0,differential,vz,-0.09834662461877142,1.0,2.0
5,0,differential,p,-0.7287356802491199,1.0,2.0
5,0,differential,q,0.23274501274321982,1.0,2.0
5,0,differential,r,-0.08963928177442107,1.0,2.0
5,0,differential,vx,0.001409495739064929,2.0,5.0
5,0,differential,vy,0.14030521207255445,2.0,5.0
5,0,differential,vz,-0.3477086427848462,2.0,5.0
5,0,differential,p,1.3118003780068295,2.0,5.0
5,0,differential,q,0.1643949573841539,2.0,5.0
5,0,differential,r,-0.02667536787853469,2.0,5.0
5,0,rudder,vx,-0.17965978678935549,,
5,0,rudder,vy,-0.29061752410581115,,
5,0,rudder,vz,-0.08482373722836012,,
5,0,rudder,p,0.05999468623173598,,
5,0,rudder,q,0.10450351424458021,,
5,0,rudder,r,-0.6292244382320791,,
5,0,rudder,vx,0.09589832003855978,0.0,1.0
5,0,rudder,vy,-0.09927368263752352,0.0,1.0
5,0,rudder,vz,-0.0402337619415995,0.0,1.0
5,0,rudder,p,-0.16094199410349871,0.0,1.0
5,0,rudder,q,0.22800134265452143,0.0,1.0
5,0,rudder,r,0.6499876627716132,0.0,1.0
5,0,rudder,vx,-0.039239674680040075,1.0,2.0
5,0,rudder,vy,-0.0357645910714262,1.0,2.0
5,0,rudder,vz,0.04022958826272366,1.0,2.0
5,0,rudder,p,-0.4370967992643458,1.0,2.0
5,0,rudder,q,-0.27162755604036193,1.0,2.0
5,0,rudder,r,0.38378577112661466,1.0,2.0
5,0,rudder,vx,-0.23631843214787518,2.0,5.0
5,0,rudder,vy,-0.15557925039686143,2.0,5.0
5,0,rudder,vz,-0.08481956354948428,2.0,5.0
5,0,rudder,p,0.6580334795995805,2.0,5.0
5,0,rudder,q,0.1481297276304207,2.0,5.0
5,0,rudder,r,-1.662997872130307,2.0,5.0
5,1,drive,vx,-0.1624845621689568,,
5,1,drive,vy,-0.1650682335429561,,
5,1,drive,vz,1.3623153408813409,,
5,1,drive,p,-0.4389875726847996,,
5,1,drive,q,-1.232072603125253,,
5,1,drive,r,0.03168427517449483,,
5,1,drive,vx,-0.00985761540684707,0.0,1.0
5,1,drive,vy,0.0053769783228515226,0.0,1.0
5,1,drive,vz,0.3952410153257503,0.0,1.0
5,1,drive,p,-0.10413693446277167,0.0,1.0
5,1,drive,q,-0.5832063914126907,0.0,1.0
5,1,drive,r,-0.05292665002075152,0.0,1.0
5,1,drive,vx,0.01057812410494671,1.0,2.0
5,1,drive,vy,-0.053600191402531916,1.0,2.0
5,1,drive,vz,0.3458852556108197,1.0,2.0
5,1,drive,p,-0.12524009155942112,1.0,2.0
5,1,drive,q,-0.4294159213003451,1.0,2.0
5,1,drive,r,0.030123130040824588,1.0,2.0
5,1,drive,vx,-0.16320507086705643,2.0,5.0
5,1,drive,vy,-0.11684502046327572,2.0,5.0
5,1,drive,vz,0.6211890699447709,2.0,5.0
5,1,drive,p,-0.20961054666260678,2.0,5.0
5,1,drive,q,-0.219450290412217,2.0,5.0
5,1,drive,r,0.05448779515442176,2.0,5.0
5,1,common,vx,-0.22439531282432756,,
5,1,common,vy,0.2781604326624585,,
5,1,common,vz,0.28017643384797375,,
5,1,common,p,1.1427372150002277,,
5,1,common,q,0.8357700547713978,,
5,1,common,r,0.27341305439345487,,
5,1,common,vx,-0.06462651199943932,0.0,1.0
5,1,common,vy,0.049616269080548246,0.0,1.0
5,1,common,vz,-0.7351261991959183,0.0,1.0
5,1,common,p,-0.43855671001542884,0.0,1.0
5,1,common,q,1.3322205858569327,0.0,1.0
5,1,common,r,-0.1331069449090578,0.0,1.0
5,1,common,vx,-0.060160861314869696,1.0,2.0
5,1,common,vy,0.06481546120043019,1.0,2.0
5,1,common,vz,-0.8233036201014237,1.0,2.0
5,1,common,p,0.771369779810235,1.0,2.0
5,1,common,q,2.4177315094441223,1.0,2.0
5,1,common,r,-0.03971240215476364,1.0,2.0
5,1,common,vx,-0.09960793951001853,2.0,5.0
5,1,common,vy,0.16372870238148007,2.0,5.0
5,1,common,vz,1.8386062531453156,2.0,5.0
5,1,common,p,0.8099241452054217,2.0,5.0
5,1,common,q,-2.9141820405296572,2.0,5.0
5,1,common,r,0.44623240145727633,2.0,5.0
5,1,differential,vx,-0.05566843903512807,,
5,1,differential,vy,0.037578612469417766,,
5,1,differential,vz,-0.21045723382178083,,
5,1,differential,p,0.05035536660410145,,
5,1,differential,q,0.3502463916919411,,
5,1,differential,r,-0.17926244851378578,,
5,1,differential,vx,-0.015563119035969764,0.0,1.0
5,1,differential,vy,-0.049750406857135915,0.0,1.0
5,1,differential,vz,0.2245015196012453,0.0,1.0
5,1,differential,p,-0.4343600459509134,0.0,1.0
5,1,differential,q,-0.06749308811524386,0.0,1.0
5,1,differential,r,-0.08596204862296565,0.0,1.0
5,1,differential,vx,-0.051058934064932636,1.0,2.0
5,1,differential,vy,-0.018926888959763397,1.0,2.0
5,1,differential,vz,-0.07955554880159081,1.0,2.0
5,1,differential,p,-0.6517699207571794,1.0,2.0
5,1,differential,q,0.2191540058776611,1.0,2.0
5,1,differential,r,-0.07196957437586034,1.0,2.0
5,1,differential,vx,0.010953614065774329,2.0,5.0
5,1,differential,vy,0.10625590828631708,2.0,5.0
5,1,differential,vz,-0.3554032046214353,2.0,5.0
5,1,differential,p,1.1364853333121943,2.0,5.0
5,1,differential,q,0.19858547392952386,2.0,5.0
5,1,differential,r,-0.021330825514959788,2.0,5.0
5,1,rudder,vx,-0.09836554911789144,,
5,1,rudder,vy,-0.21581864549219396,,
5,1,rudder,vz,-0.05550413228667268,,
5,1,rudder,p,0.1445641560848926,,
5,1,rudder,q,0.013057578954423388,,
5,1,rudder,r,-0.5726303362449814,,
5,1,rudder,vx,0.13006521429538556,0.0,1.0
5,1,rudder,vy,-0.059992408718743145,0.0,1.0
5,1,rudder,vz,-0.010795905978140483,0.0,1.0
5,1,rudder,p,-0.09360761441652511,0.0,1.0
5,1,rudder,q,0.16728787048100544,0.0,1.0
5,1,rudder,r,0.6449225177920456,0.0,1.0
5,1,rudder,vx,0.01031258325597417,1.0,2.0
5,1,rudder,vy,-0.061543452848070196,1.0,2.0
5,1,rudder,vz,0.0781944487209092,1.0,2.0
5,1,rudder,p,-0.42151614250224506,1.0,2.0
5,1,rudder,q,-0.3904762832732938,1.0,2.0
5,1,rudder,r,0.3611966892197561,1.0,2.0
5,1,rudder,vx,-0.23874334666925118,2.0,5.0
5,1,rudder,vy,-0.09428278392538061,2.0,5.0
5,1,rudder,vz,-0.1229026750294414,2.0,5.0
5,1,rudder,p,0.6596879130036628,2.0,5.0
5,1,rudder,q,0.23624599174671176,2.0,5.0
5,1,rudder,r,-1.578749543256783,2.0,5.0
5,2,drive,vx,-0.13384100729766057,,
5,2,drive,vy,-0.1194576938686832,,
5,2,drive,vz,1.3395576470252446,,
5,2,drive,p,-0.22835430125699407,,
5,2,drive,q,-1.1668397502435313,,
5,2,drive,r,-0.009527594201436819,,
5,2,drive,vx,-0.0012315189951853194,0.0,1.0
5,2,drive,vy,-0.001263029013564656,0.0,1.0
5,2,drive,vz,0.3461106031902688,0.0,1.0
5,2,drive,p,-0.0912492623288453,0.0,1.0
5,2,drive,q,-0.5962058063602645,0.0,1.0
5,2,drive,r,-0.05408710957803869,0.0,1.0
5,2,drive,vx,0.0015287479084770312,1.0,2.0
5,2,drive,vy,-0.03614792246190764,1.0,2.0
5,2,drive,vz,0.33733661494010253,1.0,2.0
5,2,drive,p,-0.06124690758285038,1.0,2.0
5,2,drive,q,-0.43016350748494525,1.0,2.0
5,2,drive,r,0.022012134562506756,1.0,2.0
5,2,drive,vx,-0.13413823621095228,2.0,5.0
5,2,drive,vy,-0.0820467423932109,2.0,5.0
5,2,drive,vz,0.6561104288948733,2.0,5.0
5,2,drive,p,-0.0758581313452984,2.0,5.0
5,2,drive,q,-0.14047043639832157,2.0,5.0
5,2,drive,r,0.02254738081409511,2.0,5.0
5,2,common,vx,-0.1997396167477445,,
5,2,common,vy,0.1666907992565078,,
5,2,common,vz,0.5507712539658507,,
5,2,common,p,1.171822015095179,,
5,2,common,q,0.6741079301364263,,
5,2,common,r,0.26746890929492984,,
5,2,common,vx,-0.12051114321051991,0.0,1.0
5,2,common,vy,0.09335605986070238,0.0,1.0
5,2,common,vz,-0.7510859016367386,0.0,1.0
5,2,common,p,-0.34381554726323865,0.0,1.0
5,2,common,q,1.3571508379199289,0.0,1.0
5,2,common,r,-0.15781711240859628,0.0,1.0
5,2,common,vx,-0.1277570146893077,1.0,2.0
5,2,common,vy,0.08999296457470875,1.0,2.0
5,2,common,vz,-0.793273258646903,1.0,2.0
5,2,common,p,0.8962588829915425,1.0,2.0
5,2,common,q,2.47051604409895,1.0,2.0
5,2,common,r,-0.021259560127038866,1.0,2.0
5,2,common,vx,0.04852854115208309,2.0,5.0
5,2,common,vy,-0.01665822517890334,2.0,5.0
5,2,common,vz,2.095130414249492,2.0,5.0
5,2,common,p,0.6193786793668753,2.0,5.0
5,2,common,q,-3.1535589518824527,2.0,5.0
5,2,common,r,0.446545581830565,2.0,5.0
5,2,differential,vx,-0.05981679084693594,,
5,2,differential,vy,0.06394026278741177,,
5,2,differential,vz,-0.25180850125584076,,
5,2,differential,p,0.12626967365541808,,
5,2,differential,q,0.35086302994665364,,
5,2,differential,r,-0.20077196569437752,,
5,2,differential,vx,-0.013290549868861032,0.0,1.0
5,2,differential,vy,-0.038198634450930365,0.0,1.0
5,2,differential,vz,0.1671254414863979,0.0,1.0
5,2,differential,p,-0.47757193892391275,0.0,1.0
5,2,differential,q,0.014702469365907682,0.0,1.0
5,2,differential,r,-0.07993479636114532,0.0,1.0
5,2,differential,vx,-0.027855967664296537,1.0,2.0
5,2,differential,vy,-0.006789654339949244,1.0,2.0
5,2,differential,vz,-0.08534399740179974,1.0,2.0
5,2,differential,p,-0.6868188763379919,1.0,2.0
5,2,differential,q,0.20495592958596465,1.0,2.0
5,2,differential,r,-0.08701184266239549,1.0,2.0
5,2,differential,vx,-0.018670273313778372,2.0,5.0
5,2,differential,vy,0.10892855157829139,2.0,5.0
5,2,differential,vz,-0.33358994534043895,2.0,5.0
5,2,differential,p,1.2906604889173228,2.0,5.0
5,2,differential,q,0.13120463099478127,2.0,5.0
5,2,differential,r,-0.0338253266708367,2.0,5.0
5,2,rudder,vx,-0.06288343350073822,,
5,2,rudder,vy,-0.2375818850688965,,
5,2,rudder,vz,0.02406669030705246,,
5,2,rudder,p,0.136519686564523,,
5,2,rudder,q,0.037230667346849405,,
5,2,rudder,r,-0.7554471785087893,,
5,2,rudder,vx,0.16238047016005888,0.0,1.0
5,2,rudder,vy,-0.1504643228423873,0.0,1.0
5,2,rudder,vz,0.023442225008835683,0.0,1.0
5,2,rudder,p,-0.09822706765048117,0.0,1.0
5,2,rudder,q,0.18566146998214023,0.0,1.0
5,2,rudder,r,0.6986104814136979,0.0,1.0
5,2,rudder,vx,0.0656502032088893,1.0,2.0
5,2,rudder,vy,0.001905694134812802,1.0,2.0
5,2,rudder,vz,0.056475630521929956,1.0,2.0
5,2,rudder,p,-0.36968574517252256,1.0,2.0
5,2,rudder,q,-0.3866231847811652,1.0,2.0
5,2,rudder,r,0.37013085524250433,1.0,2.0
5,2,rudder,vx,-0.2909141068696864,2.0,5.0
5,2,rudder,vy,-0.08902325636132201,2.0,5.0
5,2,rudder,vz,-0.055851165223713174,2.0,5.0
5,2,rudder,p,0.6044324993875267,2.0,5.0
5,2,rudder,q,0.23819238214587438,2.0,5.0
5,2,rudder,r,-1.8241885151649915,2.0,5.0
5,3,drive,vx,-0.23427325562299484,,
5,3,drive,vy,-0.0934106090787751,,
5,3,drive,vz,1.345641158602789,,
5,3,drive,p,-0.47011082932561254,,
5,3,drive,q,-1.206789029963188,,
5,3,drive,r,-0.04531106596364486,,
5,3,drive,vx,-0.0033869447709131075,0.0,1.0
5,3,drive,vy,0.0009293287997725328,0.0,1.0
5,3,drive,vz,0.3823463664092787,0.0,1.0
5,3,drive,p,-0.2043819888181557,0.0,1.0
5,3,drive,q,-0.5752865165300978,0.0,1.0
5,3,drive,r,-0.06424700838261885,0.0,1.0
5,3,drive,vx,-0.03573001799968787,1.0,2.0
5,3,drive,vy,-0.041475221012428946,1.0,2.0
5,3,drive,vz,0.34008424821718153,1.0,2.0
5,3,drive,p,-0.16809194814184228,1.0,2.0
5,3,drive,q,-0.38041968518566804,1.0,2.0
5,3,drive,r,0.011047595846406268,1.0,2.0
5,3,drive,vx,-0.19515629285239386,2.0,5.0
5,3,drive,vy,-0.0528647168661187,2.0,5.0
5,3,drive,vz,0.6232105439763287,2.0,5.0
5,3,drive,p,-0.09763689236561454,2.0,5.0
5,3,drive,q,-0.2510828282474222,2.0,5.0
5,3,drive,r,0.007888346572567713,2.0,5.0
5,3,common,vx,-0.13233289881063315,,
5,3,common,vy,0.0672167551921757,,
5,3,common,vz,0.2969453473400996,,
5,3,common,p,0.9637831559865753,,
5,3,common,q,0.822463045822539,,
5,3,common,r,0.35397710336169813,,
5,3,common,vx,-0.08676416370491641,0.0,1.0
