kind,condition,seed,group,group_rule,step,horizon_s,metric,cohort,value,n_flights,n_origins
endpoint,Actual,17,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.7075998600665616,9,195
endpoint,Actual,17,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.8106567286645974,17,468
endpoint,Actual,17,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.8463426034030647,8,273
endpoint,Actual,17,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.7789359511192931,9,195
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.21101139765517,17,684
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.1818258401217003,8,228
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.2369541154626986,9,456
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5148387901067141,17,684
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.4659278644552258,8,228
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5583151684635924,9,456
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.029879120728179265,17,684
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.0169720478481836,8,228
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.04135207439928653,9,456
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.11162349755127854,17,684
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.11735922629237068,8,228
endpoint,Actual,17,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.10652507200364109,9,456
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,1.872270331667776,17,787
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,1.8301747356251263,8,240
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,1.909688639261242,9,547
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5674791074991652,17,787
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5285143009190478,8,240
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.6021144911259363,9,547
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.06664282323271445,17,787
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.035926381323873324,8,240
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.09394632715168434,9,547
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.1552967233711149,17,787
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.16807219479820806,8,240
endpoint,Actual,17,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.14394074876925428,9,547
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,3.356227742489765,17,888
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,3.4257468550727332,8,201
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.2944329757493485,9,687
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.562200311634354,17,888
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.501373398261371,8,201
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6162686790770058,9,687
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.18274582333116132,17,888
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.11567246132135242,8,201
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.24236658956210258,9,687
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.2872407690802758,17,888
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.29480555575898676,8,201
endpoint,Actual,17,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.280516514254755,9,687
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,5.830676118455468,17,926
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,6.383322135074827,8,208
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,5.3394352147938156,9,718
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.5932229498097383,17,926
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.5671224249496785,8,208
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6164234163520138,9,718
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.4527301778758923,17,926
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.316067834096721,8,208
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.5742078167907113,9,718
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.5685829566244974,17,926
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.5684221393413782,8,208
endpoint,Actual,17,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.5687259053206035,9,718
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.3311000062979645,17,1290
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.359610157529412,8,579
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.3057576496477892,9,711
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5302052260858929,17,1290
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.4978133314036749,8,579
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5589980213589758,9,711
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.034440164979954,17,1290
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.017728375775726075,8,579
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.0492950887170455,9,711
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.11627042756439994,17,1290
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.12516895250640314,8,579
endpoint,Actual,17,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.10836062761595265,9,711
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,2.0376462991452975,17,1292
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,2.120491045654126,8,589
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,1.9640065244707832,9,703
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.537447742511745,17,1292
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5083911968572017,8,589
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.5632757830935611,9,703
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.06314853355801059,17,1292
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.03539497897887319,8,589
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.08781835985057716,9,703
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.16187989009161227,17,1292
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.17939356048440896,8,589
endpoint,Actual,17,middle,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.14631218307579297,9,703
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,3.9445923986845095,17,1240
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,4.2592745456789505,8,631
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.6648749346894514,9,609
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.5778531811592004,17,1240
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.5456788697508328,8,631
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6064525690777494,9,609
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.1832648288677085,17,1240
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.10893530453366354,8,631
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.24933551716463734,9,609
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.319943487314151,17,1240
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.31763146419503285,8,631
endpoint,Actual,17,middle,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.3219986189755894,9,609
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,6.710048064530608,17,1188
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,7.3568612813729635,8,620
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,6.13510298289296,9,568
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.6056006712623359,17,1188
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.590142490565028,8,620
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6193412763266095,9,568
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.4172495470804394,17,1188
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.3142827202479776,8,620
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.508775615375961,9,568
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.6012700356648732,17,1188
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.6139707448488827,8,620
endpoint,Actual,17,middle,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.5899805163901981,9,568
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.4246294529035894,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.4761573607193075,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.3788268681785063,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5437161480655596,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.5247899582661589,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5605394278872491,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.03548711053487921,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.019089797975652693,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.0500624994764139,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.14947617109493305,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.15859305949784006,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.14137227029234903,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,2.2065952760482856,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,2.3854713925753384,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,2.0475942835797944,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5695336495342367,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5374336609896214,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.5980669726850056,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.07087549760215012,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.04130150419862946,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.09716349173861293,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.19876495637065858,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.22133990852341479,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.17869833223487525,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,4.075688471845725,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,4.4925398588152055,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.7051539056506297,9,1481
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.5976309396014523,17,2582
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.5648123314414162,8,1101
endpoint,Actual,23,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6268030357437067,9,1481
