relative_path,folder,filename_date,bytes,sha256,ulog_magic_valid,existing_qgclogs_matches,registered_role,role,flight_id,current_status
9.12数据/log_9_2026-9-12-06-03-32.ulg,9.12数据,2026-09-12,36114442,1ff5d67cf8ef2d676896165abd64634dfa9fd343787ea606030358215ef56e64,True,/home/zn/QgcLogs/9.12数据/log_9_2026-9-12-06-03-32.ulg,not_registered_in_current_trajectory_manifest,train,9.12数据/log_9_2026-9-12-06-03-32.ulg,admitted
9.12数据/归档/log_2_2026-9-12-18-32-54.ulg,9.12数据,2026-09-12,27533715,a978956f5f191a4daabd24086ef734b611060f7467063c838c8c78bc898a5a68,True,/home/zn/QgcLogs/9.12数据/log_2_2026-9-12-18-32-54.ulg | /home/zn/QgcLogs/9.12数据/归档/log_2_2026-9-12-18-32-54.ulg,not_registered_in_current_trajectory_manifest,train,9.12数据/log_2_2026-9-12-18-32-54.ulg,admitted
9.12数据/归档/log_3_2026-9-12-18-40-02.ulg,9.12数据,2026-09-12,27262976,6c5b344e087a1a7ab333f75405589cdf20fdd2ad091eba2768e27de76b076dc3,True,/home/zn/QgcLogs/9.12数据/log_3_2026-9-12-18-40-02.ulg | /home/zn/QgcLogs/9.12数据/归档/log_3_2026-9-12-18-40-02.ulg,not_registered_in_current_trajectory_manifest,train,9.12数据/log_3_2026-9-12-18-40-02.ulg,admitted
9.13数据/log_1_2026-9-13-06-11-06.ulg,9.13数据,2026-09-13,31641013,dea67a9ed3019a32b7b11f43c8fa6668c4142849622f29d836f287defdfacbe1,True,/home/zn/QgcLogs/9.13数据/log_1_2026-9-13-06-11-06.ulg,not_registered_in_current_trajectory_manifest,train,9.13数据/log_1_2026-9-13-06-11-06.ulg,admitted
9.13数据/log_2_2026-9-13-06-20-06.ulg,9.13数据,2026-09-13,29233152,15c586c0d48d09ef0036618bf1823d6475213c751d473dba6f0fa0732809b7eb,True,/home/zn/QgcLogs/9.13数据/log_2_2026-9-13-06-20-06.ulg,not_registered_in_current_trajectory_manifest,train,9.13数据/log_2_2026-9-13-06-20-06.ulg,admitted
9.13数据/log_3_2026-9-13-06-31-26.ulg,9.13数据,2026-09-13,31306188,a2a85d1807255e9cb45b0c04ba77c38ec0679f6c3a286846f7deff1ba72be945,True,/home/zn/QgcLogs/9.13数据/log_3_2026-9-13-06-31-26.ulg,not_registered_in_current_trajectory_manifest,train,9.13数据/log_3_2026-9-13-06-31-26.ulg,admitted
9.13数据/log_4_2026-9-13-06-36-26.ulg,9.13数据,2026-09-13,26600742,3de9134406746aa184281244591d0403f426022d5789a6d9f2d441b89f3b519e,True,/home/zn/QgcLogs/9.13数据/log_4_2026-9-13-06-36-26.ulg,not_registered_in_current_trajectory_manifest,train,9.13数据/log_4_2026-9-13-06-36-26.ulg,admitted
9.13数据/log_5_2026-9-13-06-42-40.ulg,9.13数据,2026-09-13,28901376,95b2e74ad704fbe261d081ad317f01a9bba5c99b3c2f32b64e3a5e57602164a8,True,/home/zn/QgcLogs/9.13数据/log_5_2026-9-13-06-42-40.ulg,not_registered_in_current_trajectory_manifest,train,9.13数据/log_5_2026-9-13-06-42-40.ulg,admitted
9.13数据/log_7_2026-9-13-18-12-52.ulg,9.13数据,2026-09-13,20801637,3746db93c8eb02d5b94167d21d11701b5caaeffdd909b7f61a4c70b7519129d0,True,/home/zn/QgcLogs/9.13数据/log_7_2026-9-13-18-12-52.ulg,not_registered_in_current_trajectory_manifest,train,9.13数据/log_7_2026-9-13-18-12-52.ulg,admitted
9.14数据/log_11_2026-9-14-18-13-22.ulg,9.14数据,2026-09-14,27785985,19b10fde39323f915235f7ff29ac3bc6311d9ceb6b07e2dbda5915400b8eee3d,True,/home/zn/QgcLogs/9.14数据/log_11_2026-9-14-18-13-22.ulg,not_registered_in_current_trajectory_manifest,train,9.14数据/log_11_2026-9-14-18-13-22.ulg,admitted
9.14数据/log_12_2026-9-14-18-20-30.ulg,9.14数据,2026-09-14,29091598,4c2fe9e7a473a190664b44652f2ef5c6977aa8ff1c46224e008d5b458a22cfa5,True,/home/zn/QgcLogs/9.14数据/log_12_2026-9-14-18-20-30.ulg,not_registered_in_current_trajectory_manifest,train,9.14数据/log_12_2026-9-14-18-20-30.ulg,admitted
9.14数据/log_13_2026-9-14-18-28-32.ulg,9.14数据,2026-09-14,31166133,05eed2dc698464ca4a4508a2906176f8a91e65b148601f45c03f3279286d800a,True,/home/zn/QgcLogs/9.14数据/log_13_2026-9-14-18-28-32.ulg,not_registered_in_current_trajectory_manifest,train,9.14数据/log_13_2026-9-14-18-28-32.ulg,admitted
9.14数据/log_14_2026-9-14-18-34-22.ulg,9.14数据,2026-09-14,28123467,5e074998eb0cf7d7db4fad4033b56d08d91bc2c176c5bae3f56b128505c46081,True,/home/zn/QgcLogs/9.14数据/log_14_2026-9-14-18-34-22.ulg,not_registered_in_current_trajectory_manifest,train,9.14数据/log_14_2026-9-14-18-34-22.ulg,admitted
9.15数据/log_10_2026-9-15-17-44-04.ulg,9.15数据,2026-09-15,26387326,60cc2db103282bd4493a0ad3f8e4c05a529c53513507225d54564018a6f97edb,True,/home/zn/QgcLogs/9.15数据/log_10_2026-9-15-17-44-04.ulg,not_registered_in_current_trajectory_manifest,train,9.15数据/log_10_2026-9-15-17-44-04.ulg,admitted
9.15数据/log_11_2026-9-15-17-51-56.ulg,9.15数据,2026-09-15,26293692,22a70d54b3683faa403f63c18c1d90d02d2a5aba7d95c2e8c1bf5d6457acbc29,True,/home/zn/QgcLogs/9.15数据/log_11_2026-9-15-17-51-56.ulg,not_registered_in_current_trajectory_manifest,train,9.15数据/log_11_2026-9-15-17-51-56.ulg,admitted
9.15数据/log_12_2026-9-15-18-03-58.ulg,9.15数据,2026-09-15,28873878,5abe5e80b02948c33d55cfa19837725934dbb0caa2132facd63e2129cf792952,True,/home/zn/QgcLogs/9.15数据/log_12_2026-9-15-18-03-58.ulg,not_registered_in_current_trajectory_manifest,train,9.15数据/log_12_2026-9-15-18-03-58.ulg,admitted
9.15数据/log_13_2026-9-15-18-10-58.ulg,9.15数据,2026-09-15,27158784,fe46c4e6013752f8e0901f623ced378c392b5726c88c5a57cb84f4b6ffd4fe71,True,/home/zn/QgcLogs/9.15数据/log_13_2026-9-15-18-10-58.ulg,not_registered_in_current_trajectory_manifest,train,9.15数据/log_13_2026-9-15-18-10-58.ulg,admitted
9.15数据/log_14_2026-9-15-18-17-26.ulg,9.15数据,2026-09-15,28981543,5039763b2a8ddf31fff88c2d54827101cca997f0c73bf8e0732afdbc766641f2,True,/home/zn/QgcLogs/9.15数据/log_14_2026-9-15-18-17-26.ulg,not_registered_in_current_trajectory_manifest,train,9.15数据/log_14_2026-9-15-18-17-26.ulg,admitted
9.15数据/log_15_2026-9-15-18-23-44.ulg,9.15数据,2026-09-15,26971745,d071d49da500ef84328acf9b8905b5bb618c3a8ef5ad719e49f13358d93b073e,True,/home/zn/QgcLogs/9.15数据/log_15_2026-9-15-18-23-44.ulg,not_registered_in_current_trajectory_manifest,train,9.15数据/log_15_2026-9-15-18-23-44.ulg,admitted
9.16数据/log_1_2026-9-16-18-02-34.ulg,9.16数据,2026-09-16,23620548,fc53971260c2cf62f71d76af1379ae29bedabca21e3f49aaa4cb9d63c6510dbb,True,/home/zn/QgcLogs/9.16数据/log_1_2026-9-16-18-02-34.ulg,not_registered_in_current_trajectory_manifest,train,9.16数据/log_1_2026-9-16-18-02-34.ulg,admitted
9.16数据/log_2_2026-9-16-18-08-46.ulg,9.16数据,2026-09-16,28012770,1894725285badf0fbb07369e0f13cf92c8f213b636349d38c7280a2ee5af2e75,True,/home/zn/QgcLogs/9.16数据/log_2_2026-9-16-18-08-46.ulg,not_registered_in_current_trajectory_manifest,train,9.16数据/log_2_2026-9-16-18-08-46.ulg,admitted
9.16数据/log_3_2026-9-16-18-13-58.ulg,9.16数据,2026-09-16,23955493,5734013eecffc074bd5f9d844a284e7575cbd84670f69c0e482971024539664c,True,/home/zn/QgcLogs/9.16数据/log_3_2026-9-16-18-13-58.ulg,not_registered_in_current_trajectory_manifest,train,9.16数据/log_3_2026-9-16-18-13-58.ulg,admitted
9.16数据/log_4_2026-9-16-18-20-50.ulg,9.16数据,2026-09-16,26945027,ac54f8f57c72d2254c2ee11f10d5bbd541815f3ac31040ac7c734e863e56c8c7,True,/home/zn/QgcLogs/9.16数据/log_4_2026-9-16-18-20-50.ulg,not_registered_in_current_trajectory_manifest,train,9.16数据/log_4_2026-9-16-18-20-50.ulg,admitted
9.16数据/log_5_2026-9-16-18-26-48.ulg,9.16数据,2026-09-16,26489865,6b483c323ce93d7d6e97606814c4c292f1e69bd2e7b00babc97d8df6a4a18b61,True,/home/zn/QgcLogs/9.16数据/log_5_2026-9-16-18-26-48.ulg,not_registered_in_current_trajectory_manifest,train,9.16数据/log_5_2026-9-16-18-26-48.ulg,admitted
9.17数据/log_10_2026-9-17-06-34-34.ulg,9.17数据,2026-09-17,26420126,9258b097970593d85c54daa5d13905f8b7b1c9bcab8d800ddd78e14e6be8f0c5,True,/home/zn/QgcLogs/9.17数据/log_10_2026-9-17-06-34-34.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_10_2026-9-17-06-34-34.ulg,admitted
9.17数据/log_11_2026-9-17-06-40-30.ulg,9.17数据,2026-09-17,33543896,72b77806f1d23dd9d32bf76275b6a94d3cc4dd2f860a9394fd1b3e42ab10c8de,True,/home/zn/QgcLogs/9.17数据/log_11_2026-9-17-06-40-30.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_11_2026-9-17-06-40-30.ulg,admitted
9.17数据/log_12_2026-9-17-06-46-02.ulg,9.17数据,2026-09-17,28489946,1d0eccb6bff5bbec48711611b652a5d920c132c230ac1801fe8b53314ce52ebc,True,/home/zn/QgcLogs/9.17数据/log_12_2026-9-17-06-46-02.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_12_2026-9-17-06-46-02.ulg,admitted
9.17数据/log_13_2026-9-17-06-52-30.ulg,9.17数据,2026-09-17,28554133,b472f27bdb908bca69c4d18cc793cde099d4632285026878d766c2bc912a6949,True,/home/zn/QgcLogs/9.17数据/log_13_2026-9-17-06-52-30.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_13_2026-9-17-06-52-30.ulg,admitted
9.17数据/log_6_2026-9-17-06-02-24.ulg,9.17数据,2026-09-17,31637899,8c24613d6cd518a0391183fe8c8f51198d2d1af8b05962081aa36180eb12f5fb,True,/home/zn/QgcLogs/9.17数据/log_6_2026-9-17-06-02-24.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_6_2026-9-17-06-02-24.ulg,admitted
9.17数据/log_7_2026-9-17-06-12-16.ulg,9.17数据,2026-09-17,27721728,5bc50ebb95abd5fb7653cf7e9dd046323e866b146da223125bb1bb8f3ef11f9d,True,/home/zn/QgcLogs/9.17数据/log_7_2026-9-17-06-12-16.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_7_2026-9-17-06-12-16.ulg,admitted
9.17数据/log_8_2026-9-17-06-17-52.ulg,9.17数据,2026-09-17,27726362,c1b477a8bc2758431548cbfe085aa083f8d52725c18ca0daa588fe59d7d8dfc3,True,/home/zn/QgcLogs/9.17数据/log_8_2026-9-17-06-17-52.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_8_2026-9-17-06-17-52.ulg,admitted
9.17数据/log_9_2026-9-17-06-28-10.ulg,9.17数据,2026-09-17,23536592,c728467cbea2bad08f7f060c6498120efe8cd4f54a3b5cf156d82939cf174480,True,/home/zn/QgcLogs/9.17数据/log_9_2026-9-17-06-28-10.ulg,not_registered_in_current_trajectory_manifest,validation,9.17数据/log_9_2026-9-17-06-28-10.ulg,admitted
9.18数据/log_0_2026-9-18-18-15-06.ulg,9.18数据,2026-09-18,29177173,856d76e3776563b908ba57d66d69edb41430b0b30764fa9628d6acbbf152ae40,True,/home/zn/QgcLogs/9.18数据/log_0_2026-9-18-18-15-06.ulg,not_registered_in_current_trajectory_manifest,train,9.18数据/log_0_2026-9-18-18-15-06.ulg,admitted
9.18数据/log_1_2026-9-18-18-23-36.ulg,9.18数据,2026-09-18,33043866,31e75b37cc415dcef5333627728330aca2156b8652dd56f2d5c1dcfb22fc7d17,True,/home/zn/QgcLogs/9.18数据/log_1_2026-9-18-18-23-36.ulg,not_registered_in_current_trajectory_manifest,train,9.18数据/log_1_2026-9-18-18-23-36.ulg,admitted
9.18数据/log_2_2026-9-18-18-29-40.ulg,9.18数据,2026-09-18,31466633,7e4d29d0fbb4e521eb4f3753cf8441194be4952c0c554cf7bd7e72c214cb7964,True,/home/zn/QgcLogs/9.18数据/log_2_2026-9-18-18-29-40.ulg,not_registered_in_current_trajectory_manifest,train,9.18数据/log_2_2026-9-18-18-29-40.ulg,admitted
9.19-2数据/log_0_2026-9-19-14-31-44.ulg,9.19-2数据,2026-09-19,31099988,8620264e85a695408ff6544c6d8519af2b205b34e2dc5ce25f301b8e35a758a4,True,/home/zn/QgcLogs/9.19-2数据/log_0_2026-9-19-14-31-44.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,admitted
9.19-2数据/log_1_2026-9-19-14-40-12.ulg,9.19-2数据,2026-09-19,31093876,9825334a4fa07f2a573b64f455b15587204a8deee5747aa7b45aa653c794a2d6,True,/home/zn/QgcLogs/9.19-2数据/log_1_2026-9-19-14-40-12.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,admitted
9.19-2数据/log_2_2026-9-19-14-45-56.ulg,9.19-2数据,2026-09-19,3721193,4c9707d1b4ce53e72922683dc2ac6cb1fc1d1059dbfb1606f417c3dad83209ad,True,/home/zn/QgcLogs/9.19-2数据/log_2_2026-9-19-14-45-56.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_2_2026-9-19-14-45-56.ulg,excluded_by_frozen_gate
9.19-2数据/log_3_2026-9-19-14-56-32.ulg,9.19-2数据,2026-09-19,30010348,6e42772f0cd8a2c2cc6134f00fcad349c32e55ccfa28ffed7324600b66f11f68,True,/home/zn/QgcLogs/9.19-2数据/log_3_2026-9-19-14-56-32.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,admitted
9.19-2数据/log_4_2026-9-19-15-15-06.ulg,9.19-2数据,2026-09-19,27215038,99fcc78fce71ab4176468bf9f5ff061f50be69ea71fe648086d152ddf94c1c87,True,/home/zn/QgcLogs/9.19-2数据/log_4_2026-9-19-15-15-06.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,admitted
9.19-2数据/log_5_2026-9-19-15-23-48.ulg,9.19-2数据,2026-09-19,42552988,ffb298b75d051684c09069a19c2fcd9a744a5aa74ddc91d97d4c7a89b2fecb3a,True,/home/zn/QgcLogs/9.19-2数据/log_5_2026-9-19-15-23-48.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_5_2026-9-19-15-23-48.ulg,admitted
9.19-2数据/log_6_2026-9-19-15-28-00.ulg,9.19-2数据,2026-09-19,21918253,555013e8efd61db4be706244554d53a2db3acf99912a147d9e2c0c9225fb1156,True,/home/zn/QgcLogs/9.19-2数据/log_6_2026-9-19-15-28-00.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,admitted
9.19-2数据/log_7_2026-9-19-15-39-08.ulg,9.19-2数据,2026-09-19,41134838,0ccaea41f83ce586b98bf5f8b57d59a3b373420814396c9724405997d22fbb0f,True,/home/zn/QgcLogs/9.19-2数据/log_7_2026-9-19-15-39-08.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_7_2026-9-19-15-39-08.ulg,admitted
9.19-2数据/log_8_2026-9-19-15-47-10.ulg,9.19-2数据,2026-09-19,30946668,d1029644def3e9aaf28edc9a47d7c06eb50790c47c221994be2738bd8cb7fa3b,True,/home/zn/QgcLogs/9.19-2数据/log_8_2026-9-19-15-47-10.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,admitted
9.19-3数据/log_0_2026-9-19-17-14-26.ulg,9.19-3数据,2026-09-19,31011966,c79e10ff47a4d152fc9eee3de0f9a925562f9e1921418b3485b197e50f5750be,True,/home/zn/QgcLogs/9.19-3数据/log_0_2026-9-19-17-14-26.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_0_2026-9-19-17-14-26.ulg,admitted
9.19-3数据/log_1_2026-9-19-17-21-44.ulg,9.19-3数据,2026-09-19,28594929,11be9c2dde6c15d2c5c51f3d7b22a44f92a5e8baa5b5535c3ec961671c2fdf73,True,/home/zn/QgcLogs/9.19-3数据/log_1_2026-9-19-17-21-44.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,admitted
9.19-3数据/log_2_2026-9-19-17-26-42.ulg,9.19-3数据,2026-09-19,27459584,129daba37d9917950222779c3efb9977e69708667fcac8b7ebd7e968e58cf2e2,True,/home/zn/QgcLogs/9.19-3数据/log_2_2026-9-19-17-26-42.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,admitted
9.19-3数据/log_3_2026-9-19-17-38-46.ulg,9.19-3数据,2026-09-19,25055911,64dcd437b8af3b43e19fb625bdb9ab854e791966a707a04eee0f4db1acc18a9d,True,/home/zn/QgcLogs/9.19-3数据/log_3_2026-9-19-17-38-46.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_3_2026-9-19-17-38-46.ulg,admitted
9.19-3数据/log_4_2026-9-19-17-44-06.ulg,9.19-3数据,2026-09-19,29370425,329162d9984d868b7e7773c3a646f70b1c5b4593afef4477d75ad710afbc3b9a,True,/home/zn/QgcLogs/9.19-3数据/log_4_2026-9-19-17-44-06.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,admitted
9.19-3数据/log_5_2026-9-19-17-49-50.ulg,9.19-3数据,2026-09-19,28436607,c9caf10ce8ad7928c2314341b27a3c4221f0418e8f295a7687d04118284b785d,True,/home/zn/QgcLogs/9.19-3数据/log_5_2026-9-19-17-49-50.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,admitted
9.19-3数据/log_9_2026-9-19-17-05-08.ulg,9.19-3数据,2026-09-19,29612021,8b2c88727ccf6539c023c7eec8c18755cddb28e55d95eb58fcdd9b0a265b57b2,True,/home/zn/QgcLogs/9.19-3数据/log_9_2026-9-19-17-05-08.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,admitted
9.19数据/log_0_2026-9-19-05-53-40.ulg,9.19数据,2026-09-19,32890909,02b3f6a51a07f7d86d68f7ad615eae33873451705bf91289ac379d3f46a8146e,True,/home/zn/QgcLogs/9.19数据/log_0_2026-9-19-05-53-40.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_0_2026-9-19-05-53-40.ulg,admitted
9.19数据/log_1_2026-9-19-06-01-30.ulg,9.19数据,2026-09-19,30239277,0d5e5dbce4d6ea2a059df10d152bafc121833f3a14c88bbb57ae4edc47bec9a9,True,/home/zn/QgcLogs/9.19数据/log_1_2026-9-19-06-01-30.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_1_2026-9-19-06-01-30.ulg,admitted
9.19数据/log_2_2026-9-19-06-07-52.ulg,9.19数据,2026-09-19,27936832,dca519e722cbd697754ce36b6528672120535ccd219f4682e0379b20ff4d79a8,True,/home/zn/QgcLogs/9.19数据/log_2_2026-9-19-06-07-52.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_2_2026-9-19-06-07-52.ulg,admitted
9.19数据/log_3_2026-9-19-06-14-30.ulg,9.19数据,2026-09-19,32458000,7417500f121ab7dacaf01f0903d8062b893b18f829c80dcae9f1cc45e4243d5e,True,/home/zn/QgcLogs/9.19数据/log_3_2026-9-19-06-14-30.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_3_2026-9-19-06-14-30.ulg,admitted
9.19数据/log_4_2026-9-19-06-19-40.ulg,9.19数据,2026-09-19,28478147,2aeb238b9f82f7d7cd977a1086764a2e689eb30bcd46956abdfed92fc77e1a6f,True,/home/zn/QgcLogs/9.19数据/log_4_2026-9-19-06-19-40.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_4_2026-9-19-06-19-40.ulg,admitted
9.19数据/log_5_2026-9-19-06-26-44.ulg,9.19数据,2026-09-19,27901472,8a6e4d12518dc16ec397388842a77962805057279abc620a720f4f0b8c76321b,True,/home/zn/QgcLogs/9.19数据/log_5_2026-9-19-06-26-44.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_5_2026-9-19-06-26-44.ulg,admitted
9.19数据/log_6_2026-9-19-06-31-46.ulg,9.19数据,2026-09-19,28680535,6436c5c33392ae7a997592f746b37d79d70d417475c960aec87412873be0c2ba,True,/home/zn/QgcLogs/9.19数据/log_6_2026-9-19-06-31-46.ulg,not_registered_in_current_trajectory_manifest,Sep19,9.19数据/log_6_2026-9-19-06-31-46.ulg,admitted
9.6数据/log_24_2026-9-6-06-28-38.ulg,9.6数据,2026-09-06,22806528,63967500f915ed124b1b4deacf8a47a563ab4419c0258c3522798577280c7dd0,True,/home/zn/QgcLogs/9.6数据/log_24_2026-9-6-06-28-38.ulg | /home/zn/QgcLogs/2026.9.6/log_24_2026-9-6-06-28-38.ulg,train,train,2026.9.6/log_24_2026-9-6-06-28-38.ulg,admitted
9.6数据/log_28_2026-9-6-07-01-38.ulg,9.6数据,2026-09-06,23737371,73dd94d60553a00efb3e2d9009430686c08ee611f11eb4e3f8e3a427f26df842,True,/home/zn/QgcLogs/9.6数据/log_28_2026-9-6-07-01-38.ulg | /home/zn/QgcLogs/2026.9.6/log_28_2026-9-6-07-01-38.ulg,train,train,2026.9.6/log_28_2026-9-6-07-01-38.ulg,admitted
9.6数据/log_29_2026-9-6-17-48-14.ulg,9.6数据,2026-09-06,17420247,4c77a3e74b4c8e26d021fd1fa2bc618a2f2f52e005eb5022ecdf680c40678bfb,True,/home/zn/QgcLogs/9.6数据/log_29_2026-9-6-17-48-14.ulg | /home/zn/QgcLogs/2026.9.6/log_15_2026-9-6-17-48-14.ulg,not_registered_in_current_trajectory_manifest,not_admitted,,existing_exclusion_or_unassigned
9.6数据/log_31_2026-9-6-18-34-06.ulg,9.6数据,2026-09-06,26218728,37ff9f8ea4e2e378fc13394288aa145a462259e2f53fa15af9511082f0e6d558,True,/home/zn/QgcLogs/9.6数据/log_31_2026-9-6-18-34-06.ulg | /home/zn/QgcLogs/2026.9.6/log_17_2026-9-6-18-34-06.ulg,train,train,2026.9.6/log_17_2026-9-6-18-34-06.ulg,admitted
9.6数据/log_32_2026-9-6-18-46-20.ulg,9.6数据,2026-09-06,20281804,603a941c5ebbfcdf27b80b0d1c4b2de65dd4e114fdefb64bb70896e409c135a8,True,/home/zn/QgcLogs/9.6数据/log_32_2026-9-6-18-46-20.ulg | /home/zn/QgcLogs/2026.9.6/log_18_2026-9-6-18-46-20.ulg,train,train,2026.9.6/log_18_2026-9-6-18-46-20.ulg,admitted
9.6数据/log_33_2026-9-6-18-52-30.ulg,9.6数据,2026-09-06,22531859,30f27b3c2ee46a05ed6108ec01a2150cd5c8fedaf4f0cb7a1f0347698412aacd,True,/home/zn/QgcLogs/9.6数据/log_33_2026-9-6-18-52-30.ulg | /home/zn/QgcLogs/2026.9.6/log_19_2026-9-6-18-52-30.ulg,train,train,2026.9.6/log_19_2026-9-6-18-52-30.ulg,admitted
