partition,channel,flight_id,window_id,origin_timestamp_us,end_us,sign,persistence
train,rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:215,283610445,284615707.0,-1.0,0.9095495048859911
train,rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1295,211062885,212058215.0,-1.0,0.8939366840873778
train,rudder,9.12数据/log_11_2026-9-12-06-21-12.ulg,train:9.12数据/log_11_2026-9-12-06-21-12.ulg:2:1435,213861825,214867078.0,1.0,0.9204666879546488
train,rudder,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:125,145295862,146300999.0,1.0,0.902439862840163
train,rudder,9.12数据/log_7_2026-9-12-05-49-02.ulg,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:225,237097275,238095174.0,1.0,0.8130073147308169
train,rudder,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:2:155,62341015,63338890.0,1.0,0.8942375221591887
train,rudder,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:6:1445,250991110,251998929.0,1.0,0.8431475831486218
train,rudder,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:115,223932054,224930013.0,1.0,0.9033257259853132
train,rudder,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:375,221099898,222097912.0,-1.0,0.8342521166787676
train,rudder,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:135,144472595,145470626.0,1.0,0.9039190608096344
train,rudder,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:1395,169673289,170671312.0,1.0,0.8483393930951905
train,rudder,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:715,304606801,305614808.0,1.0,0.8815778397646433
train,rudder,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:895,308209672,309207706.0,1.0,0.8413194775092934
train,rudder,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:0:175,92360895,93358781.0,-1.0,0.8816036779638622
train,rudder,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:405,192090506,193098559.0,1.0,0.9235691995039366
train,rudder,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:0:165,70164036,71162041.0,-1.0,0.9146805292623466
train,rudder,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:45,182835757,183833848.0,1.0,0.8856340423063065
train,rudder,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:115,199180480,200188473.0,1.0,0.9100501109054291
train,rudder,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:695,210787516,211785485.0,1.0,0.8450296623756601
train,rudder,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:135,164036605,165044414.0,-1.0,0.8343439694969903
train,rudder,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:685,175043127,176041073.0,-1.0,0.9334715240300693
train,rudder,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:95,225809964,226815210.0,-1.0,0.8585800310945718
train,rudder,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:2:705,238011160,239016624.0,-1.0,0.9156913556652596
validation,drive,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6225,230691747,231696975.0,1.0,0.9605834356995866
validation,drive,2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:1:2375,119963121,120958567.0,-1.0,0.8486108087750383
validation,drive,2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2375,140297483,141295359.0,1.0,0.8572141431943974
validation,drive,2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:2975,152302132,153300106.0,-1.0,0.8480477530504694
validation,drive,2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:1:3475,162300998,163298853.0,-1.0,0.8815937242664815
validation,drive,2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:5:2875,151888506,152884046.0,-1.0,0.8487206465954706
validation,drive,2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:3:525,84817376,85815189.0,-1.0,0.8704303107855874
validation,drive,2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:3:2525,124825204,125823087.0,1.0,0.8286651965632292
validation,drive,2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:0:1925,69347464,70345359.0,1.0,0.8778067827854042
validation,drive,9.17数据/log_10_2026-9-17-06-34-34.ulg,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:1775,171447049,172445043.0,-1.0,0.8489574290350351
validation,drive,9.17数据/log_10_2026-9-17-06-34-34.ulg,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:4575,227443539,228441461.0,1.0,0.8572851010949357
validation,drive,9.17数据/log_11_2026-9-17-06-40-30.ulg,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:375,114510633,115508674.0,-1.0,0.8514014770370949
validation,drive,9.17数据/log_11_2026-9-17-06-40-30.ulg,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:2175,150508270,151506195.0,-1.0,0.8726668661012352
validation,drive,9.17数据/log_12_2026-9-17-06-46-02.ulg,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:2375,107628927,108624403.0,1.0,0.8488706005555839
validation,drive,9.17数据/log_12_2026-9-17-06-46-02.ulg,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:2575,111620797,112626147.0,-1.0,0.847076760508642
validation,drive,9.17数据/log_12_2026-9-17-06-46-02.ulg,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:2875,117623403,118628744.0,-1.0,0.8600760217014585
validation,drive,9.17数据/log_12_2026-9-17-06-46-02.ulg,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:1:5125,162627957,163623141.0,1.0,0.8561851200807563
validation,drive,9.17数据/log_6_2026-9-17-06-02-24.ulg,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:1:4575,384741878,385739827.0,1.0,0.8612529763461877
validation,drive,9.17数据/log_7_2026-9-17-06-12-16.ulg,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:1:425,158856731,159854746.0,-1.0,0.8570856145427033
validation,drive,9.17数据/log_7_2026-9-17-06-12-16.ulg,validation:9.17数据/log_7_2026-9-17-06-12-16.ulg:1:2575,201860492,202858496.0,1.0,0.8602865750055401
validation,drive,9.17数据/log_8_2026-9-17-06-17-52.ulg,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:225,76873893,77869438.0,-1.0,0.8459393459771317
validation,drive,9.17数据/log_9_2026-9-17-06-28-10.ulg,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:875,399695801,400691295.0,1.0,0.8636599795839452
validation,common,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3125,168690960,169696177.0,-1.0,0.8578762882785813
validation,common,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3475,175698405,176693687.0,-1.0,0.9013553431683622
validation,common,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5825,222689153,223694148.0,-1.0,0.8183721992208491
validation,common,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6675,239699629,240694903.0,-1.0,0.8775457553930625
validation,common,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:5475,174944723,175940111.0,1.0,0.9390632484010912
validation,common,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:5575,176945423,177950716.0,-1.0,0.9385669443866015
validation,common,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:6125,187944420,188939818.0,1.0,0.9195025095706594
validation,common,2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:175,29804214,30799344.0,-1.0,0.8068444441290452
validation,common,2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:3:75,177378821,178376829.0,-1.0,0.9213061959734009
validation,common,2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:3125,271652103,272650142.0,1.0,0.8185381663124297
validation,common,2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:5825,325652009,326659875.0,1.0,0.9050702724043288
validation,common,2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:575,112870841,113876285.0,-1.0,0.8940747717766977
validation,common,2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:2225,145871144,146876469.0,1.0,0.8964926681900658
validation,common,2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:3275,153184931,154182861.0,-1.0,0.8808631318462365
validation,common,9.17数据/log_12_2026-9-17-06-46-02.ulg,validation:9.17数据/log_12_2026-9-17-06-46-02.ulg:2:675,189949313,190944809.0,-1.0,0.8724407371812576
validation,common,9.17数据/log_9_2026-9-17-06-28-10.ulg,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:425,375476518,376472090.0,-1.0,0.914625045367886
validation,differential,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4775,201686908,202692221.0,-1.0,0.8060107156724273
validation,differential,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:2325,111946663,112942085.0,1.0,0.8720275504347856
validation,differential,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:7075,206946290,207941686.0,-1.0,0.8911761466074679
validation,differential,2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:1375,236652584,237650529.0,-1.0,0.8126191950330642
validation,differential,2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:4625,301651223,302649219.0,-1.0,0.8643913524440787
validation,differential,2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:7075,350650454,351648453.0,-1.0,0.8311106864433467
validation,differential,2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:7175,352656244,353654190.0,1.0,0.8134211210306658
validation,differential,2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:2:1425,129873683,130869218.0,1.0,0.9583622913970381
validation,rudder,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:2:7325,211943081,212948421.0,1.0,0.8737020204998667
validation,rudder,2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation:2026.9.7/log_27_2026-9-7-06-37-24.ulg:0:275,88613839,89611800.0,1.0,0.9633262485627496
Sep8,drive,2026.9.8/log_1_2026-9-8-05-49-28.ulg,Sep8:2026.9.8/log_1_2026-9-8-05-49-28.ulg:1:275,117188713,118184125.0,1.0,0.8487884229476532
Sep8,drive,2026.9.8/log_1_2026-9-8-05-49-28.ulg,Sep8:2026.9.8/log_1_2026-9-8-05-49-28.ulg:1:1175,135185158,136190245.0,-1.0,0.8533743705360995
Sep8,drive,2026.9.8/log_1_2026-9-8-05-49-28.ulg,Sep8:2026.9.8/log_1_2026-9-8-05-49-28.ulg:1:1275,137185707,138181039.0,-1.0,0.8505458677582091
Sep8,drive,2026.9.8/log_4_2026-9-8-06-38-56.ulg,Sep8:2026.9.8/log_4_2026-9-8-06-38-56.ulg:3:1825,138278862,139276733.0,1.0,0.8809256019515658
Sep8,drive,2026.9.8/log_6_2026-9-8-06-46-18.ulg,Sep8:2026.9.8/log_6_2026-9-8-06-46-18.ulg:3:2925,212228963,213231948.0,-1.0,0.8850805950896672
Sep8,common,2026.9.8/log_2_2026-9-8-05-56-46.ulg,Sep8:2026.9.8/log_2_2026-9-8-05-56-46.ulg:2:725,171287682,172285566.0,1.0,0.8967717795527053
Sep8,common,2026.9.8/log_4_2026-9-8-06-38-56.ulg,Sep8:2026.9.8/log_4_2026-9-8-06-38-56.ulg:4:525,180109782,181117530.0,-1.0,0.945328921133917
Sep8,differential,2026.9.8/log_1_2026-9-8-05-49-28.ulg,Sep8:2026.9.8/log_1_2026-9-8-05-49-28.ulg:2:1075,209850556,210846044.0,-1.0,0.9432265602180451
Sep8,differential,2026.9.8/log_4_2026-9-8-06-38-56.ulg,Sep8:2026.9.8/log_4_2026-9-8-06-38-56.ulg:0:1275,76950245,77958008.0,-1.0,0.9147736009427049
Sep8,differential,2026.9.8/log_4_2026-9-8-06-38-56.ulg,Sep8:2026.9.8/log_4_2026-9-8-06-38-56.ulg:4:25,170111171,171118677.0,-1.0,0.9078142014149935
Sep8,rudder,2026.9.8/log_2_2026-9-8-05-56-46.ulg,Sep8:2026.9.8/log_2_2026-9-8-05-56-46.ulg:2:125,159293350,160291091.0,1.0,0.8424506233268954
Sep8,rudder,2026.9.8/log_4_2026-9-8-06-38-56.ulg,Sep8:2026.9.8/log_4_2026-9-8-06-38-56.ulg:0:325,57951111,58958815.0,1.0,0.8900820618241585
Sep8,rudder,2026.9.8/log_4_2026-9-8-06-38-56.ulg,Sep8:2026.9.8/log_4_2026-9-8-06-38-56.ulg:4:1075,191115941,192114023.0,1.0,0.8562395388307384
Sep19,drive,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,Sep19:9.19-2数据/log_0_2026-9-19-14-31-44.ulg:1:5675,234603921,235609425.0,1.0,0.8838288914433882
Sep19,drive,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,Sep19:9.19-2数据/log_0_2026-9-19-14-31-44.ulg:1:5775,236615111,237610490.0,-1.0,0.8484900923974776
Sep19,drive,9.19-2数据/log_0_2026-9-19-14-31-44.ulg,Sep19:9.19-2数据/log_0_2026-9-19-14-31-44.ulg:1:5825,237610490,238606071.0,1.0,0.8686993282241793
Sep19,drive,9.19-2数据/log_3_2026-9-19-14-56-32.ulg,Sep19:9.19-2数据/log_3_2026-9-19-14-56-32.ulg:1:425,48678325,49673556.0,1.0,0.8557167143319856
Sep19,drive,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,Sep19:9.19-2数据/log_4_2026-9-19-15-15-06.ulg:3:1075,69737494,70735459.0,-1.0,0.8629198943760462
Sep19,drive,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,Sep19:9.19-2数据/log_4_2026-9-19-15-15-06.ulg:3:2225,92730676,93738559.0,1.0,0.8622800863364515
Sep19,drive,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,Sep19:9.19-2数据/log_8_2026-9-19-15-47-10.ulg:1:925,131032394,132030456.0,1.0,0.8571637060483129
Sep19,drive,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,Sep19:9.19-2数据/log_8_2026-9-19-15-47-10.ulg:1:3725,187031962,188029928.0,-1.0,0.8673252067455571
Sep19,drive,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,Sep19:9.19-3数据/log_1_2026-9-19-17-21-44.ulg:1:1175,179691978,180699983.0,-1.0,0.8630728022355894
Sep19,drive,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,Sep19:9.19-3数据/log_1_2026-9-19-17-21-44.ulg:1:1975,195700209,196698184.0,1.0,0.8501425797568084
Sep19,drive,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:1:1425,94133551,95139027.0,-1.0,0.8630238283424713
Sep19,drive,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:1:2325,112134720,113142668.0,1.0,0.8729653538199849
Sep19,drive,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:1:3475,135138253,136136161.0,-1.0,0.85716612671312
Sep19,drive,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:1:3875,143131987,144140059.0,-1.0,0.8713056599894506
Sep19,drive,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:1:4325,152133854,153131839.0,-1.0,0.8733295180645438
Sep19,drive,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:2:1275,190316457,191314470.0,-1.0,0.9287868761444408
Sep19,drive,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,Sep19:9.19-3数据/log_5_2026-9-19-17-49-50.ulg:1:2575,118405853,119403769.0,-1.0,0.8588626151488361
Sep19,drive,9.19-3数据/log_5_2026-9-19-17-49-50.ulg,Sep19:9.19-3数据/log_5_2026-9-19-17-49-50.ulg:1:3075,128405523,129403543.0,1.0,0.8610017320286899
Sep19,drive,9.19-3数据/log_9_2026-9-19-17-05-08.ulg,Sep19:9.19-3数据/log_9_2026-9-19-17-05-08.ulg:3:425,182920095,183918150.0,1.0,0.8468628098019448
Sep19,drive,9.19数据/log_3_2026-9-19-06-14-30.ulg,Sep19:9.19数据/log_3_2026-9-19-06-14-30.ulg:1:125,94210467,95208321.0,1.0,0.8571580358432568
Sep19,drive,9.19数据/log_4_2026-9-19-06-19-40.ulg,Sep19:9.19数据/log_4_2026-9-19-06-19-40.ulg:3:3925,135629299,136637215.0,-1.0,0.865362917909744
Sep19,drive,9.19数据/log_5_2026-9-19-06-26-44.ulg,Sep19:9.19数据/log_5_2026-9-19-06-26-44.ulg:1:4675,176153427,177151275.0,-1.0,0.86516323919618
Sep19,drive,9.19数据/log_6_2026-9-19-06-31-46.ulg,Sep19:9.19数据/log_6_2026-9-19-06-31-46.ulg:1:4825,147647153,148654971.0,-1.0,0.8582117283682323
Sep19,common,9.19-3数据/log_1_2026-9-19-17-21-44.ulg,Sep19:9.19-3数据/log_1_2026-9-19-17-21-44.ulg:0:375,148853176,149861290.0,1.0,0.8439403683239481
Sep19,differential,9.19-2数据/log_4_2026-9-19-15-15-06.ulg,Sep19:9.19-2数据/log_4_2026-9-19-15-15-06.ulg:4:25,151750797,152748775.0,1.0,0.9332764403978555
Sep19,differential,9.19-3数据/log_2_2026-9-19-17-26-42.ulg,Sep19:9.19-3数据/log_2_2026-9-19-17-26-42.ulg:0:375,48576358,49574380.0,-1.0,0.8182838654408531
Sep19,differential,9.19-3数据/log_4_2026-9-19-17-44-06.ulg,Sep19:9.19-3数据/log_4_2026-9-19-17-44-06.ulg:2:275,170317060,171314997.0,-1.0,0.9221466833421847
Sep19,differential,9.19数据/log_3_2026-9-19-06-14-30.ulg,Sep19:9.19数据/log_3_2026-9-19-06-14-30.ulg:0:325,82994649,83992462.0,-1.0,0.8331454315730011
Sep19,differential,9.19数据/log_5_2026-9-19-06-26-44.ulg,Sep19:9.19数据/log_5_2026-9-19-06-26-44.ulg:0:575,75769845,76767726.0,-1.0,0.8458044012693476
Sep19,rudder,9.19-2数据/log_1_2026-9-19-14-40-12.ulg,Sep19:9.19-2数据/log_1_2026-9-19-14-40-12.ulg:0:425,153824407,154822491.0,-1.0,0.9289144633003339
Sep19,rudder,9.19-2数据/log_6_2026-9-19-15-28-00.ulg,Sep19:9.19-2数据/log_6_2026-9-19-15-28-00.ulg:0:1675,128580752,129578820.0,1.0,0.8931634125115542
Sep19,rudder,9.19-2数据/log_8_2026-9-19-15-47-10.ulg,Sep19:9.19-2数据/log_8_2026-9-19-15-47-10.ulg:2:1475,253350402,254348383.0,-1.0,0.8293899085652343
Sep19,rudder,9.19数据/log_1_2026-9-19-06-01-30.ulg,Sep19:9.19数据/log_1_2026-9-19-06-01-30.ulg:0:225,92725086,93730369.0,-1.0,0.8956549456520255
