partition,channel,flight_id,window_id,origin_timestamp_us,end_us,sign,persistence
train,drive,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:3:1395,184113365,185118699.0,-1.0,0.8654362202043377
train,drive,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:3:5095,258120441,259116001.0,-1.0,0.8684389995864913
train,drive,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:3:495,136854260,137861970.0,1.0,0.872816418677623
train,drive,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:5:35,184293431,185301144.0,1.0,0.8558135087891399
train,drive,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:65,109389459,110387415.0,1.0,0.8573129559453767
train,drive,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1225,132581653,133589609.0,1.0,0.8793027041589
train,drive,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:2235,152789953,153787870.0,-1.0,0.8737378210834519
train,drive,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:3215,172389350,173387240.0,1.0,0.8394263541807938
train,drive,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:3765,183386578,184384515.0,-1.0,0.8888050069428319
train,drive,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:1:1705,144974424,145979931.0,-1.0,0.8607600393705879
train,drive,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:1:3025,171380379,172375948.0,1.0,0.8570412661143286
train,drive,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:1:3415,179177183,180182254.0,-1.0,0.852515148963532
train,drive,9.13数据/log_3_2026-9-13-06-31-26.ulg,train:9.13数据/log_3_2026-9-13-06-31-26.ulg:3:355,375658279,376663644.0,-1.0,0.8820946251880057
train,drive,9.13数据/log_3_2026-9-13-06-31-26.ulg,train:9.13数据/log_3_2026-9-13-06-31-26.ulg:4:3225,449702634,450698099.0,-1.0,0.8695066982953608
train,drive,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:655,60094791,61092686.0,-1.0,0.8616221884697594
train,drive,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2605,99104104,100102103.0,-1.0,0.8317238268598725
train,drive,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:3015,107297196,108295159.0,1.0,0.8598280002031716
train,drive,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:3145,109901828,110899771.0,-1.0,0.8384947053344968
train,drive,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:4945,145897314,146895246.0,-1.0,0.8607451709349059
train,drive,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:5245,151894876,152902759.0,1.0,0.8144978802270002
train,drive,9.13数据/log_5_2026-9-13-06-42-40.ulg,train:9.13数据/log_5_2026-9-13-06-42-40.ulg:3:75,88090773,89088741.0,1.0,0.857065868302707
train,drive,9.13数据/log_5_2026-9-13-06-42-40.ulg,train:9.13数据/log_5_2026-9-13-06-42-40.ulg:3:1585,118288791,119296671.0,1.0,0.8576223218653136
train,drive,9.13数据/log_5_2026-9-13-06-42-40.ulg,train:9.13数据/log_5_2026-9-13-06-42-40.ulg:3:1685,120294605,121292568.0,-1.0,0.8622225834127102
train,drive,9.13数据/log_5_2026-9-13-06-42-40.ulg,train:9.13数据/log_5_2026-9-13-06-42-40.ulg:3:1855,123697653,124685622.0,-1.0,0.8428598927269356
train,drive,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:1:995,113278846,114276909.0,1.0,0.8437877093187955
train,drive,9.14数据/log_11_2026-9-14-18-13-22.ulg,train:9.14数据/log_11_2026-9-14-18-13-22.ulg:1:195,118822474,119847614.0,1.0,0.8540837367782808
train,drive,9.14数据/log_11_2026-9-14-18-13-22.ulg,train:9.14数据/log_11_2026-9-14-18-13-22.ulg:1:3625,187438351,188443786.0,-1.0,0.8672386426255055
train,drive,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:1:1555,130678576,131676643.0,1.0,0.8772190530430163
train,drive,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:1:3315,165879074,166877084.0,-1.0,0.8599159846751036
train,drive,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:1:5095,201478698,202476692.0,-1.0,0.8540810882471054
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:115,144073355,145071402.0,-1.0,0.8063699975619911
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:1:185,145470626,146468710.0,-1.0,0.8418591620662249
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:2:2695,232210039,233208119.0,1.0,0.8571623944056243
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:2:3465,247609593,248607632.0,-1.0,0.8603433173252293
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:2:4515,268608094,269606095.0,-1.0,0.855771191129931
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:85,292011765,293009767.0,-1.0,0.8433458856284207
train,drive,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:675,303808618,304806635.0,1.0,0.8430682916907792
train,drive,9.14数据/log_14_2026-9-14-18-34-22.ulg,train:9.14数据/log_14_2026-9-14-18-34-22.ulg:0:275,81937215,82932672.0,-1.0,0.89433673748475
train,drive,9.14数据/log_14_2026-9-14-18-34-22.ulg,train:9.14数据/log_14_2026-9-14-18-34-22.ulg:1:3055,155816690,156822118.0,1.0,0.844704126544744
train,drive,9.14数据/log_14_2026-9-14-18-34-22.ulg,train:9.14数据/log_14_2026-9-14-18-34-22.ulg:1:4155,177817845,178813586.0,-1.0,0.8527079650083744
train,drive,9.14数据/log_14_2026-9-14-18-34-22.ulg,train:9.14数据/log_14_2026-9-14-18-34-22.ulg:1:4305,180814433,181819890.0,-1.0,0.8620728068957193
train,drive,9.14数据/log_14_2026-9-14-18-34-22.ulg,train:9.14数据/log_14_2026-9-14-18-34-22.ulg:1:4445,183613867,184619328.0,-1.0,0.8637889652091015
train,drive,9.15数据/log_11_2026-9-15-17-51-56.ulg,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:1:1265,169341782,170339767.0,-1.0,0.8480403740887197
train,drive,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:1:405,137675792,138671558.0,1.0,0.8460647979170463
train,drive,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:1:1885,167267040,168272426.0,-1.0,0.8615189504455505
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:205,101682317,102680310.0,1.0,0.8474126451390316
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:955,116682207,117680250.0,-1.0,0.8349668900129835
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:1005,117680250,118678229.0,1.0,0.8878333134073417
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:2175,141083533,142081575.0,1.0,0.8689560034352048
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:2765,152879994,153877975.0,1.0,0.857215021405288
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:2985,157281184,158279176.0,-1.0,0.8648977351789703
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:3055,158678386,159676378.0,1.0,0.8807388043701728
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:3125,160075593,161083579.0,-1.0,0.9011619081708129
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:3605,169676440,170684374.0,1.0,0.8265151990038887
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:1:3865,174885979,175873997.0,1.0,0.8371935446281323
train,drive,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1565,227600413,228598306.0,-1.0,0.8397811822018628
train,drive,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:1:2145,131152448,132150453.0,1.0,0.8570928679925963
train,drive,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:1:3505,158358102,159356143.0,-1.0,0.8309872355465769
train,drive,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:95,185892920,186890924.0,-1.0,0.879622602398208
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:1195,100263769,101261721.0,1.0,0.8669646857626826
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:1315,102658909,103656920.0,1.0,0.8570811996286222
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:3625,148856351,149864296.0,-1.0,0.8639499488576345
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:3705,150463075,151461110.0,1.0,0.8574362314555798
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:4125,158866199,159864201.0,-1.0,0.8581371135042128
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:4195,160263395,161261433.0,1.0,0.8576138930521287
train,drive,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:1:5115,178666501,179664427.0,1.0,0.8467478236538939
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:1:65,87075848,88073887.0,1.0,0.8572226600306508
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:1:145,88672750,89670684.0,-1.0,0.87125202310345
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:3:645,112295700,113293699.0,-1.0,0.8572237834262756
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:3:1645,132295988,133294019.0,1.0,0.8474106826774677
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:3:2225,143892993,144891054.0,-1.0,0.8743114988138616
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:4:165,148593671,149591711.0,-1.0,0.8570336598625943
train,drive,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:4:1185,168993187,169991210.0,1.0,0.8314413804301715
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:0:235,90425383,91423337.0,-1.0,0.9771505108942516
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:425,104926898,105924735.0,1.0,0.8572051255518042
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:525,106922725,107931062.0,-1.0,0.8584446314712827
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:595,108330285,109328176.0,1.0,0.8273150059901067
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:675,109927001,110924878.0,-1.0,0.8572724653651537
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:965,115725356,116723446.0,-1.0,0.855478085163053
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:1505,126524057,127522096.0,1.0,0.8684257904954166
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:2625,148930166,149928171.0,-1.0,0.812829504026716
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:2695,150327319,151325364.0,1.0,0.8571638981160852
train,drive,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:1:3565,167722772,168720788.0,-1.0,0.8529399222605942
train,drive,9.16数据/log_3_2026-9-16-18-13-58.ulg,train:9.16数据/log_3_2026-9-16-18-13-58.ulg:1:2235,123895627,124893655.0,1.0,0.8801830957774526
train,drive,9.16数据/log_3_2026-9-16-18-13-58.ulg,train:9.16数据/log_3_2026-9-16-18-13-58.ulg:1:3485,148896225,149894230.0,-1.0,0.8664970129631744
train,drive,9.16数据/log_3_2026-9-16-18-13-58.ulg,train:9.16数据/log_3_2026-9-16-18-13-58.ulg:2:415,161092097,162090171.0,-1.0,0.874019531754073
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:85,159007186,160010253.0,1.0,0.8571917691950035
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:155,160404476,161402494.0,-1.0,0.8933121199115086
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:2425,205805214,206803325.0,1.0,0.8571444139587879
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:3525,227801941,228809949.0,-1.0,0.8688097461916735
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:3695,231205266,232203205.0,-1.0,0.8712804489115745
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:4075,238810200,239808219.0,1.0,0.8514851552842276
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:4665,250606928,251604910.0,-1.0,0.8571928077968558
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:4885,255008215,256006230.0,-1.0,0.8574191546786508
train,drive,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:1:5005,257403513,258401613.0,-1.0,0.8571677422683998
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:25,93326811,94334726.0,-1.0,0.8835824790522642
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:215,97129262,98127296.0,-1.0,0.8571984946527942
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:1065,114135943,115133977.0,1.0,0.8725192206001202
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:2555,143927658,144935560.0,-1.0,0.85728646774731
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:2755,147929692,148927722.0,1.0,0.8571260239818428
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:2925,151333014,152331087.0,1.0,0.8480125935679692
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:3565,164127907,165125946.0,1.0,0.8557206447492908
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:4055,173928646,174926726.0,-1.0,0.857148686442999
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:4215,177132353,178130378.0,1.0,0.8573303387671792
