model,source_model,mode,offset,steps,requested,admitted,completed,completion_fraction,accepted_steps_mean,completed_only_flight_rmse,completed_flights,guard_fraction
seed23,seed23,open_hold,-0.2,50,51,23,21,0.4117647058823529,21.313725490196077,0.6977471070876655,16,0.0
seed23,seed23,open_hold,0.0,5,51,23,22,0.43137254901960786,2.156862745098039,0.6026249552698346,16,0.0
seed23,seed23,open_hold,0.0,10,51,23,22,0.43137254901960786,4.313725490196078,0.6562039080479286,16,0.0
seed23,seed23,open_hold,0.0,25,51,23,22,0.43137254901960786,10.784313725490197,0.6430693631269873,16,0.0
seed23,seed23,open_hold,0.0,50,51,23,21,0.4117647058823529,21.313725490196077,0.6430613249590024,16,0.0
seed23,seed23,open_hold,0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.5778291837062571,16,0.0
seed23,seed23,open_hold,0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.6428280770588185,16,0.0
seed23,seed23,open_hold,0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.6294067594376218,16,0.0
seed23,seed23,open_hold,0.2,50,51,23,21,0.4117647058823529,21.313725490196077,0.6303261991274793,16,0.0
seed23,seed23,px4,-0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.6782144968084678,16,0.42352941176470593
seed23,seed23,px4,-0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.7183910071997965,16,0.4215686274509804
seed23,seed23,px4,-0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.7006481326425819,16,0.4203921568627451
seed23,seed23,px4,-0.2,50,51,23,21,0.4117647058823529,21.313725490196077,0.69726466970537,16,0.41490196078431374
seed23,seed23,px4,0.0,5,51,23,22,0.43137254901960786,2.156862745098039,0.6111707804328285,16,0.4117647058823529
seed23,seed23,px4,0.0,10,51,23,22,0.43137254901960786,4.313725490196078,0.6649408657984957,16,0.41960784313725485
seed23,seed23,px4,0.0,25,51,23,22,0.43137254901960786,10.784313725490197,0.6454782974218225,16,0.41490196078431374
seed23,seed23,px4,0.0,50,51,23,21,0.4117647058823529,21.313725490196077,0.6427784431667085,16,0.40588235294117647
