seed,mode,pattern,step,flight_id,cohort,n_origins,condition,metric,value,endpoint_elapsed_median_s,local_age_median_s
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,roll_deg,1.0638762995975473,0.099817,0.099817
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,position_m,0.022722556731347005,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,velocity_m_s,0.13620786038155758,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,attitude_deg,1.235817245805459,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,body_rate_rad_s,0.562442207180368,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,p_rad_s,0.4404521451478953,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,q_rad_s,0.3273458975630193,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,r_rad_s,0.12323882343321266,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,continuous,roll_deg,0.9175003722176682,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,local100ms,position_m,0.022722556731347005,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,local100ms,velocity_m_s,0.13620786038155758,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,local100ms,attitude_deg,1.235817245805459,0.0998285,0.0998285
17,Stabilized,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,30,local100ms,body_rate_rad_s,0.562442207180368,0.0998285,0.0998285
