mode,pattern,step,flight_id,cohort,metric,continuous,local100ms,local_minus_continuous
Mission,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,position_m,0.017417088585375086,0.017417088585375086,0.0
Mission,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,q_rad_s,0.18161391063919888,0.18161391063919888,0.0
Mission,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,r_rad_s,0.14305098392624974,0.14305098392624974,0.0
Mission,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,roll_deg,1.1049204114725704,1.1049204114725704,0.0
Mission,ALL,5,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,velocity_m_s,0.1325055725334665,0.1325055725334665,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,attitude_deg,1.411882972855838,1.411882972855838,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,body_rate_rad_s,0.5219046069891978,0.5219046069891978,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,p_rad_s,0.47213142636051914,0.47213142636051914,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,position_m,0.018657719497452898,0.018657719497452898,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,q_rad_s,0.1812501006292745,0.1812501006292745,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,r_rad_s,0.12877308151801367,0.12877308151801367,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,roll_deg,1.0334193903478481,1.0334193903478481,0.0
Mission,ALL,5,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,velocity_m_s,0.12767783397096236,0.12767783397096236,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,attitude_deg,1.209974274620462,1.209974274620462,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,body_rate_rad_s,0.4528620936601902,0.4528620936601902,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,p_rad_s,0.403238782029659,0.403238782029659,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,position_m,0.014321557418922657,0.014321557418922657,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,q_rad_s,0.1691221470143809,0.1691221470143809,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,r_rad_s,0.117494922609577,0.117494922609577,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,roll_deg,0.8657975284648317,0.8657975284648317,0.0
Mission,ALL,5,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,velocity_m_s,0.1190135292744204,0.1190135292744204,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,attitude_deg,1.5260008744207623,1.5260008744207623,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,body_rate_rad_s,0.5652210067720885,0.5652210067720885,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,p_rad_s,0.5056663154476485,0.5056663154476485,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,position_m,0.017180034406408057,0.017180034406408057,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,q_rad_s,0.22269356159205156,0.22269356159205156,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,r_rad_s,0.11870452389268123,0.11870452389268123,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,roll_deg,1.1267548206480418,1.1267548206480418,0.0
Mission,ALL,5,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,velocity_m_s,0.13916000758331348,0.13916000758331348,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,attitude_deg,1.298191575873328,1.298191575873328,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,body_rate_rad_s,0.4573036431474069,0.4573036431474069,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,p_rad_s,0.40158757649756954,0.40158757649756954,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,position_m,0.019114380554636812,0.019114380554636812,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,q_rad_s,0.16880479338344792,0.16880479338344792,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,r_rad_s,0.13879752616925858,0.13879752616925858,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,roll_deg,0.912749415261137,0.912749415261137,0.0
Mission,ALL,5,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,velocity_m_s,0.1154131430063083,0.1154131430063083,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,attitude_deg,1.2553449086804063,1.2553449086804063,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,body_rate_rad_s,0.4650072123562648,0.4650072123562648,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,p_rad_s,0.4083527962402733,0.4083527962402733,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,position_m,0.020641473571142457,0.020641473571142457,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,q_rad_s,0.1845901249907643,0.1845901249907643,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,r_rad_s,0.12392462809114724,0.12392462809114724,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,roll_deg,0.9037491238137005,0.9037491238137005,0.0
Mission,ALL,5,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,velocity_m_s,0.1205280274799712,0.1205280274799712,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,attitude_deg,1.363360481072548,1.363360481072548,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,body_rate_rad_s,0.4703603877111404,0.4703603877111404,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,p_rad_s,0.4083007261715461,0.4083007261715461,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,position_m,0.011235796456672796,0.011235796456672796,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,q_rad_s,0.19709737637996913,0.19709737637996913,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,r_rad_s,0.12512840366338016,0.12512840366338016,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,roll_deg,1.1376842906334754,1.1376842906334754,0.0
Mission,ALL,5,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,velocity_m_s,0.12586600187757332,0.12586600187757332,0.0
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,attitude_deg,1.3329196033623896,1.3329195993649792,-3.9974104026896384e-09
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,body_rate_rad_s,0.5844273806235062,0.5844273813656097,7.421034897703294e-10
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,p_rad_s,0.5328092767599513,0.5328092770816221,3.216708011066771e-10
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,position_m,0.012363002505196686,0.012363002505196686,0.0
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,q_rad_s,0.19873140838512873,0.1987314094539068,1.068778066048992e-09
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,r_rad_s,0.13445694838373745,0.13445694867125008,2.8751262481918616e-10
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,roll_deg,0.9777927736793846,0.9777927658575862,-7.821798320151174e-09
Mission,ALL,5,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,velocity_m_s,0.1149779920767449,0.114977991325302,-7.514429078980811e-10
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,attitude_deg,1.9909482325709986,1.3955958293844324,-0.5953524031865662
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,body_rate_rad_s,0.6289206405953988,0.6101999467242335,-0.01872069387116526
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,p_rad_s,0.586590581635932,0.5701512622130985,-0.016439319422833498
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,position_m,0.033735395731595445,0.018446963338570814,-0.015288432393024631
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q_rad_s,0.1766628639081735,0.16660552610994148,-0.010057337798232036
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r_rad_s,0.1421411789448298,0.1395109126239971,-0.0026302663208327137
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,roll_deg,1.3347250711287428,1.1162652912075244,-0.21845977992121846
Mission,ALL,10,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,velocity_m_s,0.15342594251249767,0.12303670604494714,-0.030389236467550526
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,attitude_deg,2.1528021761142484,1.3511694880185647,-0.8016326880956837
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,body_rate_rad_s,0.5855409480143728,0.5888562853921582,0.0033153373777853323
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p_rad_s,0.5235439414857282,0.533500932151434,0.009956990665705767
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,position_m,0.036605869165291606,0.01640379567598859,-0.020202073489303016
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q_rad_s,0.19130127779118725,0.18415192427679183,-0.007149353514395412
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,r_rad_s,0.179122520131209,0.16787979365950315,-0.01124272647170585
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,roll_deg,1.4545005524875618,1.02152772638489,-0.43297282610267174
Mission,ALL,10,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,velocity_m_s,0.16236753263366285,0.10585476414097883,-0.05651276849268402
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,attitude_deg,1.6039780475103491,1.2581566596762992,-0.3458213878340499
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,body_rate_rad_s,0.57458150503776,0.5441144811634192,-0.03046702387434075
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,p_rad_s,0.5286910750146404,0.4941483278677142,-0.034542747146926234
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,position_m,0.12787096999253392,0.0579564341638501,-0.06991453582868382
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,q_rad_s,0.18816365435356952,0.18847623778369324,0.0003125834301237196
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,r_rad_s,0.12333564184862526,0.1278298545535508,0.004494212704925546
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,roll_deg,0.957190461663045,0.839042898326691,-0.11814756333635401
Mission,ALL,10,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,velocity_m_s,0.14618302389747864,0.09632354239777303,-0.04985948149970561
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,attitude_deg,1.5076821853482152,1.2079447429884687,-0.29973744235974653
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,body_rate_rad_s,0.5220679400236635,0.5178901750705324,-0.004177764953131158
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,p_rad_s,0.489271245179208,0.4806644496719256,-0.008606795507282383
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,position_m,0.029670902494702556,0.016230498529024962,-0.013440403965677594
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,q_rad_s,0.15482236965255694,0.15910912837323185,0.00428675872067491
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,r_rad_s,0.09580630920496935,0.10873357223496649,0.012927263029997138
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,roll_deg,0.9988902609586511,0.9916251328838284,-0.007265128074822713
Mission,ALL,10,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,velocity_m_s,0.12826718368382134,0.09615278919782076,-0.03211439448600058
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,attitude_deg,2.319261156155646,1.457059266146862,-0.8622018900087842
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,body_rate_rad_s,0.5372142974024016,0.5219589284000986,-0.015255369002302954
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,p_rad_s,0.4752338822893754,0.46271944992863895,-0.01251443236073646
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,position_m,0.036329754771076785,0.019866720592437385,-0.0164630341786394
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,q_rad_s,0.2052539570067279,0.18508609930203368,-0.02016785770469423
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,r_rad_s,0.14358442235591293,0.15475051911385693,0.011166096757944
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,roll_deg,1.7709838206860298,1.1488305813727555,-0.6221532393132743
Mission,ALL,10,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,velocity_m_s,0.18794406050589954,0.13742455034448178,-0.05051951016141776
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,attitude_deg,2.1862565849643585,1.3079358988251635,-0.878320686139195
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,body_rate_rad_s,0.5325129334602549,0.5096894532844617,-0.022823480175793165
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,p_rad_s,0.47345717047403507,0.4601637662181404,-0.013293404255894647
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,position_m,0.036165139874026614,0.017733066219270278,-0.018432073654756336
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,q_rad_s,0.19670405743564665,0.1691551391443525,-0.027548918291294133
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,r_rad_s,0.1434711934637083,0.13911445899480224,-0.004356734468906054
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,roll_deg,1.6432639809395193,1.0549873197666189,-0.5882766611729005
Mission,ALL,10,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,velocity_m_s,0.18253677259157217,0.12172768529414586,-0.060809087297426304
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,attitude_deg,1.8870866102529122,1.2260017128826395,-0.6610848973702728
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,body_rate_rad_s,0.48061964754836994,0.4600739550413871,-0.02054569250698285
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,p_rad_s,0.42230492913556,0.4089598742552119,-0.013345054880348095
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,position_m,0.030461817563608606,0.012678272023947062,-0.017783545539661542
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,q_rad_s,0.19303681866956657,0.16926392586331,-0.02377289280625658
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,r_rad_s,0.12385211808266432,0.12533448351567097,0.0014823654330066577
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,roll_deg,1.3259888586656314,0.8252225526293692,-0.5007663060362623
Mission,ALL,10,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,velocity_m_s,0.15862886265047982,0.11447811383439878,-0.04415074881608104
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,attitude_deg,2.5143891133305765,1.4901583320330403,-1.0242307812975362
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,body_rate_rad_s,0.5741518968489651,0.5482430582567849,-0.025908838592180183
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,p_rad_s,0.4929305649475308,0.47682141131800937,-0.016109153629521422
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,position_m,0.03473014881864401,0.01393164853378572,-0.020798500284858287
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,q_rad_s,0.2564304871724079,0.23072718601053702,-0.02570330116187089
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,r_rad_s,0.1443787691725447,0.14083951294875907,-0.0035392562237856195
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,roll_deg,1.909738766318032,1.1228333997188542,-0.7869053665991779
Mission,ALL,10,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,velocity_m_s,0.18961443173690565,0.13805656081565812,-0.05155787092124753
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,attitude_deg,2.0175404812124222,1.1486519948663643,-0.868888486346058
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,body_rate_rad_s,0.45831301308990713,0.441077202423827,-0.017235810666080154
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,p_rad_s,0.4009557049867616,0.39195444498263504,-0.009001260004126543
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,position_m,0.03532854692148143,0.01803651424771738,-0.017292032673764047
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,q_rad_s,0.17914319189754013,0.15587721090572426,-0.02326598099181587
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,r_rad_s,0.1301334441870545,0.12861621254602,-0.001517231641034511
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,roll_deg,1.3544174769437227,0.8524751149775737,-0.501942361966149
Mission,ALL,10,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,velocity_m_s,0.15320801477768733,0.11261283698756604,-0.0405951777901213
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,attitude_deg,1.8019094678243246,1.1815428838213438,-0.6203665840029808
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,body_rate_rad_s,0.4535188701516681,0.4390686591469142,-0.01445021100475391
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,p_rad_s,0.38623240191337843,0.38584144935706455,-0.0003909525563138838
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,position_m,0.041115966830200405,0.019707565756563263,-0.021408401073637142
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,q_rad_s,0.19633961927382895,0.1689142801413559,-0.027425339132473053
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,r_rad_s,0.1334587981421217,0.12371534113016285,-0.009743457011958848
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,roll_deg,1.1734483331683456,0.8579890870412991,-0.31545924612704657
Mission,ALL,10,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,velocity_m_s,0.16229354755279643,0.11364137847744434,-0.048652169075352095
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,attitude_deg,2.2301704206406536,1.2451031049463293,-0.9850673156943244
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,body_rate_rad_s,0.6144036699290901,0.5876868846983948,-0.026716785230695317
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,p_rad_s,0.5519762434813343,0.533030080468376,-0.018946163012958372
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,position_m,0.028230535591627453,0.015972626382479548,-0.012257909209147905
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,q_rad_s,0.23722166065099082,0.20891065813358933,-0.028311002517401485
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,r_rad_s,0.12782373249140103,0.1319892237581216,0.0041654912667205835
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,roll_deg,1.7011793951085934,0.8837492938453995,-0.8174301012631939
Mission,ALL,10,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,velocity_m_s,0.17533062959608317,0.1235192200650771,-0.051811409531006075
Mission,ALL,10,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,attitude_deg,2.024565482206038,1.1562560274732794,-0.8683094547327588
Mission,ALL,10,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,body_rate_rad_s,0.5066869387617149,0.488373501789886,-0.01831343697182891
Mission,ALL,10,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,p_rad_s,0.4411998257703133,0.4270506019139144,-0.014149223856398885
