mode,pattern,step,cohort,condition,metric,mean,std
Mission,ALL,10,Sep17,continuous,attitude_deg,2.1226474145733665,0.026086487210453087
Mission,ALL,10,Sep17,continuous,body_rate_rad_s,0.5196776583990464,0.0018051103450517688
Mission,ALL,10,Sep17,continuous,p_rad_s,0.4555363403747861,0.0061444741280203075
Mission,ALL,10,Sep17,continuous,position_m,0.033476588768052255,0.0006539750714801308
Mission,ALL,10,Sep17,continuous,q_rad_s,0.20969193851674353,0.010148545099670697
Mission,ALL,10,Sep17,continuous,r_rad_s,0.1343593198070094,0.0021460780212767786
Mission,ALL,10,Sep17,continuous,roll_deg,1.5222776883399138,0.07585564218934072
Mission,ALL,10,Sep17,continuous,velocity_m_s,0.17186943659095053,0.002217957508189086
Mission,ALL,10,Sep17,local100ms,attitude_deg,1.2765886526243777,0.012707438588188468
Mission,ALL,10,Sep17,local100ms,body_rate_rad_s,0.49952145538021925,0.006215697285474421
Mission,ALL,10,Sep17,local100ms,p_rad_s,0.44331763480524883,0.010359224633801291
Mission,ALL,10,Sep17,local100ms,position_m,0.0162030487549836,0.00023536901471172465
Mission,ALL,10,Sep17,local100ms,q_rad_s,0.18596266662262204,0.004369374273319409
Mission,ALL,10,Sep17,local100ms,r_rad_s,0.1339068309918672,0.005999781287677594
Mission,ALL,10,Sep17,local100ms,roll_deg,0.9515952244184503,0.016222802904231993
Mission,ALL,10,Sep17,local100ms,velocity_m_s,0.123096325334633,0.0017071863319154561
Mission,ALL,10,Sep7,continuous,attitude_deg,1.8138526603859528,0.04002700228170717
Mission,ALL,10,Sep7,continuous,body_rate_rad_s,0.5777777584177987,0.005281390359124484
Mission,ALL,10,Sep7,continuous,p_rad_s,0.5320242108288772,0.005014765685429803
Mission,ALL,10,Sep7,continuous,position_m,0.05697078434603089,0.0004084463564022486
Mission,ALL,10,Sep7,continuous,q_rad_s,0.1777375414263718,0.0027664815135872646
Mission,ALL,10,Sep7,continuous,r_rad_s,0.13510141253240837,0.004270103734278318
Mission,ALL,10,Sep7,continuous,roll_deg,1.1863265865595,0.0489402573014654
Mission,ALL,10,Sep7,continuous,velocity_m_s,0.14756092068186513,0.008096242690032243
Mission,ALL,10,Sep7,local100ms,attitude_deg,1.3032166800169411,0.05097747311269616
Mission,ALL,10,Sep7,local100ms,body_rate_rad_s,0.5652652220875859,0.0022592193448385148
Mission,ALL,10,Sep7,local100ms,p_rad_s,0.519616242976043,0.0020062643468290796
Mission,ALL,10,Sep7,local100ms,position_m,0.02725942292685862,0.00017649078134227515
Mission,ALL,10,Sep7,local100ms,q_rad_s,0.1745857041359146,0.0019357068561724102
Mission,ALL,10,Sep7,local100ms,r_rad_s,0.1359885332680044,0.0022188484742850234
Mission,ALL,10,Sep7,local100ms,roll_deg,0.9921152622007335,0.057592837154193
Mission,ALL,10,Sep7,local100ms,velocity_m_s,0.10534195044537993,0.004760201721399407
Mission,ALL,15,ALL,continuous,attitude_deg,2.6189994695155474,0.02386827904960603
Mission,ALL,15,ALL,continuous,body_rate_rad_s,0.5362475128261984,0.003487391500923646
Mission,ALL,15,ALL,continuous,p_rad_s,0.4812425269169422,0.005796019386203641
Mission,ALL,15,ALL,continuous,position_m,0.06438297928107102,0.0008516871833037273
Mission,ALL,15,ALL,continuous,q_rad_s,0.19178314252526477,0.00772499213544558
Mission,ALL,15,ALL,continuous,r_rad_s,0.1357024283264315,0.001973956929564349
Mission,ALL,15,ALL,continuous,roll_deg,1.837027058102958,0.06100016378858093
Mission,ALL,15,ALL,continuous,velocity_m_s,0.20210463574685367,0.0022926950610089652
Mission,ALL,15,ALL,local100ms,attitude_deg,1.3078968707313037,0.016892957553367848
Mission,ALL,15,ALL,local100ms,body_rate_rad_s,0.5207186096302393,0.0027350767314433012
Mission,ALL,15,ALL,local100ms,p_rad_s,0.4646087776037109,0.006492582926416277
Mission,ALL,15,ALL,local100ms,position_m,0.020691101483914152,7.72777958556178e-05
Mission,ALL,15,ALL,local100ms,q_rad_s,0.19017099911004406,0.006449404785288034
Mission,ALL,15,ALL,local100ms,r_rad_s,0.13544874350781538,0.0028925910250724965
Mission,ALL,15,ALL,local100ms,roll_deg,0.9698781439923039,0.015401299775347268
Mission,ALL,15,ALL,local100ms,velocity_m_s,0.12115206974079722,0.002831106471638638
Mission,ALL,15,Sep17,continuous,attitude_deg,2.833651117184504,0.02366841367362544
Mission,ALL,15,Sep17,continuous,body_rate_rad_s,0.5424590517483251,0.004056083338098596
Mission,ALL,15,Sep17,continuous,p_rad_s,0.48528855052860775,0.007114093622320044
Mission,ALL,15,Sep17,continuous,position_m,0.053675157313799536,0.0012402853116890294
Mission,ALL,15,Sep17,continuous,q_rad_s,0.19473590991033185,0.012034321470795802
Mission,ALL,15,Sep17,continuous,r_rad_s,0.1417415334216055,0.003222407270297099
Mission,ALL,15,Sep17,continuous,roll_deg,2.027918948695167,0.10148183134905611
Mission,ALL,15,Sep17,continuous,velocity_m_s,0.21279876951556645,0.003177593301961678
Mission,ALL,15,Sep17,local100ms,attitude_deg,1.3310309496735846,0.010713617941579138
Mission,ALL,15,Sep17,local100ms,body_rate_rad_s,0.5120006256042341,0.0033428057886707753
Mission,ALL,15,Sep17,local100ms,p_rad_s,0.45708589070584216,0.008287424266914933
Mission,ALL,15,Sep17,local100ms,position_m,0.016671226250839933,0.00016841469800253243
Mission,ALL,15,Sep17,local100ms,q_rad_s,0.18775752099956766,0.00831237135791824
Mission,ALL,15,Sep17,local100ms,r_rad_s,0.1305085732682658,0.004486741122637446
Mission,ALL,15,Sep17,local100ms,roll_deg,0.9789955854512576,0.009110715464534853
Mission,ALL,15,Sep17,local100ms,velocity_m_s,0.12626360446818408,0.001434691815679396
Mission,ALL,15,Sep7,continuous,attitude_deg,2.189696174177635,0.052008951854333296
Mission,ALL,15,Sep7,continuous,body_rate_rad_s,0.523824434981945,0.004424339013173259
Mission,ALL,15,Sep7,continuous,p_rad_s,0.473150479693611,0.005059232610667128
Mission,ALL,15,Sep7,continuous,position_m,0.085798623215614,0.0007713017801365607
Mission,ALL,15,Sep7,continuous,q_rad_s,0.18587760775513065,0.004076184494039738
Mission,ALL,15,Sep7,continuous,r_rad_s,0.12362421813608343,0.0006026781371424745
Mission,ALL,15,Sep7,continuous,roll_deg,1.4552432769185393,0.06118475552426268
Mission,ALL,15,Sep7,continuous,velocity_m_s,0.18071636820942813,0.005758946087351923
Mission,ALL,15,Sep7,local100ms,attitude_deg,1.2616287128467414,0.03004164901396595
Mission,ALL,15,Sep7,local100ms,body_rate_rad_s,0.5381545776822502,0.0021914522444980355
Mission,ALL,15,Sep7,local100ms,p_rad_s,0.4796545513994483,0.004427368926905027
Mission,ALL,15,Sep7,local100ms,position_m,0.028730851950062596,0.00023851261775971876
Mission,ALL,15,Sep7,local100ms,q_rad_s,0.19499795533099681,0.006259007008676034
Mission,ALL,15,Sep7,local100ms,r_rad_s,0.1453290839869146,0.0014040885708698292
Mission,ALL,15,Sep7,local100ms,roll_deg,0.9516432610743965,0.04241518645248745
Mission,ALL,15,Sep7,local100ms,velocity_m_s,0.11092900028602343,0.005626558349721884
Mission,ALL,20,ALL,continuous,attitude_deg,3.290168759016781,0.05287864856556916
Mission,ALL,20,ALL,continuous,body_rate_rad_s,0.5531113320226065,0.003313993899134461
Mission,ALL,20,ALL,continuous,p_rad_s,0.4924978156921947,0.008075281783075174
Mission,ALL,20,ALL,continuous,position_m,0.08977987184322216,0.0013205848816652624
Mission,ALL,20,ALL,continuous,q_rad_s,0.21045588306876073,0.012563498970453925
Mission,ALL,20,ALL,continuous,r_rad_s,0.1316161584188408,0.001006512244203671
Mission,ALL,20,ALL,continuous,roll_deg,2.341836069587154,0.08750169200933576
Mission,ALL,20,ALL,continuous,velocity_m_s,0.25422705243039084,0.0035837072837797703
Mission,ALL,20,ALL,local100ms,attitude_deg,1.3455428957720657,0.02517315116208583
Mission,ALL,20,ALL,local100ms,body_rate_rad_s,0.526674536085696,0.004112476351815102
Mission,ALL,20,ALL,local100ms,p_rad_s,0.4745617148249037,0.007932037104063006
Mission,ALL,20,ALL,local100ms,position_m,0.019983705300054787,0.00016010572406532594
Mission,ALL,20,ALL,local100ms,q_rad_s,0.18662779374761404,0.005075372031085824
Mission,ALL,20,ALL,local100ms,r_rad_s,0.12854759617824418,0.0044461714885639225
Mission,ALL,20,ALL,local100ms,roll_deg,1.0325215297523036,0.022751505657257226
Mission,ALL,20,ALL,local100ms,velocity_m_s,0.12016824021648155,0.002914213081811794
Mission,ALL,20,Sep17,continuous,attitude_deg,3.5822863204355486,0.05623234157350975
Mission,ALL,20,Sep17,continuous,body_rate_rad_s,0.5378924378035268,0.005380694828451425
Mission,ALL,20,Sep17,continuous,p_rad_s,0.4703603686636377,0.011780665045557215
Mission,ALL,20,Sep17,continuous,position_m,0.07743628210400515,0.002109192230693398
Mission,ALL,20,Sep17,continuous,q_rad_s,0.22017936780679756,0.014325081102199305
Mission,ALL,20,Sep17,continuous,r_rad_s,0.13658046587694736,0.002224005415168081
Mission,ALL,20,Sep17,continuous,roll_deg,2.5858770995825138,0.1515167647716024
Mission,ALL,20,Sep17,continuous,velocity_m_s,0.26627196847209417,0.005270384682955367
Mission,ALL,20,Sep17,local100ms,attitude_deg,1.334155967463463,0.017298492234778636
Mission,ALL,20,Sep17,local100ms,body_rate_rad_s,0.5015881058320156,0.0052116222140276515
Mission,ALL,20,Sep17,local100ms,p_rad_s,0.44714137869401593,0.010155954308247235
Mission,ALL,20,Sep17,local100ms,position_m,0.016377479724917657,0.00023205019031448203
Mission,ALL,20,Sep17,local100ms,q_rad_s,0.1886657400082393,0.0057162704955295626
Mission,ALL,20,Sep17,local100ms,r_rad_s,0.12473231839112259,0.0065836709765983315
Mission,ALL,20,Sep17,local100ms,roll_deg,1.0007026792689657,0.021124389523319652
Mission,ALL,20,Sep17,local100ms,velocity_m_s,0.12606540944410705,0.002068503433268864
Mission,ALL,20,Sep7,continuous,attitude_deg,2.7059336361792448,0.09691728266667382
Mission,ALL,20,Sep7,continuous,body_rate_rad_s,0.5835491204607661,0.0040441250819895575
Mission,ALL,20,Sep7,continuous,p_rad_s,0.5367727097493088,0.0017129910483367856
Mission,ALL,20,Sep7,continuous,position_m,0.11446705132165617,0.001130533295464013
Mission,ALL,20,Sep7,continuous,q_rad_s,0.19100891359268704,0.009117157374340856
Mission,ALL,20,Sep7,continuous,r_rad_s,0.12168754350262768,0.0028424513631844254
Mission,ALL,20,Sep7,continuous,roll_deg,1.8537540095964335,0.10269160747764661
Mission,ALL,20,Sep7,continuous,velocity_m_s,0.23013722034698406,0.010934826761138603
Mission,ALL,20,Sep7,local100ms,attitude_deg,1.368316752389271,0.042983511647955996
Mission,ALL,20,Sep7,local100ms,body_rate_rad_s,0.5768473965930571,0.0028360928546622005
Mission,ALL,20,Sep7,local100ms,p_rad_s,0.5294023870866793,0.004785564814159395
Mission,ALL,20,Sep7,local100ms,position_m,0.02719615645032904,0.00023060443548733313
Mission,ALL,20,Sep7,local100ms,q_rad_s,0.18255190122636344,0.005549947741268803
Mission,ALL,20,Sep7,local100ms,r_rad_s,0.13617815175248738,0.001089413979541282
Mission,ALL,20,Sep7,local100ms,roll_deg,1.096159230718979,0.048376994610384666
Mission,ALL,20,Sep7,local100ms,velocity_m_s,0.10837390176123061,0.004991730780348487
Mission,ALL,25,ALL,continuous,attitude_deg,3.8581910187372213,0.07099378102386975
Mission,ALL,25,ALL,continuous,body_rate_rad_s,0.5545973247941111,0.00356179308840854
Mission,ALL,25,ALL,continuous,p_rad_s,0.4855686516450441,0.006785082755052954
Mission,ALL,25,ALL,continuous,position_m,0.11818147962494596,0.002020083542371024
Mission,ALL,25,ALL,continuous,q_rad_s,0.21852945346901023,0.012670612236485582
Mission,ALL,25,ALL,continuous,r_rad_s,0.1502659732879779,0.002052832572901034
Mission,ALL,25,ALL,continuous,roll_deg,2.835028604444183,0.13775264106888493
Mission,ALL,25,ALL,continuous,velocity_m_s,0.29658636800371824,0.0051650389968763075
Mission,ALL,25,ALL,local100ms,attitude_deg,1.3276633961141353,0.02263190106441385
Mission,ALL,25,ALL,local100ms,body_rate_rad_s,0.511507253400365,0.0029654967629870557
Mission,ALL,25,ALL,local100ms,p_rad_s,0.454939266418088,0.006183199097028703
Mission,ALL,25,ALL,local100ms,position_m,0.020437845722963855,0.00018264694423614786
Mission,ALL,25,ALL,local100ms,q_rad_s,0.19142227865402606,0.004386485228491221
Mission,ALL,25,ALL,local100ms,r_rad_s,0.13064875659285466,0.0035726343003860193
Mission,ALL,25,ALL,local100ms,roll_deg,1.0143090069132141,0.016947330858328193
Mission,ALL,25,ALL,local100ms,velocity_m_s,0.12341344019858869,0.002649855283743419
Mission,ALL,25,Sep17,continuous,attitude_deg,4.233052919582569,0.10937575987295746
Mission,ALL,25,Sep17,continuous,body_rate_rad_s,0.552552900407452,0.005474587660027953
Mission,ALL,25,Sep17,continuous,p_rad_s,0.47644641033666096,0.009337535418691045
Mission,ALL,25,Sep17,continuous,position_m,0.10466728147292159,0.0032331249907691186
Mission,ALL,25,Sep17,continuous,q_rad_s,0.22772795194588444,0.017765313151443037
Mission,ALL,25,Sep17,continuous,r_rad_s,0.1588850422515877,0.004647366510350206
Mission,ALL,25,Sep17,continuous,roll_deg,3.1738783746441137,0.22815893501786602
Mission,ALL,25,Sep17,continuous,velocity_m_s,0.3098092821288192,0.005813184811864377
Mission,ALL,25,Sep17,local100ms,attitude_deg,1.359235515852786,0.01227572857376553
Mission,ALL,25,Sep17,local100ms,body_rate_rad_s,0.49849197947540563,0.0030381480409958014
Mission,ALL,25,Sep17,local100ms,p_rad_s,0.440456724330176,0.006711762962564245
Mission,ALL,25,Sep17,local100ms,position_m,0.016679959194845998,0.0002635496290219861
Mission,ALL,25,Sep17,local100ms,q_rad_s,0.19181579343748353,0.005413645711732767
Mission,ALL,25,Sep17,local100ms,r_rad_s,0.12865112364640918,0.005514644307131446
Mission,ALL,25,Sep17,local100ms,roll_deg,1.0216155729997183,0.01598454249789713
Mission,ALL,25,Sep17,local100ms,velocity_m_s,0.12823239341970652,0.0025711969621202307
Mission,ALL,25,Sep7,continuous,attitude_deg,3.108467217046527,0.1532207402414597
Mission,ALL,25,Sep7,continuous,body_rate_rad_s,0.558686173567429,0.0019921657705756616
Mission,ALL,25,Sep7,continuous,p_rad_s,0.5038131342618103,0.005293919356072334
Mission,ALL,25,Sep7,continuous,position_m,0.14520987592899467,0.0011344685746857211
Mission,ALL,25,Sep7,continuous,q_rad_s,0.20013245651526188,0.008501882057060543
Mission,ALL,25,Sep7,continuous,r_rad_s,0.1330278353607582,0.004112524120248435
Mission,ALL,25,Sep7,continuous,roll_deg,2.1573290640443212,0.13886961942762086
Mission,ALL,25,Sep7,continuous,velocity_m_s,0.2701405397535164,0.010462536770805487
Mission,ALL,25,Sep7,local100ms,attitude_deg,1.2645191566368341,0.043818942170698115
Mission,ALL,25,Sep7,local100ms,body_rate_rad_s,0.5375378012502835,0.003917040578973437
Mission,ALL,25,Sep7,local100ms,p_rad_s,0.4839043505939123,0.005356920647148227
Mission,ALL,25,Sep7,local100ms,position_m,0.02795361877919958,9.595488753302965e-05
Mission,ALL,25,Sep7,local100ms,q_rad_s,0.19063524908711113,0.0030620086162757693
Mission,ALL,25,Sep7,local100ms,r_rad_s,0.13464402248574558,0.0008496608322435546
Mission,ALL,25,Sep7,local100ms,roll_deg,0.9996958747402062,0.05162283183424519
Mission,ALL,25,Sep7,local100ms,velocity_m_s,0.11377553375635306,0.0044444365110132365
Mission,ALL,30,ALL,continuous,attitude_deg,4.455707728381195,0.07678262405269995
Mission,ALL,30,ALL,continuous,body_rate_rad_s,0.5694049454817299,0.00339569081154913
Mission,ALL,30,ALL,continuous,p_rad_s,0.5018295476660493,0.00854688947352117
Mission,ALL,30,ALL,continuous,position_m,0.14965854189485758,0.002853653788444884
Mission,ALL,30,ALL,continuous,q_rad_s,0.21481446791624847,0.014185511645559258
Mission,ALL,30,ALL,continuous,r_rad_s,0.15668876089302575,0.002778148819727809
Mission,ALL,30,ALL,continuous,roll_deg,3.3463804842906555,0.1787379877242833
Mission,ALL,30,ALL,continuous,velocity_m_s,0.34611991389993496,0.00878855423326865
Mission,ALL,30,ALL,local100ms,attitude_deg,1.3852807363161517,0.02849404452599003
Mission,ALL,30,ALL,local100ms,body_rate_rad_s,0.5295148896045189,0.0051383409213834365
Mission,ALL,30,ALL,local100ms,p_rad_s,0.47565597900272144,0.007886285874193724
Mission,ALL,30,ALL,local100ms,position_m,0.020018475708846833,0.0002000091165845972
Mission,ALL,30,ALL,local100ms,q_rad_s,0.18795372357047593,0.004284937566868486
Mission,ALL,30,ALL,local100ms,r_rad_s,0.13449259090370957,0.0031258855250544068
Mission,ALL,30,ALL,local100ms,roll_deg,1.0548990363323647,0.021255478575229133
Mission,ALL,30,ALL,local100ms,velocity_m_s,0.12214070792950027,0.002935657040097947
Mission,ALL,30,Sep17,continuous,attitude_deg,4.9079501689671465,0.1510715169031533
Mission,ALL,30,Sep17,continuous,body_rate_rad_s,0.570095949321146,0.001408016197224446
Mission,ALL,30,Sep17,continuous,p_rad_s,0.4957230745343306,0.008112453023800014
Mission,ALL,30,Sep17,continuous,position_m,0.13561240951747197,0.004589510101677289
Mission,ALL,30,Sep17,continuous,q_rad_s,0.22604035842473888,0.018784783950419756
Mission,ALL,30,Sep17,continuous,r_rad_s,0.1636463768244852,0.004557149649695336
Mission,ALL,30,Sep17,continuous,roll_deg,3.7390878331160664,0.31171421191478815
Mission,ALL,30,Sep17,continuous,velocity_m_s,0.3606640152044131,0.010784183435203041
Mission,ALL,30,Sep17,local100ms,attitude_deg,1.382958521102175,0.023489898154985846
Mission,ALL,30,Sep17,local100ms,body_rate_rad_s,0.5151912671428014,0.0042233541643962175
Mission,ALL,30,Sep17,local100ms,p_rad_s,0.4618575802295479,0.008329921521654347
Mission,ALL,30,Sep17,local100ms,position_m,0.0160844643576662,0.00024461485961864253
Mission,ALL,30,Sep17,local100ms,q_rad_s,0.18599497094614792,0.005059626958953028
Mission,ALL,30,Sep17,local100ms,r_rad_s,0.129625893599669,0.005469372476200856
Mission,ALL,30,Sep17,local100ms,roll_deg,1.030118881066782,0.015124480808617405
Mission,ALL,30,Sep17,local100ms,velocity_m_s,0.12826139526253333,0.0025758555424295363
Mission,ALL,30,Sep7,continuous,attitude_deg,3.5512228472092935,0.17886076944433058
Mission,ALL,30,Sep7,continuous,body_rate_rad_s,0.5680229378028976,0.007550687368002097
Mission,ALL,30,Sep7,continuous,p_rad_s,0.5140424939294865,0.010764560174155764
Mission,ALL,30,Sep7,continuous,position_m,0.17775080664962883,0.0013990941101974619
Mission,ALL,30,Sep7,continuous,q_rad_s,0.19236268689926772,0.007035684763880974
Mission,ALL,30,Sep7,continuous,r_rad_s,0.14277352903010676,0.0009173897814844917
Mission,ALL,30,Sep7,continuous,roll_deg,2.560965786639834,0.15233639492518877
Mission,ALL,30,Sep7,continuous,velocity_m_s,0.3170317112909788,0.01037147613454706
Mission,ALL,30,Sep7,local100ms,attitude_deg,1.3899251667441046,0.038507630880421126
Mission,ALL,30,Sep7,local100ms,body_rate_rad_s,0.5581621345279536,0.007445762131680118
Mission,ALL,30,Sep7,local100ms,p_rad_s,0.5032527765490685,0.007434572589051757
Mission,ALL,30,Sep7,local100ms,position_m,0.027886498411208095,0.00030572915961891046
Mission,ALL,30,Sep7,local100ms,q_rad_s,0.1918712288191319,0.005252072466044933
Mission,ALL,30,Sep7,local100ms,r_rad_s,0.1442259855117907,0.0018987063205515452
Mission,ALL,30,Sep7,local100ms,roll_deg,1.10445934686353,0.04370852156588969
Mission,ALL,30,Sep7,local100ms,velocity_m_s,0.10989933326343417,0.0052007392348720006
Mission,ALL,35,ALL,continuous,attitude_deg,4.9144128602082535,0.11698842889721711
Mission,ALL,35,ALL,continuous,body_rate_rad_s,0.5687498205234385,0.009779768686602843
Mission,ALL,35,ALL,continuous,p_rad_s,0.48288727843693785,0.003991027369398287
Mission,ALL,35,ALL,continuous,position_m,0.18549959212123499,0.0038609361645275827
Mission,ALL,35,ALL,continuous,q_rad_s,0.2448561511904911,0.02690791701289628
Mission,ALL,35,ALL,continuous,r_rad_s,0.16314833415000315,0.0021649573963655397
Mission,ALL,35,ALL,continuous,roll_deg,3.695015960824442,0.2436726581055028
Mission,ALL,35,ALL,continuous,velocity_m_s,0.3942287149975912,0.006143575804313903
Mission,ALL,35,ALL,local100ms,attitude_deg,1.3298153877771128,0.0188416424276867
Mission,ALL,35,ALL,local100ms,body_rate_rad_s,0.5209307194828346,0.0016089388433328427
Mission,ALL,35,ALL,local100ms,p_rad_s,0.4651628064995786,0.004367214752271732
Mission,ALL,35,ALL,local100ms,position_m,0.020216533316892753,0.0001486328676679399
Mission,ALL,35,ALL,local100ms,q_rad_s,0.18822845520736042,0.0066902542150664365
Mission,ALL,35,ALL,local100ms,r_rad_s,0.13540703307734372,0.003931603877300565
Mission,ALL,35,ALL,local100ms,roll_deg,1.0209260653615164,0.019427528318146862
Mission,ALL,35,ALL,local100ms,velocity_m_s,0.11949235351852598,0.0029833790159994275
Mission,ALL,35,Sep17,continuous,attitude_deg,5.38486228864383,0.21234080526504895
Mission,ALL,35,Sep17,continuous,body_rate_rad_s,0.5510791856475584,0.01293939087780363
Mission,ALL,35,Sep17,continuous,p_rad_s,0.45213861820033346,0.006507799756062772
Mission,ALL,35,Sep17,continuous,position_m,0.17155523258100625,0.00614902552467747
Mission,ALL,35,Sep17,continuous,q_rad_s,0.2586757775715836,0.034463135835459985
Mission,ALL,35,Sep17,continuous,r_rad_s,0.1739743313571426,0.005017075676212766
Mission,ALL,35,Sep17,continuous,roll_deg,4.141398651740405,0.40095558957084465
Mission,ALL,35,Sep17,continuous,velocity_m_s,0.4130465139600578,0.0062467916535983775
Mission,ALL,35,Sep17,local100ms,attitude_deg,1.294317794874683,0.008718084304480355
Mission,ALL,35,Sep17,local100ms,body_rate_rad_s,0.49071147037808927,0.0020632495317837248
