flight,split,firmware,topic,instance,rows,timestamp_sample_present,mean_rate_hz,duplicate_or_backward,interval_ms_count,interval_ms_mean,interval_ms_median,interval_ms_p05,interval_ms_p95,interval_ms_min,interval_ms_max,publish_lag_ms_count,publish_lag_ms_mean,publish_lag_ms_median,publish_lag_ms_p05,publish_lag_ms_p95,publish_lag_ms_min,publish_lag_ms_max
2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,2,False,0.015498230768470164,0,1,64523.494,64523.494,64523.494,64523.494,64523.494,64523.494,2,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,21988,True,99.96797587477708,0,21987,10.003203438395415,9.856,7.390000000000001,12.323,4.861,82.21300000000001,21988,0.17294824449699836,0.179,0.081,0.189,0.077,0.552
2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,10995,True,49.98578310485806,0,10994,20.005688375477533,19.718,14.558,24.912,14.027000000000001,84.312,10995,0.5492765802637561,0.552,0.3354000000000001,0.809,0.187,5.587
2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,440,True,1.9999781141347146,0,439,500.0054715261959,498.94100000000003,493.9623,503.9441,493.716,504.112,440,0.13090681818181818,0.099,0.095,0.226,0.093,5.0920000000000005
2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,440,True,1.9999826971884196,0,439,500.00432574031896,497.762,497.6659,502.6741,492.781,503.036,440,0.31027272727272726,0.304,0.214,0.3611999999999998,0.199,0.721
2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,10995,True,49.98684583011906,0,10994,20.005263052574133,19.722,9.944650000000001,29.565,9.443,79.811,10995,0.6253645293315143,0.599,0.486,0.861,0.39,5.548
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,21305,True,99.96097421090855,0,21304,10.00390410251596,9.979000000000001,7.48,12.476,4.894,92.305,21305,0.08038192912461864,0.069,0.066,0.165,0.065,0.328
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,213,True,0.9999843823193875,0,212,1000.0156179245282,1000.3530000000001,997.87465,1002.82335,995.442,1002.846,213,0.18877464788732393,0.187,0.185,0.193,0.164,0.25
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,2,False,0.0417696828874914,0,1,23940.809,23940.809,23940.809,23940.809,23940.809,23940.809,2,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,21305,True,99.96084804223462,0,21304,10.003916729252722,9.856,7.389,12.322000000000001,2.463,89.807,21305,0.1801701009152781,0.179,0.177,0.189,0.077,0.542
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,10653,True,49.97983985365122,0,10652,20.008067311303044,19.715,14.536,24.92245,13.682,104.49000000000001,10653,0.5609488407021496,0.61,0.361,0.9203999999999997,0.23500000000000001,1.59
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,426,True,1.999982155453333,0,425,500.0044611764706,498.943,497.0656,503.9388,493.782,504.171,426,0.14393192488262913,0.099,0.095,0.218,0.093,5.329
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,426,True,1.999966588793458,0,425,500.0083529411765,497.992,497.6284,502.6892,492.732,503.00800000000004,426,0.3122840375586855,0.294,0.28,0.41025,0.199,0.657
2026.9.7/log_23_2026-9-7-06-09-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,10653,True,49.97983657053263,0,10652,20.008068625610214,19.714,9.895,29.57,9.016,99.811,10653,0.6283475077442975,0.591,0.543,0.8663999999999996,0.435,1.5130000000000001
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,20490,True,99.96777211551786,0,20489,10.00322382741959,9.979000000000001,7.481,12.476,2.46,84.882,20490,0.09517096144460711,0.088,0.085,0.15,0.067,0.313
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,205,True,1.0000184268101293,0,204,999.9815735294117,1000.368,995.4494500000001,1002.837,995.414,1002.8430000000001,205,0.16839512195121953,0.163,0.161,0.19659999999999997,0.161,0.28
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,20490,True,99.96767944267987,0,20489,10.003233100688176,9.979000000000001,7.481,12.475,2.496,84.81700000000001,20490,0.08867110785749145,0.081,0.078,0.14400000000000002,0.077,0.483
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,10246,True,49.98875289654815,0,10245,20.004499853587117,19.959,14.713000000000001,25.205000000000002,4.671,85.126,10246,0.4475958422799141,0.481,0.254,0.713,0.176,5.719
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,410,True,2.0000291935801604,0,409,499.99270171149146,498.949,497.36080000000004,503.9552,493.887,504.086,410,0.21173658536585363,0.185,0.17545,0.2460999999999999,0.10400000000000001,5.164
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,410,True,2.0000097310986917,0,409,499.9975672371638,497.923,497.6186,502.69259999999997,492.771,503.136,410,0.22913902439024392,0.20500000000000002,0.2,0.3581999999999998,0.198,0.6940000000000001
2026.9.7/log_24_2026-9-7-06-16-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,10246,True,49.98873606664618,0,10245,20.004506588579794,19.96,10.020199999999999,29.894000000000002,9.583,89.81700000000001,10246,0.5212453640445052,0.489,0.436,0.718,0.366,5.515
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,20099,True,99.99971887829055,0,20098,10.000028112249975,9.98,7.482,12.477,4.904,12.684000000000001,20099,0.09502507587442162,0.088,0.085,0.149,0.067,0.321
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,201,True,0.9999975050062251,0,200,1000.0024950000001,1000.4385,995.5762,1002.9440000000001,995.485,1002.9780000000001,201,0.16435323383084574,0.163,0.161,0.17,0.16,0.212
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,20100,True,99.96374666688868,0,20099,10.003626648091945,9.98,7.482,12.476,2.495,82.328,20100,0.0883604975124378,0.081,0.078,0.145,0.076,0.53
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,10051,True,49.98389548728531,0,10050,20.006443880597015,19.961000000000002,14.70445,25.219,9.952,84.167,10051,0.44075315888966277,0.498,0.254,0.685,0.17200000000000001,5.888
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,402,True,1.9999847582208952,0,401,500.0038104738155,498.99,494.188,503.98900000000003,493.949,504.122,402,0.21,0.185,0.17200000000000001,0.23295,0.099,5.148
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,402,True,1.9999924688562893,0,401,500.00188279301744,497.875,497.656,502.735,492.803,502.976,402,0.21809950248756219,0.20400000000000001,0.2,0.27295,0.198,0.619
2026.9.7/log_26_2026-9-7-06-30-26.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,10051,True,49.98507087681618,0,10050,20.005973432835823,19.962,10.01,29.905,9.604000000000001,79.532,10051,0.5168873743906078,0.482,0.436,0.721,0.367,5.785
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,21158,True,99.7134321642362,0,21157,10.028739140709932,9.979000000000001,7.481,12.476,2.466,628.862,21158,0.08206092258247472,0.069,0.066,0.164,0.065,0.33
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,212,True,1.0000131186555092,0,211,999.9868815165878,1000.418,995.528,1002.916,995.472,1002.966,212,0.18562735849056605,0.187,0.163,0.193,0.161,0.249
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,2,False,0.010015580136304235,0,1,99844.441,99844.441,99844.441,99844.441,99844.441,99844.441,2,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,21158,True,99.7135745598109,0,21157,10.028724819208772,9.857,7.390000000000001,12.324,2.495,628.7040000000001,21158,0.16989498062198696,0.179,0.08,0.187,0.077,0.6950000000000001
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,10580,True,49.86032416572635,0,10579,20.056026845637582,19.721,14.549900000000001,24.934,4.562,628.724,10580,0.5523744801512288,0.5345,0.28895000000000004,0.884,0.187,5.703
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,424,True,2.0039781477126706,0,423,499.00743735224586,498.98,494.01390000000004,503.9769,79.84100000000001,508.944,424,0.1356627358490566,0.101,0.095,0.21679999999999972,0.093,2.745
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,424,True,2.0040163234946635,0,423,498.99793144208036,497.837,497.6397,502.736,78.84100000000001,503.14300000000003,424,0.3097617924528302,0.303,0.20500000000000002,0.3935499999999999,0.199,0.723
2026.9.7/log_27_2026-9-7-06-37-24.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,10580,True,49.86146675590042,0,10579,20.055567255884302,19.724,9.933900000000001,29.5761,9.378,628.721,10580,0.6171362948960304,0.596,0.459,0.855,0.353,5.618
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,18527,True,99.96117453160642,0,18526,10.003884054841844,9.979000000000001,7.481,12.476,4.9030000000000005,79.83200000000001,18527,0.08221946348572354,0.069,0.066,0.158,0.065,0.325
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,185,True,1.000007347880078,0,184,999.9926521739131,1000.4115,995.8947,1002.9,995.469,1002.9110000000001,185,0.1837891891891892,0.187,0.163,0.191,0.161,0.198
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,2,False,0.012381720979230196,0,1,80764.217,80764.217,80764.217,80764.217,80764.217,80764.217,2,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,18527,True,99.96115565390976,0,18526,10.003885944078593,9.857,7.390000000000001,12.324,2.463,79.83200000000001,18527,0.16833345927565174,0.179,0.08,0.188,0.076,0.587
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,9264,True,49.98255925423497,0,9263,20.00697873259203,19.723,14.548,24.960900000000002,13.946,79.787,9264,0.5542372625215889,0.542,0.28,0.919,0.2,5.612
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,371,True,2.000026421970677,0,370,499.9933945945945,498.974,494.1175,503.976,493.802,506.511,371,0.14885175202156337,0.10200000000000001,0.095,0.2465,0.093,2.61
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,371,True,2.000009654100655,0,370,499.9975864864865,497.884,497.65635000000003,502.723,492.79,503.009,371,0.30342857142857144,0.292,0.203,0.4475,0.2,0.654
2026.9.7/log_28_2026-9-7-06-44-02.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,9264,True,49.98256329977599,0,9263,20.00697711324625,19.727,9.938,29.574,9.372,79.785,9264,0.6133585924006909,0.585,0.456,0.856,0.357,5.529
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,25463,True,100.0022972014623,0,25462,9.999770285130783,9.98,7.481,12.477,2.498,12.699,25463,0.09553886030711227,0.088,0.085,0.15,0.066,0.317
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,254,True,0.9999967154258084,0,253,1000.0032845849803,1000.416,995.5112,1002.8978000000001,995.475,1002.998,254,0.16473622047244096,0.163,0.161,0.171,0.161,0.228
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,2,False,0.0033798605842659543,0,1,295870.192,295870.192,295870.192,295870.192,295870.192,295870.192,2,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,25464,True,99.9736746067534,0,25463,10.00263323253348,9.98,7.481,12.476,2.493,82.324,25464,0.08836667452089224,0.081,0.078,0.14400000000000002,0.076,0.539
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,12733,True,49.99163547117152,0,12732,20.00334637134779,19.96,14.694550000000001,25.23,5.2700000000000005,79.871,12733,0.4529663080185346,0.51,0.253,0.713,0.177,5.727
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,510,True,2.000005320249909,0,509,499.9986699410609,498.975,498.813,503.9696,493.943,504.057,510,0.1887666666666667,0.184,0.171,0.22454999999999997,0.098,0.366
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,510,True,2.000006986271948,0,509,499.99825343811403,497.822,497.6918,502.701,492.716,503.10900000000004,510,0.21679411764705886,0.20400000000000001,0.2,0.2566499999999999,0.199,0.643
2026.9.7/log_29_2026-9-7-06-51-04.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,12733,True,49.990711355179634,0,12732,20.00371614828778,19.962,10.016,29.89845,9.594,80.159,12733,0.5130215974240163,0.483,0.435,0.7010000000000001,0.365,5.6450000000000005
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,0,26385,True,99.96940066381593,0,26384,10.003060870224378,9.98,7.482,12.477,4.893,89.83500000000001,26385,0.09490490809171877,0.088,0.085,0.149,0.067,0.315
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_gyro,1,264,True,0.9999964867043585,0,263,1000.0035133079848,1000.4200000000001,997.9049000000001,1002.8968,995.481,1002.947,264,0.16544696969696968,0.163,0.161,0.178,0.16,0.231
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_angular_velocity,0,26385,True,99.96933854300495,0,26384,10.003067086112797,9.98,7.482,12.476,2.492,89.811,26385,0.08822266439264734,0.08,0.078,0.145,0.076,0.558
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_attitude,0,13193,True,49.98464067323643,0,13192,20.006145618556705,19.96,14.705,25.218,9.78,99.793,13193,0.4429637686652013,0.488,0.252,0.71,0.182,5.585
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,0,528,True,1.9999876357500623,0,527,500.00309108159394,498.975,494.0145,503.976,493.928,504.13300000000004,528,0.19065340909090908,0.185,0.171,0.22959999999999992,0.167,0.36
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_imu,1,528,True,1.9999915673979836,0,527,500.0021081593927,497.805,497.7076,502.70680000000004,492.73,502.967,528,0.2146685606060606,0.20350000000000001,0.2,0.2593,0.198,0.65
2026.9.7/log_30_2026-9-7-06-58-22.ulg,validation,c9af571575af33d5403fbb479256848797c801e2,vehicle_local_position,0,13193,True,49.9837713773215,0,13192,20.00649355670103,19.961000000000002,10.0,29.922,9.592,99.809,13193,0.5091959372394451,0.47400000000000003,0.427,0.681,0.35000000000000003,5.61
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,18544,True,99.99933668131307,0,18543,10.00006633230869,9.98,7.481,12.477,4.92,12.696,18544,0.09585332182916306,0.089,0.08600000000000001,0.15,0.067,0.309
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,185,True,1.0000063098224223,0,184,999.9936902173913,1000.428,995.8866,1002.91,995.465,1002.996,185,0.16755675675675677,0.163,0.161,0.19319999999999993,0.16,0.249
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,18544,True,99.99933937771269,0,18543,10.000066062665157,9.98,7.482,12.476,2.492,14.972,18544,0.08903656169111303,0.081,0.078,0.145,0.077,0.47800000000000004
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,9272,True,50.00044574876941,0,9271,19.99982170208176,19.96,14.720500000000001,25.202,9.939,29.915,9272,0.44811712683347715,0.492,0.264,0.673,0.178,5.792
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,371,True,2.0000050594722585,0,370,499.9987351351352,498.994,494.03700000000003,503.98655,493.975,504.113,371,0.21202964959568735,0.199,0.178,0.2625,0.098,2.759
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,371,True,2.00003530873145,0,370,499.99117297297295,497.84700000000004,497.67325,502.70755,492.712,503.13,371,0.22328571428571428,0.20500000000000002,0.2,0.29500000000000004,0.199,0.6910000000000001
9.17数据/log_10_2026-9-17-06-34-34.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,9272,True,50.001724253181294,0,9271,19.999310322511057,19.962,10.023,29.901,9.768,32.383,9272,0.5143756471095773,0.483,0.436,0.672,0.362,5.704
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,23715,True,99.9944069924334,0,23714,10.000559332040144,9.98,7.482,12.477,2.498,29.833000000000002,23715,0.09591334598355471,0.089,0.08600000000000001,0.151,0.067,0.319
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,237,True,0.9999951822266009,0,236,1000.0048177966103,1000.423,995.517,1002.9145,995.472,1002.97,237,0.16695780590717302,0.164,0.1618,0.18039999999999987,0.161,0.248
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,23715,True,99.99442680973627,0,23714,10.000557350088556,9.98,7.482,12.476,2.475,29.943,23715,0.08874201981868016,0.081,0.078,0.1442999999999993,0.077,0.487
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,11858,True,49.999375693044506,0,11857,20.000249725900314,19.961000000000002,14.708,25.217,4.698,45.213,11858,0.44577011300387925,0.492,0.263,0.671,0.183,5.605
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,475,True,2.0000120675833615,0,474,499.9969831223629,498.992,494.098,503.99600000000004,493.863,506.437,475,0.21583578947368423,0.199,0.1777,0.268,0.098,2.743
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,475,True,2.000007831254293,0,474,499.9980421940929,497.8835,497.65895,502.70935000000003,492.796,503.232,475,0.22277894736842108,0.20500000000000002,0.2,0.2991999999999998,0.198,0.75
9.17数据/log_11_2026-9-17-06-40-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,11858,True,50.000379525525624,0,11857,19.99984819094206,19.961000000000002,9.995000000000001,29.922,9.604000000000001,49.855000000000004,11858,0.5009696407488615,0.47700000000000004,0.438,0.619,0.365,5.603
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,19958,True,100.0023350748181,0,19957,9.999766497970638,9.98,7.481,12.477,2.491,14.99,19958,0.08158147108928751,0.069,0.067,0.177,0.065,0.35100000000000003
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,199,True,0.9999897122270515,0,198,1000.0102878787876,1000.416,997.93795,1002.8903,995.477,1002.931,199,0.189964824120603,0.188,0.185,0.1971,0.162,0.262
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,19959,True,99.97087680755352,0,19958,10.00291316765207,9.857,7.390000000000001,12.323,2.467,78.806,19959,0.18230818177263391,0.179,0.177,0.191,0.17500000000000002,0.5660000000000001
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,9980,True,50.00587853453341,0,9979,19.997648862611484,19.715,14.521,24.945,4.636,25.552,9980,0.585920741482966,0.632,0.381,0.866,0.303,1.575
