tau_s,interval,group,cohort,axis,component,seed,rmse,true_amplitude,pred_amplitude,error_mse,cross_term
0.1,500_1000ms,low,Sep17,q,raw,23,0.29756230773610426,0.823895981237545,0.7619011006759993,0.08983541590307945,0.01514955887446593
0.1,500_1000ms,low,Sep17,q,raw,42,0.2327181877641305,0.823895981237545,0.7771851218191619,0.054607959414844295,0.009106166052138043
0.1,500_1000ms,low,Sep17,q,slow,17,0.10959406594510536,0.6097349402844211,0.5951657263943139,0.01208416829427391,0.009711414975388594
0.1,500_1000ms,low,Sep17,q,slow,23,0.11971830342717536,0.6097349402844211,0.5919708131916129,0.014385110952715618,0.01514955887446593
0.1,500_1000ms,low,Sep17,q,slow,42,0.10741829715012083,0.6097349402844211,0.595111349962686,0.011632180745618519,0.009106166052138043
0.1,500_1000ms,low,Sep17,r,fast,17,0.08436319542079057,0.09480488450805497,0.05773753323732257,0.007129774416393122,0.003203820216951445
0.1,500_1000ms,low,Sep17,r,fast,23,0.0833836689179132,0.09480488450805497,0.05701879903886488,0.006962819572841502,0.0027051128760239274
0.1,500_1000ms,low,Sep17,r,fast,42,0.08270928703954716,0.09480488450805497,0.055824183978532824,0.006846706039285366,0.003407215808015203
0.1,500_1000ms,low,Sep17,r,raw,17,0.15688070927844544,0.2672542361173589,0.22711949011198915,0.024834017769313384,0.003203820216951445
0.1,500_1000ms,low,Sep17,r,raw,23,0.14675016731343007,0.2672542361173589,0.22460137785025308,0.021641459502782786,0.0027051128760239274
0.1,500_1000ms,low,Sep17,r,raw,42,0.1555368356341578,0.2672542361173589,0.22684860718030914,0.024254613416933718,0.003407215808015203
0.1,500_1000ms,low,Sep17,r,slow,17,0.11982561438752007,0.2478083363705431,0.22122027802103472,0.014500423135968818,0.003203820216951445
0.1,500_1000ms,low,Sep17,r,slow,23,0.10905183457793974,0.2478083363705431,0.2192570154985493,0.011973527053917356,0.0027051128760239274
0.1,500_1000ms,low,Sep17,r,slow,42,0.11811600199739379,0.2478083363705431,0.22067530836252586,0.014000691569633152,0.003407215808015203
0.1,500_1000ms,low,Sep7,p,fast,17,0.442954621951985,0.5223451488663907,0.29116599671374427,0.19637244566861292,0.04486298671380517
0.1,500_1000ms,low,Sep7,p,fast,23,0.4444455313483864,0.5223451488663907,0.29292127696074727,0.19772726745643684,0.04545809559993441
0.1,500_1000ms,low,Sep7,p,fast,42,0.450991916432393,0.5223451488663907,0.3200236958598066,0.20358530805031616,0.046777891979372106
0.1,500_1000ms,low,Sep7,p,raw,17,0.5161219341106643,0.8644276692932562,0.700278159699191,0.2667064508155279,0.04486298671380517
0.1,500_1000ms,low,Sep7,p,raw,23,0.5181011814738308,0.8644276692932562,0.699175921147726,0.2688056575385158,0.04545809559993441
0.1,500_1000ms,low,Sep7,p,raw,42,0.5258236319483863,0.8644276692932562,0.7169746678489055,0.2768724313007196,0.046777891979372106
0.1,500_1000ms,low,Sep7,p,slow,17,0.15861475869088446,0.6355477669665666,0.6177543257115041,0.025471018433109855,0.04486298671380517
0.1,500_1000ms,low,Sep7,p,slow,23,0.15911265231761412,0.6355477669665666,0.615739501613482,0.025620294482144566,0.04545809559993441
0.1,500_1000ms,low,Sep7,p,slow,42,0.16182734569719498,0.6355477669665666,0.6199053709696017,0.026509231271031358,0.046777891979372106
0.1,500_1000ms,low,Sep7,q,fast,17,0.20737249277226988,0.3888145278844613,0.3902720482895212,0.04323872443777628,0.010806669193232152
0.1,500_1000ms,low,Sep7,q,fast,23,0.21089518812769317,0.3888145278844613,0.3852182448215547,0.04462906834924957,0.011081870648328955
0.1,500_1000ms,low,Sep7,q,fast,42,0.18115072704819343,0.3888145278844613,0.3840529049300214,0.0328947415510247,0.00823071073810193
0.1,500_1000ms,low,Sep7,q,raw,17,0.256235188018068,0.6519667411353207,0.6487121316628799,0.065937965576992,0.010806669193232152
0.1,500_1000ms,low,Sep7,q,raw,23,0.26035003027235837,0.6519667411353207,0.6449063671569546,0.06793989548354401,0.011081870648328955
0.1,500_1000ms,low,Sep7,q,raw,42,0.22863729777760453,0.6519667411353207,0.6430290103846863,0.05239881975928956,0.00823071073810193
0.1,500_1000ms,low,Sep7,q,slow,17,0.10888835582248707,0.4904030561120584,0.4805315091324824,0.011892571945983574,0.010806669193232152
0.1,500_1000ms,low,Sep7,q,slow,23,0.11040169979008513,0.4904030561120584,0.4799370893687482,0.012228956485965482,0.011081870648328955
0.1,500_1000ms,low,Sep7,q,slow,42,0.10597610437863035,0.4904030561120584,0.47945105642502117,0.011273367470162927,0.00823071073810193
0.1,500_1000ms,low,Sep7,r,fast,17,0.08616551904829634,0.08113594353258759,0.05528477734457607,0.0076021897431138,0.0027369333855386795
0.1,500_1000ms,low,Sep7,r,fast,23,0.08553697890859671,0.08113594353258759,0.05536867167586328,0.007475105067738584,0.0025678248425442672
0.1,500_1000ms,low,Sep7,r,fast,42,0.08530030517640672,0.08113594353258759,0.05469098858691502,0.007431950068077359,0.002723192136368575
0.1,500_1000ms,low,Sep7,r,raw,17,0.14222558574004593,0.2199431771391372,0.18408203056708652,0.020854296468039168,0.0027369333855386795
0.1,500_1000ms,low,Sep7,r,raw,23,0.14188703750353457,0.2199431771391372,0.18331709953604347,0.020889431590391576,0.0025678248425442672
0.1,500_1000ms,low,Sep7,r,raw,42,0.13984197626184824,0.2199431771391372,0.1843145635432932,0.020159085448587896,0.002723192136368575
0.1,500_1000ms,low,Sep7,r,slow,17,0.10053035143399064,0.1967812840804472,0.17438993649642717,0.010515173339386686,0.0027369333855386795
0.1,500_1000ms,low,Sep7,r,slow,23,0.1015064134341709,0.1967812840804472,0.1738297092900315,0.010846501680108728,0.0025678248425442672
0.1,500_1000ms,low,Sep7,r,slow,42,0.09800768508739602,0.1967812840804472,0.17443835948085862,0.010003943244141965,0.002723192136368575
0.2,0_500ms,ALL,ALL,p,fast,17,0.46052642611725114,0.5898287388713771,0.4093541813624518,0.2132286210568844,0.029186733129099054
0.2,0_500ms,ALL,ALL,p,fast,23,0.456444817932582,0.5898287388713771,0.40908706290990005,0.20974509343250997,0.028432724591372107
0.2,0_500ms,ALL,ALL,p,fast,42,0.4604046417533379,0.5898287388713771,0.4190374714196867,0.21350170837324894,0.029492121671542276
0.2,0_500ms,ALL,ALL,p,raw,17,0.5022227305909771,0.8369252833214784,0.6950265429113132,0.2534152975413967,0.029186733129099054
0.2,0_500ms,ALL,ALL,p,raw,23,0.49723798678144737,0.8369252833214784,0.6951872137128017,0.24872861898780674,0.028432724591372107
0.2,0_500ms,ALL,ALL,p,raw,42,0.5028699242883611,0.8369252833214784,0.7036561620927048,0.2544273962407065,0.029492121671542276
0.2,0_500ms,ALL,ALL,p,slow,17,0.10431996315048953,0.43664801702285677,0.4205432860170659,0.010999943355413239,0.029186733129099054
0.2,0_500ms,ALL,ALL,p,slow,23,0.10218818858258374,0.43664801702285677,0.4217245358836634,0.010550800963924648,0.028432724591372107
0.2,0_500ms,ALL,ALL,p,slow,42,0.10633868965230468,0.43664801702285677,0.4229436847933636,0.011433566195915264,0.029492121671542276
0.2,0_500ms,ALL,ALL,q,fast,17,0.19297472915639793,0.5121835498078053,0.4811622052255571,0.03732050722102924,0.006811784460886551
0.2,0_500ms,ALL,ALL,q,fast,23,0.2009701304870373,0.5121835498078053,0.47325959541146834,0.040512688420255405,0.007435678823906396
0.2,0_500ms,ALL,ALL,q,fast,42,0.1885193380616304,0.5121835498078053,0.4814256259475485,0.035607598307791255,0.006686537198535494
0.2,0_500ms,ALL,ALL,q,raw,17,0.22235036602254743,0.7344042189487587,0.6991795307608807,0.04956555848252327,0.006811784460886551
0.2,0_500ms,ALL,ALL,q,raw,23,0.2320008115495586,0.7344042189487587,0.693432099173762,0.05405230464410574,0.007435678823906396
0.2,0_500ms,ALL,ALL,q,raw,42,0.21855392004246937,0.7344042189487587,0.7012908450952268,0.04790137551753913,0.006686537198535494
0.2,0_500ms,ALL,ALL,q,slow,17,0.07320387346829815,0.3873011754366742,0.3743640571884055,0.005433266800607479,0.006811784460886551
0.2,0_500ms,ALL,ALL,q,slow,23,0.07741744054906174,0.3873011754366742,0.3753761351293276,0.006103937399943936,0.007435678823906396
0.2,0_500ms,ALL,ALL,q,slow,42,0.07429790888172749,0.3873011754366742,0.37785611246420137,0.005607240011212389,0.006686537198535494
0.2,0_500ms,ALL,ALL,r,fast,17,0.10278297864221374,0.12652985002331177,0.09987114620335247,0.01065989779710512,0.004292286218406101
0.2,0_500ms,ALL,ALL,r,fast,23,0.10175096267883701,0.12652985002331177,0.09850167038546519,0.010437039946118517,0.0043024190897981525
0.2,0_500ms,ALL,ALL,r,fast,42,0.10090722063452474,0.12652985002331177,0.09729993624107114,0.010265586269637472,0.004179451680600351
0.2,0_500ms,ALL,ALL,r,raw,17,0.1391496089651216,0.22253362623412204,0.19280353977616455,0.019566402891709012,0.004292286218406101
0.2,0_500ms,ALL,ALL,r,raw,23,0.13880950757706362,0.22253362623412204,0.19072756313607844,0.019459489105238745,0.0043024190897981525
0.2,0_500ms,ALL,ALL,r,raw,42,0.13704523325456267,0.22253362623412204,0.18949207414203517,0.019000953197986042,0.004179451680600351
0.2,0_500ms,ALL,ALL,r,slow,17,0.0673510601082387,0.12748533463291664,0.11388762578253642,0.00461421887619779,0.004292286218406101
0.2,0_500ms,ALL,ALL,r,slow,23,0.0682149019080867,0.12748533463291664,0.11320596253977461,0.0047200300693220785,0.0043024190897981525
0.2,0_500ms,ALL,ALL,r,slow,42,0.0667499287750612,0.12748533463291664,0.11243710467990926,0.0045559152477482176,0.004179451680600351
0.2,0_500ms,ALL,Sep17,p,fast,17,0.43172262573310694,0.5420801654569539,0.3906505106214735,0.18717995465428905,0.027091790574888776
0.2,0_500ms,ALL,Sep17,p,fast,23,0.42311969577922315,0.5420801654569539,0.3912621810859922,0.17978626622610136,0.025712105220613412
0.2,0_500ms,ALL,Sep17,p,fast,42,0.4273363876637397,0.5420801654569539,0.3989731359326308,0.18360381876641793,0.027189973300332473
0.2,0_500ms,ALL,Sep17,p,raw,17,0.47472263132175074,0.7714719533665048,0.6490667308879691,0.226341913618974,0.027091790574888776
0.2,0_500ms,ALL,Sep17,p,raw,23,0.4646047162716556,0.7714719533665048,0.6501868965680271,0.21679458357849832,0.025712105220613412
0.2,0_500ms,ALL,Sep17,p,raw,42,0.4716035963126672,0.7714719533665048,0.6552510007171521,0.2235607096753742,0.027189973300332473
0.2,0_500ms,ALL,Sep17,p,slow,17,0.10941563324276996,0.40460360733993006,0.3879802170588595,0.012070168389796168,0.027091790574888776
0.2,0_500ms,ALL,Sep17,p,slow,23,0.10586838364622081,0.40460360733993006,0.3895414610837636,0.011296212131783579,0.025712105220613412
0.2,0_500ms,ALL,Sep17,p,slow,42,0.1127177771781905,0.40460360733993006,0.38861902102598694,0.012766917608623796,0.027189973300332473
0.2,0_500ms,ALL,Sep17,q,fast,17,0.19234603186140134,0.5589363840934842,0.5024848450111298,0.03706534362912314,0.007355242220356893
0.2,0_500ms,ALL,Sep17,q,fast,23,0.2082086125981242,0.5589363840934842,0.4911434262354326,0.04346165423353087,0.00844853004989313
0.2,0_500ms,ALL,Sep17,q,fast,42,0.19140916556310417,0.5589363840934842,0.5053231491171848,0.036716966451600976,0.007420406924395436
0.2,0_500ms,ALL,Sep17,q,raw,17,0.22509295449167807,0.8065568456235903,0.7474220074259186,0.05077196576438299,0.007355242220356893
0.2,0_500ms,ALL,Sep17,q,raw,23,0.24336727799324198,0.8065568456235903,0.7386438706282377,0.059375302942017476,0.00844853004989313
0.2,0_500ms,ALL,Sep17,q,raw,42,0.22493992423223771,0.8065568456235903,0.7505492717791198,0.050717719239788545,0.007420406924395436
0.2,0_500ms,ALL,Sep17,q,slow,17,0.07938844532039283,0.4298123568623185,0.4107928027871213,0.006351379914902957,0.007355242220356893
0.2,0_500ms,ALL,Sep17,q,slow,23,0.08614510522509401,0.4298123568623185,0.4110057224227438,0.007465118658593472,0.00844853004989313
0.2,0_500ms,ALL,Sep17,q,slow,42,0.08080201570778701,0.4298123568623185,0.41342930130861505,0.006580345863792128,0.007420406924395436
0.2,0_500ms,ALL,Sep17,r,fast,17,0.10455615375690142,0.1457498116426768,0.1116392373930189,0.010948906795503208,0.004965031627181295
0.2,0_500ms,ALL,Sep17,r,fast,23,0.10438498982144775,0.1457498116426768,0.11125379247425536,0.010919358518056274,0.0047502275758624125
0.2,0_500ms,ALL,Sep17,r,fast,42,0.10374448884338514,0.1457498116426768,0.1098358290460262,0.01077965201393231,0.0049760379085289136
0.2,0_500ms,ALL,Sep17,r,raw,17,0.1457683417143118,0.2652480913943733,0.22327859384737794,0.021267418099273266,0.004965031627181295
0.2,0_500ms,ALL,Sep17,r,raw,23,0.14471897754497556,0.2652480913943733,0.2218566650480944,0.020986868098825967,0.0047502275758624125
0.2,0_500ms,ALL,Sep17,r,raw,42,0.14562654871558234,0.2652480913943733,0.2208425838641525,0.02122836248649762,0.0049760379085289136
0.2,0_500ms,ALL,Sep17,r,slow,17,0.07311790777698413,0.1543329887776307,0.1324345217014954,0.005353479676588764,0.004965031627181295
0.2,0_500ms,ALL,Sep17,r,slow,23,0.07281655851441167,0.1543329887776307,0.132188728519291,0.005317282004907279,0.0047502275758624125
0.2,0_500ms,ALL,Sep17,r,slow,42,0.07387221111006176,0.1543329887776307,0.13152536125265288,0.005472672564036395,0.0049760379085289136
0.2,0_500ms,ALL,Sep7,p,fast,17,0.4861298042364905,0.6322719152397532,0.42597966646554364,0.2363829911925247,0.031048904288397072
0.2,0_500ms,ALL,Sep7,p,fast,23,0.4860671487355677,0.6322719152397532,0.42493140230892923,0.23637516206042875,0.03085105292093539
0.2,0_500ms,ALL,Sep7,p,fast,42,0.4897986453885362,0.6322719152397532,0.4368724362970698,0.2400776102459876,0.03153847577928432
0.2,0_500ms,ALL,Sep7,p,raw,17,0.5266672632747338,0.895106021059233,0.7358797091542857,0.2774805276946613,0.031048904288397072
0.2,0_500ms,ALL,Sep7,p,raw,23,0.5262453383457069,0.895106021059233,0.7351874956192679,0.2771144282405253,0.03085105292093539
0.2,0_500ms,ALL,Sep7,p,raw,42,0.5306622158223112,0.895106021059233,0.7466829722043071,0.28186445096544627,0.03153847577928432
0.2,0_500ms,ALL,Sep7,p,slow,17,0.09979047862401802,0.46513193674101394,0.4494882362021383,0.010048632213739524,0.031048904288397072
0.2,0_500ms,ALL,Sep7,p,slow,23,0.09891690408157301,0.46513193674101394,0.4503317134835743,0.009888213259161152,0.03085105292093539
0.2,0_500ms,ALL,Sep7,p,slow,42,0.10066838962929506,0.46513193674101394,0.45345449703103174,0.010248364940174346,0.03153847577928432
0.2,0_500ms,ALL,Sep7,q,fast,17,0.19353357119639492,0.47062547488720186,0.46220874763838143,0.03754731930272354,0.006328710896912912
0.2,0_500ms,ALL,Sep7,q,fast,23,0.19453592416607116,0.47062547488720186,0.45736285690127787,0.03789138547512166,0.0065353666230292965
0.2,0_500ms,ALL,Sep7,q,fast,42,0.1859506025047649,0.47062547488720186,0.46018338313009416,0.034621493291071496,0.006034208553326657
0.2,0_500ms,ALL,Sep7,q,raw,17,0.2199125096055424,0.6702685507933528,0.6562973292808473,0.04849319645420351,0.006328710896912912
0.2,0_500ms,ALL,Sep7,q,raw,23,0.22189728582183998,0.6702685507933528,0.6532438578808948,0.04932075060151753,0.0065353666230292965
0.2,0_500ms,ALL,Sep7,q,raw,42,0.21287747187378642,0.6702685507933528,0.6575055769317663,0.045397958875539664,0.006034208553326657
0.2,0_500ms,ALL,Sep7,q,slow,17,0.06770647626643624,0.34951345861387917,0.34198294998954704,0.004617166254567054,0.006328710896912912
0.2,0_500ms,ALL,Sep7,q,slow,23,0.06965951639258862,0.34951345861387917,0.3437053908685132,0.00489399850336657,0.0065353666230292965
0.2,0_500ms,ALL,Sep7,q,slow,42,0.0685164805918968,0.34951345861387917,0.34623550015805576,0.004742257031141509,0.006034208553326657
0.2,0_500ms,ALL,Sep7,r,fast,17,0.10120682298471356,0.10944543969498731,0.08941062070142676,0.010403000909640154,0.0036942902994948176
0.2,0_500ms,ALL,Sep7,r,fast,23,0.0994096052187386,0.10944543969498731,0.08716645075098502,0.010008312326618288,0.0039043671021854764
0.2,0_500ms,ALL,Sep7,r,fast,42,0.09838520444887106,0.10944543969498731,0.0861569204144444,0.009808638941375394,0.0034713750335527405
0.2,0_500ms,ALL,Sep7,r,raw,17,0.13326629096584142,0.18456521275834317,0.16571460282397485,0.018054389373874116,0.0036942902994948176
0.2,0_500ms,ALL,Sep7,r,raw,23,0.13355664538336412,0.18456521275834317,0.16305725032539764,0.018101818888716772,0.0039043671021854764
0.2,0_500ms,ALL,Sep7,r,raw,42,0.12941739728921187,0.18456521275834317,0.16162495438904198,0.017021033830420192,0.0034713750335527405
0.2,0_500ms,ALL,Sep7,r,slow,17,0.062224973291576106,0.10362075317094858,0.09740149607679512,0.003957098164739148,0.0036942902994948176
0.2,0_500ms,ALL,Sep7,r,slow,23,0.06412454048024227,0.10362075317094858,0.09633239278020446,0.00418913945991301,0.0039043671021854764
0.2,0_500ms,ALL,Sep7,r,slow,42,0.060419011143949604,0.10362075317094858,0.09546976550413719,0.003741019855492059,0.0034713750335527405
0.2,0_500ms,high,ALL,p,fast,17,0.4841870345841946,0.6046066574355677,0.422930763031055,0.2357246715060528,0.033591208712463384
0.2,0_500ms,high,ALL,p,fast,23,0.4813265898976173,0.6046066574355677,0.4214860694424316,0.23302678903063637,0.032798280441569974
0.2,0_500ms,high,ALL,p,fast,42,0.4853188182202467,0.6046066574355677,0.42713511561213807,0.23696598869175597,0.034039127288084566
0.2,0_500ms,high,ALL,p,raw,17,0.5321620935511685,0.8547710630685428,0.7144285425410127,0.28460146362726757,0.033591208712463384
0.2,0_500ms,high,ALL,p,raw,23,0.5282789322053265,0.8547710630685428,0.7114261775216568,0.28053249713381395,0.032798280441569974
0.2,0_500ms,high,ALL,p,raw,42,0.5339485181856221,0.8547710630685428,0.7166602289845191,0.2866060851516025,0.034039127288084566
0.2,0_500ms,high,ALL,p,slow,17,0.12290085867160172,0.44014945858476,0.42926400847119595,0.015285583408751413,0.033591208712463384
0.2,0_500ms,high,ALL,p,slow,23,0.12039897031282472,0.44014945858476,0.42850660041019134,0.014707427661607597,0.032798280441569974
0.2,0_500ms,high,ALL,p,slow,42,0.12400234570153078,0.44014945858476,0.42971526752940536,0.015600969171761948,0.034039127288084566
0.2,0_500ms,high,ALL,q,fast,17,0.23239109225180468,0.5300392072696101,0.47347084429705744,0.05494377042812016,0.010772061692050347
0.2,0_500ms,high,ALL,q,fast,23,0.24209844003153402,0.5300392072696101,0.4655456491956256,0.05991073570230244,0.0114571540069663
0.2,0_500ms,high,ALL,q,fast,42,0.23015702369549024,0.5300392072696101,0.47602738279468637,0.05401648491732994,0.010711005927512965
0.2,0_500ms,high,ALL,q,raw,17,0.2710484297216189,0.7846274738910569,0.7226177508340651,0.0749383522314997,0.010772061692050347
0.2,0_500ms,high,ALL,q,raw,23,0.28239526330245956,0.7846274738910569,0.716360879736951,0.08165771212230341,0.0114571540069663
0.2,0_500ms,high,ALL,q,raw,42,0.270000958302609,0.7846274738910569,0.7281673330502276,0.07450004743140354,0.010711005927512965
0.2,0_500ms,high,ALL,q,slow,17,0.09375723720099635,0.4267964766507924,0.4037967648597173,0.00922252011132919,0.010772061692050347
0.2,0_500ms,high,ALL,q,slow,23,0.09883014451536114,0.4267964766507924,0.40363042265512156,0.010289822413034676,0.0114571540069663
0.2,0_500ms,high,ALL,q,slow,42,0.0962012514438862,0.4267964766507924,0.4100902664436499,0.009772556586560639,0.010711005927512965
0.2,0_500ms,high,ALL,r,fast,17,0.1190192363150676,0.15396486082664015,0.11677149490003189,0.014374408341571956,0.0059269994252168275
0.2,0_500ms,high,ALL,r,fast,23,0.11711215964296474,0.15396486082664015,0.11355296581518133,0.01388870250185198,0.006006217258674258
0.2,0_500ms,high,ALL,r,fast,42,0.11868935855118068,0.15396486082664015,0.11495589619715668,0.014288625079122916,0.005839154163117262
