tau_s,interval,group,cohort,axis,component,rmse_mean,rmse_std,true_amplitude_mean,true_amplitude_std,pred_amplitude_mean,pred_amplitude_std,error_mse_mean,error_mse_std,cross_term_mean,cross_term_std,relative_error,amplitude_ratio
0.05,0_500ms,high,Sep7,p,fast,0.3881527833539275,0.0007369758802431004,0.43690329476540807,0.0,0.25286246989966793,0.002045140508977282,0.15116878648959878,0.0005583789604468678,0.08518329880952653,0.0007115471186367122,0.8884180733000496,0.5787607301873073
0.05,0_500ms,high,Sep7,p,raw,0.5469983737285639,0.0027103351103095,0.9034792304286346,0.0,0.755940445766722,0.004550226145533237,0.3001017363533897,0.0029199289968888254,0.08518329880952653,0.0007115471186367122,0.6054354713489686,0.8366993067544937
0.05,0_500ms,high,Sep7,p,slow,0.2518126286221997,0.0034777942249776934,0.6922809857815952,0.0,0.658676084512476,0.00349597938074553,0.06374965105426438,0.0017677352573018943,0.08518329880952653,0.0007115471186367122,0.36374338425299896,0.9514577144839839
0.05,0_500ms,high,Sep7,q,fast,0.15041658059187277,0.0024517184119124146,0.3271861575849107,0.0,0.2955667449523605,0.0020652235502466253,0.022967579058057932,0.0007188153935105975,0.015220656891945157,0.0005885628310482253,0.4597278249854961,0.903359564885185
0.05,0_500ms,high,Sep7,q,raw,0.25366660126284174,0.004095435463757654,0.7392397760537177,0.0,0.6938335918055706,0.004887180069811622,0.06584790952873604,0.0020898917781286687,0.015220656891945157,0.0005885628310482253,0.343145227678345,0.9385771900823047
0.05,0_500ms,high,Sep7,q,slow,0.16326768934398722,0.0024122417206948544,0.5905427793181774,0.0,0.5638829596234131,0.006335452558489486,0.027659673578732946,0.0007947245037885394,0.015220656891945157,0.0005885628310482253,0.276470553974923,0.9548553963769653
0.05,0_500ms,high,Sep7,r,fast,0.07033194759707828,0.0010297712427631883,0.07426574204924968,0.0,0.04760352107260712,0.000877717152211932,0.005017282118631127,0.00015863509157952433,0.004256036453526845,0.00015430719197713006,0.9470308335495701,0.6409889642123096
0.05,0_500ms,high,Sep7,r,raw,0.1525260535203228,0.0041094854490937435,0.23619175839969517,0.0,0.20389251498866243,0.002346239894591946,0.023840570353527702,0.0013417644713318157,0.004256036453526845,0.00015430719197713006,0.6457721241154012,0.8632499134183403
0.05,0_500ms,high,Sep7,r,slow,0.11842653804655368,0.004702824767484283,0.20394600860027332,0.0,0.1823593519594872,0.0017562601403189708,0.01456725178136973,0.0011700210452249052,0.004256036453526845,0.00015430719197713006,0.5806759291801848,0.8941550423617498
0.05,0_500ms,low,ALL,p,fast,0.35456218449265947,0.0015549233534131247,0.3978885364380136,0.0,0.23360019449674752,0.004921592807064203,0.12648652265396224,0.0010678305888995527,0.06912317970219896,0.0007281454101924951,0.891109323396896,0.5870995846927088
0.05,0_500ms,low,ALL,p,raw,0.4908655371531658,0.0028229475576288686,0.7960764429828395,0.0,0.6586931922882316,0.005555612692765167,0.2421654762868085,0.0027120561124803107,0.06912317970219896,0.0007281454101924951,0.6166060325989913,0.8274245496075189
0.05,0_500ms,low,ALL,p,slow,0.2152870379136813,0.0022745755094235793,0.6014672184086967,0.0,0.5655908358894528,0.0031203200824456417,0.046555773930647325,0.0009607675036193505,0.06912317970219896,0.0007281454101924951,0.35793644495416854,0.9403518904751582
0.05,0_500ms,low,ALL,q,fast,0.12764454000550265,0.005812108574305459,0.3567274492246586,0.0,0.332242863753988,0.0036402098293254756,0.016411441291676588,0.0014844408105646179,0.009691226624604867,0.0008529211104264448,0.35782090860385435,0.9313633264726685
0.05,0_500ms,low,ALL,q,raw,0.2005014417776605,0.008189451962934786,0.7299457125344078,0.0,0.7036993553593153,0.0049402354528310264,0.0404510239088563,0.0032712914091453243,0.009691226624604867,0.0008529211104264448,0.27467993624006576,0.9640434120998344
0.05,0_500ms,low,ALL,q,slow,0.11931824930475933,0.004382418430847844,0.5598509447934608,0.0,0.5508816458274644,0.003083203287249139,0.014348355992574844,0.0010257636746014798,0.009691226624604867,0.0008529211104264448,0.2131250298216037,0.9839791304285369
0.05,0_500ms,low,ALL,r,fast,0.06102437642173208,0.000711676421038516,0.062051774819379346,0.0,0.041232610603586385,0.0006373152944421219,0.003768686884523456,8.749288059713076e-05,0.0028954176119150815,9.54821292330559e-05,0.9834428845808548,0.6644872080388756
0.05,0_500ms,low,ALL,r,raw,0.12523864743346877,0.0022615518253819022,0.19544340567806226,0.0,0.1722033014735005,0.0018846356458646308,0.015872719564652592,0.0005689692461652531,0.0028954176119150815,9.54821292330559e-05,0.6407923920429632,0.8810903641187912
0.05,0_500ms,low,ALL,r,slow,0.09525400868707788,0.0020980706687674126,0.16754105940140007,0.0,0.15330142548257888,0.0016789981873404805,0.009208615068214056,0.00040107579117421374,0.0028954176119150815,9.54821292330559e-05,0.568541281924602,0.9150080943161196
0.05,0_500ms,low,Sep17,p,fast,0.3299299061399154,0.0037480511891178573,0.36230604312041814,0.0,0.2282490215353502,0.005218547456219948,0.10926167042234221,0.002440499053674575,0.06023968549213746,0.0015089318056867014,0.9106387056046371,0.6299895512907248
0.05,0_500ms,low,Sep17,p,raw,0.46060838014521815,0.005391023780330493,0.7234650217725949,0.0,0.6088043029537825,0.0037248116219706826,0.2127637623677754,0.004929954043990315,0.06023968549213746,0.0015089318056867014,0.6366698683188033,0.8415117312266502
0.05,0_500ms,low,Sep17,p,slow,0.2076767805073404,0.0030221377425266177,0.5447198858187161,0.0,0.5150217557447323,0.0017830728774233075,0.04326240645329572,0.0012351669249868566,0.06023968549213746,0.0015089318056867014,0.38125426648450955,0.9454799965135339
0.05,0_500ms,low,Sep17,q,fast,0.12436026600485574,0.008002075448586932,0.3956251839229668,0.0,0.3544311129613525,0.006360334182513034,0.0156277868877946,0.002029810309641613,0.00912480144975643,0.0012600441342990887,0.3143385989024153,0.8958760143802288
0.05,0_500ms,low,Sep17,q,raw,0.19291547674908124,0.013012993572039874,0.8137003124732716,0.0,0.7618584641937319,0.008521068248307338,0.03754792945094783,0.005135563818249514,0.00912480144975643,0.0012600441342990887,0.2370841866371019,0.9362887693603503
0.05,0_500ms,low,Sep17,q,slow,0.11261192083515402,0.008051018403201396,0.6281259110294055,0.0,0.6016879540947557,0.004938751024650707,0.012795341113396799,0.0018649386565261785,0.00912480144975643,0.0012600441342990887,0.17928240000575638,0.9579097813504909
0.05,0_500ms,low,Sep17,r,fast,0.05796104145741929,0.0012457633046543569,0.06427851468947304,0.0,0.04240584412808368,0.0005535043002975343,0.003367994105543783,0.00014374817807477996,0.0027835545982589868,0.00010340698229896063,0.9017171871102931,0.6597203487501949
0.05,0_500ms,low,Sep17,r,raw,0.12370756188687478,0.0023146326652957144,0.22481009859770626,0.0,0.19409818686770533,0.0017796952579448016,0.015372934859421037,0.0005892768486667991,0.0027835545982589868,0.00010340698229896063,0.5502758223875311,0.8633873125737143
0.05,0_500ms,low,Sep17,r,slow,0.09566141647569916,0.001775933518442114,0.1962115562034382,0.0,0.17396350021771848,0.001654413258409194,0.009221386155618268,0.00035881850327926105,0.0027835545982589868,0.00010340698229896063,0.4875422137548028,0.886611897809667
0.05,0_500ms,low,Sep7,p,fast,0.37645754302843204,0.0021754200797851073,0.42951741938698723,0.0,0.23835679268465623,0.00469401481167973,0.14179750241540226,0.0016706483120911412,0.0770196190000314,0.0009792832162437404,0.8764662992381475,0.5549409218951867
0.05,0_500ms,low,Sep7,p,raw,0.5177607878268969,0.0033007239868886847,0.860619928503057,0.0,0.7030388716966308,0.007331004056460768,0.26830033310372686,0.0035127852348685153,0.0770196190000314,0.0009792832162437404,0.6016137561762931,0.8168982014156712
0.05,0_500ms,low,Sep7,p,slow,0.2220517111637621,0.001999016330320778,0.6519092918220126,0.0,0.6105411293514266,0.005069655739973566,0.04948321168829319,0.0009174678048038642,0.0770196190000314,0.0009792832162437404,0.34061749686548065,0.9365430697344922
0.05,0_500ms,low,Sep7,q,fast,0.13056389467274435,0.004978133800375539,0.3221516850483846,0.0,0.312519975569664,0.0019616708925265353,0.017108022984016133,0.00129556226320149,0.010194715668914589,0.0006660257883380864,0.40528701457245114,0.9701019428867057
0.05,0_500ms,low,Sep7,q,raw,0.2072445218030643,0.005191955790509914,0.6554971792554176,0.0,0.6520023697287228,0.0017698338142905553,0.04303155231588605,0.002152757051439484,0.010194715668914589,0.0006660257883380864,0.31616386517250056,0.9946684598541453
0.05,0_500ms,low,Sep7,q,slow,0.1252794301666307,0.0011373202403088128,0.49916208591706535,0.0,0.5057204829232055,0.001797976192961303,0.01572881366295533,0.0002845157100278464,0.010194715668914589,0.0006660257883380864,0.25097945877933847,1.0131388124041734
0.05,0_500ms,low,Sep7,r,fast,0.06374734083445456,0.000700782055594615,0.06007245049040719,0.0,0.0401897363595888,0.0009348373841068413,0.004124858243616499,9.68466337690021e-05,0.00299485140183161,9.204238070771306e-05,1.0611743039287902,0.6690210908910166
0.05,0_500ms,low,Sep7,r,raw,0.1265996123637745,0.00221977324911289,0.1693396786383787,0.0,0.1527411811230962,0.0020086771132336568,0.01631697263596953,0.0005513463209503132,0.00299485140183161,9.204238070771306e-05,0.7476074915325976,0.9019810498711985
0.05,0_500ms,low,Sep7,r,slow,0.09489186843052562,0.0024309651477991785,0.142056173355144,0.0,0.13493513682912142,0.0017198864932217387,0.009197262990521421,0.000445523474979284,0.00299485140183161,9.204238070771306e-05,0.6679883470695326,0.9498716855604732
0.05,500_1000ms,ALL,ALL,p,fast,0.3640418159364897,0.0019407459485322972,0.39948087997551124,0.0,0.2281014436521247,0.009585308106717656,0.13348503572018156,0.001396803763040449,0.06860349913038,0.0006194873440418381,0.9112872084361234,0.5709946460168698
0.05,500_1000ms,ALL,ALL,p,raw,0.5134674340632994,0.0035988542740516827,0.8473624306506786,0.0,0.7035718756615474,0.00795650675890621,0.2650823835725067,0.003729146505146789,0.06860349913038,0.0006194873440418381,0.6059596407513778,0.8303080833089139
0.05,500_1000ms,ALL,ALL,p,slow,0.25010351296886746,0.0036799246616819395,0.6878322506525397,0.0,0.6434494176053333,0.003382224322178907,0.06299384872194513,0.001897676106312337,0.06860349913038,0.0006194873440418381,0.3636112042312594,0.9354743354864491
0.05,500_1000ms,ALL,ALL,q,fast,0.16691213339131003,0.01625384697133715,0.3400551676854405,0.0,0.31215070884952395,0.0031829862814940577,0.02829078959799275,0.00566328867760209,0.01506083283300644,0.0029772164608910462,0.49083839697948045,0.9179413769070293
0.05,500_1000ms,ALL,ALL,q,raw,0.267382427190547,0.01911600660198647,0.7316595247001968,0.0,0.700661597482927,0.0033468350743082577,0.07232123839282807,0.010736444480916513,0.01506083283300644,0.0029772164608910462,0.36544652008748063,0.9576333989091833
0.05,500_1000ms,ALL,ALL,q,slow,0.16933512434985373,0.005962756383741477,0.597985612247111,0.0,0.582006922701468,0.001553662286059206,0.02896961596182888,0.0021564843196181347,0.01506083283300644,0.0029772164608910462,0.28317591741635056,0.9732791404702895
0.05,500_1000ms,ALL,ALL,r,fast,0.06442401453646111,0.0005992207738700133,0.06643874540499074,0.0,0.040341454795015656,0.0005760733657632007,0.004196718483367575,7.987216410097171e-05,0.0026691961727742827,9.774565510053325e-05,0.9696753625275668,0.6071977209850397
0.05,500_1000ms,ALL,ALL,r,raw,0.16173408422237842,0.0025538789393674075,0.27867930663269513,0.0,0.2311223071370275,0.002135745087105932,0.026687181572903156,0.0008502152578848684,0.0026691961727742827,9.774565510053325e-05,0.5803591453438887,0.8293486514291185
0.05,500_1000ms,ALL,ALL,r,slow,0.13876030273692427,0.0024205120687133346,0.2668427303915061,0.0,0.2278775384179791,0.0021842307253015255,0.0198212669167613,0.0007118059296666061,0.0026691961727742827,9.774565510053325e-05,0.5200078058463052,0.8539769402135929
0.05,500_1000ms,ALL,Sep17,p,fast,0.3382186691499993,0.0039596234918961425,0.36092418291164535,0.0,0.22463254353209397,0.009560258347993159,0.11499938554874166,0.0026791583029972077,0.05950922809113913,0.0012504669502206996,0.9370906277920303,0.6223815254493055
0.05,500_1000ms,ALL,Sep17,p,raw,0.4878421545205156,0.005454968265336943,0.7859702609880198,0.0,0.6646446707809219,0.006978363748136059,0.23929649408646592,0.005395295793279687,0.05950922809113913,0.0012504669502206996,0.6206878030057572,0.8456359022355591
0.05,500_1000ms,ALL,Sep17,p,slow,0.25364072626531947,0.005157551780804414,0.6469890271117189,0.0,0.6028408773955264,0.0019664648393017915,0.06478788044658511,0.0026541461948294846,0.05950922809113913,0.0012504669502206996,0.3920325007637603,0.9317636808876371
0.05,500_1000ms,ALL,Sep17,q,fast,0.17049641933314105,0.02291251368197761,0.3656174391591784,0.0,0.32123682644180235,0.004951555267503754,0.029712263696793816,0.008315055890322009,0.016100275963741344,0.0044088813543678084,0.4663246362789392,0.8786146174552301
0.05,500_1000ms,ALL,Sep17,q,raw,0.2794094099422288,0.027827104705346585,0.8094904250969891,0.0,0.7558000365463049,0.0045895749157098915,0.07916441261678608,0.016377791363909083,0.016100275963741344,0.0044088813543678084,0.34516703506252266,0.9336738435859185
0.05,500_1000ms,ALL,Sep17,q,slow,0.182085487510775,0.009950610139557338,0.6692787553534748,0.0,0.6404288945380627,0.001655308050039633,0.033351872956250916,0.0037361380052465206,0.016100275963741344,0.0044088813543678084,0.27206225515795407,0.9568941034140921
0.05,500_1000ms,ALL,Sep17,r,fast,0.06246581474757849,0.0008989109153987669,0.07030963132540624,0.0,0.04128422763853796,0.000857006688951724,0.003919264771777855,0.0001098592690816994,0.002803036410773594,0.0001416277035323702,0.8884389459884224,0.5871774159569514
0.05,500_1000ms,ALL,Sep17,r,raw,0.17722384786113987,0.005139348716345924,0.32733241084937736,0.0,0.2699497390691552,0.003232183181611651,0.031611827894895285,0.0017768394004317545,0.002803036410773594,0.0001416277035323702,0.5414185763067922,0.8246960280183593
0.05,500_1000ms,ALL,Sep17,r,slow,0.1572296940816548,0.005343967254373746,0.31782307314709324,0.0,0.26869729622410904,0.0033101295606302182,0.024889526712343842,0.0016330955941976743,0.002803036410773594,0.0001416277035323702,0.49470824293768806,0.8454304263169463
0.05,500_1000ms,ALL,Sep7,p,fast,0.38699572419114775,0.0023506685169238897,0.4337534995878365,0.0,0.2311849104254854,0.009628970103037449,0.14991672476146145,0.0018191393410752022,0.0766872956097052,0.0009055112503054347,0.8922019639239357,0.5329868477030459
0.05,500_1000ms,ALL,Sep7,p,raw,0.5362454603235517,0.0036725053717550087,0.9019332481285977,0.0,0.7381738355554367,0.008854362202512345,0.2880031742267652,0.003979963228831015,0.0766872956097052,0.0009055112503054347,0.5945511615590136,0.8184351082378414
0.05,500_1000ms,ALL,Sep7,p,slow,0.2469593233720212,0.0024590464883136004,0.7241373382443803,0.0,0.6795458977918282,0.00464086896892415,0.06139915385559849,0.0012806786686584677,0.0766872956097052,0.0009055112503054347,0.34103934478887193,0.9384212937277051
0.05,500_1000ms,ALL,Sep7,q,fast,0.16372610144301578,0.012592065919838445,0.3173331485976735,0.0,0.3040741598786098,0.00286940555107331,0.027027257065725136,0.004092065519945774,0.014136883383464305,0.002124590132079383,0.5159438973411306,0.9582174482002386
0.05,500_1000ms,ALL,Sep7,q,raw,0.25669177585571873,0.0144370922109161,0.6624765021252703,0.0,0.6516496516488132,0.003391949642262389,0.06623841686042095,0.007389764202548292,0.014136883383464305,0.002124590132079383,0.3874730273937774,0.9836570045251056
0.05,500_1000ms,ALL,Sep7,q,slow,0.1580014682068126,0.0036902716880601667,0.5346139294858988,0.0,0.5300762810689394,0.0016720080665261355,0.025074276411231517,0.0011732503026537348,0.014136883383464305,0.002124590132079383,0.29554311904807956,0.9915122892115383
0.05,500_1000ms,ALL,Sep7,r,fast,0.06616463657102344,0.00044558279156556063,0.06299795792017698,0.0,0.0395034344896625,0.00036153608524846034,0.00444334400478066,6.609678092483752e-05,0.0025502270723304506,6.18105848044677e-05,1.0502663698220007,0.6270589681607813
