partition,flight_id,channel,other,correlation
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,differential,common,-0.2121747147897457
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,differential,differential,1.0
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,differential,rudder,0.15168217026074826
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,rudder,drive,-0.05695397481590659
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,rudder,common,-0.11084612184724829
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,rudder,differential,0.15168217026074823
train,9.11数据/log_14_2026-9-11-18-34-58.ulg,rudder,rudder,1.0
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,drive,drive,1.0
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,drive,common,0.05308562613885326
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,drive,differential,0.006754767861840546
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,drive,rudder,-0.05583905435314514
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,common,drive,0.05308562613885325
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,common,common,1.0
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,common,differential,-0.12710682406450374
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,common,rudder,-0.16367468571158988
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,differential,drive,0.006754767861840546
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,differential,common,-0.12710682406450372
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,differential,differential,1.0
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,differential,rudder,0.04129332339850108
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,rudder,drive,-0.05583905435314514
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,rudder,common,-0.16367468571158988
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,rudder,differential,0.04129332339850107
train,9.11数据/log_15_2026-9-11-18-40-48.ulg,rudder,rudder,0.9999999999999999
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,drive,drive,1.0
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,drive,common,0.1275257326321181
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,drive,differential,-0.07753235996510777
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,drive,rudder,0.036188901282502926
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,common,drive,0.1275257326321181
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,common,common,1.0
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,common,differential,-0.29903270459101194
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,common,rudder,-0.10125188848462716
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,differential,drive,-0.07753235996510775
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,differential,common,-0.29903270459101194
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,differential,differential,0.9999999999999999
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,differential,rudder,0.04475699366433762
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,rudder,drive,0.036188901282502926
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,rudder,common,-0.10125188848462716
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,rudder,differential,0.044756993664337615
train,9.12数据/log_10_2026-9-12-06-13-40.ulg,rudder,rudder,0.9999999999999998
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,drive,drive,1.0
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,drive,common,0.23317932503008348
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,drive,differential,-0.10718621757788759
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,drive,rudder,-0.04332361438685615
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,common,drive,0.23317932503008348
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,common,common,0.9999999999999999
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,common,differential,-0.26086947830050566
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,common,rudder,0.018427210831472734
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,differential,drive,-0.10718621757788759
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,differential,common,-0.26086947830050566
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,differential,differential,1.0
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,differential,rudder,0.10708495200995782
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,rudder,drive,-0.04332361438685615
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,rudder,common,0.018427210831472737
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,rudder,differential,0.10708495200995782
train,9.12数据/log_11_2026-9-12-06-21-12.ulg,rudder,rudder,0.9999999999999998
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,drive,drive,1.0
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,drive,common,0.1625879099281741
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,drive,differential,-0.009223674395144594
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,drive,rudder,0.023170547421244504
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,common,drive,0.1625879099281741
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,common,common,0.9999999999999999
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,common,differential,-0.25614815451157197
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,common,rudder,-0.1636077337877746
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,differential,drive,-0.009223674395144592
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,differential,common,-0.256148154511572
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,differential,differential,1.0
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,differential,rudder,0.15953788683774167
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,rudder,drive,0.023170547421244504
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,rudder,common,-0.1636077337877746
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,rudder,differential,0.15953788683774167
train,9.12数据/log_12_2026-9-12-06-29-44.ulg,rudder,rudder,0.9999999999999998
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,drive,drive,1.0
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,drive,common,0.13993504616753402
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,drive,differential,0.0012998204147566697
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,drive,rudder,0.014212915633870801
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,common,drive,0.13993504616753402
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,common,common,1.0
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,common,differential,-0.1693349791905613
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,common,rudder,-0.036855209322256825
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,differential,drive,0.00129982041475667
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,differential,common,-0.16933497919056134
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,differential,differential,1.0
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,differential,rudder,-0.0009766453685814427
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,rudder,drive,0.014212915633870801
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,rudder,common,-0.036855209322256825
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,rudder,differential,-0.0009766453685814427
train,9.12数据/log_2_2026-9-12-18-32-54.ulg,rudder,rudder,1.0
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,drive,drive,1.0
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,drive,common,0.11078462371689195
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,drive,differential,0.029824135833918807
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,drive,rudder,-0.08053346361269513
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,common,drive,0.11078462371689195
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,common,common,1.0
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,common,differential,-0.09689611034825649
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,common,rudder,-0.07490537295851324
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,differential,drive,0.029824135833918807
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,differential,common,-0.09689611034825649
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,differential,differential,1.0
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,differential,rudder,-0.019108402562497514
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,rudder,drive,-0.08053346361269514
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,rudder,common,-0.07490537295851324
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,rudder,differential,-0.019108402562497514
train,9.12数据/log_3_2026-9-12-18-40-02.ulg,rudder,rudder,1.0
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,drive,drive,0.9999999999999999
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,drive,common,0.14792121491946866
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,drive,differential,-0.02289932978123238
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,drive,rudder,-0.0014598327393807032
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,common,drive,0.14792121491946866
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,common,common,1.0
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,common,differential,-0.2079053522135754
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,common,rudder,-0.07054795576552346
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,differential,drive,-0.022899329781232384
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,differential,common,-0.20790535221357542
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,differential,differential,1.0
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,differential,rudder,0.1266699479892841
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,rudder,drive,-0.0014598327393807032
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,rudder,common,-0.07054795576552346
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,rudder,differential,0.1266699479892841
train,9.12数据/log_7_2026-9-12-05-49-02.ulg,rudder,rudder,0.9999999999999999
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,drive,drive,1.0
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,drive,common,0.13224703606037222
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,drive,differential,-0.07802110076506648
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,drive,rudder,-0.022404237921929245
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,common,drive,0.13224703606037222
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,common,common,1.0
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,common,differential,-0.19215487640715895
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,common,rudder,-0.11331260299095523
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,differential,drive,-0.07802110076506648
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,differential,common,-0.19215487640715892
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,differential,differential,1.0
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,differential,rudder,0.12106871806534213
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,rudder,drive,-0.022404237921929245
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,rudder,common,-0.11331260299095523
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,rudder,differential,0.12106871806534211
train,9.12数据/log_8_2026-9-12-05-55-30.ulg,rudder,rudder,1.0
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,drive,drive,1.0
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,drive,common,0.10019633654885018
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,drive,differential,-0.11459316652976086
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,drive,rudder,-0.048673648481353624
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,common,drive,0.10019633654885018
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,common,common,0.9999999999999999
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,common,differential,-0.29169631285300235
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,common,rudder,-0.12240170716232708
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,differential,drive,-0.11459316652976084
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,differential,common,-0.29169631285300235
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,differential,differential,1.0
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,differential,rudder,0.16844883290063895
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,rudder,drive,-0.048673648481353624
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,rudder,common,-0.1224017071623271
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,rudder,differential,0.16844883290063895
train,9.12数据/log_9_2026-9-12-06-03-32.ulg,rudder,rudder,0.9999999999999998
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,drive,drive,1.0
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,drive,common,0.10460586359495176
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,drive,differential,-0.08524728400676158
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,drive,rudder,-0.05494034127848836
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,common,drive,0.10460586359495176
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,common,common,1.0
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,common,differential,-0.13585150025967044
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,common,rudder,-0.22554436465384237
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,differential,drive,-0.08524728400676158
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,differential,common,-0.13585150025967047
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,differential,differential,1.0
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,differential,rudder,0.1345422705931707
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,rudder,drive,-0.05494034127848836
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,rudder,common,-0.22554436465384237
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,rudder,differential,0.13454227059317073
train,9.13数据/log_1_2026-9-13-06-11-06.ulg,rudder,rudder,1.0
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,drive,drive,0.9999999999999999
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,drive,common,0.17066179051306024
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,drive,differential,0.013567744184008168
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,drive,rudder,-0.05288413365183374
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,common,drive,0.17066179051306027
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,common,common,1.0
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,common,differential,-0.19182923557940665
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,common,rudder,-0.11201466381630593
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,differential,drive,0.013567744184008166
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,differential,common,-0.19182923557940665
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,differential,differential,1.0
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,differential,rudder,-0.011527130797383036
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,rudder,drive,-0.05288413365183375
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,rudder,common,-0.11201466381630593
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,rudder,differential,-0.011527130797383036
train,9.13数据/log_2_2026-9-13-06-20-06.ulg,rudder,rudder,1.0
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,drive,drive,1.0
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,drive,common,0.13096853289295937
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,drive,differential,0.0644365742349483
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,drive,rudder,-0.03558102571831279
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,common,drive,0.13096853289295937
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,common,common,1.0
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,common,differential,-0.09551334580524534
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,common,rudder,-0.06406925481206718
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,differential,drive,0.0644365742349483
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,differential,common,-0.09551334580524536
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,differential,differential,1.0
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,differential,rudder,0.029607620288502747
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,rudder,drive,-0.03558102571831279
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,rudder,common,-0.06406925481206718
