partition,channel,subset,flight_id,cohort,n_origins,positive,negative,zero,one_direction
validation,common,predominant,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,17,3,14,0,15
validation,common,predominant,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,10,7,3,0,10
validation,common,predominant,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,4,0,4,0,3
validation,common,predominant,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,12,7,5,0,11
validation,common,predominant,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,8,5,3,0,6
validation,common,predominant,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,11,4,7,0,9
validation,common,predominant,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,4,1,3,0,4
validation,common,predominant,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,10,7,3,0,8
validation,common,predominant,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,10,7,3,0,9
validation,common,predominant,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,8,4,4,0,5
validation,common,predominant,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,9,7,2,0,6
validation,common,predominant,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,13,6,7,0,12
validation,common,predominant,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,9,4,5,0,8
validation,common,predominant,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,12,4,8,0,9
validation,common,predominant,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,8,3,5,0,8
validation,common,predominant,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,12,6,6,0,12
validation,common,predominant,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,7,4,3,0,7
validation,differential,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,22,10,12,0,15
validation,differential,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,46,17,29,0,29
validation,differential,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,34,20,14,0,25
validation,differential,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,27,12,15,0,21
validation,differential,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,25,9,16,0,18
validation,differential,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,25,12,13,0,18
validation,differential,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,22,12,10,0,13
validation,differential,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,32,17,15,0,24
validation,differential,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,11,6,5,0,9
validation,differential,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,31,14,17,0,21
validation,differential,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,36,16,20,0,26
validation,differential,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,28,14,14,0,21
validation,differential,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,31,27,0,43
validation,differential,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,30,13,17,0,23
validation,differential,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,7,10,0,14
validation,differential,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,29,16,13,0,23
validation,differential,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,28,14,14,0,22
validation,differential,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,2,1,1,0,1
validation,differential,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,4,2,2,0,2
validation,differential,isolated,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0,0,0,0,0
validation,differential,isolated,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0,0,0,0,0
validation,differential,isolated,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,4,1,3,0,4
validation,differential,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,2,1,1,0,1
validation,differential,isolated,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1,0,1,0,0
validation,differential,isolated,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0,0,0,0,0
validation,differential,isolated,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0,0,0,0,0
validation,differential,isolated,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0,0,0,0,0
validation,differential,isolated,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0,0,0,0,0
validation,differential,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1,1,0,0,0
validation,differential,isolated,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0,0,0,0,0
validation,differential,isolated,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0,0,0,0,0
validation,differential,isolated,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0,0,0,0,0
validation,differential,isolated,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0,0,0,0,0
validation,differential,isolated,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0,0,0,0,0
validation,differential,predominant,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,3,1,2,0,2
validation,differential,predominant,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,30,14,16,0,20
validation,differential,predominant,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,13,10,3,0,8
validation,differential,predominant,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,13,8,5,0,9
validation,differential,predominant,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,14,5,9,0,11
validation,differential,predominant,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,11,7,4,0,6
validation,differential,predominant,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,4,3,1,0,1
validation,differential,predominant,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,15,9,6,0,12
validation,differential,predominant,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,4,1,3,0,3
validation,differential,predominant,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,8,3,5,0,5
validation,differential,predominant,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,13,3,10,0,8
validation,differential,predominant,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,10,7,3,0,6
validation,differential,predominant,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,11,5,6,0,7
validation,differential,predominant,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,8,5,3,0,6
validation,differential,predominant,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,6,3,3,0,6
validation,differential,predominant,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,7,3,4,0,6
validation,differential,predominant,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,6,3,3,0,5
validation,rudder,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,24,10,14,0,17
validation,rudder,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,23,17,6,0,17
validation,rudder,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,28,13,15,0,16
validation,rudder,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,20,10,10,0,14
validation,rudder,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,15,7,8,0,14
validation,rudder,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,10,8,0,13
validation,rudder,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,23,10,13,0,12
validation,rudder,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,26,13,13,0,15
validation,rudder,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,21,9,12,0,14
validation,rudder,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,37,18,19,0,27
validation,rudder,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,26,10,16,0,16
validation,rudder,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,22,10,12,0,18
validation,rudder,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,56,29,27,0,38
validation,rudder,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,26,15,11,0,14
validation,rudder,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,23,15,8,0,12
validation,rudder,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,32,19,13,0,24
validation,rudder,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,39,17,22,0,29
validation,rudder,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1,1,0,0,1
validation,rudder,isolated,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,3,3,0,0,1
validation,rudder,isolated,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0,0,0,0,0
validation,rudder,isolated,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0,0,0,0,0
validation,rudder,predominant,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,8,4,4,0,6
validation,rudder,predominant,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,9,7,2,0,6
validation,rudder,predominant,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,10,5,5,0,3
validation,rudder,predominant,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,6,4,2,0,5
validation,rudder,predominant,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,4,3,1,0,3
validation,rudder,predominant,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,8,5,3,0,5
validation,rudder,predominant,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,8,3,5,0,4
validation,rudder,predominant,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,11,7,4,0,8
validation,rudder,predominant,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,12,7,5,0,9
validation,rudder,predominant,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,8,4,4,0,8
validation,rudder,predominant,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,4,2,2,0,3
validation,rudder,predominant,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,4,2,2,0,4
validation,rudder,predominant,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,13,4,9,0,9
validation,rudder,predominant,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,7,3,4,0,6
validation,rudder,predominant,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,9,5,4,0,6
validation,rudder,predominant,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,6,4,2,0,6
validation,rudder,predominant,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,11,4,7,0,11
