contract,deployable,oracle_label,seed,trained_target,evaluation_target,scope,log_id,signal,n,rmse
P0,True,,415,D0_raw,increment2,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,7586,3.277846662330472
P0,True,,415,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,linear,7792,5.093022324627296
P0,True,,415,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular,7792,19.24040791526968
P0,True,,415,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,7792,11.268169655343048
P0,True,,415,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,7792,3.2848452999491995
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,linear,7841,0.2021047899404954
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular,7841,0.7493640271220285
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,delta_q_2,7841,0.4440370438275234
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,delta_vz_2,7841,0.1499159873860785
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,linear,7391,0.1915244521230225
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular,7391,0.7100996915145078
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,delta_q_2,7391,0.4300068562503113
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,delta_vz_2,7391,0.1495990386685367
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,linear,9475,0.1943070209306387
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular,9475,0.7326183016041841
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,delta_q_2,9475,0.4291861927169939
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,delta_vz_2,9475,0.1395904790825602
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,linear,7586,0.2156830530652237
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular,7586,0.7006582884605105
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,delta_q_2,7586,0.4150974690059689
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,delta_vz_2,7586,0.1324035433303394
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,linear,7792,0.204806642686955
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular,7792,0.7714555909888239
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,delta_q_2,7792,0.4558206799877496
P0,True,,415,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,delta_vz_2,7792,0.1327464612410349
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,3.7785149906566007
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,20.47607148995627
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,q_dot,2369,10.287507942458626
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,az_n,2369,2.6050788747843643
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,3.616675621588121
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,21.408202839227847
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,q_dot,2416,9.242975801329615
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,az_n,2416,2.435937168353696
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,3.668227651246802
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,21.12176879218099
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,q_dot,2387,8.773451495477612
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,az_n,2387,2.339708214066366
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,5.315763701178756
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,28.566690470530585
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,q_dot,1867,11.233276835057232
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,az_n,1867,2.863657946202222
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,linear,1567,4.496596386218253
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular,1567,23.00930548592956
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,q_dot,1567,10.484144782962844
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,az_n,1567,2.6465286104593675
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,linear,1712,4.101993132871567
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular,1712,23.194455112399677
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,q_dot,1712,10.430939402689589
P1,True,,415,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,az_n,1712,2.454844269289713
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,3.7423759318108942
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,15.746536563164916
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,q_dot,2369,9.069445007698873
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,az_n,2369,2.703219049068379
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,3.749893771047744
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,16.6258327716434
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,q_dot,2416,9.343579862948328
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,az_n,2416,2.674707318244878
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,3.755328954028033
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,16.22921982279116
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,q_dot,2387,9.01224260313456
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,az_n,2387,2.5117077298116017
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,5.397366829167097
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,23.48457977603258
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,q_dot,1867,12.536420988339742
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,az_n,1867,3.2310476987065937
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,linear,1567,4.557244156838128
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular,1567,17.292372707787308
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,q_dot,1567,10.678280092695934
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,az_n,1567,2.875922358378334
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,linear,1712,4.330646602755323
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular,1712,18.53955545856164
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,q_dot,1712,10.386352893315914
P1,True,,415,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,az_n,1712,2.9183694192419174
P1,True,,415,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,0.1507055038739757
P1,True,,415,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,0.6311149509278424
P1,True,,415,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,delta_q_2,2369,0.3651608404182124
P1,True,,415,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,delta_vz_2,2369,0.1089523419376661
P1,True,,415,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,0.1504547680853272
P1,True,,415,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,0.6643497576736529
