experiment,signal,axis,frequency_hz,pred_power,truth_power
S0,omega,p,21.875,8.935514736568833e-09,0.0008527885228777278
S0,omega,p,22.265625,8.06981051191728e-09,0.0008781219096660875
S0,omega,p,22.65625,1.0041373665764424e-08,0.0010392412545218153
S0,omega,p,23.046875,1.0460559256617057e-08,0.0011275943069394034
S0,omega,p,23.4375,1.1010681777163664e-08,0.0011767550223265725
S0,omega,p,23.828125,2.4356249129321056e-08,0.0013414777750711702
S0,omega,p,24.21875,5.4753819520793695e-08,0.001547572232528563
S0,omega,p,24.609375,6.777535648200073e-08,0.0014104039454218592
S0,omega,p,25.0,2.8008533337182097e-08,0.0006994129252604539
S0,omega,q,0.0,0.0003908905864844475,0.0037873256777660115
S0,omega,q,0.390625,0.0022501294387756894,0.01728740615324307
S0,omega,q,0.78125,0.0003781583678585891,0.013639029541376005
S0,omega,q,1.171875,2.5598377492469783e-05,0.017312464231052975
S0,omega,q,1.5625,7.694720111823417e-06,0.018840597397121024
S0,omega,q,1.953125,5.102518226541454e-06,0.00961235188912724
S0,omega,q,2.34375,2.757550569972283e-05,0.005998368315882151
S0,omega,q,2.734375,0.00012710116955368746,0.007118632686504986
S0,omega,q,3.125,0.00043892678259939584,0.0160443031006984
S0,omega,q,3.515625,0.0009702315192817518,0.04040533249101336
S0,omega,q,3.90625,0.0012233163231021866,0.0581461969266884
S0,omega,q,4.296875,0.0010297742061128553,0.03692723576999417
S0,omega,q,4.6875,0.00032443893057600246,0.011261825245469028
S0,omega,q,5.078125,2.2582258714017967e-05,0.003733882272394322
S0,omega,q,5.46875,1.1029650791110273e-06,0.005831976033060047
S0,omega,q,5.859375,3.290852075778383e-07,0.011264466372233536
S0,omega,q,6.25,2.219657921200719e-07,0.020088782679274345
S0,omega,q,6.640625,2.3746507045803278e-07,0.030804046867601985
S0,omega,q,7.03125,2.899461119338652e-07,0.037592072813282564
S0,omega,q,7.421875,3.27489158762103e-07,0.04296403303985252
S0,omega,q,7.8125,3.469879594523772e-07,0.040427848482109875
S0,omega,q,8.203125,2.9774546033312797e-07,0.03032523725436064
S0,omega,q,8.59375,2.2518834557341843e-07,0.015365961620561273
S0,omega,q,8.984375,1.0937150164056214e-07,0.005089433006242157
S0,omega,q,9.375,6.43036605806923e-08,0.0023999339086917836
S0,omega,q,9.765625,1.4562714965472954e-07,0.0019132572553966422
S0,omega,q,10.15625,3.184263520495183e-07,0.0018462448143484434
S0,omega,q,10.546875,3.96705076124423e-07,0.002032471392661072
S0,omega,q,10.9375,3.0106133383175527e-07,0.002391160352875313
S0,omega,q,11.328125,1.621902874764027e-07,0.0026329873254524014
S0,omega,q,11.71875,7.178345921360647e-08,0.0026871141495683182
S0,omega,q,12.109375,3.647499531302788e-08,0.00252223438023599
S0,omega,q,12.5,2.1109014962671608e-08,0.0022012763391064893
S0,omega,q,12.890625,1.8281349653217617e-08,0.0016445574552660324
S0,omega,q,13.28125,1.7415174663899153e-08,0.0011477870106045445
S0,omega,q,13.671875,1.2943387060575013e-08,0.0007492203209315131
S0,omega,q,14.0625,8.063929985574434e-09,0.0006979796091659027
S0,omega,q,14.453125,8.159863297128854e-09,0.0006873482819576909
S0,omega,q,14.84375,8.752700254196201e-09,0.0006528249676851478
S0,omega,q,15.234375,7.2748219884784785e-09,0.0006700761784910014
S0,omega,q,15.625,9.916103741605419e-09,0.0006212674446336845
S0,omega,q,16.015625,1.608663064425888e-08,0.0005403494131037646
S0,omega,q,16.40625,1.8127316830903884e-08,0.0004741053213064464
S0,omega,q,16.796875,1.64501676434099e-08,0.00033598745382019095
S0,omega,q,17.1875,1.9706745152526256e-08,0.0002343877307088207
S0,omega,q,17.578125,2.1244747130176872e-08,0.00016655316800001633
S0,omega,q,17.96875,2.474332830789172e-08,0.0001179565371763773
S0,omega,q,18.359375,3.252869973253031e-08,0.00010008724006092693
S0,omega,q,18.75,3.435903720999223e-08,9.401996808906857e-05
S0,omega,q,19.140625,2.4691174876820613e-08,8.111557690118295e-05
S0,omega,q,19.53125,1.175616690818107e-08,8.644215911518463e-05
S0,omega,q,19.921875,4.7319616545697154e-09,9.908489426500229e-05
S0,omega,q,20.3125,2.8879666015849153e-09,9.969307706201902e-05
S0,omega,q,20.703125,3.1262648279942588e-09,0.00011163867705731877
S0,omega,q,21.09375,3.444111663391755e-09,0.00013681162785380023
S0,omega,q,21.484375,2.9691328963977105e-09,0.0001558994468204924
S0,omega,q,21.875,1.983193809468648e-09,0.00015644255820119262
S0,omega,q,22.265625,1.800979635625707e-09,0.00017293356508051223
S0,omega,q,22.65625,2.043610839611211e-09,0.0001744259179870088
S0,omega,q,23.046875,2.0037332797292284e-09,0.00015184755055778787
S0,omega,q,23.4375,2.294194113642701e-09,0.00015334784182610047
S0,omega,q,23.828125,4.01134731768456e-09,0.0001474072917070278
S0,omega,q,24.21875,7.144634297564344e-09,0.00014785397112160184
S0,omega,q,24.609375,9.252867871687907e-09,0.0001578381398428794
S0,omega,q,25.0,4.736817196646344e-09,8.366220171985372e-05
S0,omega,r,0.0,0.00045159180263263467,0.003145023064815083
S0,omega,r,0.390625,0.004464563362984903,0.021432338790425033
S0,omega,r,0.78125,0.00042510378026104693,0.018795137185190405
S0,omega,r,1.171875,3.056695768326257e-05,0.0072826311762996835
S0,omega,r,1.5625,8.322605190920318e-06,0.0018473452504365632
S0,omega,r,1.953125,3.991660578845345e-06,0.0007611361878423657
S0,omega,r,2.34375,7.044881437297426e-06,0.0005436970447348568
S0,omega,r,2.734375,1.7682283272146053e-05,0.0008238137950302285
S0,omega,r,3.125,3.5552559473176535e-05,0.001746368272604255
S0,omega,r,3.515625,6.869099338098149e-05,0.0035255862353528802
S0,omega,r,3.90625,0.00011269504208846886,0.004729881468273147
S0,omega,r,4.296875,0.00010522529142685591,0.0034950884111523725
S0,omega,r,4.6875,3.095311245708494e-05,0.0010522136600810876
S0,omega,r,5.078125,2.0332201207439973e-06,0.00023217552619042185
S0,omega,r,5.46875,1.0485702689688068e-07,0.00014525408095954467
S0,omega,r,5.859375,2.652168642009777e-08,0.00017719236006448542
S0,omega,r,6.25,1.3853908943686628e-08,0.000258556725713181
S0,omega,r,6.640625,1.4288421281122389e-08,0.0003785659595644492
S0,omega,r,7.03125,1.6982936141773096e-08,0.00048285161806944747
S0,omega,r,7.421875,2.0467843694129962e-08,0.0005795857992779857
S0,omega,r,7.8125,2.58491117629094e-08,0.0006157772360298499
S0,omega,r,8.203125,2.6642647439517805e-08,0.0005623018964129166
S0,omega,r,8.59375,2.0811021845494653e-08,0.0004258935344488248
S0,omega,r,8.984375,9.834689285947244e-09,0.00016263353524046173
S0,omega,r,9.375,5.720352932626365e-09,9.924554213507402e-05
S0,omega,r,9.765625,1.4637252270614334e-08,0.00010569552074883848
S0,omega,r,10.15625,3.246842540252042e-08,0.00010763782419243704
S0,omega,r,10.546875,3.636545390832107e-08,0.00011396329546762928
S0,omega,r,10.9375,2.0189253852597763e-08,0.00012452944760783387
S0,omega,r,11.328125,8.609932411677266e-09,0.000136342728107502
S0,omega,r,11.71875,3.919521425182421e-09,0.0001265110746591296
S0,omega,r,12.109375,1.711277222503262e-09,0.00011004062978778019
S0,omega,r,12.5,1.2307468232038763e-09,7.922876083789161e-05
S0,omega,r,12.890625,1.6696376870343206e-09,6.214582613394367e-05
S0,omega,r,13.28125,1.285121558323379e-09,4.383459285156053e-05
S0,omega,r,13.671875,6.578264212207712e-10,2.9299639741343452e-05
S0,omega,r,14.0625,7.067393684344094e-10,3.242338878004852e-05
S0,omega,r,14.453125,8.324301893025258e-10,3.428820775304074e-05
S0,omega,r,14.84375,5.805344809844131e-10,3.8313782329671806e-05
S0,omega,r,15.234375,4.374735851740156e-10,4.763301430562065e-05
S0,omega,r,15.625,8.91178462440841e-10,5.730595739372588e-05
S0,omega,r,16.015625,1.4964134284943656e-09,6.164563495225231e-05
S0,omega,r,16.40625,1.5912818821106374e-09,6.279159595027886e-05
S0,omega,r,16.796875,1.4232661386703931e-09,5.726999076387008e-05
S0,omega,r,17.1875,1.6522939578912339e-09,4.587369274386397e-05
S0,omega,r,17.578125,1.4589861070500125e-09,3.248342646325982e-05
S0,omega,r,17.96875,1.6448967323378615e-09,3.05230502127059e-05
S0,omega,r,18.359375,2.299179590010806e-09,3.299497088182114e-05
S0,omega,r,18.75,2.6936284207058323e-09,3.72338693837599e-05
S0,omega,r,19.140625,1.866177659931049e-09,3.9867109830212616e-05
S0,omega,r,19.53125,7.94185733519047e-10,4.026448410735794e-05
S0,omega,r,19.921875,3.498400863272072e-10,3.6961324341546805e-05
S0,omega,r,20.3125,2.3274562382694488e-10,3.721440653773631e-05
S0,omega,r,20.703125,1.944756110195066e-10,3.47714794377869e-05
S0,omega,r,21.09375,2.509432672450043e-10,3.235879881975667e-05
S0,omega,r,21.484375,2.775859941262264e-10,3.0289523913431286e-05
S0,omega,r,21.875,1.662372487438379e-10,2.9820001772517624e-05
S0,omega,r,22.265625,1.405089929819978e-10,2.9062494288514037e-05
S0,omega,r,22.65625,2.2278110788473458e-10,3.047048886426036e-05
S0,omega,r,23.046875,2.226981997099668e-10,3.071911843401363e-05
S0,omega,r,23.4375,1.7953907029604815e-10,3.1277320619361686e-05
S0,omega,r,23.828125,3.871427627423337e-10,2.868452906696616e-05
S0,omega,r,24.21875,9.132488346229983e-10,2.8913790278131058e-05
S0,omega,r,24.609375,1.0937702460165254e-09,2.7128984211623965e-05
S0,omega,r,25.0,4.615040647226141e-10,1.3006001473541492e-05
S0,angular_acceleration,p,0.0,0.04481937136379157,0.2407750406426189
S0,angular_acceleration,p,0.390625,0.030806215345161092,0.6172302562466916
S0,angular_acceleration,p,0.78125,0.004833488178520785,0.7854327394095864
S0,angular_acceleration,p,1.171875,0.0030230171272458755,0.9232893577669525
S0,angular_acceleration,p,1.5625,0.004164869709251415,1.0932506750679225
S0,angular_acceleration,p,1.953125,0.008679552807783006,1.7447306754084098
S0,angular_acceleration,p,2.34375,0.03743145620732293,3.4805555627609595
S0,angular_acceleration,p,2.734375,0.13729793556719505,9.166455958375279
S0,angular_acceleration,p,3.125,0.5199094885882317,23.143989299963422
S0,angular_acceleration,p,3.515625,1.9534200205119043,43.8971447105431
S0,angular_acceleration,p,3.90625,4.721188025203471,56.427387778524825
S0,angular_acceleration,p,4.296875,5.034356507601634,41.496646994316364
S0,angular_acceleration,p,4.6875,1.646105820458327,18.23243185714986
S0,angular_acceleration,p,5.078125,0.12792123304858583,7.067388415040565
S0,angular_acceleration,p,5.46875,0.007991894690662842,5.366666501570939
S0,angular_acceleration,p,5.859375,0.0021375496124380017,7.985134400419743
S0,angular_acceleration,p,6.25,0.0012447267485923656,15.105883942489827
S0,angular_acceleration,p,6.640625,0.0013780205987469006,23.231434214088512
S0,angular_acceleration,p,7.03125,0.0016986137378505002,31.197140069697316
S0,angular_acceleration,p,7.421875,0.002013272385155498,43.10024089285763
S0,angular_acceleration,p,7.8125,0.0021101183250835233,50.72425522225498
S0,angular_acceleration,p,8.203125,0.0017891449685539513,48.612869758113
S0,angular_acceleration,p,8.59375,0.0011979542739667631,34.06524677770578
S0,angular_acceleration,p,8.984375,0.0007837131170466834,15.953936696727226
S0,angular_acceleration,p,9.375,0.0011175857107556145,9.215992579719124
S0,angular_acceleration,p,9.765625,0.003153142781643777,8.194845984669676
S0,angular_acceleration,p,10.15625,0.0066205378539888,9.984500751337611
S0,angular_acceleration,p,10.546875,0.006758516705166833,13.074243379883416
S0,angular_acceleration,p,10.9375,0.0036254959936959422,16.43740575804797
S0,angular_acceleration,p,11.328125,0.0017179360062416793,19.993449973745456
S0,angular_acceleration,p,11.71875,0.0007926774100132085,19.989115833578616
S0,angular_acceleration,p,12.109375,0.00035342183272926746,18.262145397283405
S0,angular_acceleration,p,12.5,0.0002613598385464108,14.537214876150877
S0,angular_acceleration,p,12.890625,0.0003278971911186272,10.64397915888069
S0,angular_acceleration,p,13.28125,0.00027398776814540937,9.613738877063764
S0,angular_acceleration,p,13.671875,0.00018453111896878525,9.192388707754455
S0,angular_acceleration,p,14.0625,0.00019040663948697775,9.244704471164058
S0,angular_acceleration,p,14.453125,0.00019943134380357154,9.940603667179714
S0,angular_acceleration,p,14.84375,0.00016031954106942588,10.039812811299928
S0,angular_acceleration,p,15.234375,0.0001347931027623358,10.64218999312486
S0,angular_acceleration,p,15.625,0.00023534974344875247,11.326323131969092
S0,angular_acceleration,p,16.015625,0.0003657055355372569,12.463861069838211
S0,angular_acceleration,p,16.40625,0.00045217344772855144,11.869851005252281
S0,angular_acceleration,p,16.796875,0.0007249052476084452,11.467428094777956
S0,angular_acceleration,p,17.1875,0.0009836678726710007,10.365920764549328
S0,angular_acceleration,p,17.578125,0.0009054172790871261,8.651670646198273
S0,angular_acceleration,p,17.96875,0.001400305037349582,8.293988058254154
S0,angular_acceleration,p,18.359375,0.0026359032990819287,8.297065394908469
S0,angular_acceleration,p,18.75,0.003108843251505096,7.5801275902039
S0,angular_acceleration,p,19.140625,0.00180372879503234,6.638969262469306
S0,angular_acceleration,p,19.53125,0.0006244895558715162,6.010468406977307
S0,angular_acceleration,p,19.921875,0.00020694289174477207,5.906509811034138
S0,angular_acceleration,p,20.3125,0.00011143430621393167,6.5474348743347
S0,angular_acceleration,p,20.703125,8.406862874280756e-05,6.85554498556343
S0,angular_acceleration,p,21.09375,0.00012117636485515162,7.7970455996060535
S0,angular_acceleration,p,21.484375,0.00013639444468458765,8.881663950522253
S0,angular_acceleration,p,21.875,8.75487424584463e-05,9.007338911895314
S0,angular_acceleration,p,22.265625,8.178647225254178e-05,9.273052125385101
S0,angular_acceleration,p,22.65625,0.0001209984055054546,10.96683886225334
S0,angular_acceleration,p,23.046875,0.00012549382988226915,11.998554943982798
S0,angular_acceleration,p,23.4375,0.00011325365183113476,12.673557946424761
S0,angular_acceleration,p,23.828125,0.0003295386731082387,14.193483450582072
S0,angular_acceleration,p,24.21875,0.0009633068996160983,16.539645974948787
S0,angular_acceleration,p,24.609375,0.0012163684829259952,15.077137275457266
S0,angular_acceleration,p,25.0,0.00048326932804632295,7.471183491833472
S0,angular_acceleration,q,0.0,0.040034365065510724,0.1620847021103637
S0,angular_acceleration,q,0.390625,0.026431655668033887,0.2783303440633566
S0,angular_acceleration,q,0.78125,0.0026560209849707532,0.45186680395599893
S0,angular_acceleration,q,1.171875,0.0007597457784414832,1.1638430018250767
S0,angular_acceleration,q,1.5625,0.0006150965654755976,1.814706207898867
S0,angular_acceleration,q,1.953125,0.000861262528517063,1.4136050891320722
S0,angular_acceleration,q,2.34375,0.0071568221677440445,1.3789928046853313
S0,angular_acceleration,q,2.734375,0.04197584017579059,2.2623855523768683
S0,angular_acceleration,q,3.125,0.18173806348813085,6.634713021536709
S0,angular_acceleration,q,3.515625,0.480949122180119,20.31848101023966
S0,angular_acceleration,q,3.90625,0.7183920881970137,34.04818359107918
S0,angular_acceleration,q,4.296875,0.7005146026656741,24.720133509479652
S0,angular_acceleration,q,4.6875,0.242754484772592,8.804110943273225
S0,angular_acceleration,q,5.078125,0.018806759465755905,3.655324968442209
S0,angular_acceleration,q,5.46875,0.0010097856281783943,6.896711519648474
S0,angular_acceleration,q,5.859375,0.0003444347149149274,14.939582964173356
S0,angular_acceleration,q,6.25,0.00027580612186332864,29.99354216189382
S0,angular_acceleration,q,6.640625,0.0003708359844611774,50.74213619317034
S0,angular_acceleration,q,7.03125,0.0005143839121963617,68.9073205347692
S0,angular_acceleration,q,7.421875,0.0006557180946097195,86.45084210134615
S0,angular_acceleration,q,7.8125,0.0007611540152923729,88.77873875858829
S0,angular_acceleration,q,8.203125,0.000710948005001914,72.20233203601204
S0,angular_acceleration,q,8.59375,0.0005675200923476995,39.510760321449396
S0,angular_acceleration,q,8.984375,0.0003063799534494282,14.18811211441592
S0,angular_acceleration,q,9.375,0.00018243037980770254,7.337248783496286
S0,angular_acceleration,q,9.765625,0.00037199309905070545,6.291447196705075
S0,angular_acceleration,q,10.15625,0.0007626188554122176,6.585463637533226
S0,angular_acceleration,q,10.546875,0.000979646731241709,7.762879137264884
S0,angular_acceleration,q,10.9375,0.0008174091148691884,9.69482327286691
S0,angular_acceleration,q,11.328125,0.00048743093352260884,11.398550023581537
S0,angular_acceleration,q,11.71875,0.00022959792911495135,12.272044758886345
S0,angular_acceleration,q,12.109375,0.00013363315246084557,12.101769527107031
S0,angular_acceleration,q,12.5,8.620787373535213e-05,10.953972555101007
S0,angular_acceleration,q,12.890625,8.096264570040882e-05,8.634320684697908
S0,angular_acceleration,q,13.28125,7.803361028374516e-05,6.342180937082753
S0,angular_acceleration,q,13.671875,6.0588863248572393e-05,4.400831438006841
S0,angular_acceleration,q,14.0625,3.812605177908075e-05,4.253100914890113
S0,angular_acceleration,q,14.453125,3.881530851750112e-05,4.372140844652127
S0,angular_acceleration,q,14.84375,4.26737351496493e-05,4.309624923832289
S0,angular_acceleration,q,15.234375,3.5285828041827276e-05,4.567631032978829
S0,angular_acceleration,q,15.625,3.981452956180413e-05,4.4011904187437745
S0,angular_acceleration,q,16.015625,6.175616414492563e-05,3.9603130690687895
S0,angular_acceleration,q,16.40625,8.940318614165076e-05,3.5803670710248077
S0,angular_acceleration,q,16.796875,0.00011859772475639494,2.6017732850133375
S0,angular_acceleration,q,17.1875,0.00017978670916603726,1.887511071354224
S0,angular_acceleration,q,17.578125,0.0002653516953447358,1.343830507201167
S0,angular_acceleration,q,17.96875,0.00038514199031714657,0.9732117018107626
S0,angular_acceleration,q,18.359375,0.0004801408303822688,0.8731339430319386
S0,angular_acceleration,q,18.75,0.00044675414345637324,0.8524343466426578
S0,angular_acceleration,q,19.140625,0.0002741186968825476,0.738112980783216
S0,angular_acceleration,q,19.53125,0.00011419176103972708,0.8044823032737245
S0,angular_acceleration,q,19.921875,4.1431439749820695e-05,0.9481581410501954
S0,angular_acceleration,q,20.3125,2.4940628368702874e-05,0.97693978337447
S0,angular_acceleration,q,20.703125,3.287735019638946e-05,1.1106028738523954
S0,angular_acceleration,q,21.09375,3.305272575266746e-05,1.3729770558762586
S0,angular_acceleration,q,21.484375,2.5750041841951744e-05,1.574793060397026
S0,angular_acceleration,q,21.875,2.0899673198378042e-05,1.599738498393854
S0,angular_acceleration,q,22.265625,2.4509226958759358e-05,1.7598506854608502
S0,angular_acceleration,q,22.65625,2.4314421550713805e-05,1.7822318189286115
S0,angular_acceleration,q,23.046875,2.3987854330224243e-05,1.5600762071674794
S0,angular_acceleration,q,23.4375,3.315117964916754e-05,1.6037267575815959
S0,angular_acceleration,q,23.828125,6.257523035661021e-05,1.5402595888497495
S0,angular_acceleration,q,24.21875,0.00012248695121295768,1.565646076535611
S0,angular_acceleration,q,24.609375,0.00018939694848187883,1.6611802106863043
S0,angular_acceleration,q,25.0,0.00011061431337361019,0.8841564971609694
S0,angular_acceleration,r,0.0,0.006126953647906852,0.03185968606238392
S0,angular_acceleration,r,0.390625,0.008200124459004693,0.19241801905899192
S0,angular_acceleration,r,0.78125,0.0018673325270087524,0.4169845183088601
S0,angular_acceleration,r,1.171875,0.0008210638400253198,0.30579635058132243
S0,angular_acceleration,r,1.5625,0.0005651197166139,0.15931952998540633
S0,angular_acceleration,r,1.953125,0.0005338422156270998,0.11753486656539418
S0,angular_acceleration,r,2.34375,0.0017066350754655216,0.13181628250505203
S0,angular_acceleration,r,2.734375,0.005621180029839632,0.26845094879467
S0,angular_acceleration,r,3.125,0.014439838512842447,0.7079975733888072
S0,angular_acceleration,r,3.515625,0.03439894586895935,1.7480887370418625
S0,angular_acceleration,r,3.90625,0.06712272194556637,2.800258984072377
S0,angular_acceleration,r,4.296875,0.07124615410991068,2.369948002236454
S0,angular_acceleration,r,4.6875,0.02306461998499492,0.8191071300277785
S0,angular_acceleration,r,5.078125,0.0016919667406567983,0.22697639623214022
S0,angular_acceleration,r,5.46875,9.444220272141785e-05,0.17681892724437356
S0,angular_acceleration,r,5.859375,2.5739627811416446e-05,0.24522341142027063
S0,angular_acceleration,r,6.25,1.64752395934215e-05,0.397289695822768
S0,angular_acceleration,r,6.640625,1.9866527861154658e-05,0.6343280413155987
S0,angular_acceleration,r,7.03125,2.8360842320455552e-05,0.8900991311213342
S0,angular_acceleration,r,7.421875,4.053134798950848e-05,1.1679104252173567
S0,angular_acceleration,r,7.8125,5.606827347218379e-05,1.3656736846780195
S0,angular_acceleration,r,8.203125,6.19476645420601e-05,1.3685930374791346
S0,angular_acceleration,r,8.59375,5.191953019334305e-05,1.123068137417048
S0,angular_acceleration,r,8.984375,2.5829682781500124e-05,0.4673290469659092
S0,angular_acceleration,r,9.375,1.4559439844844702e-05,0.32237119013002125
S0,angular_acceleration,r,9.765625,3.1931516838729444e-05,0.3657808418065569
S0,angular_acceleration,r,10.15625,6.812541819882915e-05,0.39325396435106186
S0,angular_acceleration,r,10.546875,7.401031235586777e-05,0.4378375695421502
S0,angular_acceleration,r,10.9375,4.414534272166212e-05,0.5037025320280413
S0,angular_acceleration,r,11.328125,2.335553000211926e-05,0.5878087801803334
S0,angular_acceleration,r,11.71875,1.1102629518079986e-05,0.5726714627276434
S0,angular_acceleration,r,12.109375,5.5343733113518805e-06,0.5319686296036241
S0,angular_acceleration,r,12.5,4.3572816203762914e-06,0.40565835214312507
S0,angular_acceleration,r,12.890625,4.970104049007939e-06,0.33507796623072644
S0,angular_acceleration,r,13.28125,4.507221671647684e-06,0.2441608981009274
S0,angular_acceleration,r,13.671875,2.8633478690540476e-06,0.17280342421638922
S0,angular_acceleration,r,14.0625,2.25072924902457e-06,0.20451980418827337
S0,angular_acceleration,r,14.453125,2.153675871710362e-06,0.22170414583059297
S0,angular_acceleration,r,14.84375,1.967517172858069e-06,0.25068275816301755
S0,angular_acceleration,r,15.234375,1.6338382603435047e-06,0.3215771026270962
S0,angular_acceleration,r,15.625,2.5023717326557906e-06,0.402881633844729
S0,angular_acceleration,r,16.015625,4.069684527380598e-06,0.45514821207919715
S0,angular_acceleration,r,16.40625,5.306526820896529e-06,0.47549357797017866
S0,angular_acceleration,r,16.796875,8.388037742029257e-06,0.4470796028710146
S0,angular_acceleration,r,17.1875,1.1545140958667561e-05,0.37078197301673915
S0,angular_acceleration,r,17.578125,1.2116112261079031e-05,0.27094137633913745
S0,angular_acceleration,r,17.96875,1.890125163398336e-05,0.25902396147467466
S0,angular_acceleration,r,18.359375,3.1931437669506705e-05,0.28777120893207375
S0,angular_acceleration,r,18.75,3.621003213353618e-05,0.33099311657042113
S0,angular_acceleration,r,19.140625,2.0928519596610865e-05,0.35962180432351865
S0,angular_acceleration,r,19.53125,7.080088327245517e-06,0.3725722803769971
S0,angular_acceleration,r,19.921875,2.3595586514181644e-06,0.349915157126775
S0,angular_acceleration,r,20.3125,1.3150105976623259e-06,0.3587502817000429
S0,angular_acceleration,r,20.703125,1.1082050875431306e-06,0.34184424165715216
S0,angular_acceleration,r,21.09375,1.485614624933971e-06,0.3249843425246506
S0,angular_acceleration,r,21.484375,1.6300908713182833e-06,0.31425540203223845
S0,angular_acceleration,r,21.875,1.07940497311628e-06,0.3082057892074859
S0,angular_acceleration,r,22.265625,1.0984609741949936e-06,0.2997802177192041
S0,angular_acceleration,r,22.65625,1.49333927564391e-06,0.3145274945549996
S0,angular_acceleration,r,23.046875,1.5361436355044545e-06,0.3212307441459396
S0,angular_acceleration,r,23.4375,1.4219772243106354e-06,0.33086722000544283
S0,angular_acceleration,r,23.828125,3.7604397249349072e-06,0.30805639058372614
S0,angular_acceleration,r,24.21875,1.0690488485036652e-05,0.3140347037649516
S0,angular_acceleration,r,24.609375,1.4041213343920846e-05,0.2922531064192351
S0,angular_acceleration,r,25.0,5.857882799809862e-06,0.13858229006021636
S1,omega,p,0.0,0.0004706703015340058,0.003296467152936268
S1,omega,p,0.390625,0.002319048152433017,0.017908190432901854
S1,omega,p,0.78125,0.00039174273016612547,0.012339025051069118
S1,omega,p,1.171875,6.561985125164214e-05,0.0076611601400244774
S1,omega,p,1.5625,4.132175997185723e-05,0.006478493873278358
