experiment,horizon_s,signal,log_id,n_origins,rmse,axis_0_rmse,axis_1_rmse,axis_2_rmse
S1,3.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,31.85765924771466,25.447041016014083,18.62556395552095,4.52182746371367
S1,5.0,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.8245869640858137,0.5281492461428212,0.579532617587004,0.2552331880688403
S1,5.0,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.7172692361863402,0.4647464822185149,0.49101667901729373,0.23955893924393515
S1,5.0,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.7852448822767888,0.5486199581193346,0.4998969880053884,0.2563760286730568
S1,5.0,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.8084714632631554,0.5811238484572588,0.4913287610963699,0.2729784390471137
S1,5.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.9636772586670986,0.6914817082187557,0.6064632358838271,0.2876269277941883
S1,5.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,44.48283147093867,15.076886985145556,8.707350042964087,40.933993571826996
S1,5.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,40.71976758715291,10.640037174672177,5.447394109447243,38.92576240344821
S1,5.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,45.15112902046993,11.289246898253605,9.32428160811858,42.7110656479781
S1,5.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,46.85196259120322,12.789564977215688,8.272997253310239,44.30678213081836
S1,5.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,60.89063700373639,14.922054039552268,10.838871758672072,58.03034410513636
S1,5.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,30.466162289548492,23.272246119922116,19.16800848779294,4.379161540611901
S1,5.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,27.65556106685265,20.753465484078014,17.870235359301955,3.844270610499825
S1,5.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,28.87608398864888,22.07598859377844,18.16712607852237,4.053946740392718
S1,5.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,30.513833372021473,23.20949240004635,19.313854762775527,4.40323787571091
S1,5.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,32.36487582313739,25.690261931979784,19.15629587702026,4.531220275536155
